Index,0 [0x0][0x0],1 [0x3][0x4],2 [0x3][0x5],3 [0x3][0x6],4 [0x3][0x7],5 [0x2][0x8]
33,"カンパニーの略称が「<if:<ref:ObjStr>>」に変更されました。",0,3,0,3,4
34,"カンパニー名が「<if:<ref:ObjStr>>」に変更されました。",0,2,0,3,4
35,"<if:<ref:ObjStr>>が<ref:PlaceName>第<value>区<value>番地のハウスの名前を「<if:<ref:ObjStr>>」に変更しました。",4,9,0,5,11
36,"<if:<ref:ObjStr>>が「<if:<ref:ObjStr>>」のグリーティングメッセージを変更しました。",4,8,0,5,11
37,"<if:<ref:ObjStr>>が<ref:PlaceName>第<value>区<value>番地の土地を購入しました。",4,7,0,5,11
38,"<if:<ref:ObjStr>>が<ref:PlaceName>第<value>区<value>番地の土地を破棄しました。",4,7,0,5,11
39,"<ref:PlaceName> 第<value>区<value>番地の土地が自動破棄されました。",0,7,0,5,11
40,"<if:<ref:ObjStr>>が<ref:PlaceName>第<value>区<value>番地に「<ref:HousingPreset>」を建築しました。",4,7,1,5,11
41,"<if:<ref:ObjStr>>が「<if:<ref:ObjStr>>」を撤去しました。",4,8,0,5,11
42,"<if:<ref:ObjStr>>が「<if:<ref:ObjStr>>」の外装を変更しました。",4,8,0,5,11
43,"<if:<ref:ObjStr>>が「<if:<ref:ObjStr>>」の内装を変更しました。",4,8,0,5,11
44,"<if:<ref:ObjStr>>が「<if:<ref:ObjStr>>」の調度品の配置を変更しました。",4,8,0,5,11
45,"<if:<ref:ObjStr>>が「<if:<ref:ObjStr>>」の庭具の配置を変更しました。",4,8,0,5,11
46,"<if:<ref:ObjStr>>が「<if:<ref:ObjStr>>」ゲストブックスタンドのメッセージを削除しました。",4,8,0,5,11
47,"<if:<ref:ObjStr>>から加入申請が届きました。",4,0,0,2,12
48,"<if:<ref:ObjStr>>からの加入申請が取り消されました。",4,0,0,2,12
49,"<if:<ref:ObjStr>>のキャラクターが削除されました。",4,0,0,2,12
50,"<if:<ref:ObjStr>>の加入申請を拒否しました。",4,0,0,2,12
51,"加入申請数が上限に達しています。",0,0,0,2,12
52,"<if:<ref:ObjStr>>が「<if:<ref:ObjStr>>」に<ref:Item>を植えました。",4,10,1,6,13
53,"<if:<ref:ObjStr>>が「<if:<ref:ObjStr>>」の作物に<ref:Item>をやりました。",4,10,1,6,13
54,"<if:<ref:ObjStr>>が「<if:<ref:ObjStr>>」の作物の手入れをしました。",4,10,0,6,13
55,"<if:<ref:ObjStr>>が「<if:<ref:ObjStr>>」の作物から<ref:Item>を<value>個、収穫しました。",4,11,1,6,13
56,"さらに、交雑に成功し、<ref:Item>を<value>個、獲得しました。",0,11,1,6,13
57,"<if:<ref:ObjStr>>が不在のため「<if:<ref:ObjStr>>」が移行されました。",4,5,0,2,3
58,"<if:<ref:ObjStr>>が「<if:<ref:ObjStr>>」の作物を処分しました。",4,10,0,6,13
59,"<if:<ref:ObjStr>>が<value>号室の個室を増築しました。",4,0,1,5,11
60,"<if:<ref:ObjStr>>が<value>号室の個室を撤去しました。",4,0,1,5,11
61,"<if:<ref:ObjStr>>が厩舎の手入れをしました。",4,0,0,7,11
62,"<if:<ref:ObjStr>>が<if:<ref:ObjStr>>を訓練しました。",4,12,0,7,11
63,"<if:<ref:ObjStr>>がホイールスロット<value>に「<ref:Item>」を設置しました。",16,14,1,5,11
64,"<if:<ref:ObjStr>>がホイールスロット<value>から「<ref:Item>」を撤去しました。",16,14,1,5,11
65,"<if:<ref:ObjStr>>がホイールスロット<value>から「<ref:Item>」を獲得しました。",16,14,1,5,11
66,"<if:<ref:ObjStr>>が「<ref:Item>」を変換し「<ref:CompanyAction>」をリザーブしました。",16,14,1,4,9
67,"<if:<ref:ObjStr>>が地下工房を増築しました。",16,0,0,8,15
68,"<if:<ref:ObjStr>>が地下工房を撤去しました。",16,0,0,8,15
69,"<if:<ref:ObjStr>>がカンパニー製作設備に「<ref:Item>」の製作をセットしました。",16,14,0,8,15
70,"「<ref:Item>」の進捗に必要な素材が全て納品されました。",0,14,0,8,15
71,"「<ref:Item>」の<switch:>",0,14,1,8,15
72,"<switch:作業工程が進捗し/作業工程の進捗が成功し/作業工程の進捗が大成功し>、<ref:Item>が完成しました。",0,14,1,8,15
73,"<if:<ref:ObjStr>>がカンパニー製作設備から「<ref:Item>」を回収しました。",16,14,0,8,15
74,"<if:<ref:ObjStr>>がカンパニー製作設備の製作を中断しました。",16,0,0,8,15
75,"<if:<ref:ObjStr>>が「<ref:CompanyCraftDraft>」を製図しました。",16,0,1,8,15
76,"<if:<ref:ObjStr>>が<value>機目の飛空艇「<if:<ref:ObjStr>>」を登録しました。",16,15,1,9,14
77,"<if:<ref:ObjStr>>が<value>機目の飛空艇名を「<if:<ref:ObjStr>>」に変更しました。",16,15,1,9,14
78,"<if:<ref:ObjStr>>が<value>機目の飛空艇「<if:<ref:ObjStr>>」を解体しました。",16,15,1,9,14
79,"<if:<ref:ObjStr>>が飛空艇「<if:<ref:ObjStr>>」の探索を実行しました。",16,15,0,9,14
80,"<if:<ref:ObjStr>>が飛空艇「<if:<ref:ObjStr>>」の探索を中止しました。",16,15,0,9,14
81,"<if:<ref:ObjStr>>が飛空艇「<if:<ref:ObjStr>>」の探索完了を確認しました。",16,15,0,9,14
82,"飛空艇「<if:<ref:ObjStr>>」のランクが<value>になりました。",16,15,1,9,14
83,"飛空艇「<if:<ref:ObjStr>>」の探索によって<value>機目の飛空艇が登録できるようになりました。",16,15,1,9,14
84,"<if:<ref:ObjStr>>が<value>カンパニークレジットで「<ref:Item>」を<value>個、交換しました。",16,22,1,1,0
85,"<if:<ref:ObjStr>>が「<ref:Item>」の素材「<ref:Item>」を必要量の60%以上(<value>回)納品しました。",16,22,1,8,15
