Index,0 [0x6][0x320],1 [0x3][0x328],2 [0x5][0x324],3 [0x5][0x326],4 [0x0][0x0],5 [0x0][0x8],6 [0x0][0x10],7 [0x0][0x18],8 [0x0][0x20],9 [0x0][0x28],10 [0x0][0x30],11 [0x0][0x38],12 [0x0][0x40],13 [0x0][0x48],14 [0x0][0x50],15 [0x0][0x58],16 [0x0][0x60],17 [0x0][0x68],18 [0x0][0x70],19 [0x0][0x78],20 [0x0][0x80],21 [0x0][0x88],22 [0x0][0x90],23 [0x0][0x98],24 [0x0][0xa0],25 [0x0][0xa8],26 [0x0][0xb0],27 [0x0][0xb8],28 [0x0][0xc0],29 [0x0][0xc8],30 [0x0][0xd0],31 [0x0][0xd8],32 [0x0][0xe0],33 [0x0][0xe8],34 [0x0][0xf0],35 [0x0][0xf8],36 [0x0][0x100],37 [0x0][0x108],38 [0x0][0x110],39 [0x0][0x118],40 [0x0][0x120],41 [0x0][0x128],42 [0x0][0x130],43 [0x0][0x138],44 [0x0][0x140],45 [0x0][0x148],46 [0x0][0x150],47 [0x0][0x158],48 [0x0][0x160],49 [0x0][0x168],50 [0x0][0x170],51 [0x0][0x178],52 [0x0][0x180],53 [0x0][0x188],54 [0x0][0x190],55 [0x0][0x198],56 [0x0][0x1a0],57 [0x0][0x1a8],58 [0x0][0x1b0],59 [0x0][0x1b8],60 [0x0][0x1c0],61 [0x0][0x1c8],62 [0x0][0x1d0],63 [0x0][0x1d8],64 [0x0][0x1e0],65 [0x0][0x1e8],66 [0x0][0x1f0],67 [0x0][0x1f8],68 [0x0][0x200],69 [0x0][0x208],70 [0x0][0x210],71 [0x0][0x218],72 [0x0][0x220],73 [0x0][0x228],74 [0x0][0x230],75 [0x0][0x238],76 [0x0][0x240],77 [0x0][0x248],78 [0x0][0x250],79 [0x0][0x258],80 [0x0][0x260],81 [0x0][0x268],82 [0x0][0x270],83 [0x0][0x278],84 [0x0][0x280],85 [0x0][0x288],86 [0x0][0x290],87 [0x0][0x298],88 [0x0][0x2a0],89 [0x0][0x2a8],90 [0x0][0x2b0],91 [0x0][0x2b8],92 [0x0][0x2c0],93 [0x0][0x2c8],94 [0x0][0x2d0],95 [0x0][0x2d8],96 [0x0][0x2e0],97 [0x0][0x2e8],98 [0x0][0x2f0],99 [0x0][0x2f8],100 [0x0][0x300],101 [0x0][0x308],102 [0x0][0x310],103 [0x0][0x318],104 [0x7][0x4],105 [0x7][0xc],106 [0x7][0x14],107 [0x7][0x1c],108 [0x7][0x24],109 [0x7][0x2c],110 [0x7][0x34],111 [0x7][0x3c],112 [0x7][0x44],113 [0x7][0x4c],114 [0x7][0x54],115 [0x7][0x5c],116 [0x7][0x64],117 [0x7][0x6c],118 [0x7][0x74],119 [0x7][0x7c],120 [0x7][0x84],121 [0x7][0x8c],122 [0x7][0x94],123 [0x7][0x9c],124 [0x7][0xa4],125 [0x7][0xac],126 [0x7][0xb4],127 [0x7][0xbc],128 [0x7][0xc4],129 [0x7][0xcc],130 [0x7][0xd4],131 [0x7][0xdc],132 [0x7][0xe4],133 [0x7][0xec],134 [0x7][0xf4],135 [0x7][0xfc],136 [0x7][0x104],137 [0x7][0x10c],138 [0x7][0x114],139 [0x7][0x11c],140 [0x7][0x124],141 [0x7][0x12c],142 [0x7][0x134],143 [0x7][0x13c],144 [0x7][0x144],145 [0x7][0x14c],146 [0x7][0x154],147 [0x7][0x15c],148 [0x7][0x164],149 [0x7][0x16c],150 [0x7][0x174],151 [0x7][0x17c],152 [0x7][0x184],153 [0x7][0x18c],154 [0x7][0x194],155 [0x7][0x19c],156 [0x7][0x1a4],157 [0x7][0x1ac],158 [0x7][0x1b4],159 [0x7][0x1bc],160 [0x7][0x1c4],161 [0x7][0x1cc],162 [0x7][0x1d4],163 [0x7][0x1dc],164 [0x7][0x1e4],165 [0x7][0x1ec],166 [0x7][0x1f4],167 [0x7][0x1fc],168 [0x7][0x204],169 [0x7][0x20c],170 [0x7][0x214],171 [0x7][0x21c],172 [0x7][0x224],173 [0x7][0x22c],174 [0x7][0x234],175 [0x7][0x23c],176 [0x7][0x244],177 [0x7][0x24c],178 [0x7][0x254],179 [0x7][0x25c],180 [0x7][0x264],181 [0x7][0x26c],182 [0x7][0x274],183 [0x7][0x27c],184 [0x7][0x284],185 [0x7][0x28c],186 [0x7][0x294],187 [0x7][0x29c],188 [0x7][0x2a4],189 [0x7][0x2ac],190 [0x7][0x2b4],191 [0x7][0x2bc],192 [0x7][0x2c4],193 [0x7][0x2cc],194 [0x7][0x2d4],195 [0x7][0x2dc],196 [0x7][0x2e4],197 [0x7][0x2ec],198 [0x7][0x2f4],199 [0x7][0x2fc],200 [0x7][0x304],201 [0x7][0x30c],202 [0x7][0x314],203 [0x7][0x31c]
48,66217,1,30,24,"INIT_P_POP_A","INIT_P_POP_B","INIT_P_POP_C","INIT_POP_TOP","INIT_POP_THM1_1","INIT_POP_LNC1_2","INIT_POP_LNC1_3","INIT_POP_ARC1_4","INIT_POP_ARC1_5","INIT_POP_ARC2_1","INIT_POP_ARC2_2","INIT_POP_MAC2_3","DEF_ACTION_MONSTER_WHISTLE","CUT_SCENE_01","LOC_ACTOR0","LOC_ACTOR1","LOC_ACTOR2","LOC_POS_ACTOR0","POP_RANGE_BOSS_01","POP_RANGE_BOSS_02","POP_RANGE_BOSS_03","DEF_ACTION_DRILL_ROCKET","LOC_ACTION1","LOC_ACTOR9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4105799,4105800,4105801,4105802,4105803,4105805,4105804,4105807,4105806,4105863,4105864,4105862,983,218,1003836,1003837,1005028,4163777,4165248,4165249,4165250,525,961,1006151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,65824,1,30,14,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,852183,1,30,14,"INIT_P_POP_01","INIT_P_POP_PET","INIT_POP_1_NO_FIRE_01","INIT_POP_1_NO_FIRE_02","INIT_POP_1_NO_FIRE_03","INIT_POP_2_NO_FIRE_01","INIT_POP_2_NO_FIRE_02","INIT_POP_2_FIRE_01","INIT_POP_3_NO_FIRE_01","INIT_POP_3_FIRE_01","INIT_POP_3_FIRE_02","DEF_ACTION_SUMMON_PET_BNPC","DEF_ACTION_GOBLIN_FIRE","LOC_ACTOR0","LOC_ACTOR1","LOC_ACTOR2","LOC_ACTOR3","LOC_POS_ACTOR0","LOC_POS_ACTOR1","LOC_POS_ACTOR2","LOC_POS_ACTOR3","BGM_MUSIC_BOSS_04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4255768,4255788,4255772,4255773,4255774,4255781,4255782,4255783,4255787,4255785,4255786,1307,405,1005190,1005246,1005247,1005248,4269958,4269993,4270168,4270174,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,65994,1,30,19,"INIT_P_POP_01","INIT_P_POP_02","INIT_P_POP_03","INIT_P_POP_PET","INIT_POP_A_01","INIT_POP_A_02","INIT_POP_A_03","INIT_POP_B_01","INIT_POP_B_02","INIT_POP_B_03","INIT_POP_B_04","INIT_POP_BOSS","INIT_POP_B_05","INIT_POP_B_06","INIT_POP_C_01","INIT_POP_C_02","INIT_POP_C_03","INIT_POP_B_07","INIT_POP_B_08","INIT_POP_D_01","INIT_POP_D_02","DEF_ACTION_SUMMON_PET_BNPC","YELL_QIB_01","YELL_QIB_02","YELL_QIB_03","CUT_START_NCUT","CUT_END_NCUT","PR_MEMBER_MOVE_01","PR_MEMBER_MOVE_02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4256134,4256136,4256137,4256201,4256144,4256145,4256146,4256162,4256163,4256164,4256167,4256168,4256170,4256171,4256182,4256183,4256184,4256187,4256188,4256194,4256195,1307,1170,1171,1172,45,46,4334919,4334920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,65995,1,30,24,"INIT_P_POP_01","INIT_P_POP_02","INIT_P_POP_03","INIT_P_POP_PET","INIT_POP_A_01","INIT_POP_A_02","INIT_POP_B_01","INIT_POP_B_02","INIT_POP_B_03","INIT_POP_A_03","INIT_POP_A_04","INIT_POP_A_05","INIT_POP_B_04","INIT_POP_B_05","INIT_POP_B_06","INIT_POP_C_01","INIT_POP_C_02","INIT_POP_A_06","INIT_POP_A_07","INIT_POP_B_07","INIT_POP_B_08","INIT_POP_D_01","INIT_POP_D_02","INIT_POP_E_01","INIT_POP_ENPC_01","LOC_FACE0","LOC_FACE1","LOC_ACTOR1","LOC_ACTOR2","LOC_ACTOR3","LOC_ACTOR4","LOC_ACTOR0","LOC_POS_ACTOR0","LOC_POS_ACTOR1","LOC_POS_ACTOR2","LOC_POS_ACTOR3","LOC_POS_ACTOR10","LOC_POS_ACTOR11","LOC_POS_ACTOR12","LOC_ACTOR10","LOC_ACTOR11","LOC_ACTOR12","LOC_ACTOR13","LOC_ACTOR14","LOC_ACTION0","DEF_ACTION_SUMMON_PET_BNPC","BGM_BOSSBATTLE","INIT_EOBJ_LUGGAGE","INIT_EOBJ_BOOK_CHARA","INIT_EOBJ_BOOK_TARGET","EVENT_QIB_CLSACN200_01","EVENT_ACTION_01","POP_RANGE_MOVE_AERSTHOTA","POP_RANGE_MOVE_THUBYRGEIM","POP_RANGE_MOVE_GEISSFRYN","LOC_ACTION1","LOC_ACTOR20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4256744,4256746,4256747,4256749,4256750,4256751,4256753,4256754,4256755,4256758,4256759,4256760,4256761,4256762,4256763,4256766,4256772,4256776,4256777,4256782,4256783,4256788,4304848,4256789,4257118,612,620,1005192,1005193,1005194,1005190,1005250,4273868,4273880,4273891,4277041,4278520,4278527,4278563,1008051,1008052,1008053,1008049,1008050,937,1307,39,4322719,4322716,4322717,3223,31,4323244,4323248,4323251,1006,1005267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,65997,1,30,34,"INIT_P_POP_01","INIT_P_POP_PET","INIT_POP_A_01","INIT_POP_A_02","INIT_POP_B_01","INIT_POP_BOSS_B","INIT_POP_C_01","INIT_POP_C_02","INIT_POP_BOSS_C","INIT_POP_D_01","INIT_POP_C_03","INIT_POP_C_04","INIT_POP_A_03","INIT_POP_A_04","INIT_POP_BOSS_A","INIT_POP_D_02","INIT_POP_A_05","INIT_POP_E_03","INIT_ENPC_POP_01","INIT_ENPC_POP_02","INIT_ENPC_POP_03","INIT_ENPC_POP_04","INIT_WARP_POINT","INIT_MAMONJIN","LOC_ACTOR0","LOC_ACTOR1","LOC_POS_ACTOR0","LOC_POS_ACTOR1","DEF_ACTION_SUMMON_PET_BNPC","STATUS_CUSTOM_BUFF_MAMONJIN","BGM_BOSSBATTLE","POS_MAMONJIN_POP","POS_MEMBER_MOVE_01","LOGMESSAGE_QIB01","CUT_START_NCUT","CUT_END_NCUT","LOC_ACTOR2","LOC_ACTOR3","LOC_ACTOR4","LOC_ACTION1","LOC_FACE0","LOC_FACE1","LOC_FACE2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4256368,4256369,4256381,4256382,4256383,4256387,4256530,4256531,4256540,4256706,4256707,4256708,4256711,4256712,4256716,4256717,4256718,4256719,4262403,4262405,4262408,4262411,4263463,4263912,1005198,1005190,4289721,4289778,1307,688,113,4317127,4335442,3225,48,49,1005365,1005366,1005367,827,604,617,611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,852182,1,30,14,"INIT_POP_WIND_SPRIT_01","INIT_POP_WIND_SPRIT_02","INIT_POP_WIND_SPRIT_03","INIT_POP_WIND_PRIN","INIT_POP_YODOMI","INIT_P_POP_01","LOC_POS_ACTOR0","LOC_ACTOR0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4248510,4261181,4261182,4248516,4261180,4248519,4265718,1000767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,65592,2,30,24,"INIT_P_POP_01","INIT_POP_BOSS","INIT_POP_A_01","INIT_POP_A_02","INIT_POP_A_03","INIT_POP_A_04","INIT_POP_B_01","INIT_POP_C_01","INIT_POP_C_02","LOG_MSG_EVENT_QIB_LNC004_BTL_01","LOG_MSG_EVENT_QIB_LNC004_BTL_02","DEF_ACTION_BOA_WS_CRITICAL","CUT_SCENE_01","CUT_SCENE_02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4248895,4248927,4248928,4248929,4248938,4248939,4248948,4248944,4248945,3201,3202,335,21,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,65976,1,30,29,"INIT_POP_PRIN_1_01","INIT_POP_PRIN_1_02","INIT_POP_PRIN_1_03","INIT_POP_YODOMI","INIT_P_POP_WULFIUE","INIT_P_POP_NOLANEL","INIT_P_POP_JOACIN","INIT_POP_TREE_2_01","INIT_POP_TREE_2_02","INIT_POP_YAMANE_2_01","INIT_POP_YAMANE_2_02","INIT_POP_EARTH_SPRIT","INIT_POP_TREE_3_01","INIT_POP_TREE_3_02","INIT_P_POP_ELEMENTAL_THUNDER","INIT_P_POP_ELEMENTAL_WIND","INIT_P_POP_ELEMENTAL_WATER","INIT_P_POP_PRIN_BOSS","INIT_ENPC_POP_01","INIT_ENPC_POP_02","INIT_ENPC_POP_03","INIT_ENPC_POP_04","DEF_WEATHER_BOLT","DEF_WEATHER_FINE","YELL_QIB_WULFIUE_01","YELL_QIB_NOLANEL_01","YELL_QIB_JOACIN_01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4249083,4249087,4249088,4250414,4249072,4249073,4249074,4249097,4249098,4249106,4249107,4249109,4250514,4250515,4249116,4249117,4249119,4249132,4249177,4249178,4249179,4249180,10,1,996,997,998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,66260,1,30,26,"INIT_P_POP_IDA","INIT_P_POP_PAPARIMO","INIT_POP_BOSS","INIT_POP_1_THM_01","INIT_POP_1_THM_02","INIT_POP_1_THM_03","INIT_POP_2_CNJ_01","INIT_POP_2_GLA_01","INIT_POP_2_GLA_02","INIT_POP_2_MOL_01","INIT_POP_2_MOL_02","INIT_POP_3_MOL_01","INIT_POP_3_THM_01","INIT_ENPC_01","LOC_ACTOR0","LOC_ACTOR1","LOC_ACTOR2","LOC_ACTOR3","LOC_ACTOR4","LOC_POS_ACTOR0","LOC_POS_ACTOR1","LOC_POS_ACTOR2","LOC_POS_ACTOR3","LOC_ACTION1","LOC_ACTION2","LOC_ACTION3","POP_RANGE_MONSTER_DEPOP","LOC_ACTOR5","LOC_BGM1","LOC_BGM2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4255892,4255894,4255868,4255869,4255870,4255871,4255896,4255897,4255898,4255903,4255904,4261134,4261155,4256371,1003005,1008117,1002275,1002276,1007007,4307105,4307106,4307107,4307108,956,954,962,4332127,1008173,39,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,66318,1,30,31,"INIT_P_POP_01","INIT_P_POP_02","INIT_P_POP_03","INIT_P_POP_04","INIT_P_POP_05","INIT_POP_1ST_01","INIT_POP_1ST_02","INIT_POP_1ST_03","INIT_POP_1ST_04","INIT_POP_1ST_05","INIT_POP_1ST_06","INIT_POP_2ST_01","INIT_POP_2ST_02","INIT_POP_2ST_03","INIT_POP_2ST_04","INIT_POP_2ST_05","INIT_POP_3ST_01","INIT_POP_3ST_02","INIT_POP_3ST_03","INIT_POP_3ST_04","INIT_POP_3ST_05","YELL_QIB_01","YELL_QIB_02","LOC_ACTOR0","LOC_ACTOR1","LOC_ACTOR2","LOC_ACTOR3","LOC_ACTOR4","LOC_ACTOR5","LOC_ACTOR6","LOC_ACTOR7","LOC_POS_ACTOR0","LOC_POS_ACTOR1","LOC_POS_ACTOR2","LOC_POS_ACTOR3","LOC_POS_ACTOR4","LOC_ACTION1","LOC_ACTION2","LOC_BGM1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4251863,4251864,4251867,4251873,4251874,4252035,4252772,4252773,4252774,4252775,4252776,4252781,4252782,4252783,4252784,4252785,4252786,4252787,4252788,4252789,4252790,1127,1128,1006215,1008116,1007661,1007662,1007663,1003230,1003228,1003228,4316733,4316734,4316737,4316740,4316745,936,985,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,66347,1,30,34,"INIT_POP_1_KAI_01","INIT_POP_1_ROC_01","INIT_POP_1_ROC_02","INIT_POP_2_BOM_01","INIT_ENPC_MIL_01","DEF_PARALYSIS","POP_RANGE_ENEMY_MOVE_01","LOGMESSAGE_QIB_01","LOGMESSAGE_QIB_02","LOGMESSAGE_QIB_03","QIB_YELL_01","QIB_YELL_02","QIB_YELL_03","QIB_YELL_04","QIB_YELL_05","QIB_YELL_06","QIB_YELL_07","BGM_BATTLE","LOC_ACTOR0","LOC_ACTOR1","LOC_POS_ACTOR0","LOC_BGM1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4295469,4295470,4295472,4295473,4295474,17,4295504,3217,3218,3219,1274,1275,1276,1277,1278,1279,1285,37,1006264,1005259,4312558,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,66448,1,30,42,"INIT_ENPC_01","INIT_P_POP_PASCALERET","INIT_POP_1_EXC_01","INIT_POP_ALDLEC","INIT_POP_1_CNJ_01","INIT_POP_1_ARC_01","INIT_POP_1_PGL_01","INIT_P_POP_OLSHIFAN","INIT_POP_2_PGL_01","INIT_POP_2_LNC_01","INIT_POP_3_DRAGON_01","EVENT_ACTION_01","INIT_EO_POP_01","LOG_EVENT_QIB_GAIUSB803_01","LOG_EVENT_QIB_GAIUSB803_02","LOG_EVENT_QIB_GAIUSB803_03","YELL_QIB_GIEIM_01","YELL_QIB_PASCALERET_02","YELL_QIB_GIEIM_03","YELL_QIB_ALDLEC_04","YELL_QIB_OLSHIFAN_05","YELL_QIB_OLSHIFAN_06","INIT_POP_3_EXC_01","INIT_POP_3_CNJ_01","POP_RANGE_ALDLEC_01","POP_RANGE_PASCALERET_01","POP_RANGE_OLSHIFAN_01","POP_RANGE_OLSHIFAN_02","POP_RANGE_DRAGON_02","BGM_OLSHIFAN_AFTER_POP","LOC_ACTOR0","LOC_ACTOR1","LOC_ACTOR2","LOC_ACTOR3","LOC_ACTOR4","LOC_ACTOR5","LOC_ACTOR6","LOC_ACTOR7","LOC_POS_ACTOR0","LOC_POS_ACTOR1","LOC_POS_ACTOR2","LOC_POS_ACTOR3","LOC_ACTION1","LOC_BGM1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4261248,4261257,4261259,4261262,4261275,4261276,4261278,4261300,4261302,4261303,4261305,22,4285063,3206,3208,3209,1030,1031,1032,1033,1034,1371,4287236,4287237,4321748,4321746,4287139,4321747,4287173,36,1007675,1006902,1007681,1007665,1007666,1006905,1006906,1007699,4323475,4323476,4323477,4323478,979,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,66477,1,30,44,"INIT_POP_1ST_01","INIT_POP_1ST_02","INIT_POP_1ST_03","INIT_POP_1ST_04","INIT_P_POP_01","INIT_P_POP_02","INIT_P_POP_03","INIT_POP_2ST_01","INIT_POP_2ST_02","INIT_POP_BOSS_AFTER_MUTATION","INIT_POP_3_01","INIT_POP_3_02","INIT_POP_3_03","DEF_ACTION_MUTATE_AIVIS","DEF_ACTION_CALL_MONSTER","LOC_ACTOR0","LOC_ACTOR1","LOC_ACTOR2","LOC_ACTOR3","LOC_POS_ACTOR0","LOC_POS_ACTOR1","LOC_ACTION0","LOC_ACTION1","LOC_ACTOR4","LOC_BGM0","LOC_BGM1","LOC_ACTION2","LOC_ACTION3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4256791,4256796,4256797,4256798,4256801,4256802,4256803,4256804,4256805,4291248,4292891,4292892,4292887,1162,1163,1006902,1006903,1006904,1006907,4323677,4323689,961,982,1006949,83,113,66,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,66519,1,30,48,"INIT_P_POP_01","INIT_P_POP_02","INIT_P_POP_03","INIT_POP_1ST_01","INIT_POP_1ST_02","INIT_POP_1ST_03","INIT_POP_1ST_04","INIT_POP_2ST_01","INIT_POP_2ST_02","INIT_POP_2ST_03","INIT_POP_2ST_04","INIT_POP_2ST_05","INIT_POP_2ST_06","INIT_POP_3ST_01","INIT_POP_3ST_02","INIT_POP_3ST_03","INIT_POP_3ST_04","INIT_POP_3ST_05","INIT_POP_3ST_06","INIT_POP_3ST_07","POP_RANGE_ENEMY_MOVE_01","YELL_QIB_02","LOC_ACTOR0","LOC_ACTOR1","LOC_ACTOR2","LOC_ACTOR3","LOC_ACTOR4","LOC_ACTOR5","LOC_ACTOR6","LOC_ACTOR7","LOC_MARKER_01","LOC_MARKER_02","LOC_MARKER_03","LOC_ACTION0","LOC_ACTION1","LOC_ACTION2","LOC_ACTION3","LOC_BGM0","LOC_BGM1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4264062,4264069,4264070,4264130,4264135,4264138,4264140,4264377,4264378,4264380,4264381,4264382,4264384,4264403,4264404,4264406,4264407,4264408,4264411,4264412,4268836,1530,1003837,1007628,1007001,1002275,1003782,1007622,1007623,1007624,4323173,4323176,4323178,34,934,936,1005,83,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,66540,1,30,50,"INIT_P_POP_CID","INIT_POP_1_ARC_01","INIT_POP_1_ARC_02","INIT_POP_1_LNC_01","INIT_POP_1_LNC_02","INIT_POP_1_GLA_01","INIT_POP_1_ARMOR_01","INIT_POP_2_CNJ_01","INIT_POP_2_LNC_01","INIT_POP_2_ARC_01","LOC_ACTOR0","LOC_ACTOR1","LOC_ACTOR2","LOC_ACTOR3","LOC_ACTOR4","LOC_ACTOR5","LOC_POS_ACTOR0","LOC_POS_ACTOR1","LOC_POS_ACTOR2","LOC_POS_ACTOR3","LOC_POS_ACTOR4","LOC_ACTION1","QIB_LOG_MESSAGE_01","DEF_ACTION_OVER_BOOST","CUT_SCENE_01","BGM_BATTLE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4270049,4270002,4270003,4270007,4270008,4270011,4270036,4270059,4270060,4270061,1003855,1007668,1007669,1007669,1002908,1007667,4323824,4323827,4323828,4323829,4323830,587,3226,1286,255,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
