Index,0 [0x3][0x10],1 [0x3][0x11],2 [0x6][0xc],3 [0x3][0x12],4 [0x0][0x0],5 [0x0][0x4],6 [0x0][0x8]
22,1,0,150143,0,"La progression dans le jeu est <color #FFFF66>automatiquement sauvegardée</color>. Il est, par conséquent, possible de quitter le jeu à tout moment. Cependant, afin de prévenir tout risque de corruption des données, il est recommandé de terminer une partie en utilisant l'option <color #FFFF66>Déconnexion</color> ou <color #FFFF66>Quitter le jeu</color> à partir du menu <color #FFFF66>Système</color>.","",""
23,0,0,0,0,"","",""
24,0,0,0,0,"","",""
25,1,0,150131,0,"Le sort <color #FFFF66>Rapatriement</color> vous permet de retourner immédiatement à l'éthérite que vous avez enregistrée comme <color #FFFF66>point de retour</color>. Pour l'utiliser, cliquez sur l'icone <color #FFFF66>Déplacements</color> du menu principal et choisissez l'option “Rapatriement”.","",""
26,1,0,150132,0,"Vous ne pouvez enregistrer qu'une seule éthérite comme <color #FFFF66>point de retour</color>. Pour ce faire, effectuez un <color #FFFF66>clic droit</color> sur l'éthérite de votre choix.\nLe sort Rapatriement ne consomme aucun PM, néanmoins un délai de <color #FFFF66>15 minutes</color> est nécessaire pour pouvoir le lancer de nouveau.","",""
27,1,0,150131,0,"Le sort <color #FFFF66>Rapatriement</color> vous permet de retourner immédiatement à l'éthérite que vous avez enregistrée comme <color #FFFF66>point de retour</color>. Pour l'utiliser, ouvrez le menu principal et sélectionnez l'option “Rapatriement” à partir de la rubrique <color #FFFF66>Déplacements</color>.","",""
28,1,0,150133,0,"Vous ne pouvez enregistrer qu'une seule éthérite comme <color #FFFF66>point de retour</color>. Pour ce faire, <color #FFFF66>ciblez l'éthérite</color> de votre choix et pressez la touche <color #FFFF66>Confirmer</color>.\nLe sort Rapatriement ne consomme aucun PM, néanmoins un délai de <color #FFFF66>15 minutes</color> est nécessaire pour pouvoir le lancer de nouveau.","",""
29,0,0,0,0,"","",""
30,1,1,150041,0,"Pour afficher la carte, cliquez sur l'icone <color #FFFF66>Déplacements</color> du menu principal et sélectionnez l'option “Carte”. Vous pouvez également appuyez sur la touche <color #FFFF66>M</color> du clavier.\n\nLes objectifs de quête situés à proximité de votre personnage sont indiqués par des icones.","",""
31,1,1,150042,0,"Si vous vous êtes égaré(e) ou que vous avez oublié votre destination, vous pouvez visualiser l'endroit où vous devez vous rendre en cliquant sur l'objectif voulu dans la <color #FFFF66>liste des objectifs</color>.","",""
32,1,1,150041,0,"Pour afficher la carte, ouvrez le menu principal et sélectionnez l'option “Carte” à partir de la rubrique <color #FFFF66>Déplacements</color>.\n\nLes objectifs de quête situés à proximité de votre personnage sont indiqués par des icones.","",""
33,1,1,150042,0,"Si vous vous êtes égaré(e) ou que vous avez oublié votre destination, vous pouvez voir l'endroit où vous devez vous rendre en sélectionnant l'objectif voulu dans la <color #FFFF66>liste des objectifs</color>, puis en pressant la touche <color #FFFF66>Confirmer</color>.","",""
34,0,0,0,0,"","",""
35,1,0,150181,0,"Pour gérer l'équipement de votre personnage, ouvrez la <color #FFFF66>fenêtre de personnage</color> à partir du menu principal (ou appuyez sur la touche <color #FFFF66>P</color> du clavier).","",""
36,1,0,150182,0,"Pour modifier votre équipement, commencez par sélectionner une case d'équipement dans la fenêtre de personnage. Choisissez ensuite l'objet voulu dans l'<color #FFFF66>arsenal</color> (ou l'<color #FFFF66>inventaire</color>) et utilisez l'option <color #FFFF66>Équiper</color> du sous-menu.","",""
37,1,0,150181,0,"Pour gérer l'équipement de votre personnage, ouvrez la <color #FFFF66>fenêtre de personnage</color> à partir du menu principal.","",""
38,0,0,0,0,"","",""
39,0,0,0,0,"","",""
40,1,0,150221,0,"Le service de <color #FFFF66>courrier mog</color> vous permet d'échanger des lettres, des objets, ou encore des gils avec les personnes enregistrées dans votre liste d'amis. Pour en profiter, il suffit de vous adresser aux <color #FFFF66>Mogs postiers</color> ou d'utiliser les <color #FFFF66>boîtes à lettres mog</color> que vous trouvez sur votre route.","",""
41,1,0,150222,0,"Pour envoyer une lettre, parlez à un Mog postier et cliquez sur le bouton <color #FFFF66>Nouvelle</color> à partir de la fenêtre <color #FFFF66>Courrier mog</color>.\nChoisissez un destinataire, saisissez un message, puis cliquez sur <color #FFFF66>Envoyer</color>. Vous pouvez également joindre des gils ou des objets à votre courrier.","",""
42,1,0,150222,0,"Pour envoyer une lettre, parlez à un Mog postier et sélectionnez <color #FFFF66>Nouvelle</color> à partir de la fenêtre <color #FFFF66>Courrier mog</color>.\nChoisissez un destinataire, saisissez un message, puis confirmez via l'icone <color #FFFF66>Envoyer</color>. Vous pouvez également joindre des gils ou des objets à votre courrier.","",""
43,0,0,0,0,"","",""
44,0,0,0,0,"","",""
45,1,0,150191,0,"Vous venez de vous harmoniser avec une <color #FFFF66>éthérite urbaine</color>. Vous pouvez désormais utiliser le <color #FFFF66>réseau de transport urbain éthéré</color> pour vous déplacer rapidement à travers la Cité.","",""
46,0,0,0,0,"","",""
47,0,0,0,0,"","",""
48,0,0,0,0,"","",""
49,0,0,0,0,"","",""
50,1,0,150151,0,"Vous avez appris le sort <color #FFFF66>Téléportation</color>. Vous pouvez désormais vous déplacer instantanément vers les éthérites avec lesquelles vous vous êtes harmonisé(e) en utilisant l'option “Téléportation” disponible à partir de la rubrique <color #FFFF66>Déplacements</color> du menu principal.","",""
51,1,0,150152,0,"Contrairement aux autres sorts, la téléportation ne consomme pas de PM. Il faut néanmoins s'acquitter d'une <color #FFFF66>somme modique en gils</color> auprès des gardiens de l'éthérite pour le maintien et la protection des cristaux. Cette somme varie en fonction de la distance à parcourir et de l'éloignement de l'éthérite.","",""
52,1,0,150153,0,"Enregistrer une éthérite comme <color #FFFF66>endroit favori</color> permet de réduire le nombre de gils nécessaires pour se téléporter jusqu'à elle.\n\nIl est possible d'enregistrer <color #FFFF66>jusqu'à trois éthérites</color> à la fois.","",""
53,0,0,0,0,"","",""
54,0,0,0,0,"","",""
55,0,0,0,0,"","",""
56,0,0,0,0,"","",""
57,0,0,0,0,"","",""
58,0,0,0,0,"","",""
59,0,0,0,0,"","",""
60,1,1,150031,0,"Lorsque vous acceptez une quête, la <color #FFFF66>liste des objectifs</color> apparaît à droite de l'écran. Celle-ci vous permet de voir les titres des quêtes (jusqu'à 5 maximum) ainsi que les objectifs en cours pour chacune d'entre elles.","",""
61,1,1,150032,0,"En cliquant sur le titre d'une quête, vous pouvez afficher le <color #FFFF66>journal</color>. Ce dernier vous permet de vous remémorer les grandes lignes de l'histoire, de vérifier les objectifs en cours ainsi que les récompenses.","",""
62,1,1,150032,0,"En pressant la touche <color #FFFF66>Confirmer</color> après avoir sélectionné le titre d'une quête, vous pouvez afficher le <color #FFFF66>journal</color>. Ce dernier vous permet de vous remémorer les grandes lignes de l'histoire, de vérifier les objectifs en cours ainsi que les récompenses.","",""
63,0,0,0,0,"","",""
64,0,0,0,0,"","",""
65,1,1,150051,0,"Pour progresser dans cette quête, vous devez utiliser un <color #FFFF66>objet-clef</color>.\nPour cela, commencez par faire apparaître la fenêtre d'objets-clefs en faisant un clic droit sur la cible de votre choix. Sélectionnez l'objet désiré à l'aide d'un clic droit et validez l'option <color #FFFF66>Utiliser</color> du sous-menu.","",""
66,1,1,150051,0,"Pour progresser dans cette quête, vous devez utiliser un <color #FFFF66>objet-clef</color>.\nPour ce faire, sélectionnez la cible de votre choix, puis pressez la touche <color #FFFF66>Confirmer</color> pour faire apparaître la fenêtre d'objets-clefs. Choisissez ensuite l'objet désiré, puis validez l'option <color #FFFF66>Utiliser</color> du sous-menu.","",""
67,0,0,0,0,"","",""
68,0,0,0,0,"","",""
69,0,0,0,0,"","",""
70,1,1,150061,0,"Certaines quêtes demandent à ce que vous interagissiez avec un ou plusieurs objets afin de progresser. Pour ce faire, effectuez simplement un <color #FFFF66>clic droit</color> dessus.","",""
71,1,1,150061,0,"Certaines quêtes demandent à ce que vous interagissiez avec un ou plusieurs objets afin de progresser. Pour ce faire, ciblez simplement l'objet en question et pressez la touche <color #FFFF66>Confirmer</color>.","",""
72,0,0,0,0,"","",""
73,0,0,0,0,"","",""
74,0,0,0,0,"","",""
75,0,0,0,0,"","",""
76,0,0,0,0,"","",""
77,0,0,0,0,"","",""
78,0,0,0,0,"","",""
79,0,0,0,0,"","",""
80,1,1,150381,0,"Les <color #FFFF66>emotes</color> vous permettent d'exprimer des émotions à l'égard d'une personne ou d'une situation.\n\nPour utiliser cette fonctionnalité, ciblez un joueur (si nécessaire) et sélectionnez l'option “Emotes” disponible à partir de la rubrique <color #FFFF66>Communication</color> du menu principal.","",""
81,1,1,150382,1,"Ici, vous devez choisir la commande <color #FFFF66>S'agenouiller</color> après avoir ciblé <color #FFFF66>Rhoswen</color> pour accomplir l'objectif de quête.","Ici, vous devez choisir la commande <color #FFFF66>S'incliner</color> après avoir ciblé <color #FFFF66>Aunillie</color> pour accomplir l'objectif de quête.","Ici, vous devez choisir la commande <color #FFFF66>Accueillir</color> après avoir ciblé <color #FFFF66>Juliana</color> pour accomplir l'objectif de quête."
82,1,1,150383,0,"Si vous le désirez, vous pouvez également ajouter des emotes dans la barre de raccourcis. Pour ce faire, effectuez simplement un <color #FFFF66>glisser-déposer</color> de l'emote désirée à partir de la fenêtre d'emotes vers la barre de raccourcis. Notez qu'il est également possible d'ajouter des objets ou des macros.","",""
83,1,1,150382,1,"Ici, vous devez choisir la commande <color #FFFF66>S'agenouiller</color> après avoir ciblé <color #FFFF66>Rhoswen</color> pour accomplir l'objectif de quête.","Ici, vous devez choisir la commande <color #FFFF66>S'incliner</color> après avoir ciblé <color #FFFF66>Aunillie</color> pour accomplir l'objectif de quête.","Ici, vous devez choisir la commande <color #FFFF66>Accueillir</color> après avoir ciblé <color #FFFF66>Juliana</color> pour accomplir l'objectif de quête."
84,0,0,0,0,"","",""
85,0,0,0,0,"","",""
86,0,0,0,0,"","",""
87,0,0,0,0,"","",""
88,0,0,0,0,"","",""
89,0,0,0,0,"","",""
90,1,0,150161,0,"Lorsque votre barre de <color #FFFF66>points de vie</color> (PV) arrive à zéro, votre personnage <color #FFFF66>tombe inconscient</color>.\nDès lors, deux choix s'offrent à vous: soit vous choisissez de retourner à l'éthérite que vous avez enregistrée comme <color #FFFF66>point de retour</color>, soit vous attendez qu'un joueur vous ranime à l'aide du sort <color #FFFF66>Vie</color>, par exemple.","",""
91,1,0,150162,0,"En plus de vous affaiblir momentanément, tomber inconscient <color #FFFF66>affecte la condition</color> de vos équipements. Lorsqu'une pièce d'équipement atteint le seuil de 0 %, elle perd ses capacités.\n\nN.B.: l'usure des équipements suite à un K.O. ne survient qu'à partir du niveau 10.","",""
92,0,0,0,0,"","",""
93,0,0,0,0,"","",""
94,0,0,0,0,"","",""
95,1,0,150411,0,"FINAL FANTASY XIV vous permet d'utiliser les sorts et les actions que vous avez appris avec une classe différente de celle que vous jouez actuellement. Pour ce faire, commencez par sélectionner l'option “Actions et traits” disponible à partir de la rubrique <color #FFFF66>Personnage</color> du menu principal.","",""
96,1,0,150412,0,"Choisissez ensuite une classe dans la rubrique <color #FFFF66>Talents</color> pour afficher la liste des actions disponibles. Cochez la case voulue pour l'ajouter à votre liste de talents.","",""
97,1,0,150413,0,"Une fois que vous avez ajouté une action à votre liste de talents, il suffit de <color #FFFF66>glisser</color> l'icone dans la barre de raccourcis pour pouvoir l'utiliser.\n\nAu niveau 10, vous ne disposez que de deux emplacements. Une case supplémentaire vous est attribuée chaque fois que vous gagnez 5 niveaux.","",""
98,1,0,150414,0,"Une fois que vous avez ajouté une action à votre liste de talents, il suffit de sélectionner son icone pour l'enregistrer dans la croix de raccourcis.\n\nAu niveau 10, vous ne disposez que de deux emplacements. Une case supplémentaire vous est attribuée chaque fois que vous gagnez 5 niveaux.","",""
99,0,0,0,0,"","",""
100,1,0,150401,0,"La <color #FFFF66>fenêtre de personnage</color>, accessible à partir du menu principal, permet de voir les caractéristiques telles que la <color #FFFF66>force</color>, qui affecte la puissance d'attaque physique, ou la <color #FFFF66>vitalité</color>, qui affecte le nombre de points de vie.","",""
101,1,0,150402,0,"Quand vous atteignez le niveau 10 dans une classe, vous commencez à gagner des <color #FFFF66>points de caractéristique</color> qui vous permettent de renforcer votre personnage. Par exemple, la <color #FFFF66>dextérité</color> améliore la précision physique et le taux de blocage, tandis que l'<color #FFFF66>esprit</color> augmente l'efficacité des sorts de soin.","",""
102,1,0,150403,0,"L'attribution des points de caractéristique se fait par le biais du module de répartition (<color #FFFF66>bouton +</color>). Une fois un point attribué, il est <color #FF7B1A>impossible</color> de le changer ensuite. Réfléchissez bien avant de valider vos choix.\nN.B.: les classes de récolte et d'artisanat ne gagnent pas de points de caractéristique.","",""
103,0,0,0,0,"","",""
104,0,0,0,0,"","",""
105,1,0,150572,0,"Vous pouvez quitter un donjon à tout moment en sélectionnant l'option <color #FFFF66>Abandonner</color> de l'outil de mission ou en utilisant le <color #FFFF66>portail d'éthérite</color> à l'entrée. Il est à noter toutefois que vos équipiers seront contraints de continuer sans vous.\n\nPensez à les prévenir avant de partir.","",""
106,1,0,150573,0,"Lorsque vous rencontrez un boss et commencez à l'attaquer, un message vous indiquant le temps restant avant la fermeture de la zone de combat s'affiche à l'écran.\nPassé ce délai, <color #FFFF66>plus personne ne peut rejoindre ou quitter cette zone</color>.\nAssurez-vous que tous les équipiers sont là avant d'engager la lutte.","",""
107,1,0,150574,0,"Si vous tombez inconscient(e) en cours de route, vous pouvez soit choisir de retourner à l'entrée du donjon, soit attendre qu'un équipier vous ressuscite.","",""
108,0,0,0,0,"","",""
109,0,0,0,0,"","",""
110,1,0,150111,0,"Le changement de classe s'effectue simplement en remplaçant l'équipement (arme ou outil) tenu dans la <color #FFFF66>main directrice</color> de votre personnage.","",""
111,0,0,0,0,"","",""
112,0,0,0,0,"","",""
113,0,0,0,0,"","",""
114,0,0,0,0,"","",""
115,1,0,150391,0,"Les <color #FFFF66>tenues</color> vous permettent d'enregistrer plusieurs configurations d'équipement et ainsi d'en changer rapidement. Cette fonction, accessible à partir de la <color #FFFF66>fenêtre de personnage</color>, vous permet, par exemple, de changer de classe sans avoir à reconfigurer chacune des cases d'équipement.","",""
116,1,0,150392,0,"Vous pouvez aussi créer différentes combinaisons pour une même classe, adaptées pour un style de jeu particulier: JcJ, donjons, etc.\n\nPour sauvegarder votre équipement actuel comme nouvelle tenue, ouvrez la liste des tenues et sélectionnez le bouton <color #FFFF66>+</color>.","",""
117,0,0,0,0,"","",""
118,0,0,0,0,"","",""
119,0,0,0,0,"","",""
120,1,1,150791,0,"Vous êtes entré(e) dans une <color #FFFF66>instance de combat</color>.\n\nCes instances spéciales sont réservées aux combats importants, comme les affrontements contre les boss, ou les événements qui ont une influence sur le déroulement de l'histoire.","",""
121,1,1,150792,0,"La zone de combat est délimitée par une ligne rouge qui vous empêche de sortir de l'instance.\n\nVous la quittez automatiquement une fois que tous les objectifs sont remplis.","",""
122,0,0,0,0,"","",""
123,0,0,0,0,"","",""
124,0,0,0,0,"","",""
125,1,0,150801,0,"Les quêtes importantes, qui permettent de faire avancer la trame principale du jeu, se distinguent par leur <color #FFFF66>icone en forme de météore</color>.\n\nAccomplissez-les pour découvrir les mystères qui entourent Éorzéa.","",""
126,0,0,0,0,"","",""
127,0,0,0,0,"","",""
128,0,0,0,0,"","",""
129,0,0,0,0,"","",""
130,1,0,150891,0,"Certaines actions ne peuvent être apprises qu'en accomplissant des <color #FFFF66>quêtes de classe</color> spécifiques.\n\nPar exemple, la technique d'arme de maître d'hast <color #FFFF66>Griffe perçante</color> s'obtient en effectuant la quête de classe de maître d'hast de niveau 15.","",""
131,0,0,0,0,"","",""
132,0,0,0,0,"","",""
133,0,0,0,0,"","",""
134,0,0,0,0,"","",""
135,1,0,150201,0,"Les échoppes vous permettent d'acheter et de vendre des objets. Pour acheter un objet, cliquez sur son nom dans la liste. Pour vendre quelque chose, glissez l'objet dont vous souhaitez vous séparer à partir de votre inventaire vers la fenêtre de l'échoppe, ou faites un clic droit dessus puis sélectionnez l'option <color #FFFF66>Vendre</color>.","",""
136,1,0,150202,0,"Si jamais vous vendez un objet par erreur, vous pouvez le récupérer en sélectionnant l'onglet <color #FFFF66>Racheter</color>.\n\nAttention! Si vous vous déconnectez ou que vous quittez la zone dans laquelle l'échoppe se trouve, <color #FFFF66>vous ne pourrez plus le racheter</color>.","",""
137,1,0,150201,0,"Les échoppes vous permettent d'acheter et de vendre des objets. Pour acheter un objet dans la liste, mettez-le en surbrillance puis pressez la touche <color #FFFF66>Confirmer</color>. Pour vendre un objet, ouvrez la fenêtre d'inventaire ou l'arsenal, puis pressez <color #FFFF66>Confirmer</color>.","",""
138,0,0,0,0,"","",""
139,0,0,0,0,"","",""
140,0,0,0,0,"","",""
141,0,0,0,0,"","",""
142,0,0,0,0,"","",""
143,0,0,0,0,"","",""
144,0,0,0,0,"","",""
145,0,0,0,0,"","",""
146,0,0,0,0,"","",""
147,0,0,0,0,"","",""
148,0,0,0,0,"","",""
149,0,0,0,0,"","",""
150,1,0,150931,0,"Pour attaquer un ennemi, ciblez-le à l'aide d'un <color #FFFF66>clic droit</color>. Un icone circulaire indiquant que l'<color #FFFF66>attaque automatique</color> est activée apparaît alors au-dessus de sa plaque de nom.\nOrientez votre personnage dans sa direction et placez-vous à portée pour lui asséner des coups.","",""
151,1,0,150082,0,"La <color #FFFF66>barre de raccourcis</color>, située en bas de l'écran, permet d'exécuter diverses commandes utiles pendant le combat.\nPour lancer une action, cliquez simplement sur l'icone désiré ou appuyez sur la touche correspondant au raccourci indiqué en haut à gauche de la case.","",""
152,1,0,150083,0,"Il est à noter que l'utilisation de ces actions requiert un certain nombre de <color #FFFF66>points de magie</color> (PM) ou de <color #FFFF66>points de technique</color> (PT). En outre, il est nécessaire d'attendre un certain temps avant de pouvoir les relancer. Pour connaître les effets d'une action, placez le curseur de la souris sur son icone.","",""
153,1,0,150084,0,"Les classes douées pour le combat à distance (élémentalistes, occultistes, archers...) sont plus efficaces lorsqu'elles sont éloignées de leurs ennemis.\nPour connaître la portée et le rayon d'une action, placez le curseur de la souris sur l'icone dans la barre de raccourcis.","",""
154,0,0,0,0,"","",""
155,0,0,0,0,"","",""
156,0,0,0,0,"","",""
157,0,0,0,0,"","",""
158,0,0,0,0,"","",""
159,0,0,0,0,"","",""
160,1,0,151141,0,"FINAL FANTASY XIV permet de changer de classe ou de job en fonction de l'arme ou l'outil qui se trouve dans la main directrice du personnage. Pour éviter que les aventuriers initiés à plusieurs disciplines de combat ou d'artisanat manquent de place dans leur inventaire, un <color #FFFF66>coffre d'arsenal</color> leur a été attribué.","",""
161,1,0,151142,0,"Toutes les pièces d'équipement achetées ou trouvées sont automatiquement placées dans ce coffre, laissant l'inventaire libre pour les objets tels que les potions, les matériaux d'artisanat ou les plats.","",""
162,1,0,151143,0,"Pour accéder à l'arsenal et gérer vos pièces d'équipement, cliquez sur l'icone <color #FFFF66>Personnage</color> du menu principal et sélectionnez l'option “Arsenal” (vous pouvez également utiliser la combinaison de touches <color #FFFF66>Ctrl + I</color>).","",""
163,1,0,151143,0,"Pour accéder à l'arsenal et gérer vos pièces d'équipement, sélectionnez l'option “Arsenal” disponible à partir de la rubrique <color #FFFF66>Personnage</color> du menu principal.","",""
164,0,0,0,0,"","",""
165,0,0,0,0,"","",""
166,0,0,0,0,"","",""
167,0,0,0,0,"","",""
168,0,0,0,0,"","",""
169,0,0,0,0,"","",""
170,1,0,150361,0,"Lorsque vous entrez dans un <color #FFFF66>lieu de repos</color>, un icone en forme de croissant de lune apparaît sous la barre d'expérience, et vous commencez à cumuler un <color #FFFF66>bonus de repos</color>. Ce bonus continue à croître même quand vous êtes déconnecté(e).","",""
171,1,0,150362,0,"Le bonus de repos vous fait bénéficier de <color #FFFF66>50 %</color> de points d'expérience supplémentaires lors des <color #FFFF66>combats</color>, <color #FFFF66>synthèses</color> et <color #FFFF66>récoltes</color>.","",""
172,1,0,150363,0,"Le bonus de repos s'affiche en superposition sur la barre d'expérience. La jauge orange foncé indique le nombre de points d'expérience que vous pouvez encore gagner avant que les effets ne se dissipent. Si la jauge est bleu foncé, le bonus continuera même lorsque vous aurez atteint le niveau supérieur.","",""
173,1,0,150364,0,"Les <color #FFFF66>Cités</color> ainsi qu'une partie des <color #FFFF66>hameaux</color> éorzéens sont classées comme lieux de repos.\n\nPrenez l'habitude de vous déconnecter à l'intérieur de ces zones pour profiter pleinement du bonus.","",""
174,0,0,0,0,"","",""
175,0,0,0,0,"","",""
176,0,0,0,0,"","",""
177,0,0,0,0,"","",""
178,0,0,0,0,"","",""
179,0,0,0,0,"","",""
180,1,0,150901,0,"<color #FFFF66>L'union fait la force!</color>\n\nEn combinant vos forces avec les autres aventuriers, vous pourrez venir à bout des adversaires les plus coriaces et explorer des donjons dans lesquels il serait impossible d'aller autrement.","",""
181,1,0,150903,0,"Lorsque vous rejoignez une équipe, vous pouvez communiquer avec les autres via le mode de discussion <color #FFFF66>Équipe</color>. Pour ce faire, sélectionnez <color #FFFF66>l'icone en forme de bulle</color>, puis choisissez l'option Équipe. Les messages envoyés par ce biais sont visibles par tous les membres de l'équipe, où qu'ils se trouvent.","",""
182,1,0,150902,0,"La <color #FFFF66>liste des équipiers</color>, qui s'affiche en haut à gauche de l'écran, permet de vérifier la condition des membres de votre équipe.\nCliquer sur le nom d'un équipier permet de les cibler directement. Cette fonction s'avère particulièrement utile dans les situations d'urgence, pour prodiguer des soins notamment.","",""
183,1,0,150904,0,"Jouer en équipe permet également de bénéficier d'un <color #FFFF66>bonus</color> qui augmente temporairement certaines de vos caractéristiques. L'attribution de ces dernières varie en fonction de la combinaison des classes et des jobs de vos équipiers.\n\nN.B.: les effets se dissipent lorsque l'équipe se dissout.","",""
184,1,0,150905,0,"Gardez toujours à l'esprit que les aventuriers qui vous accompagnent sont <color #FFFF66>des personnes bien réelles</color>, elles aussi.\n\nRespectez-vous, entraidez-vous et surtout... <color #FFFF66>amusez-vous</color>!","",""
185,1,0,150902,0,"La <color #FFFF66>liste des équipiers</color>, qui s'affiche en haut à gauche de l'écran, permet de vérifier la condition des membres de votre équipe.\nPresser les touches directionnelles haut et bas permet de les cibler directement. Cette fonction s'avère particulièrement utile dans les situations d'urgence, pour prodiguer des soins notamment.","",""
186,0,0,0,0,"","",""
187,0,0,0,0,"","",""
188,0,0,0,0,"","",""
189,0,0,0,0,"","",""
190,1,0,150931,0,"Pour attaquer un ennemi, ciblez-le à l'aide des touches directionnelles puis pressez deux fois la touche <color #FFFF66>Confirmer</color>. Un icone circulaire indiquant que l'<color #FFFF66>attaque automatique</color> est activée apparaît alors au-dessus de sa plaque de nom. Orientez votre personnage dans sa direction et placez-vous à portée pour lui asséner des coups.","",""
191,1,0,150932,0,"La <color #FFFF66>croix de raccourcis</color>, située en bas de l'écran, permet d'exécuter diverses commandes utiles pendant le combat.\nN.B.: la croix de raccourcis est uniquement disponible lors du jeu à la manette.","",""
192,1,0,150933,0,"Pour lancer une action, maintenez la touche <icon:15> ou <icon:16> enfoncée, puis pressez une touche directionnelle ou l'une des touches <icon:12><icon:9><icon:10><icon:11>.\nN.B.: les actions que vous apprenez s'ajoutent automatiquement à la croix de raccourcis.","",""
