Index,0 [0x7][0x4],1 [0x3][0xc],2 [0x7][0x8],3 [0x0][0x0],4 [0x19][0xd],5 [0x1a][0xd]
82,16699125,9,5810,"Lotusrosa",false,true
83,14457802,9,5811,"Kolibrirosa",false,true
84,7950956,9,5812,"Pflaumenviolett",false,true
85,6697038,9,5813,"Königsviolett",false,true
86,0,0,0,"",false,true
87,0,0,0,"",false,true
88,0,0,0,"",false,true
89,0,0,0,"",false,true
90,0,0,0,"",false,true
91,0,0,0,"",false,true
92,0,0,0,"",false,true
93,0,0,0,"",false,true
94,0,0,0,"",false,true
95,0,0,0,"",false,true
96,0,0,0,"",false,true
97,0,0,0,"",false,true
98,0,0,0,"",false,true
99,0,0,0,"",false,true
100,0,0,0,"",false,true
101,16382196,10,8732,"Wolkenweiß",false,true
102,1973790,10,8733,"Rabenschwarz",false,true
103,16632006,10,8734,"Pastellrosa",false,true
104,3283225,0,8735,"Dunkelrot",false,true
105,2629916,0,8736,"Dunkelbraun",false,true
106,12242858,10,8737,"Pastellgrün",false,true
107,1387564,0,8738,"Dunkelgrün",false,true
108,9872601,10,8739,"Pastellblau",false,true
109,1187629,0,8740,"Dunkelblau",false,true
110,12301786,10,8741,"Pastellviolett",false,true
111,2301990,0,8742,"Dunkelviolett",false,true
112,10987431,10,8743,"Metallic Silber",true,false
113,15590973,10,8744,"Metallic Gold",true,false
114,11935051,10,8745,"Metallic Rot",true,false
115,14978095,0,8746,"Metallic Orange",true,false
116,16046662,0,8747,"Metallic Gelb",true,false
117,2271063,10,8748,"Metallic Grün",true,false
118,6214886,0,8749,"Metallic Himmelblau",true,false
119,5264089,10,8750,"Metallic Blau",true,false
120,10708674,0,8751,"Metallic Violett",true,false
