Index,0 [0x5][0x8],1 [0x5][0xa],2 [0x5][0xc],3 [0x5][0xe],4 [0x3][0x10],5 [0x3][0x11],6 [0x3][0x12],7 [0x3][0x13],8 [0x7][0x4],9 [0x0][0x0]
20008,218,0,0,0,4,0,0,0,1300,"Pugiliste 08"
20009,219,0,0,0,4,0,0,0,1600,"Pugiliste 09"
20010,225,226,222,0,2,2,2,0,1700,"Pugiliste 10"
20011,228,0,0,0,4,0,0,0,2300,"Pugiliste 11"
20012,227,0,0,0,4,0,0,0,3200,"Pugiliste 12"
20013,233,0,0,0,4,0,0,0,4000,"Pugiliste 13"
20014,232,0,0,0,4,0,0,0,4500,"Pugiliste 14"
20015,115,234,235,0,2,2,2,0,5000,"Pugiliste 15"
20016,237,0,0,0,4,0,0,0,5300,"Pugiliste 16"
20017,241,0,0,0,4,0,0,0,5500,"Pugiliste 17"
20018,239,0,0,0,4,0,0,0,5700,"Pugiliste 18"
20019,238,0,0,0,4,0,0,0,5900,"Pugiliste 19"
20020,243,242,244,0,2,2,2,0,6100,"Pugiliste 20"
20021,134,0,0,0,5,0,0,0,6300,"Pugiliste 21"
20022,136,0,0,0,5,0,0,0,6500,"Pugiliste 22"
20023,33,0,0,0,5,0,0,0,6700,"Pugiliste 23"
20024,34,0,0,0,5,0,0,0,6900,"Pugiliste 24"
20025,139,149,258,0,3,3,3,0,7100,"Pugiliste 25"
20026,157,0,0,0,5,0,0,0,7600,"Pugiliste 26"
20027,260,0,0,0,5,0,0,0,8600,"Pugiliste 27"
20028,156,0,0,0,5,0,0,0,9400,"Pugiliste 28"
20029,160,0,0,0,5,0,0,0,9700,"Pugiliste 29"
20030,37,169,167,0,3,3,3,0,10000,"Pugiliste 30"
20031,41,0,0,0,5,0,0,0,11000,"Pugiliste 31"
20032,264,0,0,0,5,0,0,0,12000,"Pugiliste 32"
20033,269,0,0,0,5,0,0,0,12500,"Pugiliste 33"
20034,171,0,0,0,5,0,0,0,13000,"Pugiliste 34"
20035,51,56,58,0,3,3,3,0,13500,"Pugiliste 35"
20036,64,0,0,0,5,0,0,0,14000,"Pugiliste 36"
20037,296,0,0,0,5,0,0,0,14500,"Pugiliste 37"
20038,298,0,0,0,5,0,0,0,15000,"Pugiliste 38"
20039,300,0,0,0,5,0,0,0,16000,"Pugiliste 39"
20040,303,177,178,0,3,3,3,0,16500,"Pugiliste 40"
20041,275,0,0,0,6,0,0,0,17000,"Pugiliste 41"
20042,73,0,0,0,6,0,0,0,17500,"Pugiliste 42"
20043,189,0,0,0,2,0,0,0,18000,"Pugiliste 43"
20044,190,0,0,0,6,0,0,0,18500,"Pugiliste 44"
20045,334,309,317,0,3,3,3,0,19000,"Pugiliste 45"
20046,312,0,0,0,6,0,0,0,19500,"Pugiliste 46"
20047,321,0,0,0,6,0,0,0,20000,"Pugiliste 47"
20048,193,0,0,0,6,0,0,0,20500,"Pugiliste 48"
20049,326,0,0,0,6,0,0,0,21000,"Pugiliste 49"
20050,282,290,88,0,3,3,4,0,21500,"Pugiliste 50"
30001,1,0,0,0,3,0,0,0,75,"Maraudeur 01"
30002,2,0,0,0,3,0,0,0,180,"Maraudeur 02"
30003,3,0,0,0,3,0,0,0,360,"Maraudeur 03"
30004,7,0,0,0,3,0,0,0,410,"Maraudeur 04"
30005,6,0,0,0,3,0,0,0,530,"Maraudeur 05"
30006,8,0,0,0,3,0,0,0,980,"Maraudeur 06"
30007,11,0,0,0,3,0,0,0,1100,"Maraudeur 07"
30008,12,0,0,0,3,0,0,0,1300,"Maraudeur 08"
30009,15,0,0,0,3,0,0,0,1600,"Maraudeur 09"
30010,17,0,0,0,3,0,0,0,1700,"Maraudeur 10"
30011,18,0,0,0,4,0,0,0,2300,"Maraudeur 11"
30012,20,0,0,0,4,0,0,0,3200,"Maraudeur 12"
30013,21,0,0,0,4,0,0,0,4000,"Maraudeur 13"
30014,22,0,0,0,4,0,0,0,4500,"Maraudeur 14"
30015,23,0,0,0,4,0,0,0,5000,"Maraudeur 15"
30016,24,0,0,0,4,0,0,0,5300,"Maraudeur 16"
30017,25,26,27,0,4,3,2,0,5500,"Maraudeur 17"
30018,29,0,0,0,4,0,0,0,5700,"Maraudeur 18"
30019,28,0,0,0,4,0,0,0,5900,"Maraudeur 19"
30020,30,0,0,0,4,0,0,0,6100,"Maraudeur 20"
30021,32,0,0,0,4,0,0,0,6300,"Maraudeur 21"
30022,135,0,0,0,4,0,0,0,6500,"Maraudeur 22"
30023,246,0,0,0,4,0,0,0,6700,"Maraudeur 23"
30024,145,0,0,0,4,0,0,0,6900,"Maraudeur 24"
30025,149,0,0,0,4,0,0,0,7100,"Maraudeur 25"
30026,252,0,0,0,4,0,0,0,7600,"Maraudeur 26"
30027,150,251,257,0,4,3,2,0,8600,"Maraudeur 27"
30028,256,0,0,0,4,0,0,0,9400,"Maraudeur 28"
30029,159,0,0,0,4,0,0,0,9700,"Maraudeur 29"
30030,165,0,0,0,4,0,0,0,10000,"Maraudeur 30"
30031,168,0,0,0,4,0,0,0,11000,"Maraudeur 31"
30032,166,269,48,0,4,3,2,0,12000,"Maraudeur 32"
30033,46,0,0,0,4,0,0,0,12500,"Maraudeur 33"
30034,52,0,0,0,4,0,0,0,13000,"Maraudeur 34"
30035,56,0,0,0,4,0,0,0,13500,"Maraudeur 35"
30036,294,0,0,0,4,0,0,0,14000,"Maraudeur 36"
30037,297,296,300,0,4,3,2,0,14500,"Maraudeur 37"
30038,302,0,0,0,4,0,0,0,15000,"Maraudeur 38"
30039,303,0,0,0,4,0,0,0,16000,"Maraudeur 39"
30040,66,0,0,0,4,0,0,0,16500,"Maraudeur 40"
30041,178,0,0,0,5,0,0,0,17000,"Maraudeur 41"
30042,275,73,187,0,5,3,2,0,17500,"Maraudeur 42"
30043,186,0,0,0,1,0,0,0,18000,"Maraudeur 43"
30044,190,0,0,0,5,0,0,0,18500,"Maraudeur 44"
30045,309,0,0,0,5,0,0,0,19000,"Maraudeur 45"
30046,322,0,0,0,5,0,0,0,19500,"Maraudeur 46"
30047,78,192,278,0,5,3,2,0,20000,"Maraudeur 47"
30048,202,0,0,0,5,0,0,0,20500,"Maraudeur 48"
30049,283,0,0,0,5,0,0,0,21000,"Maraudeur 49"
30050,93,0,0,0,5,0,0,0,21500,"Maraudeur 50"
40001,1,0,0,0,3,0,0,0,75,"Maître d'hast 01"
40002,95,0,0,0,3,0,0,0,180,"Maître d'hast 02"
40003,96,0,0,0,3,0,0,0,360,"Maître d'hast 03"
40004,97,0,0,0,3,0,0,0,410,"Maître d'hast 04"
40005,100,0,0,0,3,0,0,0,530,"Maître d'hast 05"
40006,102,0,0,0,3,0,0,0,980,"Maître d'hast 06"
40007,103,104,0,0,3,3,0,0,1100,"Maître d'hast 07"
40008,105,0,0,0,3,0,0,0,1300,"Maître d'hast 08"
40009,108,111,0,0,3,3,0,0,1600,"Maître d'hast 09"
40010,109,0,0,0,3,0,0,0,1700,"Maître d'hast 10"
40011,115,0,0,0,3,0,0,0,2300,"Maître d'hast 11"
40012,116,0,0,0,3,0,0,0,3200,"Maître d'hast 12"
40013,118,0,0,0,3,0,0,0,4000,"Maître d'hast 13"
40014,119,0,0,0,3,0,0,0,4500,"Maître d'hast 14"
40015,120,121,0,0,3,3,0,0,5000,"Maître d'hast 15"
40016,122,0,0,0,3,0,0,0,5300,"Maître d'hast 16"
40017,123,126,0,0,3,3,0,0,5500,"Maître d'hast 17"
40018,132,0,0,0,3,0,0,0,5700,"Maître d'hast 18"
40019,130,131,0,0,3,3,0,0,5900,"Maître d'hast 19"
40020,133,0,0,0,3,0,0,0,6100,"Maître d'hast 20"
40021,32,0,0,0,4,0,0,0,6300,"Maître d'hast 21"
40022,136,0,0,0,4,0,0,0,6500,"Maître d'hast 22"
40023,246,0,0,0,4,0,0,0,6700,"Maître d'hast 23"
40024,147,0,0,0,4,0,0,0,6900,"Maître d'hast 24"
40025,248,151,0,0,3,4,0,0,7100,"Maître d'hast 25"
40026,252,0,0,0,4,0,0,0,7600,"Maître d'hast 26"
40027,257,158,0,0,4,3,0,0,8600,"Maître d'hast 27"
40028,261,0,0,0,4,0,0,0,9400,"Maître d'hast 28"
40029,162,37,0,0,4,3,0,0,9700,"Maître d'hast 29"
40030,164,0,0,0,4,0,0,0,10000,"Maître d'hast 30"
40031,165,0,0,0,4,0,0,0,11000,"Maître d'hast 31"
40032,40,0,0,0,4,0,0,0,12000,"Maître d'hast 32"
40033,268,269,0,0,4,3,0,0,12500,"Maître d'hast 33"
40034,172,0,0,0,4,0,0,0,13000,"Maître d'hast 34"
40035,63,58,0,0,4,3,0,0,13500,"Maître d'hast 35"
40036,297,0,0,0,4,0,0,0,14000,"Maître d'hast 36"
40037,294,173,0,0,4,3,0,0,14500,"Maître d'hast 37"
40038,175,0,0,0,4,0,0,0,15000,"Maître d'hast 38"
40039,302,305,0,0,4,3,0,0,16000,"Maître d'hast 39"
40040,274,0,0,0,4,0,0,0,16500,"Maître d'hast 40"
40041,308,307,0,0,5,4,0,0,17000,"Maître d'hast 41"
40042,73,0,0,0,5,0,0,0,17500,"Maître d'hast 42"
40043,187,189,0,0,5,2,0,0,18000,"Maître d'hast 43"
40044,190,0,0,0,5,0,0,0,18500,"Maître d'hast 44"
40045,333,311,0,0,4,5,0,0,19000,"Maître d'hast 45"
40046,312,0,0,0,5,0,0,0,19500,"Maître d'hast 46"
40047,77,325,0,0,5,4,0,0,20000,"Maître d'hast 47"
40048,327,0,0,0,5,0,0,0,20500,"Maître d'hast 48"
40049,204,290,0,0,5,4,0,0,21000,"Maître d'hast 49"
40050,92,0,0,0,5,0,0,0,21500,"Maître d'hast 50"
50001,1,0,0,0,4,0,0,0,75,"Archer 01"
50002,95,0,0,0,4,0,0,0,180,"Archer 02"
50003,96,0,0,0,4,0,0,0,360,"Archer 03"
50004,97,0,0,0,4,0,0,0,410,"Archer 04"
50005,101,0,0,0,4,0,0,0,530,"Archer 05"
50006,98,0,0,0,4,0,0,0,980,"Archer 06"
50007,103,0,0,0,4,0,0,0,1100,"Archer 07"
50008,108,0,0,0,4,0,0,0,1300,"Archer 08"
50009,107,0,0,0,4,0,0,0,1600,"Archer 09"
50010,110,0,0,0,4,0,0,0,1700,"Archer 10"
50011,112,0,0,0,4,0,0,0,2300,"Archer 11"
50012,115,0,0,0,4,0,0,0,3200,"Archer 12"
50013,113,116,117,118,1,1,1,1,4000,"Archer 13"
50014,119,0,0,0,4,0,0,0,4500,"Archer 14"
50015,120,0,0,0,4,0,0,0,5000,"Archer 15"
50016,122,0,0,0,4,0,0,0,5300,"Archer 16"
50017,123,0,0,0,4,0,0,0,5500,"Archer 17"
50018,128,0,0,0,3,0,0,0,5700,"Archer 18"
50019,133,0,0,0,4,0,0,0,5900,"Archer 19"
50020,129,0,0,0,4,0,0,0,6100,"Archer 20"
50021,32,0,0,0,5,0,0,0,6300,"Archer 21"
50022,135,0,0,0,5,0,0,0,6500,"Archer 22"
50023,33,246,138,144,2,2,2,2,6700,"Archer 23"
50024,146,0,0,0,5,0,0,0,6900,"Archer 24"
50025,152,0,0,0,5,0,0,0,7100,"Archer 25"
50026,253,0,0,0,5,0,0,0,7600,"Archer 26"
50027,257,0,0,0,5,0,0,0,8600,"Archer 27"
50028,157,0,0,0,5,0,0,0,9400,"Archer 28"
50029,159,0,0,0,5,0,0,0,9700,"Archer 29"
50030,37,0,0,0,5,0,0,0,10000,"Archer 30"
50031,165,0,0,0,5,0,0,0,11000,"Archer 31"
50032,265,0,0,0,5,0,0,0,12000,"Archer 32"
50033,264,47,269,172,2,2,2,2,12500,"Archer 33"
50034,52,0,0,0,5,0,0,0,13000,"Archer 34"
50035,56,0,0,0,5,0,0,0,13500,"Archer 35"
50036,63,65,62,272,2,2,2,2,14000,"Archer 36"
50037,295,0,0,0,5,0,0,0,14500,"Archer 37"
50038,298,0,0,0,5,0,0,0,15000,"Archer 38"
50039,301,0,0,0,5,0,0,0,16000,"Archer 39"
50040,307,0,0,0,5,0,0,0,16500,"Archer 40"
50041,306,0,0,0,5,0,0,0,17000,"Archer 41"
50042,308,0,0,0,5,0,0,0,17500,"Archer 42"
50043,72,73,179,187,2,2,2,2,18000,"Archer 43"
50044,319,0,0,0,5,0,0,0,18500,"Archer 44"
50045,191,0,0,0,5,0,0,0,19000,"Archer 45"
50046,314,318,320,279,2,2,2,2,19500,"Archer 46"
50047,194,0,0,0,5,0,0,0,20000,"Archer 47"
50048,205,0,0,0,5,0,0,0,20500,"Archer 48"
50049,285,0,0,0,5,0,0,0,21000,"Archer 49"
50050,89,0,0,0,5,0,0,0,21500,"Archer 50"
60001,1,0,0,0,3,0,0,0,75,"Élémentaliste 01"
60002,95,0,0,0,3,0,0,0,180,"Élémentaliste 02"
60003,96,0,0,0,3,0,0,0,360,"Élémentaliste 03"
60004,97,0,0,0,3,0,0,0,410,"Élémentaliste 04"
60005,99,0,0,0,3,0,0,0,530,"Élémentaliste 05"
60006,98,0,0,0,3,0,0,0,980,"Élémentaliste 06"
60007,101,0,0,0,3,0,0,0,1100,"Élémentaliste 07"
60008,102,0,0,0,3,0,0,0,1300,"Élémentaliste 08"
60009,106,0,0,0,3,0,0,0,1600,"Élémentaliste 09"
60010,114,0,0,0,3,0,0,0,1700,"Élémentaliste 10"
60011,109,0,0,0,3,0,0,0,2300,"Élémentaliste 11"
60012,115,113,0,0,3,2,0,0,3200,"Élémentaliste 12"
60013,18,0,0,0,3,0,0,0,4000,"Élémentaliste 13"
60014,118,0,0,0,3,0,0,0,4500,"Élémentaliste 14"
60015,121,0,0,0,3,0,0,0,5000,"Élémentaliste 15"
60016,122,0,0,0,3,0,0,0,5300,"Élémentaliste 16"
60017,123,0,0,0,3,0,0,0,5500,"Élémentaliste 17"
60018,127,0,0,0,3,0,0,0,5700,"Élémentaliste 18"
60019,130,0,0,0,3,0,0,0,5900,"Élémentaliste 19"
60020,131,0,0,0,3,0,0,0,6100,"Élémentaliste 20"
60021,32,0,0,0,3,0,0,0,6300,"Élémentaliste 21"
60022,135,245,247,0,3,2,2,0,6500,"Élémentaliste 22"
60023,139,0,0,0,3,0,0,0,6700,"Élémentaliste 23"
60024,143,0,0,0,3,0,0,0,6900,"Élémentaliste 24"
60025,151,0,0,0,3,0,0,0,7100,"Élémentaliste 25"
60026,252,0,0,0,3,0,0,0,7600,"Élémentaliste 26"
60027,255,0,0,0,3,0,0,0,8600,"Élémentaliste 27"
60028,158,0,0,0,3,0,0,0,9400,"Élémentaliste 28"
60029,159,0,0,0,3,0,0,0,9700,"Élémentaliste 29"
60030,37,0,0,0,3,0,0,0,10000,"Élémentaliste 30"
60031,169,0,0,0,4,0,0,0,11000,"Élémentaliste 31"
60032,167,43,50,265,4,2,2,1,12000,"Élémentaliste 32"
60033,170,0,0,0,4,0,0,0,12500,"Élémentaliste 33"
60034,52,0,0,0,4,0,0,0,13000,"Élémentaliste 34"
60035,297,0,0,0,4,0,0,0,13500,"Élémentaliste 35"
60036,174,0,0,0,4,0,0,0,14000,"Élémentaliste 36"
60037,175,0,0,0,4,0,0,0,14500,"Élémentaliste 37"
60038,302,0,0,0,4,0,0,0,15000,"Élémentaliste 38"
60039,299,0,0,0,4,0,0,0,16000,"Élémentaliste 39"
60040,308,0,0,0,4,0,0,0,16500,"Élémentaliste 40"
60041,273,0,0,0,4,0,0,0,17000,"Élémentaliste 41"
60042,66,306,72,73,4,2,2,1,17500,"Élémentaliste 42"
60043,183,0,0,0,2,0,0,0,18000,"Élémentaliste 43"
60044,191,0,0,0,4,0,0,0,18500,"Élémentaliste 44"
60045,312,0,0,0,4,0,0,0,19000,"Élémentaliste 45"
60046,323,0,0,0,4,0,0,0,19500,"Élémentaliste 46"
60047,77,0,0,0,4,0,0,0,20000,"Élémentaliste 47"
60048,203,0,0,0,4,0,0,0,20500,"Élémentaliste 48"
60049,285,0,0,0,4,0,0,0,21000,"Élémentaliste 49"
60050,94,0,0,0,4,0,0,0,21500,"Élémentaliste 50"
70001,1,0,0,0,3,0,0,0,75,"Occultiste 01"
70002,207,0,0,0,3,0,0,0,180,"Occultiste 02"
70003,208,0,0,0,3,0,0,0,360,"Occultiste 03"
70004,209,0,0,0,3,0,0,0,410,"Occultiste 04"
70005,215,0,0,0,3,0,0,0,530,"Occultiste 05"
70006,212,0,0,0,3,0,0,0,980,"Occultiste 06"
70007,216,0,0,0,3,0,0,0,1100,"Occultiste 07"
70008,217,0,0,0,3,0,0,0,1300,"Occultiste 08"
70009,220,0,0,0,3,0,0,0,1600,"Occultiste 09"
70010,221,0,0,0,3,0,0,0,1700,"Occultiste 10"
70011,228,229,0,0,3,2,0,0,2300,"Occultiste 11"
70012,227,231,0,0,3,2,0,0,3200,"Occultiste 12"
70013,233,232,0,0,3,2,0,0,4000,"Occultiste 13"
70014,234,0,0,0,3,0,0,0,4500,"Occultiste 14"
70015,236,0,0,0,3,0,0,0,5000,"Occultiste 15"
70016,237,0,0,0,3,0,0,0,5300,"Occultiste 16"
70017,241,0,0,0,3,0,0,0,5500,"Occultiste 17"
70018,239,0,0,0,3,0,0,0,5700,"Occultiste 18"
70019,243,0,0,0,3,0,0,0,5900,"Occultiste 19"
70020,244,0,0,0,3,0,0,0,6100,"Occultiste 20"
70021,134,137,0,0,4,2,0,0,6300,"Occultiste 21"
70022,33,246,0,0,4,2,0,0,6500,"Occultiste 22"
70023,247,139,0,0,4,2,0,0,6700,"Occultiste 23"
70024,144,143,0,0,4,2,0,0,6900,"Occultiste 24"
70025,148,0,0,0,4,0,0,0,7100,"Occultiste 25"
70026,254,0,0,0,4,0,0,0,7600,"Occultiste 26"
70027,251,0,0,0,4,0,0,0,8600,"Occultiste 27"
70028,260,0,0,0,4,0,0,0,9400,"Occultiste 28"
70029,263,0,0,0,4,0,0,0,9700,"Occultiste 29"
70030,168,0,0,0,4,0,0,0,10000,"Occultiste 30"
70031,44,166,0,0,5,2,0,0,11000,"Occultiste 31"
70032,264,170,0,0,5,2,0,0,12000,"Occultiste 32"
70033,269,49,0,0,5,2,0,0,12500,"Occultiste 33"
70034,50,172,0,0,5,2,0,0,13000,"Occultiste 34"
70035,62,0,0,0,5,0,0,0,13500,"Occultiste 35"
70036,54,0,0,0,5,0,0,0,14000,"Occultiste 36"
70037,295,0,0,0,5,0,0,0,14500,"Occultiste 37"
70038,298,0,0,0,5,0,0,0,15000,"Occultiste 38"
70039,299,0,0,0,5,0,0,0,16000,"Occultiste 39"
70040,273,0,0,0,5,0,0,0,16500,"Occultiste 40"
70041,308,179,0,0,6,2,0,0,17000,"Occultiste 41"
70042,73,186,0,0,6,1,0,0,17500,"Occultiste 42"
70043,187,188,0,0,6,2,0,0,18000,"Occultiste 43"
70044,310,191,0,0,6,2,0,0,18500,"Occultiste 44"
70045,315,316,0,0,3,2,0,0,19000,"Occultiste 45"
70046,278,0,0,0,6,0,0,0,19500,"Occultiste 46"
70047,78,0,0,0,6,0,0,0,20000,"Occultiste 47"
70048,201,0,0,0,6,0,0,0,20500,"Occultiste 48"
70049,284,0,0,0,6,0,0,0,21000,"Occultiste 49"
70050,91,0,0,0,6,0,0,0,21500,"Occultiste 50"
260001,1,0,0,0,3,0,0,0,75,"Arcaniste 01"
260002,2,0,0,0,3,0,0,0,180,"Arcaniste 02"
260003,4,0,0,0,3,0,0,0,360,"Arcaniste 03"
260004,5,0,0,0,3,0,0,0,410,"Arcaniste 04"
260005,355,0,0,0,3,0,0,0,530,"Arcaniste 05"
260006,9,0,0,0,3,0,0,0,980,"Arcaniste 06"
260007,11,0,0,0,3,0,0,0,1100,"Arcaniste 07"
260008,10,13,0,0,3,3,0,0,1300,"Arcaniste 08"
260009,14,0,0,0,3,0,0,0,1600,"Arcaniste 09"
260010,16,0,0,0,3,0,0,0,1700,"Arcaniste 10"
260011,19,0,0,0,3,0,0,0,2300,"Arcaniste 11"
260012,20,0,0,0,3,0,0,0,3200,"Arcaniste 12"
260013,21,0,0,0,3,0,0,0,4000,"Arcaniste 13"
260014,115,0,0,0,3,0,0,0,4500,"Arcaniste 14"
260015,23,0,0,0,3,0,0,0,5000,"Arcaniste 15"
260016,25,0,0,0,3,0,0,0,5300,"Arcaniste 16"
260017,26,0,0,0,3,0,0,0,5500,"Arcaniste 17"
260018,27,29,0,0,3,3,0,0,5700,"Arcaniste 18"
260019,28,0,0,0,3,0,0,0,5900,"Arcaniste 19"
260020,31,0,0,0,3,0,0,0,6100,"Arcaniste 20"
260021,134,0,0,0,4,0,0,0,6300,"Arcaniste 21"
260022,245,0,0,0,4,0,0,0,6500,"Arcaniste 22"
260023,137,0,0,0,4,0,0,0,6700,"Arcaniste 23"
260024,34,0,0,0,4,0,0,0,6900,"Arcaniste 24"
260025,151,0,0,0,4,0,0,0,7100,"Arcaniste 25"
260026,150,253,0,0,4,2,0,0,7600,"Arcaniste 26"
260027,256,0,0,0,4,0,0,0,8600,"Arcaniste 27"
260028,156,262,0,0,4,2,0,0,9400,"Arcaniste 28"
260029,163,0,0,0,4,0,0,0,9700,"Arcaniste 29"
260030,169,0,0,0,4,0,0,0,10000,"Arcaniste 30"
260031,45,0,0,0,4,0,0,0,11000,"Arcaniste 31"
260032,48,0,0,0,4,0,0,0,12000,"Arcaniste 32"
260033,50,0,0,0,4,0,0,0,12500,"Arcaniste 33"
260034,268,0,0,0,4,0,0,0,13000,"Arcaniste 34"
260035,53,0,0,0,4,0,0,0,13500,"Arcaniste 35"
260036,55,57,0,0,4,1,0,0,14000,"Arcaniste 36"
260037,294,0,0,0,4,0,0,0,14500,"Arcaniste 37"
260038,298,175,0,0,4,2,0,0,15000,"Arcaniste 38"
260039,304,0,0,0,4,0,0,0,16000,"Arcaniste 39"
260040,178,0,0,0,4,0,0,0,16500,"Arcaniste 40"
260041,275,0,0,0,4,0,0,0,17000,"Arcaniste 41"
260042,72,0,0,0,4,0,0,0,17500,"Arcaniste 42"
260043,185,0,0,0,2,0,0,0,18000,"Arcaniste 43"
260044,310,319,0,0,4,2,0,0,18500,"Arcaniste 44"
260045,190,0,0,0,4,0,0,0,19000,"Arcaniste 45"
260046,192,324,0,0,4,2,0,0,19500,"Arcaniste 46"
260047,312,0,0,0,4,0,0,0,20000,"Arcaniste 47"
260048,327,84,0,0,4,2,0,0,20500,"Arcaniste 48"
260049,282,0,0,0,4,0,0,0,21000,"Arcaniste 49"
260050,289,0,0,0,4,0,0,0,21500,"Arcaniste 50"
290001,2,0,0,0,3,0,0,0,75,"Surineur 01"
290002,4,0,0,0,3,0,0,0,180,"Surineur 02"
290003,3,0,0,0,3,0,0,0,360,"Surineur 03"
290004,6,0,0,0,3,0,0,0,410,"Surineur 04"
290005,733,734,0,0,2,1,0,0,530,"Surineur 05"
290006,8,0,0,0,3,0,0,0,980,"Surineur 06"
290007,10,0,0,0,3,0,0,0,1100,"Surineur 07"
290008,13,0,0,0,3,0,0,0,1300,"Surineur 08"
290009,14,15,0,0,1,1,0,0,1600,"Surineur 09"
290010,17,0,0,0,3,0,0,0,1700,"Surineur 10"
290011,735,0,0,0,3,0,0,0,2300,"Surineur 11"
290012,736,19,0,0,1,2,0,0,3200,"Surineur 12"
290013,21,0,0,0,3,0,0,0,4000,"Surineur 13"
290014,22,0,0,0,3,0,0,0,4500,"Surineur 14"
290015,23,0,0,0,3,0,0,0,5000,"Surineur 15"
290016,26,0,0,0,3,0,0,0,5300,"Surineur 16"
290017,29,0,0,0,3,0,0,0,5500,"Surineur 17"
290018,28,27,0,0,2,1,0,0,5700,"Surineur 18"
290019,30,0,0,0,3,0,0,0,5900,"Surineur 19"
290020,31,0,0,0,3,0,0,0,6100,"Surineur 20"
290021,131,0,0,0,3,0,0,0,6300,"Surineur 21"
290022,737,0,0,0,3,0,0,0,6500,"Surineur 22"
290023,134,0,0,0,3,0,0,0,6700,"Surineur 23"
