Index,0 [0x19][0xb],1 [0x19][0x17],2 [0x19][0x23],3 [0x19][0x2f],4 [0x19][0x3b],5 [0x19][0x47],6 [0x3][0x8],7 [0x3][0x14],8 [0x3][0x20],9 [0x3][0x2c],10 [0x3][0x38],11 [0x3][0x44],12 [0x7][0x0],13 [0x7][0xc],14 [0x7][0x18],15 [0x7][0x24],16 [0x7][0x30],17 [0x7][0x3c],18 [0x2][0x9],19 [0x2][0x15],20 [0x2][0x21],21 [0x2][0x2d],22 [0x2][0x39],23 [0x2][0x45],24 [0x2][0xa],25 [0x2][0x16],26 [0x2][0x22],27 [0x2][0x2e],28 [0x2][0x3a],29 [0x2][0x46],30 [0x6][0x4],31 [0x6][0x10],32 [0x6][0x1c],33 [0x6][0x28],34 [0x6][0x34],35 [0x6][0x40],36 [0x0][0x48],37 [0x0][0x4c],38 [0x0][0x50],39 [0x0][0x54],40 [0x0][0x58],41 [0x0][0x5c]
10,true,true,true,true,true,true,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,"Besonders geschickt siehst du mir ja nicht aus, aber ich bezahl dich ja auch nicht fürs Aussehen. Hauptsache ist, du lieferst, was ich bestelle, dann können wir alle in Frieden unseren Geschäften nachgehen.","Ja, das entspricht meinen Vorstellungen. Wenn du weiter so gute Arbeit lieferst, werden wir gut zusammenarbeiten.","Bist du immer noch nicht fertig? Dann spute dich mal ein bisschen!","0","0","0"
11,true,true,true,true,true,true,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,"Bist du <if:die Handwerkerin/der Handwerker>, <if:die/den> die Abenteurergilde schickt? Ich bin H'rhanbolo, Kapitänin der <i>Eisprinzessin</i>, dem drittschnellsten Handelsschiff in ganz Limsa Lominsa.","Das nenne ich mal gute Arbeit! Willst du das karge Abenteurerleben nicht aufgeben und mit mir die Meere besegeln? Leute wie dich könnte ich gebrauchen.","Hast du Fragen zu dem Auftrag? Nicht? Dann brauche ich bestimmt nicht mehr lang auf die Lieferung zu warten. Oder etwa doch?","Potzblitz, das kann sich sehen lassen! Würdest du mir noch mehr davon herstellen?","Verstehe, du bist vielbeschäftigt. Ich kann leider nicht warten, weil ich bald ablege. Vielleicht ein anderes Mal!","Das lobe ich mir! Das ist genau der Arbeitsgeist, den ich auch von meinen Seeleuten erwarte. Du würdest dich auf der <i>Eisprinzessin</i> wirklich gut machen."
12,true,true,true,true,true,true,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,"Wo bleibst du denn? Ich warte schon eine Ewigkeit auf dich! Es gibt viel zu tun und Meister Gegeruju ist ein vielbeschäftigter Lalafell.","Bist du endlich fertig? Ich dachte schon, du hättest den Auftrag vergessen. Dann schieb mal rüber, was du hast.","Gut Ding will Weile haben, aber die Weile ist nun langsam rum ... Wird das noch was?","Moment, wohin des Wegs? Ich bin noch nicht fertig. Könntest du noch ein paar davon herstellen? Meister Gegeruju ist ein vorausschauender Lalafell, der einen soliden Vorrat zu schätzen weiß.","Nein? Ich weiß nicht, wie der Meister darauf reagieren wird ... Aber gut, es ist deine Entscheidung.","Sehr gut. Meister Gegeruju wird hocherfreut sein."
13,true,true,true,true,true,true,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,"Einen schönen guten <if:<if:Abend/Morgen>/<if:Tag/Abend>>! Bist du hier, um etwas anzuliefern oder abzuholen?","Eine Lieferung? Lad die Waren hier ab. Danke sehr und einen schönen Tag noch. Nächster!","Komm wieder, wenn du die bestellte Ware fertiggestellt hast. Nächster!","Das Ashgana-Überseedepartment würde den Auftrag gerne erweitern. Für ein entsprechendes Entgelt, versteht sich.","Vielleicht später? Wie du meinst. Nächster!","Das können wir gut gebrauchen. Danke sehr und einen schönen Tag noch."
14,true,true,true,true,true,true,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,"Ich hoffe, du kennst dich aus in deinem Metier. Die Karawane stellt höchste Ansprüche.","Hm, kein Meisterstück, aber gut, es soll reichen. Hier, dein Lohn.","Was macht meine Bestellung? Die Handelskarawane kann es sich nicht leisten, auf tranige Handwerker Rücksicht zu nehmen. Leg dich ins Zeug!","0","0","0"
15,true,true,true,true,true,true,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,"Und? Hast du mir etwas mitgebracht oder bist du nur hier, um mich anzuglotzen?","Hm, sieht ja ganz ordentlich aus. Hier ist dein Geld.","Was macht meine Bestellung? Ich will ja nicht, dass du in der Eile irgendeinen Schund produzierst, aber so langsam solltest du fertig werden.","0","0","0"
16,true,true,true,true,true,true,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,"Wer bist du? Was machst du hier? Ach, du bist <if:die Handwerkerin/der Handwerker>, <if:die/den> diese Gilde geschickt hat. Wie hieß sie noch? Ich weiß, die Abenteurergilde. Worum ging es noch mal? Ach ja, der Auftrag!","Was ist das? Das habe ich bei dir bestellt? Na gut, wenn du es sagst, wird es schon seine Richtigkeit haben. Danke!","Du bist noch nicht fertig? Du wirst ja wohl meine Bestellung nicht vergessen haben? Ein gutes Gedächtnis ist unentbehrlich für jeden Geschäftsmann. Also, gib mir die bestellte Ware. Ach, du bist noch nicht fertig? Du hast doch wohl meine Bestellung nicht vergessen? Ein gutes Gedächtnis ... Hm, ich glaube, ich hatte gerade ein Déjà vu. Seltsames Gefühl. Wovon hatten wir gesprochen?","Würdest du mir noch mehr davon herstellen? Nur für den Fall, dass ich etwas verlegen sollte. Das kommt aber nie vor. So gut wie nie. Eigentlich nur selten. Manchmal, wenn ich viel zu tun habe. Oder müde werde, am Nachmittag.","Nicht? Dann passe ich eben besonders gut auf. Auf den ... die ... Was war es noch gleich?","Sehr schön! Dann bestelle ich noch mehr von den ... die ... Du weißt schon!"
17,true,true,true,true,true,true,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,"0","0","0","0","0","0"
18,true,true,true,true,true,true,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,"Die Gilde schickt dich?\nAh, du hast meinen Auftrag angenommen? Der Weg durch die Kälte bis hierher muss dich ziemlich mitgenommen haben.","Das habe ich wirklich dringend gebraucht, um meine Geschäfte fortführen zu können. Wenn es nur nicht so kalt wäre ...","Bitte erledige meinen Auftrag so schnell du kannst. Sonst erfriere ich hier noch, während ich auf dich warte.","Eigentlich brauche ich eine noch größere Menge. Könntest du das übernehmen?","Da kann man erstmal nichts machen. Hauptsache, du hast den Auftrag wie gewünscht erledigt. In dieser Kälte kann man natürlich niemanden zu Überstunden zwingen.","Du hast mir sehr geholfen. Jetzt kann ich mir bald einen dicken Pelzmantel leisten. In dieser Kälte unverzichtbar."
19,true,true,true,true,true,true,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,"Du bist also <if:die Abenteurerin/der Abenteurer>, <if:die/der> meinen Auftrag angenommen hat? Nun denn, so sei es ...","Eine beachtliche Leistung, <if:Abenteurerin/Abenteurer>! Damit lässt es sich arbeiten. Meine Entscheidung, die Abenteurergilde damit zu beauftragen, war die richtige!","Über deinen Lohn habe ich mich bereits mit der Gilde geeinigt. Lass mich nicht zu lange auf die Gegenleistung warten.","Du hast feine Arbeit geleistet. Wärst du vielleicht an einer Erweiterung deines Auftrages interessiert? An der entsprechenden Vergütung soll es nicht scheitern.","Ich hätte erwarten müssen, dass <if:eine Frau/ein Mann> deines Schlages vielbeschäftigt ist. Nun denn, so sei es ...","Eine sehenswerte Leistung! Dir sei gedankt. "
20,true,true,true,true,true,true,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,"Du hast also unseren Auftrag angenommen? Wir haben bereits auf dich gewartet, <if:Abenteurerin/Abenteurer>.","Alles wie gewünscht vorhanden. Im Namen der Sankt Coinach-Stiftung sei dir gedankt.","Hast du etwa deinen Auftrag vergessen? Beeile dich bitte, wir brauchen die angeforderten Güter dringend für unsere Forschungen.","Wir würden übrigens gerne noch mehr bestellen, falls du die Zeit dafür finden könntest.","Das ist bedauerlich. Auf bald!","Eine Meisterleistung! Im Namen der Sankt Coinach-Stiftung danke ich dir von ganzem Herzen."
21,true,true,true,true,true,true,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,"Ha, du musst <if:die Fischerin/der Fischer> sein, auf <if:die/den> ich gewartet habe! Bitte enttäusche mich nicht.","Genau darauf hab ich gewartet! Damit werde ich jetzt was Feines brutzeln. Danke dir!","Was ist mit meiner Bestellung? Beißen sie heute nicht oder sind die Gewässer plötzlich ausgetrocknet?","Da du gerade hier bist ... hast du vielleicht Zeit für eine Nachbestellung?","Kein Problem, war nur eine Frage.","Herzlichen Dank! Jetzt hab ich sogar genug, um ein paar neue Rezepte auszuprobieren!"
22,true,true,true,true,true,true,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,"<if:Die Fischerin/Der Fischer>, <if:die/den> mir die Abenteurergilde geschickt hat. Endlich! Hast du meine Bestellung mitgebracht?","Danke! Hoffentlich hast du nicht zu sehr daran rumgetatscht. ","Wie bitte? Ist dir dein Fang etwa zurück ins Meer geflutscht?","Auch wenn ich etwas Angst davor habe, dass du meine Bestellung zu sehr antatschst, hätte ich gerne noch mehr davon.","Gut, dann geh dir erstmal die Hände waschen.","Gut gemacht, ich kann keine Mängel an dem Fang erkennen!"
23,true,true,true,true,true,true,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,"Du bist also <if:die Fischerin/der Fischer>, <if:die/der> sich meiner Bestellung angenommen hat? Zeig mal, was du hast. Ich bin schon total gespannt!","Wow, toll! Vielen, vielen Dank!","Ich hab Zeit, geh einfach fischen und komm wieder, wenn du so weit bist, ja?","Auf dich kann man sich verlassen. Hast du vielleicht Lust, mir noch mehr davon zu bringen?","Ach so. Na, ich bin immer hier zu finden, falls du mich suchst.","Wow! Du musst einer der Besten deiner Zunft sein! Dafür bekommst du eine tolle Belohnung! Danke vielmals!"
24,true,true,true,true,true,true,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,"Hallo, du musst <if:die Fischerin/der Fischer> sein, auf <if:die/den> ich gewartet habe. Hast du alles dabei?","Sehr schön! Wie bestellt. ","Äh, könntest du dich vielleicht ein bisschen beeilen?","Falls du Zeit hast, kannst du mir gerne noch mehr davon bringen ... Was meinst du?","Das ist ganz allein deine Entscheidung. Wie du möchtest ...","Das übertrifft meine kühnsten Erwartungen! Deine Belohnung hast du dir redlich verdient."
25,true,true,true,true,true,true,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,"Willkommen an der Sonnenküste, <if:Fischerin/Fischer>! Hast du den Auftrag erledigt?","Gegeruju wird begeistert sein! Hier, deine Belohnung.","Du hast noch nicht alles? Dann mal los zum Fischen!","Ich weiß, deine Zeit ist kostbar, aber könntest du mir vielleicht noch mehr davon bringen?","Ich habe verstanden. Weiterhin viel Erfolg, <if:Fischerin/Fischer>!","Ich bin dir sehr dankbar. Deine Belohnung wird entsprechend angepasst werden."
26,true,true,true,true,true,true,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,"Danke, dass du dich um den Auftrag gekümmert hast. Warst du erfolgreich?","Prachtvoll! Die Abenteurergilde kann stolz auf dich sein! Hier ist deine Belohnung.","Was soll das heißen? Bitte beeile dich, ich drauche die Bestellung wirklich dringend!","Du hast doch sicher noch ein Weilchen Zeit, um noch mehr davon zu besorgen, oder?","Wie dir beliebt. Mich kannst du jederzeit hier finden.","Die Götter sollen dich beschützen! Danke für die Lieferung, hier ist deine Belohnung."
27,true,true,true,true,true,true,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,"Das sieht man gerne, <if:eine Abenteurerin/ein Abenteurer>, <if:die/der> der Kälte trotzt. Hast du meine Bestellung dabei?","Wunderbar. Ohne <if:Fischerinnen/Fischer> wie dich wäre unsere Profession schon am Ende.","Hmm, da war ich wohl etwas zu voreilig. Die Kälte macht dir also doch zu schaffen. Gib dein Bestes, ich werde hier auf dich warten.","Deinem Fleiß gebührt Hochachtung! Bist du bereit, noch eine weitere Bestellung zu erledigen?","Die Kälte verwirrt deine Gedanken. Das passiert hier so manchem.","Es sei dir gedankt. Aber von Dank allein kann niemand leben, deshalb gibt es noch eine Belohnung obendrauf."
28,true,true,true,true,true,true,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,"Du musst <if:die Fischerin/der Fischer> sein, auf <if:die/den> ich gewartet habe. Hast du den Auftrag ausgeführt?","Genau, wie ich es mir gewünscht habe. Vielen Dank. Mit dir hat deine Gilde einen Volltreffer gelandet.","Hast du etwa die ganze Zeit auf der faulen Haut gelegen? Beeil dich bitte.","Mit Leuten wie dir macht man gerne Geschäfte. Willst du mir noch mehr davon bringen?","Gut, es gibt auch noch andere, die ich fragen kann. ","Du bist <if:eine Lebensretterin/ein Lebensretter>. Vielen Dank. Ich hoffe, deine Belohnung stellt dich zufrieden."
29,true,true,true,true,true,true,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,"Du bist <if:die Handwerkerin/der Handwerker>, <if:die/der> den Auftrag übernommen hat? Dann bitte ich doch sehr um eine zügige Bearbeitung!","Hervorragende Arbeit. Genau so habe ich es mir vorgestellt. Vielen Dank!","Bitte erledige den Auftrag so schnell wie möglich. Wir haben ihn ja über die Freibriefe ausgeschrieben, gerade weil wir so dringend Hilfe benötigen.","Hervorragende Arbeit. Genau so habe ich es mir vorgestellt. Kann ich dich vielleicht darum bitten, mir noch mehr davon zu bringen? Natürlich erhältst du einen Ausgleich dafür!","Verstehe. Als <if:Abenteurerin/Abenteurer> hast du natürlich genug um die Ohren. Falls du deine Meinung änderst, findest du mich hier!","Ich danke dir vielmals für deine Hilfe! Deine Belohnung habe ich natürlich nicht vergessen."
30,true,true,true,true,true,true,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,"Du musst <if:die Fischerin/der Fischer> sein,  <if:die/der> den Auftrag übernommen hat, ja? Hast du ihn schon ausgeführt?","Hervorragend! Vielen Dank! Du machst der Fischergilde alle Ehre.","Immer noch nicht? Langsam würde ich mir doch wünschen, dass du dich an den Auftrag machst ...","Wie sieht es aus? Kannst du mir vielleicht noch mehr davon besorgen?","Nein? Verstehe. Dann suche ich mir eben <if:eine andere Fischerin/einen anderen Fischer>.","Vielen Dank! Das sollte erst einmal reichen. Und hier natürlich deine Belohnung!"
