Index,0 [0x0][0x4],1 [0x3][0xa],2 [0x3][0xb],3 [0x19][0xd],4 [0x3][0xc],5 [0x5][0x8],6 [0x0][0x0]
137,"TARGET_ENEMY_LIST_DOWN_KEY",255,255,false,2,27,"Feindselige Gegner nach unten durchschalten "
138,"TARGET_ALLIANCE_NEXT_KEY",255,255,false,2,28,"Allianzliste durchschalten (nahe → entfernt)"
139,"TARGET_ALLIANCE_PREV_KEY",255,255,false,2,29,"Allianzliste durchschalten (entfernt → nahe)"
140,"TARGET_ALLIANCE1_NEXT",255,255,false,2,30,"Allianzliste 1 durchschalten (nahe → entfernt)"
141,"TARGET_ALLIANCE1_PREV",255,255,false,2,31,"Allianzliste 1 durchschalten (entfernt → nahe)"
142,"TARGET_ALLIANCE2_NEXT",255,255,false,2,32,"Allianzliste 2 durchschalten (nahe → entfernt)"
143,"TARGET_ALLIANCE2_PREV",255,255,false,2,33,"Allianzliste 2 durchschalten (entfernt → nahe)"
144,"TARGET_ALLIANCE1_1",255,255,false,2,34,"Allianzmitglied 1-1 anvisieren"
145,"TARGET_ALLIANCE1_2",255,255,false,2,35,"Allianzmitglied 1-2 anvisieren"
146,"TARGET_ALLIANCE1_3",255,255,false,2,36,"Allianzmitglied 1-3 anvisieren"
147,"TARGET_ALLIANCE1_4",255,255,false,2,37,"Allianzmitglied 1-4 anvisieren"
148,"TARGET_ALLIANCE1_5",255,255,false,2,38,"Allianzmitglied 1-5 anvisieren"
149,"TARGET_ALLIANCE1_6",255,255,false,2,39,"Allianzmitglied 1-6 anvisieren"
150,"TARGET_ALLIANCE1_7",255,255,false,2,40,"Allianzmitglied 1-7 anvisieren"
151,"TARGET_ALLIANCE1_8",255,255,false,2,41,"Allianzmitglied 1-8 anvisieren"
152,"TARGET_ALLIANCE2_1",255,255,false,2,42,"Allianzmitglied 2-1 anvisieren"
153,"TARGET_ALLIANCE2_2",255,255,false,2,43,"Allianzmitglied 2-2 anvisieren"
154,"TARGET_ALLIANCE2_3",255,255,false,2,44,"Allianzmitglied 2-3 anvisieren"
155,"TARGET_ALLIANCE2_4",255,255,false,2,45,"Allianzmitglied 2-4 anvisieren"
156,"TARGET_ALLIANCE2_5",255,255,false,2,46,"Allianzmitglied 2-5 anvisieren"
157,"TARGET_ALLIANCE2_6",255,255,false,2,47,"Allianzmitglied 2-6 anvisieren"
158,"TARGET_ALLIANCE2_7",255,255,false,2,48,"Allianzmitglied 2-7 anvisieren"
159,"TARGET_ALLIANCE2_8",255,255,false,2,49,"Allianzmitglied 2-8 anvisieren"
160,"",255,255,false,0,0,""
161,"",255,255,false,0,0,""
162,"",255,255,false,0,0,""
163,"",255,255,false,0,0,""
164,"",255,255,false,0,0,""
165,"",255,255,false,0,0,""
166,"",255,255,false,0,0,""
167,"",255,255,false,0,0,""
168,"",255,255,false,0,0,""
169,"",255,255,false,0,0,""
171,"CMD_CHAT",255,255,false,4,1,"Zum Chat springen"
172,"CMD_COMMAND",255,255,false,4,2,"Textbefehl-Eingabe beginnen"
173,"CMD_REPLY",255,255,false,4,3,"Chatmodus kurzzeitig auf „Antworten“ (dem letzten)"
174,"CMD_REPLY_REV",255,255,false,4,4,"Chatmodus kurzzeitig auf „Antworten“ (dem ersten)"
175,"CMD_SAY",255,255,false,4,5,"Chatmodus kurzzeitig auf „Sagen“"
176,"CMD_YELL",255,255,false,4,6,"Chatmodus kurzzeitig auf „Rufen“"
177,"CMD_SHOUT",255,255,false,4,7,"Chatmodus kurzzeitig auf „Schreien“"
178,"CMD_PARTY",255,255,false,4,8,"Chatmodus kurzzeitig auf „Gruppe“"
179,"CMD_ALLIANCE",255,255,false,4,9,"Chatmodus kurzzeitig auf „Allianz“"
180,"CMD_FREECOM",255,255,false,4,10,"Chatmodus kurzzeitig auf „Freie Gesellschaft“"
181,"CMD_LINKSHELL",255,255,false,4,11,"Chatmodus kurzzeitig auf „Kontaktkreis“"
182,"CMD_LINKSHELL_REV",255,255,false,4,12,"Chatmodus kurzzeitig auf „Kontaktkreis“ (umgekehrt)"
183,"CMD_LINKSHELL_1",255,255,false,4,13,"Chatmodus kurzzeitig auf „Kontaktkreis [1]“"
184,"CMD_LINKSHELL_2",255,255,false,4,14,"Chatmodus kurzzeitig auf „Kontaktkreis [2]“"
185,"CMD_LINKSHELL_3",255,255,false,4,15,"Chatmodus kurzzeitig auf „Kontaktkreis [3]“"
186,"CMD_LINKSHELL_4",255,255,false,4,16,"Chatmodus kurzzeitig auf „Kontaktkreis [4]“"
187,"CMD_LINKSHELL_5",255,255,false,4,17,"Chatmodus kurzzeitig auf „Kontaktkreis [5]“"
188,"CMD_LINKSHELL_6",255,255,false,4,18,"Chatmodus kurzzeitig auf „Kontaktkreis [6]“"
189,"CMD_LINKSHELL_7",255,255,false,4,19,"Chatmodus kurzzeitig auf „Kontaktkreis [7]“"
190,"CMD_LINKSHELL_8",255,255,false,4,20,"Chatmodus kurzzeitig auf „Kontaktkreis [8]“"
191,"CMD_REPLY_ALWAYS",255,255,false,4,21,"Antworten (dem letzten)"
192,"CMD_REPLY_REV_ALWAYS",255,255,false,4,22,"Antworten (dem ersten)"
193,"CMD_SAY_ALWAYS",255,255,false,4,23,"Chatmodus auf „Sagen“"
194,"CMD_YELL_ALWAYS",255,255,false,4,24,"Chatmodus auf „Rufen“"
196,"CMD_PARTY_ALWAYS",255,255,false,4,25,"Chatmodus auf „Gruppe“"
197,"CMD_ALLIANCE_ALWAYS",255,255,false,4,26,"Chatmodus auf „Allianz“"
198,"CMD_FREECOM_ALWAYS",255,255,false,4,27,"Chatmodus auf „Freie Gesellschaft“"
199,"CMD_LINKSHELL_ALWAYS",255,255,false,4,28,"Chatmodus auf „Kontaktkreis“"
200,"CMD_LINKSHELL_REV_ALWAYS",255,255,false,4,29,"Chatmodus auf „Kontaktkreis“ (umgekehrt)"
201,"CMD_LINKSHELL_1_ALWAYS",255,255,false,4,30,"Chatmodus auf „Kontaktkreis [1]“"
202,"CMD_LINKSHELL_2_ALWAYS",255,255,false,4,31,"Chatmodus auf „Kontaktkreis [2]“"
203,"CMD_LINKSHELL_3_ALWAYS",255,255,false,4,32,"Chatmodus auf „Kontaktkreis [3]“"
204,"CMD_LINKSHELL_4_ALWAYS",255,255,false,4,33,"Chatmodus auf „Kontaktkreis [4]“"
205,"CMD_LINKSHELL_5_ALWAYS",255,255,false,4,34,"Chatmodus auf „Kontaktkreis [5]“"
206,"CMD_LINKSHELL_6_ALWAYS",255,255,false,4,35,"Chatmodus auf „Kontaktkreis [6]“"
207,"CMD_LINKSHELL_7_ALWAYS",255,255,false,4,36,"Chatmodus auf „Kontaktkreis [7]“"
208,"CMD_LINKSHELL_8_ALWAYS",255,255,false,4,37,"Chatmodus auf „Kontaktkreis [8]“"
209,"",255,255,false,0,0,""
211,"OK",255,255,true,5,1,"Bestätigen"
212,"CANCEL",255,255,true,5,2,"Abbrechen"
213,"ESC",255,255,true,5,3,"Alle UI-Elemente schließen"
214,"PAD_MAINMENUFOCUS",255,255,true,5,4,"Kommando"
215,"MENU",255,255,false,5,5,"Unterkommando"
216,"UP",255,255,false,5,6,"Cursor nach oben/In Gruppenliste nach oben"
217,"DOWN",255,255,false,5,7,"Cursor nach unten/In Gruppenliste nach unten"
218,"LEFT",255,255,false,5,8,"Cursor/Zielcursor nach links "
219,"RIGHT",255,255,false,5,9,"Cursor/Zielcursor nach rechts"
220,"TAB_NEXT",255,255,false,5,10,"Reiter durchschalten"
221,"TAB_PREV",255,255,false,5,11,"Reiter durchschalten (rückwärts)"
222,"HOTBAR_UP",255,253,false,5,12,"Kommandomenü nach oben"
223,"HOTBAR_DOWN",255,253,false,5,13,"Kommandomenü nach unten"
224,"KEY_SCREENSHOT",255,251,false,5,14,"Screenshot aufnehmen"
225,"HIDE",255,255,false,5,15,"UI ein-/ausblenden"
226,"MENU_LAYOUT",255,255,false,5,16,"HUD-Layout bearbeiten"
227,"PAD_HUDFOCUS",255,255,false,5,17,"HUD-Elemente durchschalten"
228,"PAD_HUDFOCUS_PREV",255,255,false,5,18,"HUD-Elemente durchschalten (rückwärts)"
229,"TARGET_CLICK_FILTER",255,255,false,5,19,"Zielmodus"
230,"MENU_SCALE",255,255,false,5,20,"Fenster vergrößern/verkleinern"
231,"HOTBAR_SET_1",255,253,false,5,23,"Kommandomenü umschalten: Set 1"
232,"HOTBAR_SET_2",255,253,false,5,24,"Kommandomenü umschalten: Set 2"
233,"HOTBAR_SET_3",255,253,false,5,25,"Kommandomenü umschalten: Set 3"
234,"HOTBAR_SET_4",255,253,false,5,26,"Kommandomenü umschalten: Set 4"
235,"HOTBAR_SET_5",255,253,false,5,27,"Kommandomenü umschalten: Set 5"
236,"HOTBAR_SET_6",255,253,false,5,28,"Kommandomenü umschalten: Set 6"
237,"HOTBAR_SET_7",255,253,false,5,29,"Kommandomenü umschalten: Set 7"
238,"HOTBAR_SET_8",255,253,false,5,30,"Kommandomenü umschalten: Set 8"
239,"HOTBAR_SET_9",255,253,false,5,31,"Kommandomenü umschalten: Set 9"
240,"HOTBAR_SET_10",255,253,false,5,32,"Kommandomenü umschalten: Set 10"
241,"MACRO_FORCED_OUTAGE",255,255,false,5,21,"Makro abbrechen"
242,"HOTBAR_SET_EX",255,253,false,5,33,"Helfer-Kommandomenü"
243,"MOUSE_CURSOR_SONAR",255,253,false,5,22,"Cursor finden"
244,"",255,255,false,0,0,""
245,"",255,255,false,0,0,""
246,"",255,255,false,0,0,""
247,"",255,255,false,0,0,""
248,"",255,255,false,0,0,""
249,"",255,255,false,0,0,""
251,"MENU_STATUS",255,255,false,3,1,"Charakter"
252,"MENU_BAG",255,255,false,3,2,"Inventar"
253,"MENU_ARMORY",255,255,false,3,3,"Arsenal"
254,"MENU_EVENT_BAG",255,255,false,3,4,"Schlüsselgegenstände"
255,"MENU_MAP",255,255,false,3,5,"Karte"
256,"MENU_ACTION",255,255,false,3,6,"Kommandos & Eigenschaften"
257,"MENU_EMOTE",255,255,false,3,7,"Emotes"
258,"MENU_MOUNT_NOTEBOOK",255,255,false,3,8,"Reittier-Verzeichnis"
259,"MENU_MINION_NOTEBOOK",255,255,false,3,9,"Begleiter-Verzeichnis"
260,"MENU_PVP_PROFILE",255,255,false,3,10,"PvP-Profil"
261,"MENU_SOCIAL",255,255,false,3,12,"Kontakte"
262,"MENU_PARTY_MEMBER",255,255,false,3,13,"Gruppenmitglieder"
263,"MENU_FRIEND_LIST",255,255,false,3,14,"Freunde"
264,"MENU_BLACK_LIST",255,255,false,3,15,"Schwarze Liste"
265,"MENU_PC_SEARCH",255,255,false,3,16,"Spielersuche"
266,"MENU_LFG",255,255,false,3,17,"Gruppensuche"
267,"MENU_READY_CHECK",255,255,false,3,18,"Bereitschaftsanfrage"
268,"MENU_FREECOM",255,255,false,3,19,"Freie Gesellschaft "
269,"MENU_HOUSING",255,255,false,3,20,"Unterkunft"
270,"MENU_LINKSHELL",255,255,false,3,21,"Kontaktkreise"
271,"MENU_CONTENT",255,255,false,3,22,"Inhaltssuche"
272,"MENU_CONTENT_INFO",255,255,false,3,23,"Timer"
273,"MENU_JOURNAL",255,255,false,3,24,"Archiv"
274,"MENU_CRAFT",255,255,false,3,25,"Handwerker-Notizbuch"
275,"MENU_GATHER",255,255,false,3,26,"Sammler-Notizbuch"
276,"MENU_MONSTER",255,255,false,3,27,"Bestiarium"
277,"MENU_FISH",255,255,false,3,28,"Fischer-Notizbuch"
278,"MENU_FISH_GUIDE",255,255,false,3,29,"Fischverzeichnis"
279,"MENU_CONTENTS_NOTEBOOK",255,255,false,3,30,"Aktuelle Agenda"
280,"MENU_ADVENTURE_NOTEBOOK",255,255,false,3,31,"Eorzea Incognita"
281,"MENU_MARK",255,255,false,3,32,"Feindmarkierungen"
282,"MENU_FIELD_MARK",255,255,false,3,33,"Geländemarkierungen"
283,"MENU_BUDDY",255,255,false,3,34,"Mitstreiter"
284,"MENU_RETURN",255,255,false,3,35,"Rückführung"
285,"MENU_TELEPO",255,255,false,3,36,"Teleport"
286,"MENU_ACHIVE",255,255,false,3,37,"Errungenschaften"
287,"MENU_SYSTEM",255,253,false,3,38,"System"
288,"MENU_HOWTO",255,255,false,3,39,"Tutorial-Hilfstexte"
289,"MENU_RECOMMEND_LIST",255,255,false,3,40,"Empfehlungen"
290,"MENU_MACRO",255,255,false,3,41,"Spielermakros"
291,"MENU_SUPPORT",255,255,false,3,42,"Kundendienst / Infos"
292,"MENU_CONFIG",255,255,false,3,43,"Charakterkonfiguration"
293,"MENU_SYSCONFIG",255,255,false,3,44,"Systemkonfiguration"
294,"MENU_LOGCOLOR",255,255,false,3,45,"Chatlog-Textfarben"
295,"MENU_PADCUSTOMIZE",255,255,false,3,46,"Tastenbelegung"
296,"MENU_GOLD_SAUCER",255,255,false,3,11,"Gold Saucer"
297,"MENU_AETHER_CURRENT",255,255,false,3,38,"Windätherquellen"
298,"MENU_CURRENCY",255,255,false,3,2,"Vermögen"
299,"",255,255,false,0,0,""
301,"HOTBAR_1_1",255,253,false,6,1,"Kommandomenü 1 - Slot 1"
302,"HOTBAR_1_2",255,253,false,6,2,"Kommandomenü 1 - Slot 2"
303,"HOTBAR_1_3",255,253,false,6,3,"Kommandomenü 1 - Slot 3"
304,"HOTBAR_1_4",255,253,false,6,4,"Kommandomenü 1 - Slot 4"
305,"HOTBAR_1_5",255,253,false,6,5,"Kommandomenü 1 - Slot 5"
306,"HOTBAR_1_6",255,253,false,6,6,"Kommandomenü 1 - Slot 6"
307,"HOTBAR_1_7",255,253,false,6,7,"Kommandomenü 1 - Slot 7"
308,"HOTBAR_1_8",255,253,false,6,8,"Kommandomenü 1 - Slot 8"
309,"HOTBAR_1_9",255,253,false,6,9,"Kommandomenü 1 - Slot 9"
310,"HOTBAR_1_0",255,253,false,6,10,"Kommandomenü 1 - Slot 10"
311,"HOTBAR_1_A",255,253,false,6,11,"Kommandomenü 1 - Slot 11"
312,"HOTBAR_1_B",255,253,false,6,12,"Kommandomenü 1 - Slot 12"
313,"HOTBAR_2_1",255,253,false,6,13,"Kommandomenü 2 - Slot 1"
314,"HOTBAR_2_2",255,253,false,6,14,"Kommandomenü 2 - Slot 2"
315,"HOTBAR_2_3",255,253,false,6,15,"Kommandomenü 2 - Slot 3"
316,"HOTBAR_2_4",255,253,false,6,16,"Kommandomenü 2 - Slot 4"
317,"HOTBAR_2_5",255,253,false,6,17,"Kommandomenü 2 - Slot 5"
318,"HOTBAR_2_6",255,253,false,6,18,"Kommandomenü 2 - Slot 6"
319,"HOTBAR_2_7",255,253,false,6,19,"Kommandomenü 2 - Slot 7"
320,"HOTBAR_2_8",255,253,false,6,20,"Kommandomenü 2 - Slot 8"
321,"HOTBAR_2_9",255,253,false,6,21,"Kommandomenü 2 - Slot 9"
322,"HOTBAR_2_0",255,253,false,6,22,"Kommandomenü 2 - Slot 10"
323,"HOTBAR_2_A",255,253,false,6,23,"Kommandomenü 2 - Slot 11"
324,"HOTBAR_2_B",255,253,false,6,24,"Kommandomenü 2 - Slot 12"
325,"HOTBAR_3_1",255,253,false,6,25,"Kommandomenü 3 - Slot 1"
326,"HOTBAR_3_2",255,253,false,6,26,"Kommandomenü 3 - Slot 2"
327,"HOTBAR_3_3",255,253,false,6,27,"Kommandomenü 3 - Slot 3"
328,"HOTBAR_3_4",255,253,false,6,28,"Kommandomenü 3 - Slot 4"
329,"HOTBAR_3_5",255,253,false,6,29,"Kommandomenü 3 - Slot 5"
330,"HOTBAR_3_6",255,253,false,6,30,"Kommandomenü 3 - Slot 6"
331,"HOTBAR_3_7",255,253,false,6,31,"Kommandomenü 3 - Slot 7"
332,"HOTBAR_3_8",255,253,false,6,32,"Kommandomenü 3 - Slot 8"
333,"HOTBAR_3_9",255,253,false,6,33,"Kommandomenü 3 - Slot 9"
334,"HOTBAR_3_0",255,253,false,6,34,"Kommandomenü 3 - Slot 10"
335,"HOTBAR_3_A",255,253,false,6,35,"Kommandomenü 3 - Slot 11"
336,"HOTBAR_3_B",255,253,false,6,36,"Kommandomenü 3 - Slot 12"
337,"HOTBAR_4_1",255,253,false,6,37,"Kommandomenü 4 - Slot 1"
338,"HOTBAR_4_2",255,253,false,6,38,"Kommandomenü 4 - Slot 2"
339,"HOTBAR_4_3",255,253,false,6,39,"Kommandomenü 4 - Slot 3"
340,"HOTBAR_4_4",255,253,false,6,40,"Kommandomenü 4 - Slot 4"
341,"HOTBAR_4_5",255,253,false,6,41,"Kommandomenü 4 - Slot 5"
342,"HOTBAR_4_6",255,253,false,6,42,"Kommandomenü 4 - Slot 6"
343,"HOTBAR_4_7",255,253,false,6,43,"Kommandomenü 4 - Slot 7"
344,"HOTBAR_4_8",255,253,false,6,44,"Kommandomenü 4 - Slot 8"
345,"HOTBAR_4_9",255,253,false,6,45,"Kommandomenü 4 - Slot 9"
346,"HOTBAR_4_0",255,253,false,6,46,"Kommandomenü 4 - Slot 10"
347,"HOTBAR_4_A",255,253,false,6,47,"Kommandomenü 4 - Slot 11"
348,"HOTBAR_4_B",255,253,false,6,48,"Kommandomenü 4 - Slot 12"
349,"HOTBAR_5_1",255,253,false,6,49,"Kommandomenü 5 - Slot 1"
350,"HOTBAR_5_2",255,253,false,6,50,"Kommandomenü 5 - Slot 2"
351,"HOTBAR_5_3",255,253,false,6,51,"Kommandomenü 5 - Slot 3"
352,"HOTBAR_5_4",255,253,false,6,52,"Kommandomenü 5 - Slot 4"
353,"HOTBAR_5_5",255,253,false,6,53,"Kommandomenü 5 - Slot 5"
354,"HOTBAR_5_6",255,253,false,6,54,"Kommandomenü 5 - Slot 6"
355,"HOTBAR_5_7",255,253,false,6,55,"Kommandomenü 5 - Slot 7"
356,"HOTBAR_5_8",255,253,false,6,56,"Kommandomenü 5 - Slot 8"
357,"HOTBAR_5_9",255,253,false,6,57,"Kommandomenü 5 - Slot 9"
358,"HOTBAR_5_0",255,253,false,6,58,"Kommandomenü 5 - Slot 10"
359,"HOTBAR_5_A",255,253,false,6,59,"Kommandomenü 5 - Slot 11"
360,"HOTBAR_5_B",255,253,false,6,60,"Kommandomenü 5 - Slot 12"
361,"HOTBAR_6_1",255,253,false,6,61,"Kommandomenü 6 - Slot 1"
362,"HOTBAR_6_2",255,253,false,6,62,"Kommandomenü 6 - Slot 2"
363,"HOTBAR_6_3",255,253,false,6,63,"Kommandomenü 6 - Slot 3"
364,"HOTBAR_6_4",255,253,false,6,64,"Kommandomenü 6 - Slot 4"
365,"HOTBAR_6_5",255,253,false,6,65,"Kommandomenü 6 - Slot 5"
366,"HOTBAR_6_6",255,253,false,6,66,"Kommandomenü 6 - Slot 6"
367,"HOTBAR_6_7",255,253,false,6,67,"Kommandomenü 6 - Slot 7"
368,"HOTBAR_6_8",255,253,false,6,68,"Kommandomenü 6 - Slot 8"
369,"HOTBAR_6_9",255,253,false,6,69,"Kommandomenü 6 - Slot 9"
370,"HOTBAR_6_0",255,253,false,6,70,"Kommandomenü 6 - Slot 10"
371,"HOTBAR_6_A",255,253,false,6,71,"Kommandomenü 6 - Slot 11"
372,"HOTBAR_6_B",255,253,false,6,72,"Kommandomenü 6 - Slot 12"
373,"HOTBAR_7_1",255,253,false,6,73,"Kommandomenü 7 - Slot 1"
374,"HOTBAR_7_2",255,253,false,6,74,"Kommandomenü 7 - Slot 2"
375,"HOTBAR_7_3",255,253,false,6,75,"Kommandomenü 7 - Slot 3"
376,"HOTBAR_7_4",255,253,false,6,76,"Kommandomenü 7 - Slot 4"
377,"HOTBAR_7_5",255,253,false,6,77,"Kommandomenü 7 - Slot 5"
378,"HOTBAR_7_6",255,253,false,6,78,"Kommandomenü 7 - Slot 6"
379,"HOTBAR_7_7",255,253,false,6,79,"Kommandomenü 7 - Slot 7"
380,"HOTBAR_7_8",255,253,false,6,80,"Kommandomenü 7 - Slot 8"
381,"HOTBAR_7_9",255,253,false,6,81,"Kommandomenü 7 - Slot 9"
382,"HOTBAR_7_0",255,253,false,6,82,"Kommandomenü 7 - Slot 10"
383,"HOTBAR_7_A",255,253,false,6,83,"Kommandomenü 7 - Slot 11"
384,"HOTBAR_7_B",255,253,false,6,84,"Kommandomenü 7 - Slot 12"
385,"HOTBAR_8_1",255,253,false,6,85,"Kommandomenü 8 - Slot 1"
386,"HOTBAR_8_2",255,253,false,6,86,"Kommandomenü 8 - Slot 2"
387,"HOTBAR_8_3",255,253,false,6,87,"Kommandomenü 8 - Slot 3"
388,"HOTBAR_8_4",255,253,false,6,88,"Kommandomenü 8 - Slot 4"
389,"HOTBAR_8_5",255,253,false,6,89,"Kommandomenü 8 - Slot 5"
390,"HOTBAR_8_6",255,253,false,6,90,"Kommandomenü 8 - Slot 6"
391,"HOTBAR_8_7",255,253,false,6,91,"Kommandomenü 8 - Slot 7"
392,"HOTBAR_8_8",255,253,false,6,92,"Kommandomenü 8 - Slot 8"
393,"HOTBAR_8_9",255,253,false,6,93,"Kommandomenü 8 - Slot 9"
394,"HOTBAR_8_0",255,253,false,6,94,"Kommandomenü 8 - Slot 10"
395,"HOTBAR_8_A",255,253,false,6,95,"Kommandomenü 8 - Slot 11"
396,"HOTBAR_8_B",255,253,false,6,96,"Kommandomenü 8 - Slot 12"
