Index,0 [0x3][0x36],1 [0x0][0x0],2 [0x0][0x4],3 [0x3][0x37],4 [0x5][0x30],5 [0x7][0x8],6 [0x5][0x32],7 [0x3][0x38],8 [0x6][0xc],9 [0x6][0x10],10 [0x6][0x14],11 [0x6][0x18],12 [0x6][0x1c],13 [0x6][0x20],14 [0x6][0x24],15 [0x6][0x28],16 [0x6][0x2c],17 [0x3][0x39],18 [0x5][0x34]
107,13,"園芸師：レベル50","園芸師のレベルが50に到達する",5,0,0,38103,3,17,50,0,0,0,0,0,0,0,3,11
108,13,"漁師：レベル10","漁師のレベルが10に到達する",5,0,0,38203,3,18,10,0,0,0,0,0,0,0,3,13
109,13,"漁師：レベル20","漁師のレベルが20に到達する",5,0,0,38203,3,18,20,0,0,0,0,0,0,0,3,14
110,13,"漁師：レベル30","漁師のレベルが30に到達する",5,0,0,38203,3,18,30,0,0,0,0,0,0,0,3,15
111,13,"漁師：レベル40","漁師のレベルが40に到達する",5,0,0,38203,3,18,40,0,0,0,0,0,0,0,3,16
112,13,"漁師：レベル50","漁師のレベルが50に到達する",5,0,0,38203,3,18,50,0,0,0,0,0,0,0,3,17
113,9,"自然の恵みを我が手に","採掘師、園芸師、漁師のすべてのレベルが50に到達する",20,16,0,1068,2,102,107,112,0,0,0,0,0,0,4,8
114,18,"血と汗の対価：ランク1","リーヴの報酬により、累計100ギル獲得する",5,0,0,25919,1,13,100,0,0,0,0,0,0,0,3,0
115,18,"血と汗の対価：ランク2","リーヴの報酬により、累計1,000ギル獲得する",5,0,0,25919,1,13,1000,0,0,0,0,0,0,0,3,0
116,18,"血と汗の対価：ランク3","リーヴの報酬により、累計10,000ギル獲得する",5,0,0,25919,1,13,10000,0,0,0,0,0,0,0,3,0
117,18,"血と汗の対価：ランク4","リーヴの報酬により、累計100,000ギル獲得する",5,0,0,25919,1,13,100000,0,0,0,0,0,0,0,3,0
118,18,"血と汗の対価：ランク5","リーヴの報酬により、累計1,000,000ギル獲得する",5,0,0,25919,1,13,1000000,0,0,0,0,0,0,0,3,0
119,18,"商神ナルザルに愛されし者","リーヴの報酬により、累計10,000,000ギル獲得する",10,11,0,463,1,13,10000000,0,0,0,0,0,0,0,3,0
120,49,"塵も積もれば山となる：ランク1","エネミー討伐時に得られるギルにより、累計1,000ギル獲得する",5,0,0,26001,1,12,1000,0,0,0,0,0,0,0,0,0
121,49,"塵も積もれば山となる：ランク2","エネミー討伐時に得られるギルにより、累計10,000ギル獲得する",5,0,0,26001,1,12,10000,0,0,0,0,0,0,0,0,0
122,49,"塵も積もれば山となる：ランク3","エネミー討伐時に得られるギルにより、累計100,000ギル獲得する",5,0,0,26001,1,12,100000,0,0,0,0,0,0,0,0,0
123,49,"塵も積もれば山となる：ランク4","エネミー討伐時に得られるギルにより、累計1,000,000ギル獲得する",5,0,0,26001,1,12,1000000,0,0,0,0,0,0,0,0,0
124,49,"塵も積もれば山となる：ランク5","エネミー討伐時に得られるギルにより、累計10,000,000ギル獲得する",5,0,0,26001,1,12,10000000,0,0,0,0,0,0,0,0,0
125,49,"筋金入りの武辺者","エネミー討伐時に得られるギルにより、累計100,000,000ギル獲得する",10,12,0,207,1,12,100000000,0,0,0,0,0,0,0,0,0
126,17,"高潔なるテンプラー","テンプラーチェーンコイフ、テンプラーホーバージョン、テンプラーソルレット、テンプラータセットをすべて入手する\n※入手した装備品をすべて着用した状態で、グリダニア旧市街にいる「ジョナサス」に話しかけてください",5,0,0,40039,1,232,0,0,0,0,0,0,0,0,4,1
127,17,"勇猛なるバッカニア","バッカニアトライコーン、バッカニアシャツ、バッカニアブーツ、バッカニアサッシュをすべて入手する\n※入手した装備品をすべて着用した状態で、グリダニア旧市街にいる「ジョナサス」に話しかけてください",5,0,0,40599,1,233,0,0,0,0,0,0,0,0,4,2
128,17,"軽妙なるハーレクイン","ハーレクインキャップ、ハーレクインアクトン、ハーレクインタイツ、ハーレクインベルトをすべて入手する\n※入手した装備品をすべて着用した状態で、グリダニア旧市街にいる「ジョナサス」に話しかけてください",5,0,0,40575,1,234,0,0,0,0,0,0,0,0,4,3
129,17,"古の武器：コルタナ＆ホーリーシールド","クエスト「蘇る古の武器」をコンプリートし、コルタナとホーリーシールドを入手する",10,2,0,30446,6,66656,0,0,0,0,0,0,0,0,4,4
130,17,"古の武器：スファライ","クエスト「蘇る古の武器」をコンプリートし、スファライを入手する",10,3,0,31034,6,66657,0,0,0,0,0,0,0,0,4,5
131,17,"古の武器：ブラビューラ","クエスト「蘇る古の武器」をコンプリートし、ブラビューラを入手する",10,4,0,31440,6,66655,0,0,0,0,0,0,0,0,4,6
132,17,"古の武器：ゲイボルグ","クエスト「蘇る古の武器」をコンプリートし、ゲイボルグを入手する",10,5,0,31842,6,66658,0,0,0,0,0,0,0,0,4,7
133,17,"古の武器：アルテミスの弓","クエスト「蘇る古の武器」をコンプリートし、アルテミスの弓を入手する",10,6,0,32238,6,66661,0,0,0,0,0,0,0,0,4,8
134,17,"古の武器：タイラス","クエスト「蘇る古の武器」をコンプリートし、タイラスを入手する",10,7,0,32626,6,66660,0,0,0,0,0,0,0,0,4,10
135,17,"古の武器：星屑のロッド","クエスト「蘇る古の武器」をコンプリートし、星屑のロッドを入手する",10,8,0,33012,6,66659,0,0,0,0,0,0,0,0,4,11
136,17,"蘇りし古の武器","クエスト「蘇る古の武器」をコンプリートし、コルタナ、ホーリーシールド、スファライ、ブラビューラ、ゲイボルグ、アルテミスの弓、タイラス、星屑のロッド、ウイユヴェール、マダレムジエンを入手する",30,1,0,2502,2,129,130,131,132,133,134,135,597,598,4,14
137,22,"木工職人：素人","木工スキルのレベル1-10のレシピを50回製作する",5,0,0,35001,1,23,50,0,0,0,0,0,0,0,3,1
138,22,"木工職人：見習","木工スキルのレベル11-20のレシピを300回製作する",5,0,0,35001,1,24,300,0,0,0,0,0,0,0,3,2
139,22,"木工職人：徒弟","木工スキルのレベル21-30のレシピを750回製作する",5,0,0,35001,1,25,750,0,0,0,0,0,0,0,3,3
140,22,"木工職人：下級","木工スキルのレベル31-40のレシピを1,500回製作する",5,0,0,35001,1,26,1500,0,0,0,0,0,0,0,3,4
141,22,"木工職人：上級","木工スキルのレベル41-50のレシピを3,000回製作する",10,17,0,35001,1,27,3000,0,0,0,0,0,0,0,3,5
142,22,"木工の匠","アチーブメント「木工職人：素人」「木工職人：見習」「木工職人：徒弟」「木工職人：下級」「木工職人：上級」をすべて達成する",30,0,2326,35010,2,137,138,139,140,141,0,0,0,0,4,6
143,23,"鍛冶職人：素人","鍛冶スキルのレベル1-10のレシピを50回製作する",5,0,0,35106,1,28,50,0,0,0,0,0,0,0,3,1
144,23,"鍛冶職人：見習","鍛冶スキルのレベル11-20のレシピを300回製作する",5,0,0,35106,1,29,300,0,0,0,0,0,0,0,3,2
145,23,"鍛冶職人：徒弟","鍛冶スキルのレベル21-30のレシピを750回製作する",5,0,0,35106,1,30,750,0,0,0,0,0,0,0,3,3
146,23,"鍛冶職人：下級","鍛冶スキルのレベル31-40のレシピを1,500回製作する",5,0,0,35106,1,31,1500,0,0,0,0,0,0,0,3,4
147,23,"鍛冶職人：上級","鍛冶スキルのレベル41-50のレシピを3,000回製作する",10,18,0,35106,1,32,3000,0,0,0,0,0,0,0,3,5
148,23,"鍛冶の匠","アチーブメント「鍛冶職人：素人」「鍛冶職人：見習」「鍛冶職人：徒弟」「鍛冶職人：下級」「鍛冶職人：上級」をすべて達成する",30,0,2353,35110,2,143,144,145,146,147,0,0,0,0,4,6
149,24,"板金職人：素人","板金スキルのレベル1-10のレシピを50回製作する",5,0,0,35203,1,33,50,0,0,0,0,0,0,0,3,1
150,24,"板金職人：見習","板金スキルのレベル11-20のレシピを300回製作する",5,0,0,35203,1,34,300,0,0,0,0,0,0,0,3,2
151,24,"板金職人：徒弟","板金スキルのレベル21-30のレシピを750回製作する",5,0,0,35203,1,35,750,0,0,0,0,0,0,0,3,3
152,24,"板金職人：下級","板金スキルのレベル31-40のレシピを1,500回製作する",5,0,0,35203,1,36,1500,0,0,0,0,0,0,0,3,4
153,24,"板金職人：上級","板金スキルのレベル41-50のレシピを3,000回製作する",10,19,0,35203,1,37,3000,0,0,0,0,0,0,0,3,5
154,24,"板金の匠","アチーブメント「板金職人：素人」「板金職人：見習」「板金職人：徒弟」「板金職人：下級」「板金職人：上級」をすべて達成する",30,0,2378,35209,2,149,150,151,152,153,0,0,0,0,4,6
155,25,"彫金職人：素人","彫金スキルのレベル1-10のレシピを50回製作する",5,0,0,35301,1,38,50,0,0,0,0,0,0,0,3,1
156,25,"彫金職人：見習","彫金スキルのレベル11-20のレシピを300回製作する",5,0,0,35301,1,39,300,0,0,0,0,0,0,0,3,2
157,25,"彫金職人：徒弟","彫金スキルのレベル21-30のレシピを750回製作する",5,0,0,35301,1,40,750,0,0,0,0,0,0,0,3,3
158,25,"彫金職人：下級","彫金スキルのレベル31-40のレシピを1,500回製作する",5,0,0,35301,1,41,1500,0,0,0,0,0,0,0,3,4
159,25,"彫金職人：上級","彫金スキルのレベル41-50のレシピを3,000回製作する",10,20,0,35301,1,42,3000,0,0,0,0,0,0,0,3,5
160,25,"彫金の匠","アチーブメント「彫金職人：素人」「彫金職人：見習」「彫金職人：徒弟」「彫金職人：下級」「彫金職人：上級」をすべて達成する",30,0,2403,35309,2,155,156,157,158,159,0,0,0,0,4,6
161,26,"革細工職人：素人","革細工スキルのレベル1-10のレシピを50回製作する",5,0,0,35404,1,43,50,0,0,0,0,0,0,0,3,1
162,26,"革細工職人：見習","革細工スキルのレベル11-20のレシピを300回製作する",5,0,0,35404,1,44,300,0,0,0,0,0,0,0,3,2
163,26,"革細工職人：徒弟","革細工スキルのレベル21-30のレシピを750回製作する",5,0,0,35404,1,45,750,0,0,0,0,0,0,0,3,3
164,26,"革細工職人：下級","革細工スキルのレベル31-40のレシピを1,500回製作する",5,0,0,35404,1,46,1500,0,0,0,0,0,0,0,3,4
165,26,"革細工職人：上級","革細工スキルのレベル41-50のレシピを3,000回製作する",10,21,0,35404,1,47,3000,0,0,0,0,0,0,0,3,5
166,26,"革細工の匠","アチーブメント「革細工職人：素人」「革細工職人：見習」「革細工職人：徒弟」「革細工職人：下級」「革細工職人：上級」をすべて達成する",30,0,2428,35409,2,161,162,163,164,165,0,0,0,0,4,6
167,27,"裁縫職人：素人","裁縫スキルのレベル1-10のレシピを50回製作する",5,0,0,35501,1,48,50,0,0,0,0,0,0,0,3,1
168,27,"裁縫職人：見習","裁縫スキルのレベル11-20のレシピを300回製作する",5,0,0,35501,1,49,300,0,0,0,0,0,0,0,3,2
169,27,"裁縫職人：徒弟","裁縫スキルのレベル21-30のレシピを750回製作する",5,0,0,35501,1,50,750,0,0,0,0,0,0,0,3,3
170,27,"裁縫職人：下級","裁縫スキルのレベル31-40のレシピを1,500回製作する",5,0,0,35501,1,51,1500,0,0,0,0,0,0,0,3,4
171,27,"裁縫職人：上級","裁縫スキルのレベル41-50のレシピを3,000回製作する",10,22,0,35501,1,52,3000,0,0,0,0,0,0,0,3,5
172,27,"裁縫の匠","アチーブメント「裁縫職人：素人」「裁縫職人：見習」「裁縫職人：徒弟」「裁縫職人：下級」「裁縫職人：上級」をすべて達成する",30,0,2454,35510,2,167,168,169,170,171,0,0,0,0,4,6
173,28,"錬成職人：素人","錬成スキルのレベル1-10のレシピを50回製作する",5,0,0,35604,1,53,50,0,0,0,0,0,0,0,3,1
174,28,"錬成職人：見習","錬成スキルのレベル11-20のレシピを300回製作する",5,0,0,35604,1,54,300,0,0,0,0,0,0,0,3,2
175,28,"錬成職人：徒弟","錬成スキルのレベル21-30のレシピを750回製作する",5,0,0,35604,1,55,750,0,0,0,0,0,0,0,3,3
176,28,"錬成職人：下級","錬成スキルのレベル31-40のレシピを1,500回製作する",5,0,0,35604,1,56,1500,0,0,0,0,0,0,0,3,4
177,28,"錬成職人：上級","錬成スキルのレベル41-50のレシピを3,000回製作する",10,23,0,35604,1,57,3000,0,0,0,0,0,0,0,3,5
178,28,"錬成の匠","アチーブメント「錬成職人：素人」「錬成職人：見習」「錬成職人：徒弟」「錬成職人：下級」「錬成職人：上級」をすべて達成する",30,0,2479,35609,2,173,174,175,176,177,0,0,0,0,4,6
179,29,"調理職人：素人","調理スキルのレベル1-10のレシピを50回製作する",5,0,0,35704,1,58,50,0,0,0,0,0,0,0,3,1
180,29,"調理職人：見習","調理スキルのレベル11-20のレシピを300回製作する",5,0,0,35704,1,59,300,0,0,0,0,0,0,0,3,2
181,29,"調理職人：徒弟","調理スキルのレベル21-30のレシピを750回製作する",5,0,0,35704,1,60,750,0,0,0,0,0,0,0,3,3
182,29,"調理職人：下級","調理スキルのレベル31-40のレシピを1,500回製作する",5,0,0,35704,1,61,1500,0,0,0,0,0,0,0,3,4
183,29,"調理職人：上級","調理スキルのレベル41-50のレシピを3,000回製作する",10,24,0,35704,1,62,3000,0,0,0,0,0,0,0,3,5
184,29,"調理の匠","アチーブメント「調理職人：素人」「調理職人：見習」「調理職人：徒弟」「調理職人：下級」「調理職人：上級」をすべて達成する",30,0,2505,35711,2,179,180,181,182,183,0,0,0,0,4,6
