Index,0 [0x19][0x4],1 [0x0][0x0]
63,false,"いいか、次は無いぞ"
64,false,"ったく、シェーダーは…"
65,false,"…お静かに"
66,false,"ホラ、しゃんとしな！"
67,false,"ひぃ…はぁ…"
68,false,"はぁぁあああっ！"
69,false,"脇を締め…顎をひいて…"
70,false,"腰が高い！"
71,false,"はいっ！"
72,false,"…せいっ！"
73,false,"うぅ…"
74,false,"大丈夫よ"
75,false,"…………"
76,false,"怪我はないみたいだけど…"
77,false,"ふぅむ…"
78,false,"お塩、お塩…"
79,false,"軽さを重視すべきか…？"
80,false,"ええと、つまり…"
81,false,"うう…"
82,false,"…………？"
83,false,"す、すまない…"
84,false,"励ましてくれてるのか？"
85,false,"……♪"
86,false,"次は何を植えようか…"
87,false,"肥料を変えてみたのよ"
88,false,"茎がしっかりしてきたな"
89,false,"道理で！"
90,false,"しっかり育てよ～"
91,false,"おーい、交代だよぉ"
92,false,"あと10分休ませてくれ…"
93,false,"ダメですよ！"
94,false,"つ、つい…"
95,false,"未使用：会話091"
96,false,"御言葉は絶対でございます"
97,false,"ほ、本当なの？"
98,false,"参ったな…"
99,false,"なんてこと…！"
100,false,"お取り次ぎしましょう"
101,false,"行商の安全祈願を…"
102,false,"早く行きましょうよ"
103,false,"そう、焦るな"
104,false,"やっとここまで来たな"
105,false,"…………"
106,false,"精霊様…道士様…！"
107,false,"頭痛がひどくて…"
108,false,"どうかお守りください…"
109,false,"すぐ良くなりますよ"
110,false,"ありがたや…ありがたや…"
111,false,"残念だわぁ。"
112,false,"今年は不作で…"
113,false,"小麦に…ライ麦に…"
114,false,"たまらんなぁ"
115,false,"いい香りねぇ"
116,false,"早いものねぇ"
117,false,"あの霊災から5年とはなぁ"
118,false,"はあぁぁぁ…"
119,false,"よそ者は好かん"
120,false,"カヌ・エ・センナ様のご意向だぞ"
121,false,"…………"
122,false,"…ふぅ"
123,false,"決まりは決まりだ"
124,false,"そこを何とか…"
125,false,"すぐに欲しいのにゃ！"
126,false,"こっちがいいわよぉ"
127,false,"ん～～、こっちじゃない？"
128,false,"…ぷはぁっ！"
129,false,"ふぅむ…見事だ"
130,false,"おい、聞いてんのかよぉ？"
131,false,"んっしょ…んっしょ…"
132,false,"よしよし、いい子ね"
133,false,"てい、ねい、に…っと"
134,false,"上々ですよ"
135,false,"ふむ、大丈夫そうだな"
136,false,"これもステキねぇ"
137,false,"へぇ、こういうのもあるのね"
138,false,"…静かにしてくれないか"
139,false,"Ｚｚｚ…"
140,false,"うーん…"
141,false,"…えいっ！"
142,false,"力みすぎだ"
143,false,"隙をつけば…！"
144,false,"イクサル族を甘く見るな"
145,false,"…ふぅ…"
146,false,"はぁ、はぁ…"
147,false,"もう、へばったのか？"
148,false,"はっ！"
149,false,"はいっ！"
150,false,"…はひ！"
151,false,"引きが甘いわね"
152,false,"どうか、お導きを…"
153,false,"クエッ！"
154,false,"あと100回ッ！"
155,false,"踏み込みが甘いぞ！"
156,false,"Ｚｚｚ…"
157,false,"魔物の仕業か？"
158,false,"新芽がやられちまったよ"
159,false,"クエッ！"
160,false,"次に枝打ちする場所は…。"
161,false,"よーしよし"
162,false,"あとひと息だ"
163,false,"ガッポリにゃ！"
164,false,"到着まで気は抜けん"
165,false,"ったく…"
166,false,"うぃ～ヒック…"
167,false,"精霊様が許すはずがないわ"
168,false,"またアラミゴからか？"
169,false,"む…冒険者か"
170,false,"あれは商人か？それとも…"
171,false,"これより討伐任務を開始する！"
172,false,"うまい仕事はないのか？"
173,false,"またスクウィレルの退治なの？"
174,false,"え～宿、借りられないの？"
175,false,"かしこまりました"
176,false,"名物のハーブティーを頼む"
177,false,"休んだら鍛錬再開だぞ"
178,false,"ぜえ…ぜえ…"
179,false,"アダマンタスに頼みな"
180,false,"1個でいいのにゃ！"
181,false,"こ、これしき…"
182,false,"甲羅のスキマを狙えないか？"
183,false,"うーん…"
184,false,"あの水しぶきは…？"
185,false,"…ふぅ"
186,false,"ふむ、ふむ"
187,false,"ユージニア監視哨では…"
188,false,"警戒をしておこう"
189,false,"…………"
190,false,"北の砦に？"
191,false,"見に行くだけだって"
192,false,"Ｚｚｚ…"
193,false,"…ふぅ"
194,false,"オススメを頼む"
195,false,"川魚のムニエルはいかが？"
196,false,"恐ろしい目に遭った…"
197,false,"もう、大丈夫ですよ"
198,false,"甘ったれるな！"
199,false,"ヒィッ、ハァッ…"
200,false,"でね、それがまた…"
201,false,"はい、はい"
202,false,"かなりやばそうだぜ"
203,false,"あぁ…"
204,false,"またー？"
205,false,"ま～た勝手に貼って…"
206,false,"ふい～！"
207,false,"まぁそう焦んなよぉ"
208,false,"お手並み拝見だな"
209,false,"う～ん…"
210,false,"…フン"
211,false,"悪くないぜ"
212,false,"報酬はどう？"
213,false,"ヒヒ…金貸しに用かい？"
214,false,"俺もコロセウムの試合見てぇ…"
215,false,"今日も熱いカードだねぇ"
216,false,"持ってくかぁ"
217,false,"よっ…"
218,false,"あわわ…"
219,false,"フットワークが遅い！"
220,false,"473番です"
221,false,"はぁっ、はぁっ…"
222,false,"次の作品のイメージはね…"
223,false,"俺も、いつかは…"
224,false,"素晴らしいアイデアだ"
225,false,"銀鉱の質がイマイチなんだ"
226,false,"そこで俺のカードがな…"
227,false,"すごーい！"
228,false,"素敵…"
229,false,"破壊、破壊、破壊…"
230,false,"ザル神に祈りを…"
231,false,"来世こそ幸せになりてぇだ…"
232,false,"寄付ならいくらでも…"
233,false,"豪華な葬儀にしたいんだ"
234,false,"採掘師ギルドに文句言うかぁ"
235,false,"クエェ…"
236,false,"さあ、キレイにしてやるぞ"
237,false,"今日の対戦カードはこちら！"
238,false,"今日の目玉はこいつだ！"
239,false,"人間戦車ゲオルクかぁ！"
240,false,"ここから先は行動に気をつけろ"
241,false,"いいなぁ…"
242,false,"プレゼントに最適ですわ"
243,false,"一袋貰おうかのう"
244,false,"ありがとうございます！"
245,false,"そうだなぁ…"
246,false,"新作モチーフの発表です"
247,false,"見てって見てってー"
248,false,"さあさ見てらっしゃい！"
249,false,"すごーい！"
250,false,"あははは！！"
251,false,"ウフフ♪"
252,false,"不思議な尻尾ねぇ"
253,false,"買っちゃった～！"
254,false,"え～いいな～！"
255,false,"ちょっとちょっと"
256,false,"また買いすぎちゃった！"
257,false,"上物だ！ 勉強するよ！"
258,false,"ひぃ～"
259,false,"まだまだ行けるわよ！"
260,false,"こりゃ掘り出し物だな"
261,false,"うんと、えっと…"
262,false,"静粛にするよう"
263,false,"ロロリト様ったらね…"
264,false,"これは珍しい…"
265,false,"さすがですわ～"
266,false,"希代の古書だよ！"
267,false,"実験もほどほどにな"
268,false,"ラウバーン様のおかげだ"
269,false,"さすがだな"
270,false,"お目が高い！"
271,false,"あらぁ…"
272,false,"ま、まだですかぁ？"
273,false,"武具の名店だよ！"
274,false,"お見立てしますよ！"
275,false,"流行の発信地ですのよ"
276,false,"タランチュラを調合するのか…"
277,false,"強力な毒になるんだ"
278,false,"なるほどね…"
279,false,"交代は、まだかなあ…"
280,false,"魔物には気をつけるんだぞ"
281,false,"まずは濁水よ"
282,false,"まだかー？"
283,false,"賑やかだねぇ"
284,false,"そうだねぇ"
285,false,"ダメダメ！"
286,false,"お菓子買ってよ～"
287,false,"くず鉄、くず鉄…"
288,false,"…………"
289,false,"異常な～し！"
290,false,"誰も気にしねーだろ"
291,false,"騒ぎは起こすなよ"
292,false,"いいぞ、ねーちゃん！"
293,false,"ヒュー、ヒュー！"
294,false,"そろそろ行くか"
295,false,"ああ…"
296,false,"ヘヘ…すいやせん"
297,false,"またてめぇか！"
298,false,"タノシイタノシイ☆遊技場◎デス"
299,false,"廃棄物が増えたわね"
300,false,"俺がお前をたおーす！"
301,false,"ハッ　笑わせるねぇ"
302,false,"貧民どもを連れてくんなよ？"
303,false,"この通りは注意しろよ"
304,false,"やれやれー！"
305,false,"未使用：荒：会話00104"
306,false,"あはは！"
307,false,"肩が、どうもな…"
308,false,"イヒヒヒ…"
309,false,"イヒッ…"
310,false,"相手の目をよく見ろ…"
311,false,"呪術とは～つまり…"
312,false,"クク…なるほど"
313,false,"俺の呪具はっと…"
314,false,"嫌いな奴がいてさ…"
315,false,"呪術による破壊を…"
316,false,"破壊による浄化を…"
317,false,"そいつはいい…"
318,false,"家ごと破壊してね…"
319,false,"せいやっ！"
320,false,"ウルダハって野蛮ね"
321,false,"どこが壊れてるのかしら…"
322,false,"さっさと行きな…"
323,false,"安い労働者はいないかねぇ"
324,false,"早く行きましょう…"
325,false,"どうかお恵みを…"
326,false,"いたた…"
327,false,"く～るくるくる…"
328,false,"トントンよっと…"
329,false,"う～んほんとね"
330,false,"すこし身幅が小さい"
331,false,"特別に仕立ててもらったの"
332,false,"ステキ～"
333,false,"こちらは裁縫師ギルドです"
334,false,"情けねぇなぁ！"
335,false,"うぃ～っ…"
336,false,"う～ん…"
337,false,"ふんふ～ん♪"
338,false,"そこの現場が大変でな…"
339,false,"…ひっく"
340,false,"金のチェーンは…"
341,false,"…ふぅ"
342,false,"…話しかけないでね"
343,false,"彫キキキ★ガガ※※"
344,false,"切っ先まで集中しろ！"
345,false,"こっちはコロセウムの控え室だ"
346,false,"はぁ、はぁ…"
347,false,"肘が下がり過ぎだ"
348,false,"早くしないと売り切れだ！"
349,false,"これが名物コロセウムか…"
350,false,"いい薬にな～れ…"
351,false,"つまりこの配合は…"
352,false,"Zzz…"
353,false,"また実験で夜更かし～？"
354,false,"熱はあるのか？"
355,false,"うちの子が風邪ひいちゃって"
356,false,"ほんとに～？"
357,false,"惚れ薬を調合するの！"
358,false,"あ、あれ～？"
359,false,"ここから先は王宮よ"
360,false,"ワシが考えるに…"
361,false,"金、くれねえか？"
362,false,"できるだけ水で薄めよう"
363,false,"ざまぁみろ！"
364,false,"あ？　お前はすっこんでろ！"
365,false,"テメーは関係ねぇんだよ"
366,false,"未使用"
367,false,"ハッ、隊長殿！"
368,false,"お前もそう思う？"
369,false,"鉱石の量増えすぎじゃね？"
370,false,"そうは言われましても…"
371,false,"未使用"
372,false,"もっと早くできないのか？"
373,false,"未使用"
374,false,"じゃ、頼んだよ"
375,false,"足りない…またキキルンか？"
376,false,"未使用"
377,false,"冒険者か…"
378,false,"未使用"
379,false,"大きくな～れ♪"
380,false,"西方、異常あり！！"
381,false,"は～い、お水ですよ～♪"
382,false,"それでね…"
383,false,"西方、異常なし"
384,false,"もーちょっとー"
385,false,"もー、早く行くぞ！"
386,false,"1杯10ギル！"
387,false,"お腹すいた…"
388,false,"オラ！有名に！なるだ！"
389,false,"…仕事くれ"
390,false,"もう、夢も希望も…"
391,false,"いただきますよーっと"
392,false,"未使用"
393,false,"…Ｚｚｚ…"
394,false,"…ごほんごほん"
395,false,"なるほど…"
396,false,"まだかなぁ～"
397,false,"またナナワ銀山？"
398,false,"ピカピカ◎彫金師ギルド☆デス"
399,false,"よくできとるな…"
400,false,"ここから先は政庁層だ"
401,false,"まぁ、いいじゃない"
402,false,"東アルデナード商会が…"
403,false,"仕入れを急いだほうがいい"
404,false,"そしたら召使いがなぁ…"
405,false,"ウフフ"
406,false,"しばらく帰れないんだ"
407,false,"調合はもっと慎重に！"
408,false,"ふむふむ…"
409,false,"フーン"
410,false,"ふーん"
411,false,"大きなルビーの原石がね…"
412,false,"見回りに行くか"
413,false,"だからお前は…"
414,false,"獣くせぇな、この酒…"
415,false,"ち、ちょっと待とうか…"
416,false,"いたた…"
417,false,"…げほげほ"
418,false,"お願いします"
419,false,"仕事欲しいなぁ…"
420,false,"未使用"
421,false,"無理よ、絶対"
422,false,"ウルダハで仕事を探せば…"
423,false,"未使用"
424,false,"ここは、ブラックブラッシュだ"
425,false,"はいはい…"
426,false,"お腹をすかせた子が…"
427,false,"未使用"
428,false,"おう、金はあんのかい？"
429,false,"古傷が痛むんだ"
430,false,"買ってけ買ってけ"
431,false,"…ハラヘッタ"
432,false,"未使用"
433,false,"いつもそう…"
434,false,"ここは、都市ウルダハだぜ"
435,false,"よう、おかえり"
436,false,"よっ…"
437,false,"また実験失敗したの？"
438,false,"さあいらっしゃい！"
439,false,"安売りだ！"
440,false,"そろそろ帰ろうかしらね"
441,false,"ママ疲れたー"
442,false,"ちょっと休んでいくか"
443,false,"えーと、あとは…"
444,false,"ふぃ～"
445,false,"クズ石の処分かぁ"
446,false,"めんどうだなぁ"
447,false,"未使用"
448,false,"鉱石詰めすぎだろっ！"
449,false,"使える部分次第だなぁ"
450,false,"凄く大きい銀鉱よ"
451,false,"うんしょっ…と"
452,false,"未使用：荒：会話00251"
453,false,"未使用"
454,false,"そこで俺の斧がズバッと！"
455,false,"へっぴり腰のくせに…"
456,false,"未使用"
457,false,"そうだな…"
458,false,"未使用"
459,false,"すごいすごい！"
460,false,"ムグムグ…"
461,false,"未使用"
462,false,"まだまだっ！"
463,false,"実戦でできればねぇ…"
464,false,"す、すみません…"
465,false,"これだから冒険者は"
466,false,"いい話が…"
467,false,"本当か？"
468,false,"この先はウルダハ都市内だ"
469,false,"騒ぎを起こすなよ"
470,false,"東回りでいくか"
471,false,"西回りにしよう"
472,false,"未使用"
473,false,"仕事の邪魔はするなよ"
474,false,"街で一杯やりたいぜ"
475,false,"街道を行くとシルバーバザーよ"
476,false,"ラプトル運送だ！"
477,false,"よし…よしっと"
478,false,"腹へってきたな"
479,false,"街道の様子は…"
480,false,"未使用480"
481,false,"未使用481"
482,false,"未使用482"
483,false,"えっ、こんなに頼んだか？"
484,false,"どうぞご利用を！"
485,false,"ホントかよ？"
486,false,"未使用486"
487,false,"未使用487"
488,false,"今です！　今出ました！　"
489,false,"未使用489"
490,false,"め、目がまわる…"
491,false,"これでよし、と"
492,false,"未使用492"
493,false,"未使用493"
494,false,"また引っ越したって"
495,false,"どんどん人が…"
496,false,"…店はやってないぜ"
497,false,"未使用：荒：会話00296"
498,false,"…店はやってないぜ"
499,false,"未使用：荒：会話00298"
500,false,"未使用：荒：会話00299"
501,false,"未使用：荒：会話00300"
502,false,"わ、わ、何事ですかぁ！？"
503,false,"ぐ、ぐぅ…"
504,false,"はぁ、はぁ…"
505,false,"ド、ドックを頼む…"
506,false,"にゃっ大変だにゃー"
507,false,"ヴィ、ヴィクトリー号がぁ…"
508,false,"か、海賊どもが…"
509,false,"ひぃぃ助けてくれぇー"
510,false,"こりゃやばい！"
511,false,"ちょっと…補給…"
512,false,"未使用：海：会話00011"
513,false,"未使用：海：会話00012"
514,false,"未使用：海：会話00013"
515,false,"助かります"
516,false,"未使用：海：会話00015"
517,false,"未使用：海：会話00016"
518,false,"未使用：海：会話00017"
519,false,"デッカイ夢だな"
520,false,"未使用：海：会話00019"
521,false,"お頭を目指してんだ"
522,false,"何でもやるよ"
523,false,"未使用：海：会話00022"
524,false,"未使用：海：会話00023"
525,false,"未使用：海：会話00024"
526,false,"未使用：海：会話00025"
527,false,"材木は船の要…"
528,false,"未使用：海：会話00027"
529,false,"未使用：海：会話00028"
530,false,"異常なし…"
531,false,"未使用：海：会話00030"
532,false,"未使用：海：会話00031"
533,false,"未使用：海：会話00032"
534,false,"未使用：海：会話00033"
535,false,"広い～！"
536,false,"受付はっ、と…"
537,false,"また新入りか…"
538,false,"未使用：海：会話00037"
539,false,"船体の曲線がたまらない"
540,false,"べっぴんな船だ"
541,false,"未使用：海：会話00040"
542,false,"未使用：海：会話00041"
543,false,"未使用：海：会話00042"
544,false,"未使用：海：会話00043"
545,false,"やだ、生乾き…"
546,false,"ネズミめっ！"
547,false,"また、かじられた"
548,false,"未使用：海：会話00047"
549,false,"木釘が届いたぞ～"
550,false,"使いようだ"
551,false,"最近の新入りってやつぁ…"
552,false,"がってんだ"
553,false,"小屋に運び込め"
554,false,"どれも新鮮ですよ"
555,false,"エールはいかがかね！？"
556,false,"すぐ治るさ"
557,false,"作業中に火傷だって？"
558,false,"タールは十分だな"
559,false,"次の船は…"
560,false,"さっさと運んじまうぞ"
561,false,"未使用：海：会話00060"
562,false,"未使用：海：会話00061"
563,false,"修繕依頼ですか？"
564,false,"今日は運休よ"
565,false,"修繕ばっかり"
566,false,"また！？"
567,false,"視線を感じる…"
568,false,"未使用：海：会話00067"
569,false,"未使用：海：会話00068"
570,false,"未使用：海：会話00069"
571,false,"未使用：海：会話00070"
572,false,"見かけない船だな…"
573,false,"干し肉が人気よ"
574,false,"力仕事だからね"
575,false,"ヤロウまた遅刻か"
576,false,"根性なさすぎ"
577,false,"無理しすぎだ"
578,false,"海に癒される…"
579,false,"未使用：海：会話00078"
580,false,"未使用：海：会話00079"
581,false,"未使用：海：会話00080"
582,false,"肌が荒れちゃう"
583,false,"俺も…"
584,false,"今日も夜勤さ"
585,false,"未使用：海：会話00084"
586,false,"どの子を使おうかしら…"
587,false,"未使用：海：会話00086"
588,false,"未使用：海：会話00087"
589,false,"未使用：海：会話00088"
590,false,"未使用：海：会話00089"
591,false,"未使用：海：会話00090"
592,false,"未使用：海：会話00091"
593,false,"どいた、どいた"
594,false,"未使用：海：会話00093"
595,false,"未使用：海：会話00094"
596,false,"未使用：海：会話00095"
597,false,"未使用：海：会話00096"
598,false,"未使用：海：会話00097"
599,false,"未使用：海：会話00098"
600,false,"未使用：海：会話00099"
601,false,"未使用：海：会話00100"
602,false,"未使用：海：会話00101"
603,false,"未使用：海：会話00102"
604,false,"未使用：海：会話00103"
605,false,"未使用：海：会話00104"
606,false,"この荷は臭う…"
607,false,"まだ、まだ、あるな…"
608,false,"くっそ！"
609,false,"うっ、足りない…"
610,false,"未使用：海：会話00109"
611,false,"未使用：海：会話00110"
612,false,"未使用：海：会話00111"
613,false,"あ～だりぃ～"
614,false,"とれねえなあ"
615,false,"不味い酒だ"
616,false,"仕事さえあれば…"
617,false,"何が悪いってんだ"
618,false,"迷惑なの！"
619,false,"うむ、うむ"
620,false,"金を積めば余裕さ"
621,false,"いけるか？"
622,false,"未使用622"
623,false,"ふう…はあ…"
624,false,"未使用624"
625,false,"未使用625"
626,false,"やなこった"
627,false,"もう一勝負！"
628,false,"準備はできてる？"
629,false,"この先は閉鎖中だ"
630,false,"その服どこのブランド？"
631,false,"いいでしょ？"
632,false,"それくらい私だって！"
633,false,"確か小銭が…"
634,false,"未使用634"
635,false,"…お前もか"
636,false,"他で商売やろうぜ"
637,false,"残り少なくなったわね…"
638,false,"未使用638"
639,false,"汚い手で家具に触るなよ"
640,false,"未使用640"
641,false,"お…お？"
642,false,"画期的な工法で…"
643,false,"視察中だ"
644,false,"邪魔をするなよ"
645,false,"だから金持ちは…"
646,false,"しっ、黙っとけ"
647,false,"音が頭に響く…"
648,false,"すぐに慣れる"
649,false,"未使用649"
650,false,"ふむ…"
651,false,"未使用651"
652,false,"少し遅くないか？"
653,false,"ぼやぼやしてるな"
654,false,"わ、わかってるよ"
655,false,"やっと一服だ"
656,false,"歯車掃除も楽じゃねえや"
657,false,"話が違う！"
658,false,"ん？妙に軽いな？"
659,false,"だいぶガタがきてるな"
660,false,"どこ置くんスかァ～？"
661,false,"ぐぬぬぬぬぬぬ"
662,false,"取引は終わりだ"
663,false,"注文通りですよ"
664,false,"未使用664"
665,false,"歪みはないな？"
666,false,"未使用666"
667,false,"未使用667"
668,false,"それでなぁ…"
669,false,"またオメェは…"
670,false,"ふんふ～ん♪"
671,false,"約束が違う"
672,false,"もう一声！"
673,false,"未使用673"
674,false,"未使用674"
675,false,"未使用：荒：会話00363"
676,false,"えーっと…"
677,false,"どこいったかなぁ…"
678,false,"船、来ないな"
679,false,"ふごー…"
680,false,"未使用"
681,false,"やめとけって"
682,false,"コブラン怖くて採掘師できるか！"
683,false,"どうなっちまったんだ？"
684,false,"奥は危険だ"
685,false,"景気がいいねェ"
686,false,"一ケタ間違えちゃったかも…"
687,false,"クー…クー…"
688,false,"異常なし…たぶん"
689,false,"魔物がこっち来ませんように"
690,false,"安いよ、安いよ！"
691,false,"買い逃すと損するよ！"
692,false,"アンタ、許可とってんのか？"
693,false,"焦るなって"
694,false,"機械油臭せェ！"
695,false,"あれ、荷物が足りないぞ？"
696,false,"ふんぬぬぬぬ！"
697,false,"いいじゃん、ケチ～！"
698,false,"お前の心がけ次第だ"
699,false,"で、ブツはいつ届くんだ？"
700,false,"愚痴は掘った穴に叫べよ"
701,false,"銅山は閉鎖かねェ…"
702,false,"考古学はロマンなのよ！"
703,false,"未使用"
704,false,"遺跡の調査に戻りたい…"
705,false,"また始まった…"
706,false,"申告漏れは許さないわよん"
707,false,"未使用"
708,false,"ここに署名だ"
709,false,"検品の受付は奥だ"
710,false,"未使用710"
711,false,"これじゃ鼻血もでねェよ"
712,false,"未使用"
713,false,"一列に並べ！"
714,false,"未使用"
715,false,"長旅ごくろうさん"
716,false,"未使用"
717,false,"未使用"
718,false,"未使用"
719,false,"給料分は守ってやるか"
720,false,"はぁ～ちょっと一休み"
721,false,"盛況、盛況！"
722,false,"代表者が中に入れ"
723,false,"小役人め…偉そうに"
724,false,"クェッ？"
725,false,"さて、そろそろ出発か"
726,false,"いいチョコボだなあ"
727,false,"未使用"
728,false,"これでよし、と……"
729,false,"関税高ェよ！"
730,false,"…ふぅ"
731,false,"未使用710"
732,false,"…ぐー…"
733,false,"この様式は…"
734,false,"なるべく丁寧に扱いたまえ"
735,false,"ベラフディア時代の遺跡か"
736,false,"考古学って案外地味だなァ"
737,false,"おおっ、これはもしや…"
738,false,"うわ、苔がヌルヌルだ"
739,false,"こんな調査が金になるのかねェ"
740,false,"き、君だよ…"
741,false,"何釣るつもり？"
742,false,"せめて晩飯を…"
743,false,"雑魚ばっかだな"
744,false,"あと半日ってとこかな"
745,false,"あいつら、追っ払ってやる！"
746,false,"そんな勇気もないクセに"
747,false,"次の漁までもつかしら…"
748,false,"おなかへったー"
749,false,"昔は立派な網元だったんだがな"
750,false,"くそ、エサをもってかれた"
751,false,"チンケな漁村だぜ"
752,false,"潮時ってヤツだな"
753,false,"出稼ぎに行こうと思うの"
754,false,"未使用"
755,false,"未使用"
756,false,"不味い肉だぜ"
757,false,"きゃはははははは！"
758,false,"酒だよ、酒もってきな！"
759,false,"未使用：荒：会話00447"
760,false,"未使用：荒：会話00448"
761,false,"未使用：荒：会話00449"
762,false,"未使用：荒：会話00450"
763,false,"未使用：荒：会話00451"
764,false,"未使用：荒：会話00452"
765,false,"未使用：荒：会話00453"
766,false,"未使用：荒：会話00454"
767,false,"未使用：荒：会話00455"
768,false,"未使用：荒：会話00456"
769,false,"未使用：荒：会話00457"
770,false,"未使用：荒：会話00458"
771,false,"未使用：荒：会話00459"
772,false,"未使用：荒：会話00460"
773,false,"異常なし！"
774,false,"未使用：荒：会話00462"
775,false,"未使用：荒：会話00463"
776,false,"珍しい酒沢山あるぜ"
777,false,"未使用：荒：会話00465"
778,false,"未使用：荒：会話00466"
779,false,"未使用：荒：会話00467"
780,false,"未使用：荒：会話00468"
781,false,"未使用：荒：会話00469"
782,false,"未使用：荒：会話00470"
783,false,"未使用：荒：会話00471"
784,false,"未使用：荒：会話00472"
785,false,"ぬお～！"
786,false,"未使用：荒：会話00474"
787,false,"未使用：荒：会話00475"
788,false,"未使用：荒：会話00476"
789,false,"次はラノシアオレンジをだな"
790,false,"え～…"
791,false,"未使用：荒：会話00479"
792,false,"未使用：荒：会話00480"
793,false,"未使用：荒：会話00481"
794,false,"もう間もなくになります"
795,false,"次の出航はいつかしら？"
796,false,"未使用：荒：会話00484"
797,false,"未使用：荒：会話00485"
798,false,"未使用：荒：会話00486"
799,false,"未使用：荒：会話00487"
800,false,"未使用：荒：会話00488"
801,false,"未使用：荒：会話00489"
802,false,"未使用：荒：会話00490"
803,false,"未使用：荒：会話00491"
804,false,"すごいでしょ！"
805,false,"未使用：荒：会話00493"
806,false,"未使用：荒：会話00494"
807,false,"未使用：荒：会話00495"
808,false,"未使用：荒：会話00496"
809,false,"未使用：荒：会話00497"
810,false,"未使用：荒：会話00498"
811,false,"未使用：荒：会話00499"
812,false,"未使用：荒：会話00500"
813,false,"未使用：荒：会話00501"
814,false,"未使用：荒：会話00502"
815,false,"未使用：荒：会話00503"
816,false,"未使用：荒：会話00504"
817,false,"未使用：荒：会話00505"
818,false,"未使用：荒：会話00506"
819,false,"未使用：荒：会話00507"
820,false,"未使用：荒：会話00508"
821,false,"未使用：荒：会話00509"
822,false,"未使用：荒：会話00510"
823,false,"未使用：荒：会話00511"
824,false,"未使用：荒：会話00512"
825,false,"未使用：荒：会話00513"
826,false,"未使用：荒：会話00514"
827,false,"未使用：荒：会話00515"
828,false,"未使用：荒：会話00516"
829,false,"未使用：荒：会話00517"
830,false,"未使用：荒：会話00518"
831,false,"未使用：荒：会話00519"
832,false,"未使用：荒：会話00520"
833,false,"未使用：荒：会話00521"
834,false,"未使用：荒：会話00522"
835,false,"未使用：荒：会話00523"
836,false,"なあ、金貸してくれよ"
837,false,"働く気はあんだけどなァ"
838,false,"フヒヒ、夢想花ちゃぁ～ん"
839,false,"チッ、ゴミばっかかよ"
840,false,"アンタ、キヴロンの仲間？"
841,false,"腹へったなァ"
842,false,"未使用"
843,false,"未使用"
844,false,"どうでもいい…何もかも"
845,false,"末端価格は…"
846,false,"未使用"
847,false,"未使用"
848,false,"未使用"
849,false,"や、やましいことはしてないぜ"
850,false,"未使用850"
851,false,"きちーなぁ…"
852,false,"背中が痛え"
853,false,"腰がはいっとらん！"
854,false,"未使用854"
855,false,"未使用855"
856,false,"水あびしてぇ！"
857,false,"もっと奥まで…"
858,false,"ガスに気をつけろ"
859,false,"飲み過ぎた…"
860,false,"未使用860"
861,false,"未使用861"
862,false,"肉がもうないぞ"
863,false,"未使用863"
864,false,"あぁ…"
865,false,"先は危険地帯だ"
866,false,"未使用866"
867,false,"未使用867"
868,false,"未使用868"
869,false,"未使用869"
870,false,"肩が凝っちまうぜ"
