Index,0 [0x7][0x8],1 [0x7][0xc],2 [0x7][0x10],3 [0x7][0x14],4 [0x5][0x18],5 [0x5][0x1a],6 [0x5][0x1c],7 [0x5][0x1e],8 [0x19][0x20],9 [0x0][0x0],10 [0x0][0x4]
131093,4158069,0,0,0,1,1,0,0,false,"「2F：冒険者ギルド「溺れた海豚亭」」へ行く","「2F：冒険者ギルド「溺れた海豚亭」」へ移動しますか？"
131094,4161445,0,0,0,1,1,0,0,false,"「1F：ブルワークホール」へ行く","「1F：ブルワークホール」へ移動しますか？"
131095,4164411,0,0,0,1,1,0,0,false,"「4F：ウルダハ・ランディング」へ行く","「4F：ウルダハ・ランディング」へ移動しますか？"
131096,4164414,0,0,0,1,1,0,0,false,"「2F：政庁層」へ行く","「2F：政庁層」へ移動しますか？"
131097,4164413,0,0,0,1,1,0,0,false,"「1F：ルビーロード国際市場」へ行く","「1F：ルビーロード国際市場」へ移動しますか？"
131098,4087066,590451,590452,0,8,1,0,0,false,"","「銀冑団総長室」に入りますか？"
131099,4165046,590611,0,0,1,1,0,0,false,"","該当エリアへ移動しますか？"
131100,4165037,590610,0,0,1,1,0,0,false,"","水辺から脱出しますか？"
131101,4103382,0,590530,590453,9,1,227,232,true,"「グリダニア」へ行く","「グリダニア」へ移動しますか？\n運賃：120ギル"
131102,4103399,0,590530,590453,9,1,227,230,true,"「リムサ・ロミンサ」へ行く","「リムサ・ロミンサ」へ移動しますか？\n運賃：120ギル"
131103,4103339,0,589916,590454,9,1,231,228,true,"「ウルダハ」へ行く","「ウルダハ」へ移動しますか？\n運賃：120ギル"
131104,4103399,0,589916,590454,9,1,231,230,true,"「リムサ・ロミンサ」へ行く","「リムサ・ロミンサ」へ移動しますか？\n運賃：120ギル"
131105,4103339,0,590531,590455,9,1,229,228,true,"「ウルダハ」へ行く","「ウルダハ」へ移動しますか？\n運賃：120ギル"
131106,4103382,0,590531,590455,9,1,229,232,true,"「グリダニア」へ行く","「グリダニア」へ移動しますか？\n運賃：120ギル"
131107,4165398,0,591076,590456,10,1,235,234,true,"","「リムサ・ロミンサ」へ移動しますか？\n運賃：80ギル"
131108,4165376,0,591077,590457,10,1,233,236,true,"","「ベスパーベイ」へ移動しますか？\n運賃：80ギル"
131109,4165794,590514,590515,590622,11,1,0,0,false,"「エールポート」へ行く","「エールポート」へ移動しますか？\n運賃：40ギル"
131110,4165749,590516,590517,590623,11,1,0,0,false,"「リムサ・ロミンサ」へ行く","「リムサ・ロミンサ」へ移動しますか？\n運賃：40ギル"
131111,4165755,590518,590519,590624,12,1,0,0,false,"「コスタ・デル・ソル」へ行く","「コスタ・デル・ソル」へ移動しますか？\n運賃：40ギル"
131112,4165749,590520,590521,590625,12,1,0,0,false,"「リムサ・ロミンサ」へ行く","「リムサ・ロミンサ」へ移動しますか？\n運賃：40ギル"
131113,4165801,590510,0,590511,13,1,0,0,false,"「ジジルン交易商店」へ行く","「ジジルン交易商店」へ移動しますか？\n運賃：40ギル"
131114,4165797,590512,0,590513,13,1,0,0,false,"「メメルン交易商店」へ行く","「メメルン交易商店」へ移動しますか？\n運賃：40ギル"
131115,4165794,590522,590626,590628,14,1,0,0,false,"「エールポート」へ行く","「エールポート」へ移動しますか？\n運賃：40ギル"
131116,4165877,590523,590627,590629,14,1,0,0,false,"「キャンドルキープ埠頭」へ行く","「キャンドルキープ埠頭」へ移動しますか？\n運賃：40ギル"
131117,1317627,590524,590525,0,15,1,0,0,false,"「白狼門（はくろうもん）」の外へ行く","「白狼門（はくろうもん）」から出ますか？"
131118,1317561,590529,590526,0,15,1,0,0,false,"","「グリダニア」へ入りますか？"
131119,4165759,590527,0,590630,16,1,0,0,false,"「レインキャッチャー」へ行く","「レインキャッチャー」へ移動しますか？\n運賃：40ギル"
131120,4165758,590528,0,590631,16,1,0,0,false,"「隠れ滝」へ行く","「隠れ滝」へ移動しますか？\n運賃：40ギル"
131121,3877982,590535,590536,0,19,1,0,0,false,"「不語仙の座卓」へ行く","「不語仙の座卓」へ移動しますか？"
131122,4146949,590563,0,0,20,1,0,0,false,"「アドミラルブリッジ：提督室」へ行く","「アドミラルブリッジ：提督室」へ移動しますか？"
131123,4169071,0,0,0,1,1,0,0,false,"","「アドミラルブリッジ：提督室」から出ますか？"
131124,4190590,0,0,0,2,2,0,0,false,"",""
131125,4189532,0,0,0,2,2,0,0,false,"",""
131126,4165939,590603,0,0,1,1,0,0,false,"","「ミノタウロスマルム」へ移動しますか？"
131127,4165935,590604,0,0,1,1,0,0,false,"","「ナルの祠」へ移動しますか？"
131128,4103339,590607,0,0,1,1,0,0,false,"","「ラウンジ」へ戻りますか？"
131129,4103382,590608,0,0,1,1,0,0,false,"","「ラウンジ」へ戻りますか？"
131130,4103399,590609,0,0,1,1,0,0,false,"","「ラウンジ」へ戻りますか？"
131131,4264415,590632,0,0,1,1,0,0,false,"｢ウルヴズジェイル｣へ行く","「ウルヴズジェイル」へ移動しますか？"
131132,4264426,590633,0,0,1,1,0,0,false,"｢モラビー造船廠｣へ行く","「モラビー造船廠」へ移動しますか？"
131133,4165794,590634,0,0,1,1,0,0,false,"「エールポート」へ行く","「エールポート」へ移動しますか？"
131134,4264587,590635,590636,590637,22,1,0,0,false,"「幻影諸島」へ行く","「幻影諸島」へ移動しますか？\n運賃：40ギル"
131135,4165794,0,0,0,1,1,0,0,false,"「エールポート」へ行く","「エールポート」へ移動しますか？"
131136,4264605,590638,590639,590640,23,1,0,0,false,"「海蛇の巣穴」へ行く","「海蛇の巣穴」へ移動しますか？\n運賃：40ギル"
131137,4321669,0,0,0,1,1,0,0,false,"","「隠された工房」から出ますか？"
131138,4102803,590843,0,0,1,1,0,0,false,"","グリダニアへ移動しますか？"
131139,4332112,0,0,0,1,1,0,0,false,"","「大迷宮バハムート：邂逅編」から退出しますか？"
131140,4332121,0,0,0,1,1,0,390,false,"","「大迷宮バハムート：邂逅編」から退出しますか？"
131141,4331241,0,0,0,1,1,389,0,false,"","作動させますか？"
131142,4498658,0,0,0,1,1,0,0,false,"","「暁の間」へ入りますか？"
131143,4498656,0,0,0,1,1,0,0,false,"","「暁の間」から出ますか？"
131144,4498659,0,0,0,1,1,0,0,false,"","「石の家」へ入りますか？"
131145,4498857,0,0,0,1,1,0,0,false,"","「石の家」から出ますか？"
131146,4506602,0,0,0,1,1,0,0,false,"","「八剣士の前庭」へ入りますか？"
131147,4506605,0,0,0,1,1,0,0,false,"","「八剣士の前庭」から出ますか？"
131148,0,0,0,0,1,6,0,0,false,"","「ハウス」へ入りますか？"
131149,0,0,0,0,1,7,0,0,false,"","「ハウス」から出ますか？"
131150,4549235,591149,0,0,1,1,0,0,false,"",""
131151,4549391,591150,0,0,1,1,0,0,false,"",""
131152,4618997,0,0,0,1,1,0,0,false,"","「第13洞穴団の錬金工房」から出ますか？"
131153,4629135,0,0,0,1,1,0,0,false,"","「ノォヴの育成地」に戻りますか？ "
131154,4629135,0,0,0,1,1,0,0,false,"","「ノォヴの育成地」に戻りますか？ "
131155,4629135,0,0,0,1,1,0,0,false,"","「ノォヴの育成地」に戻りますか？ "
131156,4629135,0,0,0,1,1,0,0,false,"","「ノォヴの育成地」に戻りますか？ "
131157,4629135,0,0,0,1,1,0,0,false,"","「ノォヴの育成地」に戻りますか？ "
131158,4549235,591254,591260,0,24,1,0,0,false,"「ラベンダーベッド」へ行く",""
131159,1381038,591255,591261,0,24,1,0,0,false,"",""
131160,4664433,591256,591262,0,25,1,0,0,false,"「ミスト・ヴィレッジ」へ行く",""
131161,4165749,591257,591263,0,25,1,0,0,false,"",""
131162,4656744,591258,591264,0,26,1,0,0,false,"",""
131163,4660251,591259,591265,0,26,1,0,0,false,"",""
131164,4678209,0,0,0,1,1,0,0,false,"","「エオルゼア地下空間」から退出しますか？"
131165,4332121,0,0,0,1,1,0,0,false,"","「大迷宮バハムート：侵攻編」から退出しますか？"
131166,5036036,591750,0,0,1,1,0,0,false,"","「応接室」へ移動しますか？"
131167,5036025,0,0,0,1,1,0,0,false,"","「応接室」から出ますか？"
131168,5038695,0,0,0,1,1,0,0,false,"","会場から退出しますか？"
131169,5049372,590097,0,0,1,1,0,0,false,"「洋上の大型船」へ行く","「洋上の大型船」へ移動しますか？"
131170,4165755,590098,0,0,1,1,0,0,false,"「コスタ・デル・ソル」へ行く","「コスタ・デル・ソル」へ移動しますか？"
131171,5341046,0,0,0,1,1,0,0,false,"","「双剣士ギルド」から出ますか？"
131172,5341051,591865,0,0,27,1,0,0,false,"「双剣士ギルド」へ入る","「双剣士ギルド」へ入りますか？"
131173,5341521,0,0,0,1,1,0,0,false,"","「船着場の平屋」 から出ますか？"
131174,5341524,591889,591888,0,28,1,0,0,false,"「船着場の平屋」へ入る","「船着場の平屋」へ移動しますか？"
131175,5404445,0,0,0,1,1,0,0,false,"","「エオルゼア地下空間」から退出しますか？"
131176,5038252,0,0,0,1,8,0,0,false,"","セレモニー会場「久遠の聖堂」へ入りますか？"
131177,5448900,591975,0,0,1,1,0,0,false,"","「チョコボスクウェア」へ移動しますか？"
131178,5448873,591981,0,0,1,1,0,0,false,"","「エントランススクウェア」へ移動しますか？"
131179,5649379,0,591990,0,29,1,0,0,false,"「ゴールドソーサー」へ行く","「ゴールドソーサー」へ移動しますか？\n運賃：無料"
131180,5649379,0,591990,0,29,1,0,0,false,"「ゴールドソーサー」へ行く","「ゴールドソーサー」へ移動しますか？\n運賃：無料"
131181,5649379,0,591990,0,29,1,0,0,false,"「ゴールドソーサー」へ行く","「ゴールドソーサー」へ移動しますか？\n運賃：無料"
131182,4103399,0,0,592264,30,1,0,0,false,"「リムサ・ロミンサ」へ行く","「リムサ・ロミンサ」へ移動しますか？\n運賃：120ギル"
131183,4103339,0,0,0,1,1,0,0,false,"「ウルダハ」へ行く","「ウルダハ」へ移動しますか？\n運賃：無料"
131184,4103382,0,0,592264,30,1,0,0,false,"「グリダニア」へ行く","「グリダニア」へ移動しますか？\n運賃：120ギル"
131185,5827477,592249,0,0,1,1,0,0,false,"","「皇都イシュガルド」へ移動しますか？"
131186,5835896,592250,0,0,1,1,0,0,false,"","「大審門」へ移動しますか？"
131187,5822019,592251,0,0,1,1,0,0,false,"「ライトフェザー闘技場」へ行く","「ライトフェザー闘技場」へ入りますか？"
131188,5835987,592252,0,0,1,1,0,0,false,"","「キャンプ・クラウドトップ」へ移動しますか？\n運賃：無料"
131189,5836049,592253,0,0,1,1,0,0,false,"","「ブルーウィンドウ」へ移動しますか？"
131190,5836085,592254,0,0,1,1,0,0,false,"「魔大陸アジス・ラー」へ行く","「魔大陸アジス・ラー」へ入りますか？"
131191,5821242,592255,0,0,1,1,0,0,false,"","「聖アンダリム神学院」へ入りますか？"
131192,5822004,592256,0,0,1,1,0,0,false,"","「フォルタン家」へ入りますか？"
131193,5827748,0,0,0,1,1,0,0,false,"","「聖アンダリム神学院」から出ますか？"
131194,5827491,0,0,0,1,1,0,0,false,"","「神殿騎士団総長室」から出ますか？"
131195,5827750,0,0,0,1,1,0,0,false,"","「フォルタン家」から出ますか？"
131196,5827495,0,0,0,1,1,0,0,false,"","「ライトフェザー闘技場」から出ますか？"
131197,5835975,592257,0,0,1,1,0,0,false,"","「イシュガルド・ランディング」へ移動しますか？\n運賃：無料"
131198,5835975,0,0,0,1,1,0,0,false,"","「イシュガルド・ランディング」へ移動しますか？"
131199,5836077,592259,0,0,1,1,0,0,false,"","「ドラヴァニア雲海」へ移動しますか？"
131200,5836076,0,0,0,1,1,0,0,false,"","「高地ドラヴァニア」へ移動しますか？"
131201,5851087,0,0,0,1,1,0,0,false,"","「マトーヤの洞窟」へ入りますか？"
131202,5822097,0,0,0,1,1,0,0,false,"","「マトーヤの洞窟」から出ますか？"
131203,5835975,0,0,0,1,1,0,0,false,"","「イシュガルド・ランディング」へ移動しますか？"
131204,5878288,0,0,0,5,9,0,0,false,"",""
131205,5878405,0,0,0,1,1,0,0,false,"","退出しますか？"
131206,5857271,0,0,0,1,1,0,0,false,"","「供物穴」から出ますか？"
131207,5890154,0,0,0,1,1,0,0,false,"","「アルファ管区」へ移動しますか？"
131208,5890159,0,0,0,1,1,0,0,false,"","「ベータ管区」へ移動しますか？"
131209,5890166,0,0,0,1,1,0,0,false,"","「ベータ管区」へ移動しますか？"
131210,5890180,0,0,0,1,1,0,0,false,"","「ガンマ管区」へ移動しますか？"
131211,5890183,0,0,0,1,1,0,0,false,"","「ガンマ管区」へ移動しますか？"
131212,5890184,0,0,0,1,1,0,0,false,"","「デルタ管区」へ移動しますか？"
131213,5867863,0,0,0,1,1,0,0,false,"","「魔大陸中枢」から出ますか？"
131214,5959290,0,0,0,1,1,0,0,false,"","「アレキサンダー結節点」から退出しますか？"
131215,5959290,0,0,0,1,1,0,0,false,"","「ゴルディオス・ノット」から退出しますか？"
131216,6034535,592868,0,0,31,1,0,0,false,"話す","「かいはつしつ」へ移動しますか？"
131217,6034570,0,0,0,1,1,0,0,false,"かいはつしつから出る","「かいはつしつ」から出ますか？"
131218,6045307,0,0,0,1,1,0,0,false,"","抜け道を利用して、\n「低地ドラヴァニア」へ移動しますか？"
