Index,0 [0x6][0x0],1 [0x6][0x4],2 [0x3][0x20],3 [0x6][0x8],4 [0x5][0x18],5 [0x1][0x21],6 [0x6][0xc],7 [0x5][0x1a],8 [0x1][0x22],9 [0x6][0x10],10 [0x5][0x1c],11 [0x1][0x23],12 [0x6][0x14],13 [0x5][0x1e],14 [0x1][0x24]
917537,101,4,0,5277,3,false,0,0,false,0,0,false,0,0,false
917538,105,6,0,3559,1,false,0,0,false,0,0,false,0,0,false
917539,106,6,2,5277,5,false,0,0,false,0,0,false,0,0,false
917540,107,5,0,3788,1,false,0,0,false,0,0,false,0,0,false
917541,165,8,0,2523,1,false,0,0,false,0,0,false,0,0,false
917542,166,8,2,2331,1,false,2331,1,false,2331,1,false,0,0,false
917543,167,5,0,2537,1,false,0,0,false,0,0,false,0,0,false
917544,168,5,0,2318,1,false,0,0,false,0,0,false,0,0,false
917545,169,5,2,1609,1,false,1609,1,false,1609,1,false,0,0,false
917546,170,5,0,1694,1,false,0,0,false,0,0,false,0,0,false
917547,225,8,0,2241,1,false,0,0,false,0,0,false,0,0,false
917548,226,8,2,2239,1,false,2239,1,false,2239,1,false,0,0,false
917549,227,5,0,2498,1,false,0,0,false,0,0,false,0,0,false
917550,228,5,0,3557,1,false,0,0,false,0,0,false,0,0,false
917551,229,5,2,2712,1,false,2712,1,false,2712,1,false,0,0,false
917552,230,5,0,2472,1,false,0,0,false,0,0,false,0,0,false
917553,465,13,0,4433,1,false,0,0,false,0,0,false,0,0,false
917554,466,13,2,2061,1,false,2061,1,false,2061,1,false,0,0,false
917555,467,5,0,2063,1,false,0,0,false,0,0,false,0,0,false
917556,468,5,0,4209,1,false,0,0,false,0,0,false,0,0,false
917557,469,5,2,4430,1,false,4430,1,false,4430,1,false,0,0,false
917558,470,5,0,2111,1,false,0,0,false,0,0,false,0,0,false
917559,405,13,0,3987,1,false,0,0,false,0,0,false,0,0,false
917560,406,13,2,3336,1,false,3336,1,false,3336,1,false,0,0,false
917561,407,5,0,3053,1,false,0,0,false,0,0,false,0,0,false
917562,408,5,0,3568,1,false,0,0,false,0,0,false,0,0,false
917563,409,5,2,2700,1,false,2700,1,false,2700,1,false,0,0,false
917564,410,5,0,3052,1,false,0,0,false,0,0,false,0,0,false
917565,345,13,0,1963,1,false,0,0,false,0,0,false,0,0,false
917566,346,13,2,4597,5,false,0,0,false,0,0,false,0,0,false
917567,347,5,0,5477,3,false,0,0,false,0,0,false,0,0,false
917568,348,5,0,4575,3,false,0,0,false,0,0,false,0,0,false
917569,349,5,2,4595,5,false,0,0,false,0,0,false,0,0,false
917570,350,5,0,4576,3,false,0,0,false,0,0,false,0,0,false
917571,285,8,0,4746,1,false,0,0,false,0,0,false,0,0,false
917572,286,8,2,4697,3,false,0,0,false,0,0,false,0,0,false
917573,287,5,0,4662,1,false,0,0,false,0,0,false,0,0,false
917574,288,5,0,4698,1,false,0,0,false,0,0,false,0,0,false
917575,289,5,2,4709,3,false,0,0,false,0,0,false,0,0,false
917576,290,5,0,4710,1,false,0,0,false,0,0,false,0,0,false
917577,153,8,0,2342,1,false,0,0,false,0,0,false,0,0,false
917578,154,8,0,1605,1,false,0,0,false,0,0,false,0,0,false
917579,155,10,0,1684,1,false,0,0,false,0,0,false,0,0,false
917580,159,8,0,5057,5,false,0,0,false,0,0,false,0,0,false
917581,160,8,0,2433,1,false,0,0,false,0,0,false,0,0,false
917582,161,11,0,5092,1,false,0,0,false,0,0,false,0,0,false
917583,156,10,0,2393,1,false,0,0,false,0,0,false,0,0,false
917584,157,10,0,2419,1,false,0,0,false,0,0,false,0,0,false
917585,158,8,0,1753,1,false,0,0,false,0,0,false,0,0,false
917586,162,11,0,1686,1,false,0,0,false,0,0,false,0,0,false
917587,163,11,0,2420,1,false,0,0,false,0,0,false,0,0,false
917588,164,8,0,2370,1,false,0,0,false,0,0,false,0,0,false
917589,213,8,0,3972,1,false,0,0,false,0,0,false,0,0,false
917590,214,8,0,2496,1,false,0,0,false,0,0,false,0,0,false
917591,215,10,0,3775,1,false,0,0,false,0,0,false,0,0,false
917592,219,8,0,2680,1,false,0,0,false,0,0,false,0,0,false
917593,220,8,0,3045,1,false,0,0,false,0,0,false,0,0,false
917594,221,11,0,2497,1,false,0,0,false,0,0,false,0,0,false
917595,216,10,0,2495,1,false,0,0,false,0,0,false,0,0,false
917596,217,10,0,2470,1,false,0,0,false,0,0,false,0,0,false
917597,218,8,0,3544,1,false,0,0,false,0,0,false,0,0,false
917598,222,11,0,2236,1,false,0,0,false,0,0,false,0,0,false
917599,223,11,0,3563,1,false,0,0,false,0,0,false,0,0,false
917600,224,8,0,2471,1,false,0,0,false,0,0,false,0,0,false
917601,273,8,0,4855,5,false,0,0,false,0,0,false,0,0,false
917602,274,8,0,4661,1,false,0,0,false,0,0,false,0,0,false
917603,275,10,0,4641,1,false,0,0,false,0,0,false,0,0,false
917604,279,8,0,4651,1,false,0,0,false,0,0,false,0,0,false
917605,280,8,0,4667,1,false,0,0,false,0,0,false,0,0,false
917606,281,11,0,4697,1,false,0,0,false,0,0,false,0,0,false
917607,276,10,0,4640,1,false,0,0,false,0,0,false,0,0,false
917608,277,10,0,4666,1,false,0,0,false,0,0,false,0,0,false
917609,278,8,0,4682,1,false,0,0,false,0,0,false,0,0,false
917610,282,11,0,4858,5,false,0,0,false,0,0,false,0,0,false
917611,283,11,0,4690,1,false,0,0,false,0,0,false,0,0,false
917612,284,8,0,4709,1,false,0,0,false,0,0,false,0,0,false
917613,453,13,0,4198,1,false,0,0,false,0,0,false,0,0,false
917614,454,13,0,4204,1,false,0,0,false,0,0,false,0,0,false
917615,455,15,0,2108,1,false,0,0,false,0,0,false,0,0,false
917616,456,15,0,2445,1,false,0,0,false,0,0,false,0,0,false
917617,457,15,0,4309,1,false,0,0,false,0,0,false,0,0,false
917618,458,13,0,2668,1,false,0,0,false,0,0,false,0,0,false
917619,459,13,0,4095,1,false,0,0,false,0,0,false,0,0,false
917620,460,13,0,4430,1,false,0,0,false,0,0,false,0,0,false
917621,461,16,0,2685,1,false,0,0,false,0,0,false,0,0,false
917622,462,16,0,2444,1,false,0,0,false,0,0,false,0,0,false
917623,463,16,0,4431,1,false,0,0,false,0,0,false,0,0,false
917624,464,13,0,2687,1,false,0,0,false,0,0,false,0,0,false
917625,393,13,0,2658,1,false,0,0,false,0,0,false,0,0,false
917626,394,13,0,2670,1,false,0,0,false,0,0,false,0,0,false
917627,395,15,0,2665,1,false,0,0,false,0,0,false,0,0,false
917628,396,15,0,3539,1,false,0,0,false,0,0,false,0,0,false
917629,397,15,0,3543,1,false,0,0,false,0,0,false,0,0,false
917630,398,13,0,2666,1,false,0,0,false,0,0,false,0,0,false
917631,399,13,0,3023,1,false,0,0,false,0,0,false,0,0,false
917632,400,13,0,3341,1,false,0,0,false,0,0,false,0,0,false
917633,401,16,0,3041,1,false,0,0,false,0,0,false,0,0,false
917634,402,16,0,3325,1,false,0,0,false,0,0,false,0,0,false
917635,403,16,0,3561,1,false,0,0,false,0,0,false,0,0,false
917636,404,13,0,3064,1,false,0,0,false,0,0,false,0,0,false
917637,333,13,0,1960,1,false,0,0,false,0,0,false,0,0,false
917638,334,13,0,4555,3,false,0,0,false,0,0,false,0,0,false
917639,335,15,0,2146,1,false,0,0,false,0,0,false,0,0,false
917640,336,15,0,4551,3,false,0,0,false,0,0,false,0,0,false
917641,337,15,0,5471,3,false,0,0,false,0,0,false,0,0,false
917642,338,13,0,7015,3,false,0,0,false,0,0,false,0,0,false
917643,339,13,0,1961,1,false,0,0,false,0,0,false,0,0,false
917644,340,13,0,2149,1,false,0,0,false,0,0,false,0,0,false
917645,341,16,0,4596,3,false,0,0,false,0,0,false,0,0,false
917646,342,16,0,2147,1,false,0,0,false,0,0,false,0,0,false
917647,343,16,0,4598,3,false,0,0,false,0,0,false,0,0,false
917648,344,13,0,4594,3,false,0,0,false,0,0,false,0,0,false
917649,21,6,0,1820,1,false,0,0,false,0,0,false,0,0,false
917650,22,6,0,3763,1,false,0,0,false,0,0,false,0,0,false
917651,23,7,0,3742,1,false,0,0,false,0,0,false,0,0,false
917652,27,6,0,1892,1,false,0,0,false,0,0,false,0,0,false
917653,28,6,0,2228,1,false,0,0,false,0,0,false,0,0,false
917654,29,7,0,1997,1,false,0,0,false,0,0,false,0,0,false
917655,24,7,0,1891,1,false,0,0,false,0,0,false,0,0,false
917656,25,7,0,2219,1,false,0,0,false,0,0,false,0,0,false
917657,26,6,0,5361,3,false,0,0,false,0,0,false,0,0,false
917658,30,7,0,1821,1,false,0,0,false,0,0,false,0,0,false
917659,31,7,0,1604,1,false,0,0,false,0,0,false,0,0,false
917660,32,6,0,1996,1,false,0,0,false,0,0,false,0,0,false
917661,81,6,0,2631,1,false,0,0,false,0,0,false,0,0,false
917662,82,6,0,3516,1,false,0,0,false,0,0,false,0,0,false
917663,83,7,0,3740,1,false,0,0,false,0,0,false,0,0,false
917664,87,6,0,4092,1,false,0,0,false,0,0,false,0,0,false
917665,88,6,0,1682,1,false,0,0,false,0,0,false,0,0,false
917666,89,7,0,3765,1,false,0,0,false,0,0,false,0,0,false
917667,84,7,0,3959,1,false,0,0,false,0,0,false,0,0,false
917668,85,7,0,4304,1,false,0,0,false,0,0,false,0,0,false
917669,86,6,0,5275,3,false,0,0,false,0,0,false,0,0,false
917670,90,7,0,3534,1,false,0,0,false,0,0,false,0,0,false
917671,91,7,0,2654,1,false,0,0,false,0,0,false,0,0,false
917672,92,6,0,3530,1,false,0,0,false,0,0,false,0,0,false
917673,51,6,0,2246,1,false,0,0,false,0,0,false,0,0,false
917674,52,5,0,1836,1,false,0,0,false,0,0,false,0,0,false
917675,53,6,2,5371,5,false,0,0,false,0,0,false,0,0,false
917676,54,5,0,1627,1,false,0,0,false,0,0,false,0,0,false
917677,55,5,0,1845,1,false,0,0,false,0,0,false,0,0,false
917678,56,5,2,2011,1,false,2011,1,false,2011,1,false,0,0,false
917679,57,12,0,1637,1,false,0,0,false,0,0,false,0,0,false
917680,58,6,0,1915,1,false,0,0,false,0,0,false,0,0,false
917681,59,6,2,1845,1,false,1845,1,false,1845,1,false,0,0,false
917682,60,12,0,1917,1,false,0,0,false,0,0,false,0,0,false
917683,61,12,0,1847,1,false,0,0,false,0,0,false,0,0,false
917684,62,12,2,1838,1,false,1838,1,false,1838,1,false,0,0,false
917685,63,18,0,1850,1,false,0,0,false,0,0,false,0,0,false
917686,64,6,0,2026,1,false,0,0,false,0,0,false,0,0,false
917687,65,6,2,1637,1,false,1637,1,false,1637,1,false,0,0,false
917688,66,18,0,1920,1,false,0,0,false,0,0,false,0,0,false
917689,67,18,0,3870,1,false,0,0,false,0,0,false,0,0,false
917690,68,18,2,1915,1,false,1915,1,false,1915,1,false,0,0,false
917691,69,19,0,1862,1,false,0,0,false,0,0,false,0,0,false
917692,70,6,0,2039,1,false,0,0,false,0,0,false,0,0,false
917693,71,6,2,2464,1,false,2464,1,false,2464,1,false,0,0,false
917694,72,19,0,1925,1,false,0,0,false,0,0,false,0,0,false
917695,73,19,0,2413,1,false,0,0,false,0,0,false,0,0,false
917696,74,19,2,1855,1,false,1855,1,false,1855,1,false,0,0,false
917697,75,20,0,1867,1,false,0,0,false,0,0,false,0,0,false
917698,76,6,0,3908,1,false,0,0,false,0,0,false,0,0,false
917699,77,6,2,5374,5,false,0,0,false,0,0,false,0,0,false
917700,78,20,0,1942,1,false,0,0,false,0,0,false,0,0,false
917701,79,20,0,1937,1,false,0,0,false,0,0,false,0,0,false
917702,80,20,2,2039,1,false,2039,1,false,2039,1,false,0,0,false
917703,111,6,0,2250,1,false,0,0,false,0,0,false,0,0,false
917704,112,5,0,4106,1,false,0,0,false,0,0,false,0,0,false
917705,113,6,2,3983,1,false,3983,1,false,3983,1,false,0,0,false
917706,114,5,0,1697,1,false,0,0,false,0,0,false,0,0,false
917707,115,5,0,3100,1,false,0,0,false,0,0,false,0,0,false
917708,116,5,2,3788,1,false,3788,1,false,3788,1,false,0,0,false
917709,117,12,0,4022,1,false,0,0,false,0,0,false,0,0,false
917710,118,6,0,1708,1,false,0,0,false,0,0,false,0,0,false
917711,119,6,2,5280,5,false,0,0,false,0,0,false,0,0,false
917712,120,12,0,3611,1,false,0,0,false,0,0,false,0,0,false
917713,121,12,0,4333,1,false,0,0,false,0,0,false,0,0,false
917714,122,12,2,4314,1,false,4314,1,false,4314,1,false,0,0,false
917715,123,18,0,3616,1,false,0,0,false,0,0,false,0,0,false
917716,124,6,0,3851,1,false,0,0,false,0,0,false,0,0,false
917717,125,6,2,5282,5,false,0,0,false,0,0,false,0,0,false
917718,126,18,0,3138,1,false,0,0,false,0,0,false,0,0,false
917719,127,18,0,3625,1,false,0,0,false,0,0,false,0,0,false
917720,128,18,2,4333,1,false,4333,1,false,4333,1,false,0,0,false
917721,129,19,0,3426,1,false,0,0,false,0,0,false,0,0,false
917722,130,6,0,3423,1,false,0,0,false,0,0,false,0,0,false
917723,131,6,2,3138,1,false,3138,1,false,3138,1,false,0,0,false
917724,132,19,0,3866,1,false,0,0,false,0,0,false,0,0,false
917725,133,19,0,3177,1,false,0,0,false,0,0,false,0,0,false
917726,134,19,2,5284,5,false,0,0,false,0,0,false,0,0,false
917727,135,20,0,4051,1,false,0,0,false,0,0,false,0,0,false
917728,136,6,0,4153,1,false,0,0,false,0,0,false,0,0,false
917729,137,6,2,1728,1,false,1728,1,false,1728,1,false,0,0,false
917730,138,20,0,3885,1,false,0,0,false,0,0,false,0,0,false
917731,139,20,0,3904,1,false,0,0,false,0,0,false,0,0,false
917732,140,20,2,5285,5,false,0,0,false,0,0,false,0,0,false
917733,141,8,0,2546,1,false,0,0,false,0,0,false,0,0,false
917734,142,8,0,5056,3,false,0,0,false,0,0,false,0,0,false
917735,143,9,0,5091,5,false,0,0,false,0,0,false,0,0,false
917736,144,9,0,1750,1,false,0,0,false,0,0,false,0,0,false
917737,145,9,0,2315,1,false,0,0,false,0,0,false,0,0,false
917738,146,8,0,1602,1,false,0,0,false,0,0,false,0,0,false
917739,147,8,0,2507,1,false,0,0,false,0,0,false,0,0,false
917740,148,8,0,1603,1,false,0,0,false,0,0,false,0,0,false
917741,149,9,0,2417,1,false,0,0,false,0,0,false,0,0,false
917742,150,9,0,2481,1,false,0,0,false,0,0,false,0,0,false
917743,151,9,0,2392,1,false,0,0,false,0,0,false,0,0,false
917744,152,8,0,2520,1,false,0,0,false,0,0,false,0,0,false
917745,171,8,0,2397,1,false,0,0,false,0,0,false,0,0,false
917746,172,5,0,1625,1,false,0,0,false,0,0,false,0,0,false
917747,173,8,2,2421,1,false,2421,1,false,2421,1,false,0,0,false
917748,174,5,0,2346,1,false,0,0,false,0,0,false,0,0,false
917749,175,5,0,2320,1,false,0,0,false,0,0,false,0,0,false
917750,176,5,2,2485,1,false,2485,1,false,2485,1,false,0,0,false
917751,177,12,0,1633,1,false,0,0,false,0,0,false,0,0,false
917752,178,8,0,2321,1,false,0,0,false,0,0,false,0,0,false
917753,179,8,2,2527,1,false,2527,1,false,2527,1,false,0,0,false
917754,180,12,0,2436,1,false,0,0,false,0,0,false,0,0,false
917755,181,12,0,2539,1,false,0,0,false,0,0,false,0,0,false
917756,182,12,2,2565,1,false,2565,1,false,2565,1,false,0,0,false
917757,201,8,0,5056,3,false,0,0,false,0,0,false,0,0,false
917758,202,8,0,2494,1,false,0,0,false,0,0,false,0,0,false
917759,203,9,0,5071,3,false,0,0,false,0,0,false,0,0,false
917760,204,9,0,5091,1,false,0,0,false,0,0,false,0,0,false
917761,205,9,0,2226,1,false,0,0,false,0,0,false,0,0,false
917762,206,8,0,2468,1,false,0,0,false,0,0,false,0,0,false
917763,207,8,0,3011,1,false,0,0,false,0,0,false,0,0,false
917764,208,8,0,2664,1,false,0,0,false,0,0,false,0,0,false
917765,209,9,0,2662,1,false,0,0,false,0,0,false,0,0,false
917766,210,9,0,3767,1,false,0,0,false,0,0,false,0,0,false
917767,211,9,0,2230,1,false,0,0,false,0,0,false,0,0,false
917768,212,8,0,2656,1,false,0,0,false,0,0,false,0,0,false
917769,231,8,0,5058,1,false,0,0,false,0,0,false,0,0,false
917770,232,5,0,3352,1,false,0,0,false,0,0,false,0,0,false
917771,233,8,2,4007,1,false,4007,1,false,4007,1,false,0,0,false
917772,234,5,0,2473,1,false,0,0,false,0,0,false,0,0,false
917773,235,5,0,3068,1,false,0,0,false,0,0,false,0,0,false
917774,236,5,2,3096,1,false,3096,1,false,3096,1,false,0,0,false
917775,237,12,0,2260,1,false,0,0,false,0,0,false,0,0,false
917776,238,8,0,2257,1,false,0,0,false,0,0,false,0,0,false
917777,239,8,2,3833,1,false,3833,1,false,3833,1,false,0,0,false
917778,240,12,0,2501,1,false,0,0,false,0,0,false,0,0,false
917779,241,12,0,2765,1,false,0,0,false,0,0,false,0,0,false
917780,242,12,2,3825,1,false,3825,1,false,3825,1,false,0,0,false
917781,261,8,0,4847,9,false,0,0,false,0,0,false,0,0,false
917782,262,8,0,4660,1,false,0,0,false,0,0,false,0,0,false
917783,263,9,0,4650,1,false,0,0,false,0,0,false,0,0,false
917784,264,9,0,4849,5,false,0,0,false,0,0,false,0,0,false
917785,265,9,0,4639,1,false,0,0,false,0,0,false,0,0,false
917786,266,8,0,4728,3,false,0,0,false,0,0,false,0,0,false
917787,267,8,0,4852,5,false,0,0,false,0,0,false,0,0,false
917788,268,8,0,4681,1,false,0,0,false,0,0,false,0,0,false
917789,269,9,0,4689,1,false,0,0,false,0,0,false,0,0,false
917790,270,9,0,4745,1,false,0,0,false,0,0,false,0,0,false
917791,271,9,0,4854,5,false,0,0,false,0,0,false,0,0,false
917792,272,8,0,4657,1,false,0,0,false,0,0,false,0,0,false
917793,291,8,0,4731,1,false,0,0,false,0,0,false,0,0,false
917794,292,5,0,4867,9,false,0,0,false,0,0,false,0,0,false
917795,293,8,2,4749,3,false,0,0,false,0,0,false,0,0,false
917796,294,5,0,4718,1,false,0,0,false,0,0,false,0,0,false
917797,295,5,0,4732,1,false,0,0,false,0,0,false,0,0,false
917798,296,5,2,4711,3,false,0,0,false,0,0,false,0,0,false
917799,297,12,0,4860,5,false,0,0,false,0,0,false,0,0,false
917800,298,8,0,4712,1,false,0,0,false,0,0,false,0,0,false
917801,299,8,2,4827,6,false,0,0,false,0,0,false,0,0,false
917802,300,12,0,4700,1,false,0,0,false,0,0,false,0,0,false
917803,301,12,0,4670,1,false,0,0,false,0,0,false,0,0,false
917804,302,12,2,4669,3,false,0,0,false,0,0,false,0,0,false
917805,321,13,0,5489,3,false,0,0,false,0,0,false,0,0,false
917806,322,13,0,2143,1,false,0,0,false,0,0,false,0,0,false
917807,323,14,0,5470,3,false,0,0,false,0,0,false,0,0,false
917808,324,14,0,5503,3,false,0,0,false,0,0,false,0,0,false
917809,325,14,0,4564,3,false,0,0,false,0,0,false,0,0,false
917810,326,13,0,1958,1,false,0,0,false,0,0,false,0,0,false
917811,327,13,0,4565,3,false,0,0,false,0,0,false,0,0,false
917812,328,13,0,5487,3,false,0,0,false,0,0,false,0,0,false
917813,329,14,0,1959,1,false,0,0,false,0,0,false,0,0,false
917814,330,14,0,5510,3,false,0,0,false,0,0,false,0,0,false
917815,331,14,0,5515,3,false,0,0,false,0,0,false,0,0,false
917816,332,13,0,2144,1,false,0,0,false,0,0,false,0,0,false
917817,351,13,0,5484,3,false,0,0,false,0,0,false,0,0,false
917818,352,5,0,5512,1,false,0,0,false,0,0,false,0,0,false
917819,353,13,2,2156,1,false,2156,1,false,2156,1,false,0,0,false
917820,354,5,0,1965,1,false,0,0,false,0,0,false,0,0,false
917821,355,5,0,2160,1,false,0,0,false,0,0,false,0,0,false
917822,356,5,2,4552,5,false,0,0,false,0,0,false,0,0,false
917823,357,12,0,4599,3,false,0,0,false,0,0,false,0,0,false
917824,358,13,0,4603,3,false,0,0,false,0,0,false,0,0,false
917825,359,13,2,5505,5,false,0,0,false,0,0,false,0,0,false
917826,360,12,0,5478,3,false,0,0,false,0,0,false,0,0,false
917827,361,12,0,4600,3,false,0,0,false,0,0,false,0,0,false
917828,362,12,2,5472,3,false,0,0,false,0,0,false,0,0,false
917829,381,13,0,3307,1,false,0,0,false,0,0,false,0,0,false
917830,382,13,0,3309,1,false,0,0,false,0,0,false,0,0,false
917831,383,14,0,2996,1,false,0,0,false,0,0,false,0,0,false
917832,384,14,0,3515,1,false,0,0,false,0,0,false,0,0,false
917833,385,14,0,3000,1,false,0,0,false,0,0,false,0,0,false
917834,386,13,0,2629,1,false,0,0,false,0,0,false,0,0,false
917835,387,13,0,2999,1,false,0,0,false,0,0,false,0,0,false
917836,388,13,0,3015,1,false,0,0,false,0,0,false,0,0,false
917837,389,14,0,3313,1,false,0,0,false,0,0,false,0,0,false
917838,390,14,0,3001,1,false,0,0,false,0,0,false,0,0,false
917839,391,14,0,3316,1,false,0,0,false,0,0,false,0,0,false
917840,392,13,0,3008,1,false,0,0,false,0,0,false,0,0,false
917841,411,13,0,3066,1,false,0,0,false,0,0,false,0,0,false
917842,412,5,0,2734,1,false,0,0,false,0,0,false,0,0,false
917843,413,13,2,3349,1,false,3349,1,false,3349,1,false,0,0,false
917844,414,5,0,3341,1,false,0,0,false,0,0,false,0,0,false
917845,415,5,0,2734,1,false,0,0,false,0,0,false,0,0,false
917846,416,5,2,3351,1,false,3351,1,false,3351,1,false,0,0,false
917847,417,12,0,3379,1,false,0,0,false,0,0,false,0,0,false
917848,418,13,0,3106,1,false,0,0,false,0,0,false,0,0,false
917849,419,13,2,3601,1,false,3601,1,false,3601,1,false,0,0,false
917850,420,12,0,3607,1,false,0,0,false,0,0,false,0,0,false
917851,421,12,0,3372,1,false,0,0,false,0,0,false,0,0,false
917852,422,12,2,3831,1,false,3831,1,false,3831,1,false,0,0,false
917853,441,13,0,5062,1,false,0,0,false,0,0,false,0,0,false
917854,442,13,0,4091,1,false,0,0,false,0,0,false,0,0,false
917855,443,14,0,2056,1,false,0,0,false,0,0,false,0,0,false
917856,444,14,0,1681,1,false,0,0,false,0,0,false,0,0,false
917857,445,14,0,2106,1,false,0,0,false,0,0,false,0,0,false
917858,446,13,0,5086,5,false,0,0,false,0,0,false,0,0,false
917859,447,13,0,4197,1,false,0,0,false,0,0,false,0,0,false
917860,448,13,0,1683,1,false,0,0,false,0,0,false,0,0,false
917861,449,14,0,4306,1,false,0,0,false,0,0,false,0,0,false
917862,450,14,0,4422,1,false,0,0,false,0,0,false,0,0,false
917863,451,14,0,4093,1,false,0,0,false,0,0,false,0,0,false
917864,452,13,0,2443,1,false,0,0,false,0,0,false,0,0,false
917865,471,13,0,4439,1,false,0,0,false,0,0,false,0,0,false
917866,472,5,0,4450,1,false,0,0,false,0,0,false,0,0,false
917867,473,13,2,2731,1,false,2731,1,false,2731,1,false,0,0,false
917868,474,5,0,4317,1,false,0,0,false,0,0,false,0,0,false
917869,475,5,0,4222,1,false,0,0,false,0,0,false,0,0,false
917870,476,5,2,2118,1,false,2118,1,false,2118,1,false,0,0,false
917871,477,12,0,2737,1,false,0,0,false,0,0,false,0,0,false
917872,478,13,0,4454,1,false,0,0,false,0,0,false,0,0,false
917873,479,13,2,4113,1,false,4113,1,false,4113,1,false,0,0,false
917874,480,12,0,2449,1,false,0,0,false,0,0,false,0,0,false
917875,481,12,0,4332,1,false,0,0,false,0,0,false,0,0,false
917876,482,12,2,4218,1,false,4218,1,false,4218,1,false,0,0,false
917877,183,18,0,1643,1,false,0,0,false,0,0,false,0,0,false
917878,184,8,0,2437,1,false,0,0,false,0,0,false,0,0,false
917879,185,8,2,2488,1,false,2488,1,false,2488,1,false,0,0,false
917880,186,18,0,2375,1,false,0,0,false,0,0,false,0,0,false
917881,187,18,0,2424,1,false,0,0,false,0,0,false,0,0,false
917882,188,18,2,2514,1,false,2514,1,false,2514,1,false,0,0,false
917883,189,19,0,2542,1,false,0,0,false,0,0,false,0,0,false
917884,190,8,0,2388,1,false,0,0,false,0,0,false,0,0,false
917885,191,8,2,2363,1,false,2363,1,false,2363,1,false,0,0,false
917886,192,19,0,2516,1,false,0,0,false,0,0,false,0,0,false
917887,193,19,0,2376,1,false,0,0,false,0,0,false,0,0,false
917888,194,19,2,2337,1,false,2337,1,false,2337,1,false,0,0,false
917889,195,20,0,2427,1,false,0,0,false,0,0,false,0,0,false
917890,196,8,0,2364,1,false,0,0,false,0,0,false,0,0,false
917891,197,8,2,2389,1,false,2389,1,false,2389,1,false,0,0,false
917892,198,20,0,2377,1,false,0,0,false,0,0,false,0,0,false
917893,199,20,0,2338,1,false,0,0,false,0,0,false,0,0,false
917894,200,20,2,2543,1,false,2543,1,false,2543,1,false,0,0,false
917895,243,18,0,5079,1,false,0,0,false,0,0,false,0,0,false
917896,244,8,0,5065,1,false,0,0,false,0,0,false,0,0,false
917897,245,8,2,3386,1,false,3386,1,false,3386,1,false,0,0,false
917898,246,18,0,4034,1,false,0,0,false,0,0,false,0,0,false
917899,247,18,0,2502,1,false,0,0,false,0,0,false,0,0,false
917900,248,18,2,3847,1,false,3847,1,false,3847,1,false,0,0,false
917901,249,19,0,2827,1,false,0,0,false,0,0,false,0,0,false
