Index,0 [0x5][0x8],1 [0x0][0x0],2 [0x0][0x4],3 [0x5][0xa],4 [0x3][0xc]
138,764,"マルセットの「ファンガーのひみつ」","",138,110
139,770,"奇妙なファンレター","",139,110
140,771,"オライオン号のおいしい積み荷","",140,110
141,772,"海賊様のワイン","",141,110
142,773,"芳しき海の男","",142,110
143,788,"降臨？　賢者のタマゴ！　（ウルダハ）","",143,110
144,789,"賢者のタマゴ　奪還大作戦　（ウルダハ）","",144,110
145,793,"降臨？　賢者のタマゴ！　（グリダニア）","",145,110
146,794,"賢者のタマゴ　奪還大作戦　（グリダニア）","",146,110
147,798,"紅蓮祭　-大炎獣ボンバード登場！-","",147,110
148,799,"守護天節　-いたずらインプ大脱走！-","",148,110
149,800,"星芒祭/雪人の儀","",149,110
150,801,"降神祭/消えた雪人","",150,110
151,803,"降臨？　賢者のタマゴ！　（リムサ・ロミンサ）","",151,110
152,804,"賢者のタマゴ　奪還大作戦　（リムサ・ロミンサ）","",152,110
153,808,"物品調達の仕事","",153,110
154,809,"霊窟にて待つ試練","",154,110
155,810,"お客様は老ゴブリン","",155,110
156,811,"想いが生み出す力","",156,110
157,812,"想いを繋ぐ力","",157,110
158,813,"想いを伝える力","",158,110
159,815,"道化の饗宴","",159,110
160,816,"軍需品調達・補給品調達の仕事","",160,110
161,817,"流砂の迷宮「カッターズクライ」","",161,110
162,818,"黄金の谷「オーラムヴェイル」","",162,110
163,820,"トトラク威力偵察指令","",163,110
164,821,"ゼーメル要塞奪還作戦","",164,110
165,822,"オーラムヴェイル霧中行軍","",165,110
166,823,"カッターズクライ流砂迷宮","",166,110
167,827,"旅館「とまり木」の約束","",167,110
168,828,"暗中の光明","",168,110
169,837,"宿屋「ミズンマスト」のお得意様","",169,110
170,838,"対価の報い","",170,110
171,839,"小月が導く事件の行方","",171,110
172,840,"勇者と事件と灰と剣","",172,110
173,847,"宿屋「砂時計亭」で消えた指輪","",173,110
174,848,"被疑者の男","",174,110
175,857,"季節クエスト（汎用）","",175,110
176,858,"再びのエッグハント","",176,110
177,859,"紅蓮祭　-大炎獣ボンバードの逆襲！-","",177,110
178,860,"季節クエスト（3国共通）","",178,110
179,861,"ハムレット補給","",179,110
180,862,"エリック博士の講義","",180,110
181,866,"旋風の試練","",181,110
182,867,"蘇る古の武器","",182,110
183,868,"おわりの名は希望","",183,110
184,869,"紅月下の闘い","",184,110
185,1200,"アバラシアから来た戦士","",254,112
186,1201,"壁をぶち壊せ","",255,112
187,1202,"原初のマグマ","",256,112
188,1203,"英雄巡礼","",257,112
189,1204,"腕くらべ","",258,112
190,1205,"いちばんの戦士","",259,112
191,1220,"さすらいのモンク","",260,112
192,1221,"青き古戦場","",261,112
193,1222,"不和から至る旋律","",262,112
194,1223,"チャクラの波紋","",263,112
195,1224,"無明の内地","",264,112
196,1225,"廃王の帰還","",265,112
197,1240,"白魔道士が導くもの","",266,112
198,1241,"光のあとに残るもの","",267,112
199,1242,"続く明日を語るもの","",268,112
200,1243,"瞬く希望を願うもの","",269,112
201,1244,"怒りの底に眠るもの","",270,112
202,1245,"無垢より満つるもの","",271,112
203,1260,"黒魔道士と黒の石","",272,112
204,1261,"時を告げし血","",273,112
205,1262,"異郷なる友","",274,112
206,1263,"いざないの霧","",275,112
207,1264,"道を求むる旅","",276,112
208,1265,"黒魔法の導き手","",277,112
209,1280,"ナイトの誓約","",278,112
210,1281,"慕いし背中","",279,112
211,1282,"失望と怒りと責任と","",280,112
212,1283,"交わる毒心","",281,112
213,1284,"交わらぬ心慮","",282,112
214,1285,"かざすは騎士の聖剣","",283,112
215,1300,"吟遊詩人の調べ","",284,112
216,1301,"弓兵の戦歌","",285,112
217,1302,"時神の境地","",286,112
218,1303,"罪深き愚者","",287,112
219,1304,"浄罪の地を求めて","",288,112
220,1305,"命の賛歌","",289,112
221,1320,"目覚めし竜騎士","",290,112
222,1321,"戦神の槍","",291,112
223,1322,"消えぬ爪痕","",292,112
224,1323,"双竜の邂逅","",293,112
225,1324,"邪竜の声","",294,112
226,1325,"蒼の竜騎士","",295,112
227,1400,"賢者の秘密","",185,113
228,1401,"「黒渦団」仮配属","",186,113
229,1402,"「黒渦団」の軍票","",187,113
230,1403,"帝国の照準","",188,113
231,1404,"巨艦を駆りて","",189,113
232,1405,"動乱の大地","",190,113
233,1406,"「黒渦団」配属","",191,113
234,1409,"トトラクの千獄　（リムサ・ロミンサ）","",192,113
235,1410,"ゼーメル要塞　（リムサ・ロミンサ）","",193,113
236,1415,"盟主ルイゾワの秘策（リムサ・ロミンサ）","",194,113
237,1416,"アワアワ大作戦","",195,113
238,1417,"荒ぶる海賊たち","",196,113
239,1418,"スウィートビスケット騒動","",197,113
240,1419,"地底の秘境","",198,113
241,1425,"一流を支えるもの","",199,113
242,1426,"王狼へのはなむけ","",200,113
243,1427,"「コボルド軍野営」疲弊作戦","",201,113
244,1428,"開かれた血路","",202,113
245,1429,"盟主ルイゾワの導き（リムサ・ロミンサ）","",203,113
246,1430,"リムサ・ロミンサの岐路","",204,113
247,1431,"勝利への行進（リムサ・ロミンサ）","",205,113
248,1432,"月下の闘い（リムサ・ロミンサ）","",206,113
249,1433,"「グレートバッファロー」討伐作戦","",207,113
250,1600,"賢者の刻印","",208,113
251,1601,"「双蛇党」仮配属","",209,113
252,1602,"「双蛇党」の軍票","",210,113
253,1603,"覚悟の便り","",211,113
254,1604,"新たな調和を","",212,113
255,1605,"破壊の力","",213,113
256,1606,"「双蛇党」配属","",214,113
257,1609,"トトラクの千獄　（グリダニア）","",215,113
258,1610,"ゼーメル要塞　（グリダニア）","",216,113
259,1615,"盟主ルイゾワの秘策（グリダニア）","",217,113
260,1616,"遥かなる循環","",218,113
261,1617,"護国にかける決意","",219,113
262,1618,"ひらめきの種","",220,113
263,1619,"烈風の要塞","",221,113
264,1625,"骸を喰らう者","",222,113
265,1626,"凶鳥の舞","",223,113
266,1627,"「イクサル軍伐採所」急襲作戦","",224,113
267,1628,"心をひとつに","",225,113
268,1629,"盟主ルイゾワの導き（グリダニア）","",226,113
269,1630,"グリダニアの岐路","",227,113
270,1631,"勝利への行進（グリダニア）","",228,113
271,1632,"月下の闘い（グリダニア）","",229,113
272,1633,"「太っ腹のホットポックス」討伐作戦","",230,113
273,1800,"賢者の策略","",231,113
274,1801,"「不滅隊」仮配属","",232,113
275,1802,"「不滅隊」の軍票","",233,113
276,1803,"軍備の動脈","",234,113
277,1804,"真なる富","",235,113
278,1805,"内なる敵","",236,113
279,1806,"「不滅隊」配属","",237,113
280,1809,"トトラクの千獄　（ウルダハ）","",238,113
281,1810,"ゼーメル要塞　（ウルダハ）","",239,113
282,1815,"盟主ルイゾワの秘策（ウルダハ）","",240,113
283,1816,"エシュテムの新製品","",241,113
284,1817,"確執の果て","",242,113
285,1818,"すべては隊士様のために","",243,113
286,1819,"灼熱の聖域","",244,113
287,1825,"裏の裏","",245,113
288,1826,"ふたりの機工師","",246,113
289,1827,"「アマルジャ軍祭場」補給断絶作戦","",247,113
290,1828,"決断の狼煙","",248,113
291,1829,"盟主ルイゾワの導き（ウルダハ）","",249,113
292,1830,"ウルダハの岐路","",250,113
293,1831,"勝利への行進（ウルダハ）","",251,113
294,1832,"月下の闘い（ウルダハ）","",252,113
295,1833,"「エルダーモスホーン」討伐作戦","",253,113
