Index,0 [0x0][0x0],1 [0x0][0x4],2 [0x6][0x24],3 [0x6][0x28],4 [0x6][0x2c],5 [0x5][0x54],6 [0x3][0x58],7 [0x3][0x59],8 [0x6][0x30],9 [0x6][0x34],10 [0x6][0x38],11 [0x19][0x5e],12 [0x3][0x5a],13 [0x6][0x3c],14 [0x6][0x40],15 [0x6][0x44],16 [0x6][0x48],17 [0x6][0x4c],18 [0x1a][0x5e],19 [0x3][0x5b],20 [0x9][0x8],21 [0x7][0xc],22 [0x7][0x10],23 [0x6][0x14],24 [0x6][0x18],25 [0x3][0x5c],26 [0x3][0x5d],27 [0x7][0x1c],28 [0x6][0x50],29 [0x1b][0x5e],30 [0x7][0x20],31 [0x5][0x56]
10,"リーヴテスト10","グリダニア傭兵(懐柔2)",1,1,2,1,5,1,2,123,123,false,34,75,0,17,80012,65551,true,4,1.0,0,0,0,0,6,1,4104768,110001,true,0,14
11,"リーヴテスト11","グリダニア傭兵(サーチ1)",2,1,2,1,5,1,3,123,123,false,34,75,0,17,80012,65538,true,4,1.0,0,0,0,0,6,1,4104768,110001,true,0,14
12,"リーヴテスト12","グリダニア傭兵(サーチ2)",1,1,2,1,5,1,1,123,123,true,34,75,0,17,80012,65553,true,4,1.0,0,0,0,0,6,1,4104768,110001,true,0,14
13,"リーヴテスト13","グリダニア傭兵(サーチ3)",2,1,2,1,5,1,2,123,123,false,34,75,0,17,80012,65554,true,4,1.0,0,0,0,0,6,1,4104768,110001,true,0,14
14,"リーヴテスト14","グリダニア傭兵(見破り1)",1,1,2,1,5,1,3,123,123,false,34,75,0,17,80012,65555,true,4,1.0,0,0,0,0,6,1,4104768,110001,true,0,14
15,"リーヴテスト15","グリダニア傭兵(見破り2)",2,1,2,1,5,1,1,123,123,true,34,75,0,17,80012,65556,true,4,1.0,0,0,0,0,6,1,4104768,110001,true,0,14
16,"リーヴテスト16","傭兵テスト用リーヴ",2,1,2,52,5,10,1,123,123,true,34,75,0,17,80012,65557,true,0,1.0,0,0,0,0,6,1,4104768,110001,true,0,14
17,"リーヴテスト17","傭兵テスト用リーヴ",2,1,2,52,5,10,1,123,123,true,34,75,0,17,80012,65558,true,1,1.0,0,0,0,0,6,1,4104768,110001,true,0,14
18,"リーヴテスト18","傭兵テスト用リーヴ",2,1,2,54,5,10,1,123,123,true,34,75,0,17,80012,65559,true,2,1.0,0,0,0,0,6,1,4104768,110001,true,0,14
19,"リーヴテスト19","傭兵テスト用リーヴ",2,1,2,54,5,10,1,123,123,true,34,75,0,17,80012,65560,true,3,1.0,0,0,0,0,6,1,4104768,110001,true,0,14
20,"リーヴテスト20","傭兵テスト用リーヴ",2,1,2,56,5,10,1,123,123,true,34,75,0,17,80012,65561,true,4,1.0,0,0,0,0,6,1,4104768,110001,true,0,14
21,"Fabrication: lances pour l'Ordre","L'Ordre des deux vipères nous demande régulièrement des lances pour l'entraînement de ses nouvelles recrues. Il s'agit d'un client important pour le Lièvre noir, et la livraison ne doit surtout pas prendre de retard. Nous cherchons un artisan fiable pour nous aider à satisfaire la commande en temps et en heure.",9,5,2,1,0,1,0,51,51,false,9,76,0,51,80012,917649,true,0,1.0,728,94,2,0,18,5,2257767,110007,true,0,14
22,"Fabrication: patins pour recrues","Bien décidé à réduire le nombre de blessés et de tués au combat, l'Ordre des deux vipères a fait affecter un soldat versé dans l'art de la magie élémentaire à chacun de ses bataillons. Ce poste impliquant de nombreux déplacements, nous recherchons activement des menuisiers fiables disposés à mettre leurs talents à notre service pour fabriquer des chaussures en bois durables pour ces personnes.",9,5,2,1,0,1,0,51,51,false,9,76,0,51,80012,917650,true,0,1.0,860,94,2,0,18,5,2257767,110007,true,0,14
23,"Livraison: sabots pour les ingénieurs","Le génie militaire est une composante importante pour une troupe militaire, ayant à gérer les conditions et l'environnement de combat. Les nouvelles recrues devant intégrer l'équipe définitive de génie militaire ont été sélectionnées parmi celles qui ont terminé la formation de base. Nous voudrions leur offrir des sabots en souvenir de ce jour pour leur rappeler de toujours soutenir leurs camarades au combat. Nous cherchons des menuisiers pour prendre en charge la fabrication de ce cadeau qui devra fêter dignement leur intégration.",19,5,2,1,0,1,0,90,90,false,9,76,0,54,80012,917651,true,0,1.0,720,93,2,0,19,5,2648092,110010,true,0,14
24,"Fabrication: arcs courts pour les éclaireurs","L'infanterie légère a besoin d'utiliser des armes maniables et rapides. Les nouvelles recrues devant intégrer définitivement les troupes d'infanterie légère ont été sélectionnées parmi celles qui ont terminé la formation de base. Pour les stimuler et dans l'espoir qu'ils ne ratent jamais leur cible, ils doivent recevoir des arcs courts en souvenir de ce jour. Nous cherchons des menuisiers pour prendre en charge la fabrication de ce cadeau afin de fêter dignement leur intégration.",19,5,2,1,0,1,0,90,90,false,9,76,0,54,80012,917655,true,0,1.0,584,93,3,0,18,5,2648092,110010,true,0,14
25,"Fabrication: boucliers de bois pour les gardes","Les unités devant intégrer les troupes d'infanterie lourde ont été sélectionnées parmi les dernières recrues ayant terminé leur formation de base. Pour rendre hommage aux vaillants soldats qui garderont fièrement les portes de notre belle Cité, nous avons décidé de les équiper d'un solide bouclier de bois. Nous cherchons donc quelqu'un pour les fabriquer.",19,5,2,1,0,1,0,90,90,false,9,76,0,54,80012,917656,true,0,1.0,1770,94,3,0,18,5,2648092,110010,true,0,14
26,"Livraison: érable pour instruments de musique","Un groupe de bardes très en vogue chez les jeunes femmes, les Homoncules, défraye la chronique. Ce pic de popularité a provoqué un engouement soudain pour la harpe chez les hommes, désireux eux aussi d'attirer l'attention de ces dames. La guilde des menuisiers a besoin d'érable pour fabriquer des instruments de musique afin de répondre à cette demande subite.",9,5,2,1,0,1,0,51,51,false,9,76,0,51,80012,917657,true,0,1.0,720,94,3,0,19,5,2257767,110007,true,0,14
27,"Fabrication: arcs pour l'Ordre","L'Ordre des deux vipères nous demande régulièrement des arcs longs pour l'entraînement de ses nouvelles recrues. Il s'agit d'un client important pour le Lièvre noir, et la livraison ne doit surtout pas prendre de retard. Nous cherchons un artisan fiable pour produire le nombre demandé en temps et en heure.",9,5,2,5,0,1,0,51,51,false,9,76,0,51,80012,917652,true,0,1.0,2274,117,4,0,18,5,2257767,110007,true,0,14
28,"Fabrication: boucliers pour les aventuriers","La demande en équipement de protection, dynamisée par l'augmentation du nombre d'aventuriers de passage à Gridania, ne cesse de progresser. Au Lièvre noir, nous avons décidé de suivre la tendance et d'élargir notre gamme de produits. Pour cela, nous recherchons un menuisier capable de fabriquer des boucliers de bois de manière rapide et efficace.",9,5,2,5,0,1,0,51,51,false,9,76,0,51,80012,917653,true,0,1.0,2514,140,4,0,18,5,2257767,110007,true,0,14
29,"Livraison: cannes pour les aides-soignants","Soigner les blessés au front peut se révéler décisif pour l'avenir d'une armée, sans parler du moral des troupes. Les nouvelles recrues devant intégrer définitivement l'équipe médicale ont été sélectionnées parmi les unités ayant terminé le programme de base. Pour les motiver à bien soigner leurs camarades au combat, ils doivent recevoir des armes d'élémentalistes en souvenir de ce jour. Nous cherchons quelqu'un pour prendre en charge la fabrication de ce cadeau afin de fêter dignement leur intégration.",19,5,2,5,0,1,0,90,90,false,9,76,0,54,80012,917654,true,0,1.0,3430,116,4,0,19,5,2648092,110010,true,0,14
30,"Fabrication: lances d'entraînement pour nouveaux","Au Bannock, les nouvelles recrues apprennent à la fois le maniement de l'arc et de la lance, ce qui permet de mieux voir les capacités de ces nouveaux venus et de déterminer quelle sera leur discipline forte. Nous avons besoin cette fois de lances robustes, capables de résister au rude entraînement de base des soldats du Bannock.",19,5,2,5,0,1,0,90,90,false,9,76,0,54,80012,917658,true,0,1.0,2106,117,5,0,18,5,2648092,110010,true,0,14
31,"Fabrication: épées en bois pour les instructeurs","Les Ixali, les ennemis jurés des Gridaniens, sont de fins épéistes. Afin de se préparer à affronter ces viles créatures, les jeunes recrues de l'Ordre des deux vipères simulent de véritables combats avec leurs instructeurs. Nous recherchons un artisan capable de fabriquer des épées en bois pour les instructeurs qui joueront le rôle des barbares lors de leur prochain entraînement.",19,5,2,5,0,1,0,90,90,false,9,76,0,54,80012,917659,true,0,1.0,4044,142,5,0,18,5,2648092,110010,true,0,14
32,"Livraison: cannes bon marché","De nombreux aventuriers débutants viennent spécialement à Gridania, berceau de l'élémentalisme, pour y apprendre cette discipline. Ils apprécient les cannes bon marché, mais notre stock commence à s'amoindrir. Si nous ne voulons pas rater des clients potentiels, il nous faut un arrivage de cannes le plus vite possible.",9,5,2,5,0,1,0,51,51,false,9,76,0,51,80012,917660,true,0,1.0,3160,116,5,0,19,5,2257767,110007,true,0,14
33,"Fabrication: radicelles bon marché","Pour apprendre un art magique, il est important d'avoir un bon outil. Les radicelles en bois, bon marché et solides, se vendent très bien auprès des aventuriers débutants venus apprendre l'élémentalisme, mais ce succès fait craindre une rupture de stock. Il nous faut un arrivage de radicelles pour répondre à la demande.",9,5,2,10,0,1,0,51,51,false,9,76,0,51,80012,917523,true,0,1.0,5132,142,6,0,18,5,2257767,110007,true,0,14
34,"Fabrication: outils pour orfèvres","Depuis que les marchands uldiens ont ouvert boutique aux échoppes d'ébène, les orfèvres de passage à Gridania ont plus de facilité à se procurer des matières premières. Il semblerait toutefois que certains aient du mal à trouver des outils de qualité. Au Lièvre noir, nous voyons cela comme une excellente opportunité de commerce et nous recherchons d'urgence un artisan capable de répondre à cette demande.",9,5,2,10,0,1,0,51,51,false,9,76,0,51,80012,917524,true,0,1.0,4460,142,6,0,18,5,2257767,110007,true,0,14
35,"Livraison: bois pour enclos","La barrière de bois qui entoure le ranch commence à vieillir, et demande à être remplacée rapidement pour des raisons de sûreté. En temps normal, la guilde des menuisiers devrait prendre en charge cette commande, mais il se trouve qu'ils sont débordés par les divers travaux de reconstruction et ne peuvent accorder qu'une faible priorité à ce projet. Pour fabriquer le nouvel enclos, du bois de frêne est nécessaire. Apportez-en sous la forme de madriers afin qu'il soit prêt à être travaillé.",5,5,2,10,0,1,0,94,94,false,9,76,0,54,80012,917525,true,0,1.0,6066,239,6,0,19,5,2119045,110002,true,0,14
36,"Fabrication: lances décorées à offrir","Les Montures Mog souhaitent exprimer leur reconnaissance aux vigiles sombres, qui veillent sur le ranch de Brancharquée. Pour cela, nous voudrions leur offrir des équipements pour leurs bons services, nous cherchons donc des lances décorées de plumets.",5,5,2,10,0,1,0,94,94,false,9,76,0,54,80012,917505,true,0,1.0,5132,145,7,0,18,5,2119045,110002,true,0,14
37,"Fabrication: outils de couture pour le ranch","Élever et dresser des chocobos n'est pas un métier de tout repos. Entre les coups de bec et les griffures des volatiles capricieux, les équipements ne durent pas bien longtemps. Faire réparer tout cela nous coûte énormément d'argent, voilà pourquoi nous avons décidé qu'il était temps de nous mettre à la couture! Nous recherchons de toute urgence des outils de couture afin de remédier à cette situation.",5,5,2,10,0,1,0,94,94,false,9,76,0,54,80012,917506,true,0,1.0,4820,192,7,0,18,5,2119045,110002,true,0,14
38,"Livraison: boucliers bon marché","Les boucliers carrés, peu onéreux, font partie de l'équipement de base d'un aventurier faisant ses armes, et ils ont du succès auprès des nouveaux venus à Gridania, notamment ceux qui viennent apprendre l'élémentalisme. Nous cherchons à renouveler notre stock de boucliers carrés en frêne au plus vite, avant de risquer une rupture de stock.",9,5,2,10,0,1,0,51,51,false,9,76,0,51,80012,917507,true,0,1.0,11616,142,7,0,19,5,2257767,110007,true,0,14
39,"Fabrication: lances métalliques","Un incident sans précédent a été mis à jour, entachant l'honneur des vigiles sombres: une nouvelle recrue a en effet dérobé de l'équipement des Vigiles afin de le revendre. Bien entendu, le coupable a été immédiatement révoqué et banni de Sombrelinceul, mais le matériel détourné ne pourra être récupéré. Pour remplacer celui-ci, une commande a été passée par la troupe. Nous cherchons un artisan fiable pour nous aider à produire les lances demandées.",9,5,2,15,0,1,0,51,51,false,9,76,0,51,80012,917526,true,0,1.0,8454,197,8,0,18,5,2257767,110007,true,0,14
40,"Fabrication: armes d'élémentalistes en orme","Une rumeur s'est répandue dans Gridania selon laquelle un sort de soin appliqué au coucher empêcherait un enfant de faire des cauchemars. De nombreux parents consciencieux ont ainsi pour soudaine lubie d'apprendre l'art de l'élémentalisme, provoquant une hausse de la demande en armes d'élémentalistes en orme. Nous cherchons un artisan fiable pour nous aider à les produire et éviter une rupture de stock.",9,5,2,15,0,1,0,51,51,false,9,76,0,51,80012,917527,true,0,1.0,8764,196,8,0,18,5,2257767,110007,true,0,14
41,"Livraison: bois pour la tour","Des attaques de ballons ixali renforcés ont récemment eu lieu aux environs de la toute nouvelle Tour de Josselin, et les troupes en poste projettent de renforcer ses défenses contre les attaques aériennes. Nous prévoyons donc de l'équiper de nouvelles barricades pour arrêter les flèches ennemies, et nous avons besoin de madriers d'orme pour les fabriquer.",7,5,2,15,0,1,0,107,107,false,9,76,0,55,80012,917528,true,0,1.0,12172,292,8,0,19,5,2255476,110004,true,0,14
42,"Fabrication: masques pour vigiles sombres","La 4e Lance des Vigiles, qui patrouille autour des Neuf Lierres, demande la fabrication de masques pour ses nouvelles recrues. De nombreux masques ont en effet été brisés au court d'entraînements particulièrement rudes. Un artisan compétent est demandé pour mener à bien cette tâche.",7,5,2,15,0,1,0,107,107,false,9,76,0,55,80012,917511,true,0,1.0,12218,200,9,0,18,5,2255476,110004,true,0,14
43,"Fabrication: bouclier de bois pour aventuriers","L'autre jour, un aventurier originaire d'Ul'dah est passé à mon échoppe pour acheter un bouclier de bois. Manque de chance, je n'en avais plus en réserve et n'ai pas pu satisfaire sa demande. Je recherche donc un artisan capable de m'en fabriquer à bas prix afin de renouveler mon stock, et éviter qu'une telle situation ne se reproduise.",7,5,2,15,0,1,0,107,107,false,9,76,0,55,80012,917512,true,0,1.0,7744,142,9,0,18,5,2255476,110004,true,0,14
44,"Livraison: arc court en frêne","À l'occasion de la construction d'une nouvelle tourelle de garde, les flèches divines projettent de recruter des nouveaux archers. Or, les arcs courts que nous avions apprêtés à leur effet ont été dérobés par les facétieux Sylphes. Nous cherchons des artisans sûrs et sérieux, capables de fabriquer des arcs courts en frêne pour remplacer les pertes.",9,5,2,15,0,1,0,51,51,false,9,76,0,51,80012,917513,true,0,1.0,11616,145,9,0,19,5,2257767,110007,true,0,14
45,"Fabrication: armes d'élémentalistes en if","Le Temple de la sérénité nous a passé une commande d'armes d'élémentalistes en if destinées à être offertes aux jeunes recrues qui ont terminé le programme de formation de base et s'apprêtent à poursuivre leur apprentissage auprès d'un druide. Nous recherchons un artisan qualifié capable de fournir diligemment un travail de qualité.",9,5,2,20,0,1,0,51,51,false,9,76,0,51,80012,917529,true,0,1.0,12746,239,10,0,18,5,2257767,110007,true,0,14
46,"Grosse commande: des masques pour les vigiles","Chaque mois, une cérémonie a lieu pour permettre aux vigiles sombres d'honorer les âmes des braves tombés au champ d'honneur lors de la Bataille de Carteneau il y a cinq ans. Or, cette cérémonie consiste à brûler des masques à la mémoire de ces morts. Nous avons besoin d'un artisan capable de produire en masse des masques qui seront utilisés lors des prochaines commémorations.",9,5,2,20,0,1,0,51,51,false,9,76,0,51,80012,917530,true,0,1.0,7331,444,10,0,26,5,2257767,110007,true,0,14
47,"Livraison: lances pour les volontaires","Nous, membres de la 5e Lance des Vigiles, entraînons les jeunes populations des hameaux à manipuler l'arme d'hast afin qu'ils se défendent plus efficacement face aux agressions des Ixali. Ces soldats volontaires ont besoin de lances. Si vous êtes capable d'en fabriquer pour nous, venez nous rendre visite.",13,5,2,20,0,1,0,129,129,false,9,76,0,56,80012,917531,true,0,1.0,18328,204,10,0,19,5,2257677,110006,true,0,14
48,"Fabrication: meule à aiguiser","Nous, les habitants du Moulin de la carrière, recherchons des meules pour affûter nos flèches et nos pointes de lance. Pour nous autres qui sommes sous la menace constante des Ixali, le bon entretien des équipements est crucial pour notre sécurité et notre survie. Les personnes qui accepteront de nous aider seront généreusement récompensées.",13,5,2,20,0,1,0,129,129,false,9,76,0,56,80012,917517,true,0,1.0,13250,244,11,0,18,5,2257677,110006,true,0,14
49,"Grosse commande: projectiles de balistes","Nous, membres de la 5e Lance des Vigiles, étudions des projets de renforcement de la défense des remparts du Moulin de la carrière. Une des idées les plus porteuses est l'installation de balistes projetant des lances d'acier qui permettraient d'abattre en vol les ballons ennemis. Nous aimerions qu'un maître artisan accepte de confectionner des lances afin de procéder à des expérimentations.",13,5,2,20,0,1,0,129,129,false,9,76,0,56,80012,917518,true,0,1.0,5073,209,11,0,26,5,2257677,110006,true,0,14
50,"Fabrication: madriers de noyer","Ceci est la requête d'un menuisier qui tient à garder l'anonymat. Un coup de marteau mal placé a gâché mon travail et j'ai dû tout recommencer en “empruntant” les madriers de la réserve de la guilde des menuisiers. Il me faut maintenant les remplacer discrètement. Hélas, compte tenu des circonstances, je ne peux pas m'en occuper personnellement. Je cherche donc un menuisier de confiance capable de garder le silence quant à cette affaire.",13,5,2,20,0,1,0,129,129,false,9,76,0,56,80012,917519,true,0,1.0,18524,246,11,0,18,5,2257677,110006,true,0,14
51,"Fabrication: bouclier à l'effigie des deux vipères","Un de nos habitués voudrait offrir un bouclier rond à un membre de sa famille qui vient tout juste de s'enrôler dans l'Ordre des deux vipères. Celui-ci désirerait y voir le symbole protecteur de Gridania, les deux serpents blancs entrelacés, en signe de bon augure. Si vous avez des compétences en menuiserie et qu'en plus vous êtes doué pour la peinture, contactez-nous.",9,5,2,25,0,1,0,51,51,false,9,76,0,51,80012,917673,true,0,1.0,19770,263,12,0,18,5,2257767,110007,true,0,14
52,"Livraison: un beau râteau","Pour les membres de la 5e Lance des Vigiles, l'honnêteté est une vertu capitale. L'autre jour, au cours d'un entraînement au Moulin de la carrière, nous avons cassé le râteau d'un habitant. Aussi, nous souhaiterions le remplacer par un modèle de meilleure qualité, comme une fourche en argent. À bon entendeur...",13,5,2,25,0,1,0,129,129,false,9,76,0,56,80012,917674,true,0,1.0,31420,316,12,0,19,5,2257677,110019,true,0,14
53,"Grosse commande: madriers pour meubles de luxe","Les meubles de luxe connaissent de plus en plus de succès parmi la classe aisée d'Ul'dah, et le Consortium de l'est d'Aldenard nous a passé une énorme commande de madriers de noyer pour profiter de cet engouement. Les stocks de la guilde des menuisiers n'étant guère suffisants pour répondre à la demande, nous recherchons des artisans capables de travailler vite et bien.",9,5,2,25,0,1,0,51,51,false,9,76,0,51,80012,917675,true,0,1.0,11115,465,12,0,26,5,2257767,110007,true,0,14
54,"Fabrication: épées de bois pour les volontaires","La 5e Lance des Vigiles forme les jeunes volontaires au maniement des armes. Dans le cadre de cet entraînement, nos instructeurs utilisent des épées de bois pour jouer le rôle d'Ixali au cours des simulations de batailles. Notre stock arrivant à épuisement, nous recherchons des menuisiers capables de nous réapprovisionner dans des délais raisonnables.",13,5,2,25,0,1,0,129,129,false,9,76,0,56,80012,917676,true,0,1.0,22066,245,13,0,18,5,2257677,110019,true,0,14
55,"Fabrication: lances pour une cérémonie","La famille Fortemps, une des quatre grandes maisons nobles d'Ishgard, nous a passé une commande de lances pour une cérémonie. C'est un client très exigeant qui veut des produits de premier choix. Nous recherchons par conséquent un artisan sérieux capable d'effectuer un travail d'une qualité irréprochable.",13,5,2,25,0,1,0,129,129,false,9,76,0,56,80012,917677,true,0,1.0,29450,323,13,0,18,5,2257677,110019,true,0,14
56,"Grosse commande: armes d'élémentalistes pour les volontaires","Un groupe de druides a été désigné pour initier les volontaires chargés de protéger les hameaux à la magie élémentaire. Nous recherchons un artisan capable de fabriquer des armes d'élémentalistes en grande quantité.",13,5,2,25,0,1,0,129,129,false,9,76,0,56,80012,917678,true,0,1.0,8505,248,13,0,26,5,2257677,110019,true,0,14
57,"Livraison: bois de collection","L'humeur de messire Gegeruju est dangereusement imprévisible à l'approche du foehn. Il lui faut vite de quoi se distraire et le seigneur est un grand amateur des belles épées en bois. Nous cherchons un artisan aussi doué que discret pour ajouter une pièce à sa collection.",113,5,2,30,0,1,0,206,206,false,9,76,0,32,80012,917679,true,0,1.0,49000,314,14,0,19,5,3999030,110031,true,0,14
58,"Fabrication: arc pour le vainqueur du concours","Les flèches divines nous ont confié la fabrication d'un arc très spécial. Ce dernier sera remis au vainqueur du concours d'archerie organisé dans le but d'encourager les troupes à se perfectionner au tir à l'arc. Cette récompense doit être à la hauteur du but recherché. N'hésitez pas à postuler si vous vous sentez à la hauteur de la tâche.",9,5,2,30,0,1,0,51,51,false,9,76,0,51,80012,917680,true,0,1.0,30282,326,14,0,18,5,2257767,110007,true,0,14
59,"Grosse commande: lances pour une cérémonie","La famille Fortemps, une des quatre grandes maisons nobles d'Ishgard, nous a passé une importante commande de lances pour une cérémonie. C'est un client très important, et il va sans dire que l'échec n'est pas toléré. Nous avons besoin d'un artisan capable de produire ces armes en masse.",9,5,2,30,0,1,0,51,51,false,9,76,0,51,80012,917681,true,0,1.0,17670,369,233,0,26,5,2257767,110007,true,0,14
60,"Fabrication: un arc pour la chasse","Le seigneur Gegeruju désire entrer en communion avec la nature, et quoi de mieux pour ça que de tirer à distance ? Il lui faut un arc long, car il souhaite chasser le buffle. Il ne sera pas déçu, oh que non. Je vais m'arranger pour que des archers dissimulés abattent le gibier à sa place.",113,5,1,30,0,1,0,206,206,false,9,76,0,32,80011,917682,true,0,1.0,39900,357,15,0,18,5,3999030,110031,true,0,14
61,"Fabrication: lances à louer","Dans sa quête incessante pour protéger Costa del Sol de tous les ennemis, le seigneur Gegeruju a fait appel à des mercenaires aguerris, adeptes de la lance. Nous cherchons des disciples de la main pour fournir à ces vaillants combattants les meilleures lances que l'on puisse manier.",113,5,1,30,0,1,0,206,206,false,9,76,0,32,80011,917683,true,0,1.0,39900,494,15,0,18,5,3999030,110031,true,0,14
62,"Grosse commande: la longue lance de la loi","Messire Gegeruju a décidé d'offrir une grosse cargaison de lances au Maelstrom. Le seigneur dit qu'il s'agit d'“un grand geste pour une grande compagnie”. S'agit-il d'opportunisme? On peut très bien le penser, mais je ne ferai aucun commentaire.",113,5,1,30,0,1,0,206,206,false,9,76,0,32,80011,917684,true,0,1.0,13887,424,234,0,26,5,3999030,110031,true,0,14
63,"Livraison: harpon pour dragon","Ce n'est pas en suivant aveuglément les vieilles traditions que la famille Durendaire a élevé les plus puissants chevaliers dragon d'Ishgard. Contrairement à de nombreuses vieilles maisons de cette méfiante théocratie, elle a soif de connaissances... Cherchant par exemple à savoir si un harpon limséen peut être adapté à une créature volante.",122,5,2,35,0,1,0,385,385,false,9,76,0,63,80012,917685,true,0,1.0,61552,368,16,0,19,5,3643002,110062,true,0,14
64,"Fabrication: armes d'élémentaliste en chêne","Le bûcheron de Waterbury s'est enfin décidé à abattre le fameux “chêne trompette”. D'après lui, son bois sera parfait pour des armes d'élémentaliste. Après trente-trois ans, il a intérêt à être parfait... Nous cherchons un artisan pour transformer cette noble essence en armes, si possible en moins de trente-trois ans, merci.",9,5,2,35,0,1,0,51,51,false,9,76,0,51,80012,917686,true,0,1.0,42114,494,16,0,18,5,2257767,110007,true,0,14
65,"Grosse commande: gladiateurs en bois","Le nouveau directeur artistique du Colisée devient de plus en plus excentrique. Ce mois-ci, c'est, voyons... “une mêlée de macuahuitl, où les gladiateurs modernes combattront avec les lames de bois des anciens”. Comme s'il n'y avait déjà pas assez de folie dans cette ville... Je vous fais confiance pour livrer les armes?",9,5,2,35,0,1,0,51,51,false,9,76,0,51,80012,917687,true,0,1.0,19600,488,235,0,26,5,2257767,110007,true,0,14
66,"Fabrication: arc de luxe","La famille Durendaire désire un arc en mithril, et comme toujours, le plus tôt sera le mieux. Je crois que les seigneurs se sont résignés à un hiver sans fin. Ce froid constant apporte aussi son lot d'humidité... et il faut constamment prendre soin des arcs, car le bois et les tendons sont très fragiles. Ce qu'un arc en mithril perd en vitesse, il le gagne en robustesse.",122,5,2,35,0,1,0,385,385,false,9,76,0,63,80012,917688,true,0,1.0,41034,472,17,0,18,5,3643002,110062,true,0,14
67,"Fabrication: des pieds bien au chaud","Le Fléau a glacé le sol du Coerthas et ceux qui passent leurs journées debout sont parmi les plus touchés. Les jours du cuir et du tissu sont terminés pour les travailleurs des caves et des échoppes ombragées. À partir de maintenant, nous devons tous passer aux semelles de bois, plus épaisses et solides. ",122,5,2,35,0,1,0,385,385,false,9,76,0,63,80012,917689,true,0,1.0,44238,397,17,0,18,5,3643002,110062,true,0,14
68,"Grosse commande: entorse aux traditions","La famille Durendaire a besoin de renforcer l'armement de sa cavalerie et souhaite passer une importante commande d'arcs maniables et résistants. Vu l'ampleur du travail, elle a exceptionnellement décidé d'accepter l'aide des artisans aventuriers. La guerre contre les dragons doit être gagnée à n'importe quel prix.",122,5,2,35,0,1,0,385,385,false,9,76,0,63,80012,917690,true,0,1.0,18170,419,236,0,26,5,3643002,110062,true,0,14
69,"Livraison: des armes, et vite","Ishgard a froidement confirmé que le Vigile de pierre, une de ses forteresses érigées contre les dragons, est tombé. Reconstituer un arsenal est devenu leur priorité principale, alors même qu'ils regroupent leurs forces après de lourdes pertes qui pourraient leur coûter cher.",123,5,2,40,0,1,0,402,402,false,9,76,0,63,80012,917691,true,0,1.0,84802,521,18,0,19,5,3643494,110063,true,0,14
