Index,0 [0x0][0x0],1 [0x2][0xc],2 [0x0][0x4],3 [0x2][0xd],4 [0x2][0xe],5 [0x2][0xf],6 [0x2][0x10],7 [0x2][0x11],8 [0x0][0x8]
17,"Kobold",0,"0",0,0,1,0,0,"The kobolds are a race of mole-like creatures who have excavated a warren of tunnels under O'Ghomoro, a mountain situated in northern Vylbrand. Believing the ores of the earth to be a gift of the primal Titan, these subterranean beastmen seek to divine their deity's teachings through the arts of alchemy. The peace agreement forged between the kobolds and Limsa Lominsa has served little to quell resurgent hostilities."
18,"Sahagin",0,"0",0,0,1,0,0,"These aquatic beastmen reside in a city at the bottom of the Indigo Deep. They breathe water as well as air, and glide through the depths with graceful ease. The social structure of the Sahagin resembles a pyramid, with a single queen-like figure stationed at its point. On the streets of Limsa Lominsa, to mention the name of Sahagin is to invite dark looks and muttered curses."
19,"Tataru Taru",0,"0",0,0,1,0,0,"“Deep in the desert of my heart,♪\n A lonely flower blooms...♪\n Yearning for the heavens above♪\n To quench my thirst for you.♪\n Trololololo～lololo～♪”"
20,"Moogle",0,"0",0,0,1,0,0,"Do not be fooled by their winsome personae, for moogles are a highly intelligent race of creatures capable of creating utter chaos with the unique brand of elemental magicks at their disposal. For the most part, they are content to keep to themselves, choosing to roam the Twelveswood hidden behind glamours rendering them invisible to all but the most spiritually acute."
21,"Siren",0,"0",0,0,1,0,0,"Once feared across the five seas, today sirens are but the stuff of legend, due in part to a thorough culling of the creatures some years past by the renowned pirate Mistbeard. Recent sightings of the seductive she-devils, however, once again have sea- and landsmen alike exchanging tales of sirens entrancing entire ship crews with their accursed songs, then feeding on their captives' souls until all that remain are lifeless husks."
22,"Ultros & Typhon",0,"0",0,1,1,0,0,"A queer duo of heretofore unseen creatures believed, but not yet confirmed, to be voidsent summoned to this realm via an arcane spell discovered by a student of the Thaumaturges' Guild. Upon their arrival in the corporeal plane, both were quick to acclimate to life in Eorzea─Ultros earning a position as headliner for Coliseum-run venationes, and Typhon entering the employ of Godbert Manderville at his high-end gaming establishment, the Gold Saucer."
23,"Demon Wall",0,"0",0,0,1,0,0,"These frightful guardians are the creations of ancient spellcraft, given life when a chosen wall was inscribed with an arcane pattern of blood. Though their masters have long since perished, these sentinels of demonic visage continue to protect the crumbling ruins to which they are bound─to the surprise and horror of many an unsuspecting adventurer."
24,"Succubus",0,"0",0,0,1,0,0,"Succubi manifest on the physical plane by forcing their souls into the bodies of deceased women. Once the transition is complete, the resultant creature is said to be both fair and fey to look upon. Still more disconcerting, researchers claim that these voidsent occasionally exhibit the personality traits of their deceased hosts. Succubi occupy the third and fourth rungs of the voidsent hierarchy."
25,"Chimera",0,"0",0,0,1,0,0,"A nightmarish combination of lion, goat, and dragon, the fell chimera has three heads, a pair of mighty wings, and a cruelly barbed tail. Its origins have been furiously debated, with some insisting the creature a cruel jest of the gods, while others believe it the twisted creation of forbidden sorcery."
26,"Blue Dragon",0,"0",0,0,1,0,0,"Sharing the blood of Midgardsormr and his progeny, the great wyrms, a blue dragon can live upwards of a thousand summers─a period during which the creature will undergo divers changes to its physical and mental capacities. This independent “evolution” of sorts renders each member of the species unique, making it all the more difficult for enemies of the dragons to conceive and establish any manner of standardized battle strategy."
27,"Scarface Bugaal Ja",0,"0",0,0,1,0,0,"“Mamool Ja wants <i>freedom</i>─freedom to dance! Why does no one understand!?”"
28,"Momodi Modi",0,"0",0,0,1,0,0,"“'Course, I <i>do</i> enjoy hearin' a lady muse on the many manhoods of her acquaintance from time to time...”"
29,"Baderon Tenfingers",0,"0",0,0,1,0,0,"“Me da once said, if me ma 'erself was ever t' stand 'twixt 'im and a life o' 'venturin', 'e'd straightways up an' drown th' wench.”"
30,"Mother Miounne",0,"0",0,0,1,0,0,"“Great or small, every contribution counts. I trust you will play your part.”"
31,"Livia sas Junius",0,"0",0,0,1,0,0,"“Fail to do as my lord commands...and I will spare him the trouble of punishing you.”"
32,"Rhitahtyn sas Arvina",0,"0",0,0,1,0,0,"“In the name of Lord van Baelsar, I, Rhitahtyn sas Arvina, do swear to strike you down!”"
33,"Biggs & Wedge",0,"0",0,0,1,0,0,"“Biggs─I'm going in! See everyone to safety!”\n“No! Wedge─don't do it!”"
34,"Gerolt",0,"0",0,0,1,0,0,"“Jus' let me make one thing clear: it might be as I'm repairin' kettles to pay for yesterday's mead, but I still got me pride as a master weaponsmith. Ye'll get no less than the finest out of me forge.”"
35,"Frixio",0,"0",0,0,1,0,0,"“Mayhap not so fresh...but better than before.”"
36,"Mutamix Bubblypots",0,"0",0,0,1,0,0,"“Pshhh... Shkohhh... Uplander seeks knowings of shifty-making, yes? Then uplander should make openears to tongueflaps of Mutamix.”"
37,"Memeroon",0,"0",0,0,1,0,0,"“Stop, stop, stop! Memeroon give you shinies! Many, many shinies to repay repayments!”"
38,"Behemoth",0,"0",0,0,1,0,0,"The first sightings of these heavily muscled beasts in the mountains of Coerthas coincided with the advent of the Seventh Umbral Era. Scholars believe them to be the spawn of the elder primal Bahamut, and have dubbed the creatures “behemoths.”Aside from their obvious physical traits, much about behemoth behavior and physiology remains shrouded in mystery."
39,"Gilgamesh & Enkidu",0,"0",0,0,1,0,0,"“At long last, we meet again on the battlefield! I daresay Enkidu shall come to enjoy our tussles as much as I.”"
40,"Ifrit",0,"0",0,1,1,0,0,"Summoned by the Amalj'aa of sunbaked Paglth'an, the Lord of the Inferno─with molten claws that render metal into bubbling pools of molten ooze, and terrible horns that stretch skyward, ever threatening to brand the heavens above─is feared across the realm for a blazing fury almost as unquenchable as his desire to swell the ranks of his tempered armies. "
41,"Titan",0,"0",0,0,1,0,0,"Summoned by the kobolds of O'Ghomoro, the Lord of Crags maintains an air of forbearance rarely seen in the realm's other primals. However, should he sense the lives of his loyal acolytes are in peril, he will not hesitate to call upon the very mountains themselves to crush the life from those who would bring them harm."
42,"Garuda",0,"0",0,0,1,0,0,"Summoned by the Ixal tribes of Xelphatol, Garuda harbors the uncanny ability to manipulate the very air which surrounds her. The winds she wields, however, have twisted her heart and broken her mind, rendering the Lady of the Vortex a merciless tyrant with an appetite for destruction that is nigh insatiable."
43,"Good King Moggle Mog XII",0,"0",0,0,1,0,0,"Summoned by a rogue sect of Twelveswood moogles believing the regent to be the very figure who led their peoples from their home in the starry welkin down to the realm of Eorzea, Good King Moggle Mog XII is only actually “good” to his handful of subjects, doling out healthy dollops of royal justice to all others who would dare stand in his way."
44,"Raya-O-Senna & A-Ruhn-Senna",0,"0",0,0,1,0,0,"“My name may be unfamiliar to you, but doubtless you know of my sister. That would be KanESenna, Elder Seedseer of Gridania and supreme commander of the Order of the Twin Adder. Together, we are known as the three Seedseers─my sister, myself, and our younger brother, ARuhnSenna.”"
45,"Godbert Manderville",0,"0",0,0,1,0,0,"“But you were not drawn here by some coincidence, were you? No, you came in search of me, Godbert! Why else would you gyrate your hips in such a gentlemanly fashion, if not that?”"
46,"Thancred",0,"0",0,0,1,0,0,"“I've been something of a liability of late, I know. 'Tis high time I set about making amends.”"
47,"Nero tol Scaeva",0,"0",0,0,1,0,0,"“Garlond... Soon you will be made to know the true power of magitek.”"
48,"Papalymo & Yda",0,"0",0,0,1,0,0,"“The great beyond! I do believe we're dead, Papalymo!”\n“Oh, Rhalgr take you and your great beyond!”"
49,"Y'shtola",0,"0",0,0,1,0,0,"“The seas continue to rise while the lesser moon continues to fall, and ilm by ilm, the world becomes ever more unlike itself.”"
50,"Urianger",0,"0",0,1,1,0,0,"“Truth interpreted is truth transformed. Today's heroes may yet become tomorrow's gods...or something else.”"
51,"Ultima Weapon",0,"0",0,1,1,0,0,"A relic of the Third Astral Era, the Ultima Weapon is a feat of Allagan technology─the same technology which saw the reach of the Allagan Empire extend to the four corners of Hydaelyn. Upon rediscovery of the mechanical juggernaut buried deep beneath the lands just beyond Ala Mhigo, the XIVth Legion of the Imperial Garlean Army refitted it to serve as a countermeasure against the ever-growing primal threat."
52,"Odin",0,"0",0,1,1,0,0,"While no one knows exactly when or by whom the Dark Divinity was summoned, the elder primal roams the Twelveswood astride his loyal warhorse Sleipnir seeking a bloody reckoning for misdeeds lost but unforgotten."
53,"Ramuh",0,"0",0,0,1,0,0,"Worshipped by the sylphs of the Twelveswood, the Lord of Levin is a thunderous entity with boundless knowledge of ages past. He is stern yet just, but his judgment is final, and those found guilty of mortal sin will be met with mighty bolts of white-hot lightning."
54,"Leviathan",0,"0",0,0,1,0,0,"Summoned by the Sahagin tribes of the Indigo Deep, the Lord of the Whorl ever lurks beneath the sea's surface, seeking ships to swallow and sailors to join his ranks of drowned minions. Fishers and saltwives throughout history have believed the tidal waves which oft flood their coastal villages are created by the thrashing tail of an angered Leviathan, and have for centuries offered sacrifices to the sea in hopes of soothing the serpent."
55,"Shiva",0,"0",0,0,1,0,0,"The <i>Enchiridion</i>, holy scripture for the Ishgardian faith, brands Shiva the Original Heretic─the first to succumb to the temptation of the dragons. Her followers, however, venerate her as a saint who tried, yet failed, to bring together man and dragon through selfless sacrifice."
56,"Minfilia",0,"0",0,0,1,0,0,"“No doubt you're ripe to burst with questions, but have patience─all will be revealed in time.”"
57,"Lahabrea",0,"0",0,0,1,0,0,"“For the end of your tale is but the beginning of another... The tale of the Crystal's demise!”"
58,"Cid Garlond",0,"0",0,0,1,0,0,"“Just how long have I worn these damn goggles?”"
59,"Alphinaud & Alisaie",0,"0",0,1,1,0,0,"“Our paths may differ, but our destination is the same. In time, I daresay we will see eye to eye.”"
60,"Louisoix Leveilleur",0,"0",0,0,1,0,0,"“Silence, chattering raven. Your wretched wings are broken, and you shall soar no more.”"
61,"Bahamut",0,"0",0,0,1,0,0,"Forgotten for millennia, the elder primal Bahamut was finally freed from his celestial prison Dalamud in the 1572nd year of the Sixth Astral Era through the machinations of the Garlean legatus Nael van Darnus. Unfettered at last, the dreadwyrm unleashed an endless rain of fire on the land, the destruction he wrought ushering in a dark age of death and suffering."
62,"Hildibrand & Nashu Mhakaracca",0,"0",0,0,1,0,0,"“I swear to you, here and now: I, Hildibrand, agent of enquiry, inspector extraordinaire, shall scour all creation─from the deepest pit of the seven hells to the very pinnacle of the heavens─for your Pure Heart!”"
63,"Nanamo Ul Namo",0,"0",0,0,1,0,0,"“The true wealth of Ul'dah lies in the health, happiness, and hopes of her people.”"
64,"Gaius van Baelsar",0,"0",0,0,1,0,0,"“Unworthy is the ruler whose subjects seek the solace of false gods.”"
65,"Merlwyb Bloefhiswyn",0,"0",0,0,1,0,0,"“Victory is a far-flung shore. Mark the skies, abide the tides, trust to your crew—and she will be yours.”"
66,"Kan-E-Senna",0,"0",0,0,1,0,0,"“Eorzea's children are as trees in a grove—bending to the wind like the willow, or bearing it like the oak. Yet live how we might, the wind shall blow.”"
67,"Raubahn Aldynn",0,"0",0,0,1,0,0,"“Bwahaha! The battlefield is the best and worst of places. Where else can a man's enemy become his mentor, or an ally his enemy?”"
68,"Warrior of Light",0,"0",0,0,1,0,0,"“The light shall never fade!”"
69,"Firion",0,"0",0,0,1,0,0,"“My dream...is a world filled with wild roses.”"
70,"Onion Knight",0,"0",0,1,1,0,0,"“Being small has its advantages.”"
71,"Cecil Harvey",0,"0",0,0,1,0,0,"“I told you before, you've drawn us into nothing. This fight is as much ours as yours.”"
72,"Bartz Klauser",0,"0",0,0,1,0,0,"“It was my dad's last request, you know, to go out and travel the world... And this time, it feels like like the wind is calling me.”"
73,"Terra Branford",0,"0",0,0,1,0,0,"“Don't worry. I'm sure a peaceful future is right around the corner!”"
74,"Cloud Strife",0,"0",0,0,1,0,0,"“I can't remain trapped in an illusion anymore.”"
75,"Squall Leonhart",0,"0",0,0,1,0,0,"“Don't talk about me in the past tense!”"
76,"Zidane Tribal",0,"0",0,0,1,0,0,"“Do I need a reason to help someone?”"
77,"Tidus",0,"0",0,0,1,0,0,"“This is our story! Now let's see this thing through together!”"
78,"Shantotto",0,"0",0,0,1,0,0,"“That's quite enough! Time to play rough.”"
79,"Vaan",0,"0",0,0,1,0,0,"“Who said anything about strong? You'll make it. You got good friends.”"
80,"Lightning",0,"0",0,0,1,0,0,"“It's not a question of can or can't. There are some things in life you just do.”"
81,"Gaelicat",0,"0",0,0,1,0,0,"A curious, charming creature with a feline body and the wings of a bat. Some scholars posit that it is a type of beastkin, while others insist that it is a lesser voidsent belonging to the eleventh rung of the hierarchy of twelve. One thing that cannot be denied is that it clearly possesses a keen, mischievous intelligence."
82,"Vanu Vanu",0,"0",0,0,1,0,0,"An avian beast tribe that makes their home on the floating islands of the Sea of Clouds. Isolated from the world in the years prior to the advent of airship technology, in recent years they have grown wary of those who would encroach upon their homeland."
83,"Gnath",0,"0",0,0,1,0,0,"A tribe of insect-like beastmen known to inhabit the southern reaches of the Dravanian forelands. Hunters first and foremost, they burn a sort of incense to defend their homeland from the dragon threat. At the center of Gnath society sits the king-like “Overmind,” its presence allowing its subjects to communicate without need of word or gesture."
84,"Yugiri Mistwalker",0,"0",0,0,1,0,0,"“To whom much is given, much is expected...”"
85,"Fat Chocobo",0,"0",0,0,1,0,0,"A chocobo whose insatiable appetite and utter lack of willpower have resulted in a body more fit for a behemoth than a bird. Goblin legend has it this oversized avian is worshipped as a god in the world below, but no compelling evidence has been found to support this myth."
86,"Griffin",0,"0",0,0,1,0,0,"The majestic winged creatures inhabit the untamed wilds of Abalathia's Spine. Possessed of unmatched sharpness of vision, a griffin swooping down from the heights to seize its prey in its mighty talons is truly a sight to behold. A symbol of courage and ferocity, the griffin adorns the crest of the fallen nation of Ala Mhigo."
87,"Tioman",0,"0",0,0,1,0,0,"A mighty and vengeful dragon who makes her lair in the ghostly peak of Sohm Al. Consort of Nidhogg, one of the seven great wyrms, Tioman is known as the dark dragon among the Ishgardian people by virtue of her scales, which are said to be darker than a starless night."
88,"Estinien",0,"0",0,1,1,0,0,"“...But I yearn to spill the blood of a great wyrm, Nidhogg, and only your death will sate my lance.”"
89,"Lucia goe Junius",0,"0",0,0,1,0,0,"“Those who dwell in the past risk losing sight of their future.”"
90,"Ysayle",0,"0",0,0,1,0,0,"“We whom gods and men have forsaken shall be the instruments of our own deliverance!”"
91,"Hilda",0,"0",0,0,1,0,0,"“...And what makes you think I have friends in high places?”"
92,"Matoya",0,"0",0,0,1,0,0,"“Spare me the hollow pleasantries, boy. I'll wager my remaining good teeth you didn't come to a forgotten corner of Eorzea to flirt with a wrinkly old woman.”"
93,"Count Edmont de Fortemps",0,"0",0,0,1,0,0,"“As wards of House Fortemps, you shall be afforded every courtesy. My home is your home.”"
94,"Byblos",0,"0",0,0,1,0,0,"A forbidding presence that guards the door to the forbidden halls of the Great Gubal Library. Presumed to be a voidsent summoned from the dark realm by Sharlayan magi, it dutifully guards its post as if bound there by some dark covenant."
95,"Haurchefant",0,"0",0,0,1,0,0,"“The docility to accept well-nigh impossible commands, the physical talents to carry them out─to a warrior born such as I there are no virtues greater in a steed! I say, be my personal steed!”"
96,"Aymeric",0,"0",0,1,1,0,0,"“Upon the souls of they who have sacrificed themselves to pave the way for peace, we will never abandon our cause.”"
97,"Ravana",0,"0",0,0,1,0,0,"Wrath of the Colony and the god and savior of the Gnath tribe. A proud warrior and conqueror, Lord Ravana exalts strength and abhors weakness in any form. Believing the rite of combat to be sacred, he revels in battle with worthy opponents while wielding the Chandrahas─legendary blades of moonlight that obey his every command."
98,"Bismarck",0,"0",0,0,1,0,0,"Long thought to be little more than myth, the Lord of the Expanse was summoned forth and given form by the fervent prayers of the Vanu Vanu, who worship him as the god that led their ancestors to their island home. With a flood-blast of water from his great blowhole, the great white whale purges the skies of those who would do his followers harm."
99,"Nidhogg",0,"0",0,0,1,0,0,"One of the seven great wyrms sired by Midgardsormr, Father of Dragons. Leader of the Dravanian Horde, Nidhogg and his minions have tormented the Holy See for a thousand years in the bloody conflict that has come to be known as the Dragonsong War. The sound of his cry piercing the heavens can strike fear into the heart of the bravest of knights."
100,"Midgardsormr",0,"0",0,0,1,0,0,"“Thou hast forgotten the face of thy lord. Remember, mortal, and fear me.”"
