Index,0 [0x5][0x8],1 [0x5][0xa],2 [0x5][0xc],3 [0x5][0xe],4 [0x3][0x10],5 [0x3][0x11],6 [0x3][0x12],7 [0x3][0x13],8 [0x7][0x4],9 [0x0][0x0]
40010,109,0,0,0,3,0,0,0,1700,"Pikenier 10"
40011,115,0,0,0,3,0,0,0,2300,"Pikenier 11"
40012,116,0,0,0,3,0,0,0,3200,"Pikenier 12"
40013,118,0,0,0,3,0,0,0,4000,"Pikenier 13"
40014,119,0,0,0,3,0,0,0,4500,"Pikenier 14"
40015,120,121,0,0,3,3,0,0,5000,"Pikenier 15"
40016,122,0,0,0,3,0,0,0,5300,"Pikenier 16"
40017,123,126,0,0,3,3,0,0,5500,"Pikenier 17"
40018,132,0,0,0,3,0,0,0,5700,"Pikenier 18"
40019,130,131,0,0,3,3,0,0,5900,"Pikenier 19"
40020,133,0,0,0,3,0,0,0,6100,"Pikenier 20"
40021,32,0,0,0,4,0,0,0,6300,"Pikenier 21"
40022,136,0,0,0,4,0,0,0,6500,"Pikenier 22"
40023,246,0,0,0,4,0,0,0,6700,"Pikenier 23"
40024,147,0,0,0,4,0,0,0,6900,"Pikenier 24"
40025,248,151,0,0,3,4,0,0,7100,"Pikenier 25"
40026,252,0,0,0,4,0,0,0,7600,"Pikenier 26"
40027,257,158,0,0,4,3,0,0,8600,"Pikenier 27"
40028,261,0,0,0,4,0,0,0,9400,"Pikenier 28"
40029,162,37,0,0,4,3,0,0,9700,"Pikenier 29"
40030,164,0,0,0,4,0,0,0,10000,"Pikenier 30"
40031,165,0,0,0,4,0,0,0,11000,"Pikenier 31"
40032,40,0,0,0,4,0,0,0,12000,"Pikenier 32"
40033,268,269,0,0,4,3,0,0,12500,"Pikenier 33"
40034,172,0,0,0,4,0,0,0,13000,"Pikenier 34"
40035,63,58,0,0,4,3,0,0,13500,"Pikenier 35"
40036,297,0,0,0,4,0,0,0,14000,"Pikenier 36"
40037,294,173,0,0,4,3,0,0,14500,"Pikenier 37"
40038,175,0,0,0,4,0,0,0,15000,"Pikenier 38"
40039,302,305,0,0,4,3,0,0,16000,"Pikenier 39"
40040,274,0,0,0,4,0,0,0,16500,"Pikenier 40"
40041,308,307,0,0,5,4,0,0,17000,"Pikenier 41"
40042,73,0,0,0,5,0,0,0,17500,"Pikenier 42"
40043,187,189,0,0,5,2,0,0,18000,"Pikenier 43"
40044,190,0,0,0,5,0,0,0,18500,"Pikenier 44"
40045,333,311,0,0,4,5,0,0,19000,"Pikenier 45"
40046,312,0,0,0,5,0,0,0,19500,"Pikenier 46"
40047,77,325,0,0,5,4,0,0,20000,"Pikenier 47"
40048,327,0,0,0,5,0,0,0,20500,"Pikenier 48"
40049,204,290,0,0,5,4,0,0,21000,"Pikenier 49"
40050,92,0,0,0,5,0,0,0,21500,"Pikenier 50"
50001,1,0,0,0,4,0,0,0,75,"Waldläufer 01"
50002,95,0,0,0,4,0,0,0,180,"Waldläufer 02"
50003,96,0,0,0,4,0,0,0,360,"Waldläufer 03"
50004,97,0,0,0,4,0,0,0,410,"Waldläufer 04"
50005,101,0,0,0,4,0,0,0,530,"Waldläufer 05"
50006,98,0,0,0,4,0,0,0,980,"Waldläufer 06"
50007,103,0,0,0,4,0,0,0,1100,"Waldläufer 07"
50008,108,0,0,0,4,0,0,0,1300,"Waldläufer 08"
50009,107,0,0,0,4,0,0,0,1600,"Waldläufer 09"
50010,110,0,0,0,4,0,0,0,1700,"Waldläufer 10"
50011,112,0,0,0,4,0,0,0,2300,"Waldläufer 11"
50012,115,0,0,0,4,0,0,0,3200,"Waldläufer 12"
50013,113,116,117,118,1,1,1,1,4000,"Waldläufer 13"
50014,119,0,0,0,4,0,0,0,4500,"Waldläufer 14"
50015,120,0,0,0,4,0,0,0,5000,"Waldläufer 15"
50016,122,0,0,0,4,0,0,0,5300,"Waldläufer 16"
50017,123,0,0,0,4,0,0,0,5500,"Waldläufer 17"
50018,128,0,0,0,3,0,0,0,5700,"Waldläufer 18"
50019,133,0,0,0,4,0,0,0,5900,"Waldläufer 19"
50020,129,0,0,0,4,0,0,0,6100,"Waldläufer 20"
50021,32,0,0,0,5,0,0,0,6300,"Waldläufer 21"
50022,135,0,0,0,5,0,0,0,6500,"Waldläufer 22"
50023,33,246,138,144,2,2,2,2,6700,"Waldläufer 23"
50024,146,0,0,0,5,0,0,0,6900,"Waldläufer 24"
50025,152,0,0,0,5,0,0,0,7100,"Waldläufer 25"
50026,253,0,0,0,5,0,0,0,7600,"Waldläufer 26"
50027,257,0,0,0,5,0,0,0,8600,"Waldläufer 27"
50028,157,0,0,0,5,0,0,0,9400,"Waldläufer 28"
50029,159,0,0,0,5,0,0,0,9700,"Waldläufer 29"
50030,37,0,0,0,5,0,0,0,10000,"Waldläufer 30"
50031,165,0,0,0,5,0,0,0,11000,"Waldläufer 31"
50032,265,0,0,0,5,0,0,0,12000,"Waldläufer 32"
50033,264,47,269,172,2,2,2,2,12500,"Waldläufer 33"
50034,52,0,0,0,5,0,0,0,13000,"Waldläufer 34"
50035,56,0,0,0,5,0,0,0,13500,"Waldläufer 35"
50036,63,65,62,272,2,2,2,2,14000,"Waldläufer 36"
50037,295,0,0,0,5,0,0,0,14500,"Waldläufer 37"
50038,298,0,0,0,5,0,0,0,15000,"Waldläufer 38"
50039,301,0,0,0,5,0,0,0,16000,"Waldläufer 39"
50040,307,0,0,0,5,0,0,0,16500,"Waldläufer 40"
50041,306,0,0,0,5,0,0,0,17000,"Waldläufer 41"
50042,308,0,0,0,5,0,0,0,17500,"Waldläufer 42"
50043,72,73,179,187,2,2,2,2,18000,"Waldläufer 43"
50044,319,0,0,0,5,0,0,0,18500,"Waldläufer 44"
50045,191,0,0,0,5,0,0,0,19000,"Waldläufer 45"
50046,314,318,320,279,2,2,2,2,19500,"Waldläufer 46"
50047,194,0,0,0,5,0,0,0,20000,"Waldläufer 47"
50048,205,0,0,0,5,0,0,0,20500,"Waldläufer 48"
50049,285,0,0,0,5,0,0,0,21000,"Waldläufer 49"
50050,89,0,0,0,5,0,0,0,21500,"Waldläufer 50"
60001,1,0,0,0,3,0,0,0,75,"Druide 01"
60002,95,0,0,0,3,0,0,0,180,"Druide 02"
60003,96,0,0,0,3,0,0,0,360,"Druide 03"
60004,97,0,0,0,3,0,0,0,410,"Druide 04"
60005,99,0,0,0,3,0,0,0,530,"Druide 05"
60006,98,0,0,0,3,0,0,0,980,"Druide 06"
60007,101,0,0,0,3,0,0,0,1100,"Druide 07"
60008,102,0,0,0,3,0,0,0,1300,"Druide 08"
60009,106,0,0,0,3,0,0,0,1600,"Druide 09"
60010,114,0,0,0,3,0,0,0,1700,"Druide 10"
60011,109,0,0,0,3,0,0,0,2300,"Druide 11"
60012,115,113,0,0,3,2,0,0,3200,"Druide 12"
60013,18,0,0,0,3,0,0,0,4000,"Druide 13"
60014,118,0,0,0,3,0,0,0,4500,"Druide 14"
60015,121,0,0,0,3,0,0,0,5000,"Druide 15"
60016,122,0,0,0,3,0,0,0,5300,"Druide 16"
60017,123,0,0,0,3,0,0,0,5500,"Druide 17"
60018,127,0,0,0,3,0,0,0,5700,"Druide 18"
60019,130,0,0,0,3,0,0,0,5900,"Druide 19"
60020,131,0,0,0,3,0,0,0,6100,"Druide 20"
60021,32,0,0,0,3,0,0,0,6300,"Druide 21"
60022,135,245,247,0,3,2,2,0,6500,"Druide 22"
60023,139,0,0,0,3,0,0,0,6700,"Druide 23"
60024,143,0,0,0,3,0,0,0,6900,"Druide 24"
60025,151,0,0,0,3,0,0,0,7100,"Druide 25"
60026,252,0,0,0,3,0,0,0,7600,"Druide 26"
60027,255,0,0,0,3,0,0,0,8600,"Druide 27"
60028,158,0,0,0,3,0,0,0,9400,"Druide 28"
60029,159,0,0,0,3,0,0,0,9700,"Druide 29"
60030,37,0,0,0,3,0,0,0,10000,"Druide 30"
60031,169,0,0,0,4,0,0,0,11000,"Druide 31"
60032,167,43,50,265,4,2,2,1,12000,"Druide 32"
60033,170,0,0,0,4,0,0,0,12500,"Druide 33"
60034,52,0,0,0,4,0,0,0,13000,"Druide 34"
60035,297,0,0,0,4,0,0,0,13500,"Druide 35"
60036,174,0,0,0,4,0,0,0,14000,"Druide 36"
60037,175,0,0,0,4,0,0,0,14500,"Druide 37"
60038,302,0,0,0,4,0,0,0,15000,"Druide 38"
60039,299,0,0,0,4,0,0,0,16000,"Druide 39"
60040,308,0,0,0,4,0,0,0,16500,"Druide 40"
60041,273,0,0,0,4,0,0,0,17000,"Druide 41"
60042,66,306,72,73,4,2,2,1,17500,"Druide 42"
60043,183,0,0,0,2,0,0,0,18000,"Druide 43"
60044,191,0,0,0,4,0,0,0,18500,"Druide 44"
60045,312,0,0,0,4,0,0,0,19000,"Druide 45"
60046,323,0,0,0,4,0,0,0,19500,"Druide 46"
60047,77,0,0,0,4,0,0,0,20000,"Druide 47"
60048,203,0,0,0,4,0,0,0,20500,"Druide 48"
60049,285,0,0,0,4,0,0,0,21000,"Druide 49"
60050,94,0,0,0,4,0,0,0,21500,"Druide 50"
70001,1,0,0,0,3,0,0,0,75,"Thaumaturg 01"
70002,207,0,0,0,3,0,0,0,180,"Thaumaturg 02"
70003,208,0,0,0,3,0,0,0,360,"Thaumaturg 03"
70004,209,0,0,0,3,0,0,0,410,"Thaumaturg 04"
70005,215,0,0,0,3,0,0,0,530,"Thaumaturg 05"
70006,212,0,0,0,3,0,0,0,980,"Thaumaturg 06"
70007,216,0,0,0,3,0,0,0,1100,"Thaumaturg 07"
70008,217,0,0,0,3,0,0,0,1300,"Thaumaturg 08"
70009,220,0,0,0,3,0,0,0,1600,"Thaumaturg 09"
70010,221,0,0,0,3,0,0,0,1700,"Thaumaturg 10"
70011,228,229,0,0,3,2,0,0,2300,"Thaumaturg 11"
70012,227,231,0,0,3,2,0,0,3200,"Thaumaturg 12"
70013,233,232,0,0,3,2,0,0,4000,"Thaumaturg 13"
70014,234,0,0,0,3,0,0,0,4500,"Thaumaturg 14"
70015,236,0,0,0,3,0,0,0,5000,"Thaumaturg 15"
70016,237,0,0,0,3,0,0,0,5300,"Thaumaturg 16"
70017,241,0,0,0,3,0,0,0,5500,"Thaumaturg 17"
70018,239,0,0,0,3,0,0,0,5700,"Thaumaturg 18"
70019,243,0,0,0,3,0,0,0,5900,"Thaumaturg 19"
70020,244,0,0,0,3,0,0,0,6100,"Thaumaturg 20"
70021,134,137,0,0,4,2,0,0,6300,"Thaumaturg 21"
70022,33,246,0,0,4,2,0,0,6500,"Thaumaturg 22"
70023,247,139,0,0,4,2,0,0,6700,"Thaumaturg 23"
70024,144,143,0,0,4,2,0,0,6900,"Thaumaturg 24"
70025,148,0,0,0,4,0,0,0,7100,"Thaumaturg 25"
70026,254,0,0,0,4,0,0,0,7600,"Thaumaturg 26"
70027,251,0,0,0,4,0,0,0,8600,"Thaumaturg 27"
70028,260,0,0,0,4,0,0,0,9400,"Thaumaturg 28"
70029,263,0,0,0,4,0,0,0,9700,"Thaumaturg 29"
70030,168,0,0,0,4,0,0,0,10000,"Thaumaturg 30"
70031,44,166,0,0,5,2,0,0,11000,"Thaumaturg 31"
70032,264,170,0,0,5,2,0,0,12000,"Thaumaturg 32"
70033,269,49,0,0,5,2,0,0,12500,"Thaumaturg 33"
70034,50,172,0,0,5,2,0,0,13000,"Thaumaturg 34"
70035,62,0,0,0,5,0,0,0,13500,"Thaumaturg 35"
70036,54,0,0,0,5,0,0,0,14000,"Thaumaturg 36"
70037,295,0,0,0,5,0,0,0,14500,"Thaumaturg 37"
70038,298,0,0,0,5,0,0,0,15000,"Thaumaturg 38"
70039,299,0,0,0,5,0,0,0,16000,"Thaumaturg 39"
70040,273,0,0,0,5,0,0,0,16500,"Thaumaturg 40"
70041,308,179,0,0,6,2,0,0,17000,"Thaumaturg 41"
70042,73,186,0,0,6,1,0,0,17500,"Thaumaturg 42"
70043,187,188,0,0,6,2,0,0,18000,"Thaumaturg 43"
70044,310,191,0,0,6,2,0,0,18500,"Thaumaturg 44"
70045,315,316,0,0,3,2,0,0,19000,"Thaumaturg 45"
70046,278,0,0,0,6,0,0,0,19500,"Thaumaturg 46"
70047,78,0,0,0,6,0,0,0,20000,"Thaumaturg 47"
70048,201,0,0,0,6,0,0,0,20500,"Thaumaturg 48"
70049,284,0,0,0,6,0,0,0,21000,"Thaumaturg 49"
70050,91,0,0,0,6,0,0,0,21500,"Thaumaturg 50"
260001,1,0,0,0,3,0,0,0,75,"Hermetiker 01"
260002,2,0,0,0,3,0,0,0,180,"Hermetiker 02"
260003,4,0,0,0,3,0,0,0,360,"Hermetiker 03"
260004,5,0,0,0,3,0,0,0,410,"Hermetiker 04"
260005,355,0,0,0,3,0,0,0,530,"Hermetiker 05"
260006,9,0,0,0,3,0,0,0,980,"Hermetiker 06"
260007,11,0,0,0,3,0,0,0,1100,"Hermetiker 07"
260008,10,13,0,0,3,3,0,0,1300,"Hermetiker 08"
260009,14,0,0,0,3,0,0,0,1600,"Hermetiker 09"
260010,16,0,0,0,3,0,0,0,1700,"Hermetiker 10"
260011,19,0,0,0,3,0,0,0,2300,"Hermetiker 11"
260012,20,0,0,0,3,0,0,0,3200,"Hermetiker 12"
260013,21,0,0,0,3,0,0,0,4000,"Hermetiker 13"
260014,115,0,0,0,3,0,0,0,4500,"Hermetiker 14"
260015,23,0,0,0,3,0,0,0,5000,"Hermetiker 15"
260016,25,0,0,0,3,0,0,0,5300,"Hermetiker 16"
260017,26,0,0,0,3,0,0,0,5500,"Hermetiker 17"
260018,27,29,0,0,3,3,0,0,5700,"Hermetiker 18"
260019,28,0,0,0,3,0,0,0,5900,"Hermetiker 19"
260020,31,0,0,0,3,0,0,0,6100,"Hermetiker 20"
260021,134,0,0,0,4,0,0,0,6300,"Hermetiker 21"
260022,245,0,0,0,4,0,0,0,6500,"Hermetiker 22"
260023,137,0,0,0,4,0,0,0,6700,"Hermetiker 23"
260024,34,0,0,0,4,0,0,0,6900,"Hermetiker 24"
260025,151,0,0,0,4,0,0,0,7100,"Hermetiker 25"
260026,150,253,0,0,4,2,0,0,7600,"Hermetiker 26"
260027,256,0,0,0,4,0,0,0,8600,"Hermetiker 27"
260028,156,262,0,0,4,2,0,0,9400,"Hermetiker 28"
260029,163,0,0,0,4,0,0,0,9700,"Hermetiker 29"
260030,169,0,0,0,4,0,0,0,10000,"Hermetiker 30"
260031,45,0,0,0,4,0,0,0,11000,"Hermetiker 31"
260032,48,0,0,0,4,0,0,0,12000,"Hermetiker 32"
260033,50,0,0,0,4,0,0,0,12500,"Hermetiker 33"
260034,268,0,0,0,4,0,0,0,13000,"Hermetiker 34"
260035,53,0,0,0,4,0,0,0,13500,"Hermetiker 35"
260036,55,57,0,0,4,1,0,0,14000,"Hermetiker 36"
260037,294,0,0,0,4,0,0,0,14500,"Hermetiker 37"
260038,298,175,0,0,4,2,0,0,15000,"Hermetiker 38"
260039,304,0,0,0,4,0,0,0,16000,"Hermetiker 39"
260040,178,0,0,0,4,0,0,0,16500,"Hermetiker 40"
260041,275,0,0,0,4,0,0,0,17000,"Hermetiker 41"
260042,72,0,0,0,4,0,0,0,17500,"Hermetiker 42"
260043,185,0,0,0,2,0,0,0,18000,"Hermetiker 43"
260044,310,319,0,0,4,2,0,0,18500,"Hermetiker 44"
260045,190,0,0,0,4,0,0,0,19000,"Hermetiker 45"
260046,192,324,0,0,4,2,0,0,19500,"Hermetiker 46"
260047,312,0,0,0,4,0,0,0,20000,"Hermetiker 47"
260048,327,84,0,0,4,2,0,0,20500,"Hermetiker 48"
260049,282,0,0,0,4,0,0,0,21000,"Hermetiker 49"
260050,289,0,0,0,4,0,0,0,21500,"Hermetiker 50"
290001,2,0,0,0,3,0,0,0,75,"Schurke 01"
290002,4,0,0,0,3,0,0,0,180,"Schurke 02"
290003,3,0,0,0,3,0,0,0,360,"Schurke 03"
290004,6,0,0,0,3,0,0,0,410,"Schurke 04"
290005,733,734,0,0,2,1,0,0,530,"Schurke 05"
290006,8,0,0,0,3,0,0,0,980,"Schurke 06"
290007,10,0,0,0,3,0,0,0,1100,"Schurke 07"
290008,13,0,0,0,3,0,0,0,1300,"Schurke 08"
290009,14,15,0,0,1,1,0,0,1600,"Schurke 09"
290010,17,0,0,0,3,0,0,0,1700,"Schurke 10"
290011,735,0,0,0,3,0,0,0,2300,"Schurke 11"
290012,736,19,0,0,1,2,0,0,3200,"Schurke 12"
290013,21,0,0,0,3,0,0,0,4000,"Schurke 13"
290014,22,0,0,0,3,0,0,0,4500,"Schurke 14"
290015,23,0,0,0,3,0,0,0,5000,"Schurke 15"
290016,26,0,0,0,3,0,0,0,5300,"Schurke 16"
290017,29,0,0,0,3,0,0,0,5500,"Schurke 17"
290018,28,27,0,0,2,1,0,0,5700,"Schurke 18"
290019,30,0,0,0,3,0,0,0,5900,"Schurke 19"
290020,31,0,0,0,3,0,0,0,6100,"Schurke 20"
290021,131,0,0,0,3,0,0,0,6300,"Schurke 21"
290022,737,0,0,0,3,0,0,0,6500,"Schurke 22"
290023,134,0,0,0,3,0,0,0,6700,"Schurke 23"
290024,139,0,0,0,3,0,0,0,6900,"Schurke 24"
290025,145,147,0,0,2,2,0,0,7100,"Schurke 25"
