Index,0 [0x7][0xc],1 [0x0][0x8],2 [0x0][0x0],3 [0x0][0x4]
419,4,"","J'aimerais faire une pause.","-"
420,4,"","Peut-être.","-"
500,5,"@","【Raisons】","Raisons."
501,5,"","Je lance un sort.","-"
502,5,"","C'est l'heure d'aller au travail.","-"
503,5,"","J'ai déjà quelque chose de prévu.","-"
504,5,"","J'ai sommeil.","-"
505,5,"","Je suis fatigué(e).","-"
506,5,"","Désolé(e), mais je dois y aller.","-"
507,5,"","Je ne me sens pas bien.","-"
508,5,"","Je n'ai pas envie.","-"
509,5,"","Ça m'intéresse.","-"
510,5,"","Je suis en pleine mission.","-"
511,5,"","Je suis en plein combat.","-"
512,5,"","Je veux gagner de l'argent.","-"
513,5,"","Je ne me souviens pas.","-"
514,5,"","Je ne sais pas.","-"
515,5,"","Je viens de l'utiliser.","-"
516,5,"","Je veux des points d'expérience.","-"
517,5,"","Oups ! J'ai fait une erreur.","-"
518,5,"","On m'a déjà invité(e).","-"
519,5,"","J'en ai déjà un(e).","-"
520,5,"","Le recrutement est terminé.","-"
521,5,"","Je suis en train de me préparer.","-"
522,5,"","Je suis occupé avec autre chose.","-"
523,5,"","Je bavarde.","-"
524,5,"","Je n'utilise pas de clavier.","-"
525,5,"","Je vérifie quelque chose.","-"
600,6,"@","【Échange】","Echange."
601,6,"","Puis-je l'avoir ?","-"
602,6,"","Pouvez-vous le faire pour moi ?","-"
603,6,"","Pourriez-vous baisser le prix ?","-"
604,6,"","Pourriez-vous me l'acheter ?","-"
605,6,"","Pourriez-vous me le vendre ?","-"
606,6,"","Pourriez-vous faire un échange ?","-"
607,6,"","En avez-vous besoin ?","-"
608,6,"","Pouvez-vous fabriquer ?","-"
609,6,"","En avez-vous ?","-"
610,6,"","Quels sont les matériaux ?","-"
611,6,"","Je n'ai pas d'argent.","-"
612,6,"","Je n'ai pas cet objet.","-"
613,6,"","Je n'ai rien à vous donner.","-"
614,6,"","Je vous donne ceci.","-"
615,6,"","S'il vous plaît.","-"
616,6,"","Récompense :","-"
617,6,"","Prix :","-"
618,6,"","Colis","-"
700,7,"@","【Organisation】","Organisation."
701,7,"","Je cherche des équipiers.","-"
702,7,"","Rassemblez-vous.","-"
703,7,"","Voulez-vous faire équipe ?","-"
704,7,"","Êtes-vous seul(e) ?","-"
705,7,"","Reste-t-il de la place ?","-"
706,7,"","Invitez-moi, s'il vous plaît.","-"
707,7,"","Laissez-moi rejoindre l'équipe.","-"
708,7,"","Qui est le chef d'équipe ?","-"
709,7,"","Même une courte durée me va.","-"
710,7,"","Notre équipe est complète.","-"
711,7,"","Aidez-moi, s'il vous plaît.","-"
712,7,"","Je dissous l'équipe.","-"
713,7,"","Je fais une pause.","-"
714,7,"","Je souhaite participer.","-"
715,7,"","Petite équipe","-"
716,7,"","Équipe complète","-"
717,7,"","Je suis inexpérimenté(e).","-"
800,8,"@","【Tactiques】","Tactiques."
801,8,"","Suivez-moi, s'il vous plaît.","-"
802,8,"","Je vous suis.","-"
803,8,"","Veuillez l'examiner.","-"
804,8,"","Je l'ai trouvé(e) !","-"
805,8,"","Attaque maximum !","-"
806,8,"","Reculez un peu.","-"
807,8,"","Attention à l'inimitié.","-"
808,8,"","Éliminez d'abord celui-ci !","-"
809,8,"","N'attaquez pas.","-"
810,8,"","Entravez la cible !","-"
811,8,"","Empêchez-le d'agir !","-"
812,8,"","Soignez !","-"
813,8,"","Lancez le sort !","-"
814,8,"","Fuyez !","-"
815,8,"","À l'aide !","-"
816,8,"","Stop !","-"
817,8,"","Je me tiens prêt(e).","-"
818,8,"","Il n'y en a plus.","-"
819,8,"","Il n'y en a pas.","-"
820,8,"","Ne gaspillez pas.","-"
821,8,"","J'économise.","-"
822,8,"","Mon équipement est usé.","-"
823,8,"","Prêt !","-"
824,8,"","Placez des signes.","-"
825,8,"","Utilisez ça.","-"
826,8,"","Reposons-nous un instant.","-"
827,8,"","Je vais conduire l'ennemi ici.","-"
828,8,"","Je vais attirer l'ennemi.","-"
829,8,"","Attendez, s'il vous plaît.","-"
830,8,"","Retrouvons-nous sur place.","-"
831,8,"","Déplaçons-nous.","-"
832,8,"","Restez où vous êtes.","-"
833,8,"","J'arrive.","-"
834,8,"","Je reviens tout de suite.","-"
835,8,"","Jetez les dés.","-"
836,8,"","Point faible :","-"
837,8,"","Attention :","-"
838,8,"","Recommandation :","-"
839,8,"","Ordre d'élimination :","-"
840,8,"","Je voudrais :","-"
841,8,"","Accumulez de l'inimitié.","-"
842,8,"","L'ennemi approche !","-"
843,8,"","Ne vous en faites pas pour ça.","-"
844,8,"","Ignorez ça.","-"
845,8,"","On change.","-"
846,8,"","Remplacez-moi !","-"
847,8,"","J'attaque en premier !","-"
848,8,"","Allons-y doucement.","-"
849,8,"","Allez-y !","-"
900,9,"@","【Rôles】","Roles."
901,9,"","Chef","-"
902,9,"","Maître","-"
903,9,"","Disciples de la guerre","-"
904,9,"","Disciples de la magie","-"
905,9,"","Disciples de la terre","-"
906,9,"","Disciples de la main","-"
907,9,"","Tank","-"
908,9,"","Attaquant de mêlée","-"
909,9,"","Attaquant à distance","-"
910,9,"","Soigneur","-"
911,9,"","Soutien","-"
912,9,"","Attaquant magique","-"
913,9,"","DPS","-"
950,10,"@","【Positions】","Positions."
951,10,"","Position","-"
952,10,"","Nord","-"
953,10,"","Sud","-"
954,10,"","Est","-"
955,10,"","Ouest","-"
956,10,"","Haut","-"
957,10,"","Bas","-"
958,10,"","Droite","-"
959,10,"","Gauche","-"
960,10,"","Avant","-"
961,10,"","Arrière","-"
962,10,"","Côté","-"
963,10,"","Devant","-"
964,10,"","Milieu","-"
965,10,"","Flanc","-"
966,10,"","À l'intérieur","-"
967,10,"","Dehors","-"
968,10,"","Par ici","-"
969,10,"","Là-bas","-"
970,10,"","Par là","-"
971,10,"","Plus loin","-"
972,10,"","Plus près","-"
973,10,"","Entrée","-"
974,10,"","Sortie","-"
1000,11,"@","【Repères temporels】","Reperes temporels."
1001,11,"","Avant-hier","-"
1002,11,"","Hier","-"
1003,11,"","Aujourd'hui","-"
1004,11,"","Demain","-"
1005,11,"","Après-demain","-"
1006,11,"","La semaine dernière","-"
1007,11,"","Cette semaine","-"
1008,11,"","La semaine prochaine","-"
1009,11,"","A.M.","-"
1010,11,"","P.M.","-"
1011,11,"","Matin","-"
1012,11,"","Après-midi","-"
1013,11,"","Nuit","-"
1014,11,"","Jour de la semaine","-"
1015,11,"","Dimanche","-"
1016,11,"","Lundi","-"
1017,11,"","Mardi","-"
1018,11,"","Mercredi","-"
1019,11,"","Jeudi","-"
1020,11,"","Vendredi","-"
1021,11,"","Samedi","-"
1022,11,"","Jour férié","-"
1023,11,"","Jour de repos","-"
1024,11,"","Longtemps","-"
1025,11,"","Pas longtemps","-"
1026,11,"","Date","-"
1027,11,"","Seconde","-"
1028,11,"","Minute","-"
1029,11,"","Heure","-"
1030,11,"","Mois","-"
1031,11,"","Année","-"
1032,11,"","Janvier","-"
1033,11,"","Février","-"
1034,11,"","Mars","-"
1035,11,"","Avril","-"
1036,11,"","Mai","-"
1037,11,"","Juin","-"
1038,11,"","Juillet","-"
1039,11,"","Août","-"
1040,11,"","Septembre","-"
1041,11,"","Octobre","-"
1042,11,"","Novembre","-"
1043,11,"","Décembre","-"
1044,11,"","Le mois dernier","-"
1045,11,"","Ce mois","-"
1046,11,"","Le mois prochain","-"
1047,11,"","L'année dernière","-"
1048,11,"","Cette année","-"
1049,11,"","L'année prochaine","-"
1050,11,"","Maintenant","-"
1051,11,"","Bientôt","-"
1052,11,"","N'importe quand","-"
1053,11,"","Premier","-"
1054,11,"","Dernier","-"
1055,11,"","Temps d'attente","-"
1056,11,"","Temps restant","-"
1057,11,"","Heure de fin","-"
1058,11,"","6e ère astrale","-"
1059,11,"","7e ère ombrale","-"
1060,11,"","7e ère astrale","-"
1150,13,"@","【Déplacements】","Deplacements."
1151,13,"","Marcher","-"
1152,13,"","Courir","-"
1153,13,"","Poursuite","-"
1154,13,"","Chocobo","-"
1155,13,"","Chocobo personnel","-"
1156,13,"","Chocobo de location","-"
1157,13,"","Chocobo de relais","-"
1158,13,"","Monture","-"
1159,13,"","Téléportation","-"
1160,13,"","Rapatriement","-"
1161,13,"","Réseau de transport urbain éthéré","-"
1162,13,"","Aéronef","-"
1163,13,"","Point de retour","-"
1164,13,"","Transbordeur","-"
1165,13,"","Monture volante","-"
1200,14,"@","【Installations】","Installations."
1201,14,"","Éthérite","-"
1202,14,"","Éthérite urbaine","-"
1203,14,"","Guilde des aventuriers","-"
1204,14,"","Guilde","-"
1205,14,"","Échoppe","-"
1206,14,"","Relais à chocobos","-"
1207,14,"","Auberge","-"
1208,14,"","Sonnette","-"
1209,14,"","Lieu de repos","-"
1210,14,"","Mandant","-"
1211,14,"","Responsable des linkshells","-"
1212,14,"","Tableau des ventes","-"
1213,14,"","Comptoir d'embauche des servants","-"
1214,14,"","Réparateur","-"
1215,14,"","Aérodrome","-"
1216,14,"","Mog postier","-"
1217,14,"","Quai","-"
1218,14,"","Embarcadère","-"
1219,14,"","Aérodrome","-"
1220,14,"","Quartier général du Maelstrom","-"
1221,14,"","Quartier général de l'Ordre des deux vipères","-"
1222,14,"","Quartier général des Immortels","-"
1223,14,"","Quartier résidentiel","-"
1224,14,"","Comptoir d'enregistrement","-"
1225,14,"","Tableau des contrats de chasse","-"
1226,14,"","Météorologue","-"
1227,14,"","Sonnette de l'esthéticien","-"
1228,14,"","Annexe","-"
1250,15,"@","【Grandes compagnies】","Grandes compagnies."
1251,15,"","Grande compagnie","-"
1252,15,"","Rang de grande compagnie","-"
1253,15,"","Matériel","-"
1254,15,"","Ressources","-"
1255,15,"","Prises de guerre","-"
1256,15,"","Maelstrom","-"
1257,15,"","Ordre des deux vipères","-"
1258,15,"","Immortels","-"
1270,16,"@","【Compagnie libre】","Compagnie libre."
1271,16,"","Compagnie libre","-"
1272,16,"","Signature","-"
1273,16,"","Annonce de la compagnie","-"
1274,16,"","Coffre de la compagnie","-"
1275,16,"","Blason de la compagnie","-"
1276,16,"","Bienfait de compagnie","-"
1300,17,"@","【Systèmes】","Systemes."
1301,17,"","Classe","-"
1302,17,"","Changement de classe","-"
1303,17,"","Job","-"
1304,17,"","Changement de job","-"
1305,17,"","Cristal de job","-"
1306,17,"","Niveau","-"
1307,17,"","Points d'expérience","-"
1308,17,"","Divinité protectrice","-"
1309,17,"","Race","-"
1310,17,"","Ethnie","-"
1311,17,"","Zone","-"
1312,17,"","Arsenal","-"
1313,17,"","Objet","-"
1314,17,"","Tenue","-"
1315,17,"","Bonus de repos","-"
1316,17,"","Solo","-"
1317,17,"","Équipe","-"
1318,17,"","Monture","-"
1319,17,"","Mascotte","-"
1320,17,"","Servant","-"
1321,17,"","Combat","-"
1322,17,"","Synthèse","-"
1323,17,"","Récolte","-"
1324,17,"","Condition","-"
1325,17,"","Symbiose","-"
1326,17,"","Affinité d'équipement","-"
1327,17,"","Coffre au trésor","-"
1328,17,"","Cible","-"
1329,17,"","Verrouiller","-"
1330,17,"","Cible focalisée","-"
1331,17,"","Signe","-"
1332,17,"","Menu","-"
1333,17,"","Carte","-"
1334,17,"","Aide (menu)","-"
1335,17,"","Capture d'écran","-"
1336,17,"","Déconnexion","-"
1337,17,"","Sortir du jeu","-"
1338,17,"","Fermer le jeu","-"
1339,17,"","Traduction automatique","-"
1340,17,"","Emote","-"
1341,17,"","Hauts faits","-"
1342,17,"","Titre","-"
1343,17,"","Devises","-"
1344,17,"","Gils","-"
1345,17,"","Échanger","-"
1346,17,"","Examiner","-"
1347,17,"","Poursuite automatique","-"
1348,17,"","Alliance","-"
1349,17,"","Logement","-"
1350,17,"","Réputation","-"
1351,17,"","Rang de réputation","-"
1352,17,"","Honneurs","-"
1353,17,"","mémoquartz","-"
1354,17,"","mémoquartz allagois mythologiques","-"
1355,17,"","mémoquartz allagois philosophaux","-"
1356,17,"","Vote d'expulsion","-"
1357,17,"","Vote d'abandon","-"
1358,17,"","marque au sol","-"
1359,17,"","cible au sol","-"
1360,17,"","mirages","-"
1361,17,"","mémoquartz allagois martiaux","-"
1362,17,"","Esthéticien","-"
1363,17,"","Tâches de servant","-"
1364,17,"","Âtma","-"
1365,17,"","armes du zodiaque","-"
1366,17,"","alexandrite","-"
1367,17,"","animus","-"
1368,17,"","novus","-"
1369,17,"","insignes alliés","-"
1370,17,"","contrat de chasse","-"
1371,17,"","Front de Carteneau","-"
1372,17,"","l'Écho","Écho"
1373,17,"","entraînement de chocobos","-"
1374,17,"","Météorologie","-"
1375,17,"","mémoquartz allagois poétiques","-"
1376,17,"","Contribution","-"
1377,17,"","sceaux de grande compagnie","-"
1378,17,"","marques de loup","-"
1379,17,"","zénith","-"
1380,17,"","nexus","-"
1381,17,"","insignes Centurio","-"
1382,17,"","mémoquartz allagois juridiques","-"
1383,17,"","mémoquartz allagois ésotériques","-"
1384,17,"","Règle du butin : maître du butin","-"
1385,17,"","Règle du butin : juste cupidité","-"
1400,18,"@","【Combat】","Combat."
1401,18,"","Attaque","-"
1402,18,"","Action","-"
1403,18,"","Action générale","-"
1404,18,"","Trait","-"
1405,18,"","Action de job","-"
1406,18,"","Action supplémentaire","-"
1407,18,"","Magie","-"
1408,18,"","Technique d'arme","-"
1409,18,"","Aptitude","-"
1410,18,"","Temps de lancement","-"
1411,18,"","Temps de recharge","-"
1412,18,"","Affinité","-"
1413,18,"","Lien","-"
1414,18,"","Familier","-"
1415,18,"","Compagnon","-"
1416,18,"","Inimitié","-"
1417,18,"","Agressif","-"
1418,18,"","Non agressif","-"
1419,18,"","Inconscient","-"
1420,18,"","Butin","-"
1421,18,"","Répartition","-"
1422,18,"","Dés","-"
1423,18,"","Résistance","-"
1424,18,"","Obtention","-"
1425,18,"","Détection","-"
1426,18,"","Aire d'effet","-"
1427,18,"","Transcendance","-"
1428,18,"","Ennemi","-"
1429,18,"","Monstre","-"
1430,18,"","Monstre célèbre","-"
1431,18,"","Points de caractéristique","-"
1432,18,"","Chaîne d'expérience","-"
1433,18,"","Bonus d'arsenal","-"
1434,18,"","Synchronisation de niveau","-"
1435,18,"","Action JcJ","-"
1436,18,"","Attaque de zone","-"
1437,18,"","Attaque frontale","-"
1438,18,"","Attaque arrière","-"
1439,18,"","Attaque globale","-"
1440,18,"","Avant-poste","-"
1441,18,"","Habitations allagoises","-"
1442,18,"","Poste","-"
1443,18,"","Drapeau","-"
1444,18,"","Occupé","-"
1445,18,"","Inoccupé","-"
1446,18,"","Score stratégique","-"
1447,18,"","Marchés allagois","-"
1448,18,"","Temple allagois du soleil","-"
1449,18,"","Combo","-"
1450,18,"","Décharge d'adrénaline","-"
1451,18,"","Attaque sur cible unique","-"
1452,18,"","baliste","-"
1453,18,"","mémolithe allagois","-"
1500,19,"@","【État en ligne】","Etat en ligne."
1501,19,"","En ligne","-"
1502,19,"","Absent(e)","-"
1503,19,"","Occupé(e)","-"
1504,19,"","Cherche une équipe","-"
1505,19,"","Offre de sertir des matérias","-"
1506,19,"","En mission","-"
1507,19,"","Hors ligne","-"
1508,19,"","Recrute des équipiers","-"
1509,19,"","Débutant","-"
1550,20,"@","【Communication】","Communication."
1551,20,"","Discussion","-"
1552,20,"","Murmurer","-"
1553,20,"","Dire","-"
1554,20,"","Hurler","-"
1555,20,"","Crier","-"
1556,20,"","Liste d'amis","-"
1557,20,"","Liste noire","-"
1558,20,"","Recherche de joueurs","-"
1559,20,"","Linkshell","-"
1560,20,"","Lettre mog","-"
1561,20,"","Lodestone","-"
1562,20,"","Blog","-"
1563,20,"","Suivre","-"
1564,20,"","Forums","-"
1565,20,"","Classements","-"
1566,20,"","Classement des grandes compagnies","-"
1567,20,"","Classement des compagnies libres","-"
1568,20,"","Équipe","-"
1569,20,"","Alliance","-"
1570,20,"","Linkshell","-"
1571,20,"","Compagnie libre","-"
1600,22,"@","【Artisanat et récolte】","Artisanat et recolte."
1601,22,"","Éclat","-"
1602,22,"","Cristal","-"
1603,22,"","Agrégat","-"
1604,22,"","Matéria","-"
1605,22,"","Matérialisation","-"
1606,22,"","Artisanat de matéria","-"
1607,22,"","Marché","-"
1608,22,"","Recherche d'objet","-"
1609,22,"","HQ","-"
1610,22,"","Unique","-"
1611,22,"","Personnel","-"
1612,22,"","Matériau","-"
1613,22,"","Synthèse rapide","-"
1614,22,"","Qualité","-"
1615,22,"","Haute qualité","-"
1616,22,"","Excellente qualité","-"
1617,22,"","Réparer","-"
1618,22,"","À réparer","-"
1619,22,"","Teinture","-"
1620,22,"","Arbre mature","-"
1621,22,"","Coupe","-"
1622,22,"","Fauche","-"
1623,22,"","Filon de minerai","-"
1624,22,"","Extraction de minerai","-"
1625,22,"","Extraction de pierre","-"
1626,22,"","Pêche","-"
1627,22,"","Sertissage","-"
1628,22,"","Sertissage avancé","-"
1629,22,"","Jardinage","-"
1630,22,"","Culture (jardinage)","-"
1631,22,"","Récolte (jardinage)","-"
1632,22,"","Recettes expertes","-"
1633,22,"","recyclage","-"
1634,22,"","Défi de pêche","-"
1635,22,"","Remise à l'eau","-"
1636,22,"","Point de récolte intact","-"
1637,22,"","Objet de collection","-"
1638,22,"","spécialiste","-"
1639,22,"","talisman","-"
1640,22,"","Légendes locales","-"
1641,22,"","assignats d'artisan","-"
1642,22,"","assignats de récolteur","-"
1643,22,"","assignats rouges d'artisan","-"
1644,22,"","assignats bleus d'artisan","-"
1645,22,"","assignats rouges de récolteur","-"
1646,22,"","assignats bleus de récolteur","-"
1900,23,"@","【Primordiaux】","Primordiaux."
1901,23,"","Primordial","-"
1902,23,"","Ifrit","-"
1903,23,"","Titan","-"
1904,23,"","Garuda","-"
1905,23,"","Bahamut","-"
1906,23,"","Moggle Mog XII","-"
1907,23,"","Hommes-bêtes","-"
1908,23,"","Amalj'aa","-"
1909,23,"","Sylphes","-"
1910,23,"","Ixali","-"
1911,23,"","Kobolds","-"
1912,23,"","Sahuagins","Sahagins"
1913,23,"","Léviathan","-"
1914,23,"","Ramuh","-"
1915,23,"","Shiva","-"
1916,23,"","Alexander","-"
1917,23,"","Ravana","-"
1918,23,"","Bismarck","-"
2000,24,"@","【Missions】","Missions."
2001,24,"","Mission","-"
2002,24,"","Quête","-"
2003,24,"","Quête de l'épopée","-"
2004,24,"","Quête annexe","-"
2005,24,"","Quête de classe","-"
2006,24,"","Quête de job","-"
2007,24,"","Quête de grande compagnie","-"
2008,24,"","ALÉA","Apparition locale d'événements aléatoires"
2009,24,"","Mandat de guilde","-"
2010,24,"","Mandat","-"
2011,24,"","Mandat de mercenariat","-"
2012,24,"","Mandat de récolte","-"
2013,24,"","Mandat d'artisanat","-"
2015,24,"","Mandat de grande compagnie","-"
2017,24,"","Lien de mandat","-"
2018,24,"","Autorisation","-"
2019,24,"","Difficulté du mandat","-"
2020,24,"","Opération de guilde","-"
2021,24,"","Donjon","-"
2022,24,"","Combat contre un Primordial","-"
2023,24,"","Combat contre un Primordial (brutal)","-"
2024,24,"","Combat contre un légat","-"
2025,24,"","Raid","-"
2026,24,"","Colisée","-"
2027,24,"","Les Mille Gueules de Toto-Rak","Mille Gueules de Toto-Rak"
2028,24,"","L'Hypogée de Tam-Tara","Hypogée de Tam-Tara"
2029,24,"","Les Mines de Clochecuivre","Mines de Clochecuivre"
2030,24,"","Sastasha","-"
2031,24,"","Le Val d'aurum","Val d'aurum"
2032,24,"","Le Manoir des Haukke","Manoir des Haukke"
2033,24,"","Halatali","Halatali"
2034,24,"","Le Bivouac de Brayflox","Bivouac de Brayflox"
2035,24,"","Le Temple enseveli de Qarn","Temple enseveli de Qarn"
2036,24,"","Le Palais du Vagabond","Palais du Vagabond"
2037,24,"","Le Vigile de pierre","Vigile de pierre"
2038,24,"","Le Gouffre hurlant","Gouffre hurlant"
2039,24,"","La Forteresse de Dzemael","Forteresse de Dzemael"
2040,24,"","Le Château d'Amdapor","Chateau d'Amdapor"
2041,24,"","Castrum Meridianum","-"
2042,24,"","Le Praetorium","Praetorium"
2043,24,"","Entraînement : groupes d'ennemis","-"
2044,24,"","Chasse au fantôme fantoche","-"
2045,24,"","Entraînement : infiltration en base ennemie","-"
2046,24,"","Reconquête d'une carapace escamotée","-"
2047,24,"","Opération fleurs du mal","-"
2048,24,"","Expédition punitive contre les Ventrerouge","-"
2049,24,"","Briaxio à bras raccourcis","-"
2050,24,"","Les Gobelins bombardiers","Gobelins bombardiers"
2051,24,"","Sus au morbol pollueur","-"
2052,24,"","Buso l'immolateur","-"
2053,24,"","Ombres et griffes","-"
2054,24,"","Longue vie à la Reine","-"
2055,24,"","Quintettes infernaux","-"
2056,24,"","Trinité sinistre","-"
2057,24,"","Le Cratère des tisons (normal)","Cratère des tisons (normal)"
2058,24,"","Le Nombril (normal)","Nombril (normal)"
2059,24,"","Hurlœil (normal)","Hurloeil (normal)"
2060,24,"","Le Cratère des tisons (brutal)","Cratère des tisons (brutal)"
2061,24,"","Le Nombril (brutal)","Nombril (brutal)"
2062,24,"","Hurlœil (brutal)","Hurloeil (brutal)"
2063,24,"","Cap Vendouest","-"
2064,24,"","Le Labyrinthe de Bahamut","Labyrinthe de Bahamut"
2065,24,"","L'Antre des loups","Antre des loups"
2066,24,"","Le Cratère des tisons (extrême)","Cratère des tisons (extrême)"
2067,24,"","Le Nombril (extrême)","Nombril (extrême)"
2068,24,"","Hurlœil (extrême)","Hurloeil (extrême)"
2069,24,"","La Lisière de ronces (brutal)","Lisière de ronces (brutal)"
2070,24,"","Le fléau d'Ultima","Fléau d'Ultima"
2071,24,"","La Tour de Cristal","Tour de Cristal"
2072,24,"","Le Labyrinthe de Bahamut I-V","Labyrinthe de Bahamut I-V"
2073,24,"","Le Dédale antique","Dédale antique"
2074,24,"","Déchiffrage","-"
2075,24,"","mode difficile","-"
2076,24,"","Mission aléatoire","-"
2077,24,"","Les Méandres de Bahamut","Méandres de Bahamut"
2078,24,"","Le Phare de Sirius","Phare de Sirius"
2079,24,"","La Lisière de ronces (extrême)","Lisière de ronces (extrême)"
2080,24,"","Le Briseur de marées (brutal)","Briseur de marées (brutal)"
2081,24,"","Le Briseur de marées (extrême)","Briseur de marées (extrême)"
2082,24,"","La chimère dhorme du Coerthas","Chimère dhorme du Coerthas"
2083,24,"","L'hydre d'Halatali","Hydre d'Halatali"
2084,24,"","Affrontement sur le grand pont","-"
2085,24,"","JcJ","Joueur contre joueur"
2086,24,"","Quêtes tribales","-"
2087,24,"","Quêtes quotidiennes","-"
2088,24,"","Quêtes tribales (scénario)","-"
2089,24,"","Histoires annexes","-"
2090,24,"","Chasse au trésor","-"
2091,24,"","Chroniques d'une nouvelle ère","-"
2092,24,"","Événements saisonniers","-"
2093,24,"","Les vestiges de la Cité d'Amdapor","Vestiges de la Cité d'Amdapor"
2094,24,"","Chroniques du zodiaque","-"
