Index,0 [0x0][0x0],1 [0x2][0x10],2 [0x0][0x4],3 [0x2][0x11],4 [0x2][0x12],5 [0x2][0x13],6 [0x2][0x14],7 [0x2][0x15],8 [0x0][0x8],9 [0x0][0xc],10 [0x5][0x24],11 [0x5][0x26],12 [0x3][0x28],13 [0x7][0x18],14 [0x3][0x29],15 [0x6][0x1c],16 [0x6][0x20]
2000041,"pouce de bombo",0,"pouces de bombo",0,0,1,0,0,"Un pouce provenant de la créature gazeuse.","Pouce de bombo",30201,1,5,66705,3,83,85
2000042,"citrouille lanterne",0,"citrouilles lanternes",0,0,1,1,0,"Une lanterne inspirée d'un célèbre personnage-citrouille du folklore.","Citrouille lanterne",24153,1,1,66706,5,83,85
2000043,"pouce de bombo",0,"pouces de bombo",0,0,1,0,0,"Un pouce provenant de la créature gazeuse.","Pouce de bombo",30201,1,1,66706,3,83,85
2000044,"artifice de farce",0,"artifices de farce",0,1,1,0,0,"Tenu dans la main, cet artifice émet des étincelles.","Artifice de farce",22647,1,1,66706,3,83,85
2000045,"bonbon de feu",0,"bonbons de feu",0,0,1,0,0,"Un bonbon à l'air délicieux, aussi brillant qu'un cristal de feu.","Bonbon de feu",22624,1,1,66700,3,83,85
2000046,"bonbon de vent",0,"bonbons de vent",0,0,1,0,0,"Un bonbon à l'air délicieux, aussi brillant qu'un cristal de vent.","Bonbon de vent",22625,1,1,66700,3,83,85
2000047,"bonbon de terre",0,"bonbons de terre",0,0,1,0,0,"Un bonbon à l'air délicieux, aussi brillant qu'un cristal de terre.","Bonbon de terre",22626,1,1,66700,3,83,85
2000048,"pouce de bombo",0,"pouces de bombo",0,0,1,0,0,"Un pouce provenant de la créature gazeuse.","Pouce de bombo",30201,1,5,66701,3,83,85
2000049,"citrouille lanterne",0,"citrouilles lanternes",0,0,1,1,0,"Une lanterne inspirée d'un célèbre personnage-citrouille du folklore.","Citrouille lanterne",24153,1,1,66702,5,83,85
2000050,"pouce de bombo",0,"pouces de bombo",0,0,1,0,0,"Un pouce provenant de la créature gazeuse.","Pouce de bombo",30201,1,1,66702,3,83,85
2000051,"artifice de farce",0,"artifices de farce",0,1,1,0,0,"Tenu dans la main, cet artifice émet des étincelles.","Artifice de farce",22646,1,1,66702,3,83,85
2000052,"bonbon de feu",0,"bonbons de feu",0,0,1,0,0,"Un bonbon à l'air délicieux, aussi brillant qu'un cristal de feu.","Bonbon de feu",22624,1,1,66708,3,83,85
2000053,"bonbon de vent",0,"bonbons de vent",0,0,1,0,0,"Un bonbon à l'air délicieux, aussi brillant qu'un cristal de vent.","Bonbon de vent",22625,1,1,66708,3,83,85
2000054,"bonbon de terre",0,"bonbons de terre",0,0,1,0,0,"Un bonbon à l'air délicieux, aussi brillant qu'un cristal de terre.","Bonbon de terre",22626,1,1,66708,3,83,85
2000055,"pouce de bombo",0,"pouces de bombo",0,0,1,0,0,"Un pouce provenant de la créature gazeuse.","Pouce de bombo",30201,1,5,66709,3,83,85
2000056,"citrouille lanterne",0,"citrouilles lanternes",0,0,1,1,0,"Une lanterne inspirée d'un célèbre personnage-citrouille du folklore.","Citrouille lanterne",24153,1,1,66710,5,83,85
2000057,"pouce de bombo",0,"pouces de bombo",0,0,1,0,0,"Un pouce provenant de la créature gazeuse.","Pouce de bombo",30201,1,1,66710,3,83,85
2000058,"artifice de farce",0,"artifices de farce",0,1,1,0,0,"Tenu dans la main, cet artifice émet des étincelles.","Artifice de farce",22645,1,1,66710,3,83,85
2000059,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000060,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000061,"fiole de solution ambrée",0,"fioles de solutions ambrées",0,0,1,1,0,"Une fiole de solution liquide permettant de détacher les fungi parasites des arbres.","Solution ambrée",20661,1,3,65663,3,83,85
2000062,"paire de gonades de chigoe",0,"paires de gonades de chigoe",0,0,1,1,0,"Une paire de gonades de chigoe.","Gonades de chigoe",22623,1,8,65664,3,83,85
2000063,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000064,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000065,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000066,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000067,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000068,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000069,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000070,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000071,"œuf d'anolis",0,"œufs d'anolis",0,1,1,0,0,"Cet œuf pondu par un anolis est comestible et très nutritif.","Œuf d'anolis",25251,1,4,65661,3,83,85
2000072,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000073,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000074,"tarte à l'anguille maison",0,"tartes à l'anguille maison",0,0,1,1,0,"Une délicieuse tarte préparée par Miounne, des Feuilles de carline.","Tarte à l'anguille maison",24305,1,1,65621,3,83,85
2000075,"sac de fèves",0,"sacs de fèves",0,0,1,0,0,"Un sac volé à Dametta, contenant des fèves de Mun-Tuy.","Sac de fèves",22623,1,6,65639,3,83,85
2000076,"lettre parfumée",0,"lettres parfumées",0,0,1,1,0,"Cette lettre légèrement parfumée est tombée de la poche d'Ailbert.","Lettre parfumée",26151,1,1,65635,3,83,85
2000077,"jeune feuille de microtyugh",0,"jeunes feuilles de microtyugh",0,0,1,1,0,"Une jeune feuille de microtyugh.","Jeune feuille de microtyugh",25201,1,4,65634,0,83,85
2000078,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000079,"lettre cachetée",0,"lettres cachetées",0,0,1,1,0,"Une lettre au contenu mystérieux qui vous a été remise par F'mibhas, une aventurière que vous avez rencontrée à la guilde des archers.","Lettre cachetée",25918,0,1,65560,0,83,85
2000080,"sac de rations",0,"sacs de rations",0,0,1,0,0,"Ce grand sac rempli de rations de combat vous a été remis par une aventurière nommée Celestine.","Sac de rations",22623,0,1,65570,0,83,85
2000081,"pointe en os",0,"pointes en os",0,0,1,1,0,"Un os de grand mammifère taillé en pointe de flèche.","Pointe en os",22303,0,1,65574,0,83,85
2000082,"pot d'huile de cire d'abeille",0,"pots d'huile de cire d'abeille",0,0,1,0,0,"Cette huile à base de cire d'abeille et d'huile d'olive est principalement utilisée pour nourrir le cuir et les peaux.","Huile de cire d'abeille",22636,0,1,65574,0,83,85
2000083,"rouleau de corde robuste",0,"rouleaux de corde robuste",0,0,1,0,0,"Une corde épaisse et durable faite de paille tressée.","Corde robuste",26103,0,1,65574,0,83,85
2000084,"baie de rosier d'Azeyma",0,"baies de rosier d'Azeyma",0,0,1,1,0,"Ces fruits acides et riches en vitamines, s'utilisent surtout cuits en confitures, en sirops, ou encore en décoction pour des tisanes.","Baie de rosier d'Azeyma",25302,1,6,65577,0,83,85
2000085,"botte de légumes de Gysahl frais",0,"bottes de légumes de Gysahl frais",0,0,1,1,0,"Un légume feuille de forme arrondie poussant dans les terres de l'est.","Légume de Gysahl frais",25218,1,1,66698,3,83,85
2000086,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000087,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000088,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000089,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000090,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000091,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000092,"graine de roselette",0,"graines de roselette",0,0,1,1,0,"Une petite graine recueillie sur une roselette.","Graine de roselette",22623,1,6,65692,3,83,85
2000093,"toile d'acarus fraîche",0,"toiles d'acarus fraîches",0,0,1,1,0,"Une toile fraîchement recueillie sur un acarus.","Toile d'acarus fraîche",21664,1,6,65693,3,83,85
2000094,"bouteille de liqueur de frelon",0,"bouteilles de liqueur de frelon",0,0,1,1,0,"Cet alcool a été confectionné en laissant mariner des insectes. Le piquant provient du venin des dards.","Liqueur de frelon",24403,1,1,65694,3,83,85
2000095,"petite flammèche",0,"petites flammèches",0,0,1,1,0,"Cette flammèche crépitant au bout d'un morceau de bois peut servir à allumer un feu.","Petite flammèche",30202,1,1,65695,3,83,85
2000096,"œuf de Leia",0,"œufs de Leia",0,1,1,0,0,"Un œuf pondu par un chocobo très spécial du nom de Leia.","Œuf de Leia",25252,1,1,65697,3,83,85
2000097,"lettre de Keitha",0,"lettres de Keitha",0,0,1,1,0,"Une lettre de Keitha, du ranch de Brancharquée.","Lettre de Keitha",25918,1,1,0,3,83,85
2000098,"pot d'huile chitineuse écarlate",0,"pots d'huile chitineuse écarlate",0,0,1,0,0,"Une sécrétion visqueuse prélevée des entrailles d'une coccinelle.","Huile chitineuse écarlate",20641,1,6,65567,0,83,85
2000099,"sac de carcasses de frelons",0,"sacs de carcasses de frelons",0,0,1,0,0,"Ce sachet contient des carcasses de frelons morts.","Carcasses de frelons",22623,1,4,65694,3,83,85
2000100,"ale éventée",0,"ales éventées",0,1,1,1,0,"Cette ale a perdu une partie de ses gaz, sans doute en restant trop longtemps au contact de l'air.","Ale éventée",20643,1,3,65696,3,83,85
2000101,"fiole d'huile de rose d'Azeyma",0,"fioles d'huile de rose d'Azeyma",0,0,1,1,0,"Une huile essentielle extraite par pression de baies de rosier d'Azeyma fraîchement récoltées.","Huile de rose d'Azeyma",20663,1,2,65556,3,83,85
2000102,"pierre du courage",0,"pierres du courage",0,0,1,1,0,"Une pierre utilisée lors des épreuves des maîtres d'hast.","Pierre du courage",21451,1,1,65571,0,83,85
2000103,"flacon d'huile brune",0,"flacons d'huile brune",0,0,1,0,0,"Cette huile au parfum limoneux vous a été remise par E-Sumi-Yan.","Huile brune",22636,1,1,0,3,83,85
2000104,"octant rouillé",0,"octants rouillés",0,1,1,0,0,"Cet instrument de navigation est utilisé par les marins pour déterminer l'angle d'élévation d'un corps céleste. Celui-là semble avoir été victime des éléments.","Octant rouillé",21002,1,1,65644,3,83,85
2000105,"octant rouillé",0,"octants rouillés",0,1,1,0,0,"Cet instrument de navigation est utilisé par les marins pour déterminer l'angle d'élévation d'un corps céleste. Celui-là semble avoir été victime des éléments.","Octant rouillé",21002,1,1,65645,3,83,85
2000106,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000107,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000108,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000109,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000110,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000111,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000112,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000113,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000114,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000115,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000116,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000117,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000118,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000119,"tarte à l'anguille maison",0,"tartes à l'anguille maison",0,0,1,1,0,"Une délicieuse tarte préparée par Miounne, des Feuilles de carline.","Tarte à l'anguille maison",24305,1,1,65659,3,83,85
2000120,"tarte à l'anguille maison",0,"tartes à l'anguille maison",0,0,1,1,0,"Une délicieuse tarte préparée par Miounne, des Feuilles de carline.","Tarte à l'anguille maison",24305,1,1,65660,3,83,85
2000121,"flasque d'eau claire",0,"flasques d'eau claire",0,0,1,1,0,"Une flasque remplie d'eau claire puisée dans le lac immaculé de la forêt de l'est.","Eau claire",22614,1,1,65628,3,83,85
2000122,"pierre du courage",0,"pierres du courage",0,0,1,1,0,"Une pierre utilisée lors des épreuves des maîtres d'hast.","Pierre du courage",21451,1,1,65679,0,83,85
2000123,"cellule magitek",0,"cellules magitek",0,0,1,1,0,"Ce corps lumineux brille d'une lumière verdâtre.","Cellule magitek",22625,1,99,0,0,83,85
2000124,"sac d'œufs de chigoes charognards",0,"sacs d'œufs de chigoes charognards",0,0,1,0,0,"Objet demandé pour un mandat.","Sac d'œufs de chigoes charognards",22623,0,99,0,0,83,85
2000125,"effet personnel du mort-vivant",0,"effets personnels du mort-vivant",0,1,1,0,0,"Objet demandé pour un mandat.","Effet personnel du mort-vivant",22623,0,99,0,0,83,85
2000126,"abeille charnue",0,"abeilles charnues",0,1,1,1,0,"Objet demandé pour un mandat.","Abeille charnue",27002,0,99,0,0,83,85
2000127,"feuille gluante",0,"feuilles gluantes",0,0,1,1,0,"Objet demandé pour un mandat.","Feuille gluante",25201,0,99,0,0,83,85
2000128,"peau d'animal",0,"peaux d'animaux",0,0,1,1,0,"Une peau d'animal braconné par les Griffecoeurl.","Peau d'animal",21002,0,99,0,0,83,85
2000129,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000130,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000131,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000132,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000133,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000134,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000135,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000136,"enveloppe vierge",0,"enveloppes vierges",0,1,1,1,0,"Une enveloppe scellée et vierge de toute inscription qui vous a été remise par Wymond l'informateur.","Enveloppe vierge",25918,1,1,65685,3,83,85
2000137,"affiche de Franz le gladiateur",0,"affiches de Franz le gladiateur",0,1,1,1,0,"Une affiche vantant les mérites de Franz, un gladiateur dont la popularité au Colisée ne cesse de grandir.","Affiche de Franz le gladiateur",25906,1,3,65689,3,181,367
2000138,"peau de musaraigne agressive",0,"peaux de musaraigne agressive",0,0,1,1,0,"La peau rugueuse d'une musaraigne agressive.","Peau de musaraigne agressive",21809,1,5,65699,3,83,85
2000139,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000140,"pile de sacs de jute tièdes",0,"piles de sacs de jute tièdes",0,0,1,1,0,"Ces sacs sont remplis d'une matière tiède.","Sacs de jute tièdes",22628,1,1,65709,3,83,85
2000141,"carnet de mesures",0,"carnets de mesures",0,0,1,0,0,"Un carnet sur lequel sont inscrites des mesures topographiques.","Carnet de mesures",26151,1,1,65711,3,83,85
2000142,"céphalothorax de yarzon",0,"céphalothorax de yarzon",0,0,1,0,0,"Ce fragment de carapace de yarzon semble difficile à percer.","Céphalothorax de yarzon",22252,1,4,65733,0,83,85
2000143,"agaricus luxaeterna",0,"agaricus luxaeterna",0,1,1,0,0,"Ce champignon bioluminescent est un agaric qui a pour propriété d'émettre une vive lumière. On peut en récolter toute l'année sur des escarpements, près de la sommière de la Paix.","Agaricus luxaeterna",25402,1,1,65731,3,83,85
2000144,"amas de pucerons des bois",0,"amas de pucerons des bois",0,1,1,0,0,"Ces insectes vivent cachés dans les touffes d'herbe de la forêt de Sombrelinceul.","Pucerons des bois",27003,1,1,65707,3,83,85
2000145,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000146,"caisse d'outils d'arpentage",0,"caisses d'outils d'arpentage",0,0,1,1,0,"Une caisse en bois contenant différents outils utilisés par les géomètres.","Caisse d'outils d'arpentage",21002,1,2,65711,3,83,85
2000147,"corde à treize nœuds",0,"cordes à treize nœuds",0,0,1,1,0,"Une corde d'une longueur de douze coudées et de douze intervalles identiques marqués par treize nœuds.","Corde à treize nœuds",26103,1,1,65711,3,83,85
2000148,"caisse de la F.C.A.O.",0,"caisses de la F.C.A.O.",0,0,1,1,0,"Une caisse en provenance de la baie des Vêpres et destinée à la Firme du commerce de l'Aldenard oriental.","Caisse de la F.C.A.O.",21003,1,3,65758,3,83,85
2000149,"bouteille d'eau de cactus",0,"bouteilles d'eau de cactus",0,0,1,1,0,"L'eau épaisse qui coule dans le corps des cactuars. Elle possède des propriétés hydratantes pour la peau.","Eau de cactus",20642,1,4,65759,3,83,85
2000150,"colis de Fafafono",0,"colis de Fafafono",0,0,1,0,0,"Un colis destiné à Fafafono. Les mots “Bazar argenté” y ont été inscrits grossièrement en guise d'adresse.","Colis de Fafafono",21003,1,3,65761,3,83,85
2000151,"sac de spores de fungi empoisonnées",0,"sacs de spores de fungi empoisonnées",0,0,1,0,0,"Ces spores contiennent un poison trop faible pour tuer.","Spores de fungi empoisonnées",25403,0,99,0,0,83,85
2000152,"sarment rigide de microtyugh",0,"sarments rigides de microtyugh",0,0,1,0,0,"Ces sarments sont souples mais solides, idéaux pour la construction d'enclos et de structures légères.","Sarment rigide de microtyugh",26103,0,99,0,0,83,85
2000153,"aimant naturel",0,"aimants naturels",0,1,1,0,0,"Une pierre de couleur sombre exerçant une force magnétique importante.","Aimant naturel",21209,1,3,65764,3,83,85
2000154,"appât en cuivre",0,"appâts en cuivre",0,1,1,0,0,"Un appât en cuivre oxydé et déformé.","Appât en cuivre",27055,1,2,65765,3,83,85
2000155,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000156,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000157,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000158,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000159,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000160,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000161,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000162,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000163,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000164,"pot d'huile chitineuse de coblyn",0,"pots d'huile chitineuse de coblyn",0,0,1,0,0,"Une sécrétion visqueuse prélevée des entrailles d'un coblyn.","Huile chitineuse de coblyn",20663,1,4,65763,3,83,85
2000165,"lettre pour Momodi",0,"lettres pour Momodi",0,0,1,1,0,"Une lettre écrite par Kikipu à l'attention de Momodi.","Lettre pour Momodi",25918,1,1,65766,3,83,85
2000166,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000167,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000168,"mandibule de fourmi ouvrière",0,"mandibules de fourmi ouvrière",0,0,1,1,0,"Une mandibule robuste et acérée, arrachée sur une fourmi ouvrière.","Mandibule de fourmi ouvrière",22205,1,5,65841,3,83,85
2000169,"fragment d'os de bec-marteau",0,"fragments d'os de bec-marteau",0,0,1,0,0,"Un fragment d'os de bec-marteau recouvert de sang séché.","Fragment d'os de bec-marteau",22202,1,1,0,3,83,85
2000170,"morceau de minerai d'argent souillé",0,"morceaux de minerai d'argent souillés",0,0,1,0,0,"Un morceau de minerai d'argent portant diverses traces de salissure.","Minerai d'argent souillé",21211,1,1,0,3,83,85
2000171,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000172,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000173,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000174,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000175,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000176,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000177,"fragment d'os de bec-marteau",0,"fragments d'os de bec-marteau",0,0,1,0,0,"Un fragment d'os de bec-marteau recouvert de sang séché.","Fragment d'os de bec-marteau",22202,1,8,65862,3,83,85
2000178,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000179,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000180,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000181,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000182,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000183,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000184,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000185,"vieille canne à pêche",0,"vieilles cannes à pêche",0,0,1,1,0,"Cette vieille canne a pêche, qui aurait sa place dans un musée, a servi à attraper une quantité phénoménale de poissons.","Vieille canne à pêche",38201,1,1,65921,3,83,85
2000186,"lettre d'ordres de Roseline",0,"lettres d'ordres de Roseline",0,0,1,1,0,"Ce rapport, rédigé par Roseline, explique en détail ce qui s'est passé près de l'Oubli de la Mère et demande aux gardes en poste autour du ranch de Brancharquée de renforcer leur vigilance.","Ordres de Roseline",26151,1,1,65916,3,83,85
2000187,"lettre d'ordres de Roseline",0,"lettres d'ordres de Roseline",0,0,1,1,0,"Ce rapport, rédigé par Roseline, explique en détail ce qui s'est passé près de l'Oubli de la Mère et demande aux gardes en poste autour du ranch de Brancharquée de renforcer leur vigilance.","Ordres de Roseline",26151,1,1,65916,3,83,85
2000188,"lettre d'ordres de Roseline",0,"lettres d'ordres de Roseline",0,0,1,1,0,"Ce rapport, rédigé par Roseline, explique en détail ce qui s'est passé près de l'Oubli de la Mère et demande aux gardes en poste autour du ranch de Brancharquée de renforcer leur vigilance.","Ordres de Roseline",26151,1,1,65916,3,83,85
2000189,"cruche d'eau",0,"cruches d'eau",0,0,1,1,0,"Un large récipient en terre cuite rempli d'eau froide.","Cruche d'eau",25055,1,1,0,3,83,85
2000190,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000191,"musette en cuir",0,"musettes en cuir",0,0,1,1,0,"Sans doute oubliée par son propriétaire, cette musette en cuir usée reposait près d'un feu camp éteint.","Musette en cuir",25919,1,1,65915,3,83,85
2000192,"bouquet de lys de Nymeia",0,"bouquets de lys de Nymeia",0,0,1,0,0,"Souvent déposé en offrande aux morts, le lys de Nymeia est considéré comme la fleur de deuil par excellence.","Lys de Nymeia",22627,1,3,65919,3,83,85
2000193,"prune millénaire",0,"prunes millénaires",0,0,1,1,0,"Ce fruit a poussé sur l'Arbre gardien, vieux de plus de mille ans.","Prune millénaire",25308,0,99,0,0,83,85
2000194,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000195,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000196,"remède d'Alewyn",0,"remèdes d'Alewyn",0,0,1,0,0,"Un remède contre la fièvre mis au point par Alewyn.","Remède d'Alewyn",20661,1,1,65930,3,83,85
2000197,"poterie ancienne",0,"poteries anciennes",0,0,1,1,0,"Une poterie fissurée par endroits.","Poterie ancienne",25055,1,1,65931,3,83,85
2000198,"pièce de petite monnaie",0,"pièces de petite monnaie",0,0,1,1,0,"Une pièce de petite monnaie tombée de la bourse de Genevieve.","Pièce de petite monnaie",25919,1,5,65932,3,83,85
2000199,"reçu du potager royal",0,"reçus du potager royal",0,0,1,0,0,"Reçu à échanger contre une citrouille du potager royal.","Reçu du potager royal",25906,1,1,65839,3,83,85
2000200,"tranche de viande d'antilope salée",0,"tranches de viande d'antilope salée",0,0,1,1,0,"En plus d'être savoureuse, la viande d'antilope peut se conserver durant trois étés quand elle est bien préparée.","Viande d'antilope salée",24353,1,1,0,3,83,85
2000201,"bon de commande pour diadème",0,"bons de commande pour diadème",0,0,1,0,0,"Un document décrivant le diadème que Zazarikku veut commander aux Lapidaires d'Eshtaime.","Bon de commande pour diadème",26151,1,1,65701,3,83,85
