Index,0 [0x0][0x0],1 [0x0][0x4],2 [0x0][0x8]
60,"転移しますか？","はい","いいえ"
61,"次のエリアに移動しますか？","はい","いいえ"
62,"ブレイフロクスの抜道に入りますか？","はい","いいえ"
63,"仮設の関門を解錠しますか？","はい","いいえ"
64,"妖しいオーブの光に身を任せますか？","はい","いいえ"
65,"妖しいオーブの光に身を任せますか？","はい","いいえ"
66,"白百合の扉を解錠しますか？","はい","いいえ"
67,"紅薔薇の扉を解錠しますか？","はい","いいえ"
68,"小さな鍵で、閉ざされた扉を解錠しますか？","はい","いいえ"
69,"第二修練区画開始位置まで移動しますか？","はい","いいえ"
70,"第三修練区画開始位置まで移動しますか？","はい","いいえ"
71,"謎めいた石板を、台座の窪みにはめ込みますか？","はい","いいえ"
72,"主格納庫ゲートを解錠しますか？","はい","いいえ"
73,"排水機構のレバーを動かしますか？","はい","いいえ"
74,"「太陽石」を扉の窪みにはめ込みますか？","はい","いいえ"
75,"排水バルブを回しますか？","はい","いいえ"
76,"扉を開きますか？","はい","いいえ"
77,"「月光石」を扉の窪みにはめ込みますか？","はい","いいえ"
78,"「太陽石」を台座の窪みにはめ込みますか？","はい","いいえ"
79,"「月光石」を台座の窪みにはめ込みますか？","はい","いいえ"
80,"「大星石」を台座の窪みにはめ込みますか？","はい","いいえ"
81,"隧道の扉を解錠しますか？","はい","いいえ"
82,"円庭の扉を解錠しますか？","はい","いいえ"
83,"次のエリアに移動しますか？","はい","いいえ"
84,"会場から退出しますか？","はい","いいえ"
85,"","",""
86,"「帝国軍認証鍵」を使用して、封鎖を解きますか？","はい","いいえ"
87,"退出すると「<value>」は終了となります。\n本当に退出しますか？","はい","いいえ"
88,"(仮)本棚に魔道書を挿し込みますか？","はい","いいえ"
89,"雲卵石を供えますか？","はい","いいえ"
90,"鋼鉄のレバーを差し込み、操作しますか？","はい","いいえ"
91,"騎兵詰所の扉を解錠しますか？","はい","いいえ"
92,"作戦会議室の扉を解錠しますか？","はい","いいえ"
93,"作動させますか？","はい","いいえ"
