Index,0 [0x0][0x0],1 [0x2][0xc],2 [0x0][0x4],3 [0x2][0xd],4 [0x2][0xe],5 [0x2][0xf],6 [0x2][0x10],7 [0x2][0x11],8 [0x0][0x8]
20,"Mog",0,"Mogs",0,0,1,0,0,"Ces étranges créatures poilues qui vivent dans la forêt de Sombrelinceul sont invisibles au commun des mortels du fait de leur magie particulière. Toutefois, ceux qui ont eu la chance de les apercevoir racontent que les Mogs aiment chanter et danser. Selon une ancienne légende, ils auraient autrefois eu un roi, mais personne ne sait si c'est vrai."
21,"sirène",0,"sirènes",0,0,1,1,0,"Cette créature légendaire est tristement connue pour avoir charmé nombre de marins avec ses chants, causant la disparition d'équipages entiers. Le roi des pirates Barbe-Brume l'aurait tuée autrefois, mais de récentes rumeurs font état d'une silhouette féminine hantant les côtes noscéennes accompagnée d'une horde d'hommes à l'âme corrompue."
22,"Orthros & Typhon",0,"Orthros & Typhon",0,1,1,0,1,"Ces deux êtres du néant à l'allure pour le moins bizarre seraient apparus suite à une expérience de la guilde des occultistes qui a mal tourné. Malgré leur nature, Orthros et Typhon ont choisi de s'assimiler à la société humaine, l'un travaillant comme réceptionniste au Colisée et l'autre au Gold Saucer des Manderville."
23,"mur démonique",0,"murs démoniques",0,0,1,0,0,"Ces gardiens effrayants sont des murs sur lesquels des signes arcaniques ont été tracés avec du sang et auxquels la vie a été insufflée grâce une magie ancienne. Bien que leurs maîtres aient péri il y a très longtemps, ces sentinelles démoniaques continuent de protéger les ruines auxquelles elles sont liées, ce qui ne manque jamais de surprendre et horrifier ceux qui s'y aventurent."
24,"succube",0,"0",0,0,1,0,0,"Les succubes sont des démons qui s'incarnent dans des corps de belles femmes pour mieux séduire les humains. Si l'on en croit certains spécialistes des arts occultes, ils conserveraient parfois la personnalité et les souvenirs de leurs vaisseaux et appartiendraient aux troisième et quatrième rangs de la hiérarchie du néant."
25,"chimère",0,"0",0,0,1,0,0,"Ces créatures cauchemardesques mêlent les attributs physiques du lion, du bouc et du dragon. Elles possèdent trois têtes, une paire d'ailes puissantes et une queue se terminant par un aiguillon empoisonné. Leurs origines ont fait l'objet de nombreuses polémiques, certains considérant que les chimères sont des abominations créées par les dieux, d'autres préférant croire au produit de quelque sorcellerie impie."
26,"dragon bleu",0,"0",0,0,1,0,0,"Descendant directement des sept dragons anciens, la progéniture de Midgardsormr, ces créatures fabuleuses, dont la longévité dépasse aisément le millier d'années, ont pris cette couleur particulière qui les distingue de leurs congénères suite à une lente évolution. Aucun humain n'a toutefois eu la chance d'aller les étudier d'assez près pour observer d'autres différences éventuelles."
27,"Bugaal Ja",0,"Bugaal Ja",0,0,1,0,1,"“Ah! Miracle! Qu'un tel jour viendrait, je ne croyais pas! Comprendre la beauté de la danse traditionnelle mamool ja, quelqu'un a enfin su! De joie, mon cœur est rempli!”"
28,"Momodi",0,"Momodi",0,0,1,0,1,"“Si vous avez besoin de conseils, je suis là pour vous. Cela dit, ne venez pas m'embêter au moindre pépin. Par contre, je suis toujours prête à écouter vos problèmes amoureux, hi hi hi.”"
29,"Baderon",0,"Baderon",0,0,1,0,1,"“Je sais, je sais... Puisque vous êtes là, que diriez-vous de prendre un bon verre de rhum? Je viens juste de recevoir une nouvelle cargaison.  Installez-vous donc à la table derrière, je vous apporte ça tout de suite.”"
30,"Miounne",0,"Miounne",0,0,1,0,1,"“Il y a cinq ans, Éorzéa a été gravement touchée par le <i>septième fléau</i>. Un énorme dragon noir est sorti de l'astre Dalamud et a tout dévasté, brûlant la terre dans un océan de flammes...”"
31,"Livia",0,"Livia",0,0,1,0,1,"“Plutôt que de t'inquiéter de ce genre de parasite, tu ferais mieux de te soucier de terminer ton travail, Nero. Nous sommes là pour accomplir la volonté de Gaius, je te le rappelle. Si jamais tu lambines et que tu le déçois... je me ferai un plaisir de te tuer de mes propres mains.”"
32,"Rhitahtyn",0,"Rhitahtyn",0,0,1,0,1,"“Je n'ai pas pour habitude de dégainer mon arme pour rien, mais si tu refuses d'entendre raison... au nom du général Gaius van Baelsar, moi, Rhitahtyn sas Arvina, je t'exécuterai!”"
33,"Biggs & Wedge",0,"Biggs & Wedge",0,0,1,0,1,"“Ne nous oubliez pas, Patron!”\n“Cette expédition incarne la raison d'être des Forges de Garlond. Étant vos employés, nous comptons bien participer à cette aventure jusqu'au bout.”"
34,"Gerolt",0,"Gerolt",0,0,1,0,1,"“Que le grand cric me croque! Même dans mes rêves les plus alcoolisés j'aurais jamais pu imaginer qu'tu puisses mettre la main sur une relique d'arme antique!... Bon, va falloir que j'prépare mes outils alors. Pfff, quelle galère...”"
35,"Frixio",0,"Frixio",0,0,1,0,1,"“Il y a quelque temps, des Impériaux ont fait leur apparition dans la forêt.\nJ'étais parti dans le but de les surveiller et découvrir ce qu'ils mijotaient.”"
36,"Mutamix",0,"Mutamix",0,0,1,0,1,"“Pshhh... Mutamix sait fusionner les matérias pour en obtenir une différente, une plus jolie. Mutamix appelle ça la <i>transmatérialisation</i>! Si l'aventurier apporte cinq matérias, Mutamix lui fera une démonstration.”"
37,"Memeroon",0,"Memeroon",0,0,1,0,1,"“Memeroon vouuuloir plein clic-clic pour ouuuvrir boutiques! Ouvrir pluuus de boutiques. Beaucouuup, beaucouuup de boutiques! Et Memeroon devenir très riche!”"
38,"béhémoth",0,"0",0,0,1,0,0,"Les premiers témoignages de personnes ayant observé ces bêtes à la musculature saillante coïncident avec l'avènement de la 7e ère ombrale. Les érudits pensent d'ailleurs qu'il s'agirait de rejetons du Primordial Bahamut, ce qui leur vaut le nom de “béhémoths”. Mis à part leur apparence physique, le comportement et la biologie de ces créatures restent entourés de mystère."
39,"Gilgamesh & Enkidu",0,"Gilgamesh & Enkidu",0,0,1,0,1,"“Mon nom est Gilgamesh, au fait. Enchanté! Lui, c'est Enkidu, mon fidèle compagnon. Comme je me sentais seul durant mes voyages, j'ai attrapé ce coq et j'ai teint ses plumes, puis je lui ai donné le nom d'un ancien camarade.”"
40,"Ifrit",0,"Ifrit",0,1,1,0,1,"Primordial révéré par les Amalj'aa, le Seigneur des flammes Ifrit prend généralement la forme d'une créature ardente et terrifiante, dont les griffes incandescentes peuvent faire fondre n'importe quel métal et dont les cornes menacent d'embraser les cieux. Ceux qui ont eu la folie de l'affronter ont fini brûlés par sa furie inextinguible ou ont rejoint les rangs de subjugués qui lui obéissent."
41,"Titan",0,"Titan",0,0,1,0,1,"Souvent appelé l'Ébranleur des terres ou le Marteleur du sol, Titan est le dieu auquel les Kobolds vouent un culte. Prenant l'apparence d'un effrayant et massif géant, il considère ces hommes-taupes comme ses enfants et n'hésite pas à faire trembler les montagnes de toute sa colère pour écraser sous la roche tous ceux qui osent les attaquer."
42,"Garuda",0,"Garuda",0,0,1,1,1,"Déesse tutélaire des Ixali, Garuda, que l'on appelle aussi la Souffleuse de rafales, se distingue des autres Primordiaux par sa capacité destructrice à contrôler l'air et les vents autour d'elle. Réputée pour sa grande cruauté, elle réclame régulièrement des sacrifices et des offrandes de sang, au point que ses fidèles lui vouent un culte mêlé de crainte."
43,"Moggle Mog XII",0,"Moggle Mog XII",0,0,1,0,1,"Ce Mog de taille pour le moins honorable serait l'incarnation du légendaire monarque qui a autrefois guidé son peuple du ciel vers le monde des humains, et aurait été invoqué en Éorzéa par un groupe de ces créatures poilues qui s'appellent eux-mêmes les Vassaux du Roi. Bien qu'il soit décrit comme “bon”, sa magnanimité ne semble être dirigée que vers ses fidèles sujets."
44,"Raya-O-Senna & A-Ruhn-Senna",0,"Raya-O-Senna & A-Ruhn-Senna",0,0,1,0,1,"“Si j'avais su, j'aurais demandé une escorte. À nous seuls, on ne va jamais venir à bout de ces monstres! Ils sont trop nombreux!”\n“Mais, ma sœur, nous ne pouvons pas renoncer!”"
45,"Godbert",0,"Godbert",0,0,1,0,1,"“Je suis Godbert, l'orfèvre le plus balèze d'Éorzéa, et un parfait gentilhomme. Je récoltais tranquillement des matériaux dans le coin avant que vous ne vous fassiez remarquer. Comment connaissez-vous la danse ultra-secrète de ma famille, les Manderville? La seule personne qui aurait pu vous l'apprendre est... Non, ce n'est pas possible...!”"
46,"Thancred",0,"Thancred",0,0,1,0,1,"“Quand je vois une jolie femme, les mots affluent en moi comme une vague déferlante, ils inondent mon être d'une chaleur sensuelle indicible...”"
47,"Nero",0,"Nero",0,0,1,0,1,"“Lorsque tu as finalement déserté l'Empire, j'ai su que le destin me souriait enfin, Garlond... Mais il a fallu qu'en disparaissant, tu deviennes une légende aux yeux des gens! Au lieu de maudire ton nom pour ta trahison, ils gardent une bonne image de toi! Et aujourd'hui <i>encore</i>, tu restes le jeune génie de magitek!”"
48,"Papalymo & Yda",0,"Papalymo & Yda",0,0,1,0,1,"“Je suis Papalymo, et le moulin à paroles, c'est...”\n“Moi, c'est Yda! Enchantée!”"
49,"Y'shtola",0,"Y'shtola",0,0,1,1,1,"“Je savais que nos routes finiraient par se recroiser, mais j'ignorais que nos destins seraient si étroitement liés. Nous aurons certainement l'occasion de reparler de ça plus en détail prochainement. Pour l'instant, tu dois en finir avec cette affaire.”"
50,"Urianger",0,"Urianger",0,1,1,0,1,"“L'Histoire est une chose assez fascinante, n'est-ce pas? La gloire d'une nation apporte la souffrance d'une autre. Et celui qui pour certains est un grand héros s'avère être un ignoble monstre pour d'autres. Loin de moi l'idée d'évoquer des lieux communs, mais chaque histoire est comme une médaille, elle a deux côtés.”"
51,"Ultima Arma",0,"Ultima Arma",0,1,1,1,1,"Cette relique de la 3e ère astrale est une prouesse de la technologie allagoise; la même qui permit à l'empire d'Allag d'établir son règne aux quatre coins d'Hydaelyn. Suite à la (re)découverte du mastodonte mécanique sous le sol d'Ala Mhigo, la 14e légion de Garlemald l'a restaurée puis reconfigurée pour contrer la menace des Primordiaux."
52,"Odin",0,"Odin",0,1,1,0,1,"Tout de noir vêtu, le Chevalier des ombres arpente des chemins oubliés sous la canopée de la forêt de Sombrelinceul. Nul ne sait quand ou par qui fut invoqué ce Primordial ancestral. Errant à travers la Sylve sur son puissant destrier, Sleipnir, Odin serait uniquement gouverné par le désir d'affronter de dignes adversaires, ou encore d'assouvir sa soif de vengeance, selon certaines rumeurs."
53,"Ramuh",0,"Ramuh",0,0,1,0,1,"Incarnation de la foudre, vénéré par les Sylphes. Bien que la légende le dépeigne comme un vieux sage au savoir illimité, Ramuh est en réalité un inquisiteur impitoyable qui n'hésite pas à frapper de sa foudre vengeresse les intrus qui souillent la forêt ou menacent ses enfants."
54,"Léviathan",0,"Léviathan",0,0,1,0,1,"Seigneur des eaux vénéré par les Sahuagins de l'océan Indigo. Tapi dans les abysses insondables, Léviathan dévore tout ce qui se trouve sur son passage. Jadis, les habitants des villages côtiers pensaient que les raz-de-marée qui ravagaient leurs habitations étaient en fait la manifestation de la colère du grand serpent de mer. Des siècles durant, ils ont cherché à l'apaiser à l'aide de sacrifices humains... en vain."
55,"Shiva",0,"Shiva",0,0,1,1,1,"L'Enchiridion, le livre sacré de la religion ishgardaise, considère Shiva comme la première hérétique de l'histoire. Coupable d'apostasie aux yeux du Saint-Siège, ses partisans lui vouent quant à eux un culte passionné, voyant en elle une sainte qui a tenté de rapprocher les hommes et les dragons. Son sacrifice n'aura toutefois pas eu l'effet escompté..."
56,"Minfilia",0,"Minfilia",0,0,1,1,1,"“Nous sommes un groupe nommé les Héritiers de la Septième Aube. Notre but est la protection d'Éorzéa et nos membres viennent de tous les horizons. Les Primordiaux sont notre plus grand souci actuellement. Les tribus barbares continuent malheureusement de les vénérer.”"
57,"Lahabrea",0,"Lahabrea",0,0,1,0,1,"“En plus de l'Écho, tu as le pouvoir d'interférer dans le monde de l'éther et de matérialiser des cristaux de lumière. Oui, ton cas est vraiment fascinant... Mais le marteau des Ténèbres peut briser le bouclier de la Lumière.”"
58,"Cid",0,"Cid",0,0,1,0,1,"“Je suis rassuré de voir que tu n'as rien, mon ami<if:e/none>. Mais par les Douze, avoir envoyé cet appareil magitek s'écraser dans le générateur! Tu es soit un génie, soit <if:la femme/l'homme> <if:la/le> plus chanceu<if:se/x> que j'aie jamais connu<if:e/none>! Quoi qu'il en soit, tu as réussi à désactiver le champ de force, c'est ce qui compte.”"
59,"Alphinaud & Alisaie",0,"Alphinaud & Alisaie",0,1,1,0,1,"“Il y a une autre façon de guérir les maux dont souffre le monde, et je la trouverai!”\n“Même si nos méthodes sont différentes, nous poursuivons, toi et moi, le même but. Gageons que nos chemins se rencontreront à nouveau.”"
60,"Louisoix",0,"Louisoix",0,0,1,0,1,"“Vous êtes la lumière qui a guidé et rallié les hommes et les femmes de ce pays. Là où les gens se rassemblent, la vie naît. Et tant qu'il y a de la vie, il y a de l'espoir. Il ne m'en faut pas plus.”"
61,"Bahamut",0,"Bahamut",0,0,1,0,1,"Emprisonné des millénaires durant dans la petite lune Dalamud, le Primordial ancestral a retrouvé sa liberté lorsque l'astre se disloqua au cours de sa chute pendant la bataille de Carteneau. Immédiatement, cet être impitoyable se mit à semer la destruction aux quatre coins d'Éorzéa, marquant ainsi le début de la 7e ère ombrale."
62,"Hildibrand & Nashu",0,"Hildibrand & Nashu",0,0,1,0,1,"“Je suis le célèbre, l'unique, le vrai Hildibraaaand!!”\n“Et sa fidèle assistante Nashu, c'est moi!”"
63,"Nanamo",0,"Nanamo",0,0,1,1,1,"“Notre véritable trésor, c'est vous, citoyens d'Ul'dah! Votre savoir, votre courage, votre générosité et votre sourire sont ce que nous avons de plus précieux. Chers compatriotes! Rejoignez-nous et aidez-nous à mener Éorzéa à la prospérité!”"
64,"Gaius",0,"Gaius",0,0,1,0,1,"“Un dirigeant incompétent ne peut mener son peuple qu'à la vénération d'idoles corrompues, un chemin qui conduit à l'affaiblissement et à la mort. En conséquence, ce sont les puissants qui doivent diriger les civilisations. Cette vérité est la clef du salut de cette terre où règne le mensonge.”"
65,"Merlwyb",0,"Merlwyb",0,0,1,1,1,"“La victoire est comme la mer, elle sourit à ceux qui savent mener leurs hommes et faire face à l'adversité quoi qu'il arrive. Écoute-moi, ô fier peuple de marins! Vois notre glorieux pavillon écarlate flotter au vent!”"
66,"Kan-E-Senna",0,"Kan-E-Senna",0,0,1,1,1,"“Parfois souples comme un saule, parfois forts comme un chêne, il nous faudra tenir. Car le jour où un vent destructeur soufflera dans notre forêt est proche. Nous autres, Gridaniens, sommes un peuple pacifique, mais nous ne tremblons pas face à l'agresseur.”"
67,"Raubahn",0,"Raubahn",0,0,1,0,1,"“Hahaha! J'aime les champs de bataille. On y apprend souvent de nos ennemis, et nos amis ne sont pas toujours ceux que l'on croit! Ensemble, nous vaincrons! Pour Sa Grâce Nanamo Ul Namo! Pour la gloire d'Ul'dah!”"
68,"Guerrier de la Lumière",0,"Guerrier de la Lumière",0,0,1,0,1,"“La lumière ne faiblira jamais!”"
69,"Firion",0,"Firion",0,0,1,0,1,"“Je rêve de roses... D'un monde rempli de roses sauvages.”"
70,"chevalier Oignon",0,"chevaliers Oignon",0,0,1,0,0,"“Être petit a ses avantages.”"
71,"Cécil",0,"Cécil",0,0,1,0,1,"“Nous vous l'avons déjà expliqué, c'est aussi notre combat.”"
72,"Bartz",0,"Bartz",0,0,1,0,1,"“J'ai promis à mon père avant qu'il ne meure que je voyagerais à travers le monde. Et puis... On dirait que le vent m'appelle.”"
73,"Terra",0,"Terra",0,0,1,1,1,"“Ne vous inquiétez pas. Je suis certaine que la paix régnera bientôt!”"
74,"Cloud",0,"Cloud",0,0,1,0,1,"“Je ne peux plus rester enfermé dans cette illusion... Je vais vivre ma vie sans faire semblant.”"
75,"Squall",0,"Squall",0,0,1,0,1,"“Personne ne parlera de moi au passé!!!”"
76,"Djidane",0,"Djidane",0,0,1,0,1,"“Il faut une raison pour sauver les gens?”"
77,"Tidus",0,"Tidus",0,0,1,0,1,"“Yuna est là-bas, alors on y va et on la récupère! Point final!”"
78,"Shantotto",0,"Shantotto",0,0,1,1,1,"“Oh! Voilà que vous me faites perdre mon calme, je suis blême!”"
79,"Vaan",0,"Vaan",0,0,1,0,1,"“Qui a parlé de force? Tu vas réussir. Tu as de bons amis.”"
80,"Lightning",0,"Lightning",0,0,1,1,1,"“Le problème n'est pas de savoir si on <i>peut</i>. Il y a des choses qu'on <i>doit</i> faire, c'est tout.”"
81,"gaélichat",0,"gaélichats",0,0,1,0,0,"Une créature mystérieuse dotée d'un corps de félin et d'ailes de chauve-souris. Certains savants avancent qu'elle appartiendrait au règne animal, tandis que d'autres affirment qu'il s'agit d'un démon appartenant au onzième rang de la hiérarchie du néant. La seule chose qui soit certaine, c'est qu'elle possède une intelligence fine et vive, qui lui permet d'agir rapidement."
82,"Vanu Vanu",0,"Vanu Vanu",0,0,1,0,0,"Les Vanu Vanu sont une tribu d'hommes-hiboux qui vit sur les îles flottantes de l'Écume des cieux d'Abalathia. Complètement isolés du reste du monde jusqu'à l'apparition des premiers aéronefs, ils ont récemment pris conscience des menaces qui pèsent sur leur territoire, et ont renforcé leur vigilance à l'égard des visiteurs de la surface."
83,"Gnathe",0,"Gnathes",0,0,1,0,0,"Les Gnathes sont une tribu d'hommes-insectes qui vit dans les confins méridionaux de l'Avant-pays dravanien. Chasseurs avant tout, ils ont appris à protéger leur territoire des dragons en faisant brûler des substances résineuses, comme le benjoin. Au centre de leur société se trouve une sorte de roi appelé “L'éveillé”, un catalyseur qui unit les volontés de ses sujets sans avoir recours à la parole."
84,"Yugiri",0,"Yugiri",0,0,1,1,1,"“Nous autres Domiens désirons plus que tout nous venger de l'Empire; et la première étape consiste à réduire leur influence en Éorzéa pour éviter que la tragédie qui a frappé notre pays ne se reproduise.”"
85,"gros chocobo",0,"gros chocobos",0,0,1,0,0,"Un chocobo dont l'appétit insatiable et l'absence totale de volonté ont abouti à un corps qui s'apparente plus à celui d'un béhémoth qu'à celui d'un oiseau. D'après certaines légendes du folklore gobelin, ce volatile surdimensionné serait vénéré comme un dieu dans le monde d'en bas. (Il est à noter, cependant, qu'aucun élément permettant de vérifier la pertinence de ce mythe n'a pu être trouvé.)"
86,"griffon",0,"griffons",0,0,1,0,0,"Une créature ailée majestueuse qui habite dans les étendues sauvages des montagnes d'Abalathia. Dotée d'une acuité visuelle exceptionnelle, ce grand volatile traque ses proies depuis les hauteurs et se jette sur elles tel un projectile pour les lacérer à l'aide de ses puissantes serres. Symbole de courage et de férocité, le griffon orne le blason de la nation déchue d'Ala Mhigo."
87,"Tioman",0,"Tioman",0,0,1,0,1,"Un dragon puissant et effroyable vivant au sommet de Sohm Al. Fidèle servante de Nidhogg, sa puissance de destruction égale presque celle de son maître. Les Ishgardais la surnomment “Le dragon noir” en raison de ses écailles, prétendument plus sombres qu'une nuit sans étoiles."
88,"Estinien",0,"Estinien",0,1,1,0,1,"“Prépare-toi à souffrir, Nidhogg. Bientôt je transpercerai ton cœur de ma lance et je répandrai tes entrailles dans tout le Coerthas!”"
89,"Lucia goe Junius",0,"Lucia goe Junius",0,0,1,1,1,"“Ceux qui restent obsédés par le passé ne peuvent pas avancer vers l'avenir.”"
90,"Ysayle",0,"Ysayle",0,1,1,1,1,"“Imbécile... Comment peux-tu être aussi lucide et aveugle à la fois? Toi, plus que tous les autres, devrais comprendre les souffrances que la guerre inflige... qu'aucun sacrifice n'est trop grand pour maintenir la paix.”"
91,"Hilda",0,"Hilda",0,1,1,1,1,"“C'est que j'ai envie de botter des fesses de nobliaux, moi, et c'est pas tous les jours que j'en ai l'occasion! Vous pouvez compter sur moi et mes hommes pour faire la révolution! Plutôt deux fois qu'une!”"
92,"Matoya",0,"Matoya",0,0,1,1,1,"“Un jour, ton insolence te coûtera ta queue, ma petite Y'shtola. Tu ne pourras pas dire que je ne t'avais pas prévenue.”"
93,"Edmont de Fortemps",0,"Edmont de Fortemps",0,1,1,0,1,"“Lorsque Haurchefant m'a demandé de vous accueillir chez nous, il vous a qualifié<if:e/none> d'espoir incarné. À l'époque, je me suis dit que ce n'était qu'une envolée lyrique de sa part, mais je me rends compte désormais qu'il décrivait juste la réalité.”"
94,"Byblos",0,"Byblos",0,0,1,0,1,"Une créature menaçante qui garde la porte de la section interdite de la Grande bibliothèque de Gubal. Invoquée du néant par des mages sharlayanais, elle continue d'accomplir fidèlement son devoir; certainement plus par contrainte que par choix..."
95,"Haurchefant",0,"Haurchefant",0,1,1,0,1,"“Et puis pourquoi tu ne m'as pas appelé? Je serais allé combattre à tes côtés sans hésiter! La chaleur de nos deux corps luttant côte à côte aurait fait fondre la glace de Manteneige!”"
96,"Aymeric",0,"Aymeric",0,1,1,0,1,"“Il y a des personnes qui croient que la foi est un renoncement au libre arbitre, qu'il est uniquement possible de recevoir la grâce de la Conquérante en se dévouant corps et âme à son service. Une telle dévotion peut être utile à un chevalier sur la ligne de front, mais elle l'est certainement moins pour un meneur d'hommes.”"
97,"Ravana",0,"Ravana",0,0,1,0,1,"Surnommé “le Maître des lames”, Ravana est la divinité protectrice des Gnathes. Seigneur du combat et de la guerre, le Primordial respecte la force et abhorre toute forme de faiblesse. Croyant que le rituel de combat est sacré, il se complaît dans la bataille avec des adversaires dignes, brandissant ses épées légendaires: les Chandrahas."
