Index,0 [0x3][0x6],1 [0x3][0x7],2 [0x5][0x4],3 [0x3][0x8],4 [0x0][0x0]
1538,2,7,0,254,"bgcommon/hou/dyna/opt/sg/0002/asset/opt_sg_m0002.sgb"
1539,3,7,0,254,"bgcommon/hou/dyna/opt/sg/0003/asset/opt_sg_m0003.sgb"
1792,0,8,22,254,""
1793,1,8,22,254,"bg/ffxiv/sea_s1/hou/dyna/c_fnc/0001/asset/s1h0_f_fnc0001a.sgb"
1794,2,8,22,254,"bg/ffxiv/sea_s1/hou/dyna/c_fnc/0002/asset/s1h0_f_fnc0002a.sgb"
1795,3,8,22,254,"bg/ffxiv/sea_s1/hou/dyna/c_fnc/0003/asset/s1h0_f_fnc0003a.sgb"
1796,4,8,22,254,"bg/ffxiv/sea_s1/hou/dyna/c_fnc/0004/asset/s1h0_f_fnc0004a.sgb"
2048,0,1,23,254,""
2049,1,1,23,0,"bg/ffxiv/fst_f1/hou/dyna/s_rof/0001/asset/f1h0_s_rof0001.sgb"
2050,2,1,23,0,"bg/ffxiv/fst_f1/hou/dyna/s_rof/0002/asset/f1h0_s_rof0002.sgb"
2051,3,1,23,0,"bg/ffxiv/fst_f1/hou/dyna/s_rof/0003/asset/f1h0_s_rof0003.sgb"
2052,1,1,23,1,"bg/ffxiv/fst_f1/hou/dyna/m_rof/0001/asset/f1h0_m_rof0001.sgb"
2053,2,1,23,1,"bg/ffxiv/fst_f1/hou/dyna/m_rof/0002/asset/f1h0_m_rof0002.sgb"
2054,3,1,23,1,"bg/ffxiv/fst_f1/hou/dyna/m_rof/0003/asset/f1h0_m_rof0003.sgb"
2055,1,1,23,2,"bg/ffxiv/fst_f1/hou/dyna/l_rof/0001/asset/f1h0_l_rof0001.sgb"
2056,2,1,23,2,"bg/ffxiv/fst_f1/hou/dyna/l_rof/0002/asset/f1h0_l_rof0002.sgb"
2057,3,1,23,2,"bg/ffxiv/fst_f1/hou/dyna/l_rof/0003/asset/f1h0_l_rof0003.sgb"
2304,0,2,23,254,""
2305,1,2,23,0,"bg/ffxiv/fst_f1/hou/dyna/s_wal/0001/asset/f1h0_s_wal0001.sgb"
2306,2,2,23,0,"bg/ffxiv/fst_f1/hou/dyna/s_wal/0002/asset/f1h0_s_wal0002.sgb"
2307,3,2,23,0,"bg/ffxiv/fst_f1/hou/dyna/s_wal/0003/asset/f1h0_s_wal0003.sgb"
2308,1,2,23,1,"bg/ffxiv/fst_f1/hou/dyna/m_wal/0001/asset/f1h0_m_wal0001.sgb"
2309,2,2,23,1,"bg/ffxiv/fst_f1/hou/dyna/m_wal/0002/asset/f1h0_m_wal0002.sgb"
2310,3,2,23,1,"bg/ffxiv/fst_f1/hou/dyna/m_wal/0003/asset/f1h0_m_wal0003.sgb"
2311,1,2,23,2,"bg/ffxiv/fst_f1/hou/dyna/l_wal/0001/asset/f1h0_l_wal0001.sgb"
2312,2,2,23,2,"bg/ffxiv/fst_f1/hou/dyna/l_wal/0002/asset/f1h0_l_wal0002.sgb"
2313,3,2,23,2,"bg/ffxiv/fst_f1/hou/dyna/l_wal/0003/asset/f1h0_l_wal0003.sgb"
2560,0,3,23,254,""
2561,1,3,23,254,"bgcommon/hou/dyna/f1h0/wid/0001/asset/f1h0_co_wid0001.sgb"
2562,2,3,23,254,"bgcommon/hou/dyna/f1h0/wid/0002/asset/f1h0_co_wid0002.sgb"
2563,3,3,23,254,"bgcommon/hou/dyna/f1h0/wid/0003/asset/f1h0_co_wid0003.sgb"
2816,0,4,23,254,""
2817,1,4,23,254,"bgcommon/hou/dyna/f1h0/dor/0001/asset/f1h0_co_dor0001.sgb"
2818,2,4,23,254,"bgcommon/hou/dyna/f1h0/dor/0002/asset/f1h0_co_dor0002.sgb"
2819,3,4,23,254,"bgcommon/hou/dyna/f1h0/dor/0003/asset/f1h0_co_dor0003.sgb"
3072,0,5,0,254,""
3073,4,5,0,254,"bgcommon/hou/dyna/opt/rf/0004/asset/opt_rf_m0004.sgb"
3074,5,5,0,254,"bgcommon/hou/dyna/opt/rf/0005/asset/opt_rf_m0005.sgb"
3075,6,5,0,254,"bgcommon/hou/dyna/opt/rf/0006/asset/opt_rf_m0006.sgb"
3328,0,6,0,254,""
3329,4,6,0,254,"bgcommon/hou/dyna/opt/wl/0004/asset/opt_wl_m0004.sgb"
3330,5,6,0,254,"bgcommon/hou/dyna/opt/wl/0005/asset/opt_wl_m0005.sgb"
3331,6,6,0,254,"bgcommon/hou/dyna/opt/wl/0006/asset/opt_wl_m0006.sgb"
3584,0,7,0,254,""
3585,4,7,0,254,"bgcommon/hou/dyna/opt/sg/0004/asset/opt_sg_m0004.sgb"
3586,5,7,0,254,"bgcommon/hou/dyna/opt/sg/0005/asset/opt_sg_m0005.sgb"
3587,6,7,0,254,"bgcommon/hou/dyna/opt/sg/0006/asset/opt_sg_m0006.sgb"
3840,0,8,23,254,""
3841,1,8,23,254,"bg/ffxiv/fst_f1/hou/dyna/c_fnc/0001/asset/f1h0_f_fnc0001a.sgb"
3842,2,8,23,254,"bg/ffxiv/fst_f1/hou/dyna/c_fnc/0002/asset/f1h0_f_fnc0002a.sgb"
3843,3,8,23,254,"bg/ffxiv/fst_f1/hou/dyna/c_fnc/0003/asset/f1h0_f_fnc0003a.sgb"
3844,4,8,23,254,"bg/ffxiv/fst_f1/hou/dyna/c_fnc/0004/asset/f1h0_f_fnc0004a.sgb"
4096,0,1,24,254,""
4097,1,1,24,0,"bg/ffxiv/wil_w1/hou/dyna/s_rof/0001/asset/w1h0_s_rof0001.sgb"
4098,2,1,24,0,"bg/ffxiv/wil_w1/hou/dyna/s_rof/0002/asset/w1h0_s_rof0002.sgb"
4099,3,1,24,0,"bg/ffxiv/wil_w1/hou/dyna/s_rof/0003/asset/w1h0_s_rof0003.sgb"
4100,1,1,24,1,"bg/ffxiv/wil_w1/hou/dyna/m_rof/0001/asset/w1h0_m_rof0001.sgb"
4101,2,1,24,1,"bg/ffxiv/wil_w1/hou/dyna/m_rof/0002/asset/w1h0_m_rof0002.sgb"
4102,3,1,24,1,"bg/ffxiv/wil_w1/hou/dyna/m_rof/0003/asset/w1h0_m_rof0003.sgb"
4103,1,1,24,2,"bg/ffxiv/wil_w1/hou/dyna/l_rof/0001/asset/w1h0_l_rof0001.sgb"
4104,2,1,24,2,"bg/ffxiv/wil_w1/hou/dyna/l_rof/0002/asset/w1h0_l_rof0002.sgb"
4105,3,1,24,2,"bg/ffxiv/wil_w1/hou/dyna/l_rof/0003/asset/w1h0_l_rof0003.sgb"
4352,0,2,24,254,""
4353,1,2,24,0,"bg/ffxiv/wil_w1/hou/dyna/s_wal/0001/asset/w1h0_s_wal0001.sgb"
4354,2,2,24,0,"bg/ffxiv/wil_w1/hou/dyna/s_wal/0002/asset/w1h0_s_wal0002.sgb"
4355,3,2,24,0,"bg/ffxiv/wil_w1/hou/dyna/s_wal/0003/asset/w1h0_s_wal0003.sgb"
4356,1,2,24,1,"bg/ffxiv/wil_w1/hou/dyna/m_wal/0001/asset/w1h0_m_wal0001.sgb"
4357,2,2,24,1,"bg/ffxiv/wil_w1/hou/dyna/m_wal/0002/asset/w1h0_m_wal0002.sgb"
4358,3,2,24,1,"bg/ffxiv/wil_w1/hou/dyna/m_wal/0003/asset/w1h0_m_wal0003.sgb"
4359,1,2,24,2,"bg/ffxiv/wil_w1/hou/dyna/l_wal/0001/asset/w1h0_l_wal0001.sgb"
4360,2,2,24,2,"bg/ffxiv/wil_w1/hou/dyna/l_wal/0002/asset/w1h0_l_wal0002.sgb"
4361,3,2,24,2,"bg/ffxiv/wil_w1/hou/dyna/l_wal/0003/asset/w1h0_l_wal0003.sgb"
4608,0,3,24,254,""
4609,1,3,24,254,"bgcommon/hou/dyna/w1h0/wid/0001/asset/w1h0_co_wid0001.sgb"
4610,2,3,24,254,"bgcommon/hou/dyna/w1h0/wid/0002/asset/w1h0_co_wid0002.sgb"
4611,3,3,24,254,"bgcommon/hou/dyna/w1h0/wid/0003/asset/w1h0_co_wid0003.sgb"
4864,0,4,24,254,""
4865,1,4,24,254,"bgcommon/hou/dyna/w1h0/dor/0001/asset/w1h0_co_dor0001.sgb"
4866,2,4,24,254,"bgcommon/hou/dyna/w1h0/dor/0002/asset/w1h0_co_dor0002.sgb"
4867,3,4,24,254,"bgcommon/hou/dyna/w1h0/dor/0003/asset/w1h0_co_dor0003.sgb"
5120,0,5,0,254,""
5121,7,5,0,254,"bgcommon/hou/dyna/opt/rf/0007/asset/opt_rf_m0007.sgb"
5122,8,5,0,254,"bgcommon/hou/dyna/opt/rf/0008/asset/opt_rf_m0008.sgb"
5123,9,5,0,254,"bgcommon/hou/dyna/opt/rf/0009/asset/opt_rf_m0009.sgb"
5376,0,6,0,254,""
5377,7,6,0,254,"bgcommon/hou/dyna/opt/wl/0007/asset/opt_wl_m0007.sgb"
5378,8,6,0,254,"bgcommon/hou/dyna/opt/wl/0008/asset/opt_wl_m0008.sgb"
5379,9,6,0,254,"bgcommon/hou/dyna/opt/wl/0009/asset/opt_wl_m0009.sgb"
5632,0,7,0,254,""
5633,7,7,0,254,"bgcommon/hou/dyna/opt/sg/0007/asset/opt_sg_m0007.sgb"
5634,8,7,0,254,"bgcommon/hou/dyna/opt/sg/0008/asset/opt_sg_m0008.sgb"
5635,9,7,0,254,"bgcommon/hou/dyna/opt/sg/0009/asset/opt_sg_m0009.sgb"
5888,0,8,24,254,""
5889,1,8,24,254,"bg/ffxiv/wil_w1/hou/dyna/c_fnc/0001/asset/w1h0_f_fnc0001a.sgb"
5890,2,8,24,254,"bg/ffxiv/wil_w1/hou/dyna/c_fnc/0002/asset/w1h0_f_fnc0002a.sgb"
5891,3,8,24,254,"bg/ffxiv/wil_w1/hou/dyna/c_fnc/0003/asset/w1h0_f_fnc0003a.sgb"
5892,4,8,24,254,"bg/ffxiv/wil_w1/hou/dyna/c_fnc/0004/asset/w1h0_f_fnc0004a.sgb"
6144,0,1,0,254,""
6145,1,1,0,0,"bgcommon/hou/dyna/com/s_rof/0001/asset/com_s_rof0001.sgb"
6146,1,1,0,1,"bgcommon/hou/dyna/com/m_rof/0001/asset/com_m_rof0001.sgb"
6147,1,1,0,2,"bgcommon/hou/dyna/com/l_rof/0001/asset/com_l_rof0001.sgb"
6148,2,1,0,0,"bgcommon/hou/dyna/com/s_rof/0002/asset/com_s_rof0002.sgb"
6149,2,1,0,1,"bgcommon/hou/dyna/com/m_rof/0002/asset/com_m_rof0002.sgb"
6150,2,1,0,2,"bgcommon/hou/dyna/com/l_rof/0002/asset/com_l_rof0002.sgb"
6151,3,1,0,0,"bgcommon/hou/dyna/com/s_rof/0003/asset/com_s_rof0003.sgb"
6152,3,1,0,1,"bgcommon/hou/dyna/com/m_rof/0003/asset/com_m_rof0003.sgb"
6153,3,1,0,2,"bgcommon/hou/dyna/com/l_rof/0003/asset/com_l_rof0003.sgb"
6154,4,1,0,0,"bgcommon/hou/dyna/com/s_rof/0004/asset/com_s_rof0004.sgb"
6155,4,1,0,1,"bgcommon/hou/dyna/com/m_rof/0004/asset/com_m_rof0004.sgb"
6156,4,1,0,2,"bgcommon/hou/dyna/com/l_rof/0004/asset/com_l_rof0004.sgb"
6400,0,2,0,254,""
6401,1,2,0,0,"bgcommon/hou/dyna/com/s_wal/0001/asset/com_s_wal0001.sgb"
6402,1,2,0,1,"bgcommon/hou/dyna/com/m_wal/0001/asset/com_m_wal0001.sgb"
6403,1,2,0,2,"bgcommon/hou/dyna/com/l_wal/0001/asset/com_l_wal0001.sgb"
6656,0,3,0,254,""
6657,1,3,0,254,"bgcommon/hou/dyna/com/wid/0001/asset/com_co_wid0001.sgb"
6658,2,3,0,254,"bgcommon/hou/dyna/com/wid/0002/asset/com_co_wid0002.sgb"
6659,3,3,0,254,"bgcommon/hou/dyna/com/wid/0003/asset/com_co_wid0003.sgb"
6660,4,3,0,254,"bgcommon/hou/dyna/com/wid/0004/asset/com_co_wid0004.sgb"
6912,0,4,0,254,""
6913,1,4,0,254,"bgcommon/hou/dyna/com/dor/0001/asset/com_co_dor0001.sgb"
6914,2,4,0,254,"bgcommon/hou/dyna/com/dor/0002/asset/com_co_dor0002.sgb"
6915,3,4,0,254,"bgcommon/hou/dyna/com/dor/0003/asset/com_co_dor0003.sgb"
6916,4,4,0,254,"bgcommon/hou/dyna/com/dor/0004/asset/com_co_dor0004.sgb"
7168,0,5,0,254,""
7169,11,5,0,254,"bgcommon/hou/dyna/opt/rf/0011/asset/opt_rf_m0011.sgb"
7170,12,5,0,254,"bgcommon/hou/dyna/opt/rf/0012/asset/opt_rf_m0012.sgb"
7171,13,5,0,254,"bgcommon/hou/dyna/opt/rf/0013/asset/opt_rf_m0013.sgb"
7172,14,5,0,254,"bgcommon/hou/dyna/opt/rf/0014/asset/opt_rf_m0014.sgb"
7424,0,6,0,254,""
7425,11,6,0,254,"bgcommon/hou/dyna/opt/wl/0011/asset/opt_wl_m0011.sgb"
7426,12,6,0,254,"bgcommon/hou/dyna/opt/wl/0012/asset/opt_wl_m0012.sgb"
7427,13,6,0,254,"bgcommon/hou/dyna/opt/wl/0013/asset/opt_wl_m0013.sgb"
7428,14,6,0,254,"bgcommon/hou/dyna/opt/wl/0014/asset/opt_wl_m0014.sgb"
7680,0,7,0,254,""
7681,11,7,0,254,"bgcommon/hou/dyna/opt/sg/0011/asset/opt_sg_m0011.sgb"
7682,12,7,0,254,"bgcommon/hou/dyna/opt/sg/0012/asset/opt_sg_m0012.sgb"
7683,13,7,0,254,"bgcommon/hou/dyna/opt/sg/0013/asset/opt_sg_m0013.sgb"
7684,14,7,0,254,"bgcommon/hou/dyna/opt/sg/0014/asset/opt_sg_m0014.sgb"
7936,0,8,0,254,""
7937,1,8,0,254,"bgcommon/hou/dyna/com/c_fnc/0001/asset/com_f_fnc0001a.sgb"
7938,2,8,0,254,"bgcommon/hou/dyna/com/c_fnc/0002/asset/com_f_fnc0002a.sgb"
7939,3,8,0,254,"bgcommon/hou/dyna/com/c_fnc/0003/asset/com_f_fnc0003a.sgb"
7940,4,8,0,254,"bgcommon/hou/dyna/com/c_fnc/0004/asset/com_f_fnc0004a.sgb"
