Index,0 [0x6][0xc],1 [0x19][0x21],2 [0x7][0x0],3 [0x7][0x4],4 [0x7][0x8],5 [0x6][0x10],6 [0x6][0x14],7 [0x6][0x18],8 [0x6][0x1c],9 [0x3][0x20]
79,1776,false,100,100,100,0,0,0,0,0
80,1778,false,100,100,100,0,0,0,0,0
81,1781,false,100,100,100,0,0,0,0,0
82,1786,false,100,100,100,0,0,0,0,0
83,1796,false,100,100,100,0,0,0,0,0
84,1801,false,100,100,100,0,0,0,0,0
85,1803,false,100,100,100,0,0,0,0,0
86,2142,false,100,100,100,0,0,0,0,0
87,2143,false,100,100,100,0,0,0,0,0
88,2144,false,100,100,100,0,0,0,0,0
89,2145,false,100,100,100,0,0,0,0,0
90,2146,false,100,100,100,0,0,0,0,0
91,2147,false,100,100,100,0,0,0,0,0
92,2149,false,100,100,100,0,0,0,0,0
93,2151,false,100,100,100,0,0,0,0,0
94,2156,false,100,100,100,0,0,0,0,0
95,2160,false,100,100,100,0,0,0,0,0
96,2166,false,100,100,100,0,0,0,0,0
97,2169,false,100,100,100,0,0,0,0,0
98,2174,false,100,100,100,0,0,0,0,0
99,2185,false,100,100,100,0,0,0,0,0
100,2189,false,100,100,100,0,0,0,0,0
101,1601,false,100,100,100,0,0,0,0,0
102,1602,false,100,100,100,0,0,0,0,0
103,1603,false,100,100,100,0,0,0,0,0
104,1604,false,100,100,100,0,0,0,0,0
105,1605,false,100,100,100,0,0,0,0,0
106,1607,false,100,100,100,0,0,0,0,0
107,1609,false,100,100,100,0,0,0,0,0
108,1611,false,100,100,100,0,0,0,0,0
109,1614,false,100,100,100,0,0,0,0,0
110,1622,false,100,100,100,0,0,0,0,0
111,1625,false,100,100,100,0,0,0,0,0
112,1627,false,100,100,100,0,0,0,0,0
113,1633,false,100,100,100,0,0,0,0,0
114,1637,false,100,100,100,0,0,0,0,0
115,1639,false,100,100,100,0,0,0,0,0
116,1643,false,100,100,100,0,0,0,0,0
117,1650,false,100,100,100,0,0,0,0,0
118,1657,false,100,100,100,0,0,0,0,0
119,1659,false,100,100,100,0,0,0,0,0
120,1663,false,100,100,100,0,0,0,0,0
121,1680,false,100,100,100,0,0,0,0,0
122,1681,false,100,100,100,0,0,0,0,0
123,1682,false,100,100,100,0,0,0,0,0
124,1683,false,100,100,100,0,0,0,0,0
125,1684,false,100,100,100,0,0,0,0,0
126,1685,false,100,100,100,0,0,0,0,0
127,1686,false,100,100,100,0,0,0,0,0
128,1688,false,100,100,100,0,0,0,0,0
129,1694,false,100,100,100,0,0,0,0,0
130,1697,false,100,100,100,0,0,0,0,0
131,1699,false,100,100,100,0,0,0,0,0
132,1706,false,100,100,100,0,0,0,0,0
133,1708,false,100,100,100,0,0,0,0,0
134,1711,false,100,100,100,0,0,0,0,0
135,1716,false,100,100,100,0,0,0,0,0
136,1723,false,100,100,100,0,0,0,0,0
137,1728,false,100,100,100,0,0,0,0,0
138,1733,false,100,100,100,0,0,0,0,0
139,2055,false,100,100,100,0,0,0,0,0
140,2056,false,100,100,100,0,0,0,0,0
141,2057,false,100,100,100,0,0,0,0,0
142,2058,false,100,100,100,0,0,0,0,0
143,2059,false,100,100,100,0,0,0,0,0
144,2061,false,100,100,100,0,0,0,0,0
145,2063,false,100,100,100,0,0,0,0,0
146,2066,false,100,100,100,0,0,0,0,0
147,2069,false,100,100,100,0,0,0,0,0
148,2071,false,100,100,100,0,0,0,0,0
149,2076,false,100,100,100,0,0,0,0,0
150,2078,false,100,100,100,0,0,0,0,0
151,2083,false,100,100,100,0,0,0,0,0
152,2088,false,100,100,100,0,0,0,0,0
153,2094,false,100,100,100,0,0,0,0,0
154,2097,false,100,100,100,0,0,0,0,0
155,2106,false,100,100,100,0,0,0,0,0
156,2107,false,100,100,100,0,0,0,0,0
157,2108,false,100,100,100,0,0,0,0,0
158,2109,false,100,100,100,0,0,0,0,0
159,2111,false,100,100,100,0,0,0,0,0
160,2116,false,100,100,100,0,0,0,0,0
161,2118,false,100,100,100,0,0,0,0,0
162,2121,false,100,100,100,0,0,0,0,0
163,2123,false,100,100,100,0,0,0,0,0
164,2125,false,100,100,100,0,0,0,0,0
165,2130,false,100,100,100,0,0,0,0,0
166,2133,false,100,100,100,0,0,0,0,0
167,2219,false,100,100,100,0,0,0,0,0
168,2226,false,100,100,100,0,0,0,0,0
169,2228,false,100,100,100,0,0,0,0,0
170,2229,false,100,100,100,0,0,0,0,0
171,2230,false,100,100,100,0,0,0,0,0
172,2231,false,100,100,100,0,0,0,0,0
173,2233,false,100,100,100,0,0,0,0,0
174,2236,false,100,100,100,0,0,0,0,0
175,2239,false,100,100,100,0,0,0,0,0
176,2241,false,100,100,100,0,0,0,0,0
177,2242,false,100,100,100,0,0,0,0,0
178,2246,false,100,100,100,0,0,0,0,0
179,2248,false,100,100,100,0,0,0,0,0
180,2250,false,100,100,100,0,0,0,0,0
181,2257,false,100,100,100,0,0,0,0,0
182,2260,false,100,100,100,0,0,0,0,0
183,2262,false,100,100,100,0,0,0,0,0
184,2268,false,100,100,100,0,0,0,0,0
185,2270,false,100,100,100,0,0,0,0,0
186,2279,false,100,100,100,0,0,0,0,0
187,2287,false,100,100,100,0,0,0,0,0
188,2294,false,100,100,100,0,0,0,0,0
189,2298,false,100,100,100,0,0,0,0,0
190,2296,false,100,100,100,0,0,0,0,0
191,368,false,100,100,100,0,0,0,0,0
192,366,false,100,100,100,0,0,0,0,0
193,369,false,100,100,100,0,0,0,0,0
194,370,false,100,100,100,0,0,0,0,0
195,371,false,100,100,100,0,0,0,0,0
196,367,false,100,100,100,0,0,0,0,0
197,2653,false,100,100,100,36,0,0,0,0
198,2654,false,100,100,100,36,0,0,0,0
199,2662,false,100,100,100,81,0,0,0,0
200,2665,false,100,100,100,81,0,0,0,0
201,2669,false,100,100,100,14,0,0,0,0
202,2677,false,100,100,100,74,0,0,0,0
203,2697,false,100,100,100,36,0,0,0,0
204,2710,false,100,100,100,36,0,0,0,0
205,2708,false,100,100,100,46,0,0,0,0
206,2725,false,100,100,100,74,0,0,0,0
207,2729,false,100,100,100,74,0,0,0,0
208,2753,false,100,100,100,74,0,0,0,0
209,2767,false,100,100,100,81,0,0,0,0
210,2776,false,100,100,100,46,0,0,0,0
211,2788,false,100,100,100,36,0,0,0,0
212,2810,false,100,100,100,74,0,0,0,0
213,2825,false,100,100,100,46,0,0,0,0
214,2862,false,100,100,100,81,0,0,0,0
215,2882,false,100,100,100,46,0,0,0,0
216,2893,false,100,100,100,81,0,0,0,0
217,2629,false,100,100,100,29,0,0,0,0
218,2655,false,100,100,100,29,0,0,0,0
219,2661,false,100,100,100,74,0,0,0,0
220,2668,false,100,100,100,36,0,0,0,0
221,2675,false,100,100,100,14,0,0,0,0
222,2685,false,100,100,100,0,0,0,0,0
223,2691,false,100,100,100,0,0,0,0,0
224,2687,false,100,100,100,0,0,0,0,0
225,2693,false,100,100,100,0,0,0,0,0
226,2689,false,100,100,100,0,0,0,0,0
227,2695,false,100,100,100,0,0,0,0,0
228,2699,false,100,100,100,36,0,0,0,0
229,2703,false,100,100,100,46,0,0,0,0
230,2719,false,100,100,100,14,0,0,0,0
231,2728,false,100,100,100,81,0,0,0,0
232,2745,false,100,100,100,0,0,0,0,0
233,2743,false,100,100,100,0,0,0,0,0
234,2735,false,100,100,100,0,0,0,0,0
235,2737,false,100,100,100,0,0,0,0,0
236,2741,false,100,100,100,0,0,0,0,0
237,2739,false,100,100,100,0,0,0,0,0
238,2763,false,100,100,100,81,0,0,0,0
239,2774,false,100,100,100,36,0,0,0,0
240,2779,false,100,100,100,29,0,0,0,0
241,2796,false,100,100,100,0,0,0,0,0
242,2792,false,100,100,100,0,0,0,0,0
243,2798,false,100,100,100,0,0,0,0,0
244,2800,false,100,100,100,0,0,0,0,0
245,2794,false,100,100,100,0,0,0,0,0
246,2790,false,100,100,100,0,0,0,0,0
247,2806,false,100,100,100,14,0,0,0,0
248,2814,false,100,100,100,81,0,0,0,0
249,2832,false,100,100,100,29,0,0,0,0
250,2835,false,100,100,100,29,0,0,0,0
251,2852,false,100,100,100,81,0,0,0,0
252,2857,false,100,100,100,81,0,0,0,0
253,2876,false,100,100,100,0,0,0,0,0
254,2872,false,100,100,100,0,0,0,0,0
255,2878,false,100,100,100,0,0,0,0,0
256,2880,false,100,100,100,0,0,0,0,0
257,2874,false,100,100,100,0,0,0,0,0
258,2870,false,100,100,100,0,0,0,0,0
259,2891,false,100,100,100,81,0,0,0,0
260,2673,false,100,100,100,74,0,0,0,0
261,2712,false,100,100,100,29,0,0,0,0
262,2723,false,100,100,100,36,0,0,0,0
263,2755,false,100,100,100,46,0,0,0,0
264,2765,false,100,100,100,46,0,0,0,0
265,2802,false,100,100,100,46,0,0,0,0
266,2812,false,100,100,100,14,0,0,0,0
267,2830,false,100,100,100,29,0,0,0,0
268,2850,false,100,100,100,81,0,0,0,0
269,2889,false,100,100,100,81,0,0,0,0
270,2656,false,100,100,100,14,0,0,0,0
271,2664,false,100,100,100,46,0,0,0,0
272,2680,false,100,100,100,46,0,0,0,0
273,2786,false,100,100,100,36,0,0,0,0
274,2817,false,100,100,100,14,0,0,0,0
275,2827,false,100,100,100,36,0,0,0,0
276,2859,false,100,100,100,74,0,0,0,0
277,2884,false,100,100,100,36,0,0,0,0
278,2631,false,100,100,100,14,0,0,0,0
279,2652,false,100,100,100,29,0,0,0,0
280,2660,false,100,100,100,46,0,0,0,0
281,2670,false,100,100,100,29,0,0,0,0
282,2714,false,100,100,100,36,0,0,0,0
283,2727,false,100,100,100,46,0,0,0,0
284,2731,false,100,100,100,74,0,0,0,0
285,2733,false,100,100,100,46,0,0,0,0
286,2750,false,100,100,100,36,0,0,0,0
287,2758,false,100,100,100,74,0,0,0,0
288,2769,false,100,100,100,14,0,0,0,0
289,2804,false,100,100,100,46,0,0,0,0
290,2816,false,100,100,100,74,0,0,0,0
291,2829,false,100,100,100,36,0,0,0,0
292,2834,false,100,100,100,46,0,0,0,0
293,2854,false,100,100,100,74,0,0,0,0
294,2886,false,100,100,100,36,0,0,0,0
295,2895,false,100,100,100,46,0,0,0,0
296,2630,false,100,100,100,14,0,0,0,0
297,2658,false,100,100,100,74,0,0,0,0
298,2663,false,100,100,100,74,0,0,0,0
299,2666,false,100,100,100,74,0,0,0,0
300,2672,false,100,100,100,36,0,0,0,0
301,2700,false,100,100,100,29,0,0,0,0
302,2734,false,100,100,100,74,0,0,0,0
303,2778,false,100,100,100,29,0,0,0,0
304,2805,false,100,100,100,36,0,0,0,0
305,2808,false,100,100,100,14,0,0,0,0
306,2819,false,100,100,100,29,0,0,0,0
307,2837,false,100,100,100,29,0,0,0,0
308,2861,false,100,100,100,74,0,0,0,0
309,625,false,100,100,100,0,0,0,0,0
310,623,false,100,100,100,0,0,0,0,0
311,616,false,100,100,100,0,0,0,0,0
312,627,false,100,100,100,0,0,0,0,0
313,618,false,100,100,100,0,0,0,0,0
314,628,false,100,100,100,0,0,0,0,0
315,622,false,100,100,100,0,0,0,0,0
316,617,false,100,100,100,0,0,0,0,0
317,2995,false,100,100,100,0,0,0,0,0
318,2986,false,100,100,100,0,0,0,0,0
319,2985,false,100,100,100,0,0,0,0,0
320,2984,false,100,100,100,0,0,0,0,0
321,2983,false,100,100,100,0,0,0,0,0
322,2990,false,100,100,100,0,0,0,0,0
323,2989,false,100,100,100,0,0,0,0,0
324,2988,false,100,100,100,0,0,0,0,0
325,2987,false,100,100,100,0,0,0,0,0
326,2992,false,100,100,100,0,0,0,0,0
327,2991,false,100,100,100,0,0,0,0,0
328,624,false,100,100,100,0,0,0,0,0
329,626,false,100,100,100,0,0,0,0,0
330,2996,false,100,100,100,46,0,0,0,0
331,2997,false,100,100,100,36,0,0,0,0
332,2960,false,100,100,100,36,0,0,0,0
333,2999,false,100,100,100,46,0,0,0,0
334,3008,false,100,100,100,46,0,0,0,0
335,3016,false,100,100,100,14,0,0,0,0
336,3017,false,100,100,100,81,0,0,0,0
337,3022,false,100,100,100,36,0,0,0,0
338,3028,false,100,100,100,29,0,0,0,0
339,3039,false,100,100,100,14,0,0,0,0
340,3043,false,100,100,100,81,0,0,0,0
341,3060,false,100,100,100,46,0,0,0,0
342,3066,false,100,100,100,14,0,0,0,0
343,3100,false,100,100,100,14,0,0,0,0
344,3125,false,100,100,100,81,0,0,0,0
345,3138,false,100,100,100,81,0,0,0,0
346,3147,false,100,100,100,14,0,0,0,0
347,3165,false,100,100,100,29,0,0,0,0
348,3172,false,100,100,100,36,0,0,0,0
349,3191,false,100,100,100,29,0,0,0,0
350,3201,false,100,100,100,81,0,0,0,0
351,3213,false,100,100,100,74,0,0,0,0
352,2958,false,100,100,100,81,0,0,0,0
353,3010,false,100,100,100,74,0,0,0,0
354,3000,false,100,100,100,36,0,0,0,0
355,3015,false,100,100,100,81,0,0,0,0
356,3018,false,100,100,100,74,0,0,0,0
357,3024,false,100,100,100,74,0,0,0,0
358,3036,false,100,100,100,81,0,0,0,0
359,3050,false,100,100,100,46,0,0,0,0
360,3062,false,100,100,100,36,0,0,0,0
361,3090,false,100,100,100,14,0,0,0,0
362,3106,false,100,100,100,14,0,0,0,0
363,3131,false,100,100,100,46,0,0,0,0
364,3140,false,100,100,100,74,0,0,0,0
365,3146,false,100,100,100,74,0,0,0,0
366,3160,false,100,100,100,14,0,0,0,0
367,3178,false,100,100,100,46,0,0,0,0
368,3185,false,100,100,100,74,0,0,0,0
369,3193,false,100,100,100,29,0,0,0,0
370,3211,false,100,100,100,74,0,0,0,0
371,3026,false,100,100,100,81,0,0,0,0
372,3045,false,100,100,100,74,0,0,0,0
373,3057,false,100,100,100,81,0,0,0,0
374,3068,false,100,100,100,81,0,0,0,0
375,3102,false,100,100,100,74,0,0,0,0
376,3118,false,100,100,100,74,0,0,0,0
377,3127,false,100,100,100,74,0,0,0,0
378,3142,false,100,100,100,36,0,0,0,0
379,3149,false,100,100,100,14,0,0,0,0
380,3180,false,100,100,100,46,0,0,0,0
381,3183,false,100,100,100,14,0,0,0,0
382,3209,false,100,100,100,74,0,0,0,0
383,3011,false,100,100,100,46,0,0,0,0
384,3096,false,100,100,100,29,0,0,0,0
385,3174,false,100,100,100,36,0,0,0,0
386,3203,false,100,100,100,74,0,0,0,0
387,2961,false,100,100,100,29,0,0,0,0
388,3001,false,100,100,100,46,0,0,0,0
389,3014,false,100,100,100,29,0,0,0,0
390,3019,false,100,100,100,14,0,0,0,0
391,3041,false,100,100,100,46,0,0,0,0
392,3052,false,100,100,100,29,0,0,0,0
393,3065,false,100,100,100,29,0,0,0,0
394,3071,false,100,100,100,0,0,0,0,0
395,3077,false,100,100,100,14,0,0,0,0
396,3104,false,100,100,100,81,0,0,0,0
397,3120,false,100,100,100,14,0,0,0,0
398,3144,false,100,100,100,36,0,0,0,0
399,3162,false,100,100,100,29,0,0,0,0
400,3176,false,100,100,100,81,0,0,0,0
401,3187,false,100,100,100,14,0,0,0,0
402,3205,false,100,100,100,14,0,0,0,0
403,3215,false,100,100,100,46,0,0,0,0
404,2959,false,100,100,100,74,0,0,0,0
405,3013,false,100,100,100,36,0,0,0,0
406,3020,false,100,100,100,29,0,0,0,0
407,3023,false,100,100,100,46,0,0,0,0
408,3038,false,100,100,100,74,0,0,0,0
409,3053,false,100,100,100,36,0,0,0,0
410,3064,false,100,100,100,14,0,0,0,0
411,3070,false,100,100,100,0,0,0,0,0
412,3092,false,100,100,100,81,0,0,0,0
413,3099,false,100,100,100,46,0,0,0,0
414,3121,false,100,100,100,29,0,0,0,0
415,3129,false,100,100,100,0,0,0,0,0
416,3145,false,100,100,100,36,0,0,0,0
417,3163,false,100,100,100,29,0,0,0,0
418,3177,false,100,100,100,81,0,0,0,0
419,3188,false,100,100,100,14,0,0,0,0
420,3206,false,100,100,100,14,0,0,0,0
421,1129,false,100,100,100,0,0,0,0,0
422,1130,false,100,100,100,0,0,0,0,0
423,1132,false,100,100,100,0,0,0,0,0
424,1131,false,100,100,100,0,0,0,0,0
425,3523,false,100,100,100,0,0,0,0,0
426,3522,false,100,100,100,0,0,0,0,0
427,3521,false,100,100,100,0,0,0,0,0
428,3520,false,100,100,100,0,0,0,0,0
429,3527,false,100,100,100,0,0,0,0,0
430,3526,false,100,100,100,0,0,0,0,0
431,3525,false,100,100,100,0,0,0,0,0
432,3524,false,100,100,100,0,0,0,0,0
433,3529,false,100,100,100,0,0,0,0,0
434,3528,false,100,100,100,0,0,0,0,0
435,3530,false,100,100,100,74,0,0,0,0
436,3534,false,100,100,100,81,0,0,0,0
437,3539,false,100,100,100,29,0,0,0,0
438,3541,false,100,100,100,46,0,0,0,0
439,3546,false,100,100,100,29,0,0,0,0
440,3552,false,100,100,100,81,0,0,0,0
441,3559,false,100,100,100,14,0,0,0,0
442,3570,false,100,100,100,14,0,0,0,0
443,3576,false,100,100,100,46,0,0,0,0
444,3597,false,100,100,100,36,0,0,0,0
445,3611,false,100,100,100,36,0,0,0,0
446,3625,false,100,100,100,29,0,0,0,0
447,3645,false,100,100,100,81,0,0,0,0
448,3651,false,100,100,100,46,0,0,0,0
449,3678,false,100,100,100,29,0,0,0,0
450,3694,false,100,100,100,74,0,0,0,0
451,3531,false,100,100,100,46,0,0,0,0
452,3535,false,100,100,100,74,0,0,0,0
453,3538,false,100,100,100,14,0,0,0,0
454,3542,false,100,100,100,29,0,0,0,0
455,3547,false,100,100,100,81,0,0,0,0
456,3568,false,100,100,100,74,0,0,0,0
457,3572,false,100,100,100,81,0,0,0,0
458,3581,false,100,100,100,29,0,0,0,0
459,3603,false,100,100,100,29,0,0,0,0
460,3616,false,100,100,100,46,0,0,0,0
461,3640,false,100,100,100,46,0,0,0,0
462,3662,false,100,100,100,46,0,0,0,0
463,3658,false,100,100,100,29,0,0,0,0
464,3660,false,100,100,100,29,0,0,0,0
465,3666,false,100,100,100,36,0,0,0,0
466,3656,false,100,100,100,29,0,0,0,0
467,3664,false,100,100,100,46,0,0,0,0
468,3696,false,100,100,100,14,0,0,0,0
469,3544,false,100,100,100,14,0,0,0,0
470,3563,false,100,100,100,74,0,0,0,0
471,3574,false,100,100,100,74,0,0,0,0
472,3579,false,100,100,100,29,0,0,0,0
473,3599,false,100,100,100,81,0,0,0,0
474,3605,false,100,100,100,81,0,0,0,0
475,3614,false,100,100,100,14,0,0,0,0
476,3622,false,100,100,100,36,0,0,0,0
477,3628,false,100,100,100,29,0,0,0,0
478,3649,false,100,100,100,36,0,0,0,0
479,3669,false,100,100,100,81,0,0,0,0
480,3692,false,100,100,100,14,0,0,0,0
481,3540,false,100,100,100,14,0,0,0,0
482,3550,false,100,100,100,74,0,0,0,0
483,3557,false,100,100,100,46,0,0,0,0
484,3586,false,100,100,100,36,0,0,0,0
485,3619,false,100,100,100,14,0,0,0,0
486,3623,false,100,100,100,74,0,0,0,0
487,3642,false,100,100,100,46,0,0,0,0
488,3654,false,100,100,100,36,0,0,0,0
489,3670,false,100,100,100,46,0,0,0,0
490,3515,false,100,100,100,74,0,0,0,0
491,3533,false,100,100,100,74,0,0,0,0
492,3536,false,100,100,100,29,0,0,0,0
493,3543,false,100,100,100,81,0,0,0,0
494,3562,false,100,100,100,81,0,0,0,0
495,3575,false,100,100,100,46,0,0,0,0
496,3583,false,100,100,100,46,0,0,0,0
497,3607,false,100,100,100,36,0,0,0,0
498,3621,false,100,100,100,81,0,0,0,0
499,3639,false,100,100,100,46,0,0,0,0
500,3647,false,100,100,100,74,0,0,0,0
501,3668,false,100,100,100,74,0,0,0,0
502,3680,false,100,100,100,46,0,0,0,0
503,3698,false,100,100,100,36,0,0,0,0
504,3516,false,100,100,100,81,0,0,0,0
505,3532,false,100,100,100,81,0,0,0,0
506,3537,false,100,100,100,81,0,0,0,0
507,3549,false,100,100,100,36,0,0,0,0
508,3561,false,100,100,100,14,0,0,0,0
509,3578,false,100,100,100,36,0,0,0,0
510,3601,false,100,100,100,29,0,0,0,0
511,3613,false,100,100,100,29,0,0,0,0
512,3627,false,100,100,100,46,0,0,0,0
513,3648,false,100,100,100,74,0,0,0,0
514,3653,false,100,100,100,81,0,0,0,0
515,3681,false,100,100,100,46,0,0,0,0
516,1476,false,100,100,100,0,0,0,0,0
517,1477,false,100,100,100,0,0,0,0,0
518,1475,false,100,100,100,0,0,0,0,0
519,1478,false,100,100,100,0,0,0,0,0
520,3962,false,100,100,100,0,0,0,0,0
521,3967,false,100,100,100,0,0,0,0,0
522,3969,false,100,100,100,0,0,0,0,0
523,3980,false,100,100,100,0,0,0,0,0
524,3983,false,100,100,100,0,0,0,0,0
525,3989,false,100,100,100,0,0,0,0,0
526,3996,false,100,100,100,0,0,0,0,0
527,4003,false,100,100,100,0,0,0,0,0
528,4011,false,100,100,100,0,0,0,0,0
529,4016,false,100,100,100,0,0,0,0,0
530,4030,false,100,100,100,0,0,0,0,0
531,4039,false,100,100,100,0,0,0,0,0
532,4045,false,100,100,100,0,0,0,0,0
533,4052,false,100,100,100,0,0,0,0,0
534,4061,false,100,100,100,0,0,0,0,0
535,3963,false,100,100,100,0,0,0,0,0
536,3968,false,100,100,100,0,0,0,0,0
537,3970,false,100,100,100,0,0,0,0,0
538,3974,false,100,100,100,0,0,0,0,0
539,3987,false,100,100,100,0,0,0,0,0
540,3991,false,100,100,100,0,0,0,0,0
541,4001,false,100,100,100,0,0,0,0,0
542,4013,false,100,100,100,0,0,0,0,0
543,4022,false,100,100,100,0,0,0,0,0
544,4036,false,100,100,100,0,0,0,0,0
545,4049,false,100,100,100,0,0,0,0,0
546,4063,false,100,100,100,0,0,0,0,0
547,3972,false,100,100,100,0,0,0,0,0
548,3985,false,100,100,100,0,0,0,0,0
549,3998,false,100,100,100,0,0,0,0,0
550,4009,false,100,100,100,0,0,0,0,0
551,4024,false,100,100,100,0,0,0,0,0
552,4034,false,100,100,100,0,0,0,0,0
553,4047,false,100,100,100,0,0,0,0,0
554,4059,false,100,100,100,0,0,0,0,0
555,4007,false,100,100,100,0,0,0,0,0
556,3959,false,100,100,100,0,0,0,0,0
557,3966,false,100,100,100,0,0,0,0,0
558,3982,false,100,100,100,0,0,0,0,0
559,4006,false,100,100,100,0,0,0,0,0
560,4033,false,100,100,100,0,0,0,0,0
561,4038,false,100,100,100,0,0,0,0,0
562,4051,false,100,100,100,0,0,0,0,0
563,4057,false,100,100,100,0,0,0,0,0
564,3960,false,100,100,100,0,0,0,0,0
565,3965,false,100,100,100,0,0,0,0,0
566,3979,false,100,100,100,0,0,0,0,0
567,4005,false,100,100,100,0,0,0,0,0
568,4032,false,100,100,100,0,0,0,0,0
569,4044,false,100,100,100,0,0,0,0,0
570,4056,false,100,100,100,0,0,0,0,0
571,959,false,100,100,100,0,0,0,0,0
572,962,false,100,100,100,0,0,0,0,0
573,957,false,100,100,100,0,0,0,0,0
574,963,false,100,100,100,0,0,0,0,0
575,955,false,100,100,100,0,0,0,0,0
576,956,false,100,100,100,0,0,0,0,0
577,3306,false,100,100,100,0,0,0,0,0
578,3299,false,100,100,100,0,0,0,0,0
579,3298,false,100,100,100,0,0,0,0,0
580,3297,false,100,100,100,0,0,0,0,0
581,3296,false,100,100,100,0,0,0,0,0
582,3303,false,100,100,100,0,0,0,0,0
583,3302,false,100,100,100,0,0,0,0,0
584,3301,false,100,100,100,0,0,0,0,0
585,3300,false,100,100,100,0,0,0,0,0
586,3305,false,100,100,100,0,0,0,0,0
587,3304,false,100,100,100,0,0,0,0,0
588,3307,false,100,100,100,29,0,0,0,0
589,3308,false,100,100,100,36,0,0,0,0
590,3311,false,100,100,100,14,0,0,0,0
591,3313,false,100,100,100,81,0,0,0,0
592,3318,false,100,100,100,36,0,0,0,0
593,3319,false,100,100,100,29,0,0,0,0
594,3321,false,100,100,100,46,0,0,0,0
595,3332,false,100,100,100,29,0,0,0,0
596,3337,false,100,100,100,46,0,0,0,0
597,3345,false,100,100,100,29,0,0,0,0
598,3349,false,100,100,100,29,0,0,0,0
