Index,0 [0x19][0x14],1 [0x3][0x10],2 [0x3][0x11],3 [0x5][0x4],4 [0x5][0x6],5 [0x6][0x0],6 [0x5][0x8],7 [0x3][0x12],8 [0x3][0x13],9 [0x5][0xa],10 [0x5][0xc],11 [0x5][0xe]
70,false,17,1,1,60,1133,0,0,0,0,0,70
71,false,17,1,1,60,1133,0,0,0,0,0,71
72,false,17,1,1,60,1133,0,0,0,0,0,72
73,false,17,1,1,60,1133,0,0,0,0,0,73
74,false,17,1,1,60,1133,0,0,0,0,0,74
75,false,17,1,1,60,1133,0,0,0,0,0,75
76,false,17,3,1,60,1133,0,0,0,0,0,76
77,false,17,5,1,60,1133,0,0,0,0,0,77
78,false,17,6,1,60,4413,0,0,0,0,0,78
79,false,17,7,1,60,4413,0,0,0,0,0,79
80,false,17,7,1,60,4413,0,0,0,0,0,80
81,false,17,8,1,60,4413,0,0,0,0,0,81
82,false,17,9,1,60,4413,0,0,0,0,0,82
83,false,17,10,1,60,4413,0,72,0,30,0,83
84,false,17,10,1,60,4413,0,72,0,30,0,84
85,false,17,11,1,60,8800,0,72,0,40,0,85
86,false,17,11,1,60,8800,0,72,0,40,0,86
87,false,17,12,1,60,8800,0,72,0,41,0,87
88,false,17,13,1,60,8800,0,72,0,43,0,88
89,false,17,14,1,60,8800,0,72,0,44,0,89
90,false,17,14,1,60,8800,0,72,0,44,0,90
91,false,17,15,1,60,8800,0,72,0,45,0,91
92,false,17,16,1,60,13600,0,72,0,58,0,92
93,false,17,17,1,60,13600,0,72,0,60,0,93
94,false,17,17,1,60,13600,0,72,0,60,0,94
95,false,17,17,1,60,13600,0,72,0,60,0,95
96,false,17,18,1,60,13600,0,72,0,62,0,96
97,false,17,19,1,60,13600,0,72,0,63,0,97
98,false,17,19,1,60,13600,0,72,0,63,0,98
99,false,17,20,1,60,13600,0,72,0,65,0,99
100,false,17,20,1,60,13600,0,72,0,65,0,100
101,false,17,21,1,60,20494,0,72,0,75,0,101
102,false,17,22,1,60,20494,0,72,0,78,0,102
103,false,17,23,1,60,20494,0,72,0,81,0,103
104,false,17,23,1,60,20494,0,72,0,81,0,104
105,false,17,24,1,60,20494,0,72,0,84,0,105
106,false,17,24,1,60,20494,0,72,0,84,0,106
107,false,17,24,1,60,20494,0,72,0,84,0,107
108,false,17,25,1,60,20494,0,72,0,87,0,108
109,false,17,25,1,60,20494,0,72,0,87,0,109
110,false,17,26,1,60,30000,0,72,0,90,0,110
111,false,17,26,1,60,30000,0,72,0,90,0,111
112,false,17,26,1,60,30000,0,72,0,90,0,112
113,false,17,26,1,60,30000,0,72,0,90,0,113
114,false,17,26,1,60,30000,0,72,0,90,0,114
115,false,17,26,1,60,30000,0,72,0,90,0,115
116,false,17,26,1,60,30000,0,72,0,90,0,116
117,false,17,27,1,60,30000,0,72,0,92,0,117
118,false,17,28,1,60,30000,0,72,0,95,0,118
119,false,17,28,1,60,30000,0,72,0,95,0,119
120,false,17,28,1,60,30000,0,72,0,95,0,120
121,false,17,28,1,60,30000,0,72,0,95,0,121
122,false,17,28,1,60,30000,0,72,0,95,0,122
123,false,17,28,1,60,30000,0,72,0,95,0,123
124,false,17,28,1,60,30000,0,72,0,95,0,124
125,false,17,28,1,60,30000,0,72,0,95,0,125
126,false,17,29,1,60,30000,0,72,0,96,0,126
127,false,17,30,1,60,30000,0,72,0,99,0,127
128,false,17,30,1,60,30000,0,72,0,99,0,128
129,false,17,30,1,60,30000,0,72,0,99,0,129
130,false,17,30,1,60,30000,0,72,0,99,0,130
131,false,17,30,1,60,30000,0,72,0,99,0,131
132,false,17,31,1,60,39618,0,72,0,101,0,132
133,false,17,31,1,60,39618,0,72,0,101,0,133
134,false,17,32,1,60,39618,0,72,0,103,0,134
135,false,17,33,1,60,39618,0,72,0,105,0,135
136,false,17,33,1,60,39618,0,72,0,105,0,136
137,false,17,33,1,60,39618,0,72,0,105,0,137
138,false,17,34,1,60,39618,0,72,0,107,0,138
139,false,17,34,1,60,39618,0,72,0,107,0,139
140,false,17,35,1,60,39618,0,72,0,109,0,140
141,false,17,36,1,60,48784,0,72,0,112,0,141
142,false,17,37,1,60,48784,0,72,0,113,0,142
143,false,17,38,1,60,48784,0,72,0,116,0,143
144,false,17,39,1,60,48784,0,72,0,118,0,144
145,false,17,40,1,60,48784,0,72,0,120,0,145
146,false,17,40,1,60,48784,0,72,0,120,0,146
147,false,17,40,1,60,48784,0,72,0,120,0,147
148,false,17,40,1,60,48784,0,72,0,120,0,148
149,false,17,40,1,60,48784,0,72,0,120,0,149
150,false,17,41,1,60,57896,0,72,0,125,0,150
151,false,17,42,1,60,57896,0,72,0,127,0,151
152,false,17,43,1,60,57896,0,72,0,129,0,152
153,false,17,44,1,60,57896,0,72,0,131,0,153
154,false,17,45,1,60,57896,0,72,0,133,0,154
155,false,17,45,1,60,57896,0,72,0,133,0,155
156,false,17,46,1,60,70533,0,72,0,140,0,156
157,false,17,47,1,60,70533,0,72,0,142,0,157
158,false,17,48,1,60,70533,0,72,0,144,0,158
159,false,17,49,1,60,70533,0,72,0,147,0,159
160,false,17,50,1,60,70533,0,72,0,149,0,160
161,false,18,1,1,60,1133,0,0,0,0,0,161
162,false,18,1,1,60,1133,0,0,0,0,0,162
163,false,18,1,1,60,1133,0,0,0,0,0,163
164,false,18,1,1,60,1133,0,0,0,0,0,164
165,false,18,1,1,60,1133,0,0,0,0,0,165
166,false,18,1,1,60,1133,0,0,0,0,0,166
167,false,18,1,1,60,1133,0,0,0,0,0,167
168,false,18,2,1,60,1133,0,0,0,0,0,168
169,false,18,2,1,60,1133,0,0,0,0,0,169
170,false,18,3,1,60,1133,0,0,0,0,0,170
171,false,18,4,1,60,1133,0,0,0,0,0,171
172,false,18,5,1,60,1133,0,0,0,0,0,172
173,false,18,5,1,60,1133,0,0,0,0,0,173
174,false,18,6,1,60,4413,0,0,0,0,0,174
175,false,18,6,1,60,4413,0,0,0,0,0,175
176,false,18,7,1,60,4413,0,0,0,0,0,176
177,false,18,7,1,60,4413,0,0,0,0,0,177
178,false,18,8,1,60,4413,0,0,0,0,0,178
179,false,18,9,1,60,4413,0,0,0,0,0,179
180,false,18,9,1,60,4413,0,0,0,0,0,180
181,false,18,10,1,60,4413,0,72,0,30,0,181
182,false,18,10,1,60,4413,0,72,0,30,0,182
183,false,18,11,1,60,8800,0,72,0,40,0,183
184,false,18,11,1,60,8800,0,72,0,40,0,184
185,false,18,11,1,60,8800,0,72,0,40,0,185
186,false,18,11,1,60,8800,0,72,0,40,0,186
187,false,18,11,1,60,8800,0,72,0,40,0,187
188,false,18,11,1,60,8800,0,72,0,40,0,188
189,false,18,11,1,60,8800,0,72,0,40,0,189
190,false,18,12,1,60,8800,0,72,0,41,0,190
191,false,18,12,1,60,8800,0,72,0,41,0,191
192,false,18,12,1,60,8800,0,72,0,41,0,192
193,false,18,12,1,60,8800,0,72,0,41,0,193
194,false,18,12,1,60,8800,0,72,0,41,0,194
195,false,18,13,1,60,8800,0,72,0,43,0,195
196,false,18,13,1,60,8800,0,72,0,43,0,196
197,false,18,13,1,60,8800,0,72,0,43,0,197
198,false,18,13,1,60,8800,0,72,0,43,0,198
199,false,18,13,1,60,8800,0,72,0,43,0,199
200,false,18,13,1,60,8800,0,72,0,43,0,200
201,false,18,14,1,60,8800,0,72,0,44,0,201
202,false,18,14,1,60,8800,0,72,0,44,0,202
203,false,18,14,1,60,8800,0,72,0,44,0,203
204,false,18,15,1,60,8800,0,72,0,45,0,204
205,false,18,15,1,60,8800,0,72,0,45,0,205
206,false,18,15,1,60,8800,0,72,0,45,0,206
207,false,18,15,1,60,8800,0,72,0,45,0,207
208,false,18,16,1,60,13600,0,72,0,58,0,208
209,false,18,16,1,60,13600,0,72,0,58,0,209
210,false,18,16,1,60,13600,0,72,0,58,0,210
211,false,18,16,1,60,13600,0,72,0,58,0,211
212,false,18,16,1,60,13600,0,72,0,58,0,212
213,false,18,17,1,60,13600,0,72,0,60,0,213
214,false,18,17,1,60,13600,0,72,0,60,0,214
215,false,18,17,1,60,13600,0,72,0,60,0,215
216,false,18,18,1,60,13600,0,72,0,62,0,216
217,false,18,18,1,60,13600,0,72,0,62,0,217
218,false,18,18,1,60,13600,0,72,0,62,0,218
219,false,18,18,1,60,13600,0,72,0,62,0,219
220,false,18,19,1,60,13600,0,72,0,63,0,220
221,false,18,19,1,60,13600,0,72,0,63,0,221
222,false,18,20,1,60,13600,0,72,0,65,0,222
223,false,18,20,1,60,13600,0,72,0,65,0,223
224,false,18,20,1,60,13600,0,72,0,65,0,224
225,false,18,20,1,60,13600,0,72,0,65,0,225
226,false,18,20,1,60,13600,0,72,0,65,0,226
227,false,18,20,1,60,13600,0,72,0,65,0,227
228,false,18,21,1,60,20494,0,72,0,75,0,228
229,false,18,21,1,60,20494,0,72,0,75,0,229
230,false,18,21,1,60,20494,0,72,0,75,0,230
231,false,18,22,1,60,20494,0,72,0,78,0,231
232,false,18,22,1,60,20494,0,72,0,78,0,232
233,false,18,23,1,60,20494,0,72,0,81,0,233
234,false,18,23,1,60,20494,0,72,0,81,0,234
235,false,18,23,1,60,20494,0,72,0,81,0,235
236,false,18,24,1,60,20494,0,72,0,84,0,236
237,false,18,24,1,60,20494,0,72,0,84,0,237
238,false,18,24,1,60,20494,0,72,0,84,0,238
239,false,18,24,1,60,20494,0,72,0,84,0,239
240,false,18,24,1,60,20494,0,72,0,84,0,240
241,false,18,25,1,60,20494,0,72,0,87,0,241
242,false,18,25,1,60,20494,0,72,0,87,0,242
243,false,18,25,1,60,20494,0,72,0,87,0,243
244,false,18,26,1,60,30000,0,72,0,90,0,244
245,false,18,26,1,60,30000,0,72,0,90,0,245
246,false,18,26,1,60,30000,0,72,0,90,0,246
247,false,18,26,1,60,30000,0,72,0,90,0,247
248,false,18,26,1,60,30000,0,72,0,90,0,248
249,false,18,26,1,60,30000,0,72,0,90,0,249
250,false,18,26,1,60,30000,0,72,0,90,0,250
251,false,18,27,1,60,30000,0,72,0,92,0,251
252,false,18,27,1,60,30000,0,72,0,92,0,252
253,false,18,28,1,60,30000,0,72,0,95,0,253
254,false,18,28,1,60,30000,0,72,0,95,0,254
255,false,18,28,1,60,30000,0,72,0,95,0,255
256,false,18,28,1,60,30000,0,72,0,95,0,256
257,false,18,28,1,60,30000,0,72,0,95,0,257
258,false,18,28,1,60,30000,0,72,0,95,0,258
259,false,18,28,1,60,30000,0,72,0,95,0,259
260,false,18,28,1,60,30000,0,72,0,95,0,260
261,false,18,28,1,60,30000,0,72,0,95,0,261
262,false,18,29,1,60,30000,0,72,0,96,0,262
263,false,18,30,1,60,30000,0,72,0,99,0,263
264,false,18,30,1,60,30000,0,72,0,99,0,264
265,false,18,30,1,60,30000,0,72,0,99,0,265
266,false,18,31,1,60,39618,0,72,0,101,0,266
267,false,18,31,1,60,39618,0,72,0,101,0,267
268,false,18,31,1,60,39618,0,72,0,101,0,268
269,false,18,32,1,60,39618,0,72,0,103,0,269
270,false,18,32,1,60,39618,0,72,0,103,0,270
271,false,18,32,1,60,39618,0,72,0,103,0,271
272,false,18,32,1,60,39618,0,72,0,103,0,272
273,false,18,33,1,60,39618,0,72,0,105,0,273
274,false,18,33,1,60,39618,0,72,0,105,0,274
275,false,18,33,1,60,39618,0,72,0,105,0,275
276,false,18,33,1,60,39618,0,72,0,105,0,276
277,false,18,34,1,60,39618,0,72,0,107,0,277
278,false,18,34,1,60,39618,0,72,0,107,0,278
279,false,18,34,1,60,39618,0,72,0,107,0,279
280,false,18,35,1,60,39618,0,72,0,109,0,280
281,false,18,35,1,60,39618,0,72,0,109,0,281
282,false,18,35,1,60,39618,0,72,0,109,0,282
283,false,18,36,1,60,48784,0,72,0,112,0,283
284,false,18,36,1,60,48784,0,72,0,112,0,284
285,false,18,36,1,60,48784,0,72,0,112,0,285
286,false,18,37,1,60,48784,0,72,0,113,0,286
287,false,18,37,1,60,48784,0,72,0,113,0,287
288,false,18,38,1,60,48784,0,72,0,116,0,288
289,false,18,39,1,60,48784,0,72,0,118,0,289
290,false,18,39,1,60,48784,0,72,0,118,0,290
291,false,18,39,1,60,48784,0,72,0,118,0,291
292,false,18,40,1,60,48784,0,72,0,120,0,292
293,false,18,40,1,60,48784,0,72,0,120,0,293
294,false,18,41,1,60,57896,0,72,0,125,0,294
295,false,18,42,1,60,57896,0,72,0,127,0,295
296,false,18,42,1,60,57896,0,72,0,127,0,296
297,false,18,42,1,60,57896,0,72,0,127,0,297
298,false,18,43,1,60,57896,0,72,0,129,0,298
299,false,18,43,1,60,57896,0,72,0,129,0,299
300,false,18,44,1,60,57896,0,72,0,131,0,300
301,false,18,45,1,60,57896,0,72,0,133,0,301
302,false,18,46,1,60,70533,0,72,0,140,0,302
303,false,18,47,1,60,70533,0,72,0,142,0,303
304,false,18,48,1,60,70533,0,72,0,144,0,304
305,false,18,49,1,60,70533,0,72,0,147,0,305
306,false,18,49,1,60,70533,0,72,0,147,0,306
307,false,18,50,1,60,70533,0,72,0,149,0,307
308,false,19,1,1,60,1133,0,0,0,0,0,308
309,false,19,4,1,60,1133,0,0,0,0,0,309
310,false,19,5,1,60,1133,0,0,0,0,0,310
311,false,19,5,1,60,1133,0,0,0,0,0,311
312,false,19,6,1,60,4413,0,0,0,0,0,312
313,false,19,7,1,60,4413,0,0,0,0,0,313
314,false,19,8,1,60,4413,0,0,0,0,0,314
315,false,19,9,1,60,4413,0,0,0,0,0,315
316,false,19,10,1,60,4413,0,72,0,21,0,316
317,false,19,11,1,60,8800,0,72,0,24,0,317
318,false,19,14,1,60,8800,0,72,0,31,0,318
319,false,19,16,1,60,13600,0,72,0,35,0,319
320,false,19,17,1,60,13600,0,72,0,38,0,320
321,false,19,18,1,60,13600,0,72,0,40,0,321
322,false,19,19,1,60,13600,0,72,0,43,0,322
323,false,19,20,1,60,13600,0,72,0,45,0,323
324,false,19,21,1,60,20494,0,72,0,56,0,324
325,false,19,23,1,60,20494,0,72,0,55,0,325
326,false,19,24,1,60,20494,0,72,0,56,0,326
327,false,19,25,1,60,20494,0,72,0,57,0,327
328,false,19,26,1,60,30000,0,72,0,59,0,328
329,false,19,27,1,60,30000,0,72,0,60,0,329
330,false,19,28,1,60,30000,0,72,0,62,0,330
331,false,19,29,1,60,30000,0,72,0,63,0,331
332,false,19,31,1,60,39618,0,72,0,71,0,332
333,false,19,32,1,60,39618,0,72,0,72,0,333
334,false,19,34,1,60,39618,0,72,0,75,0,334
335,false,19,36,1,60,48784,0,72,0,85,0,335
336,false,19,38,1,60,48784,0,72,0,89,0,336
337,false,19,40,1,60,48784,0,72,0,92,0,337
338,false,19,41,1,60,57896,0,72,0,97,0,338
339,false,19,43,1,60,57896,0,72,0,100,0,339
340,false,19,44,1,60,57896,0,72,0,102,0,340
341,false,19,46,1,60,70533,0,72,0,105,0,341
342,false,19,48,1,60,70533,0,72,0,109,0,342
343,true,34,1,2,1080,4000,0,0,0,0,0,30001
344,true,34,5,2,1080,21000,0,0,0,0,0,30002
345,true,34,10,2,1080,39333,1,0,0,0,0,30003
346,true,34,15,2,1080,67778,1,0,0,0,0,30004
347,true,34,20,2,1080,80857,10,0,0,0,0,30005
348,true,34,25,2,1080,100211,10,0,0,0,0,30006
349,true,34,30,2,1080,135417,10,0,0,0,0,30007
350,true,34,35,2,1080,160221,20,0,0,0,0,30008
351,true,34,40,2,1080,190588,20,0,0,0,0,30009
352,true,34,45,2,1080,209333,30,0,0,0,0,30010
353,true,34,50,2,1080,288000,50,0,0,0,0,30011
354,true,34,50,2,1080,288000,60,0,0,0,0,30012
355,true,34,50,2,1080,288000,70,0,0,0,0,30013
356,true,17,1,2,1080,4000,0,0,0,0,0,30014
357,true,17,5,2,1080,21000,0,0,0,0,0,30015
358,true,17,10,2,1080,39333,0,72,0,30,0,30016
359,true,17,15,2,1080,67778,0,72,0,45,0,30017
360,true,17,20,2,1080,80857,0,72,0,65,0,30018
361,true,17,25,2,1080,100211,0,72,0,87,0,30019
362,true,17,30,2,1080,135417,0,72,0,99,0,30020
363,true,17,35,2,1080,160221,0,72,0,109,0,30021
364,true,17,40,2,1080,190588,0,72,0,120,0,30022
365,true,17,45,2,1080,209333,0,72,0,133,0,30023
366,true,17,50,2,1080,288000,0,72,0,230,0,30024
367,true,17,50,2,1080,288000,0,72,0,238,0,30025
368,true,17,50,2,1080,288000,0,72,0,285,0,30026
369,true,18,1,2,1080,4000,0,0,0,0,0,30027
370,true,18,5,2,1080,21000,0,0,0,0,0,30028
371,true,18,10,2,1080,39333,0,72,0,30,0,30029
372,true,18,15,2,1080,67778,0,72,0,45,0,30030
373,true,18,20,2,1080,80857,0,72,0,65,0,30031
374,true,18,25,2,1080,100211,0,72,0,87,0,30032
375,true,18,30,2,1080,135417,0,72,0,99,0,30033
376,true,18,35,2,1080,160221,0,72,0,109,0,30034
377,true,18,40,2,1080,190588,0,72,0,120,0,30035
378,true,18,45,2,1080,209333,0,72,0,133,0,30036
379,true,18,50,2,1080,288000,0,72,0,230,0,30037
380,true,18,50,2,1080,288000,0,72,0,238,0,30038
381,true,18,50,2,1080,288000,0,72,0,285,0,30039
382,true,19,1,2,1080,4000,0,0,0,0,0,30040
383,true,19,5,2,1080,21000,0,0,0,0,0,30041
384,true,19,10,2,1080,39333,0,72,0,21,0,30042
385,true,19,15,2,1080,67778,0,72,0,33,0,30043
386,true,19,20,2,1080,80857,0,72,0,45,0,30044
387,true,19,25,2,1080,100211,0,72,0,57,0,30045
388,true,19,30,2,1080,135417,0,72,0,64,0,30046
389,true,19,35,2,1080,160221,0,72,0,77,0,30047
390,true,19,40,2,1080,190588,0,72,0,92,0,30048
391,true,19,45,2,1080,209333,0,72,0,104,0,30049
392,true,19,50,2,1080,288000,0,72,0,180,0,30050
393,true,19,50,2,1080,288000,0,72,0,184,0,30051
394,true,19,50,2,1080,288000,0,72,0,186,0,30052
395,true,0,0,2,60,-1,0,0,0,0,0,30053
396,true,34,50,2,1080,288000,80,0,0,0,0,30054
397,true,17,50,2,1080,288000,0,72,0,286,0,30055
398,true,18,50,2,1080,288000,0,72,0,286,0,30056
399,true,19,50,2,1080,288000,0,72,0,200,0,30057
400,true,34,50,2,1080,288000,90,0,0,0,0,30058
401,true,17,50,2,1080,288000,0,72,0,292,0,30059
402,true,18,50,2,1080,288000,0,72,0,292,0,30060
403,true,19,50,2,1080,288000,0,72,0,207,0,30061
404,true,34,50,2,1080,288000,100,0,0,0,0,30062
405,true,17,50,2,1080,288000,0,72,0,294,0,30063
406,true,18,50,2,1080,288000,0,72,0,294,0,30064
407,true,19,50,2,1080,288000,0,72,0,216,0,30065
408,true,34,51,2,1080,422400,110,0,0,0,0,30066
409,true,17,51,2,1080,422400,0,72,0,311,0,30067
410,true,18,51,2,1080,422400,0,72,0,311,0,30068
411,true,19,51,2,1080,422400,0,72,0,228,0,30069
412,true,34,55,2,1080,998400,126,0,0,0,0,30070
413,true,17,55,2,1080,998400,0,72,0,388,0,30071
414,true,18,55,2,1080,998400,0,72,0,388,0,30072
415,true,19,55,2,1080,998400,0,72,0,312,0,30073
416,false,34,51,1,60,105840,110,0,0,0,0,343
417,false,34,51,1,60,105840,110,0,0,0,0,344
418,false,34,51,1,60,105840,110,0,0,0,0,345
419,false,34,51,1,60,105840,110,0,0,0,0,346
420,false,34,51,1,60,105840,110,0,0,0,0,347
421,false,34,52,1,60,155520,115,0,0,0,0,348
422,false,34,52,1,60,155520,115,0,0,0,0,349
423,false,34,52,1,60,155520,115,0,0,0,0,350
424,false,34,52,1,60,155520,115,0,0,0,0,351
425,false,34,53,1,60,155520,120,0,0,0,0,352
426,false,34,53,1,60,155520,120,0,0,0,0,353
427,false,34,55,1,60,221760,126,0,0,0,0,354
428,false,34,55,1,60,221760,126,0,0,0,0,355
429,false,34,56,1,60,299520,129,0,0,0,0,356
430,false,34,54,1,60,221760,123,0,0,0,0,357
431,false,34,56,1,60,299520,129,0,0,0,0,358
432,false,34,57,1,60,299520,132,0,0,0,0,359
433,false,34,57,1,60,299520,132,0,0,0,0,360
434,false,34,57,1,60,299520,132,0,0,0,0,361
435,false,34,58,1,60,388800,135,0,0,0,0,362
436,false,34,58,1,60,388800,135,0,0,0,0,363
437,false,34,58,1,60,388800,135,0,0,0,0,364
438,false,34,58,1,60,388800,135,0,0,0,0,365
439,false,34,58,1,60,388800,135,0,0,0,0,366
440,false,34,59,1,60,388800,138,0,0,0,0,367
441,false,34,59,1,60,388800,138,0,0,0,0,368
442,false,34,59,1,60,388800,138,0,0,0,0,369
443,false,34,60,1,60,388800,140,0,0,0,0,370
444,false,17,51,1,60,105840,0,72,0,311,0,371
445,false,17,51,1,60,105840,0,72,0,311,0,372
446,false,17,51,1,60,105840,0,72,0,311,0,373
447,false,17,52,1,60,155520,0,72,0,314,0,374
448,false,17,53,1,60,155520,0,72,0,362,0,375
449,false,17,54,1,60,221760,0,72,0,363,0,376
450,false,17,54,1,60,221760,0,72,0,363,0,377
451,false,17,55,1,60,221760,0,72,0,388,0,378
452,false,17,55,1,60,221760,0,72,0,388,0,379
453,false,17,56,1,60,299520,0,72,0,389,0,380
454,false,17,57,1,60,299520,0,72,0,392,0,381
455,false,17,57,1,60,299520,0,72,0,392,0,382
456,false,17,58,1,60,388800,0,72,0,396,0,383
457,false,17,58,1,60,388800,0,72,0,396,0,384
458,false,17,59,1,60,388800,0,72,0,401,0,385
459,false,17,59,1,60,388800,0,72,0,401,0,386
460,false,17,60,1,60,388800,0,72,0,405,0,387
461,false,17,60,1,60,388800,0,72,0,405,0,388
462,false,18,51,1,60,105840,0,72,0,311,0,389
463,false,18,51,1,60,105840,0,72,0,311,0,390
464,false,18,51,1,60,105840,0,72,0,311,0,391
465,false,18,52,1,60,155520,0,72,0,314,0,392
466,false,18,53,1,60,155520,0,72,0,362,0,393
467,false,18,54,1,60,221760,0,72,0,363,0,394
468,false,18,54,1,60,221760,0,72,0,363,0,395
469,false,18,55,1,60,221760,0,72,0,388,0,396
470,false,18,55,1,60,221760,0,72,0,388,0,397
471,false,18,56,1,60,299520,0,72,0,389,0,398
472,false,18,57,1,60,299520,0,72,0,392,0,399
473,false,18,57,1,60,299520,0,72,0,392,0,400
474,false,18,58,1,60,388800,0,72,0,396,0,401
475,false,18,58,1,60,388800,0,72,0,396,0,402
476,false,18,59,1,60,388800,0,72,0,401,0,403
477,false,18,59,1,60,388800,0,72,0,401,0,404
478,false,18,59,1,60,388800,0,72,0,401,0,405
479,false,18,60,1,60,388800,0,72,0,405,0,406
480,false,19,51,1,60,105840,0,72,0,228,0,407
481,false,19,52,1,60,155520,0,72,0,249,0,408
482,false,19,52,1,60,155520,0,72,0,249,0,409
483,false,19,52,1,60,155520,0,72,0,249,0,410
484,false,19,53,1,60,155520,0,72,0,271,0,411
485,false,19,53,1,60,155520,0,72,0,271,0,412
486,false,19,54,1,60,221760,0,72,0,291,0,413
487,false,19,54,1,60,221760,0,72,0,291,0,414
488,false,19,55,1,60,221760,0,72,0,312,0,415
489,false,19,55,1,60,221760,0,72,0,312,0,416
490,false,19,55,1,60,221760,0,72,0,312,0,417
491,false,19,56,1,60,299520,0,72,0,314,0,418
492,false,19,57,1,60,299520,0,72,0,320,0,419
493,false,19,57,1,60,299520,0,72,0,320,0,420
494,false,19,58,1,60,388800,0,72,0,327,0,421
495,false,19,58,1,60,388800,0,72,0,327,0,422
496,false,19,59,1,60,388800,0,72,0,336,0,423
497,false,19,59,1,60,388800,0,72,0,336,0,424
498,false,19,60,1,60,388800,0,72,0,347,0,425
499,false,19,60,1,60,388800,0,72,0,347,0,426
500,false,17,30,1,60,30000,0,72,0,99,0,427
501,false,19,52,1,60,155520,0,72,0,249,0,428
502,false,19,55,1,60,221760,0,72,0,312,0,429
