Index,0 [0x0][0x0],1 [0x6][0x4],2 [0x3][0xe],3 [0x3][0xf],4 [0x6][0x8],5 [0x19][0x10],6 [0x5][0xc]
50,"不純物を体内に蓄積するため、泥臭く食用には適さない。だが、この貝によって、棲息域の水質が保たれている",4954,23,3,139,true,0
51,"フライルアーを使った釣りを楽しみたいなら、最適の魚。帰りがけに温泉に寄るのが紳士淑女の嗜み",4955,23,2,139,true,0
52,"存在感が希薄な魚。ガラスのように透き通っているため、近年になるまで、その存在を知られていなかった",4956,24,2,134,true,0
53,"かつて「食すと視力が高まる」と噂が流れ、流行したことがある。だが、不味かったため流行の収束は早かった",4957,24,2,139,true,0
54,"刀剣のように鋭利なヒレを持つため、セイバーと呼ばれる。その鋭いヒレで、漁網を破ることもしばしば",4887,24,1,138,true,0
55,"イールパイの材料として好まれる魚。昼間は巣穴でじっとして動かず、夜間になると活発に動きエサを探す",4958,25,2,153,true,0
56,"生物の多くが死滅したとされる南方大陸から、持ち帰られた品種。生命力がとても強く、異郷で繁殖している",4959,25,3,141,true,0
57,"目の覚めるような青い珊瑚。その色合いは、海の名をとって「ロータノブルー」と呼ばれ、称えられている",5461,25,1,137,true,0
58,"その逞しい体つきから、妖異「オーガ」の名を冠する大型魚。本物のオーガを相手にするよりは楽という噂",4888,25,1,134,true,0
59,"盾型の殻を持つため、伝説の「イージスの盾」にちなんだ名を与えられた。博物学者は古代種だと考えている",4960,26,3,141,true,0
60,"特徴的な口吻で、流木や岩に生える藻を食べる小魚。多くの場合、5イルム（約13cm）ほどに成長する",4961,26,3,153,true,0
61,"光を発する誘因突起で小魚を誘き寄せ、捕食するため「漁師魚」とも呼ばれる。漁師にとっては縁起の良い魚",4889,26,1,140,true,0
62,"シーホースとシードラゴン、どちらと名付けるかで学会が紛糾。だが、誰一人として馬も竜も見たことがなかった",4890,26,0,137,true,0
63,"しばしば樹上で発見されるため「木を登る魚」と命名された。しかし実際は、鳥に捕らわれ運ばれただけである",4962,27,3,153,true,0
64,"湖沼の底に潜む巨大魚。感覚器である長いヒゲにより、獲物が発する振動を感知。眼前の獲物を一気に呑み込む",4963,27,3,154,true,0
65,"特徴的な桜色の体表は、フィンガーシュリンプを主食とするためらしい。特にビアナック島産が美味で有名",4891,27,1,137,true,0
66,"雷気を発して獲物を気絶させて捕食する、恐ろしい魚。知らずに近づき、雷撃を受ける人が年に数人はいる",4964,28,3,153,true,0
67,"靴底のような形の扁平な形状を持つため、ブラックソールと呼ばれる。焼いてギルバンソースをかけると美味",4892,28,0,135,true,0
68,"とげの生えた吻で獲物に吸い付き、体液を吸い取る魚。かつてウルダハでは、王侯貴族の食べ物とされていた",4965,29,2,146,true,0
69,"トカゲの頭骨を被り、縄張り争いに利用する奇妙な魚。大きい個体ほど大きな頭骨を被れるため、有利らしい",4966,29,2,146,true,0
70,"金槌のような頭で素早く獲物を感知する鮫。群れを成すことで知られ、多いときには百匹単位になるという",4893,29,1,138,true,0
71,"食材として有名な魚。毎年、決まって遡上してくるこの魚は、魔物や獣にとっても、貴重な食料となっている",4967,28,2,145,true,0
72,"北洋のゼーヴォルフ族の間では、薄切りにして食べる文化がある。コリコリとした食感が味わえるというが……",4894,30,0,137,true,0
73,"岩肌に吸い付くための口が特徴的。さまざまな体色や模様を持つ種類がいるプレコの中でも、特に斑紋が美しい",4968,30,3,152,true,0
74,"なぜ藻が光を発するのかについては、諸説があり謎のまま。現世を彷徨う亡霊の仕業とも考えられている",5544,31,3,135,true,0
75,"食材としても、大型肉食魚のベイトとしても重要な海洋資源。漁師ギルドが扱う魚で、もっとも漁獲高が多い",4895,31,0,137,true,0
76,"細長い体は、びっしりと固い鱗で覆われている。息継ぎをするため、時折、水面に口を出すのも特徴的",4969,32,3,146,true,0
77,"ミコッテ族が好んで食す、肉太で美味な大型魚。東方では釣れたものを即座に解体し、生食する文化がある",4896,32,1,137,true,0
78,"ゴッズグリップで発見された魚。毒性に強い耐性を持つため、水質を推し量るのに役立つ存在でもある",4970,32,3,135,true,0
79,"白骨化した骸に、びっしりと付着するおぞましい姿から、「妖異の手先」など不名誉な名で呼ばれることも",4971,33,3,145,true,0
80,"根渡り沼のみに見られる固有種で、ヒレを巧みに使って跳ね回ることから、ルートスキッパーと命名された",4972,33,3,153,true,0
81,"シーホースの命名時に敗れ去った一派が、必死に近縁種を探し、ようやく見つけ出してシードラゴンと名付けた",4897,33,0,135,true,0
82,"小型の魚や虫などを丸呑みにするための、尖った下あごが特徴。古の時代より姿を変えない、古代魚の一種",4973,34,3,153,true,0
83,"深夜に海面近くを群泳するため、月光を受けると水面が乳白色に輝く。月神メネフィナの祝福を受けた存在とされる",4898,34,0,137,true,0
84,"細かな繊毛が生えた鋏脚が、あたかもミトンをつけているように見えるため、その名で呼ばれるようになった",4974,34,2,137,true,0
85,"身が締まっており、煮崩れしにくいため、煮込み料理によく使われる。北海の名王の好物としても有名",4899,34,1,140,true,0
86,"はるか昔、南洋から来たララフェル族「モンケ・オンケ」が、友好を示すため角尊に贈った観賞魚の子孫らしい",4975,33,2,148,true,0
87,"海に下りることなく、河川や湖沼で過ごす陸封型の淡水魚。警戒心が強く、釣るためには技量が求められる",4976,35,2,155,true,0
88,"食用には適さないが、稀に白真珠を産するため珍重される二枚貝。真珠を求めて、養殖法の確立が急がれている",4900,35,0,137,true,0
89,"きめ細やかな砂粒で形成された砂漠、「砂海」に棲息する魚。砂海魚の中では、食物連鎖の最下層に位置する",4977,35,4,146,true,0
90,"東方で人為的に生み出された観賞魚。銀色の輝きを出すため、3世代の養殖師たちが数十年を費やしたという",4978,36,3,137,true,0
91,"くっきりした縞模様が、道化師の衣装に似ていることから「クラウン」と命名された。観賞魚として珍重される",4979,36,3,146,true,0
92,"細かくヒレを震動させることで、砂を液状化させて泳ぐ砂海魚。ブリームに似ているが、実は近縁種ではない",5032,36,4,146,true,0
93,"クジラや鮫に吸着し、寄生する魚。時を止めて吸着すると考えられ、時神アルジクが好む花の名が付けられた",4901,36,1,137,true,0
94,"あまりに鱗が固いため、大型魚にも狙われることが少ない。それゆえ、長い時間を生き抜き、大きく成長する",4980,37,3,153,true,0
95,"淡水魚としては、大型な部類に属す魚。大飯喰らいの魚としても知られ、大きめのベイトを好んで捕食する",4981,37,3,156,true,0
96,"砂海魚や虫、時には魔物すら捕食する大型の砂海魚。肉厚で美味そうだが、大量の砂を含むため調理は難しい",5033,37,4,146,true,0
97,"怒ると風船のように膨らみ、全身の棘と相まって恐ろしい姿になる。「海のボム」という別名でも知られる存在",4902,37,0,137,true,0
98,"雑食性の魚で、ルアーでもよく釣れる。そのため、グリダニアでは、焼き魚の定番食材として親しまれている",4982,38,2,153,true,0
99,"河口などの、淡水～汽水域で見られる魚。斑紋をまぶした可愛らしい姿で、観賞魚として人気だが飼育は難しい",4983,38,2,137,true,0
100,"まるで妖術のように素早く砂中に潜ることから、東方の暗殺者の技にちなみ「土遁（どとん）」と呼ばれる",5034,38,4,146,true,0
101,"ローチとしては珍しく、非常に体色が薄く、光の加減では金色に見える。突然変異種が繁殖したものらしい",4984,39,3,155,true,0
102,"サゴリー砂漠を吹き抜ける砂嵐に乗り、滑空飛行する砂海魚。オアシスの民は、無謀な者をこの魚の名で呼ぶ",5035,39,4,146,true,0
103,"黄金の輝きを放つことから、商売の神「ナルザル」の名で呼ばれる。夜行性なのは、目立ちやすさを補うため",4985,39,2,145,true,0
104,"フライルアーで狙う魚として地元民に知られる存在。血のような体色から、昔は「吸血魚」だと思われていた",4986,40,2,155,true,0
105,"扁平な体に色鮮やかな模様が浮かぶ、見た目麗しい魚。交易船により南洋諸島から持ち込まれたという説がある",4987,40,2,137,true,0
106,"作家ダーウィン卿の旅行記「地底都市見聞記」によると、この魚は地下世界の使者らしいが信じる者はいない",5036,40,4,146,true,0
107,"血のように赤い珊瑚は、生命力の象徴と考えられる。そのためラノシアでは出産祝いの贈答品として人気が高い",5462,40,0,138,true,0
108,"ブロンズレイクに棲む固有種。捕食しようとした鳥が落としたのか、周辺の河川で目撃されることもあるようだ",4988,41,3,139,true,0
109,"アマルジャ族は、赤い殻を持つこの貝を「焔神イフリートの爪から生まれた」として、聖なる食物と考えている",4989,41,3,156,true,0
110,"砂丘の頂上に登ると、そこから空中に飛び出て滑空する。そして獲物に覆い被さり、そのまま捕食してしまう",5037,41,4,146,true,0
111,"普段は、中型の魚を狙うことが多いが、稀に人を襲うこともある。棲息域で無闇に泳ぐのは危険といえるだろう",4903,41,1,134,true,0
112,"ウルダハの先代王ササバルの戴冠式において、ある商人が観賞魚として献上。それ以来、ロイヤルと呼ばれる",4990,42,3,145,true,0
113,"黒衣森に棲むムーンキーパー族は、雷紋様を持つこの魚を力強さの象徴と考え、縁起物として扱っている",4991,42,2,180,true,0
114,"竜が血から眷属を創った際、一滴が川に零れ、この魚になったと伝説は語る。空を舞う竜に近づこうと、滝を登る",4992,43,2,152,true,0
115,"金属のように輝く鱗と、その形状が刃物に似ているため、ナイフと呼ばれる。だが、切れ味はすこぶる悪い",4993,43,2,145,true,0
116,"鋭い歯を誇り、甲殻類を好んで補食する大型魚。味は悪いが食べると力が沸くとされ、薬剤の調合に用いられる",4904,43,1,138,true,0
117,"雨天になると活発に活動をはじめ、釣れやすくなる。そのため、森の民たちは雨を呼ぶ魚と考えるようになった",4905,43,2,133,true,0
118,"太く逞しい体を、オークの古木の根に喩えてそう呼ぶ。肉厚で食べ応えがありそうだが、大味で水っぽく不味い",4994,44,2,154,true,0
119,"流れのある渓流を中心に、エオルゼア全土で見かけることができる。石の陰などに潜み、虫や小魚を食す",4995,44,2,139,true,0
120,"稀に黒真珠を産する二枚貝。白蝶貝よりも棲息数が少ないため、その真珠は最高級の逸品とされている",5466,44,0,138,true,0
121,"魚や貝、カエルに加え、ネズミや小鳥にまで飛びついて食すという獰猛な魚。ノーザンパイクの近縁種",4996,45,2,153,true,0
122,"棲息域が異なるサウザンパイクの近縁種。尾びれの色が赤ならノーザン、青ならサウザンと、一目で区別できる",4997,45,2,155,true,0
123,"名の由来には、「コボルド族のように小柄だから」説と、「コボルド族が錬金術で色づけしたから」説がある",4998,45,2,137,true,0
124,"古の種として海賊たちに神聖視されてきた。その固い殻を、杯に加工し、勝利を祝う宴席で用いる風習がある",4906,45,0,138,true,0
125,"虫を食べるため、フライルアーによく手を出す。ちなみに、リムサ・ロミンサでは銃の名手を「射手魚」と呼ぶ",4999,45,3,137,true,0
126,"オーレリアなどの浮クラゲの近縁種。体の大半がガス嚢になっており、そこに浮行性のガスを蓄えて浮遊する",5038,45,5,155,true,0
127,"ゴブリン族が巡礼の旅の最中で手に入れ、エオルゼアに持ち込んだとされる魚。ゴブリン族が好んで食す",5000,46,2,153,true,0
128,"棲息域が限られている珍しい魚。この魚が跳ねる姿を目撃すると、三日間幸運が続くという言い伝えがある",5001,46,2,137,true,0
129,"かつては食用に不向きと考えられ、釣れても捨てるか肥料にされていた。近年、多くのレシピが考案されている",4907,46,1,138,true,0
130,"縄張り意識が強く、暗殺者のように他の魚を排除する。釣り上げるには、この習性を利用した泳がせ釣りが有効",5002,47,3,156,true,0
131,"水質が悪い場所でも生き残れる、毒素への耐性がある。だが、体に毒素が蓄積されているため食用には向かない",5003,44,3,147,true,0
132,"古くから記録には残されていたが、標本がなかったため長らく存在が疑問視されていた。別名「空飛ぶロッド」",5039,47,5,155,true,0
133,"成魚になると額がみるみると突出していく。同種の魚が現れると、この額をぶつけあって優劣を決めるらしい",4908,47,1,138,true,0
134,"上昇気流を利用して舞い上がり、一気に降下して羽虫を襲う。速度が速く、飛空艇の球皮に穴を開けることも",5040,48,5,155,true,0
135,"雷気を発する魚の中でも、特に魔力が強い。そのため強力な雷撃魔法「サンダラ」の名を冠するに至った",5004,48,3,156,true,0
136,"力が非常に強く、釣り上げるにはかなりの腕が必要。博物学者の中には、古代魚のひとつだと指摘する者もいる",5005,48,3,147,true,0
137,"マンタに似た扁平な魚体のほぼ全面が、大気中の風属性エーテルを受ける「エーテル翼」として機能している",5041,48,5,155,true,0
138,"比較的水深の浅い近海に棲息し、海底に張り付いてじっとしている。これは、獲物を待ち伏せるための習性である",4909,48,0,138,true,0
139,"北州イルサバード大陸から持ち込まれた品種。不気味な赤い眼と視線が合うと、不幸が襲うという噂がある",5006,48,3,156,true,0
140,"アマルジャ族が好んで食べる魚。彼らがパガルザン地方から持ち込み、放流したものがザナラーンでも見られる",5007,49,2,146,true,0
141,"産卵場所を巡って、熾烈な競争を繰り広げることで知られる魚。格闘士のように、体を打ち付け合い闘うという",5008,49,2,153,true,0
142,"風属性エーテルを捉えるための皮膜が、船の帆のように見える。その美しい姿を見ると、運気も上昇するという",5042,49,5,155,true,0
143,"見る者を不安な気持ちにさせる、不気味な姿で嫌われている。見た目に反して美味らしいが、食べる者は少ない",4910,49,0,138,true,0
144,"星々を散らしたかのような斑紋が煌めく魚。星の女神ニメーヤの名を冠するに相応しい魚といえるだろう",5009,50,2,155,true,0
145,"戦神ハルオーネの如く、勇猛だとされる獰猛な魚。イシュガルドの騎士には、紋章の意匠として用いる者もいる",5010,50,2,155,true,0
146,"輸入された当初は高値で取引されていたが、繁殖が進み値崩れ。今では放流されたものが野生化している",5011,50,3,156,true,0
147,"サゴリー砂漠の砂海魚。キラリと光る疑似餌器官を、宝石と間違えて掴んだ者が、襲われる事件も起こっている",5043,50,4,146,true,0
148,"不味い魚料理に激怒した王が、皿ごと雲海に投げ捨てたところ、それがこの魚に生まれ変わったという民話がある",5044,50,5,155,true,0
149,"美味で知られる大型の海老。美食家たちの間では、どの調理法が一番美味しいかを巡り、論争になりやすい",4911,50,0,140,true,0
150,"びっしりと細かい歯が並ぶ円形の口吻を、獲物の体に密着させて血を吸い尽くす。野獣や魔物すら餌食になる",5012,50,2,137,true,0
151,"山と放浪の神オシュオンが、あるとき山中で道に迷ったところ、この魚が正しい道筋を示したと伝えられている",5013,50,2,155,true,0
152,"普段は沖合にいるが、稀に沿岸まで進出してくる。網にかかると他の魚を食い荒らすため、これを嫌う漁師は多い",4912,50,1,138,true,0
153,"釣り糸を切られずに釣り上げるには、超絶技巧の竿さばきが必要。まさに「幻」と呼ばれるに相応しい存在",5014,50,3,155,true,0
154,"毎年のように、この魚に噛まれる漁師がいる。その傷跡は、魔獣クァールに噛まれたように、痛々しいという",5015,70,3,139,true,0
155,"伝説の大海蛇「サラオス」の子に喩えられる存在。深海魚らしく蝋に覆われた肉には、可食部がほとんどない",4913,55,1,137,true,0
156,"シャル貝に足を挟まれた男が、満潮時に溺死したという逸話がある。だが、実際はそんなに急には口を閉じない",4914,55,0,135,true,0
157,"ほとんどの時間を動かずに寝て過ごすため、怠け者の象徴とされる。明け方付近の時間帯に、活発に活動する",5016,55,2,180,true,0
158,"アマルジャ族が、イフリートに祝福された魚として神聖視している。釣り上げるところを、見られてはならない",5017,55,2,145,true,0
159,"南洋に多く棲息する魚。その名は、南洋を根拠地とするララフェル族の古い言葉で「力強い」という意味を持つ",4915,55,1,135,true,0
160,"水温の低い海底を好む。季節に応じて変わる海流に身を任せながら、過ごしやすい海域を移動するという",4916,55,1,138,true,0
161,"獰猛なる巨大魚。デューンフォーク族は、言うことを聞かない子供を脅す手段として、よくこの魚の名を出す",5018,55,3,147,true,0
162,"その体表に現れる模様が、既に製法の失われた「ウーツ鋼のナイフ」に似ているため、そう呼ばれている",5019,55,3,147,true,0
163,"あまりにも大きなその巨体を釣り上げるには、数人がかりが必要とさえ言われる。巨大魚釣りの登竜門的存在",5020,55,3,139,true,0
164,"産卵地のサゴリー砂漠と、生育地のグランドウェイクが東方交易のルートと重なるため、「隊商魚」と呼ばれる",5045,55,4,146,true,0
165,"超高速で泳ぐ大型魚。かつて女神リムレーンの入浴をのぞき見たため、止まると死ぬ呪いをかけられたという",4917,50,1,137,true,0
166,"主な棲息域は深海だが、繁殖期になると沿岸部にも姿を現すようになる。なお、古代魚のひとつとしても有名",4918,55,0,138,true,0
167,"外套部からもの凄い腐臭を発するため、誰も食べようとはしないが、身には毒や臭みはなく淡泊な味わいらしい",5021,70,3,156,true,0
168,"クルザスの雲海に潜む、肉食の大型魚。イシュガルドの民の中には、ドラゴン族の眷属だと考える者もいる",5046,70,5,155,true,0
169,"時折、海岸に死体が打ち寄せられることはあるのものの、生きた状態で釣り上げるのは至難の業とされる",4919,55,1,138,true,0
170,"数々の悪名高い伝説を持つ存在。船を沈めたという逸話は、エオルゼアに留まらず、東方でも伝えられている",4920,70,1,138,true,0
171,"稀に海面近くに体を横たえ、ぷかぷかと浮遊する姿が見られる。船乗りたちに愛されて止まない存在",4921,50,1,138,true,0
172,"強靱なプレート状の顎を持ち、巨大な鮫すら食いちぎるという。サハギン族たちに神聖視されるのも頷ける",4922,70,1,138,true,0
173,"その幻覚性キノコを食べた男は「俺はシルフになり、空飛ぶイールパイと踊り、42の真理を悟った」と語った",5022,55,3,152,true,0
174,"雷神「ラムウ」の名で呼ばれるのは、天候が荒れた際に活発に活動することに由来する。別名「嵐を呼ぶ者」",5023,55,3,153,true,0
175,"数あるガーの中でも、最大級と評される巨体を誇る。並の腕の漁師では、決して釣り上げることはできない",5024,55,3,156,true,0
176,"黒色のその卵は、塩漬けにすると絶妙な味わいになるという。だが、乱獲によって棲息数が激減してしまった",5025,55,2,155,true,0
177,"精霊の言葉を伝え聞いたある角尊によると、この魚は世界が創られたその時から、姿を変えていないという",5026,55,2,154,true,0
178,"非常に長命な魚で、真偽の程は定かではないが、1000年の時を生きるという。長寿の象徴と考えられている",5027,70,2,156,true,0
179,"多くの人喰い伝説を残す鮫。武勇に優れた北海の王さえ、退治する際に片腕を食いちぎられたと伝えられる",4923,70,1,138,true,0
180,"ガレオン船を沈めたという伝説から、船乗りは不吉な存在と考えている。退治した漁師は尊敬を集めるという",4924,70,1,140,true,0
181,"その昔、極東からの旅人が、乾燥させた卵を「宝石」として幻術皇に献上。これを育てたところ孵化したという",5028,70,3,153,true,0
182,"長身のエレゼン族すら超えるほどに成長するとされる巨大魚。その姿は、大蛇に見間違えられることもある",5029,70,3,154,true,0
183,"100年以上の長い時を生きるとされる幻の巨大魚。その魚卵は非常に美味だが、猛毒で食べると死んでしまう",5030,70,2,156,true,0
184,"数々の巨大魚ハンターたちを返り討ちにしてきた、伝説の巨大魚。レインキャッチャー樹林に潜むと噂される",5031,55,2,137,true,0
185,"祭典用に近東の島から輸入されたドードーの卵に、アダマンタスの卵が混入。かくしてエオルゼアで野生化した",6185,50,0,135,true,0
186,"そのうち足が生えて、手が生えて、あの気持ち悪い存在へと成長する。そう考えると複雑な気分にさせられる",6191,50,3,145,true,0
187,"異常に成長し、シガテラ毒を有した個体。食せば確実に死ぬため、伝説の死の天使「ザルエラ」の名で呼ばれる",7678,70,1,134,true,0
188,"繁殖期を終えても婚姻色を残し、周囲のチャブを惑わし続けるローグ川のヌシ。その色合いは、妖しくも美しい",7679,70,2,134,true,0
189,"非常な長寿を誇る大型フロウンダー。山神オシュオンに踏まれて転生した、伝説の個体ではないかと噂される",7680,70,0,135,true,0
190,"針がかかると大音量で「ギギギギギ」と発するため、驚いた漁師の方が逃げてしまう。そうして生き残ってきた",7681,70,2,135,true,0
191,"内臓から骨格に至るまで、ほぼ透明になった希少なグラスパーチ。光を当てるとクリスタルのように美しく輝く",7682,80,2,134,true,0
192,"幾多の戦いを勝ち抜いてきたグラディエーターベタ。グリダニアに縁のある、伝説の剣闘士の名で呼ばれている",7683,80,3,152,true,0
193,"酒瓶から釣竿に至るまで、さまざまな物を呑み込んできた悪食グースフィッシュ。海の古物商の異名を持つ",7684,80,1,138,true,0
194,"陽光を受けると、まるで金貨のように輝く。これを拾おうと海に飛び込み、天へと旅立った海賊も少なくない",7685,70,0,128,true,0
195,"古代タコや怪物ワニとの死闘を経て、強くなって帰ってきた巨大鮫。釣り上げたことで、多くの人命が救われた",7686,70,1,134,true,0
196,"硫化鉄のウロコをまとった、世にも珍しい巻貝。自ら鎧を作るため、「甲冑師貝」という別名でも呼ばれている",7687,75,1,138,true,0
197,"開拓者の間で噂となっているヌシ。あまりにも完璧に砂に潜るため、実は存在しないという疑いがもたれている",7688,70,2,134,true,0
198,"慎重すぎるぐらい用心深いダークバス。あらゆる犠牲を支払い、過酷なアンホーリーエアーで生き残ってきた",7689,80,3,141,true,0
199,"3ヤルム（約3メートル）ほどにまで成長する大型古代魚。引きが強く、釣り上げた者にとって勲章となる存在",7690,75,1,135,true,0
200,"刀剣のような鋭い牙をもった巨大タイガーコッド。釣り針を抜こうとして、指を食いちぎられた者もいるらしい",7691,75,0,135,true,0
201,"腹を空かせた流民たちが、いつか喰いたいと願い、夢に見るほど大きなゴビー。ただし、大味で物凄く不味い",7692,70,2,141,true,0
202,"名の由来は、山神オシュオンに入浴を覗かれた女神リムレーンが投じた剣。なお、事件の後、オシュオンは慈愛の女神メネフィナに鞍替えした",7693,70,1,138,true,0
203,"岩のように大きく成長した長寿のダークスリーパー。岩陰に隠れようと寄ってきた小魚を、労せず補食している",7694,80,2,152,true,0
