Index,0 [0x0][0x0],1 [0x2][0x8],2 [0x0][0x4],3 [0x2][0x9],4 [0x2][0xa],5 [0x2][0xb],6 [0x2][0xc],7 [0x2][0xd],8 [0x3][0x16],9 [0x7][0x10],10 [0x3][0x17],11 [0x5][0x14],12 [0x19][0x19],13 [0x1a][0x19],14 [0x1b][0x19],15 [0x3][0x18]
2000023,"vegetable offering",0,"vegetable offerings",0,0,1,0,0,3,65578,7,1858,true,false,true,0
2000024,"vegetable offering",0,"vegetable offerings",0,0,1,0,0,3,65578,7,1856,true,false,true,0
2000025,"vegetable offering",0,"vegetable offerings",0,0,1,0,0,3,65578,7,1858,true,false,true,0
2000026,"Azeyma rose hip",0,"Azeyma rose hips",0,1,1,0,0,3,65577,7,1844,true,false,true,0
2000027,"Azeyma rose hip",0,"Azeyma rose hips",0,1,1,0,0,3,65577,7,1844,true,false,true,0
2000028,"Azeyma rose hip",0,"Azeyma rose hips",0,1,1,0,0,3,65577,7,1844,true,false,true,0
2000029,"Azeyma rose hip",0,"Azeyma rose hips",0,1,1,0,0,3,65577,7,1844,true,false,true,0
2000030,"Azeyma rose hip",0,"Azeyma rose hips",0,1,1,0,0,3,65577,7,1844,true,false,true,0
2000031,"Azeyma rose hip",0,"Azeyma rose hips",0,1,1,0,0,3,65577,7,1844,true,false,true,0
2000032,"",0,"",0,0,1,0,0,3,720898,0,1624,true,false,true,0
2000033,"埋門",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2000034,"巨大ウィスプの出現を待つ※α未使用",0,"",0,0,1,0,0,3,0,7,1624,true,false,true,0
2000035,"凶悪な魔物に挑む※α未使用",0,"",0,0,1,0,0,3,0,7,1624,true,false,true,0
2000036,"槍術士Aを追う※α未使用",0,"",0,0,1,0,0,3,0,7,1624,true,false,true,0
2000037,"",0,"",0,0,1,0,0,1,0,0,1767,false,false,true,0
2000038,"",0,"",0,0,1,0,0,3,0,7,0,false,false,true,0
2000039,"magitek photocell",0,"magitek photocells",0,0,1,0,0,1,983198,0,3203,true,false,true,0
2000040,"",0,"",0,0,1,0,0,1,0,0,1767,false,false,true,0
2000041,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2000042,"destination",0,"destinations",0,0,1,0,0,3,65695,7,3308,true,false,true,0
2000043,"moist depression",0,"moist depressions",0,0,1,0,0,3,65696,7,1625,true,false,true,0
2000044,"moist depression",0,"moist depressions",0,0,1,0,0,3,65696,7,1625,true,false,true,0
2000045,"moist depression",0,"moist depressions",0,0,1,0,0,3,65696,7,1625,true,false,true,0
2000046,"×※α未使用",0,"",0,0,1,0,0,3,0,7,1625,true,false,true,0
2000047,"×※α未使用",0,"",0,0,1,0,0,3,0,7,1625,true,false,true,0
2000048,"×※α未使用",0,"",0,0,1,0,0,3,0,7,1625,true,false,true,0
2000049,"×※α未使用",0,"",0,0,1,0,0,3,0,7,1625,true,false,true,0
2000050,"×※α未使用",0,"",0,0,1,0,0,3,0,7,1625,true,false,true,0
2000051,"×※α未使用",0,"",0,0,1,0,0,3,0,7,1625,true,false,true,0
2000052,"×※α未使用",0,"",0,0,1,0,0,3,0,7,1625,true,false,true,0
2000053,"warm egg",0,"warm eggs",0,0,1,0,0,3,65697,7,1842,true,false,true,0
2000054,"",0,"",0,0,1,0,0,3,0,7,0,true,false,true,0
2000055,"cultist rosary",0,"cultist rosaries",0,0,1,0,0,1,983042,0,1109,true,false,true,0
2000056,"cultist rosary",0,"cultist rosaries",0,0,1,0,0,1,983043,0,1109,true,false,true,0
2000057,"cultist rosary",0,"cultist rosaries",0,0,1,0,0,1,983044,0,1109,true,false,true,0
2000058,"sealed barrier",0,"sealed barriers",0,0,1,0,0,1,983186,0,0,true,false,true,0
2000059,"sealed barrier",0,"sealed barriers",0,0,1,0,0,1,983187,0,0,true,false,true,0
2000060,"sealed barrier",0,"sealed barriers",0,0,1,0,0,1,983188,0,0,true,false,true,0
2000061,"cultist orb",0,"cultist orbs",0,0,1,0,0,1,983178,0,0,true,true,true,0
2000062,"cultist orb",0,"cultist orbs",0,0,1,0,0,1,983179,0,0,true,true,true,0
2000063,"cultist orb",0,"cultist orbs",0,0,1,0,0,1,983180,0,0,true,true,true,0
2000064,"abyssal cocoon",0,"",0,0,1,0,0,1,0,0,1366,false,false,true,0
2000065,"stone bridge",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2000066,"exit",0,"exits",0,1,1,0,0,1,0,0,0,false,false,true,0
2000067,"cultist orb",0,"cultist orbs",0,0,1,0,0,1,983181,0,0,true,true,true,0
2000068,"",0,"",0,0,1,0,0,1,0,0,1767,false,false,true,0
2000069,"",0,"",0,0,1,0,0,1,0,0,1767,false,false,true,0
2000070,"censer",0,"censers",0,0,1,0,0,3,65556,7,2076,true,false,true,0
2000071,"censer",0,"censers",0,0,1,0,0,3,65556,7,2076,true,false,true,0
2000072,"summoning bell",0,"summoning bells",0,0,1,0,0,3,720906,0,1624,true,false,true,0
2000073,"market board",0,"market boards",0,0,1,0,0,3,720935,0,1624,true,false,true,0
2000074,"×※α未使用",0,"",0,0,1,0,0,3,0,7,1624,true,false,true,0
2000075,"×※α未使用",0,"",0,0,1,0,0,3,0,7,1624,true,false,true,0
2000076,"×※α未使用",0,"",0,0,1,0,0,3,0,7,1624,true,false,true,0
2000077,"×※α未使用",0,"",0,0,1,0,0,3,0,7,1624,true,false,true,0
2000078,"×※α未使用",0,"",0,0,1,0,0,3,0,7,1624,true,false,true,0
2000079,"×※α未使用",0,"",0,0,1,0,0,3,0,7,1624,true,false,true,0
2000080,"Stone of Courage",0,"Stones of Courage",0,0,1,0,0,3,0,7,1853,true,false,true,0
2000081,"Watcher",0,"Watchers",0,0,1,0,0,3,0,7,1625,true,false,true,0
2000082,"Watcher",0,"Watchers",0,0,1,0,0,3,0,7,1625,true,false,true,0
2000083,"Watcher",0,"Watchers",0,0,1,0,0,3,0,7,1625,true,false,true,0
2000084,"Wailing Path",0,"Wailing Path",0,0,1,0,0,3,0,7,1625,true,false,true,0
2000085,"pristine waters",0,"pristine waters",0,0,1,0,0,3,0,7,1624,true,false,true,0
2000086,"ailing ancient",0,"ailing ancients",0,1,1,0,0,3,0,7,1625,true,false,true,0
2000087,"heavy oaken door",0,"heavy oaken doors",0,0,1,0,0,3,131083,0,0,true,false,true,0
2000088,"comfy feather bed",0,"comfy feather beds",0,0,1,0,0,3,720916,0,0,true,false,true,0
2000089,"trampled earth",0,"trampled earth",0,0,1,0,0,3,65592,7,2075,true,false,true,0
2000090,"Wailing Path",0,"Wailing Path",0,0,1,0,0,3,0,7,1625,true,false,true,0
2000091,"Wailing Path",0,"Wailing Path",0,0,1,0,0,3,0,7,1625,true,false,true,0
2000092,"Stone of Courage",0,"Stones of Courage",0,0,1,0,0,3,0,7,1853,true,false,true,0
2000093,"water-stained note",0,"water-stained notes",0,0,1,0,0,1,1048578,0,3237,true,false,true,0
2000094,"water-stained note",0,"water-stained notes",0,0,1,0,0,1,1048579,0,3237,true,false,true,0
2000095,"water-stained note",0,"water-stained notes",0,0,1,0,0,1,1048580,0,3237,true,false,true,0
2000096,"water-stained note",0,"water-stained notes",0,0,1,0,0,1,1048581,0,3237,true,false,true,0
2000097,"water-stained note",0,"water-stained notes",0,0,1,0,0,3,1048582,0,0,true,false,true,0
2000098,"water-stained note",0,"water-stained notes",0,0,1,0,0,1,1048583,0,3237,true,false,true,0
2000099,"water-stained note",0,"water-stained notes",0,0,1,0,0,1,1048584,0,3237,true,false,true,0
2000100,"magitek photocell",0,"magitek photocells",0,0,1,0,0,1,983152,0,3203,true,false,true,0
2000101,"magitek photocell",0,"magitek photocells",0,0,1,0,0,1,983153,0,3203,true,false,true,0
2000102,"magitek photocell",0,"magitek photocells",0,0,1,0,0,1,983154,0,3203,true,false,true,0
2000103,"magitek photocell",0,"magitek photocells",0,0,1,0,0,1,983155,0,3203,true,false,true,0
2000104,"magitek photocell",0,"magitek photocells",0,0,1,0,0,2,983182,0,3203,true,false,true,0
2000105,"magitek photocell",0,"magitek photocells",0,0,1,0,0,2,983183,0,3203,true,false,true,0
2000106,"magitek photocell",0,"magitek photocells",0,0,1,0,0,2,983184,0,3203,true,false,true,0
2000107,"magitek photocell",0,"magitek photocells",0,0,1,0,0,2,983185,0,3203,true,false,true,0
2000108,"magitek photocell",0,"magitek photocells",0,0,1,0,0,1,983199,0,3203,true,false,true,0
2000109,"magitek photocell",0,"magitek photocells",0,0,1,0,0,1,983200,0,3203,true,false,true,0
2000110,"magitek photocell",0,"magitek photocells",0,0,1,0,0,1,983201,0,3203,true,false,true,0
2000111,"",0,"",0,0,1,0,0,1,1114145,7,0,false,false,true,0
2000112,"",0,"",0,0,1,0,0,1,1114146,7,0,false,false,true,0
2000113,"",0,"",0,0,1,0,0,1,1114147,7,0,false,false,true,0
2000114,"",0,"",0,0,1,0,0,1,1114148,7,0,false,false,true,0
2000115,"",0,"",0,0,1,0,0,1,1114149,7,0,false,false,true,0
2000116,"magitek terminal",0,"magitek terminals",0,0,1,0,0,1,983046,0,1621,true,false,true,0
2000117,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2000118,"magitek terminal",0,"magitek terminals",0,0,1,0,0,1,983047,0,1621,true,false,true,0
2000119,"magitek terminal",0,"magitek terminals",0,0,1,0,0,1,0,0,1621,true,false,true,0
2000120,"",0,"",0,0,1,0,0,3,0,7,0,false,false,true,0
2000121,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2000122,"magitek terminal",0,"magitek terminals",0,0,1,0,0,1,0,0,1621,true,false,true,0
2000123,"magitek terminal",0,"magitek terminals",0,0,1,0,0,1,0,0,1621,true,false,true,0
2000124,"",0,"",0,0,1,0,0,3,0,7,0,false,false,true,0
2000125,"magitek transporter",0,"magitek transporters",0,0,1,0,0,1,983190,0,1623,true,false,true,0
2000126,"magitek transporter",0,"magitek transporters",0,0,1,0,0,3,983045,0,0,true,false,true,0
2000127,"magitek transporter",0,"magitek transporters",0,0,1,0,0,3,983045,0,0,true,false,true,0
2000128,"pollen cluster",0,"pollen clusters",0,0,1,0,0,3,1114114,7,1625,true,false,true,0
2000129,"pollen cluster",0,"pollen clusters",0,0,1,0,0,1,1114114,7,1666,false,false,true,0
2000130,"pollen cluster",0,"pollen clusters",0,0,1,0,0,2,0,0,1666,false,false,true,0
2000131,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2000132,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2000133,"",0,"",0,0,1,0,0,3,0,7,0,false,false,true,0
2000134,"",0,"",0,0,1,0,0,3,0,7,1624,false,false,true,0
2000135,"",0,"",0,0,1,0,0,3,0,7,1624,false,false,true,0
2000136,"faint footprints",0,"faint footprints",0,0,1,0,0,3,65606,7,1626,true,false,true,0
2000137,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2000138,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2000139,"exit",0,"exits",0,1,1,0,0,1,983045,0,1629,true,false,true,0
2000140,"tangled undergrowth",0,"tangled undergrowth",0,0,1,0,0,3,65707,7,1625,true,false,true,0
2000141,"survey records",0,"survey records",0,0,1,0,0,3,65711,7,1848,true,false,true,0
2000142,"tangled undergrowth",0,"tangled undergrowth",0,0,1,0,0,3,65707,7,2075,true,false,true,0
2000143,"dusty malmstone",0,"dusty malmstones",0,0,1,0,0,3,65735,7,2076,true,false,true,0
2000144,"dusty malmstone",0,"dusty malmstones",0,0,1,0,0,3,65735,7,2076,true,false,true,0
2000145,"glimshroom",0,"glimshrooms",0,0,1,0,0,3,65731,7,1852,true,false,true,0
2000146,"burlap sacks",0,"burlap sacks",0,0,1,0,0,3,65709,7,1851,true,false,true,0
2000147,"surveyor's instruments",0,"surveyor's instruments",0,0,1,0,0,3,65711,7,1850,true,false,true,0
2000148,"surveyor's instruments",0,"surveyor's instruments",0,0,1,0,0,3,65711,7,1850,true,false,true,0
2000149,"surveyor's rope",0,"surveyor's rope",0,0,1,0,0,3,65711,7,1849,true,false,true,0
2000150,"anole egg",0,"anole eggs",0,1,1,0,0,3,65661,7,1843,true,false,true,0
2000151,"Aethernet shard",0,"Aethernet shards",0,1,1,0,0,3,720924,0,1585,true,false,true,0
2000152,"tiny key",0,"tiny keys",0,0,1,0,0,1,0,0,1651,true,false,true,0
2000153,"Aethernet shard",0,"Aethernet shards",0,1,1,0,0,3,720924,0,1585,true,false,true,0
2000154,"Aethernet shard",0,"Aethernet shards",0,1,1,0,0,3,720924,0,1585,true,false,true,0
2000155,"Aethernet shard",0,"Aethernet shards",0,1,1,0,0,3,720924,0,1585,true,false,true,0
2000156,"Aethernet shard",0,"Aethernet shards",0,1,1,0,0,3,720924,0,1585,true,false,true,0
2000157,"Aethernet shard",0,"Aethernet shards",0,1,1,0,0,3,720924,0,1585,true,false,true,0
2000158,"",0,"",0,0,1,0,0,3,0,7,0,false,false,true,0
2000159,"tiny key",0,"tiny keys",0,0,1,0,0,2,983048,0,1651,true,false,false,5
2000160,"sealed blasting door",0,"sealed blasting doors",0,0,1,0,0,1,983050,0,0,true,false,true,0
2000161,"",0,"",0,0,1,0,0,1,0,0,0,false,true,true,0
2000162,"lift lever",0,"lift levers",0,0,1,0,0,1,983118,0,0,true,false,true,0
2000163,"lift lever",0,"lift levers",0,0,1,0,0,1,983119,0,3317,true,false,true,0
2000164,"",0,"",0,0,1,0,0,1,0,7,0,false,false,true,0
2000165,"lift lever",0,"lift levers",0,0,1,0,0,1,983120,0,0,true,false,true,0
2000166,"lift lever",0,"lift levers",0,0,1,0,0,1,983121,0,3317,true,false,true,0
2000167,"",0,"",0,0,1,0,0,1,0,7,0,false,false,true,0
2000168,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2000169,"firesand",0,"6-onze pinches of firesand",0,0,1,0,0,1,983052,0,2791,true,false,true,0
2000170,"blasting device",0,"blasting devices",0,0,1,0,0,1,983111,0,0,true,false,true,0
2000171,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2000172,"firesand",0,"6-onze pinches of firesand",0,0,1,0,0,1,983053,0,2791,true,false,true,0
2000173,"sealed blasting door",0,"sealed blasting doors",0,0,1,0,0,1,983051,0,0,true,false,true,0
2000174,"lift lever",0,"lift levers",0,0,1,0,0,1,983146,0,0,true,false,true,0
2000175,"lift lever",0,"lift levers",0,0,1,0,0,1,983147,0,3317,true,false,true,0
2000176,"lift lever",0,"lift levers",0,0,1,0,0,1,983148,0,0,true,false,true,0
2000177,"lift lever",0,"lift levers",0,0,1,0,0,1,983149,0,3317,true,false,true,0
2000178,"tiny key",0,"tiny keys",0,0,1,0,0,1,983049,0,1651,true,false,true,0
2000179,"firesand",0,"6-onze pinches of firesand",0,0,1,0,0,2,983054,0,2791,true,false,false,5
2000180,"blasting device",0,"blasting devices",0,0,1,0,0,1,983112,0,0,true,false,true,0
2000181,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2000182,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2000183,"",0,"",0,0,1,0,0,1,0,7,0,false,false,true,0
2000184,"improved blasting device",0,"improved blasting devices",0,0,1,0,0,1,983081,0,0,true,false,true,0
2000185,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2000186,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2000187,"exit",0,"exits",0,1,1,0,0,1,983045,0,1629,true,false,true,0
2000188,"",0,"",0,0,1,0,0,1,1114125,7,0,false,false,true,0
2000189,"",0,"",0,0,1,0,0,1,1114126,7,0,false,false,true,0
2000190,"",0,"",0,0,1,0,0,1,1114127,7,0,false,false,true,0
2000191,"",0,"",0,0,1,0,0,1,1114128,7,0,false,false,true,0
2000192,"",0,"",0,0,1,0,0,1,1114129,7,0,false,false,true,0
2000193,"",0,"",0,0,1,0,0,1,1114130,7,0,false,false,true,0
2000194,"",0,"",0,0,1,0,0,1,1114131,7,0,false,false,true,0
2000195,"",0,"",0,0,1,0,0,1,1114132,7,0,false,false,true,0
2000196,"",0,"",0,0,1,0,0,1,1114133,7,0,false,false,true,0
2000197,"",0,"",0,0,1,0,0,3,0,0,1624,true,false,true,0
2000198,"",0,"",0,0,1,0,0,3,0,0,1624,true,false,true,0
2000199,"",0,"",0,0,1,0,0,3,0,0,1624,true,false,true,0
2000200,"",0,"",0,0,1,0,0,1,1114134,7,0,false,false,true,0
2000201,"",0,"",0,0,1,0,0,1,1114135,7,0,false,false,true,0
2000202,"",0,"",0,0,1,0,0,1,1114136,7,0,false,false,true,0
2000203,"",0,"",0,0,1,0,0,1,1114137,7,0,false,false,true,0
2000204,"",0,"",0,0,1,0,0,3,0,0,1624,true,false,true,0
2000205,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2000206,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2000207,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2000208,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2000209,"iron lever",0,"iron levers",0,1,1,0,0,1,983061,0,2537,true,false,true,0
2000210,"",0,"",0,0,1,0,0,2,0,0,3134,false,false,true,0
2000211,"",0,"",0,0,1,0,0,3,0,7,0,false,false,true,0
2000212,"bloody memo",0,"bloody memos",0,0,1,0,0,1,1048585,0,2221,true,false,true,0
2000213,"blue coral formation",0,"formations of blue coral",0,0,1,0,0,1,983063,0,0,true,false,true,0
2000214,"red coral formation",0,"formations of red coral",0,0,1,0,0,1,983064,0,0,true,false,true,0
2000215,"green coral formation",0,"formations of green coral",0,0,1,0,0,1,983065,0,0,true,false,true,0
2000216,"inconspicuous switch",0,"inconspicuous switches",0,1,1,0,0,1,983066,0,0,true,false,true,0
2000217,"hidden door",0,"hidden doors",0,0,1,0,0,1,0,0,0,false,false,true,0
2000218,"",0,"",0,0,1,0,0,1,0,0,0,true,false,true,0
2000219,"",0,"",0,0,1,0,0,1,0,0,1624,true,false,true,0
2000220,"",0,"",0,0,1,0,0,1,0,0,1712,true,false,true,0
2000221,"",0,"",0,0,1,0,0,1,983114,0,1624,true,false,true,0
2000222,"giant clam",0,"giant clams",0,0,1,0,0,1,0,0,0,false,false,true,0
2000223,"",0,"",0,0,1,0,0,1,0,0,0,true,false,true,0
2000224,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2000225,"Rambade door",0,"Rambade doors",0,0,1,0,0,1,0,0,0,false,false,true,0
2000226,"wooden door",0,"wooden doors",0,0,1,0,0,1,983067,0,0,true,false,true,0
2000227,"captain's quarters",0,"captain's quarters doors",0,0,1,0,0,1,983068,0,0,true,false,true,0
2000228,"wooden door",0,"wooden doors",0,0,1,0,0,1,983069,0,0,true,false,true,0
2000229,"wooden door",0,"wooden doors",0,0,1,0,0,1,983070,0,0,true,false,true,0
2000230,"wooden door",0,"wooden doors",0,0,1,0,0,1,983071,0,0,true,false,true,0
2000231,"Waverider Gate",0,"Waverider Gates",0,0,1,0,1,1,983072,0,0,true,false,true,0
2000232,"the Hole",0,"the Hole",0,0,1,0,1,1,983073,0,0,true,false,true,0
2000233,"",0,"",0,0,1,0,0,1,0,0,0,true,false,true,0
2000234,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2000235,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2000236,"Rambade door",0,"Rambade doors",0,0,1,0,0,1,0,0,0,false,false,true,0
2000237,"",0,"",0,0,1,0,0,3,0,0,0,true,false,true,0
2000238,"",0,"",0,0,1,0,0,1,983045,0,1629,true,false,true,0
2000239,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2000240,"×敵POPポイント",0,"",0,0,1,0,0,3,0,7,1625,true,false,true,0
2000241,"×敵POPポイント２",0,"",0,0,1,0,0,3,0,7,1625,true,false,true,0
2000242,"×敵POPポイント",0,"",0,0,1,0,0,3,0,7,1625,true,false,true,0
2000243,"×敵POPポイント２",0,"",0,0,1,0,0,3,0,7,1625,true,false,true,0
2000244,"×敵POPポイント",0,"",0,0,1,0,0,3,0,7,1625,true,false,true,0
2000245,"×敵POPポイント２",0,"",0,0,1,0,0,3,0,7,1625,true,false,true,0
2000246,"×敵POPポイント",0,"",0,0,1,0,0,3,0,7,1625,true,false,true,0
2000247,"×敵POPポイント",0,"",0,0,1,0,0,3,0,7,1625,true,false,true,0
2000248,"",0,"",0,0,1,0,0,1,0,0,0,true,false,true,0
2000249,"",0,"",0,0,1,0,0,1,0,0,0,true,false,true,0
2000250,"captain's quarters key",0,"captain's quarters keys",0,0,1,0,0,2,983074,0,1652,true,false,false,5
2000251,"iron key",0,"iron keys",0,1,1,0,0,2,983075,0,1624,true,false,false,5
2000252,"iron key",0,"iron keys",0,1,1,0,0,2,983076,0,1624,true,false,false,5
2000253,"iron key",0,"iron keys",0,1,1,0,0,2,983077,0,1624,true,false,false,5
2000254,"iron key",0,"iron keys",0,1,1,0,0,2,983078,0,1624,true,false,false,5
2000255,"Waverider Gate key",0,"Waverider Gate keys",0,0,1,0,0,2,983079,0,1652,true,false,false,5
2000256,"key to the Hole",0,"keys to the Hole",0,0,1,0,0,1,983080,0,1652,true,false,false,5
2000257,"",0,"",0,0,1,0,0,3,0,0,1624,true,false,true,0
2000258,"",0,"",0,0,1,0,0,3,0,0,1624,true,false,true,0
2000259,"",0,"",0,0,1,0,0,3,0,0,1624,true,false,true,0
2000260,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2000261,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2000262,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2000263,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2000264,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2000265,"×長谷川テストオブジェクト",0,"",0,0,1,0,0,3,0,7,1624,true,false,true,0
2000266,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2000267,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2000268,"narrow fissure",0,"narrow fissures",0,0,1,0,0,3,65843,7,1625,true,false,true,0
2000269,"herb patch",0,"herb patches",0,1,1,0,0,1,983082,0,2729,true,false,true,0
2000270,"",0,"",0,0,1,0,0,2,0,0,1666,false,false,true,0
2000271,"",0,"",0,0,1,0,0,3,0,7,0,false,false,true,0
2000272,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2000273,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2000274,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2000275,"exit",0,"exits",0,1,1,0,0,1,983045,0,1629,true,false,true,0
2000276,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2000277,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2000278,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2000279,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2000280,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2000281,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2000282,"barrel trap",0,"barrel traps",0,0,1,0,0,3,0,7,2032,true,false,true,0
2000283,"検索ポイント",0,"",0,0,1,0,0,3,0,7,1624,true,false,true,0
2000284,"megalocrab nest",0,"megalocrab nests",0,0,1,0,0,3,65849,7,1625,true,false,true,0
2000285,"×ClsExc050：悲鳴ポイント",0,"",0,0,1,0,0,3,0,7,1625,true,false,true,0
2000286,"overturned wain",0,"overturned wains",0,0,1,0,0,3,65850,7,3257,true,false,true,0
2000287,"overturned wain",0,"overturned wains",0,0,1,0,0,3,65851,7,3257,true,false,true,0
2000288,"destination",0,"destinations",0,0,1,0,0,3,65852,7,1625,true,false,true,0
2000289,"Sighard's waterskin",0,"Sighard's waterskins",0,0,1,0,1,3,65853,7,3265,true,false,true,0
2000290,"Sighard's satchel",0,"Sighard's satchels",0,0,1,0,1,3,65853,7,3263,true,false,true,0
2000291,"×ClsExc200：ニセ証拠品3",0,"",0,0,1,0,0,3,0,7,1625,true,false,true,0
2000292,"×ClsExc200：ニセ証拠品4",0,"",0,0,1,0,0,3,0,7,1625,true,false,true,0
2000293,"×ClsExc200：ニセ証拠品5",0,"",0,0,1,0,0,3,0,7,1625,true,false,true,0
2000294,"Sighard's hatchet",0,"Sighard's hatchets",0,0,1,0,1,3,65853,7,4345,true,false,true,0
2000295,"×ClsExc250：待ち合わせポイント",0,"",0,0,1,0,0,3,65854,7,1625,true,false,true,0
2000296,"lavender pot",0,"lavender pots",0,0,1,0,0,3,65855,7,3286,true,false,true,0
2000297,"fruit barrel",0,"fruit barrels",0,0,1,0,0,3,65855,7,3285,true,false,true,0
2000298,"splintered crate",0,"splintered crates",0,0,1,0,0,3,65855,7,3284,true,false,true,0
2000299,"overturned wain",0,"overturned wains",0,0,1,0,0,3,65855,7,2710,true,false,true,0
2000300,"Amajina & Sons coffer",0,"Amajina & Sons coffer",0,1,1,0,0,3,65844,7,2034,true,false,true,0
2000301,"tiny key",0,"tiny keys",0,0,1,0,0,2,0,0,1651,true,false,true,0
2000302,"tiny key",0,"tiny keys",0,0,1,0,0,1,983083,0,1651,true,false,true,0
2000303,"tiny key",0,"tiny keys",0,0,1,0,0,1,983084,0,1651,true,false,true,0
