Index,0 [0x0][0x0],1 [0x2][0x10],2 [0x0][0x4],3 [0x2][0x11],4 [0x2][0x12],5 [0x2][0x13],6 [0x2][0x14],7 [0x2][0x15],8 [0x0][0x8],9 [0x0][0xc],10 [0x5][0x24],11 [0x5][0x26],12 [0x3][0x28],13 [0x7][0x18],14 [0x3][0x29],15 [0x6][0x1c],16 [0x6][0x20]
2000062,"chigoe egg sac",0,"chigoe egg sacs",0,0,1,0,0,"This translucent sac appears to be filled with thousands of tiny pearl-shaped eggs.","Chigoe Egg Sac",22623,1,8,65664,3,83,85
2000063,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000064,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000065,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000066,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000067,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000068,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000069,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000070,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000071,"anole egg",0,"anole eggs",0,1,1,0,0,"This melon-sized egg of the violent scalekin known as the anole is still slightly warm.","Anole Egg",25251,1,4,65661,3,83,85
2000072,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000073,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000074,"handmade eel pie",0,"handmade eel pies",0,0,1,0,0,"Mother Miounne's realm-famous eel pie. Served only in her fine establishment, the Carline Canopy.","Handmade Eel Pie",24305,1,1,65621,3,83,85
2000075,"bag of stolen Mun-Tuy beans",0,"bags of stolen Mun-Tuy beans",0,0,1,0,0,"A hempen bag filled halfway with ripe MunTuy beans.","Stolen Mun-Tuy Beans",22623,1,6,65639,3,83,85
2000076,"scented letter",0,"scented letters",0,0,1,0,0,"A sweetly scented letter dropped by Ailbert.","Scented Letter",26151,1,1,65635,3,83,85
2000077,"microchu leaflet",0,"microchu leaflets",0,0,1,0,0,"A tender, fleshy leaf taken from a microchu.","Microchu Leaflet",25201,1,4,65634,0,83,85
2000078,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000079,"F'mibhas's sealed message",0,"F'mibhas's sealed messages",0,0,1,0,1,"A message entrusted to you at the Archers' Guild by an adventurer calling herself F'mibhas.","F'mibhas's Message",25918,0,1,65560,0,83,85
2000080,"bag of basic provisions",0,"bags of basic provisions",0,0,1,0,0,"A large bag filled with various dried meats and fruit entrusted to you by a hardened adventurer named Celestine.","Basic Provisions",22623,0,1,65570,0,83,85
2000081,"bone spearhead",0,"bone spearheads",0,0,1,0,0,"The bone of some large mammal whittled down to a sharp point.","Bone Spearhead",22303,0,1,65574,0,83,85
2000082,"pot of beeswax oil",0,"pots of beeswax oil",0,0,1,0,0,"One part softened beeswax mixed with two parts olive oil. Used to treat leather.","Beeswax Oil",22636,0,1,65574,0,83,85
2000083,"length of brambleweed rope",0,"lengths of brambleweed rope",0,0,1,0,0,"A thick, sturdy rope twisted from common brambleweed.","Brambleweed Rope",26103,0,1,65574,0,83,85
2000084,"Azeyma rose hip",0,"Azeyma rose hips",0,1,1,0,0,"The bitter fruit of an Azeyma rose.","Azeyma Rose Hip",25302,1,6,65577,0,83,85
2000085,"fresh bunch of gysahl greens",0,"fresh bunches of gysahl greens",0,0,1,0,0,"Leafy greens originating from the Near East. If they were any fresher, they would still be in the ground.","Fresh Gysahl Greens",25218,1,1,66698,3,83,85
2000086,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000087,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000088,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000089,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000090,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000091,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000092,"roselet seed",0,"roselet seeds",0,0,1,0,0,"These hard black seeds can remain dormant for years before sprouting.","Roselet Seed",22623,1,6,65692,3,83,85
2000093,"strand of newly spun diremite webbing",0,"strands of newly spun diremite webbing",0,0,1,0,0,"Little time has elapsed since this strand was spun, and so the web remains extremely sticky.","Newly Spun Diremite Web",21664,1,6,65693,3,83,85
2000094,"bottle of stingbrew",0,"bottles of stingbrew",0,0,1,0,0,"A potent liquor created through the fermentation of hornet carcasses.","Stingbrew",24403,1,1,65694,3,83,85
2000095,"smoldering coal",0,"smoldering coals",0,0,1,0,0,"A red-hot piece of carbonized wood.","Smoldering Coal",30202,1,1,65695,3,83,85
2000096,"Leia's egg",0,"Leia's eggs",0,0,1,0,1,"You must deliver this egg, adventurer. It's our only hope!","Leia's Egg",25252,1,1,65697,3,83,85
2000097,"Keitha's letter",0,"Keitha's letters",0,0,1,0,1,"A stained envelope entrusted to you by realm-renowned wrangler Keitha of Bentbranch Meadows.","Keitha's Letter",25918,1,1,0,3,83,85
2000098,"phial of scarlet oil",0,"phials of scarlet oil",0,0,1,0,0,"A viscous yet odorless secretion taken from the underbelly of a common ladybug.","Scarlet Oil",20641,1,6,65567,0,83,85
2000099,"bag of dead hornets",0,"bags of dead hornets",0,0,1,0,0,"The carcasses of common hornets. The stingers are still intact.","Dead Hornets",22623,1,4,65694,3,83,85
2000100,"bottle of flat ale",0,"bottles of flat ale",0,0,1,0,0,"Having been left uncovered for a few days, this cheap Aleport brew has lost all of its bubbles.","Flat Ale",20643,1,3,65696,3,83,85
2000101,"phial of Azeyma rose oil",0,"phials of Azeyma rose oil",0,0,1,0,0,"A fragrant oil pressed from freshly harvested Azeyma rose hips.","Azeyma Rose Oil",20663,1,2,65556,3,83,85
2000102,"Stone of Courage",0,"Stones of Courage",0,0,1,0,0,"A heavy stone used by the Wood Wailers for training with the lance.","Stone of Courage",21451,1,1,65571,0,83,85
2000103,"flask of humus oil",0,"flasks of humus oil",0,0,1,0,0,"A flask of brownish oil you received from Brother ESumiYan. It reeks of decayed earth.","Humus Oil",22636,1,1,0,3,83,85
2000104,"rusted octant",0,"rusted octants",0,0,1,0,0,"An instrument widely used in maritime navigation. This one appears to have been a victim of the elements.","Rusted Octant",21002,1,1,65644,3,83,85
2000105,"rusted octant",0,"rusted octants",0,0,1,0,0,"An instrument widely used in maritime navigation. This one appears to have been a victim of the elements.","Rusted Octant",21002,1,1,65645,3,83,85
2000106,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000107,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000108,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000109,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000110,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000111,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000112,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000113,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000114,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000115,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000116,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000117,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000118,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000119,"handmade eel pie",0,"handmade eel pies",0,0,1,0,0,"Mother Miounne's realm-famous eel pie. Served only in her fine establishment, the Carline Canopy.","Handmade Eel Pie",24305,1,1,65659,3,83,85
2000120,"handmade eel pie",0,"handmade eel pies",0,0,1,0,0,"Mother Miounne's realm-famous eel pie. Served only in her fine establishment, the Carline Canopy.","Handmade Eel Pie",24305,1,1,65660,3,83,85
2000121,"flask of pristine water",0,"flasks of pristine water",0,0,1,0,0,"A flask of water drawn from the banks of a pristine lake in the East Shroud.","Pristine Water",22614,1,1,65628,3,83,85
2000122,"Stone of Courage",0,"Stones of Courage",0,0,1,0,0,"A heavy stone used by the Wood Wailers for training with the lance.","Stone of Courage",21451,1,1,65679,0,83,85
2000123,"magitek photocell",0,"magitek photocells",0,0,1,0,0,"These lighter-than-air spheres of concentrated lightning can be used to power magitek terminals.","Magitek Photocell",22625,1,99,0,0,83,85
2000124,"carrion chigoe egg sac",0,"carrion chigoe egg sacs",0,0,1,0,0,"This translucent sac appears to be filled with thousands of tiny, pearl-shaped eggs.","Carrion Chigoe Egg Sac",22623,0,99,0,0,83,85
2000125,"tattered uniform",0,"tattered uniforms",0,0,1,0,0,"An old Order of the Twin Adder jacket, stained with the blood of its former owner.","Tattered Uniform",22623,0,99,0,0,83,85
2000126,"plump honeybee",0,"plump honeybees",0,0,1,0,0,"A healthy looking honeybee...or at least it would be healthy if you hadn't killed it.","Plump Honeybee",27002,0,99,0,0,83,85
2000127,"sticky leaf",0,"sticky leaves",0,0,1,0,0,"A viscous coating covers this leaf taken from a landtrap.","Sticky Leaf",25201,0,99,0,0,83,85
2000128,"poached pelt",0,"poached pelts",0,0,1,0,0,"Pelts taken from beasts unlawfully hunted by Coeurlclaw poachers.","Poached Pelt",21002,0,99,0,0,83,85
2000129,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000130,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000131,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000132,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000133,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000134,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000135,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000136,"sealed envelope",0,"sealed envelopes",0,0,1,0,0,"This unmarked envelope contains a missive penned by local businessman Wymond.","Sealed Envelope",25918,1,1,65685,3,83,85
2000137,"Franz the Fair flyer",0,"Franz the Fair flyers",0,0,1,0,0,"A notice singing the praises of one Franz the Fair─an extremely popular gladiator, as can be noted by the excessive use of exclamation marks.","Franz the Fair Flyer",25906,1,3,65689,3,181,367
2000138,"shrew pelt",0,"shrew pelts",0,0,1,0,0,"The bristly hide of a snapping shrew.","Shrew Pelt",21809,1,5,65699,3,83,85
2000139,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000140,"burlap sack",0,"burlap sacks",0,0,1,0,0,"This old flaxen bag contains something soft and warm...","Burlap Sack",22628,1,1,65709,3,83,85
2000141,"set of survey records",0,"sets of survey records",0,0,1,0,0,"A sprawling list of numbers which appear to be coordinates of some sort.","Survey Records",26151,1,1,65711,3,83,85
2000142,"bog yarzon shell",0,"bog yarzon shell",0,0,1,0,0,"The rock-hard carapace of a bog yarzon.","Bog Yarzon Shell",22252,1,4,65733,0,83,85
2000143,"glimshroom",0,"glimshrooms",0,0,1,0,0,"A variety of fungus found in Peacegarden that naturally emits a soft white glow.","Glimshroom",25402,1,1,65731,3,83,85
2000144,"basketful of aphids",0,"basketfuls of aphids",0,0,1,0,0,"These tiny vilekin gather on the young leaves of various forest foliage to feed.","Aphids",27003,1,1,65707,3,83,85
2000145,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000146,"box of surveyor's instruments",0,"boxes of surveyor's instruments",0,0,1,0,0,"A wooden box containing various tools used by surveyors, including an alidade, a plumb, and a block of marking wax.","Surveyor's Instruments",21002,1,2,65711,3,83,85
2000147,"surveyor's rope",0,"surveyor's ropes",0,0,1,0,0,"A thin rope used by surveyors to measure distance.","Surveyor's Rope",26103,1,1,65711,3,83,85
2000148,"East Aldenard Trading Company cargo crate",0,"East Aldenard Trading Company cargo crates",0,1,1,0,0,"Items prepared and packaged to ship from Vesper Bay to the East Aldenard Trading Company.","East Aldenard Trading Company Cargo",21003,1,3,65758,3,83,85
2000149,"bottle of cactuar blood",0,"bottles of cactuar blood",0,0,1,0,0,"Actually, this clear liquid is far closer to water than it is blood...except, that is, for the cactuar it is taken from. For him it is most definitely blood.","Cactuar Blood",20642,1,4,65759,3,83,85
2000150,"piece of Fafafono's baggage",0,"pieces of Fafafono's baggage",0,0,1,0,0,"The piece is quite warm from having sat under the Thanalan sun. Hopefully there is nothing perishable inside.","Fafafono's Baggage",21003,1,3,65761,3,83,85
2000151,"slice of funguar gills",0,"slices of funguar gills",0,0,1,0,0,"It is believed that each gill can hold up to ten score spores.","Funguar Gills",25403,0,99,0,0,83,85
2000152,"microchu vine",0,"microchu vines",0,0,1,0,0,"When dried and made into a rope, a single microchu vine can support a full-grown Roegadyn.","Microchu Vine",26103,0,99,0,0,83,85
2000153,"chunk of magnetite",0,"chunks of magnetite",0,0,1,0,0,"An ordinary-looking stone that will adhere itself to certain types of metal.","Magnetite",21209,1,3,65764,3,83,85
2000154,"copper lure",0,"copper lures",0,0,1,0,0,"From its condition, it can be gathered that this lure was gnawed on by more than one denizen of the deep.","Copper Lure",27055,1,2,65765,3,83,85
2000155,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000156,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000157,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000158,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000159,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000160,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000161,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000162,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000163,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000164,"bottle of coblyn grease",0,"bottles of coblyn grease",0,0,1,0,0,"It's best if one does not ask exactly how this oil was extracted from a coblyn.","Coblyn Grease",20663,1,4,65763,3,83,85
2000165,"letter to Momodi",0,"letters to Momodi",0,0,1,0,0,"A sincere note of thanks from the sweet-voiced Kikipu of the Silver Bazaar.","Letter to Momodi",25918,1,1,65766,3,83,85
2000166,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000167,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000168,"antling mandible",0,"antling mandibles",0,1,1,0,0,"The hard, jagged jaw of an antling worker.","Antling Mandible",22205,1,5,65841,3,83,85
2000169,"hammer beak rib",0,"hammer beak ribs",0,0,1,0,0,"The large, curved rib of a hammer beak.","Hammer Beak Rib",22202,1,1,0,3,83,85
2000170,"silver ore cluster",0,"silver ore clusters",0,0,1,0,0,"Several chunks of silver which have grown together to form a sizable cluster.","Silver Ore Cluster",21211,1,1,0,3,83,85
2000171,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000172,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000173,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000174,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000175,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000176,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000177,"hammer beak rib",0,"hammer beak ribs",0,0,1,0,0,"The large, curved rib of a hammer beak.","Hammer Beak Rib",22202,1,8,65862,3,83,85
2000178,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000179,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000180,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000181,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000182,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000183,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000184,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000185,"well-worn fishing rod",0,"well-worn fishing rods",0,0,1,0,0,"The Twelve only know how many fish have been caught with this antique rod.","Well-worn Fishing Rod",38201,1,1,65921,3,83,85
2000186,"Roseline's missive",0,"Roseline's missives",0,0,1,0,1,"Information regarding a suspicious individual compiled by Roseline of the Wood Wailers.","Roseline's Missive",26151,1,1,65916,3,83,85
2000187,"Roseline's missive",0,"Roseline's missives",0,0,1,0,1,"Information regarding a suspicious individual compiled by Roseline of the Wood Wailers.","Roseline's Missive",26151,1,1,65916,3,83,85
2000188,"Roseline's missive",0,"Roseline's missives",0,0,1,0,1,"Information regarding a suspicious individual compiled by Roseline of the Wood Wailers.","Roseline's Missive",26151,1,1,65916,3,83,85
2000189,"clay krater",0,"clay kraters",0,0,1,0,0,"A deep clay bowl filled with cold water.","Clay Krater",25055,1,1,0,3,83,85
2000190,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000191,"worn leather bag",0,"worn leather bags",0,0,1,0,0,"A tattered leather satchel you found lying near a gutted campfire.","Leather Bag",25919,1,1,65915,3,83,85
2000192,"bouquet of Nymeia lilies",0,"bouquets of Nymeia lilies",0,0,1,0,0,"Bouquets such as these are oft used as offerings to the dead.","Nymeia Lilies",22627,1,3,65919,3,83,85
2000193,"thousand-year plum",0,"thousand-year plums",0,0,1,0,0,"Not actually a plum, and not actually a thousand years old, but this fruit does only grow on the Guardian Tree─an arboreal specimen known for its longevity.","Thousand-year Plum",25308,0,99,0,0,83,85
2000194,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000195,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000196,"bottle of deep-green tonic",0,"bottles of deep-green tonic",0,0,1,0,0,"An earthy-smelling medicine created by budding alchemist Alewyn Alder.","Deep-green Tonic",20661,1,1,65930,3,83,85
2000197,"cracked vase",0,"cracked vases",0,0,1,0,0,"The crack was there before you found it. Honest.","Cracked Vase",25055,1,1,65931,3,83,85
2000198,"handful of dropped gil",0,"handfuls of dropped gil",0,0,1,0,0,"The faint aroma of prosperity can be detected on this freshly minted gil.","Dropped Gil",25919,1,5,65932,3,83,85
2000199,"receipt of purchase",0,"receipts of purchase",0,0,1,0,0,"Exchange this slip at the Royal Plantations for one ripe pumpkin.","Receipt of Purchase",25906,1,1,65839,3,83,85
2000200,"slice of salt-cured antelope",0,"slices of salt-cured antelope",0,0,1,0,0,"If cured properly, antelope meat can be stored for up to three summers.","Salt-cured Antelope",24353,1,1,0,3,83,85
2000201,"order slip",0,"order slips",0,1,1,0,0,"A small piece of parchment detailing an order for a gaudy circlet.","Order Slip",26151,1,1,65701,3,83,85
2000202,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000203,"box of dried Mun-Tuy beans",0,"boxes of dried Mun-Tuy beans",0,0,1,0,0,"A simple wooden box containing several handfuls of MunTuy beans─a favorite of Black Shroud lemurs.","Mun-Tuy Bean Box",21003,1,1,0,3,83,85
2000204,"small cane",0,"small canes",0,0,1,0,0,"An unusually small cane you found lying upon a stump.","Small Cane",32412,1,1,0,3,83,85
2000205,"small cane",0,"small canes",0,0,1,0,0,"An unusually small cane you found lying upon a stump.","Small Cane",32412,1,1,0,3,83,85
2000206,"box of hunting tools",0,"boxes of hunting tools",0,0,1,0,0,"An unlocked box containing several basic tools employed by hunters to trap their prey.","Hunting Tools",21002,1,3,0,3,83,85
2000207,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000208,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000209,"pile of antelope umbles",0,"piles of antelope umbles",0,0,1,0,0,"When making an offering of antelope innards to the spirits of the wood, it is proper if they are still warm.","Antelope Umbles",29002,1,4,0,3,83,85
2000210,"ochu leaflet",0,"ochu leaflets",0,1,1,0,0,"The tender, green young leaves of an ochu.","Ochu Leaflet",25201,1,4,0,3,83,85
2000211,"cut of fresh shrew meat",0,"cuts of fresh shrew meat",0,0,1,0,0,"The flavor of shrew meat is only bearable if it is prepared within six bells of its harvest. Even then, it still must be blended with strong spices and smoked to be considered even remotely edible.","Fresh Shrew Meat",25155,1,2,65840,3,83,85
2000212,"silver ore cluster",0,"silver ore clusters",0,0,1,0,0,"Several chunks of silver which have grown together to form a sizable cluster.","Silver Ore Cluster",21215,1,1,65843,3,83,85
2000213,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000214,"slice of fatty orobon",0,"slices of fatty orobon",0,0,1,0,0,"Thick cuts of orobon so fresh you can eat it raw...but probably shouldn't unless you enjoy parasites.","Fatty Orobon",29002,1,4,65858,3,83,85
2000215,"bottle of spoken blood",0,"bottles of spoken blood",0,0,1,0,0,"The warm blood of a bipedal sentient. For some unknown reason, the humours will not coagulate.","Spoken Blood",22601,1,4,0,3,83,85
