Index,0 [0x0][0x0],1 [0x0][0x4],2 [0x19][0x8]
174,"Defender of Eorzea","Defender of Eorzea",true
175,"the Postman","the Postwoman",false
176,"Ehcatl Blackguard","Ehcatl Blackguard",true
177,"the Negotiator","the Negotiator",false
178,"the Final Witness","the Final Witness",false
179,"of Dragons Deep","of Dragons Deep",false
180,"Taikoubou","Taikoubou",true
181,"","",false
182,"the Shadow","the Shadow",false
183,"Icebreaker","Icebreaker",true
184,"Cloud Controller","Cloud Controller",true
185,"Gentleman","Gentlewoman",true
186,"Observer of Love","Observer of Love",true
187,"Kirin Tamer","Kirin Tamer",true
188,"the Unsevered","the Unsevered",false
189,"the Dominator","the Dominator",false
190,"the Hand of Mercy","the Hand of Mercy",false
191,"the Light in Hand","the Light in Hand",false
192,"the Light of the Land","the Light of the Land",false
193,"the Zeta","the Zeta",false
194,"Doll Master","Doll Master",true
195,"Gambler","Gambler",true
196,"High Roller","High Roller",true
197,"Chocobo Breeder","Chocobo Breeder",true
198,"Chocobo Trainer","Chocobo Trainer",true
199,"Apprentice Jockey","Apprentice Jockey",true
200,"Senior Jockey","Senior Jockey",true
201,"Veteran Jockey","Veteran Jockey",true
202,"Leading Jockey","Leading Jockey",true
203,"Deck Holder","Deck Holder",true
204,"Deck Hoarder","Deck Hoarder",true
205,"the Trinity","the Trinity",false
206,"Duelist","Duelist",true
207,"Gatekeeper","Gatekeeper",true
208,"the Fungah","the Fungah",false
209,"Coin Collector","Coin Collector",true
210,"Millionaire","Millionairess",true
211,"Bearer of the Torch","Bearer of the Torch",true
212,"Postmaster","Postmaster",true
213,"Giant Egg Hunter","Giant Egg Hunter",true
214,"Unbeliever","Unbeliever",true
215,"the Redeemed","the Redeemed",false
216,"Nidhogg Slayer","Nidhogg Slayer",true
217,"of the Silver Fuller","of the Silver Fuller",false
218,"Imperial Nuisance","Imperial Nuisance",true
219,"Under-archon","Under-archon",true
220,"Ascalon Breaker","Ascalon Breaker",true
221,"","",false
222,"the Oathkeeper","the Oathkeeper",false
223,"of the 14th Chakra","of the 14th Chakra",false
224,"the Mythril Heart","the Mythril Heart",false
225,"the Azure Dragoon","the Azure Dragoon",false
226,"Skysinger","Skysinger",true
227,"Pure White","Pure White",true
228,"Annihilator","Annihilator",true
229,"Dreadspawn","Dreadspawn",true
230,"Nymian Marine","Nymian Marine",true
231,"the Darkest Shadow","the Darkest Shadow",false
232,"Blackblood","Blackblood",true
233,"Liberator","Liberator",true
234,"Stargazer","Stargazer",true
235,"Blue hands Quencher","Blue hands Quencher",true
236,"Finder of False Gods","Finder of False Gods",true
237,"Lighter than Air","Lighter than Air",true
238,"","",false
239,"Grandmaster of War","Grandmaster of War",true
240,"Grandmaster of Magic","Grandmaster of Magic",true
241,"Dark Knight","Dark Knight",true
242,"of the Stalwart Sword","of the Stalwart Sword",false
243,"Keeper of Knowledge","Keeper of Knowledge",true
244,"","",false
245,"","",false
246,"","",false
247,"","",false
248,"Grandmaster of the Hand","Grandmaster of the Hand",true
249,"Grandmaster of the Land","Grandmaster of the Land",true
250,"Molder of Masterpieces","Molder of Masterpieces",true
251,"Amasser of Masterpieces","Amasser of Masterpieces",true
252,"Business Associate","Business Associate",true
253,"Master Woodworker","Master Woodworker",true
254,"Master Blacksmith","Master Blacksmith",true
255,"Master Armourer","Master Armorer",true
256,"Master Goldsmith","Master Goldsmith",true
257,"Master Tanner","Master Tanner",true
258,"Master Weaver","Master Weaver",true
259,"Master Alchemist","Master Alchemist",true
260,"Master Culinarian","Master Culinarian",true
261,"Master Miner","Master Miner",true
262,"Master Harvester","Master Harvester",true
263,"Master Fisher","Master Fisher",true
264,"the Fortunate","the Fortunate",false
265,"Good Samaritan","Good Samaritan",true
