Index,0 [0x3][0x10],1 [0x3][0x11],2 [0x6][0xc],3 [0x3][0x12],4 [0x0][0x0],5 [0x0][0x4],6 [0x0][0x8]
30,1,1,150041,0,"Pressing <color #FF7B1A>M</color> on your keyboard, selecting the mini-map, or selecting <color #FF7B1A>Map</color> under <color #FF7B1A>Travel</color> from the <color #FF7B1A>main menu</color> in the lower right-hand corner of your screen will bring up the area map. If a quest objective is located in that area, it will be indicated with a special icon.","",""
31,1,1,150042,0,"The location of quest objectives can also be confirmed by clicking on the objective in the <color #FF7B1A>duty list</color>. ","",""
32,1,1,150041,0,"Selecting <color #FF7B1A>Map</color> from under <color #FF7B1A>Travel</color> in the <color #FF7B1A>main menu</color> or pressing <icon:11> on the controller will bring up the area map. If a quest objective is located in that area, it will be indicated with a special icon.","",""
33,1,1,150042,0,"The location of quest objectives can also be confirmed by selecting the objective in the <color #FF7B1A>duty list</color>. ","",""
34,0,0,0,0,"","",""
35,1,0,150181,0,"You can view, equip, and remove gear by either selecting Character under <color #FF7B1A>Character</color> from the <color #FF7B1A>main menu</color>, or by pressing <color #FF7B1A>C</color> on your keyboard.","",""
36,1,0,150182,0,"To equip an item, first select the desired slot. This will open your <color #FF7B1A>Armoury Chest</color>, from which you can select the item you wish to equip. Finally, from the subcommand menu, select <color #FF7B1A>Equip</color> to put on the gear.","",""
37,1,0,150181,0,"You can view, equip, and remove gear by selecting Character under <color #FF7B1A>Character</color> from the <color #FF7B1A>main menu</color>.","",""
38,0,0,0,0,"","",""
39,0,0,0,0,"","",""
40,1,0,150221,0,"The <color #FF7B1A>Moogle Delivery Service</color> can be accessed by speaking with one of the many <color #FF7B1A>delivery moogles</color> stationed throughout Eorzea, or by clicking on a <color #FF7B1A>moogle letter box</color>. The service can be used to send messages, items, and gil to anyone on your <color #FF7B1A>friend list</color>.","",""
41,1,0,150222,0,"Clicking the <color #FF7B1A>New</color> button located in the upper right-hand corner of the Moogle Delivery Service window will open the <color #FF7B1A>Letter Editor</color>. In addition to composing your message, this interface can be used to specify a recipient, as well as attach <color #FF7B1A>gil</color> and <color #FF7B1A>items</color>.","",""
42,1,0,150222,0,"Pressing the <color #FF7B1A>New</color> button located in the upper right-hand corner of the Moogle Delivery Service window will open the <color #FF7B1A>Letter Editor</color>. In addition to composing your message, this interface can be used to specify a recipient, as well as attach <color #FF7B1A>gil</color> and <color #FF7B1A>items</color>.","",""
43,0,0,0,0,"","",""
44,0,0,0,0,"","",""
45,1,0,150191,0,"Attuning with the shard has granted you access to this citystate's <color #FF7B1A>Aethernet</color>. The Aethernet can be used for quick intra-city travel.","",""
46,0,0,0,0,"","",""
47,0,0,0,0,"","",""
48,0,0,0,0,"","",""
49,0,0,0,0,"","",""
50,1,0,150151,0,"By learning the spell <color #FF7B1A>Teleport</color>, you are now able to travel instantly between aetherytes to which you are attuned. Access the teleportation menu by selecting Teleport under <color #FF7B1A>Travel</color> from the <color #FF7B1A>main menu</color>.","",""
51,1,0,150152,0,"Unlike other spells, Teleport does not require MP to cast, and instead uses a type of naturally regenerating spiritual energy. A small fee of gil, however, must be paid to the keepers of the aetheryte so that they can maintain the crystals and defend them from those who would see them destroyed. The fee varies depending on travel distance and remoteness of aetheryte location.","",""
52,1,0,150153,0,"Registering an aetheryte as a <color #FF7B1A>favored destination</color> will reduce the amount of gil required to travel there. Up to three favored destinations can be registered at any one time.","",""
53,0,0,0,0,"","",""
54,0,0,0,0,"","",""
55,0,0,0,0,"","",""
56,0,0,0,0,"","",""
57,0,0,0,0,"","",""
58,0,0,0,0,"","",""
59,0,0,0,0,"","",""
60,1,1,150031,0,"Upon accepting a quest, the current objectives will appear under the quest title in the <color #FF7B1A>duty list</color> on the right side of the screen. A maximum of five quests can be displayed at once.","",""
61,1,1,150032,0,"Clicking on the title will open the quest in your <color #FF7B1A>journal</color>, allowing you to review objectives and rewards.","",""
62,1,1,150032,0,"Selecting the title will open the quest in your <color #FF7B1A>journal</color>, allowing you to review objectives and rewards.","",""
63,0,0,0,0,"","",""
64,0,0,0,0,"","",""
65,1,1,150051,0,"Key items can be used on targets by first right-clicking on the target, then right-clicking the appropriate icon from the <color #FF7B1A>Key Items</color> window and selecting <color #FF7B1A>Use</color>.","",""
66,1,1,150051,0,"Key items can be used on targets by first selecting the target, then selecting the appropriate icon from the <color #FF7B1A>Key Items</color> window and choosing <color #FF7B1A>Use</color>.","",""
67,0,0,0,0,"","",""
68,0,0,0,0,"","",""
69,0,0,0,0,"","",""
70,1,1,150061,0,"On some quests, you will encounter objects with which you can interact simply by approaching, then right-clicking.","",""
71,1,1,150061,0,"On some quests, you will encounter objects with which you can interact simply by approaching, then selecting.","",""
72,0,0,0,0,"","",""
73,0,0,0,0,"","",""
74,0,0,0,0,"","",""
75,0,0,0,0,"","",""
76,0,0,0,0,"","",""
77,0,0,0,0,"","",""
78,0,0,0,0,"","",""
79,0,0,0,0,"","",""
80,1,1,150381,0,"When words are just not enough, emotes can be used to express your feelings towards a person or situation. First, highlight a target (if necessary), then select <color #FF7B1A>Social</color> from the <color #FF7B1A>main menu</color>, and then <color #FF7B1A>Emotes</color>.","",""
81,1,1,150382,1,"Finally, select the desired emote from the list.\n\nIn this case, select <color #FF7B1A>Kneel</color> after targeting Rhoswen to complete the quest objectives.","Finally, select the desired emote from the list.\n\nIn this case, select <color #FF7B1A>Bow</color> after targeting Aunillie to complete the quest objectives.","Finally, select the desired emote from the list.\n\nIn this case, select <color #FF7B1A>Welcome</color> after targeting Juliana to complete the quest objectives."
82,1,1,150383,0,"Emotes can be set to your <color #FF7B1A>hotbars</color> by simply dragging them from the Emote interface.\n\n※In addition to emotes, <color #FF7B1A>items</color> and <color #FF7B1A>user macros</color> can also be set to your hotbars.","",""
83,1,1,150382,1,"Finally, select the desired emote from the list.\n\nIn this case, select <color #FF7B1A>Kneel</color> after targeting Rhoswen to complete the quest objectives.","Finally, select the desired emote from the list.\n\nIn this case, select <color #FF7B1A>Bow</color> after targeting Aunillie to complete the quest objectives.","Finally, select the desired emote from the list.\n\nIn this case, select <color #FF7B1A>Welcome</color> after targeting Juliana to complete the quest objectives."
84,0,0,0,0,"","",""
85,0,0,0,0,"","",""
86,0,0,0,0,"","",""
87,0,0,0,0,"","",""
88,0,0,0,0,"","",""
89,0,0,0,0,"","",""
90,1,0,150161,0,"When your <color #FF7B1A>HP</color> is reduced to zero, you are <color #FF7B1A>KO'd</color> and rendered unable to perform any actions. In this state, you are left with two options: either <color #FF7B1A>return</color> immediately to your current <color #FF7B1A>home point</color> or wait for another PC to revive you using an action or spell such as <color #FF7B1A>Raise</color>.","",""
91,1,0,150162,0,"In addition to rendering you temporarily <color #FF7B1A>weakened</color> after being raised, suffering a KO also severely damages your currently equipped gear. When a piece of equipment's <color #FF7B1A>durability</color> reaches 0%, its stats drop significantly, so do not forget to <color #FF7B1A>repair</color> your gear regularly.\n\n<color #FFFF66>※ Gear damage through KO is only experienced if you have reached level 10.</color>","",""
92,0,0,0,0,"","",""
93,0,0,0,0,"","",""
94,0,0,0,0,"","",""
95,1,0,150411,0,"The Armoury system not only allows you freedom to change between classes, but also the ability to wield the spells and actions obtained through those classes. To make these actions accessible to your current class, start by opening <color #FF7B1A>Character</color> from the <color #FF7B1A>main menu</color>, followed by <color #FF7B1A>Actions & Traits</color>.","",""
96,1,0,150412,0,"Next, select the desired class under <color #FF7B1A>Additional</color> to display a list of available actions. Highlighting the checkbox will add the action to the list at the bottom of the Actions & Traits interface.","",""
97,1,0,150413,0,"Once an action has been added to the list, <color #FF7B1A>drag</color> the icon to your <color #FF7B1A>hotbar</color> to ready it for use.\n\nAt level 10, you will only be allowed a maximum of two additional actions. This number will increase every five levels.\n\n※When additional actions are added to your hotbar, you will have to wait for their recast timer to expire before using them.","",""
98,1,0,150414,0,"Once an action has been added to the list, select the icon and press the button combination of the hotbar slot to which you wish to set it.\n\nAt level 10, you will only be allowed a maximum of two additional actions. This number will increase every five levels.\n\n※When additional actions are added to your hotbar, you will have to wait for their recast timer to expire before using them.","",""
99,0,0,0,0,"","",""
100,1,0,150401,0,"Player attributes such as <color #FF7B1A>strength</color>, which affects physical attack power, and <color #FF7B1A>vitality</color>, which affects maximum HP, can be viewed by selecting Character under <color #FF7B1A>Character</color> from the <color #FF7B1A>main menu</color>.","",""
101,1,0,150402,0,"Upon attaining level 10 in a class, you will begin earning <color #FF7B1A>attribute points</color>. These points can be allocated to any attribute, allowing for further class customization.\n\nFor example, increasing <color #FF7B1A>strength</color> will improve attack power, while increasing <color #FF7B1A>mind</color> will strengthen the potency of healing magic.","",""
102,1,0,150403,0,"To allocate points, start by pressing the golden <color #FF7B1A>+</color> button located next to Attributes on the Character window. This will open the <color #FF7B1A>Point Allotment</color> window. Next, select the attributes you wish to increase and press <color #FF7B1A>Accept</color> to finalize the allocation. Once you have allotted a point, it cannot be removed, so make your decision carefully. Classes belonging to the Disciplines of the Hand and the Land are not granted attribute points.","",""
103,0,0,0,0,"","",""
104,0,0,0,0,"","",""
105,1,0,150572,0,"Instanced raids come with several rules─including time limits and restrictions on changing classes or jobs. Instanced areas can be left at any time by using an <color #FF7B1A>exit</color> or selecting <color #FF7B1A>Leave</color> from the <color #FF7B1A>Duty Finder</color>, but by doing so, remember that you will be abandoning your party in the process. Exits will also appear after defeating a raid boss, allowing your party easy access out of the area without having to backtrack.","",""
106,1,0,150573,0,"Once a boss has been engaged, players will be unable to enter or leave the immediate area. Make sure that all your party members are nearby and prepared beforehand, lest you incur their undying wrath.","",""
107,1,0,150574,0,"If you are KO'd during an instanced raid, you may either have a party member <color #FF7B1A>Raise</color> you, or choose to return to the instance entrance.","",""
108,0,0,0,0,"","",""
109,0,0,0,0,"","",""
110,1,0,150111,0,"Your main weapon determines your current class. Changing classes is as easy as equipping a different type of weapon or tool to your <color #FF7B1A>Main Hand</color> slot.","",""
111,0,0,0,0,"","",""
112,0,0,0,0,"","",""
113,0,0,0,0,"","",""
114,0,0,0,0,"","",""
115,1,0,150391,0,"<color #FF7B1A>Gear sets</color> allow you to save several different combinations of equipment and swap them at your leisure. A button for the Gear Set interface is located in the upper portion of the <color #FF7B1A>Character</color> window.","",""
116,1,0,150392,0,"This can be a very convenient feature for players who regularly switch back and forth between various classes, as well as for players who wish to have ready multiple sets of gear for the different types of duties they undertake, such as PvP or instanced raids.\n\nSelect the <color #FF7B1A>+</color> button to register your currently equipped gear as a new set.","",""
117,0,0,0,0,"","",""
118,0,0,0,0,"","",""
119,0,0,0,0,"","",""
120,1,1,150791,0,"You are about to enter a special instance. These areas are reserved for important battles which feature unique environmental conditions or powerful boss enemies. Instance objectives can be confirmed in the <color #FF7B1A>duty list</color>.","",""
121,1,1,150792,0,"For the duration of the battle, you will be unable to pass beyond the <color #FF7B1A>red line</color> displayed on the field.\n\nYou will automatically leave the instance once all quest objectives have been met.","",""
122,0,0,0,0,"","",""
123,0,0,0,0,"","",""
124,0,0,0,0,"","",""
125,1,0,150801,0,"Important quests used to tell the story of Eorzea and her people are called <color #FF7B1A>main scenario quests</color>. These tasks are easily distinguishable from others by their unique <color #FF7B1A>icon</color>.","",""
126,0,0,0,0,"","",""
127,0,0,0,0,"","",""
128,0,0,0,0,"","",""
129,0,0,0,0,"","",""
130,1,0,150891,0,"There are some <color #FF7B1A>actions</color> which only can be learned by completing specific <color #FF7B1A>class quests</color>. For example, the ranged lancer weaponskill <color #FF7B1A>Piercing Talon</color> is acquired by completing the Lancers' Guild quest available at level 15.","",""
131,0,0,0,0,"","",""
132,0,0,0,0,"","",""
133,0,0,0,0,"","",""
134,0,0,0,0,"","",""
135,1,0,150201,0,"A myriad of items can be bought and sold from vendors all across Eorzea. Purchasing an item is as simple as clicking on an item in a shopkeep's inventory, while selling an item is as simple as dragging an item from your inventory or Armoury Chest. You can also sell items by right-clicking them and selecting <color #FF7B1A>Sell</color>.","",""
136,1,0,150202,0,"If you happen to have second thoughts about a sale, you can always <color #FF7B1A>buy back</color> your item from the vendor, but only if you have yet to leave the area or log out of the game.","",""
137,1,0,150201,0,"A myriad of items can be bought and sold from vendors all across Eorzea. Purchasing an item is as simple as selecting an item from a shopkeep's inventory, while selling an item is as simple as selecting an item from your inventory or Armoury Chest and choosing <color #FF7B1A>Sell</color> from the subcommand menu.","",""
138,0,0,0,0,"","",""
139,0,0,0,0,"","",""
140,0,0,0,0,"","",""
141,0,0,0,0,"","",""
142,0,0,0,0,"","",""
143,0,0,0,0,"","",""
144,0,0,0,0,"","",""
145,0,0,0,0,"","",""
146,0,0,0,0,"","",""
147,0,0,0,0,"","",""
148,0,0,0,0,"","",""
149,0,0,0,0,"","",""
150,1,0,150931,0,"Right-click on a target to switch to active mode and ready auto-attack. Approach and face the target to start the battle. Two rotating <color #FF7B1A>arrows</color> will appear over the target you are currently attacking.","",""
151,1,0,150082,0,"Various actions such as spells and weaponskills can be performed by clicking the icons located in the\n<color #FF7B1A>hotbar</color> on the bottom of your screen. These actions can also be initiated using the shortcut keys indicated in the upper left-hand corner of each icon.","",""
152,1,0,150083,0,"Most actions require magic points (<color #FF7B1A>MP</color>) or tactical points (<color #FF7B1A>TP</color>) to execute, in addition to having recast times of various lengths. Detailed information on an action can be viewed by mousing over its icon.","",""
153,1,0,150084,0,"Disciples of Magic and Disciples of War who specialize in ranged attacks (such as archers) are best suited fighting their targets from a distance. The range and radius of an action can also be confirmed in the help window.","",""
154,0,0,0,0,"","",""
155,0,0,0,0,"","",""
156,0,0,0,0,"","",""
157,0,0,0,0,"","",""
158,0,0,0,0,"","",""
159,0,0,0,0,"","",""
160,1,0,151141,0,"Since the Armoury system in FINAL FANTASY XIV allows you to change your class or job by simply changing the weapon or tool in your main hand, it is recommended that you always have several sets of gear on hand. However, gear can take up a tremendous amount of space in one's inventory, which is why all adventurers carry an </color>Armoury Chest</color>.","",""
161,1,0,151142,0,"All gear purchased, crafted, or found is automatically stored in this chest, leaving your inventory free to fill with other items such as potions, crafting materials, and food.\n\nGear in your Armoury Chest is categorized and sorted by type, and can be equipped or discarded directly from the chest interface.","",""
162,1,0,151143,0,"The Armoury Chest can be accessed at any time by selecting <color #FF7B1A>Character</color> from the main menu followed by <color #FF7B1A>Armoury Chest</color>, or pressing <color #FF7B1A>Ctrl+I</color>.","",""
163,1,0,151143,0,"The Armoury Chest can be accessed at any time by selecting <color #FF7B1A>Character</color> from the main menu followed by <color #FF7B1A>Armoury Chest</color>.","",""
164,0,0,0,0,"","",""
165,0,0,0,0,"","",""
166,0,0,0,0,"","",""
167,0,0,0,0,"","",""
168,0,0,0,0,"","",""
169,0,0,0,0,"","",""
170,1,0,150361,0,"A crescent moon icon will appear to the right of your <color #FF7B1A>experience bar</color> whenever you enter a <color #FF7B1A>sanctuary</color>. While in this special area, you will accrue a <color #FF7B1A>rested bonus</color>. The bonus will continue to grow even if you are offline.","",""
171,1,0,150362,0,"All experience earned through battle, crafting, and gathering while under the benefit of the rested bonus will be increased by 50%.","",""
172,1,0,150363,0,"Your current rested bonus is displayed on top of your experience bar. The dark orange bar shows how much more experience can be earned before the bonus fades. If the bar is blue, it indicates your bonus will carry over to the next level.","",""
173,1,0,150364,0,"Inns in all three city-states, as well as various outposts and settlements, are classified as sanctuaries. To maximize your experience-earning potential, make it a habit to always log out in one of these areas.","",""
174,0,0,0,0,"","",""
175,0,0,0,0,"","",""
176,0,0,0,0,"","",""
177,0,0,0,0,"","",""
178,0,0,0,0,"","",""
179,0,0,0,0,"","",""
180,1,0,150901,0,"You have formed a <color #FF7B1A>party</color> with another player! Parties make it possible to tackle challenges that would be impossible to overcome alone, such as defeating powerful enemies or exploring perilous dungeons.","",""
181,1,0,150903,0,"The Party chat mode can be used to communicate solely with the other members of your party. You can change your chat mode at any time via the speech bubble icon located below the chat log.","",""
182,1,0,150902,0,"While in a party, a list of your party's members is displayed on the left side of the screen. This can be used to quickly identify each member's current condition. You can also target party members by clicking on their name in the list. This is especially helpful when there are many objects on the screen and it is difficult or time-consuming to target a member by ordinary means.","",""
183,1,0,150904,0,"Your party will sometimes be awarded boosts to various attributes based on class and job combinations. If your party is receiving one of these bonuses, it will be indicated by a <color #FF7B1A>party bonus icon</color> located above your <color #FF7B1A>party list</color>.","",""
184,1,0,150905,0,"Remember, your party members are all the in-game embodiment of real, living people, and chances are you will see them again online. Karma is alive and well in Eorzea. Treat people well, and your life in Eorzea will be a pleasant one. Treat them poorly, and it will come back to you.","",""
185,1,0,150902,0,"While in a party, a list of your party's members is displayed on the left side of the screen. This can be used to quickly identify each member's current condition. You can also target party members by pressing <if:the up and down buttons/up and down on the d-pad> to select their names from the list. This is especially helpful when there are many objects on the screen and it is difficult or time-consuming to target a member by ordinary means.","",""
186,0,0,0,0,"","",""
187,0,0,0,0,"","",""
188,0,0,0,0,"","",""
189,0,0,0,0,"","",""
190,1,0,150931,0,"Select a target with <if:the directional buttons/the d-pad> and press confirm once to target it. Press confirm a second time to switch to active mode and ready auto-attack. Approach and face the target to start the battle. Two rotating <color #FF7B1A>arrows</color> will appear over the target you are currently attacking.","",""
191,1,0,150932,0,"Various actions such as spells and weaponskills can be performed by using the <color #FF7B1A>cross hotbar</color> on the bottom of your screen.\n\n※The cross hotbar is only available in <if:controller/gamepad> mode.","",""
192,1,0,150933,0,"The actions set to your cross hotbar can be initiated via the corresponding button combination, which consists of holding one of the <icon:15><icon:16> buttons and pressing <if:one of the directional/one of the d-pad> or <icon:12><icon:9><icon:10><icon:11> buttons.\n\n※When a new action is learned, it will be automatically added to your cross hotbar.","",""
193,1,0,150934,0,"Most actions require magic points (<color #FF7B1A>MP</color>) or tactical points (<color #FF7B1A>TP</color>) to execute, in addition to having recast times of various lengths.\n\nThough TP and MP slowly regenerate over time, there exist items and actions which can be used to immediately restore the two.","",""
194,0,0,0,0,"","",""
195,0,0,0,0,"","",""
196,0,0,0,0,"","",""
197,0,0,0,0,"","",""
198,0,0,0,0,"","",""
199,0,0,0,0,"","",""
200,1,0,150921,0,"Some quests will require you to deliver items. If an NPC requires an item, an <color #FF7B1A>Item Request</color> window will appear. Drag the items from your inventory or Armoury Chest into the Item Request window and click <color #FF7B1A>Hand Over</color> to complete the transaction. Items can also be added to the Item Request window by right-clicking them.","",""
201,1,0,150922,0,"Some quests will require you to deliver items. If an NPC requires an item, an <color #FF7B1A>Item Request</color> window will appear. Select the items from your inventory or Armoury Chest and press <color #FF7B1A>Hand Over</color> to complete the transaction.","",""
202,0,0,0,0,"","",""
203,0,0,0,0,"","",""
204,0,0,0,0,"","",""
205,0,0,0,0,"","",""
206,0,0,0,0,"","",""
207,0,0,0,0,"","",""
208,0,0,0,0,"","",""
209,0,0,0,0,"","",""
210,1,0,150631,0,"The <color #FF7B1A>Player Search</color> feature found under <color #FF7B1A>Social</color> in the <color #FF7B1A>main menu</color> can be used to easily and instantly locate other logged-in player characters (PCs). Searches will list up to 200 results, starting with the ones which are physically closest to your own character.","",""
211,1,0,150632,0,"Selecting <color #FF7B1A>Search Conditions</color> will open a new window in which you can specify the conditions of your search to produce more accurate results. Options include partial name searches for both first and last names, as well as searching by online status, class, level, location, or languages spoken. Press the <color #FF7B1A>Execute</color> button to initiate your search.","",""
212,1,0,150633,0,"If there are any players who meet the conditions specified, they will be displayed in the social window. You can right-click on player names to view their search info.\n\nYou can adjust your own search info by selecting the <color #FF7B1A>Party Members</color> tab in the <color #FF7B1A>Party</color> section of the <color #FF7B1A>main menu</color>, right-clicking your own name, and selecting <color #FF7B1A>Edit Search Info</color>.","",""
213,1,0,150634,0,"To allow your character to be included in searches for multiple classes, first change your online status to <color #FF7B1A>Looking for Party</color>, then select the corresponding icons. If no class is highlighted, then you will only be included in searches for your current class.","",""
214,1,0,150635,0,"Your current class and any selected classes will have a border. This indicates to other players that while you may have other classes at your disposal, these are the particular ones you wish to play as.","",""
215,1,0,150633,0,"If there are any players who meet the conditions specified, they will be displayed in the social window. You can select player names to view their search info.\n\nYou can adjust your own search info by selecting the <color #FF7B1A>Party Members</color> tab in the <color #FF7B1A>Party</color> section of the <color #FF7B1A>main menu</color>, selecting your own name, and choosing <color #FF7B1A>Edit Search Info</color> from the subcommand menu.","",""
216,1,0,150635,0,"Your current class and any selected classes will have a border. This indicates to other players that while you may have other classes at your disposal, these are the particular ones you wish to play as.","",""
217,0,0,0,0,"","",""
218,0,0,0,0,"","",""
219,0,0,0,0,"","",""
220,0,0,0,0,"","",""
221,0,0,0,0,"","",""
222,0,0,0,0,"","",""
223,0,0,0,0,"","",""
224,0,0,0,0,"","",""
225,0,0,0,0,"","",""
226,0,0,0,0,"","",""
227,0,0,0,0,"","",""
228,0,0,0,0,"","",""
229,0,0,0,0,"","",""
230,0,0,0,0,"","",""
231,0,0,0,0,"","",""
232,0,0,0,0,"","",""
233,0,0,0,0,"","",""
234,0,0,0,0,"","",""
235,0,0,0,0,"","",""
236,0,0,0,0,"","",""
237,0,0,0,0,"","",""
238,0,0,0,0,"","",""
239,0,0,0,0,"","",""
240,1,0,150971,0,"Limit breaks are powerful actions which are only available to parties of four or more members. The actions can be executed when the party's <color #FF7B1A>limit gauge</color> is full. The gauge is located directly above the <color #FF7B1A>party list</color>.","",""
241,1,0,150972,0,"The limit gauge will slowly fill as battle progresses, while certain acts of heroism─such as curing an ally while they are on the brink of death, or preventing an enemy from using its special attack─will cause the gauge to rise quicker.","",""
242,1,0,150973,0,"The <color #FF7B1A>Limit Break</color> trigger is located in the <color #FF7B1A>Actions & Traits</color> menu under <color #FF7B1A>General</color>. It can be set to your <color #FF7B1A>hotbar</color> for easy access.\n\nThere are five different types of limit breaks: single-target attack (melee), attack to all targets in a straight line (ranged), area of effect attack (caster), increase party defense (tank), and HP restoration (healer). Which type is used depends on the class/job of the person who initiates the action.","",""
243,1,0,150974,0,"Limit gauge length varies depending on party size and battle type. The more party members you have, and the more difficult the foe you face, the more options you will have.","",""
244,0,0,0,0,"","",""
245,0,0,0,0,"","",""
246,0,0,0,0,"","",""
247,0,0,0,0,"","",""
248,0,0,0,0,"","",""
249,0,0,0,0,"","",""
250,1,0,150981,0,"<color #FF7B1A>Level sync</color> is a system which allows players to participate in lower level duties by temporarily adjusting their levels, and is available for most FATEs and instanced raids.","",""
251,1,0,150982,0,"When your level is synced, not only your personal attributes, but the attributes of your gear will automatically be lowered to meet the requirements set by the duty in which you are participating. Once the duty ends, everything is restored to its original state.","",""
252,1,0,150983,0,"Experience earned while level synced is based off the synced level, not your current level; however, it will be added to the progress of the latter.","",""
253,0,0,0,0,"","",""
254,0,0,0,0,"","",""
255,0,0,0,0,"","",""
256,0,0,0,0,"","",""
257,0,0,0,0,"","",""
258,0,0,0,0,"","",""
259,0,0,0,0,"","",""
260,1,0,150991,0,"You have obtained a <color #FF7B1A>soul crystal</color>!\n\nSoul crystals are required to change from your current class to a more specialized <color #FF7B1A>job</color>. Each job has its own crystal which can be equipped via the <color #FF7B1A>Armoury Chest</color>.","",""
261,1,0,150992,0,"While using a job, you will have limited access to actions from other classes. You will, however, have access to new, job-specific actions.","",""
