Index,0 [0x6][0xc],1 [0x3][0x24],2 [0x5][0x20],3 [0x5][0x22],4 [0x6][0x10],5 [0x6][0x14],6 [0x6][0x18],7 [0x0][0x0],8 [0x0][0x4],9 [0x0][0x8],10 [0x6][0x1c],11 [0x19][0x25]
2162710,4877085,22,1200,1659,31,81510,81010,"Die Graue Flotte","Als ein Händler, der dort nachmittags vor Regen Zuflucht suchte, von Räubern überfallen wurde, flüchtete er aufs Dach und sah sich verzweifelt nach einem Fluchtweg um.","Mithilfe der Windmühlen wird das Korn der Gockelburg-Felder gemahlen und Schafswolle zu Filz gewalkt. Ihre mit kräftigem Segeltuch bespannten Flügel lassen sie im Dämmerlicht wie Schiffe erscheinen.",81451,false
2162711,4877087,50,800,1159,32,81511,81011,"Verborgener Wasserfall","Ob ihr die Blicke derjenigen, die es sich hinter ihr bequem gemacht haben, nicht im Rücken brennen würden? - „Doch, schon ...“ (Aber der Blick aufs sanft wogende Meer entschädigt für vieles.)","Vor dem Hintergrund des als Wasserfall herabstürzenden Agelyss ließ der vermögende Gegeruju eine Ferienanlage für handverlesene Gäste errichten, die nicht zuletzt wegen ihrer bildschönen Tänzerinnen gerühmt wird.",81451,false
2162712,4877088,22,1800,459,32,81512,81012,"Sturmvogelturm","Unwetter auf See rauben die Sicht und können auch großen Schiffen zum Verhängnis werden. Umso schwerer lastet die Verantwortung auf seinen Schultern, denn seine Warnzeichen von höchster Warte lotsen verlässlich auf sicheren Kurs.","Ein aus dem weißen Vulkangestein La Nosceas errichteter Leuchtturm. Er warnt passierende Schiffe vor den Untiefen und die Küstenbevölkerung vor nahenden Piraten und Sahagin-Scharen.",81451,false
2162713,4877089,58,1700,1759,33,81514,81014,"Llymlaen-Statue in Bierhafen","Gespräch mit einem Braumeister: Nichts sei erhebender anzusehen als das Auslaufen der Schiffe, schwer beladen mit ihrer kostbaren Fracht; wie sie unter dem beschützenden Blick der kühlen Göttin ihrem Bestimmungsort zuschippern. Gar nicht genug könne er ihr danken!","Die „Lotsin“, Göttin der Weltmeere und der Seefahrer, von Meisterhand in weißen Marmor gemeißelt, wacht über die Überseeschiffer, die in Bierhafen nach strapaziöser Überfahrt ihre Vorräte aufstocken. ",81451,false
2162714,4877090,22,1800,459,33,81515,81015,"Schiffsfriedhof","Der Leuchtturmwärter: Vom Treibgut solle man lieber die Finger lassen, da bringe man nur Unglück über sich, und das Heulen und Pfeifen sei das Wehklagen verlorener Seelen. Kein Ort für einen Nachtspaziergang.","In der abgelegenen Bucht treibt die Strömung die Wracks verlassener Schiffe zusammen, von denen man munkelt, ihre Besatzungen hätten sich von der legendären Sirene ins Verderben locken lassen.",81451,false
2162715,4877091,22,800,1159,33,81516,81016,"Camp Schädeltal","Tavernenlegende zum Stützpunkt: Der Name gründet in einer wahren Begebenheit! Feinde können sich bei dem guten Ausblick gar nicht erst annähern, aber auch Verbündete dürfte das Betreten gehörigen Mut kosten.","Vor dem Mahlstrom-Militärlager reihte man einst Kobold-Schädel auf, um die nach Süden vorstoßenden Kobolde abzuschrecken. Heute dient das Camp vor allem dem Schutz gegen die Sahagin in Halbstein. ",81451,false
2162716,4877092,22,1200,1659,33,81517,81017,"Nord- und Süddamm","Auf den Baldachin zu springen, soll ein beliebter Zeitvertreib der Wachen sein, und einer von ihnen ist darin absolute Spitze. Beeindruckend aber auch, wie robust der Stoff ist. Echte Qualitätsarbeit!","Der Nord- und Süddamm ist ein Schutzwall des Mahlstroms zwischen dem von den Sahagin eroberten Halbstein und Schädeltal, der die Horden der Sahagin von La Noscea abhalten soll - bisher erfolgreich.",81451,false
2162717,4877099,22,1700,1759,34,81518,81018,"Camp Bronzesee","Wen nach zu langem heißem Bad Benommenheit befällt, dem soll die kühle Abendbrise schnell wieder zu einem klaren Kopf verhelfen. Die grandiose Aussicht könnte allerdings aufs Neue schwindeln machen ...","Das Sinken des Wasserspiegels ließ die malerischen Ruinen der Stadt Nym auftauchen. Heute lockt das heilsame Thermalwasser und der Warmwein des gleichnamigen Sanatoriums Kranke und Ruhesuchende von weither an.",81451,false
2162718,4877101,22,1200,1659,34,81519,81019,"Thalaos","Gespräch mit einem Paläontologen: Wenn man dem grellen Himmel so nahe ist, durch nichts vom Erdboden getrennt als dem imposanten Rest eines so überwältigenden Wesens - dann scheinen die Grenzen von Naturgeschichte und Mythos zu verschwimmen. ","Das riesige Skelett eines marinen Urwesens, nach jahrtausendelanger Umklammerung vom Erdreich freigegeben. Man taufte das Fossil „Thalaos“, nach der einen der mythischen Seeschlangen, die Llymlaen einst losließ, um die leere See zu füllen. Die andere war übrigens Perykos.",81451,false
2162719,4877103,22,1800,459,34,81520,81020,"Jijiroons Handelsposten","Zweifellos außer Muschel-Reichweite, aber auch nicht der gemütlichste Ort, um eine nasskalte Nacht zu verbringen. Runterzukommen soll dagegen einfach gewesen sein.","Der Qiqirn-Händler Jijiroon betreibt diesen Handelsposten in heftiger Konkurrenz mit dem seines Bruders Memeroon. Wie er an einem so abgelegenen Ort Profit machen kann, ist äußerst schleierhaft.",81451,false
2162720,4877105,22,1800,459,350,81521,81021,"Schwebende Stadt Nym","Wie sich so massive Felsen in der Luft halten können, ist wahrlich rätselhaft - ein unvergesslicher Anblick, wenn die glimmenden Kristallspitzen vom opulenten Gold der Sonne überflutet werden, um danach erneut mit sanftem Schein die Nacht zu erhellen.","Nym erlebte in der Fünften Ära des Lichts ihre Hochblüte. Dass ein Teil der Ruinen in die Luft emporgehoben wurde, liegt an der starken Windaspektiertheit der hier verfestigten denaturierten Kristalle.",81451,false
2162721,4877106,22,500,759,350,81522,81022,"Camp Ausblick","Kein offizieller Aussichtsposten, aber zweifellos ein geeigneter Ort, um Gefahren für die Handelsstraße sofort zu sichten und zu beseitigen. Das Gestrüpp auf der Mauer bietet Sichtschutz (und der Frühschicht noch Gelegenheit für ein kurzes Schläfchen).","Im äußeren La Noscea hat der Mahlstrom die Rotschwalben-Kundschafter postiert, um ein wachsames Auge auf die Aktivitäten der Kobolde zu haben. Im Süden erkennt man den Palast des Wanderers aus der nymischen Kultur.",81451,false
2162722,4877107,22,1200,1659,350,81523,81023,"U'Ghamaro-Minen","Soldatenlegende: Der allerhöchste Triumph sei es gewesen, die Besiegten nach einer am helllichtem Tage geführten Attacke auf ihren Stützpunkt von ihrem eigenen Schmelzofen herab zu verhöhnen. ","Von den Kobolden immer weiter ausgebaut und ausgebeutet scheinen diese Minen unerschöpflich. Fremdlinge sind nicht willkommen und Schwefel und Verhüttungsabwässer schaffen eine unwirtliche Umgebung.",81451,false
2162723,4877108,52,1800,459,350,81524,81024,"Einsiedlerhütte","Ein Abenteurer erzählte mir, da der Einsiedler ohnehin nie da sei, könne man bei schlechtem Wetter ruhig in seine Hütte flüchten und es sich auf einem Stuhl bequem machen. Selbst die Nacht verbringe man dort ungestört.","Von der abgeschiedenen Hütte überblickt man den nördlich gelegenen Vulkan O'Ghomoro, doch den scheuen Bewohner bekommt man kaum zu Gesicht. Heißes Wasser quillt aus der Erde in ein gemütliches Badebecken.",81451,false
2162724,4877111,22,800,1159,51,81551,81051,"Hexenstübchen und Wasserrad","Man muss schon ein bisschen klettern, um den besten Blick auf das Hexenstübchen und das sich unermüdlich drehende Wasserrad zu haben. Aber wie jeder Wanderer weiß: Das eigentliche Ziel jeder Reise ist der Weg selbst.","Miounnes Hexenstübchen ist ein behagliches Rasthaus für Reisende und Abenteurer. Nebenan plätschert gemütlich Figagas Wasserrad und versorgt die Zimmerer der nahe gelegenen Gilde mit Wasserkraft.",81452,false
2162725,4868037,22,500,759,51,81554,81054,"Gilde der Pikeniere","Als mich ein Schauer überraschte, wollte ich die Zeit nutzen und mir Tricks im Umgang mit der Lanze abschauen, aber ein unwirscher Pikenier verscheuchte mich von meinem - zugegebenermaßen unangemessenen - Beobachtungsposten.","Die Gilde wurde von dem berühmten Lanzenkämpfer Mistalle gegründet. Hier befindet sich auch das Hauptquartier des Klageregiments, das regelmäßig Übungen mit den Pikenieren durchführt.",81452,false
2162726,4877112,22,500,759,54,81556,81056,"Der Stubben","Wenn er erstmal einen Punkt gefunden hat, der höher als der namensgebende Baumstumpf liegt, entgeht dem Besucher nichts mehr von dem geschäftigen Treiben - auch wenn die Soldaten eine Schlechtwetterpause einlegen.","Ausbildungsort für Rekruten der Bruderschaft der Morgenviper. Der Name Stubben bezieht sich auf den Stumpf eines Mammutbaums, der zu den legendären Himmelssäulen gehörte und nun als Trainingsstätte dient.",81452,false
2162727,4877113,22,1800,459,54,81557,81057,"Haukke-Herrenhaus","Ein unheimliches Licht sieht man aus den Fenstern des verfluchten Herrenhauses scheinen, wenn man auf die klauenartige Wurzel des großen Baums steigt. Aber wer hat dazu schon den Mut?","Das Herrenhaus gehörte den Saatsehern, bis Stimmen laut wurden, eine derart luxuriöse Residenz sei zu weltlich für eine spirituelle Leitfigur. Daraufhin wurde das Haus an die Dartancours-Familie abgegeben. Haukke ist ein altes Padjal-Wort und bedeutet: „ohne Worte kommunizieren“.",81452,false
2162728,4877163,22,1200,1659,54,81558,81058,"Wächterbaum","Bei schönem Wetter geht der Druide in den Wald, um den Stimmen der Gebieter zu lauschen. Am liebsten dorthin, von wo aus er auf den heiligen Baum herabblicken kann.","Den Druiden zufolge ist der älteste noch lebende Urbaum Gridanias von einem mächtigen Gebieter beseelt und über tausend Jahre alt, weshalb seine wertvollen Früchte Tausendjahrpflaumen genannt werden.",81452,false
2162729,4877165,22,1100,1359,54,81559,81059,"Regenbogenfall","Ein Druide sagte mir, der von Licht und Wasser gezauberte Brückenbogen wäre ein Zeichen der Harmonie zwischen uns und den Gebietern.","Im Tiefen Wald fällt das Wasser der „Östlichen Blattader“ einige Yalme tief und verbirgt dabei einen Felsdurchgang, der zum Mogry-Stubben führt. Ab und an zaubert das Sonnenlicht dort Regenbögen.",81452,false
2162730,4878703,22,1800,459,55,81562,81062,"Sprösslings-Wiege","„Egal welches Lebewesen ich erforscht habe, eins hatten sie alle gemein: den Instinkt, neugeborenes Leben zu schützen", verriet mir der Gelehrte an diesem hell erleuchteten Ort.","Der Kokon birgt die Saat der Sylphen und ist für deren Fortpflanzung unerlässlich. Beschützt wird dieser äußerst wichtige Ort daher von den gespenstisch leuchtenden Mondsporen.",81452,false
2162731,4878736,22,800,1159,56,81563,81063,"Buscarrons Horst","Ein Patron erzählte mir, wie er nach einem Zechgelage nicht in seinem Bett erwachte, sondern unter freiem Himmel von Regen und Donner geweckt wurde. Eine missliche Situation, und der Abstieg stand noch bevor.","Buscarron muss der geselligste Soldat sein, der jemals eine Schenke eröffnete. Abenteurer und gelegentlich auch Räuber kehren hier ein, um ihre Krüge zu leeren. Ein Zufluchtsort der besonderen Art.",81452,false
2162732,4878759,22,800,1159,56,81564,81064,"Luftschiff-Landeplatz (Südwald)","In der Taverne wurde gemunkelt, dass die Betreiber des Landeplatzes sicher nicht abgezogen wären, wenn sie geahnt hätten, wer sich später darin einnisten würde.","Aufgrund der Gefährdung durch die vorrückenden Garlear sah sich die Highwind-Fluggesellschaft gezwungen, den Landeplatz aufzugeben. Nun wird er von Wilderern als Umschlagsplatz genutzt.",81452,false
2162733,4878763,22,1200,1659,56,81565,81065,"Urths Segen","Eine schweigsame Druidin geleitete mich an diesen Ort im heiligen Wald, der in ein fahles Licht getaucht ist. Besonders geheimnisvoll wirkte die Szenerie, als Nebel aufzog.","Diese natürliche Quelle strotzt nur so von ätherischer Energie. Die Schriften behaupten, dass Odin hier einst die heilige Urth mit seinem Schwert erschlug, und er dafür von der Kraft eines Kristalls in Urths Quelle gefesselt wurde, wo er immer noch schlummern soll.",81452,false
2162734,4878764,22,500,759,56,81566,81066,"Mühlenbruch","Mit leuchtenden Augen erzählte mir der Jäger davon, wie er in den frühen Morgenstunden alles vom Ruß reinigt und dabei verzückt auf die Siedlung blickt. Zu Hause ist es doch am schönsten!","Einst wurden hier im Südwald mithilfe eines Wasserrads Steine für den Aufbau Gridanias geschliffen, doch diese Funktion gehört der Geschichte an. Heute leben in dem kleinen Weiler Jäger und Sammler.",81452,false
2162735,4878773,22,1200,1659,57,81567,81067,"Ixal-Kahlhieb","Eine aufgebrachte Wachfrau erzählte mir, wie sie das Ausmaß des Unrechts, das die Ixal dem Wald zufügen, zum ersten Mal begriff: Auf einem in die Erde getriebenen Baumstamm stehend musste sie dem räuberischen Abtransport hilflos zusehen.","Ein Feldlager der vogelartigen Ixal. Die Ixal fällen die erhabenen Bäume des Waldes der Einkehr und transportieren das geraubte Holz mit gepanzerten Ballons nach Natalan in Coerthas oder bis ins ferne Xelphatol-Tal.",81452,false
2162736,4878784,22,1800,459,57,81568,81068,"Meteoritenkrater","Eine der Wachen sprach ehrfurchtsvoll von dem sichelförmigen Gebilde, das hier vom Himmel gefallen war. Seine fremdartige Präsenz sei einfach überwältigend.","Als Bahamut sein kosmisches Gefängnis absprengte, um Eorzea zu verwüsten, stürzte ein Fragment davon auf den Südwald herab. Der Krater zeugt bis heute von den Schrecken der Siebten Katastrophe.",81452,false
2162737,4878790,22,800,1159,57,81569,81069,"Erlenbrunnen","Ein Bergmann riet mir, bis an das Ende einer freiliegenden Wurzel zu gehen, um das stille, in Wolken gehüllte Tal zu betrachten - solange ich nur festen Schrittes und schwindelfrei sei.","Einst stand in dieser Gegend ein uralter Erlenwald, doch während der Siebten Katastrophe gingen Splitter von Dalamud zu Boden und verwüsteten die Landschaft bis heute.",81452,false
2162738,4879319,22,1700,1759,42,81604,81104,"Castrum Marinum","Von einem Soldaten hörte ich, dass die Befestigungsanlage in der Abendsonne unheimlich leuchtet, wenn man sie von einem hohen Punkt aus betrachtet. Wie Recht er doch hatte.","Der südlichste Versorgungsstützpunkt der Garlear thront über der Rhotano-See, die Vylbrand von Aldenard trennt. Die X. Kohorte der XIV. Legion ist hier stationiert. Sie beliefert Truppen in La Noscea und Thanalan.",81453,false
2162739,4879321,27,1200,1659,42,81605,81105,"Bucht des Abendsterns","Angeblich soll es den Gilbeutel füllen, wenn man sich in dieser malerischen Stadt auf das Dach der Residenz eines wohlhabenden Geschäftsmannes stellt, um einen noch wohlhabenderen Geschäftsmann nachzuahmen.","Ul'dahs Tor zu Eorzeas Märkten. Der Vorsitzende der Ostaldenard-Handelsgesellschaft, Lolorito, hat hier viel Geld investiert. Ihm zu Ehren errichtete man eine Statue, die viele allerdings für zu schmeichelhaft halten.",81453,false
2162740,4879611,22,1800,459,43,81607,81107,"Kohlenstaub-Bahnhof","Die Bahninspekteure hier haben es wahrlich nicht leicht. Manchmal werden sie sogar mitternachts die Hänge hinauf gejagt, um von oben zu überprüfen, ob alles mit rechten Dingen zugeht. Und erst all der Staub.","Ursprünglich bloß ein Stützpunkt der Messingklingen, floriert die Siedlung seit dem Anschluss an das Schienennetz der Amajina Bergbau AG. Mit einem modernen Schmelzofen werden die Bodenschätze direkt verarbeitet.",81453,false
2162741,4879612,50,1200,1659,43,81608,81108,"Tor des Nald","Ein Trinker riet mir, wenn ich weder Arbeit noch genügend Geld für die Taverne hätte, ließe es sich auf dem Stoffdach hervorragend entspannen. Die umliegende Wildnis böte einen herrlichen Anblick.","Eines der Haupttore Ul'dahs ist Nald geweiht, dem diesseitigen Aspekt der dualen Gottheit Nald'thal. Das Tor ist so breit, dass es zwei Chocobo-Kutschen nebeneinander passieren können.",81453,false
2162742,4879625,22,1200,1659,44,81612,81112,"Der Feuerwall","Bei einem kühlen Bier erzählt man sich gerne, dass die Aussicht hier am schönsten sei, wenn man seinen Blick oben von einer Kristallspitze in die Runde schweifen lässt.","Ein Bruchstück des Mondes Dalamud riss den Erdboden auf und setzte Unmengen an Äther frei. Dieser kristallisierte flammenförmig und erzählt so selbst heute noch eindrucksvoll von der Siebten Katastrophe.",81453,false
2162743,4879626,22,800,1159,44,81613,81113,"Goldbasar","Fleißige Minenarbeiter suchen ihr Glück in luftiger Höhe. Vom Palisadenzaun aus halten sie Ausschau nach vielversprechenden Erzadern. Davon hält sie auch die sengende Mittagshitze nicht ab. Der Ruf des Goldes ist zu verlockend.","Seit Stilllegung der östlichen Handelsroute ist vom einstigen Glanz dieses ul'dhischen Weilers nicht mehr viel zu spüren. Aufschwung erhofft man sich von angeblich reichen Erzadern, die hier im Gestein schlummern sollen.",81453,false
2162744,4879627,58,1800,459,44,81614,81114,"Thals Rast","Wer auf Wohlstand im Jenseits hofft, muss sich gut mit Thal stellen. Wenn einem ins Gebet vertieft die Reue wie Regen von den Wangen tropft, ist die Seele der Rettung einen Schritt näher.","Thal wacht über den Wohlstand im Jenseits und ist daher die erste Anlaufstelle für reiche Ul'dahner, die an diesem Ort zu fasten und zu beten pflegen. Wäre der Ort nur nicht so abgelegen.",81453,false
