Index,0 [0x3][0x10],1 [0x3][0x11],2 [0x6][0xc],3 [0x3][0x12],4 [0x0][0x0],5 [0x0][0x4],6 [0x0][0x8]
22,1,0,150143,0,"Dein Spielfortschritt wird automatisch gespeichert, daher gibt es keine Funktionen zum Speichern oder Laden. Um jedoch einem Datenverlust oder einer Beschädigung der Daten vorzubeugen, solltest du jede Spielsitzung mit der Auswahl von <color #FF7B1A>Ausloggen</color> oder <color #FF7B1A>Spiel beenden</color> abschließen.","",""
23,0,0,0,0,"","",""
24,0,0,0,0,"","",""
25,1,0,150131,0,"Die <color #FF7B1A>Rückführung</color> kann verwendet werden, um unmittelbar zu dem Ätheryten zu reisen, den du als <color #FF7B1A>Heimatpunkt</color> festgelegt hast. Dazu musst du einfach nur <color #FF7B1A>Rückführung</color> im Hauptmenü unter <color #FF7B1A>Karte & Transport</color> auswählen. Die Rückführung ist aber nur alle \n<color #FF7B1A>15 Minuten</color> (Erdenzeit) möglich.","",""
26,1,0,150132,0,"Du kannst immer nur einen Heimatpunkt festlegen. Um einen Ätheryten zu deinem neuen Heimatpunkt zu machen, führe einen Rechtsklick auf ihn aus, um das Ätheryten-Menü anzuzeigen.","",""
27,1,0,150131,0,"Die <color #FF7B1A>Rückführung</color> kann verwendet werden, um unmittelbar zu dem Ätheryten zu reisen, den du als <color #FF7B1A>Heimatpunkt</color> festgelegt hast. Dazu musst du einfach nur <color #FF7B1A>Rückführung</color> im Hauptmenü unter <color #FF7B1A>Karte & Transport</color> auswählen. Die Rückführung ist aber nur alle <color #FF7B1A>15 Minuten</color> (Erdenzeit) möglich.","",""
28,1,0,150133,0,"Du kannst immer nur einen Heimatpunkt festlegen. Um einen Ätheryten zu deinem neuen Heimatpunkt zu machen, visiere ihn an und wähle ihn aus, um das Ätheryten-Menü anzuzeigen.","",""
29,0,0,0,0,"","",""
30,1,1,150041,0,"Mit der Auswahl von <color #FF7B1A>Karte</color> unter <color #FF7B1A>Karte & Transport </color>im <color #FF7B1A>Hauptmenü</color> oder mit der Taste <color #FF7B1A>M</color> öffnet sich die Karte. Wenn du gerade in der Nähe von Zielobjekten deiner Aufträge bist, werden dort Icons angezeigt.","",""
31,1,1,150042,0,"Wenn du in deiner <color #FF7B1A>Aufgabenliste</color> eine Aufgabe anklickst, siehst du sofort den Ort, an den du dich dafür begeben musst.","",""
32,1,1,150041,0,"Wenn du <color #FF7B1A>Karte</color> im <color #FF7B1A>Hauptmenü</color> unter <color #FF7B1A>Karte & Transport</color> auswählst, öffnet sich die Karte. Wenn du gerade in der Nähe von Zielobjekten deiner Aufträge bist, werden dort Icons angezeigt.","",""
33,1,1,150042,0,"Wenn du in deiner <color #FF7B1A>Aufgabenliste</color> eine Aufgabe auswählst, siehst du sofort den Ort, an den du dich dafür begeben musst.","",""
34,0,0,0,0,"","",""
35,1,0,150181,0,"Du kannst Ausrüstung betrachten, anlegen und entfernen, indem du im <color #FF7B1A>Hauptmenü</color> <color #FF7B1A>Charakter</color> auswählst oder <color #FF7B1A>C</color> auf der Tastatur drückst.","",""
36,1,0,150182,0,"Um einen Gegenstand auszurüsten, wähle zunächst den gewünschten Slot aus. Dadurch öffnet sich dein <color #FF7B1A>Arsenal</color>, von wo aus du einen Gegenstand zum Ausrüsten auswählen kannst. Wähle dann <color #FF7B1A>Anlegen</color> im Untermenü, um den Gegenstand auszurüsten.","",""
37,1,0,150181,0,"Du kannst Ausrüstung betrachten, anlegen und entfernen, indem du im <color #FF7B1A>Hauptmenü</color> <color #FF7B1A>Charakter</color> auswählst.","",""
38,0,0,0,0,"","",""
39,0,0,0,0,"","",""
40,1,0,150221,0,"Die <color #FF7B1A>Mogry-Post</color> kannst du nutzen, indem du mit einem der zahlreichen <color #FF7B1A>Mogry-Postboten</color> sprichst oder in einen <color #FF7B1A>Mogry-Briefkasten</color> schaust. Beide findest du überall in Eorzea verstreut. Über die Mogry-Post kannst du Nachrichten, Gegenstände und Gil an Personen auf deiner <color #FF7B1A>Freundesliste</color> senden.","",""
41,1,0,150222,0,"Wenn du auf die Schaltfläche <color #FF7B1A>Neu</color> oben rechts im Mogry-Post-Fenster klickst, öffnet sich der Dialog <color #FF7B1A>Brief verfassen</color>. Hier gibst du deine Nachricht ein und den Empfänger an. Zudem kannst du <color #FF7B1A>Gil</color> oder <color #FF7B1A>Gegenstände</color> anhängen.","",""
42,1,0,150222,0,"Wenn du die Schaltfläche <color #FF7B1A>Neu</color> oben rechts im Mogry-Post-Fenster auswählst, öffnet sich der Dialog <color #FF7B1A>Brief verfassen</color>. Hier gibst du deine Nachricht ein und den Empfänger an. Zudem kannst du <color #FF7B1A>Gil</color> oder <color #FF7B1A>Gegenstände</color> anhängen.","",""
43,0,0,0,0,"","",""
44,0,0,0,0,"","",""
45,1,0,150191,0,"Durch das Harmonisieren mit dem Stadt-Ätheryten hast du Zugang zum <color #FF7B1A>Ätheryten-Netz</color> dieses Stadtstaates erhalten. Über das Ätheryten-Netz kannst du dich schnell innerhalb einer Stadt bewegen.","",""
46,0,0,0,0,"","",""
47,0,0,0,0,"","",""
48,0,0,0,0,"","",""
49,0,0,0,0,"","",""
50,1,0,150151,0,"Durch das Erlernen von <color #FF7B1A>Teleport</color> bist du nun in der Lage, unmittelbar zu Ätheryten zu reisen. Das Teleport-Menü erreichst du über <color #FF7B1A>Teleport</color> in der Sektion <color #FF7B1A>Karte & Transport</color> im <color #FF7B1A>Hauptmenü</color>.","",""
51,1,0,150152,0,"Teleport benötigt keine MP zur Ausführung, sondern kostet einen je nach Entfernung des Zielätheryten unterschiedlich hohen <color #FF7B1A>Gil-Betrag</color>.","",""
52,1,0,150153,0,"Wenn du einen Ätheryten als <color #FF7B1A>Favoriten</color> speicherst, reduzieren sich die Gil-Kosten, um dorthin zu reisen, um die Hälfte. Du kannst immer nur drei Favoriten speichern.","",""
53,0,0,0,0,"","",""
54,0,0,0,0,"","",""
55,0,0,0,0,"","",""
56,0,0,0,0,"","",""
57,0,0,0,0,"","",""
58,0,0,0,0,"","",""
59,0,0,0,0,"","",""
60,1,1,150031,0,"In der <color #FF7B1A>Aufgabenliste</color> rechts am Bildschirm kannst du auf einen Blick erkennen, welche Aufträge du angenommen hast und was du dafür als Nächstes machen musst. Es können maximal 5 Aufträge gleichzeitig angezeigt werden.","",""
61,1,1,150032,0,"Wenn du auf den Titel klickst, öffnet sich der Auftrag in deinem <color #FF7B1A>Archiv</color> und du kannst auf einen Blick sehen, welche Ziele und Belohnungen damit verbunden sind.","",""
62,1,1,150032,0,"Wenn du den Titel auswählst, öffnet sich der Auftrag in deinem <color #FF7B1A>Archiv</color> und du kannst auf einen Blick sehen, welche Ziele und Belohnungen damit verbunden sind.","",""
63,0,0,0,0,"","",""
64,0,0,0,0,"","",""
65,1,1,150051,0,"Schlüsselgegenstände kannst du benutzen, indem du zunächst einen Rechtsklick auf das Ziel und dann einen Rechtsklick auf das passende Icon im Fenster <color #FF7B1A>Schlüsselgegenstände</color> machst. Wähle dann im Untermenü <color #FF7B1A>Benutzen</color> aus.","",""
66,1,1,150051,0,"Schlüsselgegenstände kannst du benutzen, indem du das Ziel eines Auftrags anvisierst und dann das passende Icon im Fenster <color #FF7B1A>Schlüsselgegenstände</color> auswählst. Wähle dann im Untermenü <color #FF7B1A>Benutzen</color> aus.","",""
67,0,0,0,0,"","",""
68,0,0,0,0,"","",""
69,0,0,0,0,"","",""
70,1,1,150061,0,"Für manche Aufträge musst du mit Objekten interagieren. Das kannst du mit einem Rechtsklick auf ein solches Objekt tun.","",""
71,1,1,150061,0,"Für manche Aufträge musst du mit Objekten interagieren. Dazu näherst du dich einfach einem solchen Objekt und wählst dieses aus.","",""
72,0,0,0,0,"","",""
73,0,0,0,0,"","",""
74,0,0,0,0,"","",""
75,0,0,0,0,"","",""
76,0,0,0,0,"","",""
77,0,0,0,0,"","",""
78,0,0,0,0,"","",""
79,0,0,0,0,"","",""
80,1,1,150381,0,"Wenn Worte nicht ausreichen, kannst du deine Gefühle gegenüber einer Person oder in einer bestimmten Situation mit <color #FF7B1A>Emotes</color> ausdrücken. Wähle zunächst (sofern nötig) ein Ziel aus und dann <color #FF7B1A>Emotes</color> in der Sektion <color #FF7B1A>Soziales</color> im <color #FF7B1A>Hauptmenü</color>.","",""
81,1,1,150382,1,"Wähle dann das gewünschte Emote aus der Liste aus.\n\nIn diesem Fall musst du zunächst Rhoswen als Ziel markieren und dann <color #FF7B1A>Knien</color> auswählen, um das Auftragsziel abzuschließen.","Wähle dann das gewünschte Emote aus der Liste aus.\n\nIn diesem Fall musst du zunächst Aunillie als Ziel markieren und dann <color #FF7B1A>Verbeugen</color> auswählen, um das Auftragsziel abzuschließen.","Wähle dann das gewünschte Emote aus der Liste aus.\n\nIn diesem Fall musst du zunächst Juliana als Ziel markieren und dann <color #FF7B1A>Willkommen</color> auswählen, um das Auftragsziel abzuschließen."
82,1,1,150383,0,"Du kannst Emotes auch zu deinen <color #FF7B1A>Kommandomenüs</color> hinzufügen, indem du sie einfach aus dem Emotes-Menü dort hinein ziehst.\n\nZusätzlich zu Emotes kannst du auch <color #FF7B1A>Gegenstände</color> und <color #FF7B1A>Benutzermakros</color> in den Kommandomenüs unterbringen.","",""
83,1,1,150382,1,"Wähle dann das gewünschte Emote aus der Liste aus.\n\nIn diesem Fall musst du zunächst Rhoswen als Ziel markieren und dann <color #FF7B1A>Knien</color> auswählen, um das Auftragsziel abzuschließen.","Wähle dann das gewünschte Emote aus der Liste aus.\n\nIn diesem Fall musst du zunächst Aunillie als Ziel markieren und dann <color #FF7B1A>Verbeugen</color> auswählen, um das Auftragsziel abzuschließen.","Wähle dann das gewünschte Emote aus der Liste aus.\n\nIn diesem Fall musst du zunächst Juliana als Ziel markieren und dann <color #FF7B1A>Willkommen</color> auswählen, um das Auftragsziel abzuschließen."
84,0,0,0,0,"","",""
85,0,0,0,0,"","",""
86,0,0,0,0,"","",""
87,0,0,0,0,"","",""
88,0,0,0,0,"","",""
89,0,0,0,0,"","",""
90,1,0,150161,0,"Wenn deine <color #FF7B1A>LP</color> (Lebenspunkte) auf Null fallen, wirst du <color #FF7B1A>kampfunfähig</color>. In diesem Zustand bleiben dir nur zwei Optionen: <color #FF7B1A>Rückführung</color> benutzen, um zu deinem <color #FF7B1A>Heimatpunkt</color> zurückzukehren, oder auf einen anderen Spieler warten, der dich z. B. mittels des Druidenzaubers <color #FF7B1A>Wiederbeleben</color> zurück ins Spiel bringt.","",""
91,1,0,150162,0,"Wenn du kampfunfähig wirst, bist du vorübergehend <color #FF7B1A>geschwächt</color> und deine angelegte Ausrüstung wird (<color #FF7B1A>wenn du auf Fertigkeitsstufe 10 oder höher bist</color>) beschädigt. Wenn der <color #FF7B1A>Zustand</color> eines Ausrüstungsgegenstands\nauf 0 % fällt, ist er dir nicht mehr von Nutzen, also <color #FF7B1A>repariere</color> deine Ausrüstung regelmäßig.","",""
92,0,0,0,0,"","",""
93,0,0,0,0,"","",""
94,0,0,0,0,"","",""
95,1,0,150411,0,"Das Ausrüstungssystem erlaubt dir neben dem freien Klassenwechsel auch, bereits gelernte Zauber und Kommandos einer Klasse zu nutzen, während du eine andere Klasse spielst. Um sie für deine aktuelle Klasse verfügbar zu machen, wähle zuerst <color #FF7B1A>Kommandoliste</color> in der Sektion <color #FF7B1A>Charakter</color> im <color #FF7B1A>Hauptmenü</color> aus.","",""
96,1,0,150412,0,"Wähle die gewünschte Klasse unter <color #FF7B1A>Ergänzend</color> aus, um die verfügbaren Kommandos anzuzeigen. Markier das Kontrollkästchen, und das Kommando erscheint in der Leiste unten im Fenster.","",""
97,1,0,150413,0,"Sobald ein Kommando der Leiste hinzugefügt wurde, kannst du das Icon in dein <color #FF7B1A>Kommandomenü</color> ziehen, um es zu benutzen.\n\nAuf Stufe 10 kannst du lediglich zwei zusätzliche Kommandos auswählen. Diese Anzahl steigt alle fünf Stufen.\n\nWenn du deinem Kommandomenü zusätzliche Kommandos hinzufügst, musst du deren Reaktivierungszeit abwarten, bevor du sie verwenden kannst.","",""
98,1,0,150414,0,"Sobald ein Kommando der Leiste hinzugefügt wurde, kannst du das Icon auswählen und in deinem <color #FF7B1A>Kommandomenü</color> anlegen, um es zu benutzen.\n\nAuf Stufe 10 kannst du lediglich zwei zusätzliche Kommandos auswählen. Diese Anzahl steigt alle fünf Stufen.\n\nWenn du deinem Kommandomenü zusätzliche Kommandos hinzufügst, musst du deren Reaktivierungszeit abwarten, bevor du sie verwenden kannst.","",""
99,0,0,0,0,"","",""
100,1,0,150401,0,"Die Attribute deines Charakters, wie <color #FF7B1A>Stärke</color> (erhöht die physische Attacke) und <color #FF7B1A>Konstitution</color> (erhöht die maximalen LP), siehst du, indem du <color #FF7B1A>Charakter</color> im <color #FF7B1A>Hauptmenü</color> auswählst.","",""
101,1,0,150402,0,"Ab Stufe 10 erhältst du auf einigen neuen Stufen einer Klasse <color #FF7B1A>Attributspunkte</color>. Diese kannst du frei verteilen und somit die Klasse individuell anpassen. Zum Beispiel führt das Erhöhen von <color #FF7B1A>Geschick</color> zu einer verbesserten Präzision, während das Erhöhen von <color #FF7B1A>Willenskraft</color> stärkere Heilsprüche ermöglicht.","",""
102,1,0,150403,0,"Um Punkte zuzuweisen, betätige die gelbe Schaltfläche <color #FF7B1A>+</color> direkt neben den Attributen im Charakterfenster. Dadurch öffnet sich das Fenster <color #FF7B1A>Attributspunkte</color>. Wähle als Nächstes die Attribute, die du erhöhen möchtest und klicke schließlich auf <color #FF7B1A>Bestätigen</color>. Diese Aktion kann nicht rückgängig gemacht werden! Sammler und Handwerker erhalten keine Attributspunkte.","",""
103,0,0,0,0,"","",""
104,0,0,0,0,"","",""
105,1,0,150572,0,"Dungeons unterliegen zahlreichen Regeln, inklusive Zeitlimits und Restriktionen bezüglich Klassen oder Jobs. Man kann den Dungeon jederzeit durch einen <color #FF7B1A>Ausgang</color> verlassen oder indem man in der <color #FF7B1A>Inhaltssuche</color> den Befehl <color #FF7B1A>Abbrechen</color> auswählt. Da die übrigen Mitglieder zurückbleiben, verlässt man dadurch die Gruppe. Ein zusätzlicher Ausgang öffnet sich, wenn man das Bossmonster des Dungeons besiegt.","",""
106,1,0,150573,0,"Sobald man auf das Bossmonster trifft, kann niemand mehr die unmittelbare Umgebung betreten oder verlassen. Stelle daher sicher, dass alle Gruppenmitglieder in der Nähe und bereit für die finale Schlacht sind.","",""
107,1,0,150574,0,"Wenn du in einem Dungeon kampfunfähig wirst, kannst du dich von einem Gruppenmitglied <color #FF7B1A>wiederbeleben</color> lassen oder zum Eingang des Dungeons zurückkehren.","",""
108,0,0,0,0,"","",""
109,0,0,0,0,"","",""
110,1,0,150111,0,"Deine Hauptwaffe bestimmt deine Charakterklasse. Einen Klassenwechsel kannst du vornehmen, indem du einfach eine andere Art von Waffe oder Werkzeug in deiner <color #FF7B1A>Haupthand</color> ausrüstest.","",""
111,0,0,0,0,"","",""
112,0,0,0,0,"","",""
113,0,0,0,0,"","",""
114,0,0,0,0,"","",""
115,1,0,150391,0,"Mittels <color #FF7B1A>Ausrüstungssets</color> kannst du verschiedene Kombinationen von Ausrüstung speichern und jederzeit zwischen diesen wechseln. Das Pulldown-Menü für Ausrüstungssets befindet sich oben im <color #FF7B1A>Charakterfenster</color>.","",""
116,1,0,150392,0,"Dieses Feature ist besonders nützlich für Spieler, die regelmäßig zwischen verschiedenen Klassen hin- und herwechseln oder ihre Ausrüstung blitzschnell an unterschiedliche Situationen anpassen wollen, zum Beispiel für PvP oder Dungeons.\n\nWähle die Schaltfläche <color #FF7B1A>+</color>, um deine derzeitige Ausrüstung als neues Set zu speichern.","",""
117,0,0,0,0,"","",""
118,0,0,0,0,"","",""
119,0,0,0,0,"","",""
120,1,1,150791,0,"Du bist im Begriff, eine besondere Gefechtszone zu betreten. Diese Gebiete sind für entscheidende Schlachten vorgesehen, in denen besondere Umwelteinflüsse oder mächtige Bossmonster vorkommen. Zonenziele können in der <color #FF7B1A>Aufgabenliste</color> eingesehen werden.","",""
121,1,1,150792,0,"Für die Dauer des Kampfes ist es nicht möglich, die <color #FF7B1A>rote Linie</color> zu überschreiten, die im Feld angezeigt wird.\n\nDu verlässt die Zone automatisch, sobald alle Auftragsziele erreicht wurden.","",""
122,0,0,0,0,"","",""
123,0,0,0,0,"","",""
124,0,0,0,0,"","",""
125,1,0,150801,0,"Bedeutsame Aufträge, die die Geschichte von Eorzea und seinen Bewohnern erzählen, werden als Aufträge des <color #FF7B1A>Hauptszenarios</color> bezeichnet. Diese Aufgaben sind durch ein besonderes <color #FF7B1A>Icon</color> hervorgehoben.","",""
126,0,0,0,0,"","",""
127,0,0,0,0,"","",""
128,0,0,0,0,"","",""
129,0,0,0,0,"","",""
130,1,0,150891,0,"Einige <color #FF7B1A>Kommandos</color> lassen sich nur durch das Abschließen bestimmter <color #FF7B1A>Gildenaufträge</color> erlangen. So ist zum Beispiel die Waffenfertigkeit <color #FF7B1A>Reißende Klauen</color> des Pikeniers erst verfügbar, wenn man den Gildenauftrag der Pikeniergilde erfüllt, der ab Stufe 15 zugänglich ist.","",""
131,0,0,0,0,"","",""
132,0,0,0,0,"","",""
133,0,0,0,0,"","",""
134,0,0,0,0,"","",""
135,1,0,150201,0,"Bei den Händlern in Eorzea kannst du eine Unmenge von Gegenständen kaufen und verkaufen. Du kannst einen Gegenstand kaufen, indem du ihn im Inventar des Händlers anklickst. Zum <color #FF7B1A>Verkaufen</color> ziehst du einfach einen Gegenstand aus deinem Inventar in das Inventar des Händlers.","",""
136,1,0,150202,0,"Solltest du es dir nach dem Verkauf eines Gegenstands noch mal anders überlegen, kannst du diesen jederzeit beim Händler <color #FF7B1A>zurückkaufen</color>. Allerdings nur, solange du das Gebiet noch nicht verlassen und dich nicht aus dem Spiel ausgeloggt hast.","",""
137,1,0,150201,0,"Bei den Händlern in Eorzea kannst du eine Unmenge von Gegenständen kaufen und verkaufen. Du kannst einen Gegenstand kaufen, indem du ihn im Inventar des Händlers auswählst. Zum Verkaufen wählst du einfach einen Gegenstand aus deinem Inventar und dann <color #FF7B1A>Verkaufen</color> im Untermenü aus.","",""
138,0,0,0,0,"","",""
139,0,0,0,0,"","",""
140,0,0,0,0,"","",""
141,0,0,0,0,"","",""
142,0,0,0,0,"","",""
143,0,0,0,0,"","",""
144,0,0,0,0,"","",""
145,0,0,0,0,"","",""
146,0,0,0,0,"","",""
147,0,0,0,0,"","",""
148,0,0,0,0,"","",""
149,0,0,0,0,"","",""
150,1,0,150931,0,"Mit einem Rechtsklick auf ein Angriffsziel beginnst du die Auto-Attacke. Das Aussehen des <color #FF7B1A>Ziel-Cursors</color> verändert sich entsprechend.","",""
151,1,0,150082,0,"Aus dem <color #FF7B1A>Kommandomenü</color> unten am Bildschirm kannst du mit einem Linksklick Kommandos ausführen, die dir im Kampf von Vorteil sind. Alternativ sind diese über die Tasten auswählbar, die in der oberen linken Ecke jedes Icons angezeigt werden.","",""
152,1,0,150083,0,"Um Kommandos einzusetzen, brauchst du einen gewissen Betrag an <color #FF7B1A>MP</color> (Magie-Punkten) oder <color #FF7B1A>TP</color> (Taktik-Punkten). Außerdem dauert es eine bestimmte Reaktivierungszeit, bevor du ein Kommando erneut ausführen kannst. Die Wirkung erfährst du, wenn du mit dem Cursor über das Kommando fährst.","",""
153,1,0,150084,0,"Zauber wirkende Magier und Krieger, die sich auf den Fernkampf spezialisieren (wie Waldläufer), eignen sich am besten, um Ziele aus der Entfernung anzugreifen. Die Reichweite und den Radius eines Kommandos siehst du im zugehörigen Hilfefenster.","",""
154,0,0,0,0,"","",""
155,0,0,0,0,"","",""
156,0,0,0,0,"","",""
157,0,0,0,0,"","",""
158,0,0,0,0,"","",""
159,0,0,0,0,"","",""
160,1,0,151141,0,"Das Ausrüstungssystem in FINAL FANTASY XIV erlaubt es dir, deine Klasse oder deinen Job zu wechseln, indem du die Waffe oder das Werkzeug in deiner Haupthand änderst. Daher empfiehlt es sich, immer mehrere Ausrüstungssets parat zu haben. Da all diese Ausrüstungsgegenstände enorm viel Platz im Inventar einnehmen würden, verfügt jeder Abenteurer über ein <color #FF7B1A>Arsenal</color>.","",""
161,1,0,151142,0,"Alle Ausrüstungsgegenstände, die du kaufst oder findest, werden automatisch im Arsenal abgelegt, wodurch du im Inventar mehr Platz hast, um Tränke, Synthese-Material und Nahrungsmittel zu verstauen.\n\nAusrüstungsgegenstände in deinem Arsenal sind kategorisiert und nach Arten sortiert. Du kannst sie direkt aus dem Arsenalfenster heraus anlegen oder wegwerfen.","",""
162,1,0,151143,0,"Das Arsenal findest du in der Sektion <color #FF7B1A>Charakter</color> des <color #FF7B1A>Hauptmenüs</color> unter <color #FF7B1A>Arsenal</color>. Alternativ kannst du es über die Tastenkombination <color #FF7B1A>Strg+I</color> aufrufen.","",""
163,1,0,151143,0,"Das Arsenal findest du in der Sektion <color #FF7B1A>Charakter</color> des <color #FF7B1A>Hauptmenüs</color> unter <color #FF7B1A>Arsenal</color>.","",""
164,0,0,0,0,"","",""
165,0,0,0,0,"","",""
166,0,0,0,0,"","",""
167,0,0,0,0,"","",""
168,0,0,0,0,"","",""
169,0,0,0,0,"","",""
170,1,0,150361,0,"Sobald du einen <color #FF7B1A>Ruhebereich</color> betrittst, erscheint ein <color #FF7B1A>Sichelmond</color>-Icon unter deinem <color #FF7B1A>Routinebalken</color>. Während du dich in diesem Bereich aufhältst, sammelst du einen <color #FF7B1A>Erholungsbonus</color> an. Der Bonus lädt sich weiter auf, auch wenn du offline bist.","",""
171,1,0,150362,0,"Jegliche Routine, die du im Kampf, beim Handwerken und beim Sammeln verdienst, während der Erholungsbonus aktiv ist, wird um 50 % erhöht.","",""
172,1,0,150363,0,"Dein aktueller Erholungsbonus wird im Routinebalken angezeigt. Der dunkelorange Balken zeigt, wie viel mehr Routine du verdienen kannst, bevor der Bonus aufgebraucht ist. Wenn der Balken blau ist, ist der Bonus auch noch auf der nächsten Stufe aktiv.","",""
173,1,0,150364,0,"Zahlreiche Bereiche der Städte und viele Außenposten und Siedlungen gelten als <color #FF7B1A>Ruhebereiche</color>. Um dein Routinepotenzial voll auszuschöpfen, solltest du es dir zur Gewohnheit machen, dich immer in einem dieser Bereiche auszuloggen.","",""
174,0,0,0,0,"","",""
175,0,0,0,0,"","",""
176,0,0,0,0,"","",""
177,0,0,0,0,"","",""
178,0,0,0,0,"","",""
179,0,0,0,0,"","",""
180,1,0,150901,0,"Du hast eine <color #FF7B1A>Gruppe</color> mit einem anderen Spieler gebildet! In Gruppen kannst du Herausforderungen meistern, die alleine unmöglich wären, zum Beispiel das Besiegen mächtiger Gegner oder die Erkundung gefährlicher Dungeons.","",""
181,1,0,150903,0,"Über den Chatmodus <color #FF7B1A>Gruppe</color> kannst du dich gezielt mit den Mitgliedern deiner Gruppe austauschen. Du kannst den Chatmodus jederzeit über die <color #FF7B1A>Tabs</color> unter dem Chat ändern.","",""
