Index,0 [0x5][0x8],1 [0x3][0x12],2 [0x3][0x13],3 [0x3][0x14],4 [0x9][0x0],5 [0x5][0xa],6 [0x5][0xc],7 [0x5][0xe],8 [0x5][0x10],9 [0x3][0x15],10 [0x6][0x4],11 [0x3][0x16],12 [0x19][0x17],13 [0x1a][0x17],14 [0x1b][0x17]
92,0,4,0,0,1.0,0,24,414,0,0,0,0,true,true,true
93,0,4,0,0,1.0,0,25,415,0,0,0,0,true,true,true
94,0,4,0,0,1.0,107,0,0,0,0,0,0,true,true,true
95,0,4,0,0,1.0,108,0,0,0,0,0,0,true,true,true
96,0,4,0,0,1.0,110,0,0,0,0,0,0,true,true,true
97,0,4,0,0,1.0,109,0,0,0,0,0,0,true,true,true
98,0,4,0,0,2.0,107,0,0,0,0,0,0,true,true,true
99,0,4,0,0,2.0,108,0,0,0,0,0,0,true,true,true
100,0,4,0,0,2.0,110,0,0,0,0,852020,0,true,true,true
101,0,4,0,0,2.0,109,0,0,0,0,0,0,true,true,true
102,0,4,0,0,2.0,21,0,0,0,0,0,0,true,true,true
103,0,4,0,0,2.0,21,0,0,0,0,0,0,true,true,true
104,0,4,0,0,2.5,22,0,0,0,0,0,0,true,true,true
105,0,4,0,0,1.5,6,0,319,0,0,0,0,true,true,true
106,0,4,0,0,2.0,204,0,0,0,0,0,0,true,true,true
107,0,11,0,6,1.3,12,0,355,0,0,0,0,true,true,true
108,0,11,0,0,1.0,12,0,355,0,0,0,0,true,true,true
109,0,11,0,0,1.0,12,0,357,0,0,0,0,true,true,true
110,0,11,0,0,1.0,12,0,356,0,0,0,0,true,true,true
111,0,11,0,0,1.0,12,0,358,0,0,0,0,true,true,true
112,0,11,0,2,1.6,12,0,359,3255,0,0,0,true,true,true
113,0,6,2,0,1.2,4,0,306,0,0,851990,0,true,true,true
114,0,6,2,0,1.2,4,0,307,0,0,852150,0,true,true,true
115,0,6,2,0,1.2,4,0,308,0,0,0,0,true,true,true
116,0,6,2,0,1.2,4,0,309,0,0,0,0,true,true,true
117,0,4,0,0,1.5,65,0,0,0,0,852153,0,true,true,true
118,0,4,0,0,1.0,297,0,0,0,0,851986,0,true,true,true
119,0,4,0,0,1.0,121,0,422,0,3,589847,0,true,true,true
120,0,4,0,0,1.2,31,0,0,0,0,0,0,true,true,true
121,0,4,0,0,1.2,44,0,0,0,0,0,0,true,true,true
122,0,4,0,0,1.0,104,0,0,0,0,0,0,true,true,true
123,0,4,0,0,1.0,197,0,0,0,0,852649,0,true,true,true
124,0,4,0,0,1.0,229,0,0,0,0,0,0,true,true,true
125,0,4,0,0,1.5,63,0,0,0,0,0,0,true,true,true
126,0,4,0,0,1.5,17,0,416,0,0,0,0,true,true,true
127,0,4,0,0,1.5,20,0,0,0,0,0,0,true,true,true
128,0,4,0,0,1.5,20,0,0,0,0,0,0,true,true,true
129,0,4,0,0,1.5,21,0,0,0,0,0,0,true,true,true
130,0,4,0,0,2.0,99,0,0,0,0,852785,0,true,true,true
131,0,4,0,0,1.0,386,0,0,0,0,852007,0,true,true,true
132,0,4,0,0,1.0,382,0,0,0,0,852177,0,true,true,true
133,0,4,0,0,1.0,383,0,0,0,0,851982,0,true,true,true
134,0,4,0,0,1.0,381,0,0,0,0,852418,0,true,true,true
135,0,4,0,0,1.0,384,0,0,0,0,852015,0,true,true,true
136,0,4,0,0,1.0,58,0,0,0,0,852008,0,true,true,true
137,0,4,0,0,1.1,0,15,374,0,0,0,0,true,true,true
138,0,4,0,0,1.5,160,0,0,0,0,852027,0,true,true,true
139,0,4,0,0,1.2,151,0,0,0,0,852052,0,true,true,true
140,0,4,0,0,1.0,145,0,0,0,0,852173,0,true,true,true
141,0,4,0,0,1.5,163,0,0,0,0,0,0,true,true,true
142,0,4,0,0,0.8,97,0,0,0,0,851991,0,true,true,true
143,0,4,0,0,2.0,27,0,0,0,0,852382,0,true,true,true
144,0,4,0,0,1.1,0,26,475,0,0,0,0,true,true,true
145,0,4,0,0,0.9,0,27,370,0,0,0,0,true,true,true
146,0,4,0,0,0.9,0,28,368,0,0,0,0,true,true,true
147,0,4,0,0,0.9,0,29,372,0,0,0,0,true,true,true
148,0,4,0,0,0.9,0,30,476,0,0,0,0,true,true,true
149,0,4,0,0,2.5,48,0,0,0,0,0,0,true,true,true
150,0,4,0,0,1.5,48,0,0,0,0,0,0,true,true,true
151,0,4,0,0,2.0,53,0,0,0,0,0,0,true,true,true
152,0,4,0,0,1.1,0,31,477,0,0,0,0,true,true,true
153,0,4,0,0,0.9,0,32,370,0,0,0,0,true,true,true
154,0,4,0,0,0.9,0,33,372,0,0,0,0,true,true,true
155,0,4,0,0,1.1,0,34,368,0,0,852083,0,true,true,true
156,0,4,0,0,2.0,50,0,0,0,0,0,0,true,true,true
157,0,4,0,0,2.0,50,0,0,0,0,0,0,true,true,true
158,0,4,0,0,1.1,0,35,378,0,0,0,0,true,true,true
159,0,4,0,0,1.2,76,0,0,0,0,852010,0,true,true,true
160,0,4,0,0,0.8,152,0,0,0,0,852009,0,true,true,true
161,0,4,0,0,1.2,152,0,0,0,0,0,0,true,true,true
162,0,4,0,0,2.5,25,0,0,0,0,0,0,true,true,true
163,0,4,0,0,2.5,57,0,0,0,0,851998,0,true,true,true
164,0,4,0,0,2.5,36,0,0,0,0,0,0,true,true,true
165,0,4,0,0,1.1,0,43,376,0,0,0,0,true,true,true
166,0,7,1,0,1.2,3,0,300,0,0,852068,0,true,true,true
167,0,7,1,0,1.2,3,0,301,0,0,0,0,true,true,true
168,0,7,1,0,1.2,3,0,302,0,0,852144,0,true,true,true
169,0,7,1,0,1.2,3,0,303,0,0,852154,0,true,true,true
170,0,4,0,0,1.0,14,0,360,0,0,852031,0,true,true,true
171,0,4,0,0,1.0,14,0,361,0,0,0,0,true,true,true
172,0,4,0,0,1.0,136,0,0,0,0,852036,0,true,true,true
173,0,4,0,0,1.0,135,0,0,0,0,852170,0,true,true,true
174,0,4,0,0,1.0,137,0,0,0,0,0,0,true,true,true
175,0,4,0,0,2.0,141,0,0,0,0,852100,0,true,true,true
176,0,4,0,0,2.0,142,0,0,0,0,852129,0,true,true,true
177,0,4,0,0,2.0,143,0,0,0,0,0,0,true,true,true
178,0,4,0,0,1.2,154,0,0,0,0,852358,0,true,true,true
179,0,4,0,0,1.2,155,0,0,0,0,852037,0,true,true,true
180,0,4,0,0,1.2,156,0,0,0,0,0,0,true,true,true
181,0,4,0,0,1.2,157,0,0,0,0,852112,0,true,true,true
182,0,4,0,0,1.5,167,0,0,0,0,852181,0,true,true,true
183,0,4,0,0,1.5,168,0,0,0,0,852278,0,true,true,true
184,0,4,0,0,1.5,169,0,0,0,0,852279,0,true,true,true
185,0,4,0,0,1.5,170,0,0,0,0,0,0,true,true,true
186,0,4,0,0,1.5,171,0,0,0,0,0,0,true,true,true
187,0,4,0,0,1.5,176,0,0,0,0,852017,0,true,true,true
188,0,4,0,0,1.5,177,0,0,0,0,852168,0,true,true,true
189,0,4,0,0,1.5,178,0,0,0,0,852514,0,true,true,true
190,0,4,0,0,1.5,179,0,0,0,0,852149,0,true,true,true
191,0,4,0,0,1.5,180,0,0,0,0,852389,0,true,true,true
192,0,4,0,0,1.5,181,0,0,0,0,0,0,true,true,true
193,0,4,0,0,1.2,183,0,0,0,0,852293,0,true,true,true
194,0,4,0,0,1.2,184,0,0,0,0,852056,0,true,true,true
195,0,4,0,0,1.2,185,0,0,0,0,0,0,true,true,true
196,0,4,0,0,1.3,192,0,0,0,0,0,0,true,true,true
197,0,4,0,0,1.3,193,0,0,0,0,0,0,true,true,true
198,0,4,0,0,1.3,194,0,0,0,0,0,0,true,true,true
199,0,4,0,0,1.3,195,0,0,0,0,0,0,true,true,true
200,0,4,0,0,2.0,213,0,0,0,0,852172,0,true,true,true
201,0,4,0,0,2.0,214,0,0,0,0,853119,0,true,true,true
202,0,4,0,0,2.0,215,0,0,0,0,0,0,true,true,true
203,0,4,0,0,2.0,266,0,0,0,0,852109,0,true,true,true
204,0,4,0,0,2.0,267,0,0,0,0,852167,0,true,true,true
205,0,4,0,0,1.2,282,0,0,0,0,852019,0,true,true,true
206,0,4,0,0,1.2,283,0,0,0,0,852051,0,true,true,true
207,0,4,0,2,1.0,304,0,0,0,0,0,0,false,true,true
208,0,4,0,0,1.0,298,0,0,0,0,0,0,false,true,true
209,0,4,0,2,1.0,304,0,0,0,0,0,0,true,true,true
210,0,4,0,0,1.0,298,0,0,0,0,0,0,true,true,true
211,0,4,0,2,1.0,304,0,0,0,0,0,0,true,true,true
212,0,4,0,0,1.0,298,0,0,0,0,0,0,true,true,true
213,0,4,0,0,1.0,8,0,328,0,5,0,0,true,true,true
214,0,4,0,0,1.0,8,0,329,0,5,0,0,true,true,true
215,0,4,0,0,1.0,8,0,330,0,5,0,0,true,true,true
216,0,4,0,0,1.0,8,0,331,0,5,0,0,true,true,true
217,0,4,0,0,1.0,8,0,332,0,5,0,0,true,true,true
218,0,4,0,0,1.0,8,0,333,0,5,0,0,true,true,true
219,0,4,0,0,1.0,8,0,334,0,5,0,0,true,true,true
220,0,4,0,0,1.0,8,0,335,0,0,0,0,true,true,true
221,0,4,0,2,3.0,8,0,328,0,5,0,0,true,true,true
222,0,4,0,2,3.0,8,0,329,0,5,0,0,true,true,true
223,0,4,0,2,3.0,8,0,330,0,5,0,0,true,true,true
224,0,4,0,2,3.0,8,0,331,0,5,0,0,true,true,true
225,0,4,0,2,3.0,8,0,332,0,5,0,0,true,true,true
226,0,4,0,2,3.0,8,0,333,0,5,0,0,true,true,true
227,0,4,0,2,3.0,8,0,334,0,5,0,0,true,true,true
228,0,4,0,2,10.0,8,0,335,0,0,0,0,true,true,true
229,0,4,0,2,3.0,8,0,328,0,5,0,0,true,true,true
230,0,4,0,2,3.0,8,0,329,0,5,0,0,true,true,true
231,0,4,0,2,3.0,8,0,330,0,5,0,0,true,true,true
232,0,4,0,2,3.0,8,0,331,0,5,0,0,true,true,true
233,0,4,0,2,3.0,8,0,332,0,5,0,0,true,true,true
234,0,4,0,2,3.0,8,0,333,0,5,0,0,true,true,true
235,0,4,0,2,3.0,8,0,334,0,5,0,0,true,true,true
236,0,4,0,2,10.0,8,0,335,0,0,0,0,true,true,true
237,0,0,0,0,1.0,301,0,0,0,2,0,0,false,false,true
238,0,4,0,0,1.0,302,0,0,0,0,0,0,false,true,true
239,0,4,0,2,1.0,303,0,0,0,0,0,0,false,true,true
240,0,0,0,0,1.0,301,0,0,0,2,0,0,true,false,true
241,0,4,0,0,1.0,302,0,0,0,0,0,0,true,true,true
242,0,4,0,2,1.0,303,0,0,0,0,0,0,true,true,true
243,0,0,0,0,1.0,301,0,0,0,2,0,0,true,false,true
244,0,4,0,0,1.0,302,0,0,0,0,0,0,true,true,true
245,0,4,0,2,1.0,303,0,0,0,0,0,0,true,true,true
246,0,4,0,2,1.5,306,0,0,0,0,0,3,false,true,true
247,0,4,0,2,1.5,306,0,0,0,0,0,4,true,true,true
248,0,4,0,2,1.5,306,0,0,0,0,0,5,true,true,true
249,0,0,0,0,1.0,0,44,472,7613,0,0,0,false,true,true
250,0,0,0,0,1.0,0,45,473,7602,0,0,0,false,true,true
251,0,4,0,0,1.5,159,0,0,0,0,0,0,true,true,true
252,0,4,0,0,1.0,0,75,457,3085,0,0,0,true,true,true
253,0,4,0,0,1.0,479,0,0,0,0,0,0,true,true,true
254,0,4,0,0,1.0,481,0,0,0,0,0,0,true,true,false
255,0,4,0,2,1.8,18,0,429,0,0,0,0,true,true,true
256,0,4,0,0,1.0,18,0,427,0,0,0,0,true,true,true
257,0,4,0,0,2.0,100,0,0,0,0,0,0,true,true,true
258,0,4,0,0,1.5,167,0,0,0,0,0,0,true,true,true
259,0,4,0,2,2.5,23,0,0,0,0,0,1,true,true,true
260,0,4,0,0,1.5,22,0,0,0,0,0,0,true,true,true
261,0,4,0,0,1.0,485,0,0,0,2,0,0,true,false,false
262,0,4,0,2,1.0,247,0,0,0,0,0,2,true,true,true
263,0,4,0,0,1.0,135,0,0,0,0,0,0,true,true,true
264,0,4,0,0,2.0,142,0,0,0,0,0,0,true,true,true
265,0,4,0,0,1.0,235,0,0,0,0,0,0,true,true,true
266,0,4,0,2,12.0,482,0,0,0,0,0,0,true,true,true
267,0,11,0,0,1.0,12,0,357,0,0,0,0,true,true,true
268,0,4,0,0,2.0,99,0,0,0,0,0,0,true,true,true
269,0,4,0,0,1.0,481,0,0,0,0,0,0,true,true,false
270,0,4,0,6,1.0,34,0,0,0,0,0,0,true,true,true
271,0,4,0,0,0.5,35,0,0,0,0,0,0,true,true,true
272,0,4,0,6,1.4,18,0,428,0,0,0,0,true,true,true
273,0,4,0,6,2.8,64,0,0,0,0,0,0,true,true,true
274,0,4,0,6,2.0,17,0,417,0,0,0,0,true,true,true
275,0,4,0,0,1.5,167,0,0,0,0,0,0,true,true,true
276,0,4,0,0,1.0,18,0,427,0,0,0,0,true,true,true
277,0,7,1,0,1.2,3,0,304,0,0,0,0,true,true,true
278,0,7,1,0,1.2,3,0,300,0,0,0,0,true,true,true
279,0,7,1,0,1.2,3,0,302,0,0,0,0,true,true,true
280,0,7,1,0,1.2,3,0,303,0,0,0,0,true,true,true
281,0,4,0,0,1.5,179,0,0,0,0,0,0,true,true,true
282,0,6,2,0,1.2,4,0,310,0,0,0,0,true,true,true
283,0,6,2,0,1.2,4,0,307,0,0,0,0,true,true,true
284,0,6,2,0,1.2,4,0,308,0,0,0,0,true,true,true
285,0,6,2,0,1.2,4,0,309,0,0,0,0,true,true,true
286,0,4,0,0,1.5,159,0,0,0,0,0,0,true,true,true
287,0,4,0,0,1.5,198,0,0,0,0,0,0,true,true,true
288,0,8,0,0,1.5,5,0,316,0,0,0,0,true,true,true
289,0,8,0,0,1.5,5,0,312,0,0,0,0,true,true,true
290,0,8,0,0,1.5,5,0,315,0,0,0,0,true,true,true
291,0,8,0,0,1.5,5,0,313,0,0,0,0,true,true,true
292,0,4,0,1,2.0,81,0,0,0,0,0,0,true,true,true
293,0,4,0,1,2.0,81,0,0,0,0,0,0,true,true,true
294,0,4,0,0,1.0,386,0,0,0,0,852028,0,true,true,true
295,0,4,0,0,1.0,60,0,0,0,0,852041,0,true,true,true
296,0,4,0,0,1.0,383,0,0,0,0,0,0,true,true,true
297,0,4,0,0,1.0,385,0,0,0,0,852045,0,true,true,true
298,0,4,0,0,1.5,62,0,0,0,0,0,0,true,true,true
299,0,4,0,0,1.0,383,0,0,0,0,852042,0,true,true,true
300,0,4,0,0,2.0,204,0,0,0,0,0,0,true,true,true
301,0,4,0,0,2.0,167,0,0,0,0,0,0,false,true,true
302,0,4,0,0,2.0,270,0,0,0,0,852034,0,true,true,true
303,0,4,0,0,1.5,159,0,0,0,0,0,0,true,true,true
304,0,4,0,0,1.0,145,0,0,0,0,0,0,true,true,true
305,0,4,0,0,2.0,265,0,0,0,0,852271,0,true,true,true
306,0,4,0,0,1.0,78,0,0,0,0,852033,0,true,true,true
307,0,6,2,0,1.5,4,0,307,0,0,0,0,true,true,true
308,0,6,2,0,1.5,4,0,308,0,0,0,0,true,true,true
309,0,4,0,0,1.1,0,46,378,0,0,0,0,true,true,true
310,0,4,0,0,1.1,0,47,375,0,0,0,0,true,true,true
311,0,4,0,0,1.0,0,48,375,0,0,852337,0,true,true,true
312,0,4,0,0,1.5,280,0,0,0,0,852191,0,true,true,true
313,0,4,0,0,1.0,126,0,0,0,0,852062,0,true,true,true
314,0,4,0,0,1.0,190,0,0,0,0,0,0,true,true,true
315,0,4,0,0,1.0,0,49,386,0,0,852546,0,true,true,true
316,0,4,0,0,1.0,0,50,387,0,0,0,0,true,true,true
317,0,4,0,0,1.0,0,51,388,0,0,852114,0,true,true,true
318,0,4,0,0,1.0,0,52,389,0,0,852115,0,true,true,true
319,0,4,0,0,1.1,0,53,390,0,0,0,0,true,true,true
320,0,4,0,0,1.5,198,0,0,0,0,852435,0,true,true,true
321,0,4,0,0,2.0,198,0,0,0,0,853079,0,true,true,true
322,0,4,0,0,1.0,138,0,0,0,0,852142,0,true,true,true
323,0,4,0,0,0.5,138,0,0,0,0,0,0,true,true,true
324,0,4,0,0,1.5,279,0,0,0,0,851996,0,true,true,true
325,0,4,0,0,1.6,149,0,0,0,0,852133,0,true,true,true
326,0,4,0,0,1.6,148,0,0,0,0,852047,0,true,true,true
327,0,4,0,0,2.0,101,0,0,0,0,852523,0,true,true,true
328,0,8,0,0,1.5,5,0,312,0,0,852138,0,true,true,true
329,0,8,0,0,1.5,5,0,313,0,0,852066,0,true,true,true
330,0,8,0,0,1.5,5,0,315,0,0,0,0,true,true,true
331,0,8,0,0,1.5,5,0,314,0,0,852067,0,true,true,true
332,0,8,0,0,2.0,5,0,314,0,0,0,0,true,true,true
333,0,4,0,0,1.0,9,0,337,0,0,852535,0,true,true,true
334,0,4,0,0,1.0,9,0,341,0,0,852527,0,true,true,true
335,0,4,0,0,1.0,9,0,339,0,0,0,0,true,true,true
336,0,4,0,0,1.0,9,0,340,0,0,0,0,true,true,true
337,0,4,0,0,1.5,9,0,337,0,0,0,0,true,true,true
338,0,4,0,0,1.5,287,0,0,0,0,852064,0,true,true,true
339,0,4,0,0,1.5,173,0,0,0,0,852048,0,true,true,true
340,0,4,0,0,1.5,174,0,0,0,0,0,0,true,true,true
341,0,4,0,0,2.0,130,0,0,0,0,852050,0,true,true,true
342,0,4,0,0,2.0,264,0,0,0,0,0,0,true,true,true
343,0,4,0,0,1.0,10,0,342,0,0,0,0,true,true,true
344,0,4,0,0,1.0,10,0,343,0,0,0,0,true,true,true
345,0,4,0,0,1.0,10,0,344,0,0,852270,0,true,true,true
346,0,4,0,0,1.0,10,0,345,0,0,0,0,true,true,true
347,0,4,0,0,2.0,24,0,0,0,0,852063,0,true,true,true
348,0,4,0,0,1.0,0,54,391,0,0,852001,0,true,true,true
349,0,4,0,0,1.0,0,55,392,0,0,852029,0,true,true,true
350,0,4,0,0,1.1,0,56,393,0,0,0,0,true,true,true
351,0,4,0,0,2.0,26,0,0,0,0,852049,0,true,true,true
352,0,4,0,0,1.0,0,57,394,0,0,852059,0,true,true,true
353,0,4,0,0,1.0,0,58,395,0,0,852061,0,true,true,true
354,0,4,0,0,1.0,0,59,396,0,0,0,0,true,true,true
355,0,4,0,0,1.1,0,60,398,0,0,852011,0,true,true,true
356,0,4,0,0,2.0,268,0,0,0,0,852120,0,true,true,true
357,0,4,0,0,1.0,238,0,0,0,0,852070,0,true,true,true
358,0,4,0,0,1.0,95,0,0,0,0,852419,0,true,true,true
359,0,7,1,0,1.5,3,0,300,0,0,0,0,true,true,true
360,0,7,1,0,1.5,3,0,301,0,0,0,0,true,true,true
361,0,7,1,0,1.5,3,0,303,0,0,0,0,true,true,true
362,0,4,0,0,1.5,14,0,360,0,0,0,0,true,true,true
363,0,4,0,0,1.0,0,61,399,0,0,852253,0,true,true,true
364,0,4,0,0,1.0,0,62,400,0,0,852775,0,true,true,true
365,0,4,0,0,1.0,0,63,401,0,0,0,0,true,true,true
366,0,4,0,0,1.1,0,64,402,0,0,0,0,true,true,true
367,0,4,0,0,1.0,0,65,403,0,0,0,0,true,true,true
368,0,4,0,0,1.0,0,66,404,0,0,0,0,true,true,true
369,0,4,0,0,1.0,0,67,405,0,0,0,0,true,true,true
370,0,4,0,0,1.1,0,68,404,0,0,0,0,true,true,true
371,0,4,0,0,1.0,242,0,0,0,0,0,0,true,true,true
372,0,4,0,0,1.0,0,69,407,0,0,852774,0,true,true,true
373,0,4,0,0,1.0,0,70,408,0,0,0,0,true,true,true
374,0,4,0,0,1.0,0,71,409,0,0,0,0,true,true,true
375,0,4,0,0,1.1,0,72,410,0,0,0,0,true,true,true
376,0,11,0,0,1.3,12,0,355,0,0,0,0,true,true,true
377,0,4,0,0,1.0,228,0,0,0,0,0,0,true,true,true
378,0,4,0,0,1.0,253,0,662,0,0,0,0,true,true,true
379,0,4,0,0,1.0,481,0,0,0,2,0,0,true,false,false
380,0,0,0,0,1.0,0,73,95,0,0,0,0,true,true,true
381,0,0,0,0,1.0,0,74,95,0,0,0,0,true,true,true
382,0,4,0,0,1.0,355,0,0,0,0,852054,0,true,true,true
383,0,4,0,0,1.0,356,0,0,0,0,852161,0,true,true,true
384,0,4,0,0,1.0,358,0,0,0,0,852146,0,true,true,true
385,0,4,0,0,1.0,359,0,0,0,0,852058,0,true,true,true
386,0,4,0,0,1.0,360,0,0,0,0,852942,0,true,true,true
387,0,4,0,0,1.0,362,0,0,0,0,852375,0,true,true,true
388,0,4,0,0,1.0,363,0,0,0,0,0,0,true,true,true
389,0,4,0,0,1.0,364,0,0,0,0,852055,0,true,true,true
390,0,4,0,0,1.0,365,0,0,0,0,0,0,true,true,true
391,0,4,0,0,1.0,366,0,0,0,0,0,0,true,true,true
392,0,4,0,0,1.0,367,0,0,0,0,0,0,true,true,true
393,0,4,0,0,1.0,371,0,0,0,0,0,0,true,true,true
394,0,4,0,0,1.0,372,0,0,0,0,0,0,true,true,true
395,0,4,0,0,1.0,373,0,0,0,0,852165,0,true,true,true
