Index,0 [0x0][0x0],1 [0x2][0x14],2 [0x0][0x4],3 [0x2][0x15],4 [0x2][0x16],5 [0x2][0x17],6 [0x2][0x18],7 [0x2][0x19],8 [0x0][0x8],9 [0x0][0xc],10 [0x0][0x10],11 [0x5][0x24],12 [0x3][0x30],13 [0x3][0x31],14 [0x3][0x32],15 [0x3][0x33],16 [0x3][0x34],17 [0x3][0x35],18 [0x3][0x36],19 [0x3][0x37],20 [0x3][0x38],21 [0x19][0x40],22 [0x1a][0x40],23 [0x1b][0x40],24 [0x1c][0x40],25 [0x5][0x26],26 [0x1d][0x40],27 [0x1e][0x40],28 [0x5][0x28],29 [0x5][0x2a],30 [0x1f][0x40],31 [0x3][0x39],32 [0x3][0x3a],33 [0x5][0x2c],34 [0x3][0x3b],35 [0x3][0x3c],36 [0x3][0x3d],37 [0x20][0x40],38 [0x19][0x41],39 [0x1a][0x41],40 [0x1b][0x41],41 [0x1c][0x41],42 [0x3][0x3e],43 [0x5][0x2e],44 [0x3][0x3f],45 [0x0][0x1c],46 [0x0][0x20]
13,"écureuil nain",0,"écureuils nains",0,1,1,0,0,"Vous appelez votre mascotte écureuil nain. Si vous aviez toujours rêvé de vivre des aventures accompagné d'un petit écureuil, votre souhait sera comblé.","Ce jeune mammifère a été vendu comme un écureuil par un marchand uldien, mais sa queue longue dénuée de fourrure semble trahir une tromperie sur la marchandise. Rat ou écureuil, le mystère demeure.","Squik squik!",431,100,30,0,0,0,2,0,8,7,true,false,false,true,0,false,true,4513,7,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
14,"fungus miniature",0,"fungi miniatures",0,0,1,0,0,"Vous appelez votre mascotte fungus miniature. Ce champignon vous suivra partout.","Ce tendre fungus est populaire chez les gourmets. Selon la Grande Histoire naturelle éorzéenne, le fungus peut prendre le contrôle du cerveau d'un être par le biais de ses spores, et faire de lui un véritable pot de fleur ambulant.","Bwih bwih",432,100,30,0,0,0,2,0,8,8,true,false,true,false,0,false,true,4514,8,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
15,"chigoe apprivoisé",0,"chigoes apprivoisés",0,0,1,0,0,"Vous appelez votre mascotte chigoe apprivoisé. Ce chigoe sera comme un frère de sang pour vous. Dans tous les sens du terme. ","Dans l'ancienne Cité de Gelmorra, les chigoes étaient employés pour saigner les malades, afin, pensait-on, de les débarrasser naturellement des esprits nocifs. Ce bébé est apprivoisé et veut conclure un pacte de sang avec son hôte.","Tchit tchit!",433,100,30,0,0,0,2,0,8,9,true,true,true,false,0,false,true,4515,9,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
16,"oiseau bleu",0,"oiseaux bleus",0,1,1,0,0,"Vous appelez votre mascotte oiseau bleu. Cet oiseau bleu, que vous avez enfin trouvé, vous portera peut-être chance.","Cet oisillon bleu serait un porte-bonheur. Il niche d'ordinaire dans les arbres, mais peut à de rares occasions s'établir dans des coffres de fabrication humaine. C'est une chance exceptionnelle que de trouver un de ces coffres.","Cui cui!",434,80,30,0,0,0,2,2,8,10,true,true,false,true,0,false,true,4516,10,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
17,"faon aux yeux de biche",0,"faons aux yeux de biche",0,0,1,0,0,"Vous appelez votre mascotte faon aux yeux de biche. Ce faon a dû provoquer l'émotion générale de l'assistance lorsqu'il s'est mis debout pour la première fois.","Ce jeune faon s'est dressé sur ses pattes dès la naissance pour se protéger des prédateurs, mais un chasseur l'a alors capturé et vendu à l'armurière Rowena. Arraché ainsi à sa mère dès la naissance, il a un grand besoin affectif.","Kii kii",435,100,30,0,0,30,2,0,8,11,true,false,false,true,0,false,true,4517,11,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
18,"bébé imp",0,"bébés imp",0,0,1,0,0,"Vous appelez votre mascotte bébé imp. Ce petit démon rêve de devenir roi des sept enfers quand il sera grand. En attendant, il joue les âmes damnées.","Ce jeune diablotin se serait introduit dans notre monde par une fissure du néant. Il élabore des farces et espiègleries avec beaucoup de zèle, rêvant de devenir roi des sept enfers quand il sera grand.","Gni hi hi hi!",436,100,30,0,0,0,2,0,8,12,true,false,false,true,0,false,true,4518,29,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
19,"joli coeurl",0,"jolis coeurls",0,0,1,0,0,"Vous appelez votre mascotte joli coeurl. Ce coeurl est si jeune qu'il n'a pas encore la moustache.","Un fier félin que vous avez sauvé d'un chien qui le poursuivait. Il vous prend depuis pour sa mère et attaque ceux qui sont agressifs envers vous. Il n'a pas encore les longues moustaches caractéristiques de son espèce.","Ron ron...",437,85,10,10,0,0,2,0,8,13,true,true,false,true,35,true,true,4552,13,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
20,"coeurl noir",0,"coeurls noirs",0,0,1,0,0,"Vous appelez votre mascotte coeurl noir. Sa fourrure sombre est très douce au toucher.","À la différence de ses cousins plus ordinaires, ce coeurl est entièrement recouvert de fourrure noire. La beauté et l'élégance de ce pelage si rare ne doivent pas faire oublier qu'il est également recouvert d'une aura magique\nimpressionnante.","Grrr...",438,75,10,10,0,0,2,0,8,13,true,true,false,true,35,true,true,4614,13,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
21,"Hildibrand miniature",0,"Hildibrand miniatures",0,0,1,0,0,"Vous appelez votre mascotte Hildibrand miniature. Attention, Nashu va être jalouse!","En vadrouille dans une lointaine contrée interstellaire, l'orfèvre le plus balèze d'Éorzéa voulut rendre hommage à son fils qui lui manquait tant. Il a donc fabriqué ces poupées de Hildibrand et de Nashu.","Hildibraaaand!!",882,100,10,0,0,0,1,0,8,0,false,false,false,false,0,false,true,4615,268,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
22,"golem graveleux",0,"golem graveleux",0,0,1,0,0,"Vous appelez votre mascotte golem graveleux. Ce golem miniature est moins rugueux qu'il n'en a l'air.","Ce pantin a été créé sur le modèle des golems de la fin de la 5e ère astrale. Il n'a cependant rien de magique et est identique aux autres pantins. Malgré son apparence rigide, son corps est plutôt doux au toucher.","Grwoooh...",440,100,30,0,0,0,1,0,8,0,false,false,false,false,0,false,true,4519,202,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
23,"tomberry mécanique",0,"tomberry mécaniques",0,0,1,0,0,"Vous appelez votre mascotte tomberry mécanique. Pensez à vous retourner de temps à autre quand il marche derrière vous, au cas où...","Ce Tomberry semble plutôt mignon à première vue, mais est empli d'une immense rancœur. On le dit capable de poignarder son maître pendant son sommeil. Heureusement pour vous, ledit couteau est en tissu..."," ...    ",441,100,30,0,0,0,1,0,8,0,false,false,false,false,0,true,true,4553,203,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
24,"tortue naine",0,"tortues naines",0,0,1,1,0,"Vous appelez votre mascotte tortue naine. Si elle arrive à vivre sept cents ans, cette tortue deviendra peut-être un grand sage génial.","Une adamankhélone venue des atolls de sel. Elle aime suivre son maître mais déteste marcher, aussi elle a mis au point une technique consistant à tourner sur elle-même pour se déplacer. Être une tortue peut avoir certains inconvé-\nnients.","Kwuh kwuh",442,100,30,0,0,0,2,0,8,18,true,false,false,true,0,false,true,4520,18,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
25,"bébé raptor",0,"bébés raptors",0,0,1,0,0,"Vous appelez votre mascotte bébé raptor. Ce bébé raptor a été incubé artificiellement. Très joueur, il adore mordiller. Par chance, ses dents définitives n'ont pas encore poussé.","Apprenant que les Gobelins apprivoisaient des raptors pour en faire des animaux de compagnie, un marchand de Ramebourg tenta d'en élever un avec un œuf. Le reptile aime mordiller et sera peut-être un allié précieux un jour.","Groah!",443,100,30,0,0,0,2,0,8,19,true,false,false,true,0,false,true,4521,11,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
26,"bébé chauve-souris",0,"bébés chauve-souris",0,0,1,0,0,"Vous appelez votre mascotte bébé chauve-souris. Cette petite chauve-souris vous donnera l'illusion d'être un vampire.","Une chauve-souris vendue par Nonoroon avec le slogan “une délicieuse chauve-souris toute fraîche”. Elle n'a pas l'air très bonne à manger, mais peut au moins vous donner l'illusion d'être un vampire.","Kriii kriii!",444,100,30,0,0,0,2,0,8,20,true,false,false,false,0,false,true,4522,20,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
27,"bulbe miniature",0,"bulbe miniature",0,0,1,0,0,"Vous appelez votre mascotte bulbe miniature. Ce mini bulbe grandira peut-être pour devenir un magnifique tréant... Ou pas.","Ce bulbe qui trottine sur ses racines est toujours à la recherche d'une terre fertile et aime les endroits ensoleillés. Il lui arrive de tomber et de se retrouver coincé dans des trous ou des vieux coffres.","Trrt trrt...",445,100,30,0,0,0,2,0,8,21,true,false,false,false,0,false,true,4523,21,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
28,"lapin mutin",0,"lapins mutins",0,0,1,0,0,"Vous appelez votre mascotte lapin mutin. Ce jeune spriggan raffole des pierres précieuses, à condition qu'elles ne soient pas trop dures.","Ce bébé spriggan amateur de joyaux n'a pas encore toutes ses dents et dévore du gravier faute de pouvoir croquer plus dur. On le nomme “lapin” pour ses oreilles ou “noiraud” s'il se couvre de poussière en quête de minerai.","Twi-dwi-dwi!",446,100,10,0,0,30,2,0,8,22,true,false,true,false,0,false,true,4524,22,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
29,"dullahan nain",0,"dullahan nains",0,0,1,0,0,"Vous appelez votre mascotte dullahan nain. Vous vous sentirez plus en sécurité accompagné de ce mini chevalier en armure.","Ce pantin s'inspire des dullahans, entités immatérielles qui investissent des armures pour en faire leur corps dans le monde physique. Ce pantin dullahan recèle cependant un mécanisme à l'intérieur de son casque. ","Cling clang...",447,100,30,0,0,0,1,0,8,0,false,false,false,false,0,false,true,4525,204,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
30,"têtard géant",0,"têtards géants",0,0,1,0,0,"Vous appelez votre mascotte têtard géant. Si vous vous occupez bien de ce têtard, il évoluera peut-être en crapaud géant. Mais est-ce vraiment ce que vous voulez?","Ce têtard est le petit d'un crapaud géant du Thanalan. Il deviendra lui aussi un crapaud lorsque ses pattes sortiront, qui s'en prendra peut-être aux riverains. Ah, être un batracien, c'est la belle vie! Nager, c'est le pied!","Tchh tchh!",448,100,30,0,0,0,2,0,8,24,true,false,false,false,0,false,true,4526,24,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
31,"puk potelé",0,"puks potelés",0,0,1,0,0,"Vous appelez votre mascotte puk potelé. Ce puk grassouillet aurait besoin de faire un régime s'il veut voler plus haut.","Vous avez sauvé ce puk qui a bien failli servir de casse-croûte au cyclope Stéropès dans le Coerthas. Il vous en sera infiniment reconnaissant... du moins jusqu'à ce que son instinct sauvage reprenne le dessus.","Boing boing",449,100,30,0,0,0,2,0,8,25,true,false,false,true,0,false,true,4527,25,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
32,"bufflon",0,"bufflons",0,0,1,0,0,"Vous appelez votre mascotte bufflon. Ce bébé buffle a l'air si dodu et tendre qu'il met l'eau à la bouche.","Ce bufflon vivait caché dans un coin du refuge des sables, jusqu'au jour où il a été découvert à l'occasion du déménagement. On ignore qui l'y avait amené, mais vous l'avez recueilli. Il est si dodu que sa chair doit être délicieuse.","Meuh!",450,100,30,0,0,0,2,0,8,26,true,true,false,true,0,false,true,4528,26,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
33,"mini pampa",0,"mini pampas",0,0,1,0,0,"Vous appelez votre mascotte mini pampa. Ce cactus est si petit que s'il essayait de projeter ses épines, il n'arriverait pas à en lancer 100.","D'après le jeune zombi Hab, ce bébé pampa serait né de l'union des cactuars n°1 et n°2. Mais il s'agit peut-être en réalité d'un “accident” des cactuars n°3 et 2, qui sait...","!?",451,100,20,0,0,20,2,0,3,27,true,true,false,false,0,false,true,4529,27,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
34,"coquépique",0,"coquépiques",0,0,1,1,0,"Vous appelez votre mascotte coquépique. Ce petit crabe à la démarche dodelinante serait particulièrement adapté à l'entraînement en équipe.","Tombé en plein combat sur les Rives sanglantes, ce crabe a été sauvé de justesse en tombant dans le butin. Cette espèce est célèbre pour avoir fait la joie des guerriers désireux de se faire la main dans des tunnels ensablés, jadis...","Krt krt krt",452,100,30,0,0,0,2,0,8,28,true,true,false,false,0,false,true,4530,28,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
35,"bébé chacal",0,"bébés chacals",0,0,1,0,0,"Vous appelez votre mascotte bébé chacal. Il rêve qu'on l'appelle “le loup noir” quand il sera grand.","Ce jeune canidé a été entraîné pour le combat militaire. Il sera sans doute un fidèle compagnon sur le champ de bataille. Il rêve qu'on l'appelle “le loup noir” quand il sera grand.","Awouuuuh!",453,100,10,10,0,0,2,0,8,29,true,true,true,true,19,true,true,4550,12,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
36,"œil apprivoisé",0,"yeux apprivoisés",0,1,1,0,0,"Vous appelez votre mascotte œil apprivoisé. Ce jeune ahriman facétieux vous suivra comme une ombre et ne vous quittera pas des yeux. Enfin, de l'œil...","Un jeune ahriman. D'après un chercheur, cette entité serait née d'une larme d'ahriman, mais ce phénomène n'a jamais pu être observé. Il vous fixera jour et nuit jusqu'à l'obsession, ne vous quittant pas des yeux. Enfin, de l'œil.","Sbwih...",454,100,30,0,0,0,2,0,8,30,true,false,true,true,0,false,true,4531,30,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
37,"dodu dodo",0,"dodu dodo",0,0,1,0,0,"Vous appelez votre mascotte dodu dodo. Ce dodo dodu dodeline doucement.","Un poussin de dronte de Mazlaya. Sa glande à venin ayant été retirée, il ne crache pas de gaz empoisonné. Adulte, il pourra être mangé tel quel, et ses œufs peuvent être cuisinés en délicieuse omelette. Vous avez hâte d'y goûter...","Glou glou!",455,100,30,0,0,30,2,0,8,31,true,false,false,true,0,false,true,4532,31,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
38,"larve de coblyn",0,"larves de coblyn",0,0,1,1,0,"Vous appelez votre mascotte larve de coblyn. Les insectes sont nos amis, il faut les aimer aussi.","Le coblyn se fixe à une paroi rocheuse pendant de longues périodes pour faire grandir sa coquille. Sa sécrétion lui permet de disséquer et assimiler les minerais de sa roche hôte.","Krrt krrt krrt",456,100,30,0,0,0,2,0,8,32,true,false,false,false,0,false,true,4533,32,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
39,"mini bouquetin",0,"mini bouquetins",0,0,1,0,0,"Vous appelez votre mascotte mini bouquetin. Un bouquetin miniature à la fourrure soyeuse.","Même si ses habitudes alimentaires lui valent une mauvaise image dans la culture du Coerthas, le Peuple des dunes considère le bouquetin comme un symbole de fortune, et offre ces poupées porte-bonheur aux\nnouveaux-nés.","Bêê bêê",457,85,30,0,0,0,1,0,8,0,false,false,false,false,0,false,true,4534,205,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
40,"apkallu nain",0,"apkallus nains",0,1,1,0,0,"Vous appelez votre mascotte apkallu nain. Il vous suivra même sans que vous lui donniez du poisson.","Ce bébé apkallu vous a été offert par Millith et Jonathas pour récompenser votre esprit d'aventure remarquable, et en référence aux Chutes de l'Apkallu où vous les avez rencontrés. Mais tout ceci échappe à cet adorable poussin...","Tap tap tap",458,100,30,0,0,0,2,0,8,34,true,true,false,true,0,false,true,4535,34,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
41,"goobbue goulu",0,"goobbues goulu",0,0,1,0,0,"Vous appelez votre mascotte goobbue goulu. Attention de ne pas vous faire mordre les doigts.","Un jeune goobbue. En raison de son jeune âge, seules quelques pousses vertes recouvrent sa tête. Connu pour être un glouton, ce petit risque de vous coûter cher en nourriture avant d'atteindre l'âge adulte.","Mwom mwom",459,100,10,0,0,0,2,0,8,35,true,false,false,false,0,false,true,4536,35,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
42,"mini pudding",0,"mini puddings",0,0,1,0,0,"Vous appelez votre mascotte mini pudding. Malgré les apparences, il ne s'agit pas d'un dessert lacté.","Les puddings se reproduisent en se divisant. Laissez-en un au fond d'un coffre, et il se multipliera à l'infini! On raconte que l'ancêtre de ce pudding était de couleur noire et non violette.","Bwim bwim",460,100,30,0,0,0,2,0,8,36,true,false,true,false,0,false,true,4537,36,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
43,"maquette magitek",0,"maquettes magitek",0,0,1,1,0,"Vous appelez votre mascotte maquette magitek. Une réplique exacte au 1/9e. Soldat impérial vendu séparément.","Une maquette de la série “chefs-d'œuvre miniatures par la guilde des orfèvres”. Il s'agit d'une reproduction fidèle d'une avant-garde magitek, une armure téléguidée impériale, au 1/9e. Le soldat n'est pas fourni.","Dzwang dzwang",461,100,30,0,0,0,1,0,8,0,false,false,false,false,0,false,true,4538,221,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
44,"bloc démonique",0,"blocs démoniques",0,0,1,0,0,"Vous appelez votre mascotte bloc démonique. Un sorcier des temps anciens a enchanté ce bloc pour s'entraîner. Si vous en aviez plusieurs, vous pourriez en faire un mur...","Un étrange bloc fonctionnant grâce à la magie. Apparemment, un sorcier d'Amdapor aurait fabriqué celui-ci pour s'entraîner. En empiler un certain nombre pourrait donner naissance à un mur démonique.","Krrr krrr",462,100,10,0,0,30,2,0,8,38,true,false,true,false,0,false,true,4539,38,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
45,"taupe trapue",0,"taupes trapues",0,0,1,1,0,"Vous appelez votre mascotte taupe trapue. Malgré ce qu'on pourrait croire, cette taupe miniature n'essaye pas de s'enfouir sous le sol.","Une jeune taupe née dans le potager royal et qui a subi les terribles expériences de la zoologiste Marcette. Vous l'avez recueillie, mais sait-elle seulement qui a abattu sa vraie mère...?","Pomp-pomp-pomp!",463,100,30,0,0,0,2,0,8,39,true,false,false,true,0,false,true,4540,39,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
46,"belin bêlant",0,"belin bêlant",0,0,1,0,0,"Vous appelez votre mascotte belin bêlant. Ce tendre mouton originaire d'Orient est aussi soyeux qu'adorable.","Vous avez adopté ce petit mouton rebelle, après l'avoir sauvé d'un péril mortel lors de la fête de la transition qui célèbre Menphina la Bien-Aimante. Bien qu'il ait perdu son pouvoir protecteur, il semble heureux de vous suivre\npartout dans vos\naventures.","Bêêêh!",464,100,30,0,0,0,2,0,10,40,true,true,false,true,0,false,true,4541,70,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
47,"mini gluant",0,"mini gluants",0,0,1,0,0,"Vous appelez votre mascotte mini gluant. Les petits garçons à travers Éorzéa rêvent de jouer avec ce gluant, tandis que les petites filles le trouvent dégoûtant.","Un gluant coupé en fines tranches. Ce monstre apparaît spontanément dans les eaux sales lors des travaux de forage, c'est pourquoi les mineurs le détestent. Et pourtant, quelques-uns lui portent une certaine affection...","Zwuh zwuh",465,100,30,0,0,0,2,0,8,41,true,false,true,false,0,false,true,4551,41,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
48,"mini mini mandragore",0,"mini mini mandragores",0,0,1,1,0,"Vous appelez votre mascotte mini mini mandragore. Malgré sa taille réduite, cette mandragore peut pousser des cris très perçants.","Une jeune pousse de mandragore. Il peut arriver qu'on en trouve en fauchant les hautes herbes. Si l'on tente de l'arracher du sol, elle pousse alors des cris perçants insoutenables."," ...    ",466,90,20,0,30,0,2,0,8,42,true,true,false,true,0,false,true,4542,42,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
