Index,0 [0x0][0x0],1 [0x2][0x10],2 [0x0][0x4],3 [0x2][0x11],4 [0x2][0x12],5 [0x2][0x13],6 [0x2][0x14],7 [0x2][0x15],8 [0x0][0x8],9 [0x0][0xc],10 [0x5][0x24],11 [0x5][0x26],12 [0x3][0x28],13 [0x7][0x18],14 [0x3][0x29],15 [0x6][0x1c],16 [0x6][0x20]
2000040,"Erdbonbon",4,"Erdbonbons",1,0,1,2,0,"Eine lecker aussehende Süßigkeit in der Farbe eines Erdkristalls. Schmeckt leicht torfig, ist aber sicher furchtbar gesund.","Erdbonbon",22626,1,1,66704,3,83,85
2000041,"Bomber-Daumen",4,"Bomber-Daumen",1,0,1,0,0,"Der abgetrennte Daumen eines nichtsgesandten Bombers.","Bomber-Daumen",30201,1,5,66705,3,83,85
2000042,"Kürbislaterne",3,"Kürbislaternen",1,0,1,1,0,"Diese schicke Laterne ist dem legendären Großen Kürbis nachempfunden.","Kürbislaterne",24153,1,1,66706,5,83,85
2000043,"Bomber-Daumen",4,"Bomber-Daumen",1,0,1,0,0,"Der abgetrennte Daumen eines nichtsgesandten Bombers.","Bomber-Daumen",30201,1,1,66706,3,83,85
2000044,"saur[a] Funkenregen",4,"saur[a] Funkenregen",1,0,1,0,0,"Ein Feuerwerk, das unbedenklich aus der Hand heraus gezündet werden kann und schillernde Funken versprüht.","Saurer Funkenregen",22647,1,1,66706,3,83,85
2000045,"Feuerbonbon",4,"Feuerbonbons",1,0,1,2,0,"Eine lecker aussehende Süßigkeit in der Farbe eines Feuerkristalls. Brennt beim Lutschen nur ein ganz klein wenig auf der Zunge.","Feuerbonbon",22624,1,1,66700,3,83,85
2000046,"Windbonbon",4,"Windbonbons",1,0,1,2,0,"Eine lecker aussehende Süßigkeit in der Farbe eines Windkristalls. Sorgt für frischen Atem!","Windbonbon",22625,1,1,66700,3,83,85
2000047,"Erdbonbon",4,"Erdbonbons",1,0,1,2,0,"Eine lecker aussehende Süßigkeit in der Farbe eines Erdkristalls. Schmeckt leicht torfig, ist aber sicher furchtbar gesund.","Erdbonbon",22626,1,1,66700,3,83,85
2000048,"Bomber-Daumen",4,"Bomber-Daumen",1,0,1,0,0,"Der abgetrennte Daumen eines nichtsgesandten Bombers.","Bomber-Daumen",30201,1,5,66701,3,83,85
2000049,"Kürbislaterne",3,"Kürbislaternen",1,0,1,1,0,"Diese schicke Laterne ist dem legendären Großen Kürbis nachempfunden.","Kürbislaterne",24153,1,1,66702,5,83,85
2000050,"Bomber-Daumen",4,"Bomber-Daumen",1,0,1,0,0,"Der abgetrennte Daumen eines nichtsgesandten Bombers.","Bomber-Daumen",30201,1,1,66702,3,83,85
2000051,"saur[a] Funkenregen",4,"saur[a] Funkenregen",1,0,1,0,0,"Ein Feuerwerk, das unbedenklich aus der Hand heraus gezündet werden kann und schillernde Funken versprüht.","Saurer Funkenregen",22646,1,1,66702,3,83,85
2000052,"Feuerbonbon",4,"Feuerbonbons",1,0,1,2,0,"Eine lecker aussehende Süßigkeit in der Farbe eines Feuerkristalls. Brennt beim Lutschen nur ein ganz klein wenig auf der Zunge.","Feuerbonbon",22624,1,1,66708,3,83,85
2000053,"Windbonbon",4,"Windbonbons",1,0,1,2,0,"Eine lecker aussehende Süßigkeit in der Farbe eines Windkristalls. Sorgt für frischen Atem!","Windbonbon",22625,1,1,66708,3,83,85
2000054,"Erdbonbon",4,"Erdbonbons",1,0,1,2,0,"Eine lecker aussehende Süßigkeit in der Farbe eines Erdkristalls. Schmeckt leicht torfig, ist aber sicher furchtbar gesund.","Erdbonbon",22626,1,1,66708,3,83,85
2000055,"Bomber-Daumen",4,"Bomber-Daumen",1,0,1,0,0,"Der abgetrennte Daumen eines nichtsgesandten Bombers.","Bomber-Daumen",30201,1,5,66709,3,83,85
2000056,"Kürbislaterne",3,"Kürbislaternen",1,0,1,1,0,"Diese schicke Laterne ist dem legendären Großen Kürbis nachempfunden.","Kürbislaterne",24153,1,1,66710,5,83,85
2000057,"Bomber-Daumen",4,"Bomber-Daumen",1,0,1,0,0,"Der abgetrennte Daumen eines nichtsgesandten Bombers.","Bomber-Daumen",30201,1,1,66710,3,83,85
2000058,"saur[a] Funkenregen",4,"saur[a] Funkenregen",1,0,1,0,0,"Ein Feuerwerk, das unbedenklich aus der Hand heraus gezündet werden kann und schillernde Funken versprüht.","Saurer Funkenregen",22645,1,1,66710,3,83,85
2000059,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000060,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000061,"Dosis[p] Bernstein-Fungizid",3,"Dosen[p] Bernstein-Fungizid",1,0,1,1,0,"Dieses Fungizid hast du von Gabineaux in seiner Laube erhalten.","Bernstein-Fungizid",20661,1,3,65663,3,83,85
2000062,"Stechmücken-Eierbeutel",4,"Stechmücken-Eierbeutel",2,0,1,0,0,"Der prall gefüllte Eierbeutel einer Stechmücke.","Stechmücken-Eierbeutel",22623,1,8,65664,3,83,85
2000063,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000064,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000065,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000066,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000067,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000068,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000069,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000070,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000071,"Anolis-Ei",4,"Anolis-Eier",2,0,1,2,0,"Das Ei eines Anolis.","Anolis-Ei",25251,1,4,65661,3,83,85
2000072,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000073,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000074,"hausgemacht[a] Aalpastete",3,"hausgemacht[a] Aalpasteten",1,0,1,1,0,"Diese Aalpastete wurde von Miounne persönlich gebacken.","Hausgemachte Aalpastete",24305,1,1,65621,3,83,85
2000075,"Damettas Bohnensack[p]",4,"Damettas Bohnensäcke[p]",2,0,0,0,1,"Dieser Sack ist prall gefüllt mit Mun-Tuy-Bohnen.","Damettas Bohnensack",22623,1,6,65639,3,83,85
2000076,"parfümiert[a] Brief",4,"parfümiert[a] Briefe",2,0,1,0,0,"Diesen Brief hat Ailbert verloren.","Parfümierter Brief",26151,1,1,65635,3,83,85
2000077,"Mikrochu-Blatt",2,"Mikrochu-Blätter",2,0,1,2,0,"Das junge Blatt eines Mikrochus.","Mikrochu-Blatt",25201,1,4,65634,0,83,85
2000078,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000079,"F'mibhas' Schreiben[p]",4,"F'mibhas' Schreiben[p]",1,0,0,2,1,"Dieses versiegelte Schriftstück hast du von F'mibhas in der Waldläufergilde erhalten.","F'mibhas' Schreiben",25918,0,1,65560,0,83,85
2000080,"Proviantpaket",4,"Proviantpakete",2,0,1,2,0,"Dieses Proviantpaket hast du von Celestine in Miounnes Hexenstübchen erhalten.","Proviantpaket",22623,0,1,65570,0,83,85
2000081,"Hornspeerspitze",3,"Hornspeerspitzen",1,0,1,1,0,"Diese Speerspitze wurde aus Horn gefertigt.","Hornspeerspitze",22303,0,1,65574,0,83,85
2000082,"Klumpen[p] Bienenwachsfett",4,"Klumpen[p] Bienenwachsfett",1,0,1,0,0,"Dieses Fett wurde aus Bienenwachs hergestellt.","Bienenwachsfett",22636,0,1,65574,0,83,85
2000083,"robust[a] Strohseil",4,"robust[a] Strohseile",2,0,1,2,0,"Dieses Strohseil wirkt überaus robust.","Robustes Strohseil",26103,0,1,65574,0,83,85
2000084,"Samen[p] der Azeyma-Rose",4,"Samen[p] der Azeyma-Rose",1,0,1,0,0,"Samen einer Azeyma-Rose.","Samen der Azeyma-Rose",25302,1,6,65577,0,83,85
2000085,"Büschel[p] frischer Gizar-Blätter",4,"Büschel[p] frischer Gizar-Blätter",2,0,1,2,0,"Diese Gizar-Blätter duften unbeschreiblich gut. Fast könnte man auf die Chocobos neidisch werden.","Frische Gizar-Blätter",25218,1,1,66698,3,83,85
2000086,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000087,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000088,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000089,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000090,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000091,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000092,"Rösling-Samen",4,"Rösling-Samen",1,0,1,0,0,"Dieser Samen bleibt jahrelang keimfähig.","Rösling-Samen",22623,1,6,65692,3,83,85
2000093,"frisch[a] Schaudermilbennetz",2,"frisch[a] Schaudermilbennetze",2,0,1,2,0,"Dieses Netz stammt von einer Schaudermilbe.","Frisches Schaudermilbennetz",21664,1,6,65693,3,83,85
2000094,"Flasche[p] Hornissentinktur",3,"Flaschen[p] Hornissentinkturen",1,0,1,1,0,"Diese Tinktur wurde mithilfe fermentierter Hornissenkörper hergestellt.","Hornissentinktur",24403,1,1,65694,3,83,85
2000095,"Beutel[p] Qualmkohle",4,"Beutel[p] Qualmkohle",2,0,1,0,0,"Ein Beutel voller Kohle, bei deren Verbrennung extrem viel Rauch entsteht.","Qualmkohle",30202,1,1,65695,3,83,85
2000096,"warm[a] Ei",4,"warm[a] Eier",2,0,1,2,0,"Dieses Ei hat der Chocobo Leia gelegt.","Warmes Ei",25252,1,1,65697,3,83,85
2000097,"Keithas Brief",3,"Keithas Briefe[p]",2,0,0,0,1,"Dieses versiegelte Schriftstück hast du von Keitha auf Gut Zwieselgrund erhalten.","Keithas Brief",25918,1,1,0,3,83,85
2000098,"Portion[p] terpenhaltigen Käfersekrets",3,"Portionen[p] terpenhaltigen Käfersekrets",1,0,1,1,0,"Dieses Sekret hast du einem erlegten Marienkäfer entnommen.","Terpenhaltiges Käfersekret",20641,1,6,65567,0,83,85
2000099,"Tüte[p] tote Hornissen",3,"Tüten[p] tote Hornissen",1,0,1,1,0,"Diese Hornissen sind eine Trophäe deines Sieges über einen Hornissenschwarm.","Tote Hornissen",22623,1,4,65694,3,83,85
2000100,"Glas[p] abgestandenen Biers",2,"Gläser[p] abgestandenen Biers",2,0,1,2,0,"Dieses Bier ist bereits schal geworden.","Abgestandenes Bier",20643,1,3,65696,3,83,85
2000101,"Phiole[p] Azeyma-Rosenöl",3,"Phiolen[p] Azeyma-Rosenöl",1,0,1,1,0,"Dieses wohlriechende Öl wurde aus Azeyma-Rosen gewonnen.","Azeyma-Rosenöl",20663,1,2,65556,3,83,85
2000102,"Stein[p] der Resolution",4,"Steine[p] der Resolution",2,0,1,0,0,"Dieser Stein wird bei Prüfungen der Gilde der Pikeniere verwendet.","Stein der Resolution",21451,1,1,65571,0,83,85
2000103,"Phiole[p] orangefarbenen Duftöls",3,"Phiolen[p] orangefarbenen Duftöls",1,0,1,1,0,"Dieses Duftöl hast du von E-Sumi-Yan erhalten.","Orangefarbenes Duftöl",22636,1,1,0,3,83,85
2000104,"alt[a] Oktant",4,"alt[a] Oktanten",1,0,1,0,0,"Ein Winkelmessgerät zur nautischen Navigation.","Alter Oktant",21002,1,1,65644,3,83,85
2000105,"alt[a] Oktant",4,"alt[a] Oktanten",1,0,1,0,0,"Ein Winkelmessgerät zur nautischen Navigation.","Alter Oktant",21002,1,1,65645,3,83,85
2000106,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000107,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000108,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000109,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000110,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000111,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000112,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000113,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000114,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000115,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000116,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000117,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000118,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000119,"hausgemacht[a] Aalpastete",3,"hausgemacht[a] Aalpasteten",1,0,1,1,0,"Diese Aalpastete wurde von Miounne persönlich gebacken.","Hausgemachte Aalpastete",24305,1,1,65659,3,83,85
2000120,"hausgemacht[a] Aalpastete",3,"hausgemacht[a] Aalpasteten",1,0,1,1,0,"Diese Aalpastete wurde von Miounne persönlich gebacken.","Hausgemachte Aalpastete",24305,1,1,65660,3,83,85
2000121,"Flasche[p] mit klarem Wasser",3,"Flaschen[p] mit klarem Wasser",1,0,1,1,0,"Dieses besonders reine Wasser stammt aus einem See im Ostwald.","Klares Wasser",22614,1,1,65628,3,83,85
2000122,"Stein[p] der Resolution",4,"Steine[p] der Resolution",2,0,1,0,0,"Dieser Stein wird bei Prüfungen der Gilde der Pikeniere verwendet.","Stein der Resolution",21451,1,1,65679,0,83,85
2000123,"Magitek-Photozelle",3,"Magitek-Photozellen",1,0,1,1,0,"Dieses kleine Objekt emittiert ununterbrochen ein grünes Licht.","Magitek-Photozelle",22625,1,99,0,0,83,85
2000124,"Aasmücken-Eierbeutel",4,"Aasmücken-Eierbeutel",2,0,1,0,0,"Freibrief-Gegenstand","Aasmücken-Eierbeutel",22623,0,99,0,0,83,85
2000125,"Zombie-Nachlass",2,"Zombie-Nachlässe",2,0,1,0,0,"Freibrief-Gegenstand","Zombie-Nachlass",22623,0,99,0,0,83,85
2000126,"übergroß[a] Honigbiene",3,"übergroß[a] Honigbienen",1,0,1,1,0,"Freibrief-Gegenstand","Übergroße Honigbiene",27002,0,99,0,0,83,85
2000127,"klebrig[a] Blatt",2,"klebrig[a] Blätter",2,0,1,2,0,"Freibrief-Gegenstand","Klebriges Blatt",25201,0,99,0,0,83,85
2000128,"Truhe[p] gewilderte Tierhäute",3,"Truhen[p] gewilderte Tierhäute",1,0,1,1,0,"Freibrief-Gegenstand","Gewilderte Tierhäute",21002,0,99,0,0,83,85
2000129,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000130,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000131,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000132,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000133,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000134,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000135,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000136,"Wymonds Schreiben",4,"Wymonds Schreiben",1,0,0,2,1,"Der Brief ist versiegelt und auf dem Umschlag stehen weder Adressat noch Absender.","Wymonds Schreiben",25918,1,1,65685,3,83,85
2000137,"Franz-Poster",4,"Franz-Poster",2,0,1,2,0,"Auf dem Poster wird der Schöne Franz als größter Gladiator aller Zeiten gefeiert.","Franz-Poster",25906,1,3,65689,3,181,367
2000138,"Spitzmullfell",4,"Spitzmullfelle",2,0,1,0,0,"Das borstige Fell eines Spitzmulls.","Spitzmullfell",21809,1,5,65699,3,83,85
2000139,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000140,"Leinenbeutel",4,"Leinenbeutel",1,0,1,0,0,"Der Beutel fühlt sich lauwarm an und stinkt gewaltig.","Leinenbeutel",22628,1,1,65709,3,83,85
2000141,"Messtabelle",3,"Messtabellen",1,0,1,1,0,"Eine Tabelle, in der Messergebnisse aufgelistet sind.","Messtabelle",26151,1,1,65711,3,83,85
2000142,"Sumpf-Yarzon-Panzer",4,"Sumpf-Yarzon-Panzer",1,0,1,0,0,"Der harte Panzer eines Sumpf-Yarzons.","Sumpf-Yarzon-Panzer",22252,1,4,65733,0,83,85
2000143,"Leuchtpilz",2,"Leuchtpilze",1,0,1,0,0,"Solche fluoreszierenden Pilze wachsen im Friedensgarten.","Leuchtpilz",25402,1,1,65731,3,83,85
2000144,"Korb[p] voll Öllause",4,"Körbe[p] voll Ölläuse",2,0,1,0,0,"Diese fetten Läuse lieben die sukkulenten Pflanzen des Finsterwaldes.","Ölläuse",27003,1,1,65707,3,83,85
2000145,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000146,"Messgerätekiste",4,"Messgerätekiste",1,0,1,0,0,"Eine Holzkiste zur Aufbewahrung von Messinstrumenten.","Messgerätekiste",21002,1,2,65711,3,83,85
2000147,"Messleine",3,"Messleinen",1,0,1,1,0,"Ein stabiles Strohseil mit Knoten in regelmäßigen Abständen.","Messleine",26103,1,1,65711,3,83,85
2000148,"Transportkiste",3,"Transportkisten",1,0,1,1,0,"Kiste zum Warentransport der Ostaldenard-Handelsgesellschaft.","Transportkiste",21003,1,3,65758,3,83,85
2000149,"Flasche[p] Kaktor-Milch",3,"Flaschen[p] Kaktor-Milch",1,0,1,1,0,"Kaktor-Milch hat einen hohen Feuchtigkeitsanteil und ist sicher gut für die Haut.","Kaktor-Milch",20642,1,4,65759,3,83,85
2000150,"Fafafonos Päckchen",4,"Fafafonos Päckchen",1,0,0,2,1,"Das Päckchen hat sich unter der Sonne Thanalans gut aufgewärmt. Hoffentlich ist nichts Verderbliches darin.","Fafafonos Päckchen",21003,1,3,65761,3,83,85
2000151,"Fungus-Sporangium",4,"Fungus-Sporangien",1,0,1,2,0,"Freibrief-Gegenstand","Fungus-Sporangium",25403,0,99,0,0,83,85
2000152,"Mikrochu-Ranke",3,"Mikrochu-Ranken",1,0,1,1,0,"Freibrief-Gegenstand","Mikrochu-Ranke",26103,0,99,0,0,83,85
2000153,"natürlich[a] Magnet",4,"natürlich[a] Magnete",2,0,1,0,0,"Ein Naturstein, der ein starkes magnetisches Kraftfeld ausstrahlt.","Natürlicher Magnet",21209,1,3,65764,3,83,85
2000154,"Messingköder",4,"Messingköder",2,0,1,0,0,"Ein arg in Mitleidenschaft gezogener, alter Köder aus Messing.","Messingköder",27055,1,2,65765,3,83,85
2000155,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000156,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000157,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000158,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000159,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000160,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000161,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000162,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000163,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000164,"Phiole[p] Kobalos-Öl",3,"Phiolen[p] Kobalos-Öl",1,0,1,1,0,"Klebriges, zähflüssiges Öl, das aus Kobalossen gewonnen wurde.","Kobalos-Öl",20663,1,4,65763,3,83,85
2000165,"Brief[p] an Momodi",4,"Briefe[p] an Momodi",2,0,1,0,0,"Ein Brief, den Kikipu an Momodi geschrieben hat.","Brief an Momodi",25918,1,1,65766,3,83,85
2000166,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000167,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000168,"Treiberameisen-Kiefer",4,"Treiberameisen-Kiefer",2,0,1,0,0,"Der harte Kiefer eines Treiberameisen-Arbeiters.","Treiberameisen-Kiefer",22205,1,5,65841,3,83,85
2000169,"Hammerschnabel-Rippe",3,"Hammerschnabel-Rippen",1,0,1,1,0,"Der große Rippenknochen eines Hammerschnabels.","Hammerschnabel-Rippe",22202,1,1,0,3,83,85
2000170,"Silbererzklumpen",4,"Silbererzklumpen",1,0,1,0,0,"Mehrere Silberbrocken, die zusammengewachsen sind und nun einen ordentlichen Klumpen bilden.","Silbererzklumpen",21211,1,1,0,3,83,85
2000171,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000172,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000173,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000174,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000175,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000176,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000177,"Hammerschnabel-Rippe",3,"Hammerschnabel-Rippen",1,0,1,1,0,"Der große Rippenknochen eines Hammerschnabels.","Hammerschnabel-Rippen",22202,1,8,65862,3,83,85
2000178,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000179,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000180,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000181,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000182,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000183,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000184,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000185,"alt[a] Angelrute",3,"alt[a] Angelruten",1,0,1,1,0,"Mit dieser Angelrute wurden schon unzählige Fische gefangen.","Alte Angelrute",38201,1,1,65921,3,83,85
2000186,"Roselines Schreiben",4,"Roselines Schreiben",1,0,0,2,1,"Ein Schreiben mit Informationen über verdächtige Gestalten.","Roselines Schreiben",26151,1,1,65916,3,83,85
2000187,"Roselines Schreiben",4,"Roselines Schreiben",1,0,0,2,1,"Ein Schreiben mit Informationen über verdächtige Gestalten.","Roselines Schreiben",26151,1,1,65916,3,83,85
2000188,"Roselines Schreiben",4,"Roselines Schreiben",1,0,0,2,1,"Ein Schreiben mit Informationen über verdächtige Gestalten.","Roselines Schreiben",26151,1,1,65916,3,83,85
2000189,"Tonkrug",2,"Tonkrüge",2,0,1,0,0,"Ein großer Tonkrug, gefüllt mit kaltem Wasser.","Tonkrug",25055,1,1,0,3,83,85
2000190,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000191,"Lederbeutel",4,"Lederbeutel",2,0,1,0,0,"Ein alter Lederbeutel, den du bei einem erloschenen Lagerfeuer gefunden hast.","Lederbeutel",25919,1,1,65915,3,83,85
2000192,"Strauß[p] Nymeia-Lilien",2,"Sträuße[p] Nymeia-Lilien",2,0,1,0,0,"Die nach der Göttin Nymeia benannten Lilien eignen sich gut als Opfergabe.","Nymeia-Lilien",22627,1,3,65919,3,83,85
2000193,"Tausendjahrpflaume",3,"Tausendjahrpflaumen",1,0,1,1,0,"Diese Frucht ähnelt einer Pflaume und wächst an besonders langlebigen Bäumen.","Tausendjahrpflaume",25308,0,99,0,0,83,85
2000194,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000195,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000196,"Alewyns Tonikum",4,"Alewyns Tonika",1,0,0,2,1,"Eine von Alewyn gebraute, grüne Medizin.","Alewyns Tonikum",20661,1,1,65930,3,83,85
2000197,"rissig[a] Vase",3,"rissig[a] Vasen",1,0,1,1,0,"Die Sprünge waren schon vorher in der Vase. Ehrlich!","Rissige Vase",25055,1,1,65931,3,83,85
