Index,0 [0x0][0x0],1 [0x0][0x4],2 [0x5][0x8],3 [0x3][0xc],4 [0x3][0xd],5 [0x3][0xe],6 [0x3][0xf],7 [0x19][0x14],8 [0x1a][0x14],9 [0x1b][0x14],10 [0x1c][0x14],11 [0x1d][0x14],12 [0x1e][0x14],13 [0x1f][0x14],14 [0x20][0x14],15 [0x3][0x10],16 [0x3][0x11],17 [0x19][0x15],18 [0x5][0xa],19 [0x1a][0x15],20 [0x1b][0x15],21 [0x3][0x12],22 [0x3][0x13]
20,"Saignée de PT","Perd des PT périodiquement.",15025,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
21,"Bonus de PV","Les PV maximums sont augmentés.",15075,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
22,"Malus de PV","Les PV maximums sont réduits.",15076,0,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
23,"Bonus de PM","Les PM maximums sont augmentés.",15077,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
24,"Malus de PM","Les PM maximums sont réduits.",15078,0,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
25,"Bonus d'attaque","L'attaque est augmentée.",15050,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
26,"Malus d'attaque","L'attaque est réduite.",15051,0,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
27,"Bonus de précision","La précision est augmentée.",15060,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
28,"Malus de précision","La précision est réduite.",15061,0,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
29,"Bonus de défense","La défense est augmentée.",15052,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
30,"Malus de défense","La défense est réduite.",15053,0,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
31,"Bonus d'esquive","L'esquive est augmentée.",15062,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
32,"Malus d'esquive","L'esquive est réduite.",15063,0,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
33,"Bonus de puissance magique","La puissance magique est augmentée.",15054,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
34,"Malus de puissance magique","La puissance magique est réduite.",15055,0,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
35,"Bonus de magie curative","La magie curative est augmentée.",15058,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
36,"Malus de magie curative","La magie curative est réduite.",15059,0,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
37,"Bonus de défense magique","La défense magique est augmentée.",15056,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
38,"Malus de défense magique","La défense magique est réduite.",15057,0,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
39,"Résistance à Étourdissement","Étourdissement n'a aucun effet.",15566,0,1,16,0,false,false,false,false,false,false,true,true,100,0,false,0,false,false,0,0
40,"Résistance à Silence","Silence n'a aucun effet.",15567,0,1,16,0,false,false,false,false,false,false,true,true,100,0,false,0,false,false,0,0
41,"Installation d'artisanat","La synthèse est facilitée par l'utilisation d'une installation. Les artisans de niveau 50 ou moins voient leurs PS maximums augmentés.",16107,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
42,"L'Écho","Les PV maximums, les dégâts infligés et le potentiel curatif des soins sont augmentés.",16207,0,1,16,0,false,false,false,false,false,false,true,true,0,0,false,0,false,false,0,0
43,"Affaiblissement","Les PV et les PM maximums, ainsi que les caractéristiques de combat sont réduits de 15%.",15010,0,2,0,0,false,false,false,false,false,false,false,false,100,0,false,0,false,false,0,0
44,"Mourant","Les PV et les PM maximums, ainsi que les caractéristiques de combat sont réduits de 30%.",15011,0,2,0,0,false,false,false,false,false,false,false,false,100,0,false,0,false,false,0,0
45,"Grâce de l'artisan","Les chances de gains de points d'expérience en tant qu'artisan sont augmentées.",16106,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
46,"Grâce du récolteur","Les chances de gains de points d'expérience en tant que récolteur sont augmentées.",16006,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
47,"Furtivité","Ne peut pas être détecté<if:e/none> par les ennemis. Vitesse de déplacement réduite.",16001,0,1,16,0,false,false,false,false,false,false,true,true,2,0,false,0,false,true,0,0
48,"Repu","Sous l'effet d'un repas.",16202,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
49,"Médicamenté","Les caractéristiques sont augmentées sous l'effet d'un médicament.",16203,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
50,"Sprint","La vitesse de déplacement est augmentée.",10101,0,1,0,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
51,"Malus de force","La force est réduite.",15080,0,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
52,"Malus de vitalité","La vitalité est réduite.",15082,0,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
53,"Bonus de dégâts physiques","Les dégâts physiques infligés sont augmentés.",15050,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
54,"Malus de dégâts physiques","Les dégâts physiques infligés sont réduits.",15051,0,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
55,"Vulnérabilité physique diminuée","Les dégâts physiques reçus sont réduits.",15052,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
56,"Vulnérabilité physique augmentée","Les dégâts physiques reçus sont augmentés.",15053,0,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
57,"Bonus de dégâts magiques","Les dégâts magiques infligés sont augmentés.",15054,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
58,"Malus de dégâts magiques","Les dégâts magiques infligés sont réduits.",15055,0,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
59,"Vulnérabilité magique diminuée","Les dégâts magiques reçus sont réduits.",15056,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
60,"Vulnérabilité magique augmentée","Les dégâts magiques reçus sont augmentés.",15057,0,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
61,"Bonus de dégâts","Les dégâts infligés sont augmentés.",15519,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
62,"Malus de dégâts","Les dégâts infligés sont réduits.",15520,0,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
63,"Vulnérabilité diminuée","Les dégâts reçus sont réduits.",15021,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
64,"Vulnérabilité augmentée","Les dégâts reçus sont augmentés.",15020,0,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
65,"Maîtrise critique","La prochaine technique d'arme est critique.",15016,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
66,"Terreur","La peur empêche tout mouvement.",15516,0,2,18,0,true,false,true,false,false,false,false,false,100,0,false,0,false,false,0,0
67,"Plombé","La vitesse de déplacement est réduite.",15518,0,2,4,126,false,false,false,false,false,false,true,true,100,1,false,0,false,false,0,0
68,"Coups drainants","Les attaques automatiques absorbent des PV.",15504,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
69,"Coups aspirants","Les attaques automatiques absorbent des PT.",15505,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
70,"Coups étourdissants","Les attaques automatiques peuvent étourdir.",15506,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
71,"Rempart","Les dégâts reçus sont réduits.",10152,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
72,"Convalescence","La récupération de PV par des actions est augmentée.",10157,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
73,"Diligence","Les risques de recevoir un coup critique sont nuls.",10154,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
74,"Sentinelle","Les dégâts reçus sont réduits.",10151,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
75,"Volonté d'acier","Les projections et attractions sont sans effet.",10153,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
76,"Combat acharné","L'attaque est augmentée.",10155,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
77,"Forteresse","Le taux de blocage est augmenté.",10156,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
78,"Serment de l'épée","Les attaques automatiques sont améliorées.",12505,0,1,16,0,false,false,false,false,false,false,true,true,0,0,true,0,false,false,0,0
79,"Serment du bouclier","Les dégâts reçus et infligés sont réduits, et l'inimitié et la précision sont augmentées.",12506,0,1,16,0,false,false,false,false,false,false,true,true,0,0,true,0,false,false,0,0
80,"Couverture","En train de protéger un équipier.",12501,0,1,16,0,false,false,false,false,false,false,false,false,100,0,true,0,false,false,0,0
81,"Couvert","Sous la protection d'un équipier.",12502,0,1,16,0,false,false,false,false,false,false,false,false,100,0,true,0,false,false,0,0
82,"Invincible","Insensible à la plupart des attaques.",12504,0,1,16,0,false,false,false,false,false,false,false,false,70,0,false,0,false,false,0,1
83,"Aguet","La défense est augmentée.",10252,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
84,"Bain de sang","Une partie des dégâts infligés par la prochaine attaque sera transformée en PV.",10251,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
85,"Mutilation","Les dégâts infligés sont augmentés.",10262,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
86,"Berserk","L'attaque est augmentée. L'utilisation de techniques d'arme sera temporairement impossible à la fin de l'effet.",10253,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
87,"Frisson de la bataille","Les PV maximums sont augmentés.",10254,0,1,16,0,false,false,false,false,false,false,false,false,5,0,false,0,false,false,0,0
88,"Holmgang","Tout déplacement est impossible jusqu'à la fin de l'effet.",10255,0,2,17,0,true,false,false,false,false,false,false,false,100,0,false,0,false,false,0,0
89,"Représailles","Des dégâts sont infligés chaque fois qu'un coup est reçu.",10256,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
90,"Œil de la tempête","La résistance au tranchant et les PV récupérés avec la magie curative sont réduits.",10263,0,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
91,"Défi","Les PV maximums, la précision, l'inimitié et les effets des sorts curatifs sur soi sont augmentés, et les dégâts infligés sont réduits. Certaines actions provoquent Rage.",12551,0,1,16,0,false,false,false,false,false,false,true,true,0,0,true,0,false,false,0,0
92,"Affranchissement","Le malus de dégâts infligés de Défi est annulé.",12552,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
93,"Rage","Les chances de parade sont augmentées.",10257,0,1,16,139,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
94,"Rage II","Les chances de parade sont augmentées.",10258,0,1,16,139,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
95,"Rage III","Les chances de parade sont augmentées.",10259,0,1,16,139,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
96,"Rage IV","Les chances de parade sont augmentées.",10260,0,1,16,139,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
97,"Rage V","Les chances de parade sont augmentées.",10261,0,1,16,139,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
98,"Tacle du dragon","La résistance au contondant et l'intelligence sont réduites.",10215,0,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
99,"Pieds légers","L'esquive est augmentée.",10201,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
100,"Relâchement intérieur","Les chances de critiques sont augmentées.",10204,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
101,"Serpents jumeaux","Les dégâts infligés sont augmentés.",10216,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
102,"Mantra","Les PV récupérés par les actions ou les sorts sont augmentés.",10206,0,1,16,0,false,false,false,false,false,false,false,false,5,0,false,0,false,false,0,0
103,"Poings de feu","Les dégâts infligés sont augmentés.",10202,0,1,16,0,false,false,false,false,false,false,true,true,0,0,true,528,false,false,0,0
104,"Poings de terre","Les dégâts reçus sont réduits.",10203,0,1,16,0,false,false,false,false,false,false,true,true,0,0,true,528,false,false,0,0
105,"Poings de vent","La vitesse de déplacement est augmentée.",12526,0,1,16,0,false,false,false,false,false,false,true,true,0,0,true,528,false,false,0,0
106,"Toucher mortel","Des dégâts périodiques sont subis.",10211,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
107,"Posture de l'opo-opo","La posture de combat est celle de l'opo-opo.",10212,0,1,16,0,false,false,false,false,false,false,false,false,0,0,true,528,false,false,0,0
108,"Posture du raptor","La posture de combat est celle du raptor.",10213,0,1,16,0,false,false,false,false,false,false,false,false,0,0,true,528,false,false,0,0
109,"Posture du coeurl","La posture de combat est celle du coeurl.",10214,0,1,16,0,false,false,false,false,false,false,false,false,0,0,true,528,false,false,0,0
110,"Équilibre parfait","Les 3 postures du pugiliste sont utilisées: opo-opo, raptor, coeurl.",10217,0,1,16,0,false,false,false,false,false,false,false,false,0,0,true,528,false,false,0,0
111,"Vitesse de l'éclair","Les dégâts infligés et la vitesse d'attaque sont augmentés.",10207,0,1,16,146,false,false,false,false,false,false,false,false,0,0,true,0,false,false,0,0
112,"Vitesse de l'éclair II","Les dégâts infligés et la vitesse d'attaque sont augmentés.",10208,0,1,16,147,false,false,false,false,false,false,false,false,0,0,true,0,false,false,0,0
113,"Vitesse de l'éclair III","Les dégâts infligés et la vitesse d'attaque sont augmentés.",10209,0,1,16,148,false,false,false,false,false,false,false,false,0,0,true,0,false,false,0,0
114,"Volée défensive","Les chances de parer sont augmentées.",10301,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
115,"Percée puissante","Les dégâts infligés sont augmentés.",10306,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
116,"Souffle de vie","La prochaine technique d'arme est critique, et les dégâts infligés sont absorbés comme PV.",10302,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
117,"Du sang pour du sang","Les dégâts infligés et reçus sont augmentés.",10304,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
118,"Percée chaotique","Des dégâts périodiques sont subis.",10307,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
119,"Double percée","Des dégâts périodiques sont subis.",10305,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
120,"Souffle de puissance","Les dégâts du prochain Saut ou Piqué brise-échine sont augmentés.",10303,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
121,"Éventration","La résistance au perforant est réduite.",12576,0,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
122,"Tir à l'arc surpuissant","Le prochain Tir droit est critique.",10365,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
123,"Œil de faucon","La dextérité est augmentée et les attaques touchent à coup sûr.",10351,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
124,"Morsure venimeuse","Des dégâts périodiques de poison sont subis.",10352,0,2,1,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
125,"Tir furieux","Les dégâts infligés sont augmentés.",10354,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
126,"Vulnérabilité physique augmentée","Les dégâts physiques reçus sont augmentés.",17101,8,2,17,0,false,false,false,false,false,false,false,false,100,0,false,0,false,false,0,0
127,"Frappe silencieuse","L'inimitié générée est réduite.",10355,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
128,"Rafale de coups","Plusieurs coups sont portés lors de la prochaine technique d'arme.",10356,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
129,"Morsure du vent","Des dégâts périodiques de vent sont subis.",10360,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
130,"Tir droit","Les chances de critiques sont augmentées.",10361,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
131,"Déluge mortel","La prochaine Pluie mortelle ne consomme pas de PT.",12607,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
132,"Salve fulgurante améliorée","La prochaine Salve fulgurante ne consomme pas de PT.",10362,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
133,"Chant rapide","La vitesse de déplacement des équipiers proches est augmentée. L'effet prend fin lorsque de l'inimitié est générée.",10358,0,1,16,0,false,false,false,false,false,false,true,true,1,0,true,0,false,false,0,0
134,"Chant rapide","La vitesse de déplacement est augmentée. L'effet prend fin lorsque de l'inimitié est générée.",10357,0,1,16,0,false,false,false,false,false,false,false,true,0,0,true,0,false,false,0,0
135,"Ballade du mage","Des PM sont consommés pour restaurer les PM des équipiers proches. Les dégâts infligés sont réduits.",12603,0,1,16,0,false,false,false,false,false,false,true,true,1,0,true,0,false,false,0,0
136,"Ballade du mage","Des PM sont récupérés périodiquement.",12602,0,1,16,0,false,false,false,false,false,false,false,true,0,0,true,0,false,false,0,0
137,"Péan martial","Des PM sont consommés pour restaurer les PT des équipiers proches. Les dégâts infligés sont réduits.",12605,0,1,16,0,false,false,false,false,false,false,true,true,1,0,true,0,false,false,0,0
138,"Péan martial","Des PT sont récupérés périodiquement.",12604,0,1,16,0,false,false,false,false,false,false,false,true,0,0,true,0,false,false,0,0
139,"Requiem ennemi","Des PM sont consommés pour diminuer les résistances magiques des ennemis proches.",12606,0,1,16,0,false,false,false,false,false,false,true,true,0,0,true,0,false,false,0,0
140,"Requiem ennemi","Toutes les résistances magiques sont réduites.",12608,0,2,17,0,false,false,false,false,false,false,false,true,50,0,true,0,false,false,0,0
141,"Voix de combat","L'effet des chants est augmenté à l'exception de Chant rapide.",12601,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
142,"","",0,0,0,0,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
143,"Vent","Des dégâts périodiques de vent sont subis.",10403,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
144,"Extra Vent","Des dégâts périodiques de vent sont subis.",10409,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
145,"Prestance du prêtre","L'intelligence et l'esprit sont intervertis. La puissance magique est augmentée, alors que la puissance de la magie curative est réduite.",10402,0,1,16,0,false,false,false,false,false,false,true,true,0,0,true,0,false,false,0,0
146,"Bouclier","Les défenses physique et magique sont augmentées.",10405,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
147,"Bouclier","Les défenses physique et magique sont augmentées.",10405,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
148,"Vie","A reçu une résurrection.",10406,0,1,16,0,false,false,false,false,false,false,false,false,100,0,false,0,false,false,0,0
149,"Étourdissement","Toute action est impossible.",15004,0,2,3,0,true,false,true,false,false,false,false,false,100,0,false,0,false,false,0,0
150,"Extra Médica","Des PV sont récupérés périodiquement.",10413,0,1,16,0,false,false,false,false,false,false,false,false,5,0,false,0,false,false,0,0
151,"Cuirasse","Insensible à un certain montant de dégâts.",10401,0,1,16,0,false,false,false,false,false,false,false,false,30,0,false,0,false,false,0,0
152,"Cuirasse (physique)","Insensible à un certain montant de dégâts physiques.",15041,0,1,16,0,false,false,false,false,false,false,true,true,30,0,false,0,false,false,0,0
153,"Cuirasse (magique)","Insensible à un certain montant de dégâts magiques.",15042,0,1,16,0,false,false,false,false,false,false,true,true,30,0,false,0,false,false,0,0
154,"Voile des saints","Des PM sont récupérés périodiquement.",10408,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
155,"Extra Soin amélioré","Le prochain Extra Soin ne consomme pas de PM.",10410,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
156,"Méga Soin amélioré","Le prochain Méga Soin consomme moitié moins de PM.",10411,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
157,"Présence d'esprit","La vitesse des attaques automatiques est augmentée, et le temps de recharge des sorts et des techniques d'arme est réduit.",12627,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
158,"Récup","Récupère des PV périodiquement.",12626,0,1,16,0,false,false,false,false,false,false,false,false,5,0,false,0,false,false,0,0
159,"Sceau divin","La puissance de la magie curative est augmentée.",10407,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
160,"Stoïcisme","Le prochain sort ne peut pas être interrompu.",10452,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
161,"Foudre","Des dégâts périodiques de foudre sont subis.",10457,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
162,"Extra Foudre","Des dégâts périodiques de foudre sont subis.",10458,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
163,"Méga Foudre","Des dégâts périodiques de foudre sont subis.",10459,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
164,"Nuage d'orage","Le prochain sort Foudre, Extra Foudre ou Méga Foudre ajoute la totalité de ses dégâts périodiques à ses dégâts de base, est instantané et ne consomme aucun PM.",10461,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
165,"Pyromane","Le prochain Méga Feu est instantané et ne consomme aucun PM.",10460,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
166,"Dogme de survie","Le prochain Traité du soulagement ne coûte aucun PM.",12804,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
167,"Magie prompte","Votre prochain sort est instantané.",10454,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
168,"Barrière de mana","Une barrière éthérée protège contre les dégâts magiques.",10456,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
169,"Mur de mana","Insensible à un certain montant de dégâts physiques.",12651,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
170,"Apocatastase","Les dégâts magiques reçus sont réduits.",10451,0,1,16,0,false,false,false,false,false,false,false,false,5,0,false,0,false,false,0,0
171,"Ekpyrosis","Impossible de bénéficier de l'effet Apocatastase.",12652,0,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
172,"Infirmité","Les PV récupérés sont réduits.",15531,0,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
173,"Feu astral","L'équilibre éthéré de votre esprit s'incline vers l'astral. Vos sorts de feu sont plus puissants mais consomment davantage de PM. Les sorts de glace sont moins puissants mais consomment moins de PM. Les PM ne se régénèrent plus naturellement.",10463,0,1,16,140,false,false,false,false,false,false,false,false,0,0,true,0,false,false,0,0
174,"Feu astral II","L'équilibre éthéré de votre esprit s'incline vers l'astral. Vos sorts de feu sont plus puissants mais consomment davantage de PM. Les sorts de glace sont moins puissants mais consomment moins de PM. Les PM ne se régénèrent plus naturellement.",10464,0,1,16,141,false,false,false,false,false,false,false,false,0,0,true,0,false,false,0,0
175,"Feu astral III","L'équilibre éthéré de votre esprit s'incline vers l'astral. Vos sorts de feu sont plus puissants mais consomment davantage de PM. Les sorts de glace sont moins puissants mais consomment moins de PM, et leur temps de lancement est divisé par deux. Les PM ne se régénèrent plus naturellement.",10465,0,1,16,142,false,false,false,false,false,false,false,false,0,0,true,0,false,false,0,0
