#,Name,Image,UnlockCondition,Unknown_70_1,Unknown_70_2,Unknown4,SortKey,FontColor,Unknown3,Category,Unknown1,Unknown2
148,Schlichter Stil 3,193018,1046,0,0,0,17,2,0,7,True,True
149,Schlichter Stil 4,193019,1047,0,0,0,18,2,0,7,True,True
150,Schlichter Stil 5,193020,1048,0,0,0,19,2,0,7,True,True
151,Schlichter Stil 6,193021,1049,0,0,0,20,2,0,7,True,True
152,Schlichter Stil 7,193022,1050,0,0,0,21,2,0,7,True,True
153,Schlichter Stil 8,193023,1051,0,0,0,22,2,0,7,True,True
154,,0,0,0,0,0,0,0,0,0,False,False
155,,0,0,0,0,0,0,0,0,0,False,False
156,,0,0,0,0,0,0,0,0,0,False,False
157,,0,0,0,0,0,0,0,0,0,False,False
158,,0,0,0,0,0,0,0,0,0,False,False
159,,0,0,0,0,0,0,0,0,0,False,False
160,,0,0,0,0,0,0,0,0,0,False,False
161,,0,0,0,0,0,0,0,0,0,False,False
162,,0,0,0,0,0,0,0,0,0,False,False
163,,0,0,0,0,0,0,0,0,0,False,False
164,,0,0,0,0,0,0,0,0,0,False,False
165,,0,0,0,0,0,0,0,0,0,False,False
166,,0,0,0,0,0,0,0,0,0,False,False
167,,0,0,0,0,0,0,0,0,0,False,False
168,,0,0,0,0,0,0,0,0,0,False,False
169,,0,0,0,0,0,0,0,0,0,False,False
170,,0,0,0,0,0,0,0,0,0,False,False
