#,ItemPossibleReward[0],ItemPossibleReward[1],ItemPossibleReward[2],ItemPossibleReward[3],PreviousQuest[0],PreviousQuest[1],PreviousQuest[2],DefaultTalkChallenge,DefaultTalkUnavailable,DefaultTalkNPCWin,DefaultTalkDraw,DefaultTalkPCWin,TripleTriadCardFixed[0],TripleTriadCardFixed[1],TripleTriadCardFixed[2],TripleTriadCardFixed[3],TripleTriadCardFixed[4],TripleTriadCardVariable[0],TripleTriadCardVariable[1],TripleTriadCardVariable[2],TripleTriadCardVariable[3],TripleTriadCardVariable[4],Fee,StartTime,EndTime,TripleTriadRule[0],TripleTriadRule[1],PreviousQuestJoin,UsesRegionalRules,Unknown0
2293787,9837,9824,9819,9814,66219,66220,66221,592167,592168,592169,592170,592171,66,56,53,0,0,63,58,48,43,0,30,0,0,12,0,2,True,False
2293788,9838,9830,9811,13372,66219,66220,66221,592172,592173,592174,592175,592176,67,28,22,0,0,59,46,40,33,19,30,0,0,9,0,2,True,False
2293789,9833,9817,9816,0,66558,0,0,592177,592178,592179,592180,592181,62,45,0,0,0,67,52,46,34,3,30,0,0,13,0,1,True,True
2293790,9835,9818,9802,9803,0,0,0,592182,592183,592184,592185,592186,64,61,47,0,0,42,31,32,37,27,30,0,0,12,0,1,True,False
2293791,9831,9805,0,0,66241,0,0,592187,592188,592189,592190,592191,34,61,0,0,0,29,60,47,39,45,30,0,0,1,1,1,True,False
2293792,9827,9820,0,0,66053,0,0,592192,592193,592194,592195,592196,63,56,49,0,0,65,66,55,31,30,30,0,0,14,5,1,True,True
2293793,9836,9825,9820,0,66219,66220,66221,592197,592198,592199,592200,592201,65,54,41,0,0,58,50,49,38,0,30,0,0,4,6,2,True,False
2293794,9851,9821,9790,0,65964,0,0,592268,592269,592270,592271,592272,50,19,80,0,0,49,33,48,46,62,35,0,0,7,1,1,True,False
2293795,12269,14201,0,0,0,0,0,592383,592384,592385,592386,592387,52,42,0,0,0,81,36,43,30,35,25,0,0,13,6,1,False,True
2293796,12263,0,0,0,0,0,0,592388,592389,592390,592391,592392,64,81,0,0,0,84,34,32,77,55,25,0,0,12,14,1,False,False
2293797,12262,0,0,0,0,0,0,592393,592394,592395,592396,592397,63,49,0,0,0,89,48,42,73,28,25,0,0,14,9,1,False,False
2293798,12265,14197,0,0,0,0,0,592398,592399,592400,592401,592402,61,55,0,0,0,96,22,40,46,81,30,0,0,9,1,1,False,False
2293799,12264,0,0,0,67118,0,0,592403,592404,592405,592406,592407,89,56,0,0,0,88,62,50,58,19,25,0,0,1,0,1,True,False
2293800,12272,0,0,0,67148,0,0,592408,592409,592410,592411,592412,14,81,0,0,0,90,3,55,43,84,30,0,0,10,6,1,False,False
2293801,12276,15617,0,0,67132,0,0,592413,592414,592415,592416,592417,63,86,65,93,96,0,0,0,0,0,30,0,0,8,0,1,True,False
2293802,12270,13370,0,0,67501,0,0,592418,592419,592420,592421,592422,88,100,0,0,0,92,97,86,99,49,30,0,0,1,1,1,True,False
2293803,12278,13378,15625,15622,67199,0,0,592423,592424,592425,592426,592427,83,97,0,0,0,47,40,91,32,92,30,0,0,14,9,1,False,False
2293804,12267,12268,13374,13367,67376,0,0,592428,592429,592430,592431,592432,66,98,0,0,0,82,83,97,100,43,30,0,0,1,1,1,True,True
2293805,9840,9851,9790,0,67205,0,0,592846,592847,592848,592849,592850,96,19,80,0,0,88,93,90,91,69,35,0,0,7,9,1,True,False
2293806,13361,15616,0,0,67406,0,0,592936,592937,592938,592939,592940,102,0,0,0,0,91,65,66,63,67,25,0,0,9,6,1,True,False
2293807,13360,12260,0,0,67434,0,0,592941,592942,592943,592944,592945,101,96,0,0,0,89,88,86,38,93,30,0,0,8,0,1,True,False
2293808,13362,13363,0,0,67186,67410,0,592956,592957,592958,592959,592960,103,98,0,0,0,104,93,58,89,96,30,0,0,4,6,1,True,False
2293809,13364,13368,0,0,67152,67329,0,592946,592947,592948,592949,592950,105,97,0,0,0,90,88,59,55,109,30,0,0,12,14,1,True,True
2293810,13365,13366,13376,0,67630,0,0,592951,592952,592953,592954,592955,107,106,0,0,0,117,18,15,14,17,35,0,0,10,9,1,True,False
2293811,9844,9843,9841,0,0,0,0,592961,592962,592963,592964,592965,73,70,0,0,0,74,52,42,40,41,40,0,0,11,9,1,True,True
2293812,14193,12275,15621,0,67761,0,0,593166,593167,593168,593169,593170,98,82,0,0,0,123,103,81,86,104,25,0,0,10,9,1,True,True
2293813,12274,12273,13368,0,67796,0,0,593171,593172,593173,593174,593175,97,83,0,0,0,109,105,90,59,88,25,0,0,1,0,1,True,True
2293814,14202,14205,14210,15624,66530,66031,0,593176,593177,593178,593179,593180,140,135,132,0,0,58,33,47,0,0,30,0,0,4,6,1,True,False
2293815,14206,13376,16766,0,67472,67789,0,593181,593182,593183,593184,593185,136,117,0,0,0,107,106,49,59,0,30,0,0,14,4,1,True,True
2293816,14191,14203,14204,0,67205,0,0,593186,593187,593188,593189,593190,121,133,134,95,93,0,0,0,0,0,25,0,0,3,6,1,True,False
2293817,15872,15620,9814,14194,67863,0,0,593335,593336,593337,593338,593339,153,43,0,0,0,90,99,108,124,20,30,0,0,4,6,1,True,True
2293818,9836,15618,15623,0,66198,67784,0,593340,593341,593342,593343,593344,149,144,0,0,0,29,65,54,49,12,20,0,0,1,6,1,True,False
2293819,9836,15619,14196,0,65654,67784,0,593345,593346,593347,593348,593349,149,145,0,0,0,29,65,54,126,7,20,0,0,14,4,1,True,False
2293820,16757,0,0,0,0,0,0,593461,593462,593463,593464,593465,35,11,154,0,0,30,5,9,13,0,10,0,0,2,4,1,False,False
2293821,16761,0,0,0,0,0,0,593466,593467,593468,593469,593470,45,158,26,0,0,28,82,8,13,0,15,0,0,6,0,1,False,False
2293822,16767,0,0,0,0,0,0,593471,593472,593473,593474,593475,54,164,110,0,0,50,145,103,29,0,15,0,0,4,6,1,False,False
2293823,16770,16758,0,0,0,0,0,593476,593477,593478,593479,593480,167,139,0,0,0,94,38,86,95,45,25,0,0,0,0,1,False,False
2293824,9844,16763,0,0,0,0,0,593481,593482,593483,593484,593485,73,120,59,0,0,65,58,95,0,0,30,0,0,11,9,1,False,False
2293825,20243,12260,0,0,67985,0,0,594075,594076,594077,594078,594079,48,186,170,0,0,34,14,5,0,0,15,0,0,0,0,1,False,False
2293826,20244,0,0,0,68008,0,0,594080,594081,594082,594083,594084,87,187,2,0,0,28,29,30,0,0,15,0,0,4,0,1,False,False
2293827,20250,0,0,0,68216,0,0,594085,594086,594087,594088,594089,193,91,25,0,0,149,23,121,94,0,20,0,0,14,13,1,False,False
2293828,20241,0,0,0,68227,0,0,594090,594091,594092,594093,594094,89,184,38,0,0,54,21,18,155,0,20,0,0,9,1,1,False,True
2293829,20240,24876,0,0,68281,0,0,594095,594096,594097,594098,594099,92,141,183,0,0,169,17,5,248,0,15,0,0,10,6,1,False,True
2293830,20251,20245,0,0,68308,0,0,594100,594101,594102,594103,594104,56,98,194,0,0,125,161,45,0,0,25,0,0,4,6,1,False,False
2293831,20252,20245,0,0,68311,0,0,594105,594106,594107,594108,594109,57,179,195,0,0,117,110,147,0,0,25,0,0,11,6,1,False,False
2293832,20253,20245,0,0,68048,0,0,594110,594111,594112,594113,594114,53,58,196,0,0,42,89,93,0,0,25,0,0,4,9,1,False,True
2293833,20259,0,0,0,68061,0,0,594115,594116,594117,594118,594119,202,153,59,0,0,56,92,84,0,0,30,0,0,9,0,1,True,False
2293834,20242,21183,0,0,68353,0,0,594120,594121,594122,594123,594124,138,185,48,0,0,108,145,19,205,0,20,0,0,6,12,1,False,True
2293835,20255,21185,20249,0,68089,0,0,594125,594126,594127,594128,594129,66,167,198,0,0,180,88,48,207,0,30,0,0,11,0,1,True,False
2293836,21189,22386,0,0,68268,0,0,594767,594768,594769,594770,594771,218,136,97,0,0,211,115,123,0,0,25,0,0,4,0,1,True,True
2293837,21190,22388,0,0,68243,0,0,594772,594773,594774,594775,594776,220,60,62,0,0,212,140,167,151,152,30,0,0,6,14,1,False,True
2293838,22382,0,0,0,68014,0,0,594777,594778,594779,594780,594781,214,193,108,0,0,37,32,122,0,0,15,0,0,6,0,1,True,True
2293839,22387,0,0,0,68008,0,0,594782,594783,594784,594785,594786,219,139,64,0,0,58,129,113,163,0,30,0,0,14,11,1,False,False
2293840,22385,20246,0,0,68508,0,0,594787,0,594788,594789,594790,217,96,137,0,0,109,162,174,0,0,25,0,0,4,6,1,False,False
2293841,23915,23907,0,0,68687,0,0,594954,594955,594956,594957,594958,231,239,211,0,0,183,187,62,184,0,20,0,0,6,14,1,False,False
2293842,23914,20258,0,0,68610,0,0,594959,594960,594961,594962,594963,238,192,180,176,0,175,198,201,156,171,30,0,0,12,11,1,False,False
2293843,23050,23912,23046,23049,68148,0,0,594964,594965,594966,594967,594968,227,236,199,0,0,226,223,34,0,0,25,0,0,6,1,1,False,True
2293844,13371,15871,17685,14199,67910,0,0,595109,595110,595111,595112,595113,112,152,179,0,0,129,115,82,103,81,25,0,0,9,0,1,True,False
2293845,24879,12279,16764,14200,68685,0,0,595114,595115,595116,595117,595118,251,94,161,130,0,92,107,106,111,233,30,0,0,6,1,1,True,True
2293846,23048,23045,23044,0,68668,0,0,595119,595120,595121,595122,595123,221,222,225,0,0,212,184,214,193,0,15,0,0,14,8,1,False,False
2293847,24875,23916,20254,0,68693,0,0,595124,595125,595126,595127,595128,247,197,240,0,0,13,85,33,58,100,35,0,0,1,1,1,True,False
2293848,24871,23913,24870,24873,68149,0,0,595129,595130,595131,595132,595133,243,237,242,245,0,226,236,227,223,0,30,0,0,6,4,1,False,False
2293849,26758,0,0,0,68837,0,0,595207,595208,595209,595210,595211,253,25,170,0,0,8,265,155,1,0,15,0,0,3,0,1,False,False
2293850,26762,0,0,0,68856,0,0,595212,595213,595214,595215,595216,257,111,261,103,0,155,7,253,0,0,25,0,0,3,14,1,False,True
2293851,26773,26763,0,0,68877,68991,0,595217,595218,595219,595220,595221,258,268,0,0,0,10,262,170,105,38,30,0,0,4,1,1,False,False
2293852,26761,26759,0,0,69154,69046,0,595222,595223,595224,595225,595226,254,256,189,0,0,7,38,8,170,0,20,0,0,6,4,1,False,True
2293853,26760,0,0,0,69177,0,0,595227,595228,595229,595230,595231,255,264,38,0,0,12,7,256,21,0,15,0,0,3,11,1,False,True
2293854,26770,0,0,0,69180,0,0,595232,595233,595234,595235,595236,265,0,0,0,0,38,260,170,110,25,25,0,0,9,0,1,False,True
2293855,26764,0,0,0,69187,69113,0,595237,595238,595239,595240,595241,259,253,254,0,0,255,265,8,155,258,15,0,0,2,0,1,True,True
2293856,26775,26771,0,0,69190,0,0,595242,595243,595244,595245,595246,266,270,0,0,0,260,262,263,38,267,35,0,0,6,14,1,False,True
2293857,28656,28654,0,0,69219,0,0,596685,596686,596687,596688,596689,274,276,0,0,0,257,111,261,103,38,25,0,0,6,0,1,False,True
2293858,29708,29705,0,0,69330,0,0,596744,596745,596746,596747,596748,284,287,275,0,0,109,262,86,0,0,25,0,0,4,10,1,False,True
2293859,24878,23052,21187,21186,68725,0,0,596749,596750,596751,596752,596753,209,208,20,226,0,250,229,58,0,0,40,0,0,6,13,1,False,False
2293860,31342,31340,0,0,69437,0,0,597043,0,597044,597045,597046,296,294,264,0,0,278,253,260,265,285,25,0,0,6,10,1,False,True
2293861,31348,0,0,0,69319,0,0,597047,0,597049,597050,597051,302,244,180,175,0,291,176,238,192,51,40,0,0,14,11,1,True,False
2293862,31344,31345,0,0,69487,0,0,597052,0,597053,597054,597055,298,299,208,180,0,250,229,209,0,0,35,0,0,6,12,1,True,True
2293863,0,0,0,0,0,0,0,0,0,0,0,0,66,53,44,0,0,48,164,42,129,43,0,0,0,0,0,1,False,False
2293864,0,0,0,0,0,0,0,0,0,0,0,0,63,118,38,0,0,40,113,127,178,45,0,0,0,0,0,1,False,False
2293865,0,0,0,0,0,0,0,0,0,0,0,0,65,91,110,149,0,54,55,56,57,58,0,0,0,0,0,1,False,False
2293866,0,0,0,0,0,0,0,0,0,0,0,0,119,96,89,0,0,94,38,86,95,45,0,0,0,0,0,1,False,False
2293867,0,0,0,0,0,0,0,0,0,0,0,0,64,92,175,162,0,51,60,59,150,181,0,0,0,0,0,1,False,False
2293868,0,0,0,0,0,0,0,0,0,0,0,0,62,138,47,0,0,43,50,45,38,49,0,0,0,0,0,1,False,False
2293869,0,0,0,0,0,0,0,0,0,0,0,0,67,52,127,0,0,38,132,162,115,86,0,0,0,0,0,1,False,False
2293870,0,0,0,0,0,0,0,0,0,0,0,0,61,167,90,0,0,128,125,132,164,38,0,0,0,0,0,1,False,False
2293871,33018,33019,0,0,69273,0,0,597261,0,597262,597263,597264,309,310,136,39,0,305,9,22,25,0,15,0,0,4,13,1,False,False
2293872,33022,33023,0,0,69515,0,0,597265,0,597266,597267,597268,313,314,263,288,0,301,270,254,256,0,25,0,0,6,11,1,False,False
2293873,33336,33337,0,0,69624,0,0,597394,0,597395,597396,597397,321,325,208,322,0,250,229,209,299,0,35,0,0,4,14,1,True,False
2293874,36265,0,0,0,69898,0,0,597694,597695,597696,597697,597698,327,234,0,0,0,233,169,111,130,0,15,0,0,3,0,1,False,False
2293875,36266,0,0,0,69910,0,0,597699,597700,597701,597702,597703,328,1,0,0,0,188,232,104,45,102,15,0,0,4,0,1,False,False
2293876,36278,0,0,0,69929,0,0,597704,0,597705,597706,597707,340,293,0,0,0,238,244,180,176,175,35,0,0,1,0,1,False,False
2293877,36268,0,0,0,69805,0,0,597708,597709,597710,597711,597712,330,336,0,0,0,224,191,185,170,328,20,0,0,6,0,1,False,False
2293878,36269,36270,0,0,69985,0,0,597713,0,597714,597715,597716,331,332,0,0,0,130,94,46,269,268,35,0,0,14,6,1,False,True
2293879,36276,36279,0,0,70000,0,0,597717,597718,597719,597720,597721,338,92,233,0,0,341,251,59,60,0,40,0,0,6,5,1,False,False
2293880,37335,0,0,0,70085,0,0,598961,598962,598963,598964,598965,355,348,336,0,0,349,330,188,0,0,15,0,0,1,6,1,False,True
2293881,37338,37337,0,0,70075,0,0,598966,0,598967,598968,598969,350,351,140,0,0,352,353,132,135,0,35,0,0,4,14,1,False,False
2293882,38430,0,0,0,70182,0,0,599070,599071,599072,599073,599074,358,63,118,0,0,28,22,45,178,0,40,0,0,3,6,1,False,False
2293883,39368,0,0,0,70222,0,0,599202,0,599203,599204,599205,369,331,269,0,0,344,4,125,173,0,30,0,0,14,0,1,False,True
2293884,40606,40609,0,0,70296,0,0,599310,599311,599312,599313,599314,382,385,335,338,0,388,367,0,0,0,40,0,0,4,13,1,False,False
2293885,40602,0,0,0,70269,0,0,599315,599316,599317,599318,599319,378,239,0,0,0,221,222,235,246,0,35,0,0,11,6,1,False,False
2293886,41386,41387,41388,0,70205,0,0,599461,0,599462,599463,599464,394,395,0,0,0,396,208,340,21,0,35,0,0,14,4,1,False,False
2293887,41390,41391,0,0,70328,0,0,599465,0,599466,599467,599468,398,399,0,0,0,112,209,55,198,0,40,0,0,9,6,1,False,False
2293888,41398,0,0,0,70413,0,0,599941,0,599942,599943,599944,406,10,0,0,0,86,82,107,156,183,15,0,0,2,0,1,False,False
2293889,41399,0,0,0,70413,0,0,599945,0,599946,599947,599948,407,8,0,0,0,158,191,306,2,11,15,0,0,3,0,1,False,True
2293890,41400,0,0,0,70416,0,0,599949,0,599950,599951,599952,408,298,0,0,0,38,347,259,195,0,25,0,0,4,0,1,False,True
2293891,43860,0,0,0,70444,0,0,599953,0,599954,599955,599956,409,162,175,0,0,205,27,192,171,0,25,0,0,12,0,1,False,False
2293892,43861,0,0,0,70448,0,0,599957,0,599958,599959,599960,410,263,0,0,0,289,141,310,102,0,25,0,0,3,6,1,False,False
2293893,43862,0,0,0,70464,0,0,599961,0,599962,599963,599964,411,245,207,0,0,192,128,48,320,0,25,0,0,14,13,1,False,True
2293894,43863,0,0,0,70486,0,0,599965,0,599966,599967,599968,412,149,225,0,0,319,114,278,0,0,25,0,0,6,2,1,False,False
2293895,43864,0,0,0,70456,0,0,599969,0,599970,599971,599972,413,291,96,312,0,239,120,271,250,0,35,0,0,9,11,1,False,True
2293896,44475,44476,0,0,70772,0,0,600531,0,600532,600533,600534,428,429,197,66,0,193,318,236,0,0,35,0,0,4,14,1,False,False
2293897,44477,44478,0,0,70772,0,0,600535,0,600536,600537,600538,430,431,269,65,0,93,146,190,0,0,35,0,0,6,11,1,False,False
2293898,47997,0,0,0,0,0,0,600762,0,600763,600764,600765,437,49,53,62,0,46,45,38,0,0,35,0,0,6,9,1,False,False
2293899,48002,48003,0,0,70796,0,0,600766,0,600767,600768,600769,442,443,98,119,0,217,318,394,0,0,35,0,0,12,4,1,False,True
2293900,46813,0,0,0,70865,0,0,601053,0,601054,601055,601056,446,193,245,447,0,346,120,0,0,0,35,0,0,4,9,1,False,False
2293901,46818,0,0,0,70871,0,0,601057,0,601058,601059,601060,451,415,55,304,0,384,95,322,0,0,35,0,0,4,6,1,False,True
2293902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
