#,Unknown0,Unknown1,Unknown2,Unknown3,Pet,Action,Location,Unknown7,Unknown8,Unknown9,LocationKey,Unknown11[0],Unknown11[1],Unknown11[2],Unknown11[3],Unknown11[4],Unknown11[5],Unknown11[6],Unknown11[7],Unknown11[8],Unknown11[9],Unknown11[10],Unknown11[11],Unknown11[12],Unknown11[13],Unknown11[14],Unknown11[15]
10,"Invasive Bienenart, die durch Handelsschiffe aus Tural eingeschleppt wurde und aufgrund ihrer Größe droht, einheimische Arten zu verdrängen. Bei ihrer Bekämpfung ist äußerste Vorsicht geboten, da sie einen mit Gift gefüllten Stachel abfeuert.",Physischer Stichschaden / Gift,Auf Gegner: Physischer Stichschaden / Rückruf,242010,57,45187,43,2,37,1,1,97,97,97,97,97,False,False,False,False,False,True,False,False,False,False,False
11,"In ganz Eorzea verbreiteter, unheimlicher Vogel. Der Aasfresser taucht in der Mythologie oft als unreiner Verführer auf. Da er auf seiner Suche nach Futter manchmal Armeen folgt, ist er bei Soldaten besonders verhasst.",Magischer Windschaden,Auf Gegner: Magischer Windschaden / Entzaubern,242011,58,48646,42,3,5,2,1,100,100,91,91,91,False,False,False,False,False,False,False,False,False,False,False
12,"Die pflanzlichen, nach der Siebten Katastrophe erschienenen Mandragoras scheinen intelligent zu sein und untereinander zu kommunizieren. Es wird vermehrt beobachtet, dass sich verschiedene Gemüsesorten zusammenschließen und gemeinsam handeln.",Physischer Schlagschaden,Auf Gegner: Elementneutraler Schaden / Fessel,242012,59,45188,30,4,36,2,1,91,91,100,100,100,False,False,False,False,False,True,False,False,False,True,False
13,"Dieser mächtige Geist zeigt sich im Nebel der Nacht und teilt sich äußerliche Gemeinsamkeiten mit Haunts und Spuks. Da er an Orten wie Friedhöfen und Schlachtfeldern erscheint, wird angenommen, dass er eine Manifestation der Angst ist.",Magischer Blitzschaden,Auf Verbündete: LP-Transfer,242013,60,49692,54,8,6,5,1,100,100,100,100,100,False,False,False,False,False,False,False,False,False,False,False
14,"Die geflügelte Eidechse fliegt zwischen Bäumen hin und her, um Insekten zu fangen. Sie ist hochaggressiv und greift auch größere Eindringlinge entschlossen an. In Gridania benutzt man den Namen Puk als abwertende Bezeichnung für Tölpel und Tollpatsche.",Magischer Feuerschaden,Auf Gegner: Physischer Hiebschaden / Rückstoß,242014,61,45187,30,6,47,2,1,100,88,91,100,100,False,False,False,False,False,False,False,False,False,False,False
15,"Global verbreitetes Krebstier, das aufgrund seines Geruchs kaum verzehrt wird. Manche ausgewachsenen Tiere behalten die Gegenstände, die sie im Jungtierstadium als Versteck nutzten, und tragen diese wie einen Helm.",Magischer Wasserschaden,Auf sich: Hast,242015,62,48648,42,5,12,2,1,94,94,94,94,94,False,False,False,False,False,False,False,False,False,False,False
16,Eine furchterregende Heuschrecke aus den Regenwäldern der südlichen Inseln. Sie gelangte mit emigrierenden Halmlingen bis nach La Noscea und hat sich dort durch die Jagd auf unvorsichtige Wildtiere und Wanderer rasch etabliert.,Physischer Hiebschaden,Auf Gegner: Elementneutraler Schaden / Physische Verwundbarkeit +,242016,63,45186,33,2,27,1,1,94,94,94,94,94,False,False,False,False,False,False,False,False,False,False,False
17,"Diese halbmagischen Wesen entstehen, wenn Umgebungsäther auf Verunreinigungen des Landes wie Aas oder faules Wasser wirkt. Doch auch Alchemisten und Magier mit zweifelhaften Absichten können Schleime erschaffen.",Elementneutraler Schaden / LP-Transfer an Bestienmeister,Auf Gegner: Elementneutraler Schaden / Fessel,242017,64,49689,3,8,40,5,2,97,1,97,97,97,False,False,False,False,False,False,False,False,True,False,False
18,"Eine gepanzerte Golemart, die nach gängiger Meinung einst die Marionette eines vorzeitlichen Magiers war. Denkbar ist aber auch, dass es sich um einen Geist mit einem Seelenfragment oder ein Wesen aus einer gänzlich anderen Welt handelt.",Physischer Hiebschaden,Auf Verbündete: Physischer Schaden +,242018,65,45186,7,7,15,2,2,97,97,97,97,97,False,False,False,True,False,False,False,False,False,False,False
19,"Ein lichtscheues, in düsteren Höhlen und Wäldern nistendes Flugtier. Je nach Art ernährt es sich von Fliegen, Früchten oder sogar Blut. Sein Kot wird seit alters her als Brennstoff und Dünger verwendet.",Elementneutraler Schaden / LP-Transfer an Bestienmeister,Auf Gegner: Elementneutraler Schaden / Präzisions-Malus,242019,66,49689,31,3,16,2,1,94,94,94,94,94,False,False,False,False,True,False,False,False,False,False,False
20,"Diese karnivore Pflanze haust in Wäldern und auf Wiesen. Ihre Blüten locken große Insekten an, die an den Blättern kleben bleiben und von den emporgereckten Wurzeln ausgesaugt werden. Wer so dumm ist, sie als Zimmerpflanze halten zu wollen, wird verzehrt.",Magischer Windschaden / Rückstoß / Gift,Auf Gegner: Elementneutraler Schaden / Magische Verwundbarkeit +,242020,67,49697,54,4,16,2,1,100,97,97,97,97,False,False,False,False,False,True,False,False,False,False,False
21,"Starker Sprinter. Obwohl gefiedert, gilt der Ziz naturkundlich als Verwandter der Raptoren. Sein umfangreiches Repertoire an verschiedenen Giften führt zu unterschiedlichen Beutefängen, welche Auswirkungen auf das Gefieder des Fleischfressers haben.",Magischer Eisschaden,Auf Gegner: Elementneutraler Schaden / Stein,242021,68,48644,33,6,5,2,1,97,94,97,97,97,False,True,False,False,False,False,False,False,False,False,False
22,"In ariden Gebieten verbreiteter, wandernder Kaktus. Dient auch als Maskottchen für einen berühmten Vergnügungspalast, weshalb sich ihm immer wieder Ahnungslose nähern und schnell Bekanntschaft mit einer Salve seiner schmerzhaften Stacheln machen.",Physischer Stichschaden,Auf Verbündete: Zweischneidig,242022,69,45187,42,4,18,2,1,97,94,94,94,94,False,False,False,False,False,True,False,False,False,False,False
23,"Golems sind magische Lebewesen aus Schlamm und Steinen. Meist werden sie von Magiern erschaffen, doch unter bestimmten Bedingungen, wie zum Beispiel einem durch eine Katastrophe gestörten Umgebungsäther, treten sie nachweislich auch spontan auf.",Magischer Erdschaden,Auf Gegner: Magischer Erdschaden / Erdresistenz -,242023,70,48647,45,7,25,2,1,94,94,94,94,94,False,False,False,True,False,False,False,False,False,False,False
24,"An Küsten lebender, großer Seevogel. Apkallu benutzen ihre Flügel auch zum Schwimmen und ernähren sich von kleineren Fischen. Wenn sie sich bedroht fühlen, spucken sie die im Magen befindlichen Fische mit Wucht aus, um Angreifer abzuwehren.",Magischer Wasserschaden,Auf Gegner: Magischer Wasserschaden / Gemach,242024,71,45187,32,3,48,2,1,97,97,97,97,85,True,False,False,False,False,False,False,False,False,False,False
25,Aus Thavnair stammende riesige Landschildkröte. Ihre Eier wurden zum Ende der Sechsten Ära des Lichts für das Eier-Fest nach Eorzea geschickt. Ein Teil davon schlüpfte und verwilderte. Die Eier gelten heute als eine der Drei Köstlichkeiten Eorzeas.,Magischer Blitzschaden,Auf Verbündete: Physische Verwundbarkeit - / Steinresistenz +,242025,72,49692,43,6,44,2,1,94,97,94,94,94,False,False,False,False,False,False,False,False,False,False,False
26,"Die kräftigen Tiere werden in den Dörfern zwischen Tinolqa und La Noscea gezüchtet, doch immer wieder verwildern Exemplare. Seine schweren Huftritte sind besonders für unerfahrene Abenteurer eine große Gefahr.",Physischer Schlagschaden,Auf Gegner: Elementneutraler Schaden / Betäubung,242026,73,45188,30,1,30,3,1,88,88,88,88,88,False,False,False,False,False,False,True,False,False,False,False
27,"Im alten Nym ließen Magier Muscheln zu den riesigen Uragniten heranwachsen, um sie zu verzehren. Obwohl von guter Konsistenz, schmecken sie nach fast nichts und werden kaum noch gegessen. Die Gourmetgilde sucht nach einem Weg, sie zu verwerten.",Magischer Eisschaden,Auf Gegner: Elementneutraler Schaden / Gift,242027,74,48644,42,5,39,2,1,91,91,91,91,91,False,False,False,False,False,True,False,False,False,False,False
28,"Der Riesenwurm vermag, durch feine Vibrationen den Sand zu verflüssigen und sich schnell durch ihn hinwegzubewegen. Da sein Wachstum nicht endet, lässt sich sein Alter von der Körperlänge her bestimmen.",Magischer Erdschaden / Blind,Auf Gegner: Magischer Erdschaden / Gewicht,242028,75,49694,45,2,26,2,1,91,91,91,91,91,False,False,False,False,True,False,False,False,False,True,False
29,"Die in Höhlen und Bergwerken hausenden Spriggans tragen oft wertvolle Minerale bei sich, wodurch sie sich bei Minenarbeitern den Ruf als Glücksbringer erworben haben. Sie sind im Kodex der Steine erwähnt, wo es heißt, dass sie Botschafter für den Willen der Erde sind.",Magischer Feuerschaden,Auf Gegner: 7-mal physischer Schlagschaden,242029,76,49691,43,7,33,2,1,91,91,100,91,91,False,False,False,True,False,False,False,False,False,False,False
30,"Die schwerfälligen Kreaturen leben in Symbiose mit verschiedenen Pflanzen auf ihrem Kopf. Die Goobbue erhalten Tarnung und spenden Schutz und Feuchtigkeit. Obwohl friedlich anmutend, sind sie gefräßige Jäger und schieben sich in den riesigen Mund, was sie finden.",Physischer Schlagschaden,Auf Gegner: Elementneutraler Schaden / Krankheit,242030,77,45188,31,1,21,3,1,85,85,85,85,85,False,False,False,False,False,False,False,False,False,True,False
31,"Eine riesige Kröte, die ihre klebrige Zunge blitzschnell ausfährt, um große Insekten zu fangen und sie im Ganzen zu verschlingen. Im Fernen Osten soll es Ninja geben, die eine nah verwandte Art, dort „Gama“ genannt, im Kampf als Begleiter einsetzen.",Magischer Eisschaden,Auf Gegner: Physischer Schlagschaden / Anziehen / Präzisions-Malus,242031,78,45188,31,5,19,2,1,88,88,88,88,88,False,False,False,False,True,False,False,False,False,False,False
32,"In den südlichen Meeren heimischer, farbenprächtiger Vogel, der mit seinem einzigartig geformten Schnabel Nektar aus allerlei Blütenkelchen trinkt. Liebt Glitzergegenstände und ahmt Sprache nach, um Aufmerksamkeit zu erregen und im richtigen Augenblick Wertsachen zu rauben.",Physischer Stichschaden,Auf Gegner: 5-mal physischer Stichschaden,242032,79,45187,32,3,50,2,1,88,88,88,88,88,False,False,False,False,False,False,False,False,False,False,False
33,"Ein vierbeiniger Fleischfresser aus dem Nahen Osten, der wegen seiner unvergleichlichen Wildheit gefürchtet wird. Mit seinen beweglichen Fühlern stößt der Coeurl elektrische Impulse aus, die seine Beute betäuben. Die Tiere werden mitunter zum Kämpfen abgerichtet und sind manchmal an der Seite von Piraten zu sehen.",Magischer Blitzschaden,Auf Gegner: Magischer Blitzschaden / Paralyse / Blitzresistenz -,242033,80,48645,350,1,14,3,1,94,94,94,94,79,False,False,True,False,False,False,False,False,False,False,False
34,"Eine in Wäldern beheimatete, zweibeinige Eidechse. Stürzt sich wie im Flug auf ihre Beute und ist dafür bekannt, in Paaren zu jagen. Dies erzeugt eine starke Bindung zwischen den Partnern.",Magischer Eisschaden,Auf Gegner: Magischer Feuerschaden / Blitzresistenz -,242034,81,48644,54,6,14,2,1,91,91,100,91,91,False,False,False,False,False,False,False,False,False,False,False
35,"Verbrennt seine Beute mit fauchenden Flammen, bevor es sie verspeist. Drakons dienen sowohl den Amalj'aa als auch den Drachen als Nutztier oder Gefolge. Es gibt auch eine Unterart namens Smei, die Blitze statt Feuerodem speit.",Magischer Feuerschaden,Auf Verbündete: Magische Verwundbarkeit - / Feuerresistenz +,242035,82,49691,45,6,46,2,1,88,100,88,88,88,False,False,False,False,False,False,False,False,False,False,False
36,"Meist stationär, um sich zu tarnen, doch wenn der Baumschrat Hunger bekommt, setzt er sich in Bewegung und ernährt sich von Tieren und Pflanzen. Ist oft in der Nähe von Siedlungen anzutreffen und wird im Finsterwald als Wächter des Waldes geschätzt.",Magischer Erdschaden / Inkubus,Auf Gegner: Magischer Windschaden / Rückstoß,242036,83,48647,54,4,10,2,1,94,100,91,91,91,False,False,False,False,False,True,False,True,False,False,False
37,"In Trockengebieten verbreitete Riesenameise. Obwohl nicht intelligent, führt sie ein streng geregeltes Sozialleben mit der Königin als Mittelpunkt. Ihre unterirdischen Nester können riesige Ausmaße annehmen und sollten nicht betreten werden.",Physischer Stichschaden,Auf Gegner: Gemach / Auf Verbündete: Schattenresistenz +,242037,84,45186,12,2,32,1,2,88,88,88,88,88,True,False,False,False,False,False,False,False,False,False,False
38,"Ein Mischwesen mit drei Köpfen, dem eines Löwen, eines Ziegenbocks und eines Drachen. Damit nicht genug: Es hat die Flügel einer Fledermaus und den Schwanz eines Skorpions. Sein Name wurde zum Inbegriff für Mischwesen aller Art.",Magischer Feuerschaden / Bei Tiefkühlung: Zusatzschaden,Auf Gegner: Magischer Eisschaden / Tiefkühlung / Eisresistenz -,242038,85,45186,12,1,21,3,2,79,79,79,100,94,False,True,False,False,False,False,False,False,False,False,False
39,"Eine laufende Pflanze, die zur Beutejagd einen intensiven Geruch verströmt. Die ausgestoßenen Pheromone variieren je nach Art, Lebensraum und Beute. Es gibt sogar Liebhaber, die Morbol züchten, um den ultimativen Duft zu entwickeln.",Physischer Stichschaden,Auf Gegner: Elementneutraler Schaden / Gemach / Blind / Paralyse,242039,86,45188,54,4,22,2,1,88,88,88,88,88,True,False,True,False,True,True,False,False,False,False,False
40,"Geister erscheinen, wo jemand ums Leben gekommen ist, und gelten daher als die Seelen Verstorbener. Allerdings sind diese Ungeheuer nicht körperlos, sondern verfügen über eine straffe, tierähnliche Haut. Das ist nur eins der vielen Rätsel, die sie umgeben.",Magischer Windschaden / Verhängnis,Auf Gegner: Elementneutraler Schaden / Verhängnis,242040,87,49693,30,8,17,5,1,94,94,94,94,94,False,False,False,False,False,False,False,False,False,False,True
41,"Diese Amphibie wohnt am Boden von Gewässern und lauert unter Wasser, um seine Beute über ein besonderes Organ mit Blitzen zu betäuben und ganz zu verschlingen. Kann auch klebrige Wasserkugeln verschießen und seine Opfer so bewegungsunfähig machen.",Magischer Wasserschaden,Auf Gegner: Elementneutraler Schaden / Magische Verwundbarkeit +,242041,88,48648,54,5,16,2,1,85,85,85,85,85,False,False,False,False,False,False,False,False,False,False,False
42,"Die Kobra ist groß genug, um einen Elezen mit Haut und Haaren zu verschlingen. Ihre Vitalität lässt vermuten, dass ihr Blut über alchemistische Wirkstoffe verfügt, aber die Kobra ist schwer zu fangen und die Vermutung bleibt bislang unbestätigt.",Physischer Stichschaden / Gift,Auf Gegner: Elementneutraler Schaden / Stein,242042,89,45187,67,6,30,2,1,85,85,85,85,85,False,True,False,False,False,True,False,False,False,False,False
43,Von den Allagern nach Vorbild der Drachen erschaffenes Mischwesen. Es hat mehrere Köpfe und überwältigt seine Gegner mit verschiedenen Odemattacken. Anders als Drachen sind Hydras nicht intelligent und es kann zu erbitterten Streitigkeiten zwischen den Köpfen kommen.,Physischer Stichschaden,Auf Gegner: Elementneutraler Schaden / Krankheit,242043,90,45186,75,6,13,3,2,82,82,82,82,82,False,False,False,False,False,False,False,False,False,True,False
44,Sechs Flügelpaare heben den knorrigen Körper des Fleischfressers in die Lüfte. Kleinlibellen sind revierbewusst und patrouillieren die Umgebung ihrer Eiablage. Sie werden häufig von Parasiten befallen und die Larven anderer großer Fliegen lassen sich aus ihrem Hinterleib entnehmen.,Magischer Windschaden,Auf Gegner: Elementneutraler Schaden / Gift,242044,91,49693,22,2,41,1,2,85,85,85,85,85,False,False,False,False,False,True,False,False,False,False,False
45,"Sporen gedeihen prächtig auf abgestorbenen Goobbue. Wenn sich genug Pilze gebildet haben, steuern sie den toten Wirt wie eine Marionette zum nächsten Brutplatz. Ob die Sporen auch auf uns schädliche Auswirkungen haben können, ist wissenschaftlich nicht geklärt.",Magischer Erdschaden,Auf Gegner: Elementneutraler Schaden / Anziehen,242045,92,49694,22,8,29,5,2,91,97,91,91,91,False,False,False,False,False,False,False,False,False,False,False
46,"Ein auf den Winden wandernder Vogel. Als nach der Siebten Katastrophe die Sichtungen zunahmen, wuchs die Unruhe unter den Bürgern von Ul'dah und Schwerter zur „kinderleichten Beseitigung von Montisauriern“ erschienen dubioserweise auf den Märkten.",Physischer Schlagschaden / Warp,Auf Gegner: Magischer Windschaden / Windresistenz -,242046,93,49698,17,3,15,3,2,85,85,85,85,97,False,False,False,False,False,False,False,False,False,False,False
47,"Mit flüchtigen Seelen animierte magische Wesen, meist von Magiern erschaffen, doch auch eine spontane Entstehung ist denkbar. Aufzeichnungen belegen, dass im Krieg der Magi eine ganze Armee aus Eisgolems in die Schlacht zog.",Magischer Eisschaden,Auf Verbündete: Magischer Schaden +,242047,94,49690,27,7,28,3,2,88,88,88,88,88,False,False,False,True,False,False,False,False,False,False,False
48,"Der Schwanz dieses Krebses gleicht einer Schere, womit er andere Kreaturen des Meeres fängt, aufschneidet und deren Innereien verschlingt. Seeleute erzählen sich von einem Exemplar, das auf einem gewissen Wasserweg lauerte und zahlreiche Schiffe auf den Grund des Meeres schickte.",Physischer Stichschaden,Auf Gegner: Magischer Wasserschaden / Setzt manchmal LP auf unter 10,242048,95,49695,28,5,24,3,2,82,82,82,82,82,False,False,False,False,False,False,False,False,False,False,True
49,"Eine als ausgestorben gegoltene, fleischfressende Pflanze, die angeblich Bienen anlocken und beherrschen kann. Man vermutet, dass während der Siebten Katastrophe in alten Gesteinsschichten eingeschlossene Samen freigelegt wurden und aufkeimten.",Magischer Windschaden,Auf Gegner: Elementneutraler Schaden / Verhängnis,242049,96,45187,98,4,49,3,2,85,85,85,85,85,False,False,False,False,False,True,False,False,False,False,True
50,"Da diese kräftigen Raubtiere nach der Siebten Katastrophe vermehrt auftraten, hielt man sie für Abkömmlinge des Primae Bahamut und gab ihnen einen verwandten Namen. In jüngster Zeit setzte sich die Ansicht durch, dass sie bereits seit Urzeiten existieren.",Magischer Blitzschaden,Auf Gegner: Magischer Feuerschaden,242050,97,48645,92,1,26,4,2,76,76,76,76,97,False,False,False,False,False,False,False,False,False,False,False
