#,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Item1,Item2,PopRange0,PopRange1,PopRange2,Unknown5,Unknown6,Unknown7,Unknown8,Image,PlaceName,Unknown9,Objective1,Objective2,Objective3,RequiredAmount1,RequiredAmount2,Unknown10,Unknown11,Unknown12,Unknown13
10,Expedition Maulkorb,"Die dichten Ätherströme des Diadems ziehen hochgefährliche Kreaturen an, die zu einer ernsten Bedrohung für die Sicherheit des Expeditionspersonals geworden sind. Schlagkräftigen Aben­teurer­gruppen, welche die Ungeheuer beseitigen, winken großzügige Belohnungen. Das Haus Haillenarte hat Duftfallen aufgestellt, die angezündet werden müssen, um die unerwünschten Kreaturen anzulocken.

Außerdem warten in der näheren Umgebung weitere Aufgaben darauf, von engagierten Aben­teurer­gruppen erledigt zu werden.

※ Fülle den Bewertungsbalken durch das Abschließen von FATEs und anderen Aktionen!",Hier Kontrollzentrale Haillenarte. Die Expedition zur Ungeheuerbeseitigung wurde erfolgreich abgeschlossen. Ich wiederhole: Expedition abgeschlossen.,Das Haus dankt der Besatzung des Luftschiffs für die geleisteten Dienste. Die Belohnung wurde an euren Koordinaten abgeworfen.,"Es steht euch frei, eure Expedition des gesamten Diadems auf eigene Faust fortzusetzen. Benutzt die Ätherfissuren und das Portal, wie es euch beliebt. Viel Erfolg!",0,0,6710285,6710328,6710310,0,0,0,6887968,111101,0,0,76,88,73,3,3,3,0,0,0
11,Expedition Artenschutz,"Von den Schwebenden Inseln aus wurden auf dem Diadem seltene Geschöpfe der Urzeit gesichtet. Einige davon sind durch die gewaltigen Einflüsse der Elemente zu einzigartigen Ausprägungen ihrer Spezies mutiert. Zum Zwecke der wissenschaftlichen Unter­such­ung bittet das Haus Haillenarte mutige Aben­teurer­gruppen darum, Proben dieser grotesken Lebewesen zu besorgen. Dazu müssen spezielle Duftfallen angezündet werden, welche die gewünschten Kreaturen anlocken.

Außerdem warten in der näheren Umgebung weitere Aufgaben darauf, von engagierten Aben­teurer­gruppen erledigt zu werden.

※ Fülle den Bewertungsbalken durch das Abschließen von FATEs und anderen Aktionen!",Hier Kontrollzentrale Haillenarte. Die Expedition zur Probengewinnung wurde erfolgreich abgeschlossen. Ich wiederhole: Expedition abgeschlossen.,Das Haus dankt der Besatzung des Luftschiffs für die geleisteten Dienste. Die Belohnung wurde an euren Koordinaten abgeworfen.,"Es steht euch frei, eure Expedition des gesamten Diadems auf eigene Faust fortzusetzen. Benutzt die Ätherfissuren und das Portal, wie es euch beliebt. Viel Erfolg!",2002064,2002062,6710298,6710316,6710324,0,0,0,6710323,111101,0,0,28,32,36,3,3,1,0,0,0
12,Expedition Blütenduft,"Zur Herstellung der unentbehrlichen Duftfallen, mit denen bestimmte auf dem Diadem ansässige Kreaturen angelockt werden können, benötigen die Wissenschaftler des Hauses Haillenarte seltene Duftstoffe. Aben­teurer­gruppen, die sich auf dem Diadem befinden, werden gebeten, sich an den designierten Ort zu begeben, die angewiesenen Ungeheuer zu besiegen und die benötigten Duftstoffe zu entnehmen.

Außerdem warten in der näheren Umgebung weitere Aufgaben darauf, von engagierten Aben­teurer­gruppen erledigt zu werden.

※ Fülle den Bewertungsbalken durch das Abschließen von FATEs und anderen Aktionen!",Hier Kontrollzentrale Haillenarte. Die Expedition zur Duftstoffgewinnung wurde erfolgreich abgeschlossen. Ich wiederhole: Expedition abgeschlossen.,Das Haus dankt der Besatzung des Luftschiffs für die geleisteten Dienste. Die Belohnung wurde an euren Koordinaten abgeworfen.,"Es steht euch frei, eure Expedition des gesamten Diadems auf eigene Faust fortzusetzen. Benutzt die Ätherfissuren und das Portal, wie es euch beliebt. Viel Erfolg!",2002059,2002060,6710333,6710286,6710324,0,0,0,6710323,111101,0,0,48,49,50,3,3,1,0,0,0
13,Expedition Wundereiersuche,"Auf dem Diadem wurden Ur-Eier entdeckt, die für die Erforschung vorzeitlicher Lebewesen von großer Bedeutung sind. Die Ur-Eier selbst sind beinah unmöglich aufzuspüren, aber sogenannte Dottermäuse, die sich von den Ur-Eiern ernähren, dienen als verlässliche Hinweise auf das Vorhandensein der zoologischen Schätze. Aben­teurer­gruppen werden gebeten, während der Jagd auf Monster nach Dottermäusen Ausschau zu halten, und nach erfolgter Sichtung sich so schnell wie möglich zu den Dottermäusen zu begeben, sie zu beseitigen, das Ur-Ei einzusammeln und am vereinbarten Sammelpunkt abzuliefern.

Außerdem warten in der näheren Umgebung weitere Aufgaben darauf, von engagierten Aben­teurer­gruppen erledigt zu werden.

※ Fülle den Bewertungsbalken durch das Abschließen von FATEs und anderen Aktionen!",Hier Kontrollzentrale Haillenarte. Die Expedition zur Sicherstellung des Ur-Eies wurde erfolgreich abgeschlossen. Ich wiederhole: Expedition abgeschlossen.,Das Haus dankt der Besatzung des Luftschiffs für die geleisteten Dienste. Die Belohnung wurde an euren Koordinaten abgeworfen.,"Es steht euch frei, eure Expedition des gesamten Diadems auf eigene Faust fortzusetzen. Benutzt die Ätherfissuren und das Portal, wie es euch beliebt. Viel Erfolg!",0,0,6710303,6710337,6710337,0,0,6798627,6798626,111101,0,0,40,45,47,3,3,2,0,0,5
14,Expedition Wundereiersuche,"Auf dem Diadem wurden Ur-Eier entdeckt, die für die Erforschung vorzeitlicher Lebewesen von großer Bedeutung sind. Die Ur-Eier selbst sind beinah unmöglich aufzuspüren, aber sogenannte Dottermäuse, die sich von den Ur-Eiern ernähren, dienen als verlässliche Hinweise auf das Vorhandensein der zoologischen Schätze. Aben­teurer­gruppen werden gebeten, während der Jagd auf Monster nach Dottermäusen Ausschau zu halten, und nach erfolgter Sichtung sich so schnell wie möglich zu den Dottermäusen zu begeben, sie zu beseitigen, das Ur-Ei einzusammeln und am vereinbarten Sammelpunkt abzuliefern.

Außerdem warten in der näheren Umgebung weitere Aufgaben darauf, von engagierten Aben­teurer­gruppen erledigt zu werden.

※ Fülle den Bewertungsbalken durch das Abschließen von FATEs und anderen Aktionen!",Hier Kontrollzentrale Haillenarte. Die Expedition zur Sicherstellung des Ur-Eies wurde erfolgreich abgeschlossen. Ich wiederhole: Expedition abgeschlossen.,Das Haus dankt der Besatzung des Luftschiffs für die geleisteten Dienste. Die Belohnung wurde an euren Koordinaten abgeworfen.,"Es steht euch frei, eure Expedition des gesamten Diadems auf eigene Faust fortzusetzen. Benutzt die Ätherfissuren und das Portal, wie es euch beliebt. Viel Erfolg!",0,0,6710325,6710311,6710311,0,0,6798619,6798618,111101,0,0,43,45,47,3,3,2,0,0,5
15,Expedition Winterschlaf,"Die Wissenschaftler des Hauses Haillenarte haben ein Debilitans genanntes Mittel entwickelt, um die gefährlichen Kreaturen des Diadems zu schwächen. Da die Möglichkeit besteht, dass die Ungeheuer eine Toleranz gegen das Mittel aufbauen, muss es immer wieder auf seine Wirksamkeit geprüft werden. Die Wissenschaftler bitten Aben­teurer­gruppen, das Mittel frei nach ihrem Ermessen einzusetzen und die so behandelten Ungeheuer auf ihre Kampfkraft zu testen - bis zu ihrem bitteren Ende.

Außerdem warten in der näheren Umgebung weitere Aufgaben darauf, von engagierten Aben­teurer­gruppen erledigt zu werden.

※ Fülle den Bewertungsbalken durch das Abschließen von FATEs und anderen Aktionen!",Hier Kontrollzentrale Haillenarte. Die Expedition zur Erprobung des Schwächungsmittels wurde erfolgreich abgeschlossen. Ich wiederhole: Expedition abgeschlossen.,Das Haus dankt der Besatzung des Luftschiffs für die geleisteten Dienste. Die Belohnung wurde an euren Koordinaten abgeworfen.,"Es steht euch frei, eure Expedition des gesamten Diadems auf eigene Faust fortzusetzen. Benutzt die Ätherfissuren und das Portal, wie es euch beliebt. Viel Erfolg!",2002061,0,6710324,6710289,6710306,0,0,0,6887967,111101,2745,0,51,55,58,1,3,3,0,0,0
16,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,Expedition Kristallklar,"Die heftigen Umwälzungen, denen die Elementar­kräfte des Diadems unterliegen, lassen immer mehr Äther kristallisieren. Die aufgeladenen Kristalle stellen vielseitige und wertvolle Ressourcen dar. Das Haus Haillenarte bietet allen Aben­teurer­gruppen eine Belohnung an, welche überladene Elementarkristalle einsammeln und bei dem Piloten des Luftschiffs *Bounty* abliefern.

Außerdem warten in der näheren Umgebung weitere Aufgaben darauf, von engagierten Aben­teurer­gruppen erledigt zu werden.

※ Fülle den Bewertungsbalken durch das Abschließen von FATEs und anderen Aktionen!",Hier Kontrollzentrale Haillenarte. Die Expedition zur Kristallsammlung wurde erfolgreich abgeschlossen. Ich wiederhole: Expedition abgeschlossen.,Das Haus dankt der Besatzung des Luftschiffs für die geleisteten Dienste. Die Belohnung wurde an euren Koordinaten abgeworfen.,"Es steht euch frei, eure Expedition des gesamten Diadems auf eigene Faust fortzusetzen. Benutzt die Ätherfissuren und das Portal, wie es euch beliebt. Viel Erfolg!",2002043,2002046,6798648,6798628,6710324,0,0,0,6710323,111101,0,0,15,23,25,4,4,1,0,0,0
18,Expedition Maulkorb,"Die dichten Ätherströme des Diadems ziehen hochgefährliche Kreaturen an, die zu einer ernsten Bedrohung für die Sicherheit des Expeditionspersonals geworden sind. Schlagkräftigen Aben­teurer­gruppen, welche die Ungeheuer beseitigen, winken großzügige Belohnungen. Das Haus Haillenarte hat Duftfallen aufgestellt, die angezündet werden müssen, um die unerwünschten Kreaturen anzulocken.

Außerdem warten in der näheren Umgebung weitere Aufgaben darauf, von engagierten Aben­teurer­gruppen erledigt zu werden.

※ Fülle den Bewertungsbalken durch das Abschließen von FATEs und anderen Aktionen!",Hier Kontrollzentrale Haillenarte. Die Expedition zur Ungeheuerbeseitigung wurde trotz der Komplikationen erfolgreich abgeschlossen. Ich wiederhole: Expedition abgeschlossen.,Das Haus dankt der Besatzung des Luftschiffs für die geleisteten Dienste. Die Belohnung wurde an euren Koordinaten abgeworfen.,"Es steht euch frei, eure Expedition des gesamten Diadems auf eigene Faust fortzusetzen. Benutzt die Ätherfissuren und das Portal, wie es euch beliebt. Viel Erfolg!",0,0,6710295,6788805,6788805,0,0,0,6887984,111101,0,0,78,65,93,3,3,2,0,0,0
19,Expedition Maulkorb,"Die dichten Ätherströme des Diadems ziehen hochgefährliche Kreaturen an, die zu einer ernsten Bedrohung für die Sicherheit des Expeditionspersonals geworden sind. Schlagkräftigen Aben­teurer­gruppen, welche die Ungeheuer beseitigen, winken großzügige Belohnungen. Das Haus Haillenarte hat Duftfallen aufgestellt, die angezündet werden müssen, um die unerwünschten Kreaturen anzulocken.

Außerdem warten in der näheren Umgebung weitere Aufgaben darauf, von engagierten Aben­teurer­gruppen erledigt zu werden.

※ Fülle den Bewertungsbalken durch das Abschließen von FATEs und anderen Aktionen!",Hier Kontrollzentrale Haillenarte. Die Expedition zur Ungeheuerbeseitigung wurde trotz der Komplikationen erfolgreich abgeschlossen. Ich wiederhole: Expedition abgeschlossen.,Das Haus dankt der Besatzung des Luftschiffs für die geleisteten Dienste. Die Belohnung wurde an euren Koordinaten abgeworfen.,"Es steht euch frei, eure Expedition des gesamten Diadems auf eigene Faust fortzusetzen. Benutzt die Ätherfissuren und das Portal, wie es euch beliebt. Viel Erfolg!",0,0,6710340,6710314,6710314,0,0,0,6887969,111101,0,0,75,83,90,3,3,2,0,0,0
20,Expedition Maulkorb,"Die dichten Ätherströme des Diadems ziehen hochgefährliche Kreaturen an, die zu einer ernsten Bedrohung für die Sicherheit des Expeditionspersonals geworden sind. Schlagkräftigen Aben­teurer­gruppen, welche die Ungeheuer beseitigen, winken großzügige Belohnungen. Das Haus Haillenarte hat Duftfallen aufgestellt, die angezündet werden müssen, um die unerwünschten Kreaturen anzulocken.

Außerdem warten in der näheren Umgebung weitere Aufgaben darauf, von engagierten Aben­teurer­gruppen erledigt zu werden.

※ Fülle den Bewertungsbalken durch das Abschließen von FATEs und anderen Aktionen!",Hier Kontrollzentrale Haillenarte. Die Expedition zur Ungeheuerbeseitigung wurde erfolgreich abgeschlossen. Ich wiederhole: Expedition abgeschlossen.,Das Haus dankt der Besatzung des Luftschiffs für die geleisteten Dienste. Die Belohnung wurde an euren Koordinaten abgeworfen.,"Es steht euch frei, eure Expedition des gesamten Diadems auf eigene Faust fortzusetzen. Benutzt die Ätherfissuren und das Portal, wie es euch beliebt. Viel Erfolg!",0,0,6710307,6710345,6710286,0,0,0,6887958,111101,0,0,80,85,72,3,3,3,0,0,0
21,Expedition Artenschutz,"Von den Schwebenden Inseln aus wurden auf dem Diadem seltene Geschöpfe der Urzeit gesichtet. Einige davon sind durch die gewaltigen Einflüsse der Elemente zu einzigartigen Ausprägungen ihrer Spezies mutiert. Zum Zwecke der wissenschaftlichen Unter­such­ung bittet das Haus Haillenarte mutige Aben­teurer­gruppen darum, Proben dieser grotesken Lebewesen zu besorgen. Dazu müssen spezielle Duftfallen angezündet werden, welche die gewünschten Kreaturen anlocken.

Außerdem warten in der näheren Umgebung weitere Aufgaben darauf, von engagierten Aben­teurer­gruppen erledigt zu werden.

※ Fülle den Bewertungsbalken durch das Abschließen von FATEs und anderen Aktionen!",Hier Kontrollzentrale Haillenarte. Die Expedition zur Probengewinnung wurde erfolgreich abgeschlossen. Ich wiederhole: Expedition abgeschlossen.,Das Haus dankt der Besatzung des Luftschiffs für die geleisteten Dienste. Die Belohnung wurde an euren Koordinaten abgeworfen.,"Es steht euch frei, eure Expedition des gesamten Diadems auf eigene Faust fortzusetzen. Benutzt die Ätherfissuren und das Portal, wie es euch beliebt. Viel Erfolg!",2002064,2002062,6710306,6710321,6710324,0,0,0,6710323,111101,0,0,29,32,36,3,3,1,0,0,0
22,Expedition Blütenduft,"Zur Herstellung der unentbehrlichen Duftfallen, mit denen bestimmte auf dem Diadem ansässige Kreaturen angelockt werden können, benötigen die Wissenschaftler des Hauses Haillenarte seltene Duftstoffe. Aben­teurer­gruppen, die sich auf dem Diadem befinden, werden gebeten, sich an den designierten Ort zu begeben, die angewiesenen Ungeheuer zu besiegen und die benötigten Duftstoffe zu entnehmen.

Außerdem warten in der näheren Umgebung weitere Aufgaben darauf, von engagierten Aben­teurer­gruppen erledigt zu werden.

※ Fülle den Bewertungsbalken durch das Abschließen von FATEs und anderen Aktionen!",Hier Kontrollzentrale Haillenarte. Die Expedition zur Duftstoffgewinnung wurde erfolgreich abgeschlossen. Ich wiederhole: Expedition abgeschlossen.,Das Haus dankt der Besatzung des Luftschiffs für die geleisteten Dienste. Die Belohnung wurde an euren Koordinaten abgeworfen.,"Es steht euch frei, eure Expedition des gesamten Diadems auf eigene Faust fortzusetzen. Benutzt die Ätherfissuren und das Portal, wie es euch beliebt. Viel Erfolg!",2002059,2002060,6710336,6710298,6710324,0,0,0,6710323,111101,0,0,48,49,50,3,3,1,0,0,0
23,Expedition Wundereiersuche,"Auf dem Diadem wurden Ur-Eier entdeckt, die für die Erforschung vorzeitlicher Lebewesen von großer Bedeutung sind. Die Ur-Eier selbst sind beinah unmöglich aufzuspüren, aber sogenannte Dottermäuse, die sich von den Ur-Eiern ernähren, dienen als verlässliche Hinweise auf das Vorhandensein der zoologischen Schätze. Aben­teurer­gruppen werden gebeten, während der Jagd auf Monster nach Dottermäusen Ausschau zu halten, und nach erfolgter Sichtung sich so schnell wie möglich zu den Dottermäusen zu begeben, sie zu beseitigen, das Ur-Ei einzusammeln und am vereinbarten Sammelpunkt abzuliefern.

Außerdem warten in der näheren Umgebung weitere Aufgaben darauf, von engagierten Aben­teurer­gruppen erledigt zu werden.

※ Fülle den Bewertungsbalken durch das Abschließen von FATEs und anderen Aktionen!",Hier Kontrollzentrale Haillenarte. Die Expedition zur Sicherstellung des Ur-Eies wurde erfolgreich abgeschlossen. Ich wiederhole: Expedition abgeschlossen.,Das Haus dankt der Besatzung des Luftschiffs für die geleisteten Dienste. Die Belohnung wurde an euren Koordinaten abgeworfen.,"Es steht euch frei, eure Expedition des gesamten Diadems auf eigene Faust fortzusetzen. Benutzt die Ätherfissuren und das Portal, wie es euch beliebt. Viel Erfolg!",0,0,6710317,6710329,6710329,0,0,6798623,6798622,111101,0,0,38,44,47,3,3,2,0,0,5
24,Expedition Wundereiersuche,"Auf dem Diadem wurden Ur-Eier entdeckt, die für die Erforschung vorzeitlicher Lebewesen von großer Bedeutung sind. Die Ur-Eier selbst sind beinah unmöglich aufzuspüren, aber sogenannte Dottermäuse, die sich von den Ur-Eiern ernähren, dienen als verlässliche Hinweise auf das Vorhandensein der zoologischen Schätze. Aben­teurer­gruppen werden gebeten, während der Jagd auf Monster nach Dottermäusen Ausschau zu halten, und nach erfolgter Sichtung sich so schnell wie möglich zu den Dottermäusen zu begeben, sie zu beseitigen, das Ur-Ei einzusammeln und am vereinbarten Sammelpunkt abzuliefern.

Außerdem warten in der näheren Umgebung weitere Aufgaben darauf, von engagierten Aben­teurer­gruppen erledigt zu werden.

※ Fülle den Bewertungsbalken durch das Abschließen von FATEs und anderen Aktionen!",Hier Kontrollzentrale Haillenarte. Die Expedition zur Sicherstellung des Ur-Eies wurde erfolgreich abgeschlossen. Ich wiederhole: Expedition abgeschlossen.,Das Haus dankt der Besatzung des Luftschiffs für die geleisteten Dienste. Die Belohnung wurde an euren Koordinaten abgeworfen.,"Es steht euch frei, eure Expedition des gesamten Diadems auf eigene Faust fortzusetzen. Benutzt die Ätherfissuren und das Portal, wie es euch beliebt. Viel Erfolg!",0,0,6710289,6710320,6710320,0,0,6798621,6798620,111101,0,0,40,46,47,3,3,2,0,0,5
25,Expedition Winterschlaf,"Die Wissenschaftler des Hauses Haillenarte haben ein Debilitans genanntes Mittel entwickelt, um die gefährlichen Kreaturen des Diadems zu schwächen. Da die Möglichkeit besteht, dass die Ungeheuer eine Toleranz gegen das Mittel aufbauen, muss es immer wieder auf seine Wirksamkeit geprüft werden. Die Wissenschaftler bitten Aben­teurer­gruppen, das Mittel frei nach ihrem Ermessen einzusetzen und die so behandelten Ungeheuer auf ihre Kampfkraft zu testen - bis zu ihrem bitteren Ende.

Außerdem warten in der näheren Umgebung weitere Aufgaben darauf, von engagierten Aben­teurer­gruppen erledigt zu werden.

※ Fülle den Bewertungsbalken durch das Abschließen von FATEs und anderen Aktionen!",Hier Kontrollzentrale Haillenarte. Die Expedition zur Erprobung des Schwächungsmittels wurde erfolgreich abgeschlossen. Ich wiederhole: Expedition abgeschlossen.,Das Haus dankt der Besatzung des Luftschiffs für die geleisteten Dienste. Die Belohnung wurde an euren Koordinaten abgeworfen.,"Es steht euch frei, eure Expedition des gesamten Diadems auf eigene Faust fortzusetzen. Benutzt die Ätherfissuren und das Portal, wie es euch beliebt. Viel Erfolg!",2002061,0,6710324,6710299,6710285,0,0,0,6887957,111101,2745,0,51,53,57,1,3,3,0,0,0
26,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,Expedition Kristallklar,"Die heftigen Umwälzungen, denen die Elementar­kräfte des Diadems unterliegen, lassen immer mehr Äther kristallisieren. Die aufgeladenen Kristalle stellen vielseitige und wertvolle Ressourcen dar. Das Haus Haillenarte bietet allen Aben­teurer­gruppen eine Belohnung an, welche überladene Elementarkristalle einsammeln und bei dem Piloten des Luftschiffs *Bounty* abliefern.

Außerdem warten in der näheren Umgebung weitere Aufgaben darauf, von engagierten Aben­teurer­gruppen erledigt zu werden.

※ Fülle den Bewertungsbalken durch das Abschließen von FATEs und anderen Aktionen!",Hier Kontrollzentrale Haillenarte. Die Expedition zur Kristallsammlung wurde erfolgreich abgeschlossen. Ich wiederhole: Expedition abgeschlossen.,Das Haus dankt der Besatzung des Luftschiffs für die geleisteten Dienste. Die Belohnung wurde an euren Koordinaten abgeworfen.,"Es steht euch frei, eure Expedition des gesamten Diadems auf eigene Faust fortzusetzen. Benutzt die Ätherfissuren und das Portal, wie es euch beliebt. Viel Erfolg!",2002044,2002041,6798651,6798659,6710324,0,0,0,6710323,111101,0,0,16,24,25,4,4,1,0,0,0
28,Expedition Maulkorb,"Die dichten Ätherströme des Diadems ziehen hochgefährliche Kreaturen an, die zu einer ernsten Bedrohung für die Sicherheit des Expeditionspersonals geworden sind. Schlagkräftigen Aben­teurer­gruppen, welche die Ungeheuer beseitigen, winken großzügige Belohnungen. Das Haus Haillenarte hat Duftfallen aufgestellt, die angezündet werden müssen, um die unerwünschten Kreaturen anzulocken.

Außerdem warten in der näheren Umgebung weitere Aufgaben darauf, von engagierten Aben­teurer­gruppen erledigt zu werden.

※ Fülle den Bewertungsbalken durch das Abschließen von FATEs und anderen Aktionen!",Hier Kontrollzentrale Haillenarte. Die Expedition zur Ungeheuerbeseitigung wurde erfolgreich abgeschlossen. Ich wiederhole: Expedition abgeschlossen.,Das Haus dankt der Besatzung des Luftschiffs für die geleisteten Dienste. Die Belohnung wurde an euren Koordinaten abgeworfen.,"Es steht euch frei, eure Expedition des gesamten Diadems auf eigene Faust fortzusetzen. Benutzt die Ätherfissuren und das Portal, wie es euch beliebt. Viel Erfolg!",0,0,6710316,6710341,6788805,0,0,0,6887984,111101,0,0,63,66,74,3,3,3,0,0,0
29,Expedition Maulkorb,"Die dichten Ätherströme des Diadems ziehen hochgefährliche Kreaturen an, die zu einer ernsten Bedrohung für die Sicherheit des Expeditionspersonals geworden sind. Schlagkräftigen Aben­teurer­gruppen, welche die Ungeheuer beseitigen, winken großzügige Belohnungen. Das Haus Haillenarte hat Duftfallen aufgestellt, die angezündet werden müssen, um die unerwünschten Kreaturen anzulocken.

Außerdem warten in der näheren Umgebung weitere Aufgaben darauf, von engagierten Aben­teurer­gruppen erledigt zu werden.

※ Fülle den Bewertungsbalken durch das Abschließen von FATEs und anderen Aktionen!",Hier Kontrollzentrale Haillenarte. Die Expedition zur Ungeheuerbeseitigung wurde trotz der Komplikationen erfolgreich abgeschlossen. Ich wiederhole: Expedition abgeschlossen.,Das Haus dankt der Besatzung des Luftschiffs für die geleisteten Dienste. Die Belohnung wurde an euren Koordinaten abgeworfen.,"Es steht euch frei, eure Expedition des gesamten Diadems auf eigene Faust fortzusetzen. Benutzt die Ätherfissuren und das Portal, wie es euch beliebt. Viel Erfolg!",0,0,6710285,6710328,6710328,0,0,0,6887975,111101,0,0,76,88,93,3,3,3,0,0,0
