#,Name,Description,QuestRequirement,CRP,BSM,ARM,GSM,LTW,WVR,ALC,CUL,AnimationStart,AnimationEnd,Icon,RequiredStatus,ClassJobCategory,ClassJobLevel,Cost,ClassJob,Specialist
100032,Wiederherstellung,30 Punkte der Belastbarkeit des Materials werden wieder­her­gestellt.,0,100003,100017,100032,100077,100047,100062,100092,100107,242,249,1952,0,11,7,88,10,False
100033,Schnelle Bearbeitung,"Die Arbeit schreitet fort, dafür sinkt die Belastbarkeit.
Effizienz: 250
Erfolgswahrscheinlichkeit: 50 %",0,100033,100033,100033,100033,100033,100033,100033,100033,241,248,786,0,0,1,0,-1,False
100034,Solide Veredelung,"Die Qualität wird erhöht, dafür sinkt die Belastbarkeit.
Effizienz: 125
Erfolgswahrscheinlichkeit: 100 %
Kombo-Bedingung: **Veredelung**
Bonus: Die HP-Kosten sind auf 18 verringert.",0,100004,100018,100034,100078,100048,100064,100093,100109,240,247,1616,0,11,18,32,10,False
100035,Wiederherstellung II,60 Punkte der Belastbarkeit des Materials werden wieder­her­gestellt.,0,100005,100019,100035,100079,100049,100065,100094,100110,242,249,786,0,0,1,0,-1,False
100036,Zeichen des Eises,"Die Arbeit schreitet fort, dafür sinkt die Belastbarkeit.
Effizienz: 100 (bei eisbasiertem Rezept 200)
Erfolgswahrscheinlichkeit: 90 %",0,100036,0,0,0,0,0,0,0,239,246,786,0,0,1,0,-1,False
100037,Solide Bearbeitung,"Die Arbeit schreitet fort, dafür sinkt die Belastbarkeit.
Effizienz: 150
Erfolgswahrscheinlichkeit: 90 %",0,100007,100021,100037,100080,100051,100067,100096,100111,239,246,786,0,0,1,0,-1,False
100038,Höhere Veredelung,"Die Qualität wird erhöht, dafür sinkt die Belastbarkeit.
Effizienz: 150
Erfolgswahrscheinlichkeit: 90 %",0,100008,100022,100038,100081,100052,100068,100097,100112,240,247,786,0,0,1,0,-1,False
100039,Stück für Stück,"Die Arbeit schreitet um etwa ein Drittel des verbliebenen Fortschritts fort, dafür sinkt die Belastbarkeit. (Maximum: 1000)
Erfolgswahrscheinlichkeit: 90 %",0,100039,100039,100039,100039,100039,100039,100039,100039,239,246,786,0,0,1,0,-1,False
100040,Beobachten,Wartet für einen Arbeitsschritt ab.,0,100010,100023,100040,100082,100053,100070,100099,100113,11586,11587,1954,0,11,13,7,10,False
100041,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100042,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100043,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100044,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100045,Bearbeiten,"Die Arbeit schreitet fort, dafür sinkt die Belastbarkeit.
Effizienz: 120
Erfolgswahrscheinlichkeit: 100 %",0,100001,100015,100030,100075,100045,100060,100090,100105,239,246,1701,0,13,1,0,12,False
100046,Veredelung,"Die Qualität wird erhöht, dafür sinkt die Belastbarkeit.
Effizienz: 100
Erfolgswahrscheinlichkeit: 100 %",0,100002,100016,100031,100076,100046,100061,100091,100106,240,247,1702,0,13,5,18,12,False
100047,Wiederherstellung,30 Punkte der Belastbarkeit des Materials werden wieder­her­gestellt.,0,100003,100017,100032,100077,100047,100062,100092,100107,242,249,1952,0,13,7,88,12,False
100048,Solide Veredelung,"Die Qualität wird erhöht, dafür sinkt die Belastbarkeit.
Effizienz: 125
Erfolgswahrscheinlichkeit: 100 %
Kombo-Bedingung: **Veredelung**
Bonus: Die HP-Kosten sind auf 18 verringert.",0,100004,100018,100034,100078,100048,100064,100093,100109,240,247,1716,0,13,18,32,12,False
100049,Wiederherstellung II,60 Punkte der Belastbarkeit des Materials werden wieder­her­gestellt.,0,100005,100019,100035,100079,100049,100065,100094,100110,242,249,786,0,0,1,0,-1,False
100050,Zeichen der Erde,"Die Arbeit schreitet fort, dafür sinkt die Belastbarkeit.
Effizienz: 100 (bei erdbasiertem Rezept 200)
Erfolgswahrscheinlichkeit: 90 %",0,100050,0,0,0,0,0,0,0,239,246,786,0,0,1,0,-1,False
100051,Solide Bearbeitung,"Die Arbeit schreitet fort, dafür sinkt die Belastbarkeit.
Effizienz: 150
Erfolgswahrscheinlichkeit: 90 %",0,100007,100021,100037,100080,100051,100067,100096,100111,239,246,786,0,0,1,0,-1,False
100052,Höhere Veredelung,"Die Qualität wird erhöht, dafür sinkt die Belastbarkeit.
Effizienz: 150
Erfolgswahrscheinlichkeit: 90 %",0,100008,100022,100038,100081,100052,100068,100097,100112,240,247,786,0,0,1,0,-1,False
100053,Beobachten,Wartet für einen Arbeitsschritt ab.,0,100010,100023,100040,100082,100053,100070,100099,100113,11586,11587,1954,0,13,13,7,12,False
100054,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100055,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100056,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100057,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100058,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100059,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100060,Bearbeiten,"Die Arbeit schreitet fort, dafür sinkt die Belastbarkeit.
Effizienz: 120
Erfolgswahrscheinlichkeit: 100 %",0,100001,100015,100030,100075,100045,100060,100090,100105,239,246,1751,0,14,1,0,13,False
100061,Veredelung,"Die Qualität wird erhöht, dafür sinkt die Belastbarkeit.
Effizienz: 100
Erfolgswahrscheinlichkeit: 100 %",0,100002,100016,100031,100076,100046,100061,100091,100106,240,247,1752,0,14,5,18,13,False
100062,Wiederherstellung,30 Punkte der Belastbarkeit des Materials werden wieder­her­gestellt.,0,100003,100017,100032,100077,100047,100062,100092,100107,242,249,1952,0,14,7,88,13,False
100063,Sorgfältige Bearbeitung,"Die Arbeit schreitet fort, dafür sinkt die Belastbarkeit.
Effizienz: 90
Erfolgswahrscheinlichkeit: 100 %",0,100063,100063,100063,100063,100063,100063,100063,100063,240,247,786,0,0,1,0,-1,False
100064,Solide Veredelung,"Die Qualität wird erhöht, dafür sinkt die Belastbarkeit.
Effizienz: 125
Erfolgswahrscheinlichkeit: 100 %
Kombo-Bedingung: **Veredelung**
Bonus: Die HP-Kosten sind auf 18 verringert.",0,100004,100018,100034,100078,100048,100064,100093,100109,240,247,1765,0,14,18,32,13,False
100065,Wiederherstellung II,60 Punkte der Belastbarkeit des Materials werden wieder­her­gestellt.,0,100005,100019,100035,100079,100049,100065,100094,100110,242,249,786,0,0,1,0,-1,False
100066,Zeichen des Blitzes,"Die Arbeit schreitet fort, dafür sinkt die Belastbarkeit.
Effizienz: 100 (bei blitzbasiertem Rezept 200)
Erfolgswahrscheinlichkeit: 90 %",0,100066,0,0,0,0,0,0,0,239,246,786,0,0,1,0,-1,False
100067,Solide Bearbeitung,"Die Arbeit schreitet fort, dafür sinkt die Belastbarkeit.
Effizienz: 150
Erfolgswahrscheinlichkeit: 90 %",0,100007,100021,100037,100080,100051,100067,100096,100111,239,246,786,0,0,1,0,-1,False
100068,Höhere Veredelung,"Die Qualität wird erhöht, dafür sinkt die Belastbarkeit.
Effizienz: 150
Erfolgswahrscheinlichkeit: 90 %",0,100008,100022,100038,100081,100052,100068,100097,100112,240,247,786,0,0,1,0,-1,False
100069,Sorgfältige Bearbeitung II,"Die Arbeit schreitet fort, dafür sinkt die Belastbarkeit.
Effizienz: 120
Erfolgswahrscheinlichkeit: 100 %",0,100069,100069,100069,100069,100069,100069,100069,100069,240,247,786,0,0,1,0,-1,False
100070,Beobachten,Wartet für einen Arbeitsschritt ab.,0,100010,100023,100040,100082,100053,100070,100099,100113,11586,11587,1954,0,14,13,7,13,False
100071,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100072,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100073,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100074,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100075,Bearbeiten,"Die Arbeit schreitet fort, dafür sinkt die Belastbarkeit.
Effizienz: 120
Erfolgswahrscheinlichkeit: 100 %",0,100001,100015,100030,100075,100045,100060,100090,100105,239,246,1651,0,12,1,0,11,False
100076,Veredelung,"Die Qualität wird erhöht, dafür sinkt die Belastbarkeit.
Effizienz: 100
Erfolgswahrscheinlichkeit: 100 %",0,100002,100016,100031,100076,100046,100061,100091,100106,240,247,1652,0,12,5,18,11,False
100077,Wiederherstellung,30 Punkte der Belastbarkeit des Materials werden wieder­her­gestellt.,0,100003,100017,100032,100077,100047,100062,100092,100107,242,249,1952,0,12,7,88,11,False
100078,Solide Veredelung,"Die Qualität wird erhöht, dafür sinkt die Belastbarkeit.
Effizienz: 125
Erfolgswahrscheinlichkeit: 100 %
Kombo-Bedingung: **Veredelung**
Bonus: Die HP-Kosten sind auf 18 verringert.",0,100004,100018,100034,100078,100048,100064,100093,100109,240,247,1665,0,12,18,32,11,False
100079,Wiederherstellung II,60 Punkte der Belastbarkeit des Materials werden wieder­her­gestellt.,0,100005,100019,100035,100079,100049,100065,100094,100110,242,249,786,0,0,1,0,-1,False
100080,Solide Bearbeitung,"Die Arbeit schreitet fort, dafür sinkt die Belastbarkeit.
Effizienz: 150
Erfolgswahrscheinlichkeit: 90 %",0,100007,100021,100037,100080,100051,100067,100096,100111,239,246,786,0,0,1,0,-1,False
100081,Höhere Veredelung,"Die Qualität wird erhöht, dafür sinkt die Belastbarkeit.
Effizienz: 150
Erfolgswahrscheinlichkeit: 90 %",0,100008,100022,100038,100081,100052,100068,100097,100112,240,247,786,0,0,1,0,-1,False
100082,Beobachten,Wartet für einen Arbeitsschritt ab.,0,100010,100023,100040,100082,100053,100070,100099,100113,11586,11587,1954,0,12,13,7,11,False
100083,Makellose Bearbeitung,"Die Arbeit schreitet um 40 Einheiten fort, dafür sinkt die Belastbarkeit.
Erfolgswahrscheinlichkeit: 90 %",0,100083,100083,100083,100083,100083,100083,100083,100083,239,246,786,0,0,1,0,-1,False
100084,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100085,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100086,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100087,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100088,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100089,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100090,Bearbeiten,"Die Arbeit schreitet fort, dafür sinkt die Belastbarkeit.
Effizienz: 120
Erfolgswahrscheinlichkeit: 100 %",0,100001,100015,100030,100075,100045,100060,100090,100105,239,246,1801,0,15,1,0,14,False
100091,Veredelung,"Die Qualität wird erhöht, dafür sinkt die Belastbarkeit.
Effizienz: 100
Erfolgswahrscheinlichkeit: 100 %",0,100002,100016,100031,100076,100046,100061,100091,100106,240,247,1802,0,15,5,18,14,False
100092,Wiederherstellung,30 Punkte der Belastbarkeit des Materials werden wieder­her­gestellt.,0,100003,100017,100032,100077,100047,100062,100092,100107,242,249,1952,0,15,7,88,14,False
100093,Solide Veredelung,"Die Qualität wird erhöht, dafür sinkt die Belastbarkeit.
Effizienz: 125
Erfolgswahrscheinlichkeit: 100 %
Kombo-Bedingung: **Veredelung**
Bonus: Die HP-Kosten sind auf 18 verringert.",0,100004,100018,100034,100078,100048,100064,100093,100109,240,247,1816,0,15,18,32,14,False
100094,Wiederherstellung II,60 Punkte der Belastbarkeit des Materials werden wieder­her­gestellt.,0,100005,100019,100035,100079,100049,100065,100094,100110,242,249,786,0,0,1,0,-1,False
100095,Zeichen des Wassers,"Die Arbeit schreitet fort, dafür sinkt die Belastbarkeit.
Effizienz: 100 (bei wasserbasiertem Rezept 200)
Erfolgswahrscheinlichkeit: 90 %",0,100095,0,0,0,0,0,0,0,239,246,786,0,0,1,0,-1,False
100096,Solide Bearbeitung,"Die Arbeit schreitet fort, dafür sinkt die Belastbarkeit.
Effizienz: 150
Erfolgswahrscheinlichkeit: 90 %",0,100007,100021,100037,100080,100051,100067,100096,100111,239,246,786,0,0,1,0,-1,False
100097,Höhere Veredelung,"Die Qualität wird erhöht, dafür sinkt die Belastbarkeit.
Effizienz: 150
Erfolgswahrscheinlichkeit: 90 %",0,100008,100022,100038,100081,100052,100068,100097,100112,240,247,786,0,0,1,0,-1,False
100098,Kunstgriff,"Stellt 20 HP wieder her. Kann nur eingesetzt werden, wenn der Zustand des Materials mindestens **Gut** ist.",0,100098,100098,100098,100098,100098,100098,100098,100098,242,249,786,0,0,1,0,-1,False
100099,Beobachten,Wartet für einen Arbeitsschritt ab.,0,100010,100023,100040,100082,100053,100070,100099,100113,11586,11587,1954,0,15,13,7,14,False
100100,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100101,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100102,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100103,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100104,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100105,Bearbeiten,"Die Arbeit schreitet fort, dafür sinkt die Belastbarkeit.
Effizienz: 120
Erfolgswahrscheinlichkeit: 100 %",0,100001,100015,100030,100075,100045,100060,100090,100105,239,246,1851,0,16,1,0,15,False
100106,Veredelung,"Die Qualität wird erhöht, dafür sinkt die Belastbarkeit.
Effizienz: 100
Erfolgswahrscheinlichkeit: 100 %",0,100002,100016,100031,100076,100046,100061,100091,100106,240,247,1852,0,16,5,18,15,False
100107,Wiederherstellung,30 Punkte der Belastbarkeit des Materials werden wieder­her­gestellt.,0,100003,100017,100032,100077,100047,100062,100092,100107,242,249,1952,0,16,7,88,15,False
100108,Hastige Veredelung,"Die Qualität wird erhöht, aber keine HP verbraucht.
Effizienz: 100
Erfolgswahrscheinlichkeit: 50 %",0,100108,100108,100108,100108,100108,100108,100108,100108,241,248,786,0,0,1,0,-1,False
100109,Solide Veredelung,"Die Qualität wird erhöht, dafür sinkt die Belastbarkeit.
Effizienz: 125
Erfolgswahrscheinlichkeit: 100 %
Kombo-Bedingung: **Veredelung**
Bonus: Die HP-Kosten sind auf 18 verringert.",0,100004,100018,100034,100078,100048,100064,100093,100109,240,247,1865,0,16,18,32,15,False
100110,Wiederherstellung II,60 Punkte der Belastbarkeit des Materials werden wieder­her­gestellt.,0,100005,100019,100035,100079,100049,100065,100094,100110,242,249,786,0,0,1,0,-1,False
100111,Solide Bearbeitung,"Die Arbeit schreitet fort, dafür sinkt die Belastbarkeit.
Effizienz: 150
Erfolgswahrscheinlichkeit: 90 %",0,100007,100021,100037,100080,100051,100067,100096,100111,239,246,786,0,0,1,0,-1,False
100112,Höhere Veredelung,"Die Qualität wird erhöht, dafür sinkt die Belastbarkeit.
Effizienz: 150
Erfolgswahrscheinlichkeit: 90 %",0,100008,100022,100038,100081,100052,100068,100097,100112,240,247,786,0,0,1,0,-1,False
100113,Beobachten,Wartet für einen Arbeitsschritt ab.,0,100010,100023,100040,100082,100053,100070,100099,100113,11586,11587,1954,0,16,13,7,15,False
100114,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100115,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100116,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100117,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100118,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100119,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100120,Byregots Schwung,"Die Qualität wird erhöht.
Effizienz: 150 (+ pro Status **Innere Ruhe** weitere
10, wobei Innere Ruhe durch dieses Kommando beendet wird)
Erfolgswahrscheinlichkeit: 70 %
Wenn Spezialist: 100 %",0,100120,100121,100122,100123,100124,100125,100126,100127,240,247,786,0,0,1,0,-1,False
100121,Byregots Schwung,"Die Qualität wird erhöht.
Effizienz: 150 (+ pro Status **Innere Ruhe** weitere
10, wobei Innere Ruhe durch dieses Kommando beendet wird)
Erfolgswahrscheinlichkeit: 70 %
Wenn Spezialist: 100 %",0,100120,100121,100122,100123,100124,100125,100126,100127,240,247,786,0,0,1,0,-1,False
100122,Byregots Schwung,"Die Qualität wird erhöht.
Effizienz: 150 (+ pro Status **Innere Ruhe** weitere
10, wobei Innere Ruhe durch dieses Kommando beendet wird)
Erfolgswahrscheinlichkeit: 70 %
Wenn Spezialist: 100 %",0,100120,100121,100122,100123,100124,100125,100126,100127,240,247,786,0,0,1,0,-1,False
100123,Byregots Schwung,"Die Qualität wird erhöht.
Effizienz: 150 (+ pro Status **Innere Ruhe** weitere
10, wobei Innere Ruhe durch dieses Kommando beendet wird)
Erfolgswahrscheinlichkeit: 70 %
Wenn Spezialist: 100 %",0,100120,100121,100122,100123,100124,100125,100126,100127,240,247,786,0,0,1,0,-1,False
100124,Byregots Schwung,"Die Qualität wird erhöht.
Effizienz: 150 (+ pro Status **Innere Ruhe** weitere
10, wobei Innere Ruhe durch dieses Kommando beendet wird)
Erfolgswahrscheinlichkeit: 70 %
Wenn Spezialist: 100 %",0,100120,100121,100122,100123,100124,100125,100126,100127,240,247,786,0,0,1,0,-1,False
100125,Byregots Schwung,"Die Qualität wird erhöht.
Effizienz: 150 (+ pro Status **Innere Ruhe** weitere
10, wobei Innere Ruhe durch dieses Kommando beendet wird)
Erfolgswahrscheinlichkeit: 70 %
Wenn Spezialist: 100 %",0,100120,100121,100122,100123,100124,100125,100126,100127,240,247,786,0,0,1,0,-1,False
100126,Byregots Schwung,"Die Qualität wird erhöht.
Effizienz: 150 (+ pro Status **Innere Ruhe** weitere
10, wobei Innere Ruhe durch dieses Kommando beendet wird)
Erfolgswahrscheinlichkeit: 70 %
Wenn Spezialist: 100 %",0,100120,100121,100122,100123,100124,100125,100126,100127,240,247,786,0,0,1,0,-1,False
100127,Byregots Schwung,"Die Qualität wird erhöht.
Effizienz: 150 (+ pro Status **Innere Ruhe** weitere
10, wobei Innere Ruhe durch dieses Kommando beendet wird)
Erfolgswahrscheinlichkeit: 70 %
Wenn Spezialist: 100 %",0,100120,100121,100122,100123,100124,100125,100126,100127,240,247,786,0,0,1,0,-1,False
100128,Präzise Veredelung,"Die Qualität wird erhöht, dafür sinkt die Belastbarkeit. Erhöht die Stapelzahl von **Innere Ruhe** um 1 (max. 10).
Effizienz: 150
Erfolgswahrscheinlichkeit: 100 %
Nur einsetzbar, wenn der Materialzustand mindestens **Gut** ist.",0,100128,100129,100130,100131,100132,100133,100134,100135,240,247,1524,0,9,53,18,8,False
100129,Präzise Veredelung,"Die Qualität wird erhöht, dafür sinkt die Belastbarkeit. Erhöht die Stapelzahl von **Innere Ruhe** um 1 (max. 10).
Effizienz: 150
Erfolgswahrscheinlichkeit: 100 %
Nur einsetzbar, wenn der Materialzustand mindestens **Gut** ist.",0,100128,100129,100130,100131,100132,100133,100134,100135,240,247,1574,0,10,53,18,9,False
100130,Präzise Veredelung,"Die Qualität wird erhöht, dafür sinkt die Belastbarkeit. Erhöht die Stapelzahl von **Innere Ruhe** um 1 (max. 10).
Effizienz: 150
Erfolgswahrscheinlichkeit: 100 %
Nur einsetzbar, wenn der Materialzustand mindestens **Gut** ist.",0,100128,100129,100130,100131,100132,100133,100134,100135,240,247,1625,0,11,53,18,10,False
100131,Präzise Veredelung,"Die Qualität wird erhöht, dafür sinkt die Belastbarkeit. Erhöht die Stapelzahl von **Innere Ruhe** um 1 (max. 10).
Effizienz: 150
Erfolgswahrscheinlichkeit: 100 %
Nur einsetzbar, wenn der Materialzustand mindestens **Gut** ist.",0,100128,100129,100130,100131,100132,100133,100134,100135,240,247,1676,0,12,53,18,11,False
100132,Präzise Veredelung,"Die Qualität wird erhöht, dafür sinkt die Belastbarkeit. Erhöht die Stapelzahl von **Innere Ruhe** um 1 (max. 10).
Effizienz: 150
Erfolgswahrscheinlichkeit: 100 %
Nur einsetzbar, wenn der Materialzustand mindestens **Gut** ist.",0,100128,100129,100130,100131,100132,100133,100134,100135,240,247,1724,0,13,53,18,12,False
100133,Präzise Veredelung,"Die Qualität wird erhöht, dafür sinkt die Belastbarkeit. Erhöht die Stapelzahl von **Innere Ruhe** um 1 (max. 10).
Effizienz: 150
Erfolgswahrscheinlichkeit: 100 %
Nur einsetzbar, wenn der Materialzustand mindestens **Gut** ist.",0,100128,100129,100130,100131,100132,100133,100134,100135,240,247,1774,0,14,53,18,13,False
100134,Präzise Veredelung,"Die Qualität wird erhöht, dafür sinkt die Belastbarkeit. Erhöht die Stapelzahl von **Innere Ruhe** um 1 (max. 10).
Effizienz: 150
Erfolgswahrscheinlichkeit: 100 %
Nur einsetzbar, wenn der Materialzustand mindestens **Gut** ist.",0,100128,100129,100130,100131,100132,100133,100134,100135,240,247,1825,0,15,53,18,14,False
100135,Präzise Veredelung,"Die Qualität wird erhöht, dafür sinkt die Belastbarkeit. Erhöht die Stapelzahl von **Innere Ruhe** um 1 (max. 10).
Effizienz: 150
Erfolgswahrscheinlichkeit: 100 %
Nur einsetzbar, wenn der Materialzustand mindestens **Gut** ist.",0,100128,100129,100130,100131,100132,100133,100134,100135,240,247,1875,0,16,53,18,15,False
