#,Objective,Unknown0,Unknown1,Unknown2,EObj,Unknown3,Unknown4,Type,Unknown5,Range,Unknown6
33,Proceratosaurier anlocken und Knochenproben entnehmen,Hier Kommandozentrale Haillenarte. Wir bestätigen den Abschluss der ersten Etappe der Expedition.,Wir brauchen weitere Proben. Lockt das bezeichnete Ungeheuer mit einer Duftfalle an und erschlagt es!,"Im Übrigen habe ich nichts dagegen, wenn ihr euch auch um andere Aufgaben kümmert. Wir können jede Hilfe gebrauchen!",0,0,0,4,0,3,-1
34,Coelophysis anlocken und Knochenproben entnehmen,Hier Kommandozentrale Haillenarte. Wir bestätigen den Abschluss der ersten Etappe der Expedition.,Wir brauchen weitere Proben. Lockt das bezeichnete Ungeheuer mit einer Duftfalle an und erschlagt es!,"Im Übrigen habe ich nichts dagegen, wenn ihr euch auch um andere Aufgaben kümmert. Wir können jede Hilfe gebrauchen!",0,0,0,4,0,3,-1
35,Zeuglodons anlocken und Knochenproben entnehmen,Hier Kommandozentrale Haillenarte. Wir bestätigen den Abschluss der ersten Etappe der Expedition.,Wir brauchen weitere Proben. Lockt das bezeichnete Ungeheuer mit einer Duftfalle an und erschlagt es!,"Im Übrigen habe ich nichts dagegen, wenn ihr euch auch um andere Aufgaben kümmert. Wir können jede Hilfe gebrauchen!",0,0,0,4,0,3,-1
36,Ressourcen beim Piloten der *Bounty* abliefern,Hier Kommandozentrale Haillenarte. Wir bestätigen den Abschluss der zweiten Etappe der Expedition.,Bringt jetzt die gesammelten Ressourcen zum Piloten des Luftschiffs *Bounty*.,"Das Haus Haillenarte dankt euch für eure Hilfe. Ihr habt einen großen Dienst geleistet. Der Pilot wurde angewiesen, euch eure Belohnung auszuhändigen.",0,0,0,2,0,0,-1
37,Silberschalen besiegen,Hier Kommandozentrale Haillenarte. An das eingetroffene Luftschiff: Willkommen auf dem Diadem!,"Das Haus Haillenarte bittet die Besatzung des Luftschiffs, bei der Besorgung von Ur-Eiern zu assistieren. Erkundet dazu die Umgebung und haltet Ausschau nach Dottermäusen!",,0,0,0,1,8,0,-1
38,Gefleckte Hakulaqs besiegen,Hier Kommandozentrale Haillenarte. An das eingetroffene Luftschiff: Willkommen auf dem Diadem!,"Das Haus Haillenarte bittet die Besatzung des Luftschiffs, bei der Besorgung von Ur-Eiern zu assistieren. Erkundet dazu die Umgebung und haltet Ausschau nach Dottermäusen!",,0,0,0,1,5,0,-1
39,Wolkenkriecher besiegen,Hier Kommandozentrale Haillenarte. An das eingetroffene Luftschiff: Willkommen auf dem Diadem!,"Das Haus Haillenarte bittet die Besatzung des Luftschiffs, bei der Besorgung von Ur-Eiern zu assistieren. Erkundet dazu die Umgebung und haltet Ausschau nach Dottermäusen!",,0,0,0,1,6,0,-1
40,Säbelzahntiger besiegen,Hier Kommandozentrale Haillenarte. An das eingetroffene Luftschiff: Willkommen auf dem Diadem!,"Das Haus Haillenarte bittet die Besatzung des Luftschiffs, bei der Besorgung von Ur-Eiern zu assistieren. Erkundet dazu die Umgebung und haltet Ausschau nach Dottermäusen!",,0,0,0,1,6,0,-1
41,Alterslose Sankchinnis besiegen,Hier Kommandozentrale Haillenarte. An das eingetroffene Luftschiff: Willkommen auf dem Diadem!,"Das Haus Haillenarte bittet die Besatzung des Luftschiffs, bei der Besorgung von Ur-Eiern zu assistieren. Erkundet dazu die Umgebung und haltet Ausschau nach Dottermäusen!",,0,0,0,1,8,0,-1
42,Sonnen-Sordes besiegen,Hier Kommandozentrale Haillenarte. An das eingetroffene Luftschiff: Willkommen auf dem Diadem!,"Das Haus Haillenarte bittet die Besatzung des Luftschiffs, bei der Besorgung von Ur-Eiern zu assistieren. Erkundet dazu die Umgebung und haltet Ausschau nach Dottermäusen!",,0,0,0,1,8,0,-1
43,Ameisenfalken besiegen,Hier Kommandozentrale Haillenarte. An das eingetroffene Luftschiff: Willkommen auf dem Diadem!,"Das Haus Haillenarte bittet die Besatzung des Luftschiffs, bei der Besorgung von Ur-Eiern zu assistieren. Erkundet dazu die Umgebung und haltet Ausschau nach Dottermäusen!",,0,0,0,1,6,0,-1
44,Dottermäuse besiegen,"Achtung, Luftschiffbesatzung! Wir haben die Mäuse geortet!",Begebt euch an die übermittelten Koordinaten und eliminiert die Dottermäuse!,,0,0,0,7,8,0,-1
45,Dottermäuse besiegen,"Achtung, Luftschiffbesatzung! Wir haben die Mäuse geortet!",Begebt euch an die übermittelten Koordinaten und eliminiert die Dottermäuse!,,0,0,0,7,8,0,-1
46,Dottermäuse besiegen,"Achtung, Luftschiffbesatzung! Wir haben die Mäuse geortet!",Begebt euch an die übermittelten Koordinaten und eliminiert die Dottermäuse!,,0,0,0,7,8,0,-1
47,Ur-Ei abliefern,Die Dottermäuse sind beseitigt. Sichert nun das Ei!,Sammelt das Ur-Ei ein und bringt es wohlbehalten zum Sammelpunkt.,,2007782,15,2992,5,0,0,-1
48,Wolkenfallen besiegen und Pollen erbeuten,Hier Kommandozentrale Haillenarte. An das eingetroffene Luftschiff: Willkommen auf dem Diadem!,"Wir bitten die Besatzung des Luftschiffs, einen speziellen Duftstoff zu besorgen. Erlegt dazu Wolkenfallen und erbeutet ihre Pollen!","Im Übrigen habe ich nichts dagegen, wenn ihr euch auch um andere Aufgaben kümmert. Wir können jede Hilfe gebrauchen!",0,0,0,1,0,5,-1
49,Flutwürmer besiegen und Lebern erbeuten,Hier Kommandozentrale Haillenarte. Wir bestätigen den Abschluss der ersten Etappe der Expedition.,"Wir bitten die Besatzung des Luftschiffs nun, einen speziellen Duftstoff zu besorgen. Erlegt dazu Flutwürmer und erbeutet ihre Lebern!","Im Übrigen habe ich nichts dagegen, wenn ihr euch auch um andere Aufgaben kümmert. Wir können jede Hilfe gebrauchen!",0,0,0,1,0,3,-1
50,Ressourcen beim Piloten der *Bounty* abliefern,Hier Kommandozentrale Haillenarte. Wir bestätigen den Abschluss der zweiten Etappe der Expedition.,Bringt jetzt die gesammelten Ressourcen zum Piloten des Luftschiffs *Bounty*.,"Das Haus Haillenarte dankt euch für eure Hilfe. Ihr habt einen großen Dienst geleistet. Der Pilot wurde angewiesen, euch eure Belohnung auszuhändigen.",0,0,0,2,0,0,-1
51,Ressourcen beim Piloten der *Bounty* abliefern,Hier Kommandozentrale Haillenarte. An das eingetroffene Luftschiff: Willkommen auf dem Diadem!,"Das Haus Haillenarte bittet die Besatzung des Luftschiffs, ein Schwächungsmittel zur Beseitigung hochgefährlicher Ungeheuer zu testen.",Begebt euch zuerst zur *Bounty* und lasst euch vom Piloten das Schwächungsmittel aushändigen.,1,0,0,3,0,0,-1
52,Silberschalen mit Debilitans schwächen und besiegen,"Achtung, Luftschiffbesatzung! Silberschalen mit Debilitans schwächen und ausschalten!","Ich überlasse es euch, wie und wann ihr das Schwächungsmittel einsetzt. Aber es muss getestet werden.","Im Übrigen habe ich nichts dagegen, wenn ihr euch auch um andere Aufgaben kümmert. Wir können jede Hilfe gebrauchen!",0,0,0,1,10,0,0
53,Wolkenkriecher mit Debilitans schwächen und besiegen,"Achtung, Luftschiffbesatzung! Wolkenkriecher mit Debilitans schwächen und ausschalten!","Ich überlasse es euch, wie und wann ihr das Schwächungsmittel einsetzt. Aber es muss getestet werden.","Im Übrigen habe ich nichts dagegen, wenn ihr euch auch um andere Aufgaben kümmert. Wir können jede Hilfe gebrauchen!",0,0,0,1,8,0,0
54,Säbelzahntiger mit Debilitans schwächen und besiegen,"Achtung, Luftschiffbesatzung! Säbelzahntiger mit Debilitans schwächen und ausschalten!","Ich überlasse es euch, wie und wann ihr das Schwächungsmittel einsetzt. Aber es muss getestet werden.","Im Übrigen habe ich nichts dagegen, wenn ihr euch auch um andere Aufgaben kümmert. Wir können jede Hilfe gebrauchen!",0,0,0,1,8,0,0
55,Alterslose Sankchinnis mit Debilitans schwächen und besiegen,"Achtung, Luftschiffbesatzung! Alterslose Sankchinnis mit Debilitans schwächen und ausschalten!","Ich überlasse es euch, wie und wann ihr das Schwächungsmittel einsetzt. Aber es muss getestet werden.","Im Übrigen habe ich nichts dagegen, wenn ihr euch auch um andere Aufgaben kümmert. Wir können jede Hilfe gebrauchen!",0,0,0,1,10,0,0
56,Sonnen-Sordes mit Debilitans schwächen und besiegen,"Achtung, Luftschiffbesatzung! Sonnen-Sordes mit Debilitans schwächen und ausschalten!","Ich überlasse es euch, wie und wann ihr das Schwächungsmittel einsetzt. Aber es muss getestet werden.","Im Übrigen habe ich nichts dagegen, wenn ihr euch auch um andere Aufgaben kümmert. Wir können jede Hilfe gebrauchen!",0,0,0,1,10,0,0
57,Diadem-Endymien mit Debilitans schwächen und besiegen,Hier Kommandozentrale Haillenarte. Wir bestätigen den Abschluss der zweiten Etappe der Expedition.,Das nächste Ziel sind Diadem-Endymien. Schwächt und erlegt sie!,"Im Übrigen habe ich nichts dagegen, wenn ihr euch auch um andere Aufgaben kümmert. Wir können jede Hilfe gebrauchen!",0,0,0,1,4,0,0
58,Gefleckte Hakulaqs mit Debilitans schwächen und besiegen,Hier Kommandozentrale Haillenarte. Wir bestätigen den Abschluss der zweiten Etappe der Expedition.,Das nächste Ziel sind gefleckte Hakulaqs. Schwächt und erlegt sie!,"Im Übrigen habe ich nichts dagegen, wenn ihr euch auch um andere Aufgaben kümmert. Wir können jede Hilfe gebrauchen!",0,0,0,1,6,0,0
59,Kronen-Pelikane mit Debilitans schwächen und besiegen,Hier Kommandozentrale Haillenarte. Wir bestätigen den Abschluss der zweiten Etappe der Expedition.,Das nächste Ziel sind Kronen-Pelikane. Schwächt und erlegt sie!,"Im Übrigen habe ich nichts dagegen, wenn ihr euch auch um andere Aufgaben kümmert. Wir können jede Hilfe gebrauchen!",0,0,0,1,4,0,0
60,Diplocaulen mit Debilitans schwächen und besiegen,Hier Kommandozentrale Haillenarte. Wir bestätigen den Abschluss der zweiten Etappe der Expedition.,Das nächste Ziel sind Diplocaulen. Schwächt und erlegt sie!,"Im Übrigen habe ich nichts dagegen, wenn ihr euch auch um andere Aufgaben kümmert. Wir können jede Hilfe gebrauchen!",0,0,0,1,4,0,0
61,Hornfliegen anlocken und besiegen,Hier Kommandozentrale Haillenarte. An das eingetroffene Luftschiff: Willkommen auf dem Diadem!,"Das Haus Haillenarte bittet die Besatzung des Luftschiffs, bei der Sicherung der Inseln zu assistieren. Zündet am angegebenen Ort eine Duftfalle und beseitigt die erscheinenden Ungeheuer!","Im Übrigen habe ich nichts dagegen, wenn ihr euch auch um andere Aufgaben kümmert. Wir können jede Hilfe gebrauchen!",0,0,0,4,8,0,-1
62,Gigantopithecus anlocken und besiegen,Hier Kommandozentrale Haillenarte. An das eingetroffene Luftschiff: Willkommen auf dem Diadem!,"Das Haus Haillenarte bittet die Besatzung des Luftschiffs, bei der Sicherung der Inseln zu assistieren. Zündet am angegebenen Ort eine Duftfalle und beseitigt die erscheinenden Ungeheuer!","Im Übrigen habe ich nichts dagegen, wenn ihr euch auch um andere Aufgaben kümmert. Wir können jede Hilfe gebrauchen!",0,0,0,4,8,0,-1
63,Säbelzahntiger anlocken und besiegen,Hier Kommandozentrale Haillenarte. An das eingetroffene Luftschiff: Willkommen auf dem Diadem!,"Das Haus Haillenarte bittet die Besatzung des Luftschiffs, bei der Sicherung der Inseln zu assistieren. Zündet am angegebenen Ort eine Duftfalle und beseitigt die erscheinenden Ungeheuer!","Im Übrigen habe ich nichts dagegen, wenn ihr euch auch um andere Aufgaben kümmert. Wir können jede Hilfe gebrauchen!",0,0,0,4,6,0,-1
64,Wolkenlöwen anlocken und besiegen,Hier Kommandozentrale Haillenarte. An das eingetroffene Luftschiff: Willkommen auf dem Diadem!,"Das Haus Haillenarte bittet die Besatzung des Luftschiffs, bei der Sicherung der Inseln zu assistieren. Zündet am angegebenen Ort eine Duftfalle und beseitigt die erscheinenden Ungeheuer!","Im Übrigen habe ich nichts dagegen, wenn ihr euch auch um andere Aufgaben kümmert. Wir können jede Hilfe gebrauchen!",0,0,0,4,6,0,-1
65,Diadem-Einhörner anlocken und besiegen,Hier Kommandozentrale Haillenarte. Wir bestätigen den Abschluss der ersten Etappe der Expedition.,"Das Haus Haillenarte bittet die Besatzung des Luftschiffs, bei der Sicherung der Inseln zu assistieren. Zündet am angegebenen Ort eine Duftfalle und beseitigt die erscheinenden Ungeheuer!","Im Übrigen habe ich nichts dagegen, wenn ihr euch auch um andere Aufgaben kümmert. Wir können jede Hilfe gebrauchen!",0,0,0,4,5,0,-1
66,Diadem-Marids anlocken und besiegen,Hier Kommandozentrale Haillenarte. Wir bestätigen den Abschluss der ersten Etappe der Expedition.,"Das Haus Haillenarte bittet die Besatzung des Luftschiffs, bei der Sicherung der Inseln zu assistieren. Zündet am angegebenen Ort eine Duftfalle und beseitigt die erscheinenden Ungeheuer!","Im Übrigen habe ich nichts dagegen, wenn ihr euch auch um andere Aufgaben kümmert. Wir können jede Hilfe gebrauchen!",0,0,0,4,6,0,-1
67,Kronen-Toramas besiegen,Hier Kommandozentrale Haillenarte. Der Blutgeruch hat eine noch stärkere Kreatur angelockt!,"Das Ungeheuer muss umgehend beseitigt werden, um andere Einsätze nicht zu gefährden!",,0,0,0,7,1,0,-1
68,Kerkes besiegen,Hier Kommandozentrale Haillenarte. Der Blutgeruch hat eine noch stärkere Kreatur angelockt!,"Das Ungeheuer muss umgehend beseitigt werden, um andere Einsätze nicht zu gefährden!",,0,0,0,7,1,0,-1
69,Diadem-Pegasus besiegen,Hier Kommandozentrale Haillenarte. Der Blutgeruch hat eine noch stärkere Kreatur angelockt!,"Das Ungeheuer muss umgehend beseitigt werden, um andere Einsätze nicht zu gefährden!",,0,0,0,7,1,0,-1
70,Riesen-Bilokos besiegen,Hier Kommandozentrale Haillenarte. Der Blutgeruch hat eine noch stärkere Kreatur angelockt!,"Das Ungeheuer muss umgehend beseitigt werden, um andere Einsätze nicht zu gefährden!",,0,0,0,7,1,0,-1
71,Diadem-Endymien anlocken und besiegen,Hier Kommandozentrale Haillenarte. Wir bestätigen den Abschluss der zweiten Etappe der Expedition.,"Beseitigt weitere Ziele, um die Expedition abzuschließen. Zündet dazu eine Duftfalle an der angewiesenen Stelle.",Aber seid gewarnt: Die Kreaturen sind hochgefährlich. Konzentriert euch voll auf diese Aufgabe!,0,0,0,8,3,0,-1
72,Proceratosaurier anlocken und besiegen,Hier Kommandozentrale Haillenarte. Wir bestätigen den Abschluss der zweiten Etappe der Expedition.,"Beseitigt noch mehr Ziele, um die Expedition abzuschließen. Zündet dazu eine Duftfalle an der angewiesenen Stelle.",Aber seid gewarnt: Die Kreaturen sind hochgefährlich. Konzentriert euch voll auf diese Aufgabe!,0,0,0,8,3,0,-1
73,Westliche Sanuwas anlocken und besiegen,Hier Kommandozentrale Haillenarte. Wir bestätigen den Abschluss der zweiten Etappe der Expedition.,"Beseitigt weitere Ziele, um die Expedition abzuschließen. Zündet dazu eine Duftfalle an der angewiesenen Stelle.",Aber seid gewarnt: Die Kreaturen sind hochgefährlich. Konzentriert euch voll auf diese Aufgabe!,0,0,0,8,3,0,-1
74,Kronen-Pelikane anlocken und besiegen,Hier Kommandozentrale Haillenarte. Wir bestätigen den Abschluss der zweiten Etappe der Expedition.,"Beseitigt weitere Ziele, um die Expedition abzuschließen. Zündet dazu eine Duftfalle an der angewiesenen Stelle.",Aber seid gewarnt: Die Kreaturen sind hochgefährlich. Konzentriert euch voll auf diese Aufgabe!,0,0,0,8,3,0,-1
75,Kronen-Tokotokos anlocken und besiegen,Hier Kommandozentrale Haillenarte. An das eingetroffene Luftschiff: Willkommen auf dem Diadem!,"Das Haus Haillenarte bittet die Besatzung des Luftschiffs, bei der Sicherung der Inseln zu assistieren. Zündet am angegebenen Ort eine Duftfalle und beseitigt die erscheinenden Ungeheuer!","Im Übrigen habe ich nichts dagegen, wenn ihr euch auch um andere Aufgaben kümmert. Wir können jede Hilfe gebrauchen!",0,0,0,4,8,0,-1
76,Neochus anlocken und besiegen,Hier Kommandozentrale Haillenarte. An das eingetroffene Luftschiff: Willkommen auf dem Diadem!,"Das Haus Haillenarte bittet die Besatzung des Luftschiffs, bei der Sicherung der Inseln zu assistieren. Zündet am angegebenen Ort eine Duftfalle und beseitigt die erscheinenden Ungeheuer!","Im Übrigen habe ich nichts dagegen, wenn ihr euch auch um andere Aufgaben kümmert. Wir können jede Hilfe gebrauchen!",0,0,0,4,8,0,-1
77,Zerschneider anlocken und besiegen,Hier Kommandozentrale Haillenarte. An das eingetroffene Luftschiff: Willkommen auf dem Diadem!,"Das Haus Haillenarte bittet die Besatzung des Luftschiffs, bei der Sicherung der Inseln zu assistieren. Zündet am angegebenen Ort eine Duftfalle und beseitigt die erscheinenden Ungeheuer!","Im Übrigen habe ich nichts dagegen, wenn ihr euch auch um andere Aufgaben kümmert. Wir können jede Hilfe gebrauchen!",0,0,0,4,6,0,-1
78,Sonnen-Sordes anlocken und besiegen,Hier Kommandozentrale Haillenarte. An das eingetroffene Luftschiff: Willkommen auf dem Diadem!,"Das Haus Haillenarte bittet die Besatzung des Luftschiffs, bei der Sicherung der Inseln zu assistieren. Zündet am angegebenen Ort eine Duftfalle und beseitigt die erscheinenden Ungeheuer!","Im Übrigen habe ich nichts dagegen, wenn ihr euch auch um andere Aufgaben kümmert. Wir können jede Hilfe gebrauchen!",0,0,0,4,8,0,-1
79,Schwarm-Paissas anlocken und besiegen,Hier Kommandozentrale Haillenarte. An das eingetroffene Luftschiff: Willkommen auf dem Diadem!,"Das Haus Haillenarte bittet die Besatzung des Luftschiffs, bei der Sicherung der Inseln zu assistieren. Zündet am angegebenen Ort eine Duftfalle und beseitigt die erscheinenden Ungeheuer!","Im Übrigen habe ich nichts dagegen, wenn ihr euch auch um andere Aufgaben kümmert. Wir können jede Hilfe gebrauchen!",0,0,0,4,8,0,-1
