#,Description,DescriptionEnhanced,Tooltip,SpecialActionName,SpecialActionDescription,Attack,Defense,Speed,MinionSkillType,HasAreaAttack,StrengthGate,StrengthEye,StrengthShield,StrengthArcana
18,"Du rufst deinen Baby-Imp als Begleiter herbei. Hat Ambitionen, eines Tages über die Sieben Höllen zu herrschen. Fürs Erste musst du jedoch genügen.","Gelehrte glauben, dass Nichts­gesand­te drei Wege in unsere Welt nehmen: Ein Loch in den Äther reißen, ein Loch geöffnet bekommen, oder auf ein zufällig auftretendes Loch zu stoßen. Letzteres ist bei Imps am häufigsten der Fall.","Der Junge teilt ganz schön aus!
Pass auf seine Flächenzauber auf!
*Kräftiger Gladiator*",Süßes oder Saures,Führt eine Attacke mit Attacke-Wert 90 auf die Gegner in der Nähe aus.,75,45,3,1,False,False,True,False,False
19,"Du rufst deinen Mini-Coeurl als Begleiter herbei. Es werden wohl noch einige Sommer vergehen, ehe seine berühmten Schnurrhaare wachsen.","Coeurl sind schon in jungen Jahren sehr kämpferisch. Ein Coeurl wird keiner Konfrontation aus dem Weg gehen und lieber im Kampf sterben als wegzulaufen. Aufgrund dieser Eigenschaft ist ihre Anzahl begrenzt, sie sichert aber auch die Stärke der Überlebenden.","Höchste Konzentration und die Geschmeidigkeit eines
Coeurl-Jungen sind vonnöten, um den Tanz des Chevaliers
zu meistern.
*Hildibrand*",Minischlag,Führt eine Attacke mit Attacke-Wert 230 auf die Gegner in der Nähe aus.,50,25,4,1,False,False,True,False,False
20,"Du rufst deinen schwarzen Coeurl als Begleiter herbei. Pass auf, denn wenn dir dieser Coeurl über den Weg läuft, bedeutet das sieben Jahre ... Aaahhh!","Auch gewöhnliche Coeurl haben schwarze Tupfer, aber vollkommen schwarze Exemplare sind extrem selten. Ihr glänzendes Fell strahlt Erhabenheit aus und macht sich schick an der Seite jedes modebewussten Abenteurers.","Wenn Pech kommt zu Großwachsenem,
Materiastein und Materie umsonstverschwendet.
*Mutagenix*",Weiche Pfoten,Fügt dem nächstgelegenen gegnerischen Arkana-Stein 5 % Schaden zu.,60,40,4,8,False,False,True,False,False
21,"Du rufst deine Hildibrand-Puppe als Begleiter herbei. Der putzige Ermittler beherrscht nicht nur die berühmte Pose des Originals, er bringt sogar seine ganz persönliche Assistentin mit!","Diese liebevoll gearbeitete Marionette ist genauso stilvoll und galant wie ihr großes Vorbild. Hildibrands Vater Godbert höchstselbst hat sie angefertigt, um die Zeit bis zur Rückkehr seines unfreiwillig entflogenen Sohnes zu überbrücken.","Maaamiii!
*Kriminologenkampfschrei*",Konklusion,"Erhöht ATT und ABW von eigenen Trabanten in der Nähe um 40, aber die ausführenden Trabanten werden nach Ende des Effekts weggeschickt.
**Dauer:** 20 Sekunden",90,75,4,3,False,True,True,False,False
22,Du rufst deinen Kiesgolem als Begleiter herbei. Ein ziemlich harter Bursche.,"Gegen Ende des Fünften Zeitalters des Lichts waren Golems so verbreitet, dass ganze Schlachten mit diesen leblosen Wesen geführt wurden. Dieser Nachbau ist jedoch nichts weiter als ein Standard-
modell, das mit Steinplatten versehen wurde.","Golems sind keine normalen Lebewesen. Es bedarf
komplizierter Magie, sie zum Leben zu erwecken.
*Y'shtola*",Steinchenhaut,"Erhöht die ABW der ausführenden Trabanten um 40.
**Dauer:** 10 Sekunden",60,40,2,3,False,True,True,False,False
23,Du rufst dein Tomberry-Stofftier als Begleiter herbei. Jetzt mit 100 % weniger Groll.,"Eigentlich ist dies lediglich ein Spielzeug, das den rätselhaften Überlebenden von Nym nachempfunden ist. Es mehren sich jedoch Berichte von Besitzern, die nachts aufwachen und ihr Tomberry-Stofftier auf ihre Brust gestützt vorfinden, das kleine Holzmesser an ihre Kehle gepresst.","Mach dich auf etwas gefasst, Tomberry. Alka Zolka und
die neuen Seesoldaten sind gekommen, um dir den Garaus
zu machen.
*Alka Zolka*",Jedermanns Groll,"Erhöht ATT und ABW von eigenen Trabanten in der Nähe um 40, aber die ausführenden Trabanten werden nach Ende des Effekts weggeschickt.
**Dauer:** 20 Sekunden",45,35,4,3,True,True,False,False,False
24,"Du rufst deine Zwergschildkröte als Begleiter herbei. Sie wird dich jedoch nicht in ein Unterwasser-Königreich tragen, wenn du dich auf ihren Rücken setzt.","Aus einem Ei geschlüpft, das an der Salzküste La Nosceas gelegt wurde. Wenn sie Glück hat, wird diese Zwergschildkröte bis zu 200 Sommer erleben ... wenn sie sich bei dem ganzen Gedrehe nicht selbst von einer Klippe katapultiert.","Wie wär's mit Schildkrötensuppe zum Abendessen?!
*Solkwyb*",Stampferchen,"Verringert die ABW von Feinden in der Nähe um 25 %.
**Dauer:** 6 Sekunden",40,60,3,4,False,False,False,False,False
25,Du rufst deinen Baby-Raptor als Begleiter herbei. Zu deinem Glück sind seine Fangzähne noch nicht ausgewachsen.,"Ein Händler aus Astlfingen brütet Raptor-Eier, die er aus Nestern in der Nähe gestohlen hat, selber aus. Ein Trick, den er sich bei Goblinhändlern abgeschaut hat. Man kann nur hoffen, dass die Raptoren-Mütter nicht so schlau sind, wie dieser Händler zu sein glaubt.","Bei den Göttern ... Dieser Raptor ist ein *Meisterwerk*!
*Nonopesa*",Urlebensform,"Macht die ausführenden Trabanten unempfindlich für Angriffe von Puppen.
**Dauer:** 10 Sekunden",45,25,4,3,False,True,False,False,False
26,Du rufst deine Baby-Fledermaus als Begleiter herbei. Sie hat noch keinen Blutdurst entwickelt.,"Nonoroon von Memeroons Handelsposten ist auf die Idee gekommen, Baby-Fledermäuse zu fangen und zu verkaufen, während er in einigen Höhlen auf der Jagd nach Fledermauseiern war ... die er nicht finden konnte.","Den Höhlenfledermäusen in den Finstereisenminen wird
nachgesagt, dass ihre Bisse einen Krankheitserreger
übertragen, der Blutdurst bei seinem Opfer wecken soll.
*Almanach der Nachtaktiven*",Ultraschall,"Fügt Gegnern in der Nähe im Sekundentakt 10 Schaden über Zeit zu.
**Dauer:** 20 Sekunden",25,40,4,1,False,True,False,False,False
27,"Du rufst deine Mini-Knolle als Begleiter herbei. Manche Fragen, wie warum diese Knolle laufen kann, bleiben besser unbeantwortet.","Um die Frage zu beantworten, warum diese Knolle laufen kann, muss man ihre Evolution über Tausende von Generationen zu­rück­ver­fol­gen. Vielleicht sehnte sie sich in der ewigen Dunkelheit des dichten Finsterwalds einfach nur nach Sonnenschein.","Blutige Tierkadaver oder dreckige
Wurzelknollen - wo ist da der Unterschied?
*Leih Aliapoh, Waldläuferin*",Saat,"Stellt eine Falle auf, die nach 10 Sekunden ausgelöst werden kann. Bewirkt eine Attacke mit Attacke-Wert 260 auf die Gegner in der Nähe.",80,40,2,2,False,True,False,True,False
28,Du rufst dein Staubhäschen als Begleiter herbei. Trotz der frappierenden Ähnlichkeiten sind Spriggans nicht mit Kaninchen verwandt. Allerdings haben sie diese zum Fressen gern.,"Niemand weiß, warum Spriggans wertvolle Steine und Minerale horten, aber Gelehrte meinen, dass es umgekehrt die Steine und Minerale sind, die die Spriggans horten. Daher stamme auch die wissen-
schaftliche Einordnung der Kreaturen als Arkane.","Jetzt weiß ich, was hier so stinkt. Das muss
der Speichel eines Spriggans sein.
*Hedyn*",Herumtollen,Führt eine Attacke mit Attacke-Wert 90 auf die Gegner in der Nähe aus.,50,30,4,1,False,True,True,False,False
29,Du rufst deinen mechanischen Dullahan als Begleiter herbei. Vorsicht: Kann spitze Teile enthalten!,"Nichts­gesand­te Dullahan sind eigentlich gestaltlose Wesen, die erst einen leblosen Wirt (wie eine Rüstung) finden müssen, bevor sie ihre Macht in unserem Reich ausüben können. Glücklicherweise befinden sich in dieser Aufzieh-Variante nur Zahnräder und Gestänge.","Klapper-di-klapp.
*Aufzieh-Dullahan*",Ruhelose Rüstung,"Stellt eine Falle auf, die nach 10 Sekunden ausgelöst werden kann. Bewirkt eine Attacke mit Attacke-Wert 180 auf die Gegner in der Nähe.",30,55,2,2,True,False,True,False,False
30,"Du rufst deine Kaulquappe als Begleiter herbei. Ja, sie kann stundenlang ohne Wasser auskommen. Und ja, sie kann fliegen. Frag nicht.",Über viele Generationen hinweg haben sich die Karpfenkröten von Thanalan an das dürre Klima angepasst. Dicke Membranen halten ihre Haut auch außerhalb des Wassers feucht und ein zusätzliches Paar Flossen dient ihnen an Land als Flügel.,"Es wird behauptet, dass die zur Gattung der Karpfenkröten
gehörenden Winter-Nöcken von den alten Allagern durch Magie
künstlich vergrößert wurden, um sie dann zu essen.
*Forscher Nazyl Duzyl*",Schleimschicht,"Verringert die ATT von Gegnern in der Nähe um 50 %.
**Dauer:** 15 Sekunden",50,40,4,4,False,True,False,False,False
31,"Du rufst deinen Schwabbelpuk als Begleiter herbei. Frag lieber nicht, was er gefressen hat, um so schwabbelig zu werden.","Von Geburt an gemästet, um an den sadistischen Steropes verfüttert zu werden. Die Speckschwarten dieses Schwabbelpucks vereiteln jegliche Fluchtversuche.","Immer wieder haben wir Probleme mit Puks: Sie fressen die Insekten,
die die Orangenblüten bestäuben. Deswegen müssen wir die Blüten oft
einzeln per Hand bestäuben.
*Bhirdraeg*",Entschlacken,"Fügt Gegnern in der Nähe eine Schwäche gegen Monster zu.
**Dauer:** 15 Sekunden",50,30,2,4,False,True,True,False,False
32,"Du rufst dein Büffelkalb als Begleiter herbei. Zartes und saftiges Fleisch. Obwohl natürlich niemand jemals daran denken würde, es zu essen.","Als der Bund der Morgenröte mit den Umzugs-
vorbereitungen nach Geisterzoll begann, wurde dieses glubschäugige Kalb in einem Wandschrank entdeckt. Minfilia selbst stellte eine Anfrage, aber es ist noch immer unklar, wer dieses Biest aufbewahrte.","Ich hatte ein etwas schmerzhaftes Zusammentreffen mit
einem Riesenbüffel. Und das nur, weil ich ihm im Schlaf die
Spitzen seiner Hörner absägen wollte.
*Godbert*",Rotes Tuch,"Erhöht die ATT der ausführenden Trabanten um 40.
**Dauer:** 15 Sekunden",35,25,3,3,False,False,False,True,False
33,"Du rufst deine Kaktorfigur als Begleiter herbei. Pass auf, dass du dich nicht aus Versehen draufsetzt!","Hab, der einsamste Zombie der Welt, ist sich sicher, dass diese Kaktorfigur seinem treuen Gefährten Sabotendrich nachempfunden ist. Oder wenn nicht, dann ganz sicher Sabotendrian. Was er nicht weiß, ist, dass sie eigentlich dem oft vergessenen Sabotendski ähneln soll.","Morgens und abends je eine Anwendung Kaktor-Milch
und Ihre Haut verjüngt sich um 25 Jahre, gnäd'ge Frau!
*Guntram von den 77 Karawanen*",Amoklauf,"Erhöht die GSW der ausführenden Trabanten um 30 %.
**Dauer:** 10 Sekunden",30,45,4,3,False,False,False,False,False
34,"Du rufst deine Mini-Krabbe als Begleiter herbei. Der Anblick dieses süßen Meeresbewohners bereitet vielen Abenteurern, die ihre jungen Jahre mit dem Erschlagen seiner Verwandten verbracht haben, ein schlechtes Gewissen.","Wie der Name schon sagt, ist das Gehäuse dieser Mini-Krabbe ziemlich klein. Weniger bekannt ist, dass das Gehäuse nicht wie bei normalen Krabben mit der Zeit wächst, sondern schrumpft, bis außer den Beinen der Krabbe nichts mehr vorhanden ist.","Megalokrabben haben die Angewohnheit, bei Anzeichen
von Gefahr Zuflucht bei ihren Artgenossen zu suchen.
*Swygskyf*",Kleine Scheren,Entfernt alle positiven Effekte von den gegnerischen Trabanten in der Nähe.,30,35,2,6,False,True,False,True,False
35,Du rufst deinen Wolfshundwelpen als Begleiter herbei. Offensichtlich ein großer Verehrer von Gaius van Baelsar.,"Gezüchtet, um in der garleischen Armee als Kriegs-
wolf zu dienen. Dieser Welpe wurde jedoch gerettet, bevor sein verspieltes Gemüt ernsthaften Schaden nehmen konnte. Er wird dir bis ans Ende der Welt folgen ... solange du ihm hin und wieder einen Knochen zuwirfst.","Ob ich noch andere gefährliche Tiere besitze?
Ich doch nicht!
*R'kontai*",Lykomanie,"Erhöht die ATT von eigenen Trabanten in der Nähe um 20, im Fall von Tieren um 40.
**Dauer:** 6 Sekunden",65,30,4,3,False,False,False,False,False
36,Du rufst dein Wächterauge als Begleiter herbei. Hast du auch manchmal das Gefühl beobachtet zu werden? Häufig liegt das an ihm.,"Eine der eigenartigsten Theorien, die Gelehrten des Nichts jüngst verbreiten, besagt, dass Ahriman sich nicht auf herkömmliche Art und Weise reproduzieren, sondern indem sie Tränen vergießen, aus denen dann neue Kreaturen entstehen.","Was guckst du?!
*Unbekannt*",Augen auf mich,Führt eine Attacke mit Attacke-Wert 230 auf die Gegner in der Nähe aus.,30,30,3,1,False,True,True,False,False
37,"Du rufst dein Dodo-Küken als Begleiter herbei. Gut erzogen, um nicht den ganzen Tag über zu rülpsen, zu würgen und zu furzen.","Dodos wachsen in wenigen Monden zu legereifen Tieren heran und produzieren bis zu sieben Eier pro Woche. Daher sind Dodos als Nutztiere besonders geeignet. Was du mit deinem Dodo machst, ist jedoch deine Sache.","Gegrillter Dodo ist eigentlich ein einfaches Gericht, aber
kaum jemand schafft es, es perfekt zuzubereiten.
*Ingham*",Nisten,Stellt einen zerstörten Schild wieder her.,60,55,3,9,False,True,False,False,False
38,"Du rufst deine Kobalos-Larve als Begleiter herbei. Zu gefährlich, um sie weiter wachsen zu lassen ... aber zu süß, um sie jetzt schon zu beseitigen.","Kobalosse legen ihre Eier in der Nähe von Erz-
vorkommen ab, damit die schlüpfenden Larven genug Nahrung vorfinden, um ihre schützenden Panzer zu bilden. Dies ist ein langwieriger Prozess, in dem das Erz mit Verdauungssäften zu Brei gemacht wird, den die Larven aufschlürfen.","Am Feuerwall und nirgendwo sonst leben
ganz besondere Kobalosse.
*Schwimmender Stein*",Vulkanisieren,"Erhöht die ABW von eigenen Trabanten in der Nähe um 10, im Fall von Monstern um 30.
**Dauer:** 6 Sekunden",50,30,2,3,True,False,False,True,False
39,Du rufst dein Steinbock-Stofftier als Begleiter herbei. Bei der Herstellung dieses Begleiters sind keine Steinböcke zu Schaden gekommen.,"Im Volksmund von Ishgard steht der Steinbock für Gier und Völlerei, während die Wüstenvölker ihn für ein Symbol von Reichtum und Wohlstand halten. Daher sind Steinbock-Abbilder ein beliebtes Geschenk für Familien mit neugeborenen Kindern.","Bei der großen Katastrophe haben in Coerthas
viele Hochlandhirten ihre Steinbockherden verloren.
*Juliembert*",Blöken,Entfernt alle negativen Effekte von eigenen Trabanten in der Nähe.,30,50,2,6,False,True,True,True,False
40,"Du rufst dein Apkallu-Küken als Begleiter herbei. Folgt dir solange, bis du ihm einen Fisch gibst. Folgt dir weiter, nachdem du ihm einen Fisch gegeben hast.","Während die Küken von anderen Laufvögeln mit einem langweiligen braunen Gefieder aus ihren Eiern schlüpfen, betreten die Apkallus die Welt in einem lebhaften grünen Federkleid, das sie ihr ganzes Leben lang behalten.","Apkallu-Omelett, aus Apkallu-Eiern, die in Butter luftig
leicht gebraten wurden, ist in den Weilern Vylbrands
sehr beliebt.
*Kleiner Gourmet-Führer Vylbrand*",Watschelgang,"Macht die Auto-Attacke der ausführenden Trabanten zu einem Flächenangriff.
**Dauer:** 12 Sekunden",80,70,2,3,False,False,False,False,False
41,Du rufst deine Baby-Goobbue als Begleiter herbei. Greift aus unerfindlichen Gründen gerne Kätzchen an.,"Um ihre volle Größe zu erreichen, müssen Goobbue täglich ein Vielfaches ihres Körpergewichts vertilgen. Deshalb sind sie bei der Auswahl ihrer Nahrung nicht wählerisch und verspeisen alles, was nicht schnell genug wegläuft. Dazu gehören mitunter auch lahme Lalafell.","Die Goobbue wird nämlich von dem Mehl angelockt und veranstaltet
in den Mühlen eine Riesensauerei. So ein hehrer Held des Heers der
Helden wie ich es bin, könnte sie natürlich im Nullkommanix beseitigen.
*Trachtoum, notorischer Lügner*",Kleiner Nieser,Entfernt eine vom Gegner aufgestellte Falle.,55,40,3,6,True,False,False,False,False
42,Du rufst deinen Mini-Pudding als Begleiter herbei. Nicht zum Verzehr geeignet!,"Puddings pflanzen sich allein durch Teilung fort. Daher wird angenommen, dass alle Puddings Eorzeas aus einem einzigen Pudding hervorgegangen sind, dem Großen Ur-Pudding. Unbeantwortet bleibt allerdings die Frage, woher der Große Ur-Pudding kommt.","Ein Stück aus dem schwabbeligen Bauch eines Puddings ist
so fettig, dass bereits die bloße Berührung in der Lage ist,
eine Herzkranzgefäßverengung herbeizuführen.
*Praktischer Ratgeber für Druiden und andere Heiler*",Winziges Wabbeln,"Macht die ausführenden Trabanten unempfindlich für Angriffe von Puppen.
**Dauer:** 10 Sekunden",30,40,2,3,False,True,True,False,False
43,Du rufst deinen Aufzieh-Frontbrecher als Begleiter herbei. Ein exaktes Modell eines Magitek-Frontbrechers im Maßstab 1:9.,"Diese hochwertige Nachbildung ist so detailliert, dass Garlemand ihren Export in die rebellischen Regionen verbot, weil er fürchtete, dass die Aufständischen einen taktischen Vorteil aus der Kenntnis des genauen Aufbaus der Magitek-Frontbrecher gewinnen könnten.","Kopf einziehen und den Frontbrecher wüten lassen.
*Garleische Infanterie-Weisheit*",Überladung,"Erhöht die Technikpunkte eigener Trabanten in der Nähe um 10, außer wenn sie ebenfalls diesen Effekt verursachen können.",35,50,3,3,False,False,True,False,False
