#,Singular,Plural,Description,Name,Adjective,PossessivePronoun,StartsWithVowel,Countability,Pronoun,Article,ModelMain,ModelSub,DamagePhys,DamageMag,Delayms,BlockRate,Block,DefensePhys,DefenseMag,BaseParamValue[0],BaseParamValue[1],BaseParamValue[2],BaseParamValue[3],BaseParamValue[4],BaseParamValue[5],BaseParamValueSpecial[0],BaseParamValueSpecial[1],BaseParamValueSpecial[2],BaseParamValueSpecial[3],BaseParamValueSpecial[4],BaseParamValueSpecial[5],LevelEquip,RequiredPvpRank,EquipRestriction,ClassJobCategory,GrandCompany,ItemSeries,BaseParamModifier,ClassJobUse,Unknown2,DefaultActionRange,BaseParam[0],BaseParam[1],BaseParam[2],BaseParam[3],BaseParam[4],BaseParam[5],ItemSpecialBonus,ItemSpecialBonusParam,BaseParamSpecial[0],BaseParamSpecial[1],BaseParamSpecial[2],BaseParamSpecial[3],BaseParamSpecial[4],BaseParamSpecial[5],MaterializeType,MateriaSlotCount,SubStatCategory,IsAdvancedMeldingPermitted,IsPvP,IsGlamorous,AdditionalData,StackSize,PriceMid,PriceLow,ItemRepair,ItemGlamour,Icon,LevelItem,SubcategorySort,ItemAction,Cooldowns,Desynth,AetherialReduce,Rarity,FilterGroup,ItemUICategory,ItemSearchCategory,EquipSlotCategory,ItemSortCategory,DyeCount,CastTimeSeconds,ClassJobRepair,IsUnique,IsUntradable,IsIndisposable,Lot,CanBeHq,IsCrestWorthy,IsCollectable,AlwaysCollectable
9367,Arachne-Netz,Arachne-Netze,Das drahtige Netz des allagischen Mischwesens Arachne.,Arachne-Netz,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,871,1,0,0,21664,110,4000,0,0,0,0,1,12,51,50,0,16,0,2,0,False,False,False,True,False,False,False,False
9368,Klumpen[p] Wootz-Erz,Klumpen[p] Wootz-Erz,"Ein großer Steinklumpen, der Wootz-Erz enthält.",Wootz-Erz,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,653,2,0,0,21202,110,2000,0,0,0,0,1,12,48,47,0,16,0,2,0,False,False,False,True,False,False,False,False
9369,Phiole[p] Raziq-Pulver,Phiolen[p] Raziq-Pulver,"Mit diesem Pulver, das Alchemisten im Fernen Osten entwickelt haben, wird Platin gehärtet.",Raziq-Pulver,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,1873,2,0,0,27607,110,8000,0,0,0,0,1,12,54,53,0,16,0,2,0,False,False,False,True,False,False,False,False
9370,Topf[p] Lederfett,Töpfe[p] Lederfett,"Eine klebrige Mischung aus Wachs, Öl und Talg, mit deren Hilfe Leder weich, wasserbeständig und glänzend gemacht wird.",Lederfett,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,1873,2,0,0,22643,110,14000,0,0,0,0,1,12,54,53,0,16,0,2,0,False,False,False,True,False,False,False,False
9371,Stück[p] Räucherschinken,Stücke[p] Räucherschinken,"Ein großes Stück Wildschwein, gepökelt und dann geräuchert. Fast jeder in Eorzea würde unterschreiben, dass mit dieser Delikatesse so gut wie alles besser schmeckt.",Räucherschinken,4,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,696,2,0,0,24362,110,4000,0,0,0,0,1,12,45,44,0,16,0,2,0,False,False,False,True,False,False,False,False
9372,Sack[p] gerösteter Kaffeebohnen,Säcke[p] gerösteter Kaffeebohnen,"Bohnen der Kaffeepflanzen, die auf vulkanischen Böden wachsen. Die Bohnen werden über längere Zeit und einer indirekten Flamme geröstet, um ihre Bitterkeit zu reduzieren und ihre Aromen zur vollen Entfaltung zu bringen.",Geröstete Kaffeebohnen,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,696,2,0,0,25919,110,16000,0,0,0,0,1,12,45,44,0,16,0,2,0,False,False,False,True,False,False,False,False
9373,Fässchen[p] Platin-Zaubertinte,Fässchen[p] Platin-Zaubertinte,"Tinte, die mit Platin versetzt wurde, um ihre ätherische Leitfähigkeit zu steigern.",Platin-Zaubertinte,4,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,1532,2,0,0,25922,90,4000,0,0,0,0,1,12,54,53,0,16,0,2,0,False,False,False,False,True,False,False,False
9374,Paar[p] blutiger Messerklingen,Paar[p] blutiger Messerklingen,"Blutige Klingen, die am Ort einer grausamen Schlacht gefunden wurden.",Blutige Messerklingen,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,5227,16,0,0,23104,55,2000,0,0,5653,0,1,12,56,55,0,16,0,2,9,False,False,False,False,False,False,False,False
9375,Paar[p] vermooster Steindolche,Paar[p] vermooster Steindolche,"Dolche aus Gallenerz, einem Gestein, das in Thavnair vorkommt. Sie sind so vermoost, dass sie nicht mehr zu gebrauchen sind.",Vermooste Steindolche,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,6652,21,0,0,21005,70,2000,0,0,0,0,1,12,56,55,0,16,0,2,0,False,False,False,False,False,False,False,False
9376,allagisch[a] Katalysator,allagisch[a] Katalysatoren,"Die Gelehrten haben noch immer nicht herausgefunden, woraus dieser Katalysator besteht, oder wie genau er funktioniert. Sicher ist nur, dass die Substanz benötigt wird, um die Eigenschaften gewisser Materialien zu verbessern.",Allagischer Katalysator,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,1702,26,0,0,27604,100,64000,0,0,0,0,1,12,54,53,0,16,0,2,0,False,False,False,True,False,False,False,False
9377,Eisträne,Eistränen,Ein glasiger Splitter von der gefallenen Herrin des Eises.,Eisträne,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,3207,13,0,0,21291,90,0,0,0,0,0,1,12,48,47,0,18,0,2,0,False,False,False,False,False,False,False,False
9378,Diamantenträne,Diamantentränen,Ein glasiger Splitter von der gefallenen Herrin des Eises. Er pulsiert unregelmäßig unter dem Einfluss mächtiger Frostströme.,Diamantenträne,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,3920,16,0,0,21291,110,0,0,0,0,0,1,12,48,47,0,18,0,2,0,False,False,False,True,False,False,False,False
9379,Syrcus-Scherbe,Syrcus-Scherben,Ein erstaunlich transparentes Teil der Außenmauer des Syrcus-Turms.,Syrcus-Scherbe,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,3564,15,0,0,20009,100,0,0,0,0,0,1,12,48,47,0,18,0,2,0,False,False,False,True,False,False,False,False
9380,brennend[a] Aurikel,brennend[a] Aurikeln,Ein kris­tal­li­sier­tes Fragment des brennenden Herzens des Drachengottes Bahamut.,Brennende Aurikel,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,4633,19,0,0,21281,130,0,0,0,0,0,1,12,48,47,0,18,0,2,0,False,False,False,False,False,False,False,False
9381,Meisterschurken-Ring,Meisterschurken-Ringe,,Meisterschurken-Ring,4,2,0,1,0,0,589858,0,0,0,0,0,0,1,1,7,12,8,10,0,9,0,0,0,0,0,0,50,0,1,93,0,0,11,0,0,0,2,27,44,68,0,3,0,0,0,0,0,0,0,0,6,0,0,False,False,True,0,1,1000,0,5,21800,54560,55,21500,0,0,0,0,2,4,43,0,12,5,0,2,11,True,True,False,True,False,False,False,False
9382,Schurkenring,Schurkenringe,,Schurkenring,4,2,0,1,0,0,524290,0,0,0,0,0,0,1,1,4,5,1,0,0,4,0,0,0,0,0,0,32,0,1,93,0,0,11,0,0,0,2,27,29,0,0,3,0,0,0,0,0,0,0,0,6,0,0,False,False,True,0,1,3087,58,4,21800,54481,34,21080,0,0,6132,0,2,4,43,0,12,5,0,2,11,True,True,False,True,False,False,False,False
9383,Rowena-Marke[p] „Poesie“,Rowena-Marken[p] „Poesie“,Von Rowena für die Abgabe Allagischer Steine der Poesie ausgegebene Bestätigungsmarke. Der Handel mit diesen Marken wurde beendet. Sie können daher nicht mehr eingetauscht werden.,Rowena-Marke „Poesie“,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,4752,1,0,0,26175,1,0,0,0,0,0,1,16,61,0,0,63,0,2,0,False,True,False,True,False,False,False,False
9384,chiffriert[a] Allagisch[a] Stein,chiffriert[a] Allagisch[a] Steine,"Ingenieure der Gar­lond-Me­tall­wer­ke bestehen darauf, dass diese Steine Informationen von unschätzbarem Wert über das antike Allagische Reich enthalten, sind sich aber in diesem besonderen Fall nicht sicher, um welche Informationen es sich handeln könnte. Leider hat keiner mehr Interesse an diesen Objekten.",Chiffrierter Allagischer Stein,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,4752,1,0,0,25931,1,0,0,0,0,0,1,16,63,0,0,63,0,2,0,False,True,False,True,False,False,False,False
9385,Flakon[p] Karbonlack,Flakons[p] Karbonlack,"Dieses ätherochemische Präparat der Allager soll sich zum Härten von Edelsteinen einsetzen lassen.
(Wurde zur Verstärkung von Accessoires benutzt, ist nun aber nicht mehr erforderlich.)",Karbonlack,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,4752,1,0,0,27606,1,6024,0,0,0,0,1,16,63,0,0,55,0,2,0,False,True,False,True,False,False,False,False
9386,Spule[p] Karbonfasern,Spulen[p] Karbonfasern,"Diese ätherochemische Faser der Allager verstärkt die Haltbarkeit von so gut wie allen bekannten Stoffen.
(Wurde zur Verstärkung von Waffen und Ausrüstung benutzt, ist nun aber nicht mehr erforderlich.)",Karbonfaser,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,4752,1,0,0,21663,1,6023,0,0,0,0,1,16,63,0,0,55,0,2,0,False,True,False,True,False,False,False,False
9387,antik[a] Helm,antik[a] Helme,"Diese Kopfbedeckung ist bei weitem zu alt und verwittert, um noch auf dem Schlachtfeld eingesetzt zu werden. Doch Sammler haben für ähnliche Stücke schon sehr hohe Preise gezahlt.",Antiker Helm,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,21049,0,0,0,40033,1,1000,0,0,0,0,2,16,63,0,0,55,0,2,0,False,True,False,True,False,False,False,False
9388,antik[a] Rüstung,antik[a] Rüstungen,"Diese Rüstung ist bei weitem zu alt und verwittert, um noch auf dem Schlachtfeld eingesetzt zu werden. Doch Sammler haben für ähnliche Stücke schon sehr hohe Preise gezahlt.",Antike Rüstung,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,26061,0,0,0,43073,1,1000,0,0,0,0,2,16,63,0,0,55,0,2,0,False,True,False,True,False,False,False,False
9389,Paar[p] antiker Pan­zer­hand­schu­he,Paar[p] antiker Pan­zer­hand­schu­he,"Diese Handschuhe sind bei weitem zu alt und verwittert, um noch auf dem Schlachtfeld eingesetzt zu werden. Doch Sammler haben für ähnliche Stücke schon sehr hohe Preise gezahlt.",Antike Pan­zer­hand­schu­he,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,18711,0,0,0,48320,1,1000,0,0,0,0,2,16,63,0,0,55,0,2,0,False,True,False,True,False,False,False,False
9390,antik[a] Reiterhose,antik[a] Reiterhosen,"Diese Hose ist bei weitem zu alt und verwittert, um noch auf dem Schlachtfeld eingesetzt zu werden. Doch Sammler haben für ähnliche Stücke schon sehr hohe Preise gezahlt.",Antike Reiterhose,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,16706,0,0,0,45258,1,1000,0,0,0,0,2,16,63,0,0,55,0,2,0,False,True,False,True,False,False,False,False
9391,Paar[p] antiker Bärlatschen,Paar[p] antiker Bärlatschen,"Diese Schuhe sind bei weitem zu alt und verwittert, um noch auf dem Schlachtfeld eingesetzt zu werden. Doch Sammler haben für ähnliche Stücke schon sehr hohe Preise gezahlt.",Antike Bärlatschen,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,21384,0,0,0,46837,1,1000,0,0,0,0,2,16,63,0,0,55,0,2,0,False,True,False,True,False,False,False,False
9392,antik[a] Bauchreifen,antik[a] Bauchreifen,"Sammler haben für ähnliche Stücke einst sehr hohe Preise gezahlt, doch inzwischen sind sie leider wertlos.",Antiker Bauchreifen,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,13365,201,0,0,54091,1,1000,0,0,0,0,2,16,63,0,0,55,0,2,0,False,True,False,True,False,False,False,False
9393,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
9394,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
9395,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
9396,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
9397,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
9398,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
9399,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
9400,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
9401,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
9402,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
9403,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
9404,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
9405,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
9406,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
9407,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
9408,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
9409,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
9410,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
9411,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
9412,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
9413,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
9414,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
9415,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
9416,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
9417,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
9418,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
9419,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
9420,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
9421,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
9422,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
9423,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
9424,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
