#,Message,ChoicesText[0],ChoicesText[1],ChoicesText[2],ChoicesText[3],ChoicesText[4],ChoicesText[5],ChoicesText[6],ChoicesText[7],ChoicesText[8],ChoicesText[9],NextTalk,ActionTimeline,ChoicesTalk[0],ChoicesTalk[1],ChoicesTalk[2],ChoicesTalk[3],ChoicesTalk[4],ChoicesTalk[5],ChoicesTalk[6],ChoicesTalk[7],ChoicesTalk[8],ChoicesTalk[9],Unknown23,Unknown24,Unknown25,Unknown26,Unknown27
32,"Ich fürchte, du hast keinen Platz mehr in deinen Taschen. Räum da bitte ein wenig auf, sonst kann ich dir deine Prämie leider nicht aushändigen.",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
33,Du besitzt ein gültiges Los? Sehr schön. Dann lass mich dir die Ergebnisse der dieswöchigen Ziehung präsentieren.,,,,,,,,,,,100,764,0,0,0,0,0,0,0,0,0,0,1,0,2,True,False
34,"Endlich mal eine viel­ver­sprechende Kandidatin! Bist du bereit, dich in die Herzen der Ul'dahner zu tanzen? Dann mach mit bei der nächsten Unterrichtsstunde!",,,,,,,,,,,35,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
35,"Unsere Tanzmeister erwarten dich auf der großen Schaubühne! Beobachte ihre Bewegungen, ahme sie nach und werde selbst zu einer Meistertänzerin!",,,,,,,,,,,37,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
36,Die Bühne betreten?,Ja,Nein,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,2,0,2,False,False
37,"Die Tanzmeister führen nacheinander vier Emotes vor. Finde heraus, welche es sind und tanze die Emotes in derselben Reihenfolge nach. Die Emotes kannst du über das Kommandomenü ausführen.",,,,,,,,,,,277,0,0,0,0,0,0,0,0,0,0,0,1,7,2,False,False
38,"Je mehr Spieler am Jumbo-Glückskaktor teilnehmen, desto höher sind die MGP-Preise, die ausgeschüttet werden. Lade am besten all deine Freunde zum Mitmachen ein!",,,,,,,,,,,39,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
39,Abhängig von der Teilnehmerzahl des Jumbo-Glückskaktors wird jede Woche ein Teilnahmebonus auf die ausgeschütteten MGP vergeben.,,,,,,,,,,,40,0,0,0,0,0,0,0,0,0,0,0,1,7,0,False,False
40,"Für diesen Teilnahmebonus gibt es mehrere Stufen. Je mehr Lose verkauft werden, desto höher steigt die Stufe und desto höher fällt der Bonus aus.",,,,,,,,,,,105,0,0,0,0,0,0,0,0,0,0,0,1,7,0,False,False
41,Das Ergebnis des Jumbo-Glückskaktors wird jede Woche samstags um 21:00 Uhr (Erdenzeit) bekanntgegeben.,,,,,,,,,,,42,0,0,0,0,0,0,0,0,0,0,0,1,7,0,False,False
42,Gewinne können eine Woche ab Bekanntgabe bis samstags um 21:00 Uhr (Erdenzeit) eingelöst werden. Nach diesem Zeitraum verfallen sie.,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,False,False
43,Das Ergebnis des Jumbo-Glückskaktors wird jede Woche samstags um 21:00 Uhr (Erdenzeit) bekanntgegeben.,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,False,False
44,Die Teilnahme am Mini-Glückskaktor kostet UNKNOWN MGP.,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,False,False
45,Der Mini-Glückskaktor kann dreimal pro Tag gespielt werden. Der Timer wird jeweils um 0:00 Uhr (Erdenzeit) zurückgestellt.,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,False,False
46,Gewinnklasse UNKNOWN? Herzlichen Glückwunsch! Hier sind deine MGP samt Frühtauscher-Bonus!,,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
47,Vier Richtige! Das kommt nicht häufig vor. Herzlichen Glückwunsch! Hier sind deine MGP samt Frühtauscher-Bonus und  als Extrapreis!,,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
48,"So ein Jammer, dein Los ist leider verfallen. Ich werde es für dich entsorgen. Pass beim nächsten Mal auf, dass du den Einlösezeitraum nicht verpasst.",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
49,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,False,False
50,Ein gestaltwandelnder Imp hat sich in den Gold Saucer geschlichen! Und als Gipfel der Dreistigkeit gibt er sich auch noch als mich aus!,,,,,,,,,,,51,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
51,"Mach den Halunken ausfindig und verpass ihm eine Abreibung mit diesem Blendpulver hier. Aber Vorsicht, dass du keine Unbeteiligten erwischst. Er muss wirklich haargenau so aussehen wie ich, verstanden?",,,,,,,,,,,163,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
52,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
53,"Danke, dass du den Übeltäter überführt hast. Leider sind Imps nicht gerade dafür bekannt, Einsicht und Reue zu zeigen ...",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
54,"Du konntest den Imp nicht finden? Na, dann zieht er hoffentlich bald von selbst ab.",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
55,"Ich bin entdeckt, o Schreck, o Schreck! Gib dir was Nettes und flieg weg! Bin ganz bestimmt nicht mehr gemein, da kannst du wirklich sicher sein!",,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
56,"Ab heute, so ich beichte, haben ausgedient die Streiche ... Falls ich nicht mehr erweiche!",,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
57,"<hust> ... <keuch> ... He, was fällt dir ein?!",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
58,"Argh, meine Augen! Wie das brennt!",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
59,Kann man nicht mal mehr hier ungestört seinen Spaß haben?,,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
60,"Nicht schon wieder! Bekäm ich für jede Ladung Blendpulver 'nen MGP, könnt ich den Laden hier bald kaufen!",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
61,Diesen Unfug verbiete ich mir!,,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
62,Na toll! Meinen Spaß hast du mir gehörig verdorben. Bist du jetzt zufrieden?,,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
63,W-Was hab ich dir denn getan?,,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
64,"Was soll dieser Unsinn? ... <schnief> ... Wo sind die Rausschmeißer, wenn man sie braucht?",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
65,"Ist das deine Art, hallo zu sagen? Un­verschämt­heit!",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
66,Dabei war ich gerade so gut in Stimmung! Spielverderberin! ,,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
67,<hust> ... Gehört das zum Programm im Gold Saucer?! Ich will augenblicklich den Besitzer sprechen!,,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
68,"Du denkst wohl, mit einem Landei wie mir kannst du's machen, was ...? Äh, denkst du nicht?",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
69,Hilfe! Ich kann nichts mehr sehen!,,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
70,Was soll das werden?! Karneval nach Art der Mandervilles? Unerhört!,,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
71,"Ich habe eine Lieferung für jemanden hier im Gold Saucer, bin aber leider ins Visier einer hinterhältigen Diebesbande geraten.",,,,,,,,,,,72,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
72,"Gegen die Halunken komme ich nicht an! Wärst du so freundlich, diese kostbare und höchst zerbrechliche Vase an ihren Blicken vorbei zu meiner Kundschaft zu bringen? Ich wäre dir auf ewig dankbar!",,,,,,,,,,,80,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
73,"Vielen Dank für deine tadellose Arbeit! Wenn es genehm ist, nehme ich deine Dienste gerne wieder in Anspruch.",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
74,"Die Diebe sind ein barbarisches und grobes Volk. Wenn sie dich entdecken, werden sie versuchen, dir die Vase zu entreißen. Dabei geht sie mit Sicherheit zu Bruch. Sie dürfen dich also auf keinen Fall sehen!",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
75,"Sie haben dich also entdeckt und die Vase ist zerbrochen ...? Zum Glück bin ich auf alle Eventualitäten vorbereitet und habe von meinem hart Ersparten ein paar auf Reserve gekauft. Da schwindet er, der geruhsame Ruhestand ...",,,,,,,,,,,76,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
76,Das GATE erneut versuchen?,Ja,Nein,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,2,0,2,False,False
77,"Es ist dir gelungen, die Vase unbeschadet zu überbringen? Vortrefflich! Ich bewundere deine Voraussicht und Bedachtsamkeit!",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
78,"Ha! Auf den Rasenden Raptor ist wie immer Verlass! Danke, dass du die Mühen auf dich genommen hast.",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
79,Eine Lieferung für mich? Wie nett! Vielen Dank und entschuldige bitte die Umstände.,,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
80,Das GATE versuchen?,Ja,Nein,,,,,,,,,97,764,0,0,0,0,0,0,0,0,0,0,2,0,2,False,False
81,"Für Gewinner, die ihre Lose direkt nach Bekanntgabe der Gewinnzahl einlösen, gibt es übrigens noch einen ganz besonderen Frühtauscher-Bonus!",,,,,,,,,,,82,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
82,Der Bonus wird jeweils zusammen mit der Gewinnzahl bekanntgegeben. Du solltest ihn dir auf keinen Fall entgehen lassen.,,,,,,,,,,,130,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
83,"Wenn du dein Los innerhalb von UNKNOWN Stunde (Erdenzeit) nach Bekanntgabe der Gewinnzahl einlöst, kannst du dir einen Frühtauscher-Bonus sichern.",,,,,,,,,,,105,0,0,0,0,0,0,0,0,0,0,0,1,7,0,False,False
84,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
85,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
86,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
87,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
88,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
89,"Und wieder einmal schickt der erhabene Meister Typhon sich an, sein Publikum sprichwörtlich umzupusten! Bist du geschickt genug, seinen Niesern auszuweichen und dich auf der Bühne zu halten?",,,,,,,,,,,90,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
90,"Dann nichts wie rauf auf die Bretter, die die Welt bedeuten! Doch Vorsicht: Sollte es dich über den Bühnenrand fegen, ist die Schmach grenzenlos - von den schnupffeuchten Kleidern ganz zu schweigen!",,,,,,,,,,,276,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
91,"Ah, etwa Angst vorm Nasensekret des Meisters bekommen? Geniere dich nicht, du wärst nicht die Erste, der die Knie schlottern. Oder willst du mir weismachen, du hast die Bühne nur aus Versehen verlassen?",,,,,,,,,,,92,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
92,Die Bühne erneut betreten?,Ja,Nein,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,False,False
93,"Bist du gekommen, um dir die schmissige Show von Meister Typhon anzuschauen? Ein Spektakel sondergleichen, das will ich nicht abstreiten, doch noch intensiver wird es, wenn du es schleimhautnah auf der Bühne erlebst! Ergreife beim nächsten Mal die Gelegenheit.",,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
94,Hast auf der Bühne eine Dusche abbekommen? Gräme dich nicht! Das Nasensekret ist Zeichen deines Mutes und deiner Tapferkeit. Trage es stolz zur Schau!,,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
95,"Wenn du dich nicht beeilst, geht es ohne dich los! Willst du zurück auf die Bühne?",,,,,,,,,,,36,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
96,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
97,Ich werde dir deine Karte markieren. Könntest du die Vase bitte einem der Bediensteten an der entsprechenden Stelle übergeben?,,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
98,Herzlichen Glückwunsch! Hier sind deine 0 MGP! Beehre uns bitte bald wieder.,,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
99,Vielen Dank! Bitte beehre uns bald wieder!,,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
100,"Herzlichen Glückwunsch! Weil du so früh da bist, erhältst du ein paar Bonus-MGP extra dazu!",,,,,,,,,,,134,0,0,0,0,0,0,0,0,0,0,0,1,7,0,False,False
101,Der UNKNOWN. Jumbo-Glückskaktor ist in vollem Gange! Greif dir ein Stück vom Glück!,,,,,,,,,,,105,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
102,Bis zur Bekanntgabe der Gewinnzahl wirst du dich leider noch ein wenig gedulden müssen. Oder bist du wegen etwas anderem hier?,,,,,,,,,,,105,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
103,"Oh, für dein Los wurde die Gewinnzahl bereits bekanntgegeben. Du solltest es schleunigst bei der Kassiererin eintauschen.",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
104,"Oh, welch ein Jammer. Der Einlösezeitraum für dein Glückskaktor-Los ist leider schon abgelaufen. Ich werde es für dich entsorgen. Achte beim nächsten Mal darauf, dass du schnell genug bist.",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
105,Was möchtest du tun?,Ein Jumbo-Glückskaktor-Los kaufen.,Den Teilnahmebonus überprüfen.,Bisherige Gewinner einsehen.,Den Jumbo-Glückskaktor erklären lassen.,Den Teilnahmebonus erklären lassen.,Nichts.,,,,,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,False,False
106,,,,,,,,,,,,137,764,0,0,0,0,0,0,0,0,0,0,8,0,2,False,False
107,,,,,,,,,,,,105,764,0,0,0,0,0,0,0,0,0,0,7,0,2,False,False
108,"Am Jumbo-Glückskaktor kannst du für UNKNOWN MGP teilnehmen. Das Spiel ist kinderleicht! Wähle einfach eine vierstellige Zahl aus und hoffe dann, dass das Losglück dir hold ist.",,,,,,,,,,,128,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
109,,,,,,,,,,,,105,764,0,0,0,0,0,0,0,0,0,0,6,0,2,False,False
110,"Noch hat sich niemand die erste Gewinnklasse gesichert! Ich drücke dir beide Daumen, dass es klappt!",,,,,,,,,,,105,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
111,"Du scheinst noch kein Los zu besitzen, also kann ich leider nichts für dich tun. Falls du eins erstehen möchtest, ist dir die Händlerin dort vorne gerne behilflich.",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
112,Die Ziehung der Gewinnzahl für dein Los wurde noch nicht durchgeführt. Bitte habe noch ein wenig Geduld.,,,,,,,,,,,43,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
113,"Ah, ein gültiges Los. Wunderbar! Dann verrate ich dir jetzt die Gewinnzahl!",,,,,,,,,,,134,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
114,"Ich bin die Leiterin der Chocobo-Rennen. Wenn du mit deinem gefiederten Flitzer an einem Rennen teilnehmen möchtest, bist du bei mir genau richtig.",,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False
115,"Dafür brauchst du aber einen Chocobo, der als Rennvogel registriert ist. Wenn du noch keinen hast, kann dir Kätering in Gut Zwieselgrund weiterhelfen. Die Registrierung erledigt dann die Trainerin hier gleich neben mir am Schalter.",,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False
116,Teilnahme am Rennen zurückziehen?,Ja,Nein,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,False,False
117,Du hast dich vom Rennen zurückgezogen.,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False
118,Was möchtest du?,An einem Rennen teilnehmen,Mehr erfahren,Nichts,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,10,0,2,False,False
119,Worüber möchtest du mehr erfahren?,Chocobo-Rennen allgemein,Registrierung als Renn-Chocobo,Teilnahme an Rennen,Wertung und Renn-Klassen,Extras,Arten von Extras,Renn-Fä­hig­kei­ten,Wetter,Abbrechen,,0,764,120,121,122,281,282,283,284,285,118,0,10,0,2,False,False
120,"Chocobo-Rennen sind das Spannendste, was Eorzea zu bieten hat! Zumindest, wenn du unsere Reklame-Abteilung fragst. Aber Spaß beiseite - sie sind ein ehrenvoller Wettkampf, der das Beste aus den edlen Vögeln herausholt. Deswegen lautet unser Motto auch: Ehre dem Ersten!",,,,,,,,,,,286,764,0,0,0,0,0,0,0,0,0,0,1,0,2,True,False
121,"Nur Jung-Chocobos eignen sich zum Rennbetrieb. Sie müssen als Renn-Chocobo - oder Rennvogel, wie wir manchmal sagen - registriert werden. Dann können sie an Rennen teilnehmen oder trainiert werden.",,,,,,,,,,,287,764,0,0,0,0,0,0,0,0,0,0,1,0,2,True,False
122,"Chocobos erhalten, auf Basis ihrer Stärke, eine Wertung. Entsprechend gibt es verschiedene Rennklassen, nach denen sich bestimmt, welche Chocobos an einem Rennen teilnehmen können. Manche Rennen sind nur für niedrig bewertete Chocobos, andere sind frei für alle.",,,,,,,,,,,289,764,0,0,0,0,0,0,0,0,0,0,1,0,2,True,False
123,Oh ... Du hast ja gar keinen Renn-Chocobo! Bitte sprich mit der Trainerin neben mir am Schalter. Sie wird dir weiterhelfen.,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False
124,"Zur Teilnahme an einem Rennen als Gruppe ist es erforderlich, dass der Gruppenanführer die Anmeldung vornimmt.",Abbrechen,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False
125,Wähle eine Rennklasse!,Klassenrennen,Heraus­forde­rung,Einführung,Abbrechen,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,False,False
126,Wähle eine Rennstrecke!,Zufällige Auswahl,Zurück,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,False,False
127,"Du bist für das folgende Rennen gemeldet: , .
Bitte warte hier am Chocobo-Platz auf den Start des Rennens.",,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False
128,"Deine Zahl wird mit der Gewinnzahl verglichen. Je mehr Ziffern in Folge von der letzten zur ersten Ziffer übereinstimmen, desto höher fällt dein Gewinn aus.",,,,,,,,,,,129,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
129,"Sobald der Startschuss zur Bekanntgabe der Gewinnzahl gefallen ist, solltest du dich umgehend zum Glückskaktor-Schalter begeben. Wenn du Glück hast, ist Nymeia dir hold und beschert dir einen satten Gewinn!",,,,,,,,,,,81,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
130,"Dein Los kannst du bei der Kassiererin einlösen. Für die erste Gewinnklasse, also vier Richtige, werden jede Woche tolle Sonderpreise vergeben. Mitmachen lohnt sich auf alle Fälle!",,,,,,,,,,,131,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
131,Für den Jumbo-Glückskaktor können jede Woche drei Lose gekauft werden. Die Gewinnzahl wird jede Woche samstags um 21:00 Uhr (Erdenzeit) bekanntgegeben.,,,,,,,,,,,132,0,0,0,0,0,0,0,0,0,0,0,1,7,2,False,False
132,Gewinne müssen innerhalb einer Woche nach Bekanntgabe der Gewinnzahl spätestens bis zum nächsten Samstag um 21:00 Uhr (Erdenzeit) abgeholt werden.,,,,,,,,,,,133,0,0,0,0,0,0,0,0,0,0,0,1,7,2,False,False
133,"Wenn dieser Zeitraum verstrichen ist, wird dein Los ungültig und dein Anspruch auf MGP und etwaige Sachpreise verfällt.",,,,,,,,,,,83,0,0,0,0,0,0,0,0,0,0,0,1,7,2,False,False
134,,,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,9,0,2,False,False
135,"Gewinnklasse UNKNOWN, herzlichen Glückwunsch! Hier sind deine MGP.",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
136,"Vier Richtige, Donnerwetter! Da hat Nymeia es aber gut mit dir gemeint. Das bedeutet, dass du neben deinen MGP auch  erhältst! Viel Spaß damit!",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
137,"Jetzt bleibt dir nur noch, auf die Bekanntgabe der Gewinnzahl zu warten. Komm unbedingt zum Glückskaktor-Schalter, sobald es so weit ist.",,,,,,,,,,,41,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
