#,Name,Description,Icon,PlayerLevel,Unknown0,PlaceName,Order,Unknown1
10,Training: Alexander - Midas,"Alexander soll wieder in Betrieb sein. Wenn das wahr ist, wird dich dein Weg gewiss wieder in sein Inneres führen. Falls du für den Einsatz trainieren möchtest, steht eine besonders widerstandsfähige Steinpuppe bereit.",112154,60,0,2089,109,False
11,Training: Alexander - Faust des Sohnes (episch),"Der Fahrende Sänger hat neue Lieder gedichtet, über deine Abenteuer im Inneren von Alexanders linkem Arm. Das hat unsere Handwerker zur Herstellung einer neuen Steinpuppe inspiriert, die für dein Training bereitsteht.",112155,60,0,2089,110,False
12,Training: Alexander - Elle des Sohnes (episch),"Der Fahrende Sänger hat neue Lieder gedichtet, über deine Abenteuer im Inneren von Alexanders linkem Arm. Das hat unsere Handwerker zur Herstellung einer neuen Steinpuppe inspiriert, die für dein Training bereitsteht.",112156,60,0,2089,111,False
13,Training: Alexander - Arm des Sohnes (episch),"Der Fahrende Sänger hat neue Lieder gedichtet, über deine Abenteuer im Inneren von Alexanders linkem Arm. Das hat unsere Handwerker zur Herstellung einer neuen Steinpuppe inspiriert, die für dein Training bereitsteht.",112157,60,0,2089,112,False
14,Training: Alexander - Last des Sohnes (episch),"Der Fahrende Sänger hat neue Lieder gedichtet, über deine Abenteuer im Inneren von Alexanders linkem Arm. Das hat unsere Handwerker zur Herstellung einer neuen Steinpuppe inspiriert, die für dein Training bereitsteht.",112158,60,0,2089,113,False
15,Training: Das Lied von Nidhoggs letztem Ruf,"Ganz Coerthas spricht über den letzten, erbitterten Kampf gegen Nidhogg. Teste deine Kraft an der Steinpuppe, die der Stärke von Ishgards Erzfeind gleichkommt!",112159,60,0,2089,114,False
16,Training: Zenit der Götter - Sophia,"Die Göttin Sophia konntest du zwar vorerst überwinden, aber damit ist der Kampf noch nicht vorbei. Bereite dich auf die finale Begegnung mit ihr vor!",112205,60,0,2089,115,False
17,Training: Alexander - Der Schöpfer,"Bald wirst du also dem Schöpfer Auge in Auge gegen­über­stehen. Für eine solche Begegnung ist kaum einer je bereit - doch wir haben eine Steinpuppe von der Stärke Alexanders bereitgestellt, damit du dich - so gut es geht - darauf vorbereiten kannst.",112206,60,0,2089,116,False
18,Training: Alexander - Augen des Schöpfers (episch),"Dir ist es tatsächlich gelungen, Alexander zu besiegen! Als Dankesbezeugung widmen wir dir diese Steinpuppe von monumentaler Stärke. Teste deine Stärke an einem epischen Gegner.",112207,60,0,2089,117,False
19,Training: Alexander - Atem des Schöpfers (episch),"Dir ist es tatsächlich gelungen, Alexander zu besiegen! Als Dankesbezeugung widmen wir dir diese Steinpuppe von monumentaler Stärke. Teste deine Stärke an einem epischen Gegner.",112208,60,0,2089,118,False
20,Training: Alexander - Herz des Schöpfers (episch),"Dir ist es tatsächlich gelungen, Alexander zu besiegen! Als Dankesbezeugung widmen wir dir diese Steinpuppe von monumentaler Stärke. Teste deine Stärke an einem epischen Gegner.",112209,60,0,2089,119,False
21,Training: Alexander - Seele des Schöpfers (episch),"Dir ist es tatsächlich gelungen, Alexander zu besiegen! Als Dankesbezeugung widmen wir dir diese Steinpuppe von monumentaler Stärke. Teste deine Stärke an einem epischen Gegner.",112210,60,0,2089,120,False
22,Training: Zenit der Götter - Zurvan,"Respekt! Du hast die dritte Ikone der Kriegstriade besiegt. Aber ruhe dich nicht auf deinen Lorbeeren aus! Wir haben dir eine neue Steinpuppe gemacht, damit du auch weiter in Form bleibst.",112211,60,0,2089,121,False
23,Training: Königliche Menagerie,"Du hast Ala Mhigo befreit und Zenos besiegt! Zum Dank haben wir dir eine Steinpuppe in Gestalt von Shinryu gefertigt, damit du den letzten glorreichen Kampf während der Befreiung Ala Mhigos noch einmal erleben kannst.",112247,70,0,2628,200,False
24,Training: Zenit der Götter - Lakshmi,"Du hast den Primae Lakshmi, den die Ananta beschworen, dahin zurück­geschickt, wo er hergekommen ist! Es besteht immer die Möglichkeit, dass es zu einer neuen, stärkeren Beschwörung kommt - sei darauf vorbereitet!",112249,70,0,2628,201,False
25,Training: Zenit der Götter - Susano,"Fern im Osten hast du Susano, den Herrn der Feste, besiegt. Doch was, wenn er zurückkommt? Bereite dich auf eine erneute Begegnung vor!",112248,70,0,2628,202,False
26,Training: Deltametrie,"Am Grunde des brodelnden Äthersees im Gähnenden Schlund sollen dich Testgegner erwarten, deren Stärke und Unbarmherzigkeit ihresgleichen suchen. In Zusammenarbeit mit einem hochkarätigen Mitarbeiter der Gar­lond-Me­tall­wer­ke haben wir eine Steinpuppe konstruiert, die dich auf diese Begegnungen vorbereitet. ",112250,70,0,2628,203,False
27,Training: Deltametrie 1.0 (episch),"Du hast Omegas Test in der Deltametrie mit Bravour bestanden und den Frieden in Gyr Abania bewahrt. Zur Feier des Tages haben wir in Zusammenarbeit mit den Gar­lond-Me­tall­wer­ken unsere Steinpuppe noch stärker gemacht, damit du dich auf kommende Heraus­forde­rungen vorbereiten kannst!",112251,70,0,2628,204,False
28,Training: Deltametrie 2.0 (episch),"Du hast Omegas Test in der Deltametrie mit Bravour bestanden und den Frieden in Gyr Abania bewahrt. Zur Feier des Tages haben wir in Zusammenarbeit mit den Gar­lond-Me­tall­wer­ken unsere Steinpuppe noch stärker gemacht, damit du dich auf kommende Heraus­forde­rungen vorbereiten kannst!",112252,70,0,2628,205,False
29,Training: Deltametrie 3.0 (episch),"Du hast Omegas Test in der Deltametrie mit Bravour bestanden und den Frieden in Gyr Abania bewahrt. Zur Feier des Tages haben wir in Zusammenarbeit mit den Gar­lond-Me­tall­wer­ken unsere Steinpuppe noch stärker gemacht, damit du dich auf kommende Heraus­forde­rungen vorbereiten kannst!",112253,70,0,2628,206,False
30,Training: Deltametrie 4.0 (episch),"Du hast Omegas Test in der Deltametrie mit Bravour bestanden und den Frieden in Gyr Abania bewahrt. Zur Feier des Tages haben wir in Zusammenarbeit mit den Gar­lond-Me­tall­wer­ken unsere Steinpuppe noch stärker gemacht, damit du dich auf kommende Heraus­forde­rungen vorbereiten kannst!",112254,70,0,2628,207,False
31,Training: Königliche Menagerie (episch),"Der gewaltige Kampf über den Dächern Ala Mhigos, der Shinryus Schicksal besiegelte - allein schon die Identität deines Gegners inspiriert zu neuen Legenden. Doch du siehst dich bereits einer noch epischeren Heraus­forde­rung gegenüber. Möge dir diese Steinpuppe bei der Vorbereitung helfen!",112260,70,0,2628,208,False
32,Training: Sigmametrie,"Ein viel­ver­sprechender neuer Mitarbeiter der Gar­lond-Me­tall­wer­ke hat die Messlatte noch etwas höher gelegt und eine überarbeitete Steinpuppenvariante vorgelegt.  Möge das Training mit ihr dich für die Erforschung des Gähnenden Schlunds wappnen. Der Kerl in der roten Kluft ist gar nicht so übel, wie er sich meist zu verkaufen versucht.",112277,70,0,2628,209,False
33,Training: Sigmametrie 1.0 (episch),"Du hast dich in der Sigmametrie glänzend geschlagen und einen schweren Gegner nach dem anderen besiegt. Es scheint, als bräuchtest du härtere Heraus­forde­rungen. Übe dich mit dieser Steinpuppe, um den Frieden in Gyr Abania auch weiter zu wahren!",112278,70,0,2628,210,False
34,Training: Sigmametrie 2.0 (episch),"Du hast dich in der Sigmametrie glänzend geschlagen und einen schweren Gegner nach dem anderen besiegt. Es scheint, als bräuchtest du härtere Heraus­forde­rungen. Übe dich mit dieser Steinpuppe, um den Frieden in Gyr Abania auch weiter zu wahren!",112279,70,0,2628,211,False
35,Training: Sigmametrie 3.0 (episch),"Du hast dich in der Sigmametrie glänzend geschlagen und einen schweren Gegner nach dem anderen besiegt. Es scheint, als bräuchtest du härtere Heraus­forde­rungen. Übe dich mit dieser Steinpuppe, um den Frieden in Gyr Abania auch weiter zu wahren!",112280,70,0,2628,212,False
36,Training: Sigmametrie 4.0 (episch),"Du hast dich in der Sigmametrie glänzend geschlagen und einen schweren Gegner nach dem anderen besiegt. Es scheint, als bräuchtest du härtere Heraus­forde­rungen. Übe dich mit dieser Steinpuppe, um den Frieden in Gyr Abania auch weiter zu wahren!",112281,70,0,2628,213,False
37,Training: Seelensturm - Byakko,"Auch im Fernen Osten lässt du anscheinend nichts anbrennen. Im Auftrag von Tataru haben wir eine Steinpuppe geschaffen, die selbst jemandem, der Byakko besiegt hat, eine Heraus­forde­rung bieten sollte. Viel Spaß beim Trainieren!",112276,70,0,2628,214,False
38,Training: Zenit der Götter - Tsukuyomi,"Tsukuyomi, Herrscherin des Mondes und der Nacht, ist besiegt. Für den Fall, dass sie in einer noch stärkeren Form erneut herbeigerufen wird, wurde eine entsprechende Steinpuppe hergestellt, an der du deine Kräfte messen kannst. Auf dass Doma nie wieder in Dunkelheit versinkt!",112293,70,0,2628,215,False
39,Training: Seelensturm - Suzaku,"Abermals hat uns ein Auftrag von Tataru erreicht. Sie wollte, dass wir eine neue Heraus­forde­rung für dich schaffen, nachdem du über Suzaku triumphiert hast. Wir haben uns redlich Mühe gegeben und hoffen, es gefällt dir!",112330,70,0,2628,216,False
40,Training: Alphametrie,"Wie immer denken die Gar­lond-Me­tall­wer­ke an alles und haben die Steinpuppen verbessert, damit du dich gründlich auf das große Finale im Inter­dimen­sio­nalen Riss vorbereiten kannst. Man drückt dir die Daumen und wünscht dir den Sieg, also leg dich ins Zeug!",112325,70,0,2628,217,False
41,Training: Alphametrie 1.0 (episch),"Die Mitarbeiter der Gar­lond-Me­tall­wer­ke sind von deinen Siegen in dem Inter­dimen­sio­nalen Riss schwer beeindruckt. Kein Wunder, denn damit hast du ganz Eorzea, ach was, ganz Hydaelyn gerettet! Als Zeichen ihres Dankes haben sie die Steinpuppen weiter verbessert, an denen du demonstrieren kannst, was du in den Kämpfen gegen Omega und ihre Wesen gelernt hast.",112326,70,0,2628,218,False
42,Training: Alphametrie 2.0 (episch),"Die Mitarbeiter der Gar­lond-Me­tall­wer­ke sind von deinen Siegen in dem Inter­dimen­sio­nalen Riss schwer beeindruckt. Kein Wunder, denn damit hast du ganz Eorzea, ach was, ganz Hydaelyn gerettet! Als Zeichen ihres Dankes haben sie die Steinpuppen weiter verbessert, an denen du demonstrieren kannst, was du in den Kämpfen gegen Omega und ihre Wesen gelernt hast.",112327,70,0,2628,219,False
43,Training: Alphametrie 3.0 (episch),"Die Mitarbeiter der Gar­lond-Me­tall­wer­ke sind von deinen Siegen in dem Inter­dimen­sio­nalen Riss schwer beeindruckt. Kein Wunder, denn damit hast du ganz Eorzea, ach was, ganz Hydaelyn gerettet! Als Zeichen ihres Dankes haben sie die Steinpuppen weiter verbessert, an denen du demonstrieren kannst, was du in den Kämpfen gegen Omega und ihre Wesen gelernt hast.",112328,70,0,2628,220,False
44,Training: Alphametrie 4.0 (episch),"Die Mitarbeiter der Gar­lond-Me­tall­wer­ke sind von deinen Siegen in dem Inter­dimen­sio­nalen Riss schwer beeindruckt. Kein Wunder, denn damit hast du ganz Eorzea, ach was, ganz Hydaelyn gerettet! Als Zeichen ihres Dankes haben sie die Steinpuppen weiter verbessert, an denen du demonstrieren kannst, was du in den Kämpfen gegen Omega und ihre Wesen gelernt hast.",112329,70,0,2628,221,False
45,Training: Seelensturm - Seiryu,"Tataru vom Bund der Morgenröte hat uns einen weiteren Sonderauftrag zukommen lassen. Nachdem du den stärksten aller Tierheiligen, Seiryu, ebenfalls in die Schranken gewiesen hast, wurde eine ganz besondere Heraus­forde­rung notwendig. Das Ergebnis sind neue Steinpuppen. Sie sind robuster als jemals zuvor. Wir sind uns sicher, dass sie dich an deine Grenzen bringen werden! Streng dich an!",112341,70,0,2628,222,False
46,Training: Offenbarung - Hades,"Speziell für die Krieger der Dunkelheit ist diese Sonderanfertigung, die wir aufgrund von Berichten aus einer uns unzugänglichen Welt hergerichtet haben. Eine alptraumhafte Gestalt, doch wenigstens können wir in der Gewissheit schlafen, dass sie die Grenzen zwischen den Welten nicht überqueren kann. Kann sie doch nicht, oder?",112370,80,0,3101,300,False
47,Training: Letzte Läuterung - Innozenz,"Lord Vauthry, Herrscher von Eulmore, war in vielerlei Hinsicht ein ungewöhnlicher Mann. Seine Kraft nahm er nicht aus seiner Korpulenz, sondern aus dem Sünden­ver­tilger, der mit seinem Leib verbunden war und den Fettwanst schließlich in den gottgleichen Innozenz verwandelte. Messe dich an unserer Nachbildung mit seiner göttlichen Wiedergeburt!",112369,80,0,3101,301,False
48,Training: Letzte Läuterung - Titania,"Gerüchten zufolge war Titania, König der Feen, der Licht­bringer von Il Mheg. Doch nachdem auch das oberste Feenwesen bezwungen und ein neuer Feenkönig seinen Platz eingenommen hatte, war es an der Zeit, eine ganz besondere Heraus­forde­rung zu schaffen. Dazu haben wir unsere Steinpuppen mal wieder weiterentwickelt, damit du eine neue Gelegenheit erhältst, dein Können unter Beweis zu stellen. Viel Erfolg!",112368,80,0,3101,302,False
49,Training: Edens Erwachen,"Erst kürzlich hat uns eine Gruppe von Mordh-Händlern berichtet, dass du dich auf eine Expedition in die Große Leere vorbereitest. Bei dem Gedanken daran schlottern einem ja die Knie! Daher wollen wir dich natürlich aus Leibeskräften unterstützen und haben eine spezielle Steinpuppe angefertigt, an der du deine Fä­hig­kei­ten schärfen kannst, bevor es ernst wird!",112371,80,0,3101,303,False
50,Training: Edens Erwachen - Auferstehung (episch),"Ein Mordh-Händler hat uns kürzlich besucht und berichtete von deiner Mission, die Kraft der Elemente zurück in die Große Leere zu bringen. Eine noble Aufgabe, kein Zweifel! Und wie es scheint, haben deine Bemühungen bereits süße Früchte getragen, denn die Elemente des Wassers und der Erde sind wieder zum Leben erwacht! Zur Feier dieses Triumphs haben wir dir eine neue Steinpuppe angefertigt, die deine Fä­hig­kei­ten auf die Probe stellen und dich auf bevorstehende Aufgaben vorbereiten soll.",112364,80,0,3101,304,False
51,Training: Edens Erwachen - Niederkunft (episch),"Ein Mordh-Händler hat uns kürzlich besucht und berichtete von deiner Mission, die Kraft der Elemente zurück in die Große Leere zu bringen. Eine noble Aufgabe, kein Zweifel! Und wie es scheint, haben deine Bemühungen bereits süße Früchte getragen, denn die Elemente des Wassers und der Erde sind wieder zum Leben erwacht! Zur Feier dieses Triumphs haben wir dir eine neue Steinpuppe angefertigt, die deine Fä­hig­kei­ten auf die Probe stellen und dich auf bevorstehende Aufgaben vorbereiten soll.",112365,80,0,3101,305,False
52,Training: Edens Erwachen - Überflutung (episch),"Ein Mordh-Händler hat uns kürzlich besucht und berichtete von deiner Mission, die Kraft der Elemente zurück in die Große Leere zu bringen. Eine noble Aufgabe, kein Zweifel! Und wie es scheint, haben deine Bemühungen bereits süße Früchte getragen, denn die Elemente des Wassers und der Erde sind wieder zum Leben erwacht! Zur Feier dieses Triumphs haben wir dir eine neue Steinpuppe angefertigt, die deine Fä­hig­kei­ten auf die Probe stellen und dich auf bevorstehende Aufgaben vorbereiten soll.",112366,80,0,3101,306,False
53,Training: Edens Erwachen - Beerdigung (episch),"Ein Mordh-Händler hat uns kürzlich besucht und berichtete von deiner Mission, die Kraft der Elemente zurück in die Große Leere zu bringen. Eine noble Aufgabe, kein Zweifel! Und wie es scheint, haben deine Bemühungen bereits süße Früchte getragen, denn die Elemente des Wassers und der Erde sind wieder zum Leben erwacht! Zur Feier dieses Triumphs haben wir dir eine neue Steinpuppe angefertigt, die deine Fä­hig­kei­ten auf die Probe stellen und dich auf bevorstehende Aufgaben vorbereiten soll.",112367,80,0,3101,307,False
54,Training: Letzte Läuterung - Hades,"Wir haben unsere Steinpuppen weiter verstärkt, damit die Krieger der Dunkelheit sich auch so richtig daran austoben können. In den Tiefen des Meeres vor Norvrandt soll ja eine unglaublich düstere Heraus­forde­rung lauern, so hört man es zumindest die Barden erzählen.",112377,80,0,3101,308,False
55,Training: Rubinfeuer - Trauma,"Erst neulich hatte ich einen ganz fürchterlichen Traum, in dem ich einer rubinroten Bestie gegenüberstand. Schaurig! Sicherlich waren die Pixies daran schuld, aber immerhin hat es mich zu einer ganz besonderen Steinpuppe für die Krieger der Dunkelheit inspiriert. Mal sehen, ob du sie in die Knie zwingen kannst!",112398,80,0,3101,309,False
56,Training: Edens Resonanz,"Die Mordh-Händler haben uns berichtet, dass du dich erneut auf eine Expedition in die Große Leere vorbereitest. Wir wollen dich auch weiterhin bei deinem Vorhaben unterstützen und haben die Steinpuppe entsprechend angepasst. Nutze sie weise!",112393,80,0,3101,310,False
57,Training: Edens Resonanz - Entladung (episch),"Ein Mordh-Händler hat uns kürzlich besucht und berichtete von deinen Fortschritten bei der Wiederherstellung der Großen Leere. Anscheinend ist es dir gelungen, alle sechs Elemente wieder ins Gleichgewicht zu bringen. Um dieses Kunststück zu feiern, haben wir die Steinpuppe weiter verbessert. Bitte tobe dich nach Herzenslust daran aus!",112394,80,0,3101,311,False
58,Training: Edens Resonanz - Raserei (episch),"Ein Mordh-Händler hat uns kürzlich besucht und berichtete von deinen Fortschritten bei der Wiederherstellung der Großen Leere. Anscheinend ist es dir gelungen, alle sechs Elemente wieder ins Gleichgewicht zu bringen. Um dieses Kunststück zu feiern, haben wir die Steinpuppe weiter verbessert. Bitte tobe dich nach Herzenslust daran aus!",112395,80,0,3101,312,False
59,Training: Edens Resonanz - Bildersturm (episch),"Ein Mordh-Händler hat uns kürzlich besucht und berichtete von deinen Fortschritten bei der Wiederherstellung der Großen Leere. Anscheinend ist es dir gelungen, alle sechs Elemente wieder ins Gleichgewicht zu bringen. Um dieses Kunststück zu feiern, haben wir die Steinpuppe weiter verbessert. Bitte tobe dich nach Herzenslust daran aus!",112396,80,0,3101,313,False
60,Training: Edens Resonanz - Erstarrung (episch),"Ein Mordh-Händler hat uns kürzlich besucht und berichtete von deinen Fortschritten bei der Wiederherstellung der Großen Leere. Anscheinend ist es dir gelungen, alle sechs Elemente wieder ins Gleichgewicht zu bringen. Um dieses Kunststück zu feiern, haben wir die Steinpuppe weiter verbessert. Bitte tobe dich nach Herzenslust daran aus!",112397,80,0,3101,314,False
61,Training: Der Krieger des Lichts (extrem),"Norvrandt ist noch immer nicht zur Ruhe gekommen, wenn man den Berichten der Mordh-Händler Glauben schenken darf. Die Umwälzungen sind angeblich in allen Ecken des Kontinents zu spüren und überall sprießen Krieger des Lichts und solche, die es gerne werden würden, hervor. Zugleich treiben den Erzählungen zufolge mysteriöse Unruhestifter ihr Unwesen. Um dich auf Schlimmeres vorzubereiten, haben wir alle Berichte analysiert und eine ganz besondere Heraus­forde­rung für dich bereitgestellt!",112405,80,0,3101,315,False
62,Training: Smaragdsturm - Trauma,"Wer sich traut, gegen eine vielarmige, mit Laserwaffen ausgerüstete und schwebende Zerstörungsmaschine zu kämpfen, muss entweder todesmutig oder verrückt sein. Damit du herausfinden kannst, zu welcher Sorte du gehörst, haben wir eine neue Trainingseinheit für dich geschaffen. Viel Glück!",112427,80,0,3101,316,False
63,Training: Edens Verheißung,"Mordh-Händler berichten, dass eure Forschungsarbeit in der Großen Leere beinahe beendet ist. Wir können nur wenig dazu beitragen, aber wir haben unsere Holzgegner so gut es geht an die Berichte angepasst. Probiere sie aus, wenn du deine Kampfkunst üben möchtest.",112422,80,0,3101,317,False
64,Training: Edens Verheißung - Umbra (episch),"Der Wind flüsterte uns, welch Erkenntnisse die Große Leere für dich bereithielt. Wer weiß, was für Überraschungen sich noch ergeben? Wir haben die Holzgegner verstärkt, um dich auch auf die ärgsten Entwicklungen vorzubereiten.",112423,80,0,3101,318,False
65,Training: Edens Verheißung - Litanei (episch),"Der Wind flüsterte uns, welch Erkenntnisse die Große Leere für dich bereithielt. Wer weiß, was für Überraschungen sich noch ergeben? Wir haben die Holzgegner verstärkt, um dich auch auf die ärgsten Entwicklungen vorzubereiten.",112424,80,0,3101,319,False
66,Training: Edens Verheißung - Anamorphose (episch),"Der Wind flüsterte uns, welch Erkenntnisse die Große Leere für dich bereithielt. Wer weiß, was für Überraschungen sich noch ergeben? Wir haben die Holzgegner verstärkt, um dich auch auf die ärgsten Entwicklungen vorzubereiten.",112425,80,0,3101,320,False
67,Training: Edens Verheißung - Ewigkeit (episch),"Der Wind flüsterte uns, welch Erkenntnisse die Große Leere für dich bereithielt. Wer weiß, was für Überraschungen sich noch ergeben? Wir haben die Holzgegner verstärkt, um dich auch auf die ärgsten Entwicklungen vorzubereiten.",112426,80,0,3101,321,False
68,Training: Diamantblitz - Trauma,"Was blitzt da so grell am Himmel? Was ist härter als jeder gehärtete Stahl und vermag auch die dickste Panzerung zu zerschneiden? Genau: die Diamant-Waffe! Wer den Mumm hat, gegen diese ultimative Anti-Primae-Waffe zu kämpfen, muss entweder todesmutig oder verrückt sein. Damit du herausfinden kannst, zu welcher Sorte du gehörst, haben wir eine neue Trainingseinheit für dich geschaffen. Viel Glück!",112434,80,0,3101,322,False
69,Training: Prophetie - Endsängerin,"Den Weltuntergang abgewendet, alles Leben auf dem Planeten gerettet und dabei noch bescheiden geblieben? Das nenne ich mal Heldenmaterial! Aber wer rastet, der rostet bekanntlich. Und wer weiß, wann du das nächste Mal die Welt retten must, ha! Deshalb haben wir eine ganze besondere Steinpuppe für dich entwickelt, damit Klinge und Verstand immer messerscharf bleiben. Aber Achtung, diese Heraus­forde­rung könnte dir dein letztes Lied singen!",112459,90,0,3900,400,False
70,Training: Eschatos - Hydaelyn,"Der Wille des Planeten selbst greift zur Waffe, als allerletzte Prüfung der Unerschütterlichkeit - was für eine Geschichte! Kaum vorstellbar, dass eine heldenhafte Gestalt wie *du* überhaupt noch von irgendeiner Übung profitierst! Es hat einiges an Kreativität gekostet, aber letztlich haben wir eine Steinpuppe entwickelt, die selbst der Zähigkeit einer uralten Göttin Konkurrenz macht! Lass dich nur nicht vom Licht blenden!",112458,90,0,3900,401,False
71,Training: Eschatos - Zodiark,"Ein Kampf gegen einen Gott der Dunkelheit um die Zukunft des Universums, dazu noch auf der Oberfläche des Mondes? Nur der Fahrende Sänger kann es schaffen, dieses Albtraumszenario so auszuschmücken, dass es an Gefährlichkeit die wahre Begebenheit übertrifft.",112457,90,0,3900,402,False
72,Training: Asphodelos,"Stell dir vor, wir haben einen Auftrag von einem gewissen Professor Claudien aus Sharlayan erhalten. Eine Puppe sollen wir für die große Heldin herstellen, an der sie sich auf alle Eventualitäten vorbereiten kann, die sie im Pandæmonium erwarten! Was genau das Pandæmonium sein soll, das weißt du sicherlich besser als ich und wo wir helfen können, tun wir das selbst­verständ­lich gern. Also, tobe dich nach Herzenslust aus!",112460,90,0,3900,403,False
73,Training: Asphodelos - Erster Kreis (episch),"Aus Sharlayan haben wir von deiner Unter­such­ung dieses Pandæmoniums gehört ... Eine schaurige Geschichte, auch wenn sich Professor Claudien verdächtig bedeckt hielt, womit genau du es dort zu tun hattest. Er erwähnte lediglich einen gewissen *Hemitheos*. Ich frage lieber gar nicht, was es mit dieser Sache auf sich hat, aber es klingt wie eine mehr als würdige Heraus­forde­rung. Deswegen haben wir einige Verbesserungen an unserer wunderbaren Puppe vorgenommen, damit du dir an ihr ordentlich die Zähne ausbeißen kannst!",112461,90,0,3900,404,False
74,Training: Asphodelos - Zweiter Kreis (episch),"Aus Sharlayan haben wir von deiner Unter­such­ung dieses Pandæmoniums gehört ... Eine schaurige Geschichte, auch wenn sich Professor Claudien verdächtig bedeckt hielt, womit genau du es dort zu tun hattest. Er erwähnte lediglich einen gewissen *Hemitheos*. Ich frage lieber gar nicht, was es mit dieser Sache auf sich hat, aber es klingt wie eine mehr als würdige Heraus­forde­rung. Deswegen haben wir einige Verbesserungen an unserer wunderbaren Puppe vorgenommen, damit du dir an ihr ordentlich die Zähne ausbeißen kannst!",112462,90,0,3900,405,False
75,Training: Asphodelos - Dritter Kreis (episch),"Aus Sharlayan haben wir von deiner Unter­such­ung dieses Pandæmoniums gehört ... Eine schaurige Geschichte, auch wenn sich Professor Claudien verdächtig bedeckt hielt, womit genau du es dort zu tun hattest. Er erwähnte lediglich einen gewissen *Hemitheos*. Ich frage lieber gar nicht, was es mit dieser Sache auf sich hat, aber es klingt wie eine mehr als würdige Heraus­forde­rung. Deswegen haben wir einige Verbesserungen an unserer wunderbaren Puppe vorgenommen, damit du dir an ihr ordentlich die Zähne ausbeißen kannst!",112463,90,0,3900,406,False
76,Training: Asphodelos - Vierter Kreis (episch),"Aus Sharlayan haben wir von deiner Unter­such­ung dieses Pandæmoniums gehört ... Eine schaurige Geschichte, auch wenn sich Professor Claudien verdächtig bedeckt hielt, womit genau du es dort zu tun hattest. Er erwähnte lediglich einen gewissen *Hemitheos*. Ich frage lieber gar nicht, was es mit dieser Sache auf sich hat, aber es klingt wie eine mehr als würdige Heraus­forde­rung. Deswegen haben wir einige Verbesserungen an unserer wunderbaren Puppe vorgenommen, damit du dir an ihr ordentlich die Zähne ausbeißen kannst!",112464,90,0,3900,407,False
77,Training: Stufe 60,"Der Fahrende Sänger hat uns gebeten, dir eine ganz spezielle Steinpuppe zu hauen. Eine, die deine abertausend geschlagenen Schlachten außer Acht lässt und dich zu bescheideneren Zeiten zurückkehren lässt, jawohl! Damit deine Sinne auch ja nicht rosten. Los, verpasse ihr eine ordentliche Tracht Prügel!",112477,60,160,2089,99,True
78,Training: Stufe 70,"Ah, die Befreierin Ala Mhigos! So hat dich auch der Fahrende Sänger genannt, als er mit einem ungewöhnlichen Auftrag zu uns kam. Er will eine Steinpuppe, die weder auf Glanz noch auf Glorie achtet und dich in deinen Grundlagen trainiert.",112478,70,300,2628,199,True
