#,Text[0],Text[1],Text[2],Image,Type,IconType,TextType
37,"Du kannst Ausrüstung betrachten, anlegen und entfernen, indem du im **Hauptmenü** **Charakter** auswählst.",,,150181,1,0,0
38,,,,0,0,0,0
39,,,,0,0,0,0
40,"Die **Mogry-Post** kannst du nutzen, indem du mit einem der zahlreichen **Mogry-Postboten** sprichst oder in einen **Mogry-Briefkasten** schaust. Beide findest du überall in Eorzea verstreut. Über die Mogry-Post kannst du Nachrichten, Gegenstände und Gil an Personen auf deiner **Freundesliste** senden.",,,150221,1,0,0
41,"Wenn du auf die Schaltfläche **Neu** oben rechts im Mogry-Post-Fenster klickst, öffnet sich der Dialog **Brief verfassen**. Hier gibst du deine Nachricht ein und den Empfänger an. Zudem kannst du **Gil** oder **Gegenstände** anhängen.",,,150222,1,0,0
42,"Wenn du die Schaltfläche **Neu** oben rechts im Mogry-Post-Fenster auswählst, öffnet sich der Dialog **Brief verfassen**. Hier gibst du deine Nachricht ein und den Empfänger an. Zudem kannst du **Gil** oder **Gegenstände** anhängen.",,,150222,1,0,0
43,,,,0,0,0,0
44,,,,0,0,0,0
45,Durch das Harmonisieren mit dem Stadt-Ätheryten hast du Zugang zum **Ätheryten­netz** dieses Stadt­staates erhalten. Über das Ätheryten­netz kannst du dich schnell innerhalb einer Stadt bewegen.,,,150191,1,0,0
46,,,,0,0,0,0
47,,,,0,0,0,0
48,,,,0,0,0,0
49,,,,0,0,0,0
50,"Durch das Erlernen von **Teleport** bist du nun in der Lage, unmittelbar zu Ätheryten zu reisen. Das Teleport-Menü erreichst du über **Teleport** in der Sektion **Karte & Transport** im **Hauptmenü**.",,,150151,1,0,0
51,"Teleport benötigt keine MP zur Ausführung, sondern kostet einen je nach Entfernung des Zielätheryten unter­schied­lich hohen **Gil-Betrag**.",,,150152,1,0,0
52,"Wenn du einen Ätheryten als **Favoriten** speicherst, reduzieren sich die Gil-Kosten, um dorthin zu reisen, um die Hälfte. Du kannst immer nur drei Favoriten speichern.",,,150153,1,0,0
53,,,,0,0,0,0
54,,,,0,0,0,0
55,,,,0,0,0,0
56,,,,0,0,0,0
57,,,,0,0,0,0
58,,,,0,0,0,0
59,,,,0,0,0,0
60,"In der **Aufgabenliste** rechts am Bildschirm kannst du auf einen Blick erkennen, welche Aufträge du angenommen hast und was du dafür als Nächstes machen musst. Es können maximal 5 Aufträge gleichzeitig angezeigt werden.",,,150031,1,1,0
61,"Wenn du auf den Titel klickst, öffnet sich der Auftrag in deinem **Archiv** und du kannst auf einen Blick sehen, welche Ziele und Belohnungen damit verbunden sind.",,,150032,1,1,0
62,"Wenn du den Titel auswählst, öffnet sich der Auftrag in deinem **Archiv** und du kannst auf einen Blick sehen, welche Ziele und Belohnungen damit verbunden sind.",,,150032,1,1,0
63,,,,0,0,0,0
64,,,,0,0,0,0
65,"Schlüsselgegenstände kannst du benutzen, indem du zunächst einen Rechtsklick auf das Ziel und dann einen Rechtsklick auf das passende Icon im Fenster **Schlüsselgegenstände** machst. Wähle dann im Untermenü **Benutzen** aus.",,,150051,1,1,0
66,"Schlüsselgegenstände kannst du benutzen, indem du das Ziel eines Auftrags anvisierst und dann das passende Icon im Fenster **Schlüsselgegenstände** auswählst. Wähle dann im Untermenü **Benutzen** aus.",,,150051,1,1,0
67,,,,0,0,0,0
68,,,,0,0,0,0
69,,,,0,0,0,0
70,Für manche Aufträge musst du mit Objekten interagieren. Das kannst du mit einem Rechtsklick auf ein solches Objekt tun.,,,150061,1,1,0
71,Für manche Aufträge musst du mit Objekten interagieren. Dazu näherst du dich einfach einem solchen Objekt und wählst dieses aus.,,,150061,1,1,0
72,,,,0,0,0,0
73,,,,0,0,0,0
74,,,,0,0,0,0
75,,,,0,0,0,0
76,,,,0,0,0,0
77,,,,0,0,0,0
78,,,,0,0,0,0
79,,,,0,0,0,0
80,"Wenn Worte nicht ausreichen, kannst du deine Gefühle gegenüber einer Person oder in einer bestimmten Situation mit **Emotes** ausdrücken. Wähle zunächst (sofern nötig) ein Ziel aus und dann **Emotes** in der Sektion **Soziales** im **Hauptmenü**.",,,150381,1,1,0
81,"Wähle dann das gewünschte Emote aus der Liste aus.

In diesem Fall musst du zunächst Rhoswen als Ziel markieren und dann **Knien** auswählen, um das Auftragsziel abzuschließen.","Wähle dann das gewünschte Emote aus der Liste aus.

In diesem Fall musst du zunächst Aunillie als Ziel markieren und dann **Verbeugen** auswählen, um das Auftragsziel abzuschließen.","Wähle dann das gewünschte Emote aus der Liste aus.

In diesem Fall musst du zunächst Juliana als Ziel markieren und dann **Willkommen** auswählen, um das Auftragsziel abzuschließen.",150382,1,1,1
82,"Du kannst Emotes auch zu deinen **Kommandomenüs** hinzufügen, indem du sie einfach aus dem Emotes-Menü dort hinein ziehst.

Zusätzlich zu Emotes kannst du auch **Gegenstände** und **Benutzermakros** in den Kommandomenüs unterbringen.",,,150383,1,1,0
83,"Wähle dann das gewünschte Emote aus der Liste aus.

In diesem Fall musst du zunächst Rhoswen als Ziel markieren und dann **Knien** auswählen, um das Auftragsziel abzuschließen.","Wähle dann das gewünschte Emote aus der Liste aus.

In diesem Fall musst du zunächst Aunillie als Ziel markieren und dann **Verbeugen** auswählen, um das Auftragsziel abzuschließen.","Wähle dann das gewünschte Emote aus der Liste aus.

In diesem Fall musst du zunächst Juliana als Ziel markieren und dann **Willkommen** auswählen, um das Auftragsziel abzuschließen.",150382,1,1,1
84,,,,0,0,0,0
85,,,,0,0,0,0
86,,,,0,0,0,0
87,,,,0,0,0,0
88,,,,0,0,0,0
89,,,,0,0,0,0
90,"Wenn deine **LP** (Lebenspunkte) auf Null fallen, wirst du **kampfunfähig**. In diesem Zustand bleiben dir nur zwei Optionen: **Rückführung** benutzen, um zu deinem **Heimatpunkt** (bzw. zum Startpunkt, wenn in einer Instanz) zurückzukehren, oder auf einen anderen Spieler warten, der dich z. B. mittels des Druidenzaubers **Wiederbeleben** zurück ins Spiel bringt.",,,150161,1,0,0
91,"Wenn du kampfunfähig wirst, bist du vor­über­gehend **geschwächt** und deine angelegte Ausrüstung wird beschädigt. Wenn der **Zustand** eines Ausrüstungsgegenstands
auf 0 % fällt, ist er dir nicht mehr von Nutzen, also **repariere** deine Ausrüstung regelmäßig.
(**In bestimmten Inhalten, sowie bei Charakteren, welche die Fertigkeitsstufe 10 noch nicht erreicht haben, wird der Zustand der Ausrüstung nicht gesenkt.**)",,,150162,1,0,0
92,,,,0,0,0,0
93,,,,0,0,0,0
94,,,,0,0,0,0
95,,,,0,0,0,0
96,,,,0,0,0,0
97,,,,0,0,0,0
98,,,,0,0,0,0
99,,,,0,0,0,0
100,,,,0,0,0,0
101,,,,0,0,0,0
102,,,,0,0,0,0
103,,,,0,0,0,0
104,,,,0,0,0,0
105,"Dungeons unterliegen zahlreichen Regeln, inklusive Zeitlimits und Restriktionen bezüglich Klassen oder Jobs. Man kann den Dungeon jederzeit durch einen **Ausgang** verlassen oder indem man in der **Inhaltssuche** den Befehl **Abbrechen** auswählt. Da die übrigen Mitglieder zurückbleiben, verlässt man dadurch die Gruppe. Ein zusätzlicher Ausgang öffnet sich, wenn man das Bossmonster des Dungeons besiegt.",,,150572,1,0,0
106,"Sobald man auf das Bossmonster trifft, kann niemand mehr die unmittelbare Umgebung betreten oder verlassen. Stelle daher sicher, dass alle Grup­pen­mit­glieder in der Nähe und bereit für die finale Schlacht sind.",,,150573,1,0,0
107,"Wenn du in einem Dungeon kampfunfähig wirst, kannst du dich von einem Grup­pen­mit­glied **wiederbeleben** lassen oder zum Eingang des Dungeons zurückkehren.",,,150574,1,0,0
108,,,,0,0,0,0
109,,,,0,0,0,0
110,"Deine Hauptwaffe bestimmt deine Charakterklasse. Einen Klassenwechsel kannst du vornehmen, indem du einfach eine andere Art von Waffe oder Werkzeug in deiner **Haupthand** ausrüstest.",,,150111,1,0,0
111,"Vergiss nicht, ein **Ausrüstungsset** anzulegen, wenn du eine neue Charakterklasse erlernst! Das Auswählen eines Ausrüstungssets legt automatisch die Ausrüstung der entsprechenden Klasse an und erlaubt so ein blitzschnelles Wechseln der Charakterklasse.",,,150112,1,0,0
112,,,,0,0,0,0
113,,,,0,0,0,0
114,,,,0,0,0,0
115,Du hast die Möglichkeit zum Klassenwechsel freigespielt! Du kannst ab jetzt anderen Gilden beitreten und so zusätzliche Charakterklassen erlernen.,,,150101,1,0,0
116,"Neben Kampfklassen gibt es in Eorzea auch Handwerker, welche Gegenstände und Ausrüstung herstellen, und Sammler, welche natürliche Ressourcen abbauen und einsammeln. Nimm dir also zunächst gründlich Zeit, in Ruhe deine aktuelle Charakterklasse zu verstehen, damit du später dein Wissen mit anderen Klassen erweitern kannst.",,,150102,1,0,0
117,,,,0,0,0,0
118,,,,0,0,0,0
119,,,,0,0,0,0
120,"Du bist im Begriff, eine besondere Gefechtszone zu betreten. Diese Gebiete sind für entscheidende Schlachten vorgesehen, in denen besondere Umwelteinflüsse oder mächtige Bossmonster vorkommen. Zonenziele können in der **Aufgabenliste** eingesehen werden.",,,150791,1,1,0
121,"Für die Dauer des Kampfes ist es nicht möglich, die **rote Linie** zu überschreiten, die im Feld angezeigt wird.

Du verlässt die Zone automatisch, sobald alle Auftragsziele erreicht wurden.",,,150792,1,1,0
122,,,,0,0,0,0
123,,,,0,0,0,0
124,,,,0,0,0,0
125,"Bedeutsame Aufträge, die die Geschichte von Eorzea und seinen Bewohnern erzählen, werden als **Aufträge des Hauptszenarios** bezeichnet. Diese Aufgaben sind an dem besonderen **Meteor-Symbol** zu erkennen.",,,150801,1,0,0
126,"Es gibt Aufträge, die erst durch den Fortschritt in einem anderen Auftrag freigeschaltet werden und die besondere Inhalte oder Spielelemente einführen. Lass dir diese Aufgaben nicht entgehen!",,,150802,1,0,0
127,,,,0,0,0,0
128,,,,0,0,0,0
129,,,,0,0,0,0
130,"Einige **Kommandos** lassen sich nur durch das Abschließen bestimmter **Gildenaufträge** erlangen. So ist zum Beispiel die Waf­fen­fer­tig­keit **Reißende Klauen** des Pikeniers erst verfügbar, wenn man den Gildenauftrag der Pikeniergilde erfüllt, der ab Stufe 15 zugänglich ist.",,,150891,1,0,0
131,,,,0,0,0,0
132,,,,0,0,0,0
133,,,,0,0,0,0
134,,,,0,0,0,0
135,"Bei den Händlern in Eorzea kannst du eine Unmenge von Gegenständen kaufen und verkaufen. Du kannst einen Gegenstand kaufen, indem du ihn im Inventar des Händlers anklickst. Zum **Verkaufen** ziehst du einfach einen Gegenstand aus deinem Inventar in das Inventar des Händlers.",,,150201,1,0,0
136,"Solltest du es dir nach dem Verkauf eines Gegenstands noch mal anders überlegen, kannst du diesen jederzeit beim Händler **zurückkaufen**. Allerdings nur, solange du das Gebiet noch nicht verlassen und dich nicht aus dem Spiel ausgeloggt hast.",,,150202,1,0,0
137,"Bei den Händlern in Eorzea kannst du eine Unmenge von Gegenständen kaufen und verkaufen. Du kannst einen Gegenstand kaufen, indem du ihn im Inventar des Händlers auswählst. Zum Verkaufen wählst du einfach einen Gegenstand aus deinem Inventar und dann **Verkaufen** im Untermenü aus.",,,150201,1,0,0
138,,,,0,0,0,0
139,,,,0,0,0,0
140,,,,0,0,0,0
141,,,,0,0,0,0
142,,,,0,0,0,0
143,,,,0,0,0,0
144,,,,0,0,0,0
145,,,,0,0,0,0
146,,,,0,0,0,0
147,,,,0,0,0,0
148,,,,0,0,0,0
149,,,,0,0,0,0
150,Mit einem Rechtsklick auf ein Angriffsziel beginnst du die Auto-Attacke. Das Aussehen des **Ziel-Cursors** verändert sich entsprechend.,,,150931,1,0,0
151,"Aus dem **Kommandomenü** unten am Bildschirm kannst du mit einem Linksklick Kommandos ausführen, die dir im Kampf von Vorteil sind. Alternativ sind diese über die Tasten auswählbar, die in der oberen linken Ecke jedes Icons angezeigt werden.",,,150082,1,0,0
152,"Um Kommandos einzusetzen, brauchst du einen gewissen Betrag an **MP** (Magie-Punkten). Außerdem dauert es eine bestimmte Re­ak­ti­vie­rungs­zeit, bevor du ein Kommando erneut ausführen kannst. Die Wirkung erfährst du, wenn du mit dem Cursor über das Kommando fährst.",,,150083,1,0,0
153,"Zauber wirkende Magier und Krieger, die sich auf den Fernkampf spezialisieren (wie Waldläufer), eignen sich am besten, um Ziele aus der Entfernung anzugreifen. Die Reichweite und den Radius eines Kommandos siehst du im zugehörigen Hilfefenster.",,,150084,1,0,0
154,,,,0,0,0,0
155,,,,0,0,0,0
156,,,,0,0,0,0
157,,,,0,0,0,0
158,,,,0,0,0,0
159,,,,0,0,0,0
160,"Das Ausrüstungssystem in FINAL FANTASY XIV erlaubt es dir, deine Klasse oder deinen Job zu wechseln, indem du die Waffe oder das Werkzeug in deiner Haupthand änderst. Daher empfiehlt es sich, immer mehrere Ausrüstungssets parat zu haben. Da all diese Aus­rüstungs­gegen­stände enorm viel Platz im Inventar einnehmen würden, verfügt jeder Abenteurer über ein **Arsenal**.",,,151141,1,0,0
161,"Alle Aus­rüstungs­gegen­stände, die du kaufst oder findest, werden automatisch im Arsenal abgelegt, wodurch du im Inventar mehr Platz hast, um Tränke, Synthese-Material und Nahrungsmittel zu verstauen.

Aus­rüstungs­gegen­stände in deinem Arsenal sind kategorisiert und nach Arten sortiert. Du kannst sie direkt aus dem Arsenalfenster heraus anlegen oder wegwerfen.",,,151142,1,0,0
162,Das Arsenal findest du in der Sektion **Charakter** des **Hauptmenüs** unter **Arsenal**. Alternativ kannst du es über die Tastenkombination **Strg+I** aufrufen.,,,151143,1,0,0
163,Das Arsenal findest du in der Sektion **Charakter** des **Hauptmenüs** unter **Arsenal**.,,,151143,1,0,0
164,,,,0,0,0,0
165,,,,0,0,0,0
166,,,,0,0,0,0
167,,,,0,0,0,0
168,,,,0,0,0,0
169,,,,0,0,0,0
170,"Sobald du einen **Ruhebereich** betrittst, erscheint ein **Sichelmond**-Icon unter deinem **Routinebalken**. Während du dich in diesem Bereich aufhältst, sammelst du einen **Erholungsbonus** an. Der Bonus lädt sich weiter auf, auch wenn du offline bist.",,,150361,1,0,0
171,"Jegliche Routine, die du im Kampf, beim Handwerken und beim Sammeln verdienst, während der Erholungsbonus aktiv ist, wird um 50 % erhöht.",,,150362,1,0,0
172,"Dein aktueller Erholungsbonus wird im Routinebalken angezeigt. Der dunkelorange Balken zeigt, wie viel mehr Routine du verdienen kannst, bevor der Bonus aufgebraucht ist. Wenn der Balken blau ist, ist der Bonus auch noch auf der nächsten Stufe aktiv.",,,150363,1,0,0
173,"Zahlreiche Bereiche der Städte und viele Außenposten und Siedlungen gelten als **Ruhebereiche**. Um dein Routinepotenzial voll auszuschöpfen, solltest du es dir zur Gewohnheit machen, dich immer in einem dieser Bereiche auszuloggen.",,,150364,1,0,0
174,,,,0,0,0,0
175,,,,0,0,0,0
176,,,,0,0,0,0
177,,,,0,0,0,0
178,,,,0,0,0,0
179,,,,0,0,0,0
180,"Du hast eine **Gruppe** mit einem anderen Spieler gebildet! In Gruppen kannst du Heraus­forde­rungen meistern, die alleine unmöglich wären, zum Beispiel das Besiegen mächtiger Gegner oder die Erkundung gefährlicher Dungeons.",,,150901,1,0,0
181,Über den Chatmodus **Gruppe** kannst du dich gezielt mit den Mitgliedern deiner Gruppe austauschen. Du kannst den Chatmodus jederzeit über die **Tabs** unter dem Chat ändern.,,,150903,1,0,0
182,"Während du dich in einer Gruppe befindest, wird auf der linken Seite des Bildschirms eine Liste deiner Grup­pen­mit­glieder angezeigt. Anhand dieser siehst du auf einen Blick den Zustand eines jeden Mitglieds. Durch Klicken auf einen Namen in der Liste kannst du ein Grup­pen­mit­glied direkt anvisieren. Das ist besonders nützlich, wenn sich viele Objekte auf dem Bildschirm befinden und es schwierig oder zeitaufwendig wäre, ein Mitglied normal anzuvisieren.",,,150902,1,0,0
183,"Deine Gruppe erhält gelegentlich einen Bonus auf verschiedene Attribute, basierend auf Klassen- und Job-Kombinationen. Falls deine Gruppe einen dieser Boni erhält, wird dies im Hauptmenü unter „Gruppe“ - „Kontakte“ im Reiter **Gruppe** angezeigt.",,,150904,1,0,0
184,"Denk daran, dass sich hinter all den Grup­pen­mit­gliedern im Spiel echte Menschen befinden, die du vermutlich häufiger online antreffen wirst. Auch in Eorzea gibt es Karma. Sei nett zu deinen Mitspielern, um dein Leben in Eorzea angenehmer zu gestalten. Wenn du dich daneben benimmst, werden dich andere Spieler in Zukunft meiden.",,,150905,1,0,0
185,"Während du dich in einer Gruppe befindest, wird auf der linken Seite des Bildschirms eine Liste deiner Grup­pen­mit­glieder angezeigt. Anhand dieser siehst du auf einen Blick den Zustand eines jeden Mitglieds. Mit Oben und Unten auf dem Steuerkreuz kannst du ein Grup­pen­mit­glied direkt anvisieren. Das ist besonders nützlich, wenn sich viele Objekte auf dem Bildschirm befinden und es schwierig oder zeitaufwendig wäre, ein Mitglied normal anzuvisieren.",,,150902,1,0,0
186,,,,0,0,0,0
187,,,,0,0,0,0
188,,,,0,0,0,0
189,,,,0,0,0,0
190,"Wähle ein Ziel mit den Richtungstasten aus und drücke Bestätigen zum Anvisieren. Drücke ein zweites Mal Bestätigen, um in den Kampf zu wechseln und die Auto-Attacke vorzubereiten. Nähere dich dem Ziel, um den Kampf zu starten. Zwei rotierende **Pfeile** erscheinen über dem Ziel, das du gerade angreifst.",,,150931,1,0,0
191,Zahlreiche Kommandos wie Zaubersprüche und Waf­fen­fer­tig­kei­ten können über das **Kreuz-Kommandomenü** unten im Bildschirm ausgeführt werden.,,,150932,1,0,0
192,"Die Aktionen aus dem Kreuz-Kommandomenü können über die entsprechende Tasten-Kombination ausgeführt werden, die aus dem gleichzeitigen Drücken einer der -Tasten und dem Steuerkreuz oder -Tasten besteht.

Beim Erlernen eines neuen Kommandos wird dieses automatisch dem Kreuz-Kommandomenü hinzugefügt.",,,150933,1,0,0
193,"Die meisten Kommandos benötigen zur Ausführung Magiepunkte (**MP**) und haben unter­schied­lich lange Re­ak­ti­vie­rungs­zeiten.

MP regenerieren sich mit der Zeit. Es gibt auch Gegenstände, die MP sofort wieder­herstellen.",,,150934,1,0,0
194,,,,0,0,0,0
195,,,,0,0,0,0
196,,,,0,0,0,0
197,,,,0,0,0,0
198,,,,0,0,0,0
199,,,,0,0,0,0
200,"Für manche Aufträge muss man Gegenstände abliefern. Wenn ein NPC einen Gegenstand anfordert, erscheint das Fenster **Gegenstand abliefern**. Ziehe die Gegenstände aus deinem Inventar in dieses Fenster und klicke auf **Übergeben**, um die Transaktion abzuschließen. Gegenstände können auch durch einen Rechtsklick transferiert werden.",,,150921,1,0,0
201,"Für manche Aufträge muss man Gegenstände abliefern. Wenn ein NPC einen Gegenstand anfordert, erscheint das Fenster **Gegenstand abliefern**. Wähle die Gegenstände aus deinem Inventar aus und drücke auf **Übergeben**, um die Transaktion abzuschließen.",,,150922,1,0,0
202,,,,0,0,0,0
203,,,,0,0,0,0
204,,,,0,0,0,0
205,,,,0,0,0,0
206,,,,0,0,0,0
207,,,,0,0,0,0
208,,,,0,0,0,0
209,,,,0,0,0,0
210,"Mit der **Spielersuche** kannst du Spieler ausfindig machen, die derzeit ins Spiel eingeloggt sind. Die maximale Anzahl an Resultaten ist auf 200 beschränkt und Spieler in deiner Nähe tauchen ganz oben in der Liste auf.",,,150631,1,0,0
211,"Durch die Auswahl von **Suchkriterien** öffnet sich ein neues Fenster, in dem du die Kriterien für deine Suche anpassen kannst. Zu den Optionen gehören zum Beispiel Online-Status, Klassen, Stufen, Orte oder Sprachkenntnisse. Betätige die Schaltfläche **Suche starten**, um mit deiner Suche zu beginnen.",,,150632,1,0,0
212,"Spieler, die deinen Suchkriterien entsprechen, tauchen dann in einer Suchliste auf. Mit einem Rechtsklick auf einen Spielernamen kannst du dir ein kurzes Profil des jeweiligen Spielers anzeigen lassen.

Dein eigenes Profil kannst du über den Reiter **Gruppe** ändern. Mache dort einen Rechtsklick auf deinen Namen und wähle **Profil bearbeiten**.",,,150633,1,0,0
213,"Um in der Suche für mehrere Klassen aufzutauchen, ändere deinen Online-Status zunächst zu **Sucht Gruppe** und wähle dann die entsprechenden Klassen-Icons aus. Wenn keine Klasse ausgewählt ist, tauchst du nur in der Suche für deine derzeitige Klasse auf.",,,150634,1,0,0
214,"Wenn mehrere Klassen ausgewählt sind, hat die zuletzt gewählte einen dickeren Rahmen als die anderen. Dadurch wissen andere Spieler, dass du mehrere Rollen in einer Gruppe über­nehmen könntest, aber diese eine bevorzugen würdest.",,,150635,1,0,0
215,"Spieler, die deinen Suchkriterien entsprechen, tauchen dann in einer Suchliste auf. Mit der Auswahl eines Spielernamens kannst du dir ein kurzes Profil des jeweiligen Spielers anzeigen lassen.

Dein eigenes Profil kannst du über den Reiter **Gruppe** ändern. Wähle dort deinen eigenen Namen und dann **Profil bearbeiten** im Untermenü aus.",,,150633,1,0,0
216,"Wenn mehrere Klassen ausgewählt sind, hat die zuletzt gewählte einen dickeren Rahmen als die anderen. Dadurch wissen andere Spieler, dass du mehrere Rollen in einer Gruppe über­nehmen könntest, aber diese eine bevorzugen würdest.",,,150635,1,0,0
217,,,,0,0,0,0
218,,,,0,0,0,0
219,,,,0,0,0,0
220,,,,0,0,0,0
221,,,,0,0,0,0
222,,,,0,0,0,0
223,,,,0,0,0,0
224,,,,0,0,0,0
225,,,,0,0,0,0
226,,,,0,0,0,0
227,,,,0,0,0,0
228,,,,0,0,0,0
