#,Score1,Score2,Score3,Score4,Score5,Content0,Content1,Score0,ContentType,RewardCount0,RewardCount1,RewardCount2,RewardCount3,RewardCount4
95,1,-1,-1,-1,-1,39,0,0,3,20,0,0,0,0
96,1,-1,-1,-1,-1,40,0,0,3,20,0,0,0,0
97,1,-1,-1,-1,-1,41,0,0,3,20,0,0,0,0
98,1,-1,-1,-1,-1,42,0,0,3,20,0,0,0,0
99,1,-1,-1,-1,-1,43,0,0,2,20,0,0,0,0
100,1,-1,-1,-1,-1,44,0,0,2,20,0,0,0,0
101,1,-1,-1,-1,-1,45,0,0,2,20,0,0,0,0
102,1,-1,-1,-1,-1,46,0,0,2,20,0,0,0,0
103,1,-1,-1,-1,-1,47,0,0,2,20,0,0,0,0
104,1,-1,-1,-1,-1,48,0,0,2,20,0,0,0,0
105,1,-1,-1,-1,-1,49,0,0,1,20,0,0,0,0
106,1,-1,-1,-1,-1,50,0,0,1,20,0,0,0,0
107,1,-1,-1,-1,-1,51,0,0,2,20,0,0,0,0
108,1,-1,-1,-1,-1,56,0,0,4,20,0,0,0,0
109,3000,100,-1,-1,-1,57,0,0,11,3,1,0,0,0
110,4000,1500,0,-1,-1,61,0,0,11,4,3,1,0,0
111,4000,2000,0,-1,-1,60,0,0,11,4,3,1,0,0
112,7500,1600,0,-1,-1,59,0,0,11,8,3,1,0,0
113,10000,8000,5000,1000,0,62,0,0,11,10,8,5,3,1
114,8000,5000,2000,-1,-1,0,0,0,6,10,8,5,0,0
115,1,-1,-1,-1,-1,0,0,8000,6,50,0,0,0,0
116,1,-1,-1,-1,-1,64,0,0,5,50,0,0,0,0
117,5,-1,-1,-1,-1,65,68,0,12,10,0,0,0,0
118,5,-1,-1,-1,-1,66,67,0,12,10,0,0,0,0
119,5,-1,-1,-1,-1,69,70,0,12,10,0,0,0,0
120,5,-1,-1,-1,-1,71,72,0,12,10,0,0,0,0
121,5,-1,-1,-1,-1,73,74,0,12,10,0,0,0,0
122,5,-1,-1,-1,-1,75,76,0,12,10,0,0,0,0
123,1,-1,-1,-1,-1,77,0,0,9,10,0,0,0,0
124,1,-1,-1,-1,-1,78,0,0,9,10,0,0,0,0
125,1,-1,-1,-1,-1,79,0,0,9,10,0,0,0,0
126,1,-1,-1,-1,-1,80,0,0,8,10,0,0,0,0
127,1,-1,-1,-1,-1,81,0,0,8,10,0,0,0,0
128,1,-1,-1,-1,-1,82,0,0,10,10,0,0,0,0
129,1,-1,-1,-1,-1,83,0,0,10,10,0,0,0,0
130,1,-1,-1,-1,-1,84,0,0,10,10,0,0,0,0
131,1,-1,-1,-1,-1,85,0,0,10,10,0,0,0,0
132,1,-1,-1,-1,-1,86,0,0,7,10,0,0,0,0
133,1,-1,-1,-1,-1,87,0,0,7,10,0,0,0,0
134,1,-1,-1,-1,-1,88,0,0,7,10,0,0,0,0
135,1,-1,-1,-1,-1,89,0,0,7,10,0,0,0,0
136,-1,-1,-1,-1,-1,90,0,0,1,4,0,0,0,0
137,-1,-1,-1,-1,-1,91,0,0,1,4,0,0,0,0
138,-1,-1,-1,-1,-1,92,0,0,3,1,0,0,0,0
139,-1,-1,-1,-1,-1,93,0,0,3,1,0,0,0,0
140,-1,-1,-1,-1,-1,94,0,0,3,1,0,0,0,0
141,-1,-1,-1,-1,-1,95,0,0,3,1,0,0,0,0
142,-1,-1,-1,-1,-1,96,0,0,3,2,0,0,0,0
143,-1,-1,-1,-1,-1,97,0,0,3,2,0,0,0,0
144,-1,-1,-1,-1,-1,98,0,0,3,2,0,0,0,0
145,-1,-1,-1,-1,-1,99,0,0,3,2,0,0,0,0
146,-1,-1,-1,-1,-1,100,0,0,3,2,0,0,0,0
147,-1,-1,-1,-1,-1,101,0,0,3,2,0,0,0,0
148,-1,-1,-1,-1,-1,102,0,0,3,2,0,0,0,0
149,-1,-1,-1,-1,-1,103,0,0,3,2,0,0,0,0
150,-1,-1,-1,-1,-1,104,0,0,2,2,0,0,0,0
151,-1,-1,-1,-1,-1,105,0,0,2,2,0,0,0,0
152,-1,-1,-1,-1,-1,106,0,0,2,2,0,0,0,0
153,-1,-1,-1,-1,-1,107,0,0,2,2,0,0,0,0
154,1,-1,-1,-1,-1,90,0,0,1,20,0,0,0,0
155,1,-1,-1,-1,-1,91,0,0,1,20,0,0,0,0
156,1,-1,-1,-1,-1,92,0,0,3,20,0,0,0,0
157,1,-1,-1,-1,-1,93,0,0,3,20,0,0,0,0
158,1,-1,-1,-1,-1,94,0,0,3,20,0,0,0,0
159,1,-1,-1,-1,-1,95,0,0,3,20,0,0,0,0
160,1,-1,-1,-1,-1,96,0,0,3,20,0,0,0,0
161,1,-1,-1,-1,-1,97,0,0,3,20,0,0,0,0
162,1,-1,-1,-1,-1,98,0,0,3,20,0,0,0,0
163,1,-1,-1,-1,-1,99,0,0,3,20,0,0,0,0
164,1,-1,-1,-1,-1,100,0,0,3,20,0,0,0,0
165,1,-1,-1,-1,-1,101,0,0,3,20,0,0,0,0
166,1,-1,-1,-1,-1,102,0,0,3,20,0,0,0,0
167,1,-1,-1,-1,-1,103,0,0,3,20,0,0,0,0
168,1,-1,-1,-1,-1,105,0,0,2,20,0,0,0,0
169,1,-1,-1,-1,-1,106,0,0,2,20,0,0,0,0
170,1,-1,-1,-1,-1,107,0,0,2,20,0,0,0,0
171,1,-1,-1,-1,-1,108,0,0,7,10,0,0,0,0
172,1,-1,-1,-1,-1,109,0,0,7,10,0,0,0,0
173,1,-1,-1,-1,-1,110,0,0,10,10,0,0,0,0
174,1,-1,-1,-1,-1,0,0,0,8,10,0,0,0,0
175,5,-1,-1,-1,-1,0,0,0,14,50,0,0,0,0
176,1,-1,-1,-1,-1,104,0,0,2,20,0,0,0,0
177,1,-1,-1,-1,-1,112,0,0,15,10,0,0,0,0
178,1,-1,-1,-1,-1,113,0,0,16,10,0,0,0,0
179,1,-1,-1,-1,-1,0,0,0,17,10,0,0,0,0
180,50,-1,-1,-1,-1,0,0,0,18,10,0,0,0,0
181,1,-1,-1,-1,-1,114,0,0,5,50,0,0,0,0
182,1,-1,-1,-1,-1,115,0,0,7,10,0,0,0,0
183,1,-1,-1,-1,-1,116,0,0,10,10,0,0,0,0
184,-1,-1,-1,-1,-1,117,0,0,1,3,0,0,0,0
185,-1,-1,-1,-1,-1,118,0,0,1,4,0,0,0,0
186,-1,-1,-1,-1,-1,119,0,0,1,4,0,0,0,0
187,-1,-1,-1,-1,-1,120,0,0,2,2,0,0,0,0
188,-1,-1,-1,-1,-1,121,0,0,2,2,0,0,0,0
189,-1,-1,-1,-1,-1,122,0,0,2,2,0,0,0,0
190,-1,-1,-1,-1,-1,123,0,0,2,2,0,0,0,0
191,-1,-1,-1,-1,-1,124,0,0,2,2,0,0,0,0
192,-1,-1,-1,-1,-1,125,0,0,2,2,0,0,0,0
193,-1,-1,-1,-1,-1,126,0,0,2,2,0,0,0,0
194,-1,-1,-1,-1,-1,127,0,0,2,2,0,0,0,0
195,-1,-1,-1,-1,-1,128,0,0,2,2,0,0,0,0
196,-1,-1,-1,-1,-1,129,0,0,2,2,0,0,0,0
197,-1,-1,-1,-1,-1,130,0,0,2,2,0,0,0,0
198,1,-1,-1,-1,-1,117,0,0,1,20,0,0,0,0
199,1,-1,-1,-1,-1,118,0,0,1,20,0,0,0,0
200,1,-1,-1,-1,-1,119,0,0,1,20,0,0,0,0
201,1,-1,-1,-1,-1,120,0,0,2,20,0,0,0,0
202,1,-1,-1,-1,-1,121,0,0,2,20,0,0,0,0
203,1,-1,-1,-1,-1,122,0,0,2,20,0,0,0,0
204,1,-1,-1,-1,-1,123,0,0,2,20,0,0,0,0
205,1,-1,-1,-1,-1,124,0,0,2,20,0,0,0,0
206,1,-1,-1,-1,-1,125,0,0,2,20,0,0,0,0
207,1,-1,-1,-1,-1,126,0,0,2,20,0,0,0,0
208,1,-1,-1,-1,-1,127,0,0,2,20,0,0,0,0
209,1,-1,-1,-1,-1,128,0,0,2,20,0,0,0,0
210,1,-1,-1,-1,-1,129,0,0,2,20,0,0,0,0
211,1,-1,-1,-1,-1,130,0,0,2,20,0,0,0,0
212,6,-1,-1,-1,-1,131,0,0,19,70,0,0,0,0
213,6,-1,-1,-1,-1,0,0,0,20,10,0,0,0,0
214,6,-1,-1,-1,-1,0,0,0,21,10,0,0,0,0
215,1,-1,-1,-1,-1,134,0,0,7,10,0,0,0,0
216,1,-1,-1,-1,-1,135,0,0,10,10,0,0,0,0
217,-1,-1,-1,-1,-1,136,0,0,1,4,0,0,0,0
218,-1,-1,-1,-1,-1,137,0,0,1,4,0,0,0,0
219,-1,-1,-1,-1,-1,138,0,0,1,4,0,0,0,0
220,-1,-1,-1,-1,-1,139,0,0,1,4,0,0,0,0
221,-1,-1,-1,-1,-1,140,0,0,1,4,0,0,0,0
222,-1,-1,-1,-1,-1,141,0,0,1,4,0,0,0,0
223,-1,-1,-1,-1,-1,142,0,0,1,4,0,0,0,0
224,-1,-1,-1,-1,-1,143,0,0,3,8,0,0,0,0
225,-1,-1,-1,-1,-1,144,0,0,3,9,0,0,0,0
226,-1,-1,-1,-1,-1,145,0,0,3,10,0,0,0,0
227,-1,-1,-1,-1,-1,146,0,0,3,2,0,0,0,0
228,-1,-1,-1,-1,-1,147,0,0,3,2,0,0,0,0
229,-1,-1,-1,-1,-1,148,0,0,3,2,0,0,0,0
230,-1,-1,-1,-1,-1,149,0,0,3,2,0,0,0,0
231,-1,-1,-1,-1,-1,150,0,0,3,2,0,0,0,0
232,-1,-1,-1,-1,-1,151,0,0,3,2,0,0,0,0
233,-1,-1,-1,-1,-1,152,0,0,3,2,0,0,0,0
234,-1,-1,-1,-1,-1,153,0,0,3,2,0,0,0,0
235,-1,-1,-1,-1,-1,154,0,0,3,3,0,0,0,0
236,-1,-1,-1,-1,-1,155,0,0,3,3,0,0,0,0
237,-1,-1,-1,-1,-1,156,0,0,3,3,0,0,0,0
238,-1,-1,-1,-1,-1,157,0,0,3,3,0,0,0,0
239,1,-1,-1,-1,-1,136,0,0,1,20,0,0,0,0
240,1,-1,-1,-1,-1,137,0,0,1,20,0,0,0,0
241,1,-1,-1,-1,-1,138,0,0,1,20,0,0,0,0
242,1,-1,-1,-1,-1,139,0,0,1,20,0,0,0,0
243,1,-1,-1,-1,-1,140,0,0,1,20,0,0,0,0
244,1,-1,-1,-1,-1,141,0,0,1,20,0,0,0,0
245,1,-1,-1,-1,-1,142,0,0,1,20,0,0,0,0
246,1,-1,-1,-1,-1,143,0,0,3,20,0,0,0,0
247,1,-1,-1,-1,-1,144,0,0,3,20,0,0,0,0
248,1,-1,-1,-1,-1,145,0,0,3,20,0,0,0,0
249,1,-1,-1,-1,-1,146,0,0,3,20,0,0,0,0
250,1,-1,-1,-1,-1,147,0,0,3,20,0,0,0,0
251,1,-1,-1,-1,-1,148,0,0,3,20,0,0,0,0
252,1,-1,-1,-1,-1,149,0,0,3,20,0,0,0,0
253,1,-1,-1,-1,-1,150,0,0,3,20,0,0,0,0
254,1,-1,-1,-1,-1,151,0,0,3,20,0,0,0,0
255,1,-1,-1,-1,-1,152,0,0,3,20,0,0,0,0
256,1,-1,-1,-1,-1,153,0,0,3,20,0,0,0,0
257,1,-1,-1,-1,-1,154,0,0,3,20,0,0,0,0
258,1,-1,-1,-1,-1,155,0,0,3,20,0,0,0,0
259,1,-1,-1,-1,-1,156,0,0,3,20,0,0,0,0
260,1,-1,-1,-1,-1,157,0,0,3,20,0,0,0,0
261,-1,-1,-1,-1,-1,158,0,0,1,4,0,0,0,0
262,-1,-1,-1,-1,-1,159,0,0,1,4,0,0,0,0
263,-1,-1,-1,-1,-1,160,0,0,1,4,0,0,0,0
264,-1,-1,-1,-1,-1,161,0,0,1,4,0,0,0,0
265,-1,-1,-1,-1,-1,162,0,0,3,4,0,0,0,0
266,-1,-1,-1,-1,-1,163,0,0,3,5,0,0,0,0
267,-1,-1,-1,-1,-1,164,0,0,3,7,0,0,0,0
268,1,-1,-1,-1,-1,158,0,0,1,20,0,0,0,0
269,1,-1,-1,-1,-1,159,0,0,1,20,0,0,0,0
270,1,-1,-1,-1,-1,160,0,0,1,20,0,0,0,0
271,1,-1,-1,-1,-1,161,0,0,1,20,0,0,0,0
272,1,-1,-1,-1,-1,162,0,0,3,20,0,0,0,0
273,1,-1,-1,-1,-1,163,0,0,3,20,0,0,0,0
274,1,-1,-1,-1,-1,164,0,0,3,20,0,0,0,0
275,6,-1,-1,-1,-1,165,0,0,19,70,0,0,0,0
276,3,-1,-1,-1,-1,0,0,0,24,10,0,0,0,0
277,3,-1,-1,-1,-1,0,0,0,23,10,0,0,0,0
278,1,-1,-1,-1,-1,0,0,0,22,10,0,0,0,0
279,1,-1,-1,-1,-1,166,0,0,7,10,0,0,0,0
280,1,-1,-1,-1,-1,167,0,0,10,10,0,0,0,0
281,-1,-1,-1,-1,-1,168,0,0,1,4,0,0,0,0
282,-1,-1,-1,-1,-1,169,0,0,1,4,0,0,0,0
283,-1,-1,-1,-1,-1,170,0,0,1,4,0,0,0,0
284,-1,-1,-1,-1,-1,171,0,0,1,4,0,0,0,0
285,-1,-1,-1,-1,-1,172,0,0,1,4,0,0,0,0
286,-1,-1,-1,-1,-1,173,0,0,1,4,0,0,0,0
287,-1,-1,-1,-1,-1,174,0,0,1,4,0,0,0,0
288,-1,-1,-1,-1,-1,175,0,0,1,4,0,0,0,0
289,1,-1,-1,-1,-1,168,0,0,1,20,0,0,0,0
290,1,-1,-1,-1,-1,169,0,0,1,20,0,0,0,0
291,1,-1,-1,-1,-1,170,0,0,1,20,0,0,0,0
292,1,-1,-1,-1,-1,171,0,0,1,20,0,0,0,0
293,1,-1,-1,-1,-1,172,0,0,1,20,0,0,0,0
294,1,-1,-1,-1,-1,173,0,0,1,20,0,0,0,0
295,1,-1,-1,-1,-1,174,0,0,1,20,0,0,0,0
296,1,-1,-1,-1,-1,175,0,0,1,20,0,0,0,0
297,1,-1,-1,-1,-1,176,0,0,7,10,0,0,0,0
298,1,-1,-1,-1,-1,0,0,0,25,10,0,0,0,0
299,5,-1,-1,-1,-1,0,0,0,26,10,0,0,0,0
300,1,-1,-1,-1,-1,177,0,0,27,10,0,0,0,0
301,1,-1,-1,-1,-1,178,0,0,5,10,0,0,0,0
302,3,2,1,-1,-1,179,0,0,4,5,3,3,0,0
