#,Text,Unknown0,Unknown1,TYPE,PARAM,LINK
65,"Du hast einmalig die Gelegenheit, das Volk, den Stamm, das Geschlecht, das Aussehen und den Namen deines Charakters zu ändern.",,,0,0,0
66,"Bitte ändere den Namen des Gehilfen, nachdem die Charakterdaten abgerufen wurden.",,,0,0,0
67,"Wenn du willst, kannst du das Volk, Geschlecht und Aussehen deines Charakters verändern. (Noch UNKNOWN Minuten)",,,0,0,0
68,"Du kannst dich nicht einloggen, weil für dein momentanes Areal „“ erforderlich ist.",,,0,0,0
69,"Du kannst Volksstamm, Geschlecht und Aussehen nicht ändern, weil für dein momentanes Areal „“ erforderlich ist.",,,0,0,0
70,"Um dich mit diesem Charakter aus Version 1.x einzuloggen, musst du zunächst eine Klasse der Krieger oder Magier festlegen, mit der du das Spiel beginnen möchtest.",,,0,0,0
71,Ok,,,0,0,0
72,Abbrechen,,,0,0,0
73,"Du hast dich entschieden, FINAL FANTASY XIV als  zu beginnen. Dein neues Abenteuer startet in .",,,0,0,0
74,Ok,,,0,0,0
75,Abbrechen,,,0,0,0
76,"Um dich mit diesem Charakter aus Version 1.x einzuloggen, musst du zunächst eine Klasse der Krieger oder Magier festlegen, mit der du das Spiel beginnen möchtest. Du hast zudem einmalig die Gelegenheit, Volk, Volksstamm, Geschlecht, Aussehen und Namen deines Charakters zu ändern.",,,0,0,0
77,Jetzt ändern,,,0,0,0
78,Später ändern,,,0,0,0
79,Charakter umgestalten,,,0,0,0
80,Neuen Charakter mit zuvor erstelltem Aussehen erschaffen.,,,0,0,0
81,Aussehen des Charakters speichern,,,0,0,0
82,Aussehen des Charakters laden,,,0,0,0
83,"Um den Login-Prozess so reibungslos wie möglich zu gestalten, werden die Charakterdaten vereinfacht dargestellt.
Möchtest du das Aussehen deines Charakters oder dessen Namen ändern, benutze im Untermenü den Befehl „Charakterdaten abrufen“.",,,0,0,0
84,"Willkommen in Eorzea!
Beginne dein Abenteuer, indem du einen neuen Charakter erschaffst.",,,0,0,0
85,Fortfahren,,,0,0,0
86,"Willkommen in Eorzea!
Beginne dein Abenteuer, indem du einen vorhandenen Charakter auswählst oder einen neuen erschaffst.
Du hast derzeit UNKNOWN Charakter auf UNKNOWN. Über die Schaltfläche „Welt auswählen“ oben rechts im Bildschirm kannst du eine andere Welt auswählen.",,,0,0,0
87,Fortfahren,,,0,0,0
88,Wähle eine Welt.,,,0,0,0
89,,,,0,0,0
90,,,,0,0,0
91,,,,0,0,0
92,,,,0,0,0
93,,,,0,0,0
94,,,,0,0,0
95,"Du wirst mit UNKNOWN eingeloggt.

**Du befindest dich momentan nicht auf deiner Stammwelt. Von einem Ätherythen in den Städten Limsa Lominsa, Gridania und Ul'dah kannst du über die Option „Weltenreise“ auf deine Stammwelt zurückkehren.**",,,0,0,0
96,"Du wirst mit UNKNOWN eingeloggt.

**Du befindest dich momentan nicht auf dem Datenzentrum deiner Stammwelt. Um dorthin zurückzukehren, wähle vor dem Einloggen im Untermenü des Charakters die Option „Zurückkehren“ aus.**",,,0,0,0
97,,,,0,120,0
98,,,,0,0,0
99,"

Attribute zu Beginn des Spiels: STR UNKNOWN / GES UNKNOWN / KON UNKNOWN / INT UNKNOWN / WLK UNKNOWN",,,0,0,0
100,? ? ?,,,0,0,0
101,Volk & Geschlecht,種族,,0,0,0
102,Volksstamm,部族,,0,0,0
103,Geschlecht,性別,,0,0,0
104,Aussehen,ルックス,,0,0,0
105,Namenstag,誕生日,,0,0,0
106,Schutzgottheit,守護神,,0,0,0
107,Klasse,クラス,,0,0,0
108,Stammwelt,ワールド,,0,0,0
109,Name,名前,,0,0,0
110,Hyuran ©,,"Die Hyuran sind in der Vergangenheit in drei großen Völkerwanderungen 
von den umliegenden Kontinenten und Inseln nach Eorzea geströmt 
und bilden nun den größten Teil der Bevölkerung. Sie waren die 
treibende Kraft hinter der rapiden kulturellen Entfaltung Eorzeas. 
Begründet in der Unterschiedlichkeit ihrer Herkunftsgebiete liegt 
sowohl ihre facettenreiche Persönlichkeit als auch ihr schwach 
ausgeprägtes Volksbewusstsein. Ihr freiheitsliebendes Naturell 
ist ihnen allen jedoch gemein.",0,0,0
111,,,,0,0,0
112,Elezen ©,,"Die Elezen sind stolze Nomaden, die sich selbst als Auserkorene 
der Götter betrachten. Mit ihren großen, schlanken Körpern und 
langen Gliedmaßen hatten sie als ursprüngliche Einwohner Eorzeas 
eine Vormachtstellung inne - nebenbei leben sie auch etwas länger 
als beispielsweise die Hyuran. Doch vorbei sind die Zeiten, in denen 
sie verbittert mit den Hyuran kämpften, als diese in ihr Territorium 
eindrangen. Heute akzeptiert man sich unter dem Motto 
„Leben und leben lassen“.",0,0,0
113,,,,0,0,0
114,Lalafell ©,,"Ihr kindliches Aussehen macht es nicht gerade einfach, ihr Alter 
zu schätzen, aber ungeachtet ihrer kleinen Statur sind die Lalafell 
unglaublich flink zu Fuß. Früher lebten sie als Ackerbau betreibende 
Stämme auf den südlichen Inseln, doch der Handel ließ sie immer 
weiter ins Innere Eorzeas vorstoßen. Sie sind freundlich und mitteilsam
und unterhalten zu allen Völkern gute Beziehungen.",0,0,0
115,,,,0,0,0
116,Miqo'te ©,,"Sie sind die Nachfahren eines Volkes von Jägern und Sammlern, 
die im Zeitalter des langen Eises die zugefrorenen Meere überquerten. 
Dank ihres scharfen Geruchssinns und ihrer starken Beine sind sie 
zum Jagen prädestiniert. Sie bilden in Eorzea nicht nur eine Minderheit, 
sondern leben auch häufig als Einzelgänger, da sie wie Raubkatzen 
eigene Reviere beanspruchen. Bei männlichen Miqo'te ist dieses 
Verhalten besonders ausgeprägt.",0,0,0
117,,,,0,0,0
118,Roegadyn ©,,"Die Roegadyn sind kaum zu übersehen: Ihre stämmigen Körper 
strotzen nur so vor Muskeln, und sich gegenseitig in Tollkühnheit zu übertreffen, 
gehört zu ihren Bräuchen. Die Vorfahren der Roegadyn nannten 
das Nordmeer ihr Zuhause, bis eine große Zahl ihre Schiffe nach 
Süden, nach Eorzea lenkte. Manche sehen sie als barbarisches Volk, 
doch vielleicht sollte man vielmehr ihre Zuverlässigkeit und 
unerschütterliche Loyalität würdigen - Eigenschaften, dank derer viele 
der größten Krieger der Geschichte aus ihren Reihen hervorgingen.",0,0,0
119,,,,0,0,0
120,Wiesländer,,"Der Volksstamm der Wiesländer macht die große Mehrheit im 
Volk der Hyuran aus. Man kann sie in ganz Eorzea antreffen, 
besonders in den großen Städten, wo sie für die 
verschiedensten Gilden aktiv sind.",0,0,0
121,,,,0,0,0
122,Hochländer,,"Den Namen erhielt der Volksstamm, weil er sich im Hochland 
von Gyr Abania niederließ und dort in Bergfestungen für 
geraume Zeit sein Dasein fristete. Im Allgemeinen sind die 
Hochländer - gestählt durch das harte Bergleben - größer 
und muskulöser als die ihnen verwandten Wiesländer. 
Nach dem Fall Ala Mhigos flohen viele von ihnen ins Exil 
nach Ul'dah, wo sie sich meist als Söldner verdingen.",0,0,0
123,,,,0,0,0
124,Erlschatten,,"Dieser Volksstamm lebte in alten Zeiten zurückgezogen in 
der Tiefe der Wälder, doch viele von ihnen findet man nun 
in Ishgard und Gridania, in den Städten, an deren Gründung 
sie beteiligt waren. Oftmals können sie etwas arrogant oder 
schulmeisterlich wirken, doch in Wahrheit lieben Erlschatten 
einfach die Ordnung. Sie haben Grundsätze und hohe Ideale, 
und an diesen halten sie fest.",0,0,0
125,,,,0,0,0
126,Dunkelalben,,"Seit vielen Jahrhunderten führen die Dunkelalben ein 
Schattendasein in den dämmrigen Höhlen der Waldgebiete 
Eorzeas. Bei der Gründung Gridanias trennten sich ihre 
Wege von denen der Erlschatten - die Dunkelalben folgten 
ihnen nicht in die Stadt. Sie verachten das „geschäftige Treiben“ 
sogar des vergleichsweise ruhigen Gridania und es liegt in 
ihrer einzelgängerischen Natur, dass ihnen jede Bindung 
und Einschränkung aufs Äußerste widerstrebt.",0,0,0
127,,,,0,0,0
128,Halmlinge,,"Die Halmlinge haben sich in den weiten Ebenen von La Noscea 
niedergelassen. Viele widmen sich der Landwirtschaft, doch es 
ist auch nicht ungewöhnlich, sie in Limsa Lominsa anzutreffen, 
wo sie als Fischer und Matrosen arbeiten. Sie sind unbekümmerte 
Gesellen, doch sie haben auch oft ihre eigenen Vorstellungen - 
und die können sie auch durchsetzen, wenn es darauf ankommt.",0,0,0
129,,,,0,0,0
130,Sandlinge,,"Die Sandlinge kommen aus der flirrenden Hitze der Wüsten 
von Thanalan. Sie waren es, die Ul'dah mit eigenen Händen 
aufgebaut haben, und zu einem guten Teil sind sie auch die 
Begründer des Reichtums der Stadt. Ihre Spontaneität und 
ihre praktische Veranlagung ergänzen ihren untrüglichen 
Geschäftssinn hervorragend und lassen sie eine günstige 
Gelegenheit sofort beim Schopf packen.",0,0,0
131,,,,0,0,0
132,Goldtatzen,,"Die Miqo'te dieses Volksstammes haben sich diesen Namen selbst gegeben - 
offenbar deswegen, weil viele von ihnen Anhänger der Sonnengöttin 
Azeyma sind. Am häufigsten trifft man Goldtatzen in Einöden
wie der Sagolii-Wüste an, aber sie leben auch in den Städten, 
viele von ihnen in Limsa Lominsa.",0,0,0
133,,,,0,0,0
134,Mondstreuner,,"Wie die ihnen verwandten Goldtatzen haben die Mondstreuner 
diesen Namen selbst gewählt, weil viele von ihnen Anhänger 
der Mondgöttin Menphina sind. Viele Mondstreuner leben im 
Finsterwald, fernab der Zivilisation, wo sie nachts auf Jagd gehen. 
Trotz ihres schlechten Rufs als Wilderer siedeln in letzter Zeit 
immer mehr von ihnen nach Gridania um.",0,0,0
135,,,,0,0,0
136,Seewölfe,,"Die Seewölfe waren einst brutale Piraten von den Inseln 
hoch oben im Nordmeer, die die Küstenbewohner in Angst 
und Schrecken versetzten. Nach ihrer Ankunft in Eorzea aber 
besannen sie sich auf ihre friedfertigen Wurzeln, sodass 
die meisten heute als Fischer oder Fährleute ihren Unterhalt 
verdienen. In ihrer Namensgebung bewahren sie aber das 
Andenken an ihre Wurzeln, denn stets wählen sie dafür 
Wörter aus der Sprache ihrer Vorfahren.",0,0,0
137,,,,0,0,0
138,Lohengarde,,"Der kleine Volksstamm der Lohengarde lebt seit Generationen 
in den zerklüfteten Bergen im Norden von Abalathias Rückgrat. 
Der ungewöhnliche Lebensraum und ihre rotbraune Hautfarbe 
brachten ihnen den Namen Lohengarde ein. Dass sie sich meist 
leicht zu merkende Namen geben, darf man wohl als Zugeständnis 
an ihre Arbeitgeber betrachten, denn traditionell verdingen sich 
sehr viele Angehörige der Lohengarde als Söldner. Sicher ist es 
nicht zuletzt ihr beeindruckender Körperbau, der ihnen für ihre 
Dienste als Gardisten und Leibwächter höchste Wertschätzung sichert.",0,0,0
139,,,,0,0,0
140,Au Ra ©,,"Die Wurzeln der Au Ra liegen auf dem weit im Osten gelegenen 
Kontinent Othard. Typisch sind die panzerharten Schuppen im Gesicht, 
die sich zu vielgestaltigen, ornamentartigen Dornen ausformen. 
Kühn geschwungene Hörner gelten nicht nur als Zeichen von Attraktivität, 
sie beherbergen auch den Gehörsinn und die räumliche Wahrnehmung.
Das ist ein deutlicher Beleg dafür, dass die Au Ra keineswegs mit den
Drachen verwandt sind, wie oft fälschlich angenommen wurde, denn
Drachenhörnern fehlt diese Fähigkeit. Außerdem unterscheiden sich die
Männer mit ihrem kräftigen Körperbau stark von den typischerweise
zierlichen und flexiblen Frauen - ein Charakteristikum, die bei den
Drachen nicht zu beobachten ist.",0,0,0
141,,,,0,0,0
142,Raen,,"Hell glänzende Schuppen sind das Merkmal dieses Volksstammes
der Au Ra. Sie tragen die Wesenszüge des „Vaters der Morgendämmerung“
in sich, des Urvaters des Stammes, wie der Schöpfungsmythos
ihn beschreibt: Ruhig und ausdauernd und selbst größten Strapazen
gewachsen. Ihre Heimat liegt im zerklüfteten Grenzland des östlichen
Kontinents, und nur selten verlassen die abenteuerlustigeren unter
ihnen ihre Täler, um ferne Länder zu erforschen. ",0,0,0
143,,,,0,0,0
144,Xaela,,"Dunkel schimmernde Schuppen kennzeichnen diese Au Ra. 
In ihnen sind die Eigenschaften der „Mutter der Abenddämmerung“ 
verkörpert, die Urmutter des Stammes im Schöpfungsmythos: 
Kühn und verwegen und außerordentlich geschickt im Kampf. 
Sie leben nomadisch und ziehen seit unzähligen Generationen
im engen Familienverband von Ort zu Ort. ",0,0,0
145,,,,0,0,0
146,,,,0,0,0
147,,,,0,0,0
148,,,,0,0,0
149,,,,0,0,0
150,,,,0,0,0
151,,,,0,0,0
152,Benutzerdefiniert,,,0,0,0
153,,,,0,0,0
154,Halone,,,0,0,0
155,Die Furie,,,0,0,0
156,Menphina,,,0,0,0
157,Die Liebende,,,0,0,0
158,Thaliak,,,0,0,0
159,Der Forscher,,,0,0,0
160,Nymeia,,,0,0,0
161,Die Norne,,,0,0,0
162,Llymlaen,,,0,0,0
163,Die Lotsin,,,0,0,0
164,Oschon,,,0,0,0
165,Der Wanderer,,,0,0,0
166,Byregot,,,0,0,0
167,Der Erbauer,,,0,0,0
168,Rhalgr,,,0,0,0
169,Der Zerstörer,,,0,0,0
170,Azeyma,,,0,0,0
171,Die Aufseherin,,,0,0,0
172,Nald'thal,,,0,0,0
173,Die Kaufleute,,,0,0,0
174,Nophica,,,0,0,0
175,Die Mutter,,,0,0,0
176,Althyk,,,0,0,0
177,Der Hüter,,,0,0,0
178,GLADIATOR, ,"Gladiatoren sind Meister der Schwerter - egal, ob es sich dabei um
ein- oder zweischneidige Klingen, Krummsäbel oder Langschwerter
handelt. Im Kolosseum lernen Gladiatoren auf schmerzhafte Weise,
sich unterschiedlichen Situationen anzupassen. Während sie geschickt
Hiebe gegen ihre Gegner führen, schützen sie mit Schilden sich
selbst und ihre Kameraden. Bei Bedarf verzichten sie auf Schilde und
konzentrieren sich ganz auf den Angriff. In jedem Fall kämpfen sie
immer an vorderster Front, wo sie die Aufmerksamkeit der Feinde
auf sich ziehen, um ihre Mitstreiter zu entlasten.

Job, der auf Gladiator folgt: Paladin
Stadtstaat, in dem das Spiel beginnt: Ul'dah",0,230904,0
179,,,,0,0,0
180,FAUSTKÄMPFER, ,"Faustkämpfer erdulden hartes körperliches Training, um die
traditionellen Selbstverteidigungstechniken zu erlernen.
Sie sind Meister des waffenlosen Kampfes und im Umgang
mit Faustwaffen aus Metall, Leder oder Knochen.
Um möglichst schnell an ihre Gegner heranzukommen,
verzichten viele Faustkämpfer auf schwere Rüstungen
zugunsten der Beweglichkeit.

Job, der auf Faustkämpfer folgt: Mönch
Stadtstaat, in dem das Spiel beginnt: Ul'dah",0,230905,0
181,,,,0,0,0
182,MARODEUR, ,"Marodeure sind auf den Kampf mit zweihändig geführten Äxten
spezialisiert. Ihre Strategie ist ebenso einfach wie wirkungsvoll:
Mit brutaler Gewalt und hartem Stahl zerschmettern sie ihre Feinde!
Marodeure findet man besonders oft unter Piraten, doch auch als
Söldner und Monsterjäger bringen sie ihre enorme Kampfkraft
zur Geltung. Geübte Marodeure nehmen es leicht mit Horden von
Gegnern auf und erschlagen selbst die größten Monster.

Job, der auf Marodeur folgt: Krieger
Stadtstaat, in dem das Spiel beginnt: Limsa Lominsa",0,230906,0
183,,,,0,0,0
184,PIKENIER, ,"Pikeniere nutzen die überlegene Reichweite ihrer langen Stangenwaffen,
mit denen sie einen Wirbelsturm aus Schlägen und Stößen entfachen.
Dazu gehören Jagdwaffen wie Speere und Harpunen, aber auch speziell
für die Schlacht gedachte Waffen wie Hellebarden oder der Langspieß
der ruhmreichen mhigischen Gardisten.
Ihr breitgefächtertes Waffenarsenal und flexible Kampftechniken
machen Pikeniere zu äußerst flexiblen und gefährlichen Kämpfern.

Job, der auf Pikenier folgt: Dragoon
Stadtstaat, in dem das Spiel beginnt: Gridania",0,230907,0
185,,,,0,0,0
186,WALDLÄUFER, ,"Ob mit dem Langbogen der Elezen oder dem Kurzbogen miqo'tischer Jäger - 
die Waldläufer sind Meister des Fernangriffs und verstehen sich darauf, 
Feinde aus der Distanz unter Beschuss zu nehmen. Sie kennen die 
Schwächen der Gegner und bereiten sich strategisch auf einen Kampf vor. 
Für jeden Einsatz wählen sie ihre Waffe sorgfältig aus und erkunden die 
günstigste Position, um einen wahren Pfeilhagel auf ihre Gegner 
niederprasseln zu lassen.

Job, der auf Waldläufer folgt: Barde
Stadtstaat, in dem das Spiel beginnt: Gridania",0,230908,0
187,,,,0,0,0
188,DRUIDE, ,"Druiden nutzen eine animistische Form der Magie, um die elementaren 
Urkräfte der Natur zu manipulieren und daraus Zauber zu weben. 
Sie kommunizieren mit den Geistern und kanalisieren mit ihren Stäben 
den Äther, der alles umgibt, um ihn in die gewünschten Zauber zu 
transformieren. Druiden verstehen es meisterhaft, ermattete Körper 
zu stärken und die Regeneration zu beschleunigen.

Job, der auf Druide folgt: Weißmagier
Stadtstaat, in dem das Spiel beginnt: Gridania",0,230909,0
189,,,,0,0,0
190,THAUMATURG, ,"Die arkane Kunst der Thaumaturgie entfaltet eine verheerende Macht
und bringt Unheil und Verderben über ihre Opfer.
Die dafür nötige Kraft ziehen Thaumaturgen aus sich selbst, indem sie
mit Stäben den Äther, der ihre Körper durchströmt, kanalisieren.
Thaumaturgen sind Meister der arkanen Magie, mit der sie
grässlichere Wunden schlagen als das schärfste Schwert.

Job, der auf Thaumaturg folgt: Schwarzmagier
Stadtstaat, in dem das Spiel beginnt: Ul'dah",0,230910,0
191,,,,0,0,0
192,HERMETIKER, ,"Aus den südlichen Gefilden stammt die mathematische Weltanschauung, 
mit der die Hermetiker die Natur beschreiben und die ihr innewohnenden 
magischen Kräfte manipulieren. Mithilfe rätselhafter Äthergramme, 
komplexe geometrische Muster, welche Hermetiker in ihren Grimoires 
aufzeichnen, können sie mächtige Zaubersprüche sprechen und 
sogenannte Karfunkel herbeirufen. Diese magischen Wesen sind den 
Hermetikern treue Gefährten auf ihrem abenteuerlichen Weg 
durch Eorzea.

Jobs, die auf Hermetiker folgen: Beschwörer und Gelehrter
Stadtstaat, in dem das Spiel beginnt: Limsa Lominsa",0,230929,0
193,,,,0,0,0
194,,,,0,0,0
195,,,,0,0,0
196,,,,0,0,0
197,,,,0,0,0
198,,,,0,0,0
199,,,,0,0,0
200,Vorkonfiguriert,,,0,0,0
201,Körpergröße,,,0,0,0
202,Hautfarbe,,,0,0,0
203,Stimme,,,0,0,0
204,Körperbau,,,0,0,0
205,,,,0,0,0
206,,,,0,0,0
207,Körperbau,,,0,0,0
208,,,,0,0,0
209,Brustumfang,,,0,0,0
210,Ohrgröße,,,0,0,0
211,Ohrform,,,0,0,0
212,,,,0,0,0
213,Ohrgröße,,,0,0,0
214,Ohrform,,,0,0,0
215,Brustumfang,,,0,0,0
216,Ohrgröße,,,0,0,0
217,Ohrform,,,0,0,0
218,,,,0,0,0
219,Ohrgröße,,,0,0,0
220,Ohrform,,,0,0,0
221,Brustumfang,,,0,0,0
222,Schwanzlänge,,,0,0,0
223,Schwanzform,,,0,0,0
224,,,,0,0,0
225,Schwanzlänge,,,0,0,0
226,Schwanzform,,,0,0,0
227,Brustumfang,,,0,0,0
228,Körperbau,,,0,0,0
229,,,,0,0,0
230,,,,0,0,0
231,Körperbau,,,0,0,0
232,,,,0,0,0
233,Brustumfang,,,0,0,0
234,Frisur,,,0,0,0
235,Haarmerkmale,,,0,0,0
236,Haarfarbe,,,0,0,0
237,Strähnen,,,0,0,0
238,Gesicht,,,0,0,0
239,Gesichtsmerkmale,,,0,0,0
240,Farbe des Merkmals,,,0,0,0
241,Gesichtskontur,,,0,0,0
242,Augenbrauen,,,0,0,0
243,Augenform,,,0,0,0
244,Größe der Iris,,,0,0,0
245,Augenfarbe,,,0,0,0
246,Nase,,,0,0,0
247,Mund,,,0,0,0
248,Lippenfarbe,,,0,0,0
249,Merkmale,,,0,0,0
250,Farbe des Merkmals,,,0,0,0
251,Ok,,,0,0,0
252,Gesicht,,,0,0,0
253,Schwanzlänge,,,0,0,0
254,Schwanzform,,,0,0,0
255,,,,0,0,0
256,Schwanzlänge,,,0,0,0
257,Schwanzform,,,0,0,0
258,Brustumfang,,,0,0,0
259,,,,0,0,0
260,,,,0,0,0
261,,,,0,0,0
262,,,,0,0,0
263,,,,0,0,0
264,,,,0,0,0
265,Sehr klein,,,0,0,0
266,Klein,,,0,0,0
267,Durchschnitt,,,0,0,0
268,Groß,,,0,0,0
269,Sehr groß,,,0,0,0
270,"Etwa UNKNOWN,UNKNOWN cm",,,0,0,0
271,,,,0,0,0
272,,,,0,0,0
273,,,,0,0,0
274,,,,0,0,0
275,Typ 1,,,0,0,0
276,Typ 2,,,0,0,0
277,Typ 3,,,0,0,0
278,Typ 4,,,0,0,0
279,Typ 5,,,0,0,0
280,Typ 6,,,0,0,0
281,Typ 7,,,0,0,0
282,Typ 8,,,0,0,0
283,Typ 9,,,0,0,0
284,Typ 10,,,0,0,0
285,Typ 11,,,0,0,0
286,Typ 12,,,0,0,0
287,,,,0,0,0
288,,,,0,0,0
289,,,,0,0,0
290,Sehr schlank ,,,0,0,0
291,Schlank,,,0,0,0
292,Durchschnitt,,,0,0,0
293,Kräftig,,,0,0,0
294,Sehr kräftig,,,0,0,0
295,,,,0,0,0
296,,,,0,0,0
297,,,,0,0,0
298,,,,0,0,0
299,,,,0,0,0
300,,,,0,0,0
301,,,,0,0,0
302,,,,0,0,0
303,,,,0,0,0
304,,,,0,0,0
305,Sehr schlank ,,,0,0,0
306,Schlank,,,0,0,0
307,Durchschnitt,,,0,0,0
308,Kräftig,,,0,0,0
309,Sehr kräftig,,,0,0,0
310,,,,0,0,0
311,,,,0,0,0
312,,,,0,0,0
313,,,,0,0,0
314,,,,0,0,0
315,Sehr klein,,,0,0,0
316,Klein,,,0,0,0
317,Durchschnitt,,,0,0,0
318,Groß,,,0,0,0
319,Sehr groß,,,0,0,0
320,Sehr kurz,,,0,0,0
321,Kurz,,,0,0,0
322,Durchschnitt,,,0,0,0
323,Lang,,,0,0,0
324,Sehr lang,,,0,0,0
325,Typ 1,,,0,0,0
326,Typ 2,,,0,0,0
327,Typ 3,,,0,0,0
328,Typ 4,,,0,0,0
329,,,,0,0,0
330,,,,0,0,0
331,,,,0,0,0
332,,,,0,0,0
333,,,,0,0,0
334,,,,0,0,0
335,Sehr kurz,,,0,0,0
336,Kurz,,,0,0,0
337,Durchschnitt,,,0,0,0
338,Lang,,,0,0,0
339,Sehr lang,,,0,0,0
340,Typ 1,,,0,0,0
341,Typ 2,,,0,0,0
342,Typ 3,,,0,0,0
343,Typ 4,,,0,0,0
344,,,,0,0,0
345,Sehr eng,,,0,0,0
346,Eng,,,0,0,0
347,Durchschnitt,,,0,0,0
348,Weit,,,0,0,0
349,Sehr weit,,,0,0,0
350,Sehr kurz,,,0,0,0
351,Kurz,,,0,0,0
352,Durchschnitt,,,0,0,0
353,Lang,,,0,0,0
354,Sehr lang,,,0,0,0
355,Typ 1,,,0,0,0
356,Typ 2,,,0,0,0
357,Typ 3,,,0,0,0
358,Typ 4,,,0,0,0
359,,,,0,0,0
360,,,,0,0,0
361,,,,0,0,0
362,,,,0,0,0
363,,,,0,0,0
364,,,,0,0,0
365,Sehr kurz,,,0,0,0
366,Kurz,,,0,0,0
367,Durchschnitt,,,0,0,0
368,Lang,,,0,0,0
369,Sehr lang,,,0,0,0
370,Typ 1,,,0,0,0
371,Typ 2,,,0,0,0
372,Typ 3,,,0,0,0
373,Typ 4,,,0,0,0
374,,,,0,0,0
