#,Description,Alias,ShortAlias,Command,ShortCommand,Unknown0,Param,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5
22,"/zirkel, /fellowship
→ Öffnet die Liste der Zirkel.",/zirkel,,/fellowship,/fs,0,32,1,0,0,0,0
23,"/zirkelsuche, /zs, /fellowshipfinder
→ Öffnet die Zirkelsuche.",/zirkelsuche,/zs,/fellowshipfinder,/fsfinder,0,32,1,0,0,0,0
24,"/kuriositäten (/kuri), /collection (/coll)
→ Öffnet das Fenster „Kuriositäten“.",/kuriositäten,/kuri,/collection,/coll,0,32,1,0,0,0,0
25,"/neuesspiel+, /ns+, /newgame+
→ Öffnet das Menü zum Starten von Neues Spiel+.",/neuesspiel+,/ns+,/newgame+,/ng+,0,32,1,0,0,0,0
26,"/zufall, /dice
VERWENDUNG:
/zufall [Chat]
→ Wählt zufällig eine Zahl zwischen 0 und 999 aus und sendet sie im aktuellen bzw. ausgewählten Chatmodus. 
Auswählbare Chatmodi
**Gruppe** (**gruppe**, **party**)
**Allianz** (**allianz**, **alliance**)
**Freie Ge­sell­schaft** (**fg**)
**PvP-Team** (**pvpteam**)
**Kontaktkreis 1-8** (**kk1-8**)
**Weltenkontaktkreis 1-8** (**wkk1-8**)
Wird der Chatmodus als Abkürzung eingegeben, wird die Zahl im eingegebenen Chatmodus gesendet.
* Beim Erstellen von Makros kann der Chatmodus nicht abgekürzt werden.
Beispiel:
/zufall
Sendet eine zufällig ausgewählte Zahl an alle Spieler in deiner näheren Umgebung.
/zufall 16
Sendet eine zufällige Zahl zwischen 1 und 16 an alle Spieler in deiner näheren Umgebung.
/zufall wkk1
Sendet eine zufällig ausgewählte Zahl an alle Mitglieder des Welten-Kontaktkreises 1.
/zufall wkk1 16
Sendet eine zufällige Zahl zwischen 1 und 16 an alle Mitglieder des Welten-Kontaktkreises 1.
",/zufall,/zuf,/dice,,1000,36,2,1,2,0,0
27,"/namensanzeigeart, /nameplatetype
VERWENDUNG:
/namensanzeigeart [Ziel] [Typ]
→ Legt die Anzeigeart des Charakternamens fest.
>>Ziele:
**alle**
Einstellungen für alle Charaktere.
**selbst**
Einstellungen für den eigenen Charakter.
**gruppe**
Einstellungen für die Grup­pen­mit­glieder.
**allianz**
Einstellungen für die Allianzmitglieder.
**andere**
Einstellungen für andere Charaktere.
**freund**
Einstellungen für Freunde.
**feast**
Einstellungen für PvP-Gegner in „Crystalline Conflict“.

>>Typen (1-4)
1: Voller Name
2: Nachname abgekürzt
3: Vorname abgekürzt
4: Initialen

Beispiel:
/namensanzeigeart alle 4
Die Namen aller Charaktere werden als Initialen angezeigt. ",/namensanzeigeart,/nanzeigeart,/nameplatetype,,0,36,3,1,2,0,0
28,"/namensanzeige, /nameplatedisp
VERWENDUNG:
/namensanzeige [Ziel] [Typ]
→ Legt die Anzeige des Charakternamens fest.
>>Ziele:
**alle**
Einstellungen für alle Charaktere.
**selbst**
Einstellungen für den eigenen Charakter.
**gruppe**
Einstellungen für die Grup­pen­mit­glieder.
**allianz**
Einstellungen für die Allianzmitglieder.
**andere**
Einstellungen für andere Charaktere.
**freund**
Einstellungen für Freunde.
**feast**
Einstellungen für PvP-Gegner in „Crystalline Conflict“.

>>Typen (1-5)
1: Immer anzeigen
2: Im Kampf
3: Wenn anvisiert
4: Nie
5: Nicht im Kampf

Beispiel:
/namensanzeige alle 4
Es werden keine Namen von Charakteren angezeigt.",/namensanzeige,/nanzeige,/nameplatedisp,,0,36,3,1,2,0,0
29,"/mode, /fashion
VERWENDUNG:
/mode [Modeaccessoire-Name]
→ Stellt das ausgewählte Modeaccessoire zur Schau.

Beispiel:
/mode Sonnenschirm
Stellt das Modeaccessoire „Sonnenschirm“ zur Schau.
",/mode,,/fashion,,0,36,2,1,20,0,0
30,"/modeguide, /fashionlist
→ Öffnet das Menü „Modeaccessoires“.
",/modeguide,,/fashionguide,,0,32,1,0,0,0,0
31,"/offiziellewebseiten, /webseite, /site
→ Öffnet das Menü „Offizielle Webseiten“.
",/offiziellewebseiten,/webseite,/officialsite,/site,0,32,1,0,0,0,0
32,"//setGearset
リアルイベント用コマンド。
アーマリーチェスト内のアイテムをもとに、自動的にバトルジョブのギアセットを生成する。",,,//setGearset,,0,32,1,0,0,0,0
33,"/familiarprojektion, /fampro, /petmirage, /egimirage
VERWENDUNG: /fampro [Familiarname] [Aussehen]→ Ändert deine Anzeigeeinstellung für das nächste gerufene Familiar. Keine Auswirkungen auf die Anzeige für andere Spieler. Bei PvP unwirksam.
>>Familiarname:
  **Karfunkel**
  **Garuda-Egi**
  **Titan-Egi**
  **Ifrit-Egi**
  **Eos**
>>Aussehen:
  **Karfunkel**
  **Smaragd-Karfunkel**
  **Topas-Karfunkel**
  **Rubin-Karfunkel**
  **Ifrit-Egi**
  **Titan-Egi**
  **Garuda-Egi**
  **Selene**
Bei fehlendem Aussehen erhält das Familiar sein ursprüngliches Aussehen zurück.
Bei fehlendem Unterkommando wird das Menü „Momentanes Aussehen deiner Familiare“ aufgerufen.

>>Beispiel:
/fampro Garuda-Egi Topas-Karfunkel
Gibt dem Garuda-Egi das Aussehen eines Topas-Karfunkels.
/fampro Garuda-Egi
Gibt dem Garuda-Egi sein ursprüngliches Aussehen zurück.
/fampro
Ruft das Menü „Momentanes Aussehen deiner Familiare“ auf.",/familiarprojektion,/fampro,/petmirage,,0,36,3,2,7,15,0
34,"/familiargröße, /petsize
VERWENDUNG: /familiargröße [Familiarname] [Größe]
→ Ändert deine Anzeigeeinstellung für das nächste gerufene Familiar. Keine Auswirkungen auf die Anzeige für andere Spieler. Bei PvP unwirksam.
>>Familiarname:
  **Demi-Bahamut**
  **Demi-Phönix**
  **Sol-Bahamut**
  **Rubin-Ifrit**
  **Topas-Titan**
  **Smaragd-Garuda**
  **alle** (**all**)

>>Größe:
  **groß** (**large**)
  **mittel** (**medium**)
  **klein** (**small**)
Bei fehlender Größe wird in der Reihenfolge „klein, mittel, groß“ durchgeschaltet. Bei Familiarname „alle“ wird ein Fehler ausgegeben.

>>Beispiel:
/familiargröße Demi-Bahamut mittel
Zeigt das Familiar Demi-Bahamut in mittlerer Größe an.
/familiargröße alle klein
Zeigt alle Familiare in kleiner Größe an.",/familiargröße,,/petsize,,0,36,3,2,7,2,0
35,"/mitfahren, /ridepillion
VERWENDUNG: /mitfahren <Grup­pen­mit­glied #> [Platznummer]→ Lässt dich auf dem Reittier eines Grup­pen­mit­glieds aufsitzen.

>>Platznummer (1-7)
Wenn der gewünschte Platz belegt ist, wird automatisch ein freier Platz gewählt. Bei fehlender Platznummer wird der erste Platz versucht.

>>Beispiel:
/aufsitzen <2> 1
Lässt dich auf dem Reittier von Grup­pen­mit­glied 2 aufsitzen, und zwar an Platznummer 1.",/mitfahren,,/ridepillion,,0,36,3,0,0,0,0
36,"/patchdetails, /patchnote
→ Öffnet die offizielle Lodestone-Seite mit den Patchdetails in deinem Browser.",/patchdetails,,/patchnote,,1000,32,1,0,0,0,0
37,"/portrait
→ Öffnet das Portrait-Menü.",,,/portrait,,0,32,1,0,0,0,0
38,"/abenteurerpass, /meinpass, /adventurerplate, /myplate
→ Öffnet deinen Abenteurerpass.",/abenteurerpass,/meinpass,/adventurerplate,/myplate,0,32,1,0,0,0,0
39,"/rklickpc, rclickpc
VERWENDUNG:
/rklickpc [Unterbefehl]
→ Ändert die Einstellung für „Charaktere von Rechtsklick-Auswahl ausschließen“ (Hauptmenü → Charakter­konfiguration).
>>Unterbefehle:
　**ein**
　　Aktiviert die Einstellung.
　**aus**
　　Deaktiviert die Einstellung.
Bei fehlendem Unterbefehl wird die Einstellung auf den jeweils anderen Wert geändert.",/rklickpc,,/rclickpc,,0,36,2,1,2,0,0
40,"/rklickkampfnpc, rclickbattlenpc
VERWENDUNG:
/rklickkampfnpc [Unterbefehl]
→ Ändert die Einstellung für „Kampf-NPCs von Rechtsklick-Auswahl ausschließen“ (Hauptmenü → Charakter­konfiguration).
>>Unterbefehle:
　**ein**
　　Aktiviert die Einstellung.
　**aus**
　　Deaktiviert die Einstellung.
Bei fehlendem Unterbefehl wird die Einstellung auf den jeweils anderen Wert geändert.",/rklickkampfnpc,,/rclickbattlenpc,,0,36,2,1,2,0,0
41,"/rklickbegleiter, rclickminion
VERWENDUNG:
/rklickbegleiter [Unterbefehl]
→ Ändert die Einstellung für „Begleiter von Rechtsklick-Auswahl ausschließen“ (Hauptmenü → Charakter­konfiguration).
>>Unterbefehle:
　**ein**
　　Aktiviert die Einstellung.
　**aus**
　　Deaktiviert die Einstellung.
Bei fehlendem Unterbefehl wird die Einstellung auf den jeweils anderen Wert geändert.",/rklickbegleiter,,/rclickminion,,0,36,2,1,2,0,0
42,"/gesichtsaccessoire, /facewear
VERWENDUNG:
/gesichtsaccessoire [Gesichtsaccessoire-Name]
→ Legt das ausgewählte Gesichtsaccessoire an.

Beispiel:
/gesichtsaccessoire ""Ovale Brille""
→ Legt die ovale Brille an.",/gesichtsaccessoire,,/facewear,,0,36,2,1,21,0,0
43,"/stummeliste, /mutelist
→ Öffnet die Stumme Liste.",/stummeliste,,/mutelist,,0,32,1,0,0,0,0
44,"/wortfilter, /wordfilter, /termfilter
→ Öffnet das Wortfilter-Menü.",/wortfilter,,/termfilter,,0,32,1,0,0,0,0
45,"/gesichtsaccessoireliste, /faceaccessorylist, /facewearlist→ Öffnet die Übersicht der Gesichtsaccessoires.",/gesichtsaccessoireliste,,/facewearlist,,0,32,1,0,0,0,0
46,"/tondarstellung, /visualalerts
VERWENDUNG:
/tondarstellung [Unterbefehl]
→ Aktiviert die Einstellung „Visuelle Tondarstellung“.
>>Unterbefehle:
　**ein**
　　Aktiviert die Einstellung.
　**aus**
　　Deaktiviert die Einstellung.
Bei fehlendem Unterbefehl wird die Einstellung auf den jeweils anderen Wert geändert.",/tondarstellung,,/visualalerts,,0,509,2,1,2,0,0
47,"/farbkorrektur, /colorfiltering
VERWENDUNG:
/farbkorrektur [Unterbefehl]
→ Aktiviert die Einstellung „Farbwahrnehmung: Farbkorrektur umschalten“.
>>Unterbefehle:
　**ein**
　　Aktiviert die Einstellung.
　**aus**
　　Deaktiviert die Einstellung.
Bei fehlendem Unterbefehl wird die Einstellung auf den jeweils anderen Wert geändert.",/farbkorrektur,,/colorfiltering,,0,509,2,1,2,0,0
48,"/automatischanvisieren, /autotargetpriority
VERWENDUNG:
→ Aktiviert die Einstellung „Ziel bei Ausführung einer Attacke automatisch anvisieren“.
>>Unterbefehle:
　**ein**
　　Aktiviert die Einstellung.
　**aus**
　　Deaktiviert die Einstellung.
Bei fehlendem Unterbefehl wird die Einstellung auf den jeweils anderen Wert geändert.",/automatischanvisieren,,/autotargetpriority,,0,36,2,1,2,0,0
49,"/vieraohren, /vieraears
VERWENDUNG:
→ Macht Viera-Ohren bei bestimmten Kopfbedeckungen sichtbar oder verborgen.
>>Unterbefehle:
　**ein**
　　Viera-Ohren sind sichtbar.
　**aus**
　　Viera-Ohren sind verborgen.
Bei fehlendem Unterbefehl wird die Einstellung auf den jeweils anderen Wert geändert.",/vieraohren,,/vieraears,/vears,0,36,2,1,2,0,0
50,"/kommandotafel, /quickpanel, /commandpanel
→ Öffnet die Kommandotafel.",/kommandotafel,/commandpanel,/quickpanel,,0,32,1,0,0,0,0
51,"/strategyboard, /strategiebrett
→ Öffnet deine Strategiebretter.",/strategiebrett,,/strategyboard,,0,32,1,0,0,0,0
52,,,,,,0,0,0,0,0,0,0
53,,,,,,0,0,0,0,0,0,0
54,,,,,,0,0,0,0,0,0,0
55,,,,,,0,0,0,0,0,0,0
56,,,,,,0,0,0,0,0,0,0
57,,,,,,0,0,0,0,0,0,0
58,,,,,,0,0,0,0,0,0,0
59,,,,,,0,0,0,0,0,0,0
60,,,,,,0,0,0,0,0,0,0
61,,,,,,0,0,0,0,0,0,0
62,,,,,,0,0,0,0,0,0,0
63,,,,,,0,0,0,0,0,0,0
64,,,,,,0,0,0,0,0,0,0
65,,,,,,0,0,0,0,0,0,0
66,,,,,,0,0,0,0,0,0,0
67,,,,,,0,0,0,0,0,0,0
68,,,,,,0,0,0,0,0,0,0
69,,,,,,0,0,0,0,0,0,0
70,,,,,,0,0,0,0,0,0,0
71,,,,,,0,0,0,0,0,0,0
72,,,,,,0,0,0,0,0,0,0
73,,,,,,0,0,0,0,0,0,0
74,,,,,,0,0,0,0,0,0,0
75,,,,,,0,0,0,0,0,0,0
76,,,,,,0,0,0,0,0,0,0
77,,,,,,0,0,0,0,0,0,0
78,,,,,,0,0,0,0,0,0,0
79,,,,,,0,0,0,0,0,0,0
80,,,,,,0,0,0,0,0,0,0
81,,,,,,0,0,0,0,0,0,0
82,,,,,,0,0,0,0,0,0,0
83,,,,,,0,0,0,0,0,0,0
84,,,,,,0,0,0,0,0,0,0
85,,,,,,0,0,0,0,0,0,0
86,,,,,,0,0,0,0,0,0,0
87,,,,,,0,0,0,0,0,0,0
88,,,,,,0,0,0,0,0,0,0
89,,,,,,0,0,0,0,0,0,0
90,,,,,,0,0,0,0,0,0,0
91,"/pvpteam, /pt
VERWENDUNG:
pvpteam [Nachr.]
→ Sendet eine Chat-Nachricht an die Mitglieder des PvP-Teams, unabhängig von dem Areal, in dem sie sich befinden.
Wenn kein Text eingegeben wird, wechselt das Chatlog zum Reiter „PvP-Team“.

Beispiel:
/pvpteam Guten Morgen!
Sendet die Chat-Nachricht „Guten Morgen!“ an alle Mitglieder des PvP-Teams.
/pvpteam
Wechselt den aktiven Reiter des Chatlogs zu „PvP-Team“.",,,/pvpteam,/pt,0,1021,1,0,0,0,0
92,"/wkk, /cwlinkshell, /cwl
VERWENDUNG:
/wkk [Nachr.]

→ Sendet eine Nachricht an alle Mitglieder deines aktiven Welten-Kontaktkreises. Die Entfernung spielt keine Rolle. Wenn keine Nachricht eingegeben wird, ändert dies den Chatmodus zu deinem aktiven „Welten-Kontaktkreis“-Chat",/wkk,,/cwlinkshell,/cwl,0,1021,1,0,0,0,0
93,,,,,,0,0,0,0,0,0,0
94,,,,,,0,0,0,0,0,0,0
95,,,,,,0,0,0,0,0,0,0
96,,,,,,0,0,0,0,0,0,0
97,,,,,,0,0,0,0,0,0,0
98,,,,,,0,0,0,0,0,0,0
99,,,,,,0,0,0,0,0,0,0
100,,,,,,0,0,0,0,0,0,0
101,"/neuling, /neu, /beginner, /b
VERWENDUNG:
/neuling [Nachr.]
→ Sendet allen am Neulings-Chat teilnehmenden PCs eine Nachricht. Wenn keine Nachricht eingegeben wird, ändert dies den Chatmodus zu „Neulinge“.",/neuling,/neu,/beginner,/b,0,1021,1,0,0,0,0
102,"/sagen, /say, /s
VERWENDUNG:
/sagen [Nachr.]
→ Sendet allen in der Nähe befindlichen PCs eine Nachricht. Die Nachricht wird nicht angezeigt, wenn ein PC den „Sagen“-Chatfilter aktiviert hat. Wenn keine Nachricht eingegeben wird, ändert dies den Chatmodus zu „Sagen“.",/sagen,,/say,/s,0,1023,1,0,0,0,0
103,"/schreien, /schr, /shout, /sh
VERWENDUNG:
/schreien [Nachr.]
→ Sendet allen PCs des gesamten Areals eine Nachricht.",/schreien,/schr,/shout,/sh,0,1021,1,0,0,0,0
104,"/flüstern, /fl, /tell, /t
VERWENDUNG:
/flüstern [Name]@[Welt] [Nachr.]
→ Sendet eine Nachricht an den genannten PC auf der genannten Welt. Nachrichten können nur an einen PC auf einer anderen Welt geschickt werden, wenn der Empfänger ein Freund ist oder ein Gruppenanführer, der gerade Grup­pen­mit­glieder sucht. Wenn keine Nachricht eingegeben wird, ändert dies den Chatmodus zu „Flüstern“.
>>Beispiel:
/flüstern Wander Mille@Goldsaucer Hallo!
Sendet die Nachricht „Hallo!“ an den Charakter „Wander Mille“ auf der Welt Goldsaucer.",/flüstern,/fl,/tell,/t,0,1021,3,0,0,0,0
105,"/gruppe, /gr, /party, /p
VERWENDUNG:
/gruppe [Nachr.]
→ Sendet eine Nachricht an alle Mitglieder deiner aktuellen Gruppe. Die Entfernung spielt keine Rolle. Wenn keine Nachricht eingegeben wird, ändert dies den Chatmodus zu „Gruppe“.",/gruppe,/gr,/party,/p,0,1021,1,0,0,0,0
106,"/kreis, /kk, /linkshell, /l
VERWENDUNG:
/kreis [Nachr.]
→ Sendet eine Nachricht an alle Mitglieder deines aktuellen Kontaktkreises. Die Entfernung spielt keine Rolle. Wenn keine Nachricht eingegeben wird, ändert dies den Chatmodus zu „Kontaktkreis“.",/kreis,/kk,/linkshell,/l,0,1021,1,0,0,0,0
107,"/kreis1, /kk1, /linkshell1, /l1
VERWENDUNG:
/kreis1 [Nachr.]
→ Sendet eine Nachricht an alle Mitglieder des Kontaktkreises, dem du Slot 1 zugewiesen hast. Die Entfernung spielt keine Rolle.",/kreis1,/kk1,/linkshell1,/l1,0,1021,1,0,0,0,0
108,"/kreis2, /kk2, /linkshell2, /l2
VERWENDUNG:
/kreis2 [Nachr.]
→ Sendet eine Nachricht an alle Mitglieder des Kontaktkreises, dem du Slot 2 zugewiesen hast. Die Entfernung spielt keine Rolle.",/kreis2,/kk2,/linkshell2,/l2,0,1021,1,0,0,0,0
