#,Text,NpcName,Image
19,"Für den Wieder­aufbau der Himmelsstadt werden spezielle Sammlerstücke erbeten.

Bitte wendet euch an Potkin für eine genauere Erklärung solcher Lieferungen. Danach kann im Handwerker-Notizbuch unter „Der Wieder­aufbau Ishgards“ eingesehen werden, was benötigt wird. Potkin nimmt alle hergestellten Sammlerstücke entgegen und vergütet sie nach Qualität und Art mit .

Wir freuen uns auf viele Lieferungen und eine im neuen Glanz erstrahlende Himmelsstadt.",,0
20,"Die Aufbauprojekte der Himmelsstadt sind gemeinschaftliche Unternehmungen, die freigegeben werden, sobald alle benötigten Materialien abgeliefert wurden.

Um die Teilnahme so vieler Helferinnen und Helfer wie möglich zu gewährleisten, wird der Beginn eines jeden Aufbauprojekts frühzeitig am  bekannt gegeben. Bitte haltet euch diesbezüglich auf dem Laufenden.

Die Aufbauprojekte reichen von Beseitigung von Schutt bis zur Errichtung von Gebäuden. Welche Arbeiten genau anfallen, ist ebenfalls dem Schwarzen Brett zu entnehmen. Die Teilnahme an solcherlei Projekten wird mit  vergütet.

Wir danken allen Unterstützerinnen und Unterstützern für ihre Mühen.

**Die Arbeiten sind abgeschlossen. Es sind keine weiteren Aufbauprojekte gepalnt.**",,0
21,"*Der Wieder­aufbau Ishgards* ist ein öffentliches Großprojekt, das auf gemeinsamen Beschluss des Oberhauses und Unterhauses ins Leben gerufen wurde.

Im Zuge des verabschiedeten Großprojekts werden nunmehr Arbeitskräfte jedweden Standes für die Wiedererrichtung der Himmelsstadt gesucht. Diese Ausschreibung richtet sich nicht nur an die Bürger Ishgards selbst, sondern an Experten ihrer Zunft aus ganz Eorzea und darüber hinaus.

Mithilfe und Unterstützung wird mit speziellen  vergütet, die in der Himmelsstadt nach Belieben gegen diverse Gegenstände getauscht werden können. Für Rückfragen bitten wir, sich an Enie zu wenden. Des Weiteren wird auf  hingewiesen, an dem die Fortschritte des Wieder­aufbaus und insbesondere anstehende Aufbauprojekte eingesehen werden können.

**Der Wieder­aufbau ist abgeschlossen. Wir danken allen Helfern von ganzem Herzen für ihre Hilfe.**",,0
22,Die Arbeiten am Kreuzkarst-Spalier haben begonnen!,Francel,0
23,Die Arbeiten an der Estrade der Sankt Roelle haben begonnen!,Francel,0
24,Die Arbeiten am Genist haben begonnen!,Francel,0
25,Das Genist wurde vollständig wiederaufgebaut!,Francel,0
26,"An alle Helferinnen und Helfer,

Ich bin überwältigt, wie viel Zuspruch der Wieder­aufbau erhalten hat. So viel, dass euch dadurch allerart Un­annehm­lichkeiten entstanden sind. Für diese möchte ich mich aufrichtig entschuldigen. Unser nächstes Projekt ist das Genist - ein wiedererrichteter Wohnbezirk, der jenen ein neues Zuhause werden soll, die ihre Heime an die Feuer des Krieges verloren haben. Wir beginnen dieses Großprojekt mit dem Bau des Kreuzkarst-Spaliers und der Estrade der Sankt Roelle, die letztlich in das eigentliche Genist münden werden. Wie immer danke ich allen Helferinnen und Helfern aus tiefstem Herzen.

Francel Haillenarte",,70308
27,"Der Wieder­aufbau geht weiter, meine Lieben. Dafür muss der Schutt des eingestürzten Turms im Norden weggeräumt werden. Der Arbeitsablauf gestaltet sich wie folgt:

1. Große Trümmer zu kleineren Stücken schlagen
2. Trümmerteile aussortieren und transportbereit machen
3. Trümmerteile zum Abladeplatz schaffen

Und das war's auch schon.

Grüße
Augebert",,70309
28,"Hier schreibt Flotpassant aus der Materialkontrolle! Ich darf berichten, dass wir uns nach wie vor dem eingestürzten Turm widmen, den es wegzuräumen gilt. Passt gut auf eure Füße auf, der Pfad ist schmal und alles liegt voller Geröll!

1. Große Trümmer zu kleineren Stücken schlagen
2. Trümmerteile aussortieren und transportbereit machen
3. Trümmerteile zum Abladeplatz schaffen

Außerdem will ich noch einmal darauf hinweisen, dass Sammler nun zum Diadem fliegen und dort Rohmaterialien für den Wieder­aufbau
sammeln dürfen!

Flotpassant",,70310
29,"Hallihallo, hier Lizbeth von der Kupo-Tombola! Mit dem Kreuzkarst-Spalier kommen wir ausgezeichnet voran, weiter so! Im Moment stehen zwei Arten von Arbeit an:

Das Große Aufräumen
1. Die allerletzten Trümmerteile aus dem Spalier schaffen

Das Große Pflastern
1. Benötigte Materialien von einem Materialstapel holen
2. Die Materialien an einer Sandgrube sieben
3. Pflasterlücken mit Fugensand schließen

Lizbeth",,70311
30,"Die Arbeiten am Kreuzkarst-Spalier neigen sich dem Ende! Der große Platz in der Mitte ist der erste Schritt zu einer ordentlichen Flaniermeile, legt euch also nochmal richtig ins Zeug.

1. Materialien von einem Materialstapel holen
2. Die Materialien an einer Werkbank verarbeiten
3. Die fertigen Erzeugnisse zu einer Baustelle bringen

Und das war's auch schon.

Grüße
Augebert",,70312
31,"Liebe Helferinnen und Helfer,

Das Kreuzkarst-Spalier erstreckt sich vor uns als ein Weg in die Zukunft der Himmelsstadt! Wie immer danke ich allen Helferinnen und Helfern aus tiefstem Herzen.
Als Nächstes soll die Estrade der Sankt Roelle zum Lustwandeln einladen. Auch wenn dies kein einfaches Unterfangen wird, so weiß ich doch, dass vereinte Kräfte auch Unmögliches möglich machen!

Francel Haillenarte",,70313
32,"Nach viel Schweiß und harter Arbeit ist das Kreuzkarst-Spalier endlich fertig. Zeit zum Ausruhen haben wir allerdings nicht, denn es geht sofort mit dem nächsten Aufbauprojekt weiter. Folgendes gibt es zu tun:

1. Benötigte Materialien von einem Materialstapel holen
2. Die Materialien an einer Werkbank verarbeiten
3. Die fertigen Erzeugnisse zu einer Baustelle bringen

Und das war's auch schon.

Grüße
Augebert",,70314
33,"Zum Gruße, werte Helferinnen und Helfer. Hier schreibt Ludovraint, Vorstand des Ishgarder Turniers der Talente, in großer Vorfreude auf die gänzlich von Schutt und Unrat befreite Estrade von Sankt Roelle. Diese Arbeiten gilt es dafür zu verrichten:

1. Große Trümmer zu kleineren Stücken schlagen
2. Trümmerteile aussortieren und transportbereit machen
3. Trümmerteile zum Abladeplatz schaffen

Möge euch die Arbeit leicht von der Hand gehen.

Ludovraint",,70315
34,"Im nächsten Aufbauprojekt soll die Estrade der Sankt Roelle vollständig aufgeräumt und gepflastert werden. Der Ablauf gestaltet sich wie folgt:

Aufräumen
1. Die letzten Trümmerteile aus der Estrade schaffen

Pflastern
1. Benötigte Materialien von einem Materialstapel holen
2. Die Materialien an einer Sandgrube sieben
3. Pflasterlücken mit Fugensand schließen

Augebert",,70316
35,"Der neuen Estrade fehlt noch der letzte Schliff - namentlich ein kleiner Kanal und eine Bühne. Mit dem folgenden Ablauf haben wir beides im Hand­umdrehen erledigt:

1. Materialien von einem Materialstapel holen
2. Die Materialien an einer Werkbank verarbeiten
3. Die fertigen Erzeugnisse zu einer Baustelle bringen

Und das war's auch schon.

Grüße
Augebert",,70317
36,"Meine Lieben!

Die Estrade der Sankt Roelle ist vollendet! Ihre sanft plätschernden Wasser und der Ausblick von der Bühne sollen sie für alle Bewohnerinnen und Bewohner der Himmelsstadt zu einem ruhigen Platz des Lustwandelns machen.
Des Weiteren können wir uns nun *endlich* dem eigentlichen Wohnbezirk widmen und ihn mit neuen Häusern füllen, auf dass kein Ishgarder mehr in der Kälte frieren muss. Denkt bei jedem Hammerschlag, bei jedem Sägestreich an dieses noble Ziel. Ich verlasse mich auf eure fähigen Hände.

Francel Haillenarte",,70318
37,"Endlich ist es so weit und wir widmen uns dem eigentlichen Wohnbezirk. Wie immer gilt es fürs Erste, den Schutt zu beseitigen. Das verläuft wie folgt:

1. Große Trümmer zu kleineren Stücken schlagen
2. Trümmerteile aussortieren und transportbereit machen
3. Trümmerteile zum Abladeplatz schaffen

Und das war's auch schon.

Grüße
Augebert",,70319
38,"Potkin hier! Ich bin wie immer überwältigt von den vielen Lieferungen, die ich jeden Tag entgegennehmen darf! Dank eures Fleißes steht das nächste Projekt schon in den Startlöchern und dies gilt es dafür zu tun:

1. Große Trümmer zu kleineren Stücken schlagen
2. Trümmerteile aussortieren und transportbereit machen
3. Trümmerteile zum Abladeplatz schaffen

Meinen herzlichsten Dank an alle Helferinnen und Helfer!

Potkin",,70320
39,"Hallo ihr Lieben, Lizbeth hier! Das Genist ist jetzt fast komplett von Schutt befreit und wir befinden uns im absoluten Endspurt, bevor es an den Häuserbau gehen kann! Ihr wisst ja, wie es geht:

1. Große Trümmer zu kleineren Stücken schlagen
2. Trümmerteile aussortieren und transportbereit machen
3. Trümmerteile zum Abladeplatz schaffen

Ich sehe euch beim Glücks-Kupo!

Lizbeth",,70321
40,"Alle Trümmer beseitigt! Es verbleiben nur noch ein paar Kiesel, die weggeräumt werden können, während wir uns bereits ans Pflastern machen können. Das Genist nimmt Gestalt an.

Aufräumen
1. Die letzten Trümmerteile aus dem Genist schaffen

Pflastern
1. Benötigte Materialien von einem Materialstapel holen
2. Die Materialien an einer Sandgrube sieben
3. Pflasterlücken mit Fugensand schließen

Augebert",,70322
41,"Nach all der Arbeit und all den Mühen können wir uns endlich an die eigentlichen Häuser machen. Ein herzliches Dankeschön an die fleißigen Helfer. Der Arbeitsplan gestaltet sich wie folgt:

1. Materialien von einem Materialstapel holen
2. Die Materialien an einer Werkbank verarbeiten
3. Die fertigen Erzeugnisse zu einer Baustelle bringen

Behaltet unser nobles Ziel stets vor Augen.

Grüße
Augebert",,70323
42,"Im Genist sprießen mehr und mehr Häuser aus dem Boden - ein warmes Dankeschön an alle Handwerker an dieser Stelle! Noch stecken wir allerdings mitten im Projekt und bitten daher um weitere Mithilfe:

1. Materialien von einem Materialstapel holen
2. Die Materialien an einer Werkbank verarbeiten
3. Die fertigen Erzeugnisse zu einer Baustelle bringen

Denkt daran, eure Aufbauscheine einzutauschen!

Enie",,70324
43,"Willkommen in der dritten und letzten Phase unseres Aufbauprojekts! Es ist fast geschafft und am grundsätzlichen Plan ändert sich wenig:

1. Materialien von einem Materialstapel holen
2. Die Materialien an einer Werkbank verarbeiten
3. Die fertigen Erzeugnisse zu einer Baustelle bringen

Und das war's auch schon.

Grüße
Augebert",,70325
44,"Meine Lieben!

Ich vermag es kaum in Worte zu fassen, welche Gefühle mich beim Anblick der Straßen und Häuser des Genists überkommen. Ihr habt wirklich alles getan, um die Vision eines neuen Zuhauses für die Frierenden und Hungernden Wirklichkeit werden zu lassen. Nun obliegt es mir, die Himmelsstadt mit Leben zu füllen. Und euch, meine wackeren Helferinnen und Helfer, bitte ich um ein wenig Geduld. Das nächste Großprojekt unseres waghalsigen Traums will geplant werden.

In tiefer Demut und Dankbarkeit

Francel Haillenarte",,70326
45,"Das Glücks-Kupo ist das neue Rubbellos-System der Himmelsstadt, das eng mit Potkins Materiallieferungen verknüpft ist.

Bei der Lieferung von bestimmten Materialien erhalten Handwerkerinnen und Handwerker nun Kupo-Stempel. Für fünf Stempel gibt es einen Glücks-Kupopon, der wiederum gegen ein Rubbellos getauscht werden kann.

Auf dem Los befindet sich ein Kästchen auf der linken Seite, das Symbole im Wert von 2 bis 4 bereit hält, und drei Kästchen auf der rechten Seite, die alle Symbole inklusive der Niete verbergen. Jedes Symbol entspricht einem Preis, der sich von Los zu Los unterscheidet - selbst­verständ­lich auch Exklusivgewinne! Für weitere Fragen steht Lizbeth gerne zur Verfügung.",,0
46,"Das Diadem, die fliegende Inselkette in den Wolken, reich an Bodenschätzen und Ressourcen, ist nunmehr der Öffentlichkeit zugänglich.

In diesem Sinne bieten wir fähigen Sammlerinnen und Sammlern Expeditionen zum Diadem an. Zusätzlich beinhaltet eine solche Exkursion eine spezielle Waffe namens Ätherschütz, die zur Tilgung der Diadem-Bestien dient.

Es gilt zu beachten, dass alle Materialien aus dem Diadem einer speziellen Kontrolle unterzogen werden müssen. Sammler wenden sich mit ihrer Ausbeute bitte an Flotpassant. Jegliche Ressourcen werden an dieser Stelle mit  vergütet.

Sammler wenden sich bitte mit weiteren Fragen an Aurvael, dem Leiter der Diadem-Erschließung.",,0
47,Die Arbeiten am Federfall-Quartier haben begonnen!,Francel,0
48,Die Arbeiten an der Allee des Abakus haben begonnen!,Francel,0
49,Die Arbeiten am Raureif-Refugium haben begonnen!,Francel,0
50,Das Genist wurde vollständig wiederaufgebaut!,Francel,0
51,"Liebe Helferinnen und Helfer,
mit eurer tatkräftigen Unterstützung konnte der Wieder­aufbau des Genists in Rekordzeit abgeschlossen werden. Nach und nach ziehen immer mehr neue Bewohner in das frisch renovierte Wohngebiet. Tausend Dank!
Als nächstes Projekt wollen wir das Federfall-Quartier als Handelsbezirk ausbauen, um die Wirtschaft der Himmelsstadt zu stärken. Als Generaldirektor werde ich selbst­verständ­lich auch dieses Projekt nach bestem Wissen und Gewissen leiten und hoffe weiterhin auf eure Hilfe. Gemeinsam werden wir auch dieses Unterfangen erfolgreich bewältigen!

Francel Haillenarte",,70327
52,"Hallo, hier ist Augebert, der Bauleiter des Wieder­aufbauprojekts. Für den Ausbau des Federfall-Quartiers zum Handelsbezirk müssen wir den Platz der Habenichtse von Schutt und Trümmern befreien.

Die Arbeits­schritte sind:
1. Große Trümmer zu kleineren Stücken schlagen
2. Trümmerteile aussortieren und transportbereit machen
3. Trümmerteile zum Abladeplatz schaffen

Herzliche Grüße
Augebert",,70328
53,"Hallo, ich bin Eilonwy und ich kümmere mich um die Instandhaltung der Arbeitsmaterialien und Werkzeuge.
Bitte helft uns dabei, das Federfall-Quartier von Trümmern zu befreien. Dafür müssen wir:
1. Große Trümmer zu kleineren Stücken schlagen
2. Trümmerteile aussortieren und transportbereit machen
3. Trümmerteile zum Abladeplatz schaffen

Ich versorge euch gerne mit Reparaturmaterial, Farbstoffen und anderen praktischen Dingen.

Frohes Schaffen!
Eilonwy",,70329
54,"Zum Gruße, werte Helferinnen und Helfer. Ich, Ludovraint, Vorstand des Ishgarder Turniers der Talente, danke euch für euren unermüdlichen Einsatz für den Wieder­aufbau der Himmelsstadt! Ich bin schier überwältigt von eurer Tatkraft und eurer Hingabe, die ihr an den Tag legt. Weiter so! Derzeit gibt es folgende Arbeiten zu verrichten:
1. Große Trümmer zu kleineren Stücken schlagen
2. Trümmerteile aussortieren und transportbereit machen
3. Trümmerteile zum Abladeplatz schaffen

Und vergesst nicht, eure wohlverdienten Belohnungen für erreichte Punkte abzuholen.

Viel Erfolg!
Ludovraint",,70330
55,"Wer kann uns im Federfall-Quartier zur Hand gehen? Folgendes steht an:

Aufräumen
1. Die letzten Trümmerteile wegschaffen

Pflastern
1. Benötigte Materialien von einem Materialstapel holen
2. Die Materialien an einer Sandgrube sieben
3. Pflasterlücken mit Fugensand schließen

Ich besorge auch neue Tauschgegenstände für euch. Versprochen!

Lizbeth",,70331
56,"Vielen Dank für eure fleißige Hilfe bei den Aufräumarbeiten im Federfall-Quartier! Als Nächstes können wir mit der Konstruktion der Wohn- und Handelsgebäude beginnen. Dabei haben wir wahrlich Großes vor!
Der Arbeitsplan gestaltet sich wie folgt:

1. Materialien von einem Materialstapel holen
2. Die Materialien an einer Werkbank verarbeiten
3. Die fertigen Erzeugnisse zu einer Baustelle bringen

Auf geht's, frisch ans Werk!
Augebert",,70332
57,"Vielen Dank für die zahlreichen Lieferungen. Auf euch ist wirklich Verlass! Sicher packt ihr auch bei den folgenden Arbeiten kräftig mit an.

1. Materialien von einem Materialstapel holen
2. Die Materialien an einer Werkbank verarbeiten
3. Die fertigen Erzeugnisse zu einer Baustelle bringen

Meinen herzlichsten Dank an alle Helferinnen und Helfer!
Potkin",,70333
58,"Die Arbeiten an den Wohngebäuden gehen gut voran. Wenn ihr euch weiter so ins Zeug legt, sind wir ruckzuck fertig.
Folgende Aufgaben stehen an:

1. Materialien von einem Materialstapel holen
2. Die Materialien an einer Werkbank verarbeiten
3. Die fertigen Erzeugnisse zu einer Baustelle bringen

Ich hoffe auch sehr, dass die Sammler weiter Rohmaterialien für den Wieder­aufbau vom Diadem zu uns bringen!
Flotpassant",,70334
59,"Dank euch sind die Arbeiten im Federfall-Quartier vollständig abgeschlossen. Durch die neue Zweigstelle der Himmelsstahl-Werkstätte konnte die Produktionsleistung erheblich gesteigert werden. Großartige Arbeit, Leute! Als Nächstes wenden wir uns der Allee des Abakus zu, der seinem Namen als wichtiges Rechengerät der Händler alle Ehre machen soll. Dabei hoffen wir natürlich wieder auf eure tatkräftige Unterstützung!

Francel Haillenarte",,70335
60,"Die Allee des Abakus soll an das Kreuzkarst-Spalier anschließen, doch wir müssen sie zuerst von Schutt und Trümmern befreien. Bitte helft uns dabei!

Die Arbeits­schritte sind:
1. Große Trümmer zu kleineren Stücken schlagen
2. Trümmerteile aussortieren und transportbereit machen
3. Trümmerteile zum Abladeplatz schaffen

Passt auf, dass ihr auf den schrägen Flächen nicht ausrutscht!

Augebert",,70336
61,"Mit Kupo-Nüssen kann ich leider nicht dienen, aber Kupopons bekommt ihr weiterhin bei mir! Folgende Aufgaben stehen an:

Aufräumen
1. Die letzten Trümmerteile wegschaffen

Pflastern
1. Benötigte Materialien von einem Materialstapel holen
2. Die Materialien an einer Sandgrube sieben
3. Pflasterlücken mit Fugensand schließen

Herzlichen Dank!
Eure Lizbeth",,70337
62,"Ehrenwerte Handwerker und Sammler, helft uns, auf der Allee des Abakus eine prächtige Statue zu errichten.
Folgende Aufgaben müssen dafür bewältigt werden:

1. Materialien von einem Materialstapel holen
2. Die Materialien an einer Werkbank verarbeiten
3. Die fertigen Erzeugnisse zu einer Baustelle bringen

Ich bin schon sehr gespannt, welch wundervollen Werke ihr mit euren geschickten Händen erschaffen werdet.

Gutes Gelingen!
Ludovraint",,70338
63,"Ein herzliches Dankeschön an alle fleißigen Helferinnen und Helfer, die bei der Allee des Abakus mitgewirkt haben! Die Arbeiten dort wurden erfolgreich abgeschlossen, sodass wir uns nun dem Raureif-Refugium zuwenden können. Dort soll eine große Unterkunft für viele Handwerker und Arbeiter Ishgards entstehen.

Das Gebäude können wir nur mit vereinten Kräften fertigstellen. Bitte unterstützt uns dabei!

Francel Haillenarte",,70339
64,"Mit dem Raureif-Refugium entsteht eine große Unterkunft für viele Handwerker und Arbeiter. Bei den Bauarbeiten brauchen wir dringend eure Hilfe!

Die Arbeits­schritte sind:
1. Materialien von einem Materialstapel holen
2. Die Materialien an einer Werkbank verarbeiten
3. Die fertigen Erzeugnisse zu einer Baustelle bringen

Es ist das letzte Projekt der aktuellen Saison, also packt noch einmal kräftig mit an!

Augebert",,70340
65,"Die Arbeiten am Raureif-Refugium sind erfolgreich abgeschlossen, und damit auch sämtliche Arbeiten der aktuellen Saison. Das war nur mit eurer unermüdlichen Hilfe möglich. Für euren Einsatz und eure Hingabe danke ich euch von ganzem Herzen! Ishgard steht zutiefst in eurer Schuld!
Ishgard plant nun, die Steuern und Abgaben für alle Produzenten und Händler in dem neuen Quartier zu senken, um die Geschäfte dort anzukurbeln. Ich hoffe, das neue Quartier wird gut angenommen und schon bald voller Leben sein.

Francel Haillenarte",,70341
66,Die Arbeiten im westlichen Himmelsang haben begonnen!,Francel,0
67,Die Arbeiten an der Balladenpassage haben begonnen!,Francel,0
68,Die Arbeiten im östlichen Himmelsang haben begonnen!,Francel,0
69,Die Arbeiten am Monument der Arbeit haben begonnen!,Francel,0
70,Die Himmelsstadt wurde vollständig wiederaufgebaut!,Francel,0
71,"Liebe Helferinnen und Helfer,

dank eurer tatkräftigen Unterstützung konnte das Federfall-Quartier in Rekordzeit abgeschlossen werden. Nach und nach eröffnen immer mehr Händler aus aller Welt ihre Stände im neuen Handelszentrum der Himmelsstadt.

Als Nächstes werden wir ein kulturelles Zentrum in der Himmelsstadt errichten, das wir „Himmelsang“ getauft haben. Ich werde selbst­verständ­lich auch dieses Projekt nach bestem Wissen und Gewissen leiten und hoffe weiterhin auf eure Hilfe.

Francel Haillenarte",,70342
72,"Verehrte Helfer und Helferinnen,

bevor wir mit den Wieder­aufbauarbeiten im westlichen Himmelsang beginnen können, müssen wir das Areal zuerst von Schutt und Trümmern befreien. Bitte helft uns dabei!

Die Arbeits­schritte sind:
1. Große Trümmer zu kleineren Stücken schlagen
2. Trümmerteile aussortieren und transportbereit machen
3. Trümmerteile zum Abladeplatz schaffen

Bitte die vorgeschriebenen Arbeitsschutzmaßnahmen beachten!

Augebert",,70343
73,"Halone zum Gruße, werte Helferinnen und Helfer, hier schreibt Ludovraint, Vorstand des Ishgarder Turniers der Talente, in großer Vorfreude auf das gänzlich von Schutt und Unrat befreite westliche Himmelsang. Die Aufgaben:

Schutt räumen
1. Die allerletzten Trümmerteile aus dem Viertel schaffen

Straßen pflastern
1. Benötigte Materialien von einem Materialstapel holen
2. Die Materialien an einer Sandgrube sieben
3. Pflasterlücken mit Fugensand schließen

Ludovraint",,70344
74,"Ergreift die Hämmer und Sägen, ein neues Kulturviertel wird errichtet! Nachdem das westliche Himmelsang von Schutt und Geröll befreit ist, können wir nun mit der Errichtung neuer Behausungen beginnen!

1. Materialien von einem Materialstapel holen
2. Die Materialien an einer Steinsäge verarbeiten
3. Die fertigen Erzeugnisse zu einer Baustelle bringen

Stein auf Stein, Balken für Balken geht es voran!

Grüße
Augebert",,70345
75,"Eure Schaffenskraft ist gefragt, fleißige Handwerkerinnen und Handwerker! Falls jemand fragt: Mit Kupo-Nüssen kann ich leider nicht dienen, aber Kupopons bekommt ihr weiterhin bei mir!

Dabei brauchen wir eure Hilfe:
1. Materialien von einem Materialstapel holen
2. Die Materialien an einer Steinsäge verarbeiten
3. Die fertigen Erzeugnisse zu einer Baustelle bringen

Stein auf Stein, Balken für Balken geht es voran!

Liebe Grüße
Eure Lizbeth",,70346
76,"Hallo, verehrte Freundinnen und Freunde des Handwerks! Das Ende der Arbeiten im westlichen Himmelsang ist in Sicht! Schneefeste Dächer werden gedeckt, prächtige Doppelfenster eingesetzt und kleine Vorgärten angelegt.

Eure Aufgaben:
1. Materialien von einem Materialstapel holen
2. Die Materialien an einer Steinsäge verarbeiten
3. Die fertigen Erzeugnisse zu einer Baustelle bringen

Möge Himmelsstadt in neuer Pracht erstrahlen!
Potkin",,70347
77,"Halone zum Gruße, verehrte Handwerkerinnen und Handwerker!

Meinen zutiefst empfundenen Dank an die unermüdlichen Arbeiter, die beim Wieder­aufbau des westlichen Teils von Himmelsang geholfen haben. Der erste große Schritt zur Errichtung des neuen Kulturviertels ist getan. Doch die nächste Aufgabe wartet bereits: Die Balladenpassage wird das verbindende Element zwischen Himmelsang und Ishgard. Ihre Schönheit soll den Barden eine Inspiration sein!

Auf ein gutes Gelingen!
Francel Haillenarte",,70353
78,"Hier schreibt Flotpassant aus der Materialkontrolle! Ich wurde mit der Aufsicht zu den abschließenden Arbeiten an der Balladenpassage betraut. Das Ziel ist in Sicht.

Die Aufgaben:
1. Materialien von einem Materialstapel holen
2. Die Materialien an einer Steinsäge verarbeiten
3. Die fertigen Erzeugnisse zu einer Baustelle bringen

Und  denkt daran: Maßarbeit ist gefragt!
Flotpassant",,70354
79,"Verehrte Helferinnen und Helfer,
in kürzester Zeit ist es uns gelungen, den westlichen Teil des neuen Kulturviertels „Himmelsang“, sowie die neue Balladenpassage zu errichten. Das Ergebnis eurer harten Arbeit ist nichts weniger als prächtig!

Zur Fertigstellung des neuen Kulturviertels - dem Herzen unseres neuen Stadtteils - fehlt nun noch der östliche Teil von Himmelsang. Er soll nicht nur als Wohnort für die Bürger der Himmelsstadt dienen, sondern auch ein Ort der Erholung werden!

Packen wir es an!

Francel Haillenarte",,70348
80,"Bevor wir mit den Wieder­aufbauarbeiten im östlichen Himmelsang beginnen können, müssen wir das Areal zuerst wieder von Schutt und Trümmern befreien. Dafür benötigen wir erneut fleißige Helfer.

Folgende Arbeiten sind zu erledigen:
1. Große Trümmer zu kleineren Stücken schlagen
2. Trümmerteile aussortieren und transportbereit machen
3. Trümmerteile zum Abladeplatz schaffen

Nochmal zur Erinnerung: Arbeitsschutz nicht vergessen!

Augebert",,70349
