#,Stats,Description,Icon,RequiredForQuest,PreviousQuest,Location,Number,LocationKey,TargetsEnemy,TargetsSelfOrAlly,CauseSlow,CausePetrify,CauseParalysis,CauseInterrupt,CauseBlind,CauseStun,CauseSleep,CauseBind,CauseHeavy,CauseDeath
38,"**Typus: **Magie
**Element: **Blitz
**Rang: **★★
","Angriffstalent der Chimära.
Eine blaumagische Version der Gabe, Blitze auf die Umgebung niederfahren zu lassen, welche die Chimära von ihrem Drachenteil geerbt hat. ",72238,0,0,12,34,4,True,False,False,False,True,False,False,False,False,False,False,False
39,"**Typus: **Magie
**Element: **---
**Rang: **★★
","Von Salamandern absorbierter Blauzauber.
Blendet Angreifer mit einem hellen Lichtblitz und steigert ihre Verwundbarkeit.",72239,0,0,67,43,1,True,False,False,False,False,False,False,False,False,False,False,False
40,"**Typus: **Magie
**Element: **---
**Rang: **★★★
","Von Kraken stammender Blauzauber.
Eine Weiterentwicklung der Wasserkanone, mit der Angreifer durch einen Strahl dickflüssiger Tinte geblendet werden.",72240,0,0,28,37,4,True,False,False,False,False,False,True,False,False,False,False,False
41,"**Typus: **Physisch/Stich
**Element: **Neutral
**Rang: **★
","Blaumagisches Imitat einer Apkallu-Attacke.
Dieser Zauber ahmt die unappetitliche Angewohnheit der Apkallu nach, ihren Gegnern verschluckte Fische ins Gesicht zu spucken. Verschlägt dem Opfer nicht selten die Sprache.",72241,0,0,32,24,1,True,False,False,False,False,True,False,False,False,False,False,False
42,"**Typus: **Magie
**Element: **---
**Rang: **★★★★
","Schutzzauber eines Panzerdrachen.
Eine Anhäufung von Erdäther errichtet eine magische Barriere, die Kleidung und Rüstung härtet und jegliche Bewegung unmöglich macht.",72242,0,0,25,29,4,False,True,False,False,False,False,False,False,False,False,False,False
43,"**Typus: **Physisch/Stich
**Element: **Feuer
**Rang: **★★★
","Traditionelle Attacke der Mamool Ja.
Ein Ango genannter, mit einer Prise Feueräther versehener Wurfspeer. Der Speer ist eine blaumagische Illusion, der Schmerz ist echt.",72243,0,0,30,38,4,True,False,False,False,False,False,False,False,False,False,False,False
44,"**Typus: **Magie
**Element: **Wind
**Rang: **★★★★★
","Garudas Gabe.
Unbarmherzig bohren sich die Federn der Windgöttin in ihre Opfer und lassen sie sich schmerzvoll winden.",72244,0,0,65,44,4,True,False,False,False,False,False,False,False,False,False,False,False
45,"**Typus: **Magie
**Element: **Feuer
**Rang: **★★★★★
","Ifrits Verheißung.
Unerträglich heißes Magma schießt in flammenden Säulen aus der Erde, zu Ehren des Primae des Feuers.",72245,0,0,63,45,4,True,False,False,False,False,False,False,False,False,False,False,False
46,"**Typus: **Physisch/Schlag
**Element: **Erde
**Rang: **★★★★★
","Terror des Titan.
Als würden die höchsten Gipfel der Welt zerbrechen und auf den Planeten niederregnen, so begräbt der erdbasierte Äther die Opfer dieses Zaubers.",72246,0,0,64,46,4,True,False,False,False,False,False,False,False,False,False,False,False
47,"**Typus: **Magie
**Element: **Blitz
**Rang: **★★★★★
","Ramuhs Raserei.
Wenn Blitze zucken und der Donner grollt, spielt Ramuh sein zerstörerisches Spiel. Geeignet, ganze Areale zu erschüttern.",72247,0,0,78,47,4,True,False,False,False,False,False,False,False,False,False,False,False
48,"**Typus: **Magie
**Element: **Eis
**Rang: **★★★★★
","Shivas Stärke.
Kein Blaumagier spannte je den magischen Bogen und verschoss die eisigen Pfeile, ohne das Heulen auf den frostigen Ebenen von Ishgard zu hören.",72248,0,0,80,48,4,True,False,False,False,False,False,False,False,False,False,False,False
49,"**Typus: **Magie
**Element: **Wasser
**Rang: **★★★★★
","Leviathans Barriere.
Ein Schleier, genährt aus dem wasserbasierten Umgebungsäther, spannt sich auf, um jeden schädlichen Einfluss von dem Magier wegzuwaschen.",72249,0,0,73,49,4,False,True,False,False,False,False,False,False,False,False,False,False
50,"**Typus: **Magie
**Element: **Wind
**Rang: **★★
","Sturmwind eines Greifen.
Der orkanartige Wind dieses Zaubers wird von wilden Greifen eingesetzt, um unliebsame Besucher aus ihrem Territorium zu vertreiben.",72251,0,0,36,50,4,True,False,False,False,False,False,False,False,False,False,False,False
51,"**Typus: **Magie
**Element: **Wasser
**Rang: **★★★
","Flut des belebten Wassers.
Bei dieser Technik manipuliert das belebte Wasser seine eigene Flüssigkeit, um eine verheerende Flut auszulösen, die selbst bullige Feinde wegspült.",72252,0,0,114,51,4,True,False,False,False,False,False,False,False,False,False,False,False
52,"**Typus: **Magie
**Element: **Eis
**Rang: **★★★★
","Eisiger Atem des Yetis.
Der Yeti kann seinen eigenen Atem so stark abkühlen, dass er wasseraspektierten Äther gefrieren lässt. Diese Magie ist besonders effektiv gegen Gegner, die an Wassersucht leiden.",72253,69269,69268,2200,52,1,True,False,False,True,False,False,False,False,False,False,False,False
53,"**Typus: **Magie
**Element: **Blitz
**Rang: **★★
","Schockende Seeschlangenspucke.
Bei dieser Technik wird eine elektrisch geladene Wasserblase verspeit, die der Beute beim Einschlag einen ordentlichen Schlag versetzt.",72254,0,0,2100,53,1,True,False,False,False,False,False,False,False,False,False,False,False
54,"**Typus: **Physisch
**Element: **---
**Rang: **★★
","Speer der Panzerpuppe.
Der furcht­ein­flößende Speer der Panzerpuppe wird repliziert und dann sichelförmig geschwungen, um Gegner schneller umzumähen als sie blinzeln können.",72255,0,0,112,54,4,True,False,False,False,False,False,False,False,False,False,False,False
55,"**Typus: **Physisch
**Element: **---
**Rang: **★★★★
","Schwerter des gehörnten Dämons.
Der Äther wird zu einer Kugel aus Schwertern geformt, die dann auf das Ziel in ihrer Mitte einstechen. Dies hat für gewöhnlich den Effekt, den Feind zu paralysieren.",72256,0,0,31,55,4,True,False,False,False,True,False,False,False,False,False,False,False
56,"**Typus: **Magie
**Element: **---
**Rang: **★
","Urschrei eines Paissas.
Dieser Zauber imitiert den schrillen Schrei eines Paissas, der den Geist des Opfers so vereinnahmt, dass dieses in einen tiefen Schlummer fällt.",72257,0,0,2100,56,1,True,False,False,False,False,False,False,False,True,False,False,False
57,"**Typus: **Magie
**Element: **---
**Rang: **★★
","Schaurige Schallwelle einer Empusa.
Die Empusa generiert ihre schaurige Schallwelle, indem sie Teile ihres Körpers schnell vibrieren lässt. Der resultierende Ton stört bestimmte ätherische Frequenzen, wodurch deren positive Effekte erlöschen.",72258,0,0,2101,57,1,True,False,False,False,False,False,False,False,False,False,False,False
58,"**Typus: **Magie
**Element: **---
**Rang: **★★★
","Heilmagie der Mogrys.
Dieser Zauber scheint sich kaum von jenen der Druiden zu unterscheiden, doch die Mogrys haben ihre eigene Philosophie dazu: „Um dich selbst zu heilen, musst du einfach nur viel Magie in deinem Bommel ansammeln und alles auf einmal loslassen, kupo!“",72259,0,0,66,58,4,False,True,False,False,False,False,False,False,False,False,False,False
59,"**Typus: **Magie
**Element: **---
**Rang: **★★★★
","Verteidigungsmagie der Goblins.
Nur ausgewählte Goblins können diese Technik einsetzen, die durch skrupellose Experimente der Indigohand entwickelt wurde. Dabei weben sie einen dünnen, hautengen Ätherschleier um ihren Körper, um ihre Verteidigung zu verstärken.",72260,0,0,2001,59,1,False,True,False,False,False,False,False,False,False,False,False,False
60,"**Typus: **Magie
**Element: **---
**Rang: **★★
","Byblos-Hammer.
Bei dieser Technik geht ein massiver ätherischer Hammer mit gewaltiger Wucht auf einen Gegner nieder. Dessen Sinnesschärfe ist dadurch naturgemäß in der Regel etwas reduziert.",72261,0,0,196,60,4,True,True,False,False,False,False,False,False,False,False,False,False
61,"**Typus: **Magie
**Element: **---
**Rang: **★
","Pheromon der Falkenkönigin.
Wenn die Falkenkönigin Gefahr wittert, setzt sie ein bestimmtes Pheromon frei, das ihren Schwarm herbeilockt, um sie zu schützen. Ein geübter Magier kann einen ähnlichen magischen Effekt nutzen, um sich einen derartigen Schutzschild zuzulegen.",72262,0,0,41,61,4,False,True,False,False,False,False,False,False,False,False,False,False
62,"**Typus: **Magie
**Element: **---
**Rang: **★
","Poroggo-Gesang.
Dieser Gesang regt Poroggos zum Mittanzen an. Für alle anderen Kreaturen klingt er eher so, als würde ein Frosch von einem Karren überfahren. Die lautstarke Wiedergabe eignet sich daher hervorragend, um sich den Zorn anderer zuzuziehen.",72263,69272,69271,2001,62,1,True,False,False,False,False,False,False,False,False,False,False,False
63,"**Typus: **Magie
**Element: **Wind
**Rang: **★★★★
","Windstoß des Zu.
Eine bevorzugte Technik der Zu, die einen besonders kräftigen Flügelschlag ausführen, um eine Böe aus windaspektiertem Äther zu erzeugen, der so stark komprimiert ist, dass er tödlich wie eine scharfe Klinge ist.",72264,0,0,17,63,4,True,False,False,False,False,False,False,False,False,False,False,False
64,"**Typus: **Magie
**Element: **---
**Rang: **★★★
","Brunftschrei eines Dhalmels.
Bei der richtigen Tonhöhe reagiert der eigene Körper mit einer erhöhten Produktion von Adrenalin, das einem im Kampf einen Vorteil verschafft - oder einen Partner anlockt, falls man ein Dhalmel ist.",72265,69270,69269,2100,64,1,False,True,False,False,False,False,False,False,False,False,False,False
65,"**Typus: **Magie
**Element: **---
**Rang: **★★
","Ätherwelle eines Rosses.
Dieser Zauber wurde entwickelt, um Häretiker zu unterwerfen und entfesselt eine konzentrierte Ätherwelle, die das Fleisch verbrennt und verzerrt, wodurch das Opfer ins Straucheln gerät - besonders dann, wenn es bereits seelische Qualen erleidet.",72266,0,0,34,65,4,True,False,True,False,False,False,False,False,False,False,False,False
66,"**Typus: **Magie
**Element: **---
**Rang: **★★
","Ätherstrahl eines Rosses.
Dieser Zauber soll den Geist von Häretikern mit einem destabilisierenden Ätherstrahl brechen. Umso effektiver, wenn das Ziel bereits an physischen Gebrechen leidet.",72267,0,0,34,66,4,True,False,False,False,False,False,False,False,False,True,False,False
67,"**Typus: **Magie
**Element: **---
**Rang: **★★★★
","Zauber der Nichts­gesand­ten.
Dieser Fluch der Nichts­gesand­ten verdreht den Verstand seines Opfers derart, dass die akuten Qualen zum Organversagen führen.",72268,0,0,31,67,4,True,False,False,False,False,False,False,False,False,False,False,True
68,"**Typus: **Magie
**Element: **---
**Rang: **★★
","Magitek-basierte Werktechnik.
Dieser Zauber beschwört einen Hagel aus illusorischen Raketen, die bei Opfern das Gefühl auslösen, von einer garleischen Magitek-Waffe angegriffen zu werden, worauf ihre Körper entsprechend reagieren.",72269,0,0,219,68,4,True,False,False,False,False,False,False,False,False,False,False,True
69,"**Typus: **Magie
**Element: **---
**Rang: **★★★★
","Inspiriert von einer gottgleichen Maschine.
Die konzentrierte Hitze dieses Strahls vermag Nervenenden abzutöten und Verbindungen zwischen Hirn und Muskeln zu trennen. Durch gezielten Einsatz kann der geübte Magier sein Opfer so be­we­gungs­un­fäh­ig machen.",72270,0,0,115,69,4,True,False,False,False,False,False,False,True,False,False,False,False
70,"**Typus: **Magie
**Element: **---
**Rang: **★
","Ätherfokus der Sabotender.
Wilde Sabotender sollen diese Fähigkeit entwickelt haben, um ihren Äther zu kanalisieren, damit sie besonders fruchtbare Vertreter ihrer Art schützen können.",72271,0,0,26,70,4,False,True,False,False,False,False,False,False,False,False,False,False
71,"**Typus: **Physisch
**Element: **---
**Rang: **★★
","Ver­zweif­lung der Whalaqee.
Diese Nahkampftechnik erlaubt es dem Zaubernden, seine eigenen Gefühle der Ver­zweif­lung ob eines nahenden Todes zu nutzen, um eine letzte Offensive zu starten. Der Name der Kreatur, die sie ursprünglich besaß, bleibt ein Geheimnis.",72272,0,0,0,71,2,True,False,False,False,False,False,False,False,False,False,False,False
72,"**Typus: **Magie
**Element: **---
**Rang: **★★★★
","Revitalisierung der Whalaqee.
Bei diesem Zauber wird heilender Äther durch ein Familiar verstärkt, das ein Bote des Himmels zu sein scheint - ein Konzept, das im Widerspruch zu den religiösen Vorstellungen der Whalaqee steht.",72273,0,0,0,72,2,False,True,False,False,False,False,False,False,False,False,False,False
73,"**Typus: **Magie
**Element: **---
**Rang: **★★
","Die Larvenhäutung der Wamoura.
Die Wamoura stoßen Schadstoffe und Gifte wie eine zweite Haut einfach ab - übrig bleibt ein funkelnder Schauer winziger Schuppen und ein wohliges Gefühl der Frische.",72274,69271,69270,2100,73,1,False,True,False,False,False,False,False,False,False,False,False,False
74,"**Typus: **Magie
**Element: **Blitz
**Rang: **★★★
","Donnerschwinge eines höheren Wyvern.
Mit kraftvollen Stößen fliegen die höheren Wyvern so schnell durch die Wolken, dass sich Blitze bilden. Diese entladen sich dann in einem kraftvollen Schlag und bringen die Muskeln des unglücklichen Opfers zum Erstarren.",72275,0,0,39,74,4,True,False,False,False,False,False,False,False,False,False,True,False
75,"**Typus: **Magie
**Element: **---
**Rang: **★
","Das Jagdverhalten fleischfressender Pflanzen.
In der Blauzauber-Version bleibt der Körper des Opfers zwar intakt, aber sein Äther wird verspeist. Den Zaubernden segnet dieses zweifelhafte Mahl mit physischer Stärke und Regeneration.",72276,0,0,93,75,4,True,True,False,False,False,False,False,False,False,False,False,False
76,"**Typus: **Magie
**Element: **---
**Rang: **★★★
","Das scharfe Auge des Mechanoscholars.
Ein gemeiner Zauber, der die Schwächen einer Kreatur analysiert und verstärkt. Geschaffen wurde er durch Zufall, als ein eifersüchtiger Puppenspieler eine Marionette erschuf, um die angebliche Untreue seines Liebchens aufzudecken.",72277,0,0,196,76,4,True,False,False,False,False,False,False,False,False,False,False,False
77,"**Typus: **Magie
**Element: **---
**Rang: **★★★★
","Blaue Imitationskünste der Ghrah.
Die Ghrah besitzen ein ausgesprochen feines Gespür für die Zusammensetzung des Äthers in einem Wesen. So fein, dass sie diese sogar kopieren und die Stärken ihres Kontrahenten imitieren können.",72278,0,0,40,77,4,False,True,False,False,False,False,False,False,False,False,False,False
78,"**Typus: **Magie
**Element: **Erde
**Rang: **★★★★★
","Ravanas Kampfeslust.
Die unbändige Raserei Ravanas bündelt unzählige winzige Metallsplitter aus dem Erdäther der Umgebung. Diesen tödlichen Geschossen fällt alles zum Opfer, was nicht rechtzeitig in Deckung zu gehen vermag.",72279,0,0,86,78,4,True,False,False,False,False,False,False,False,False,False,False,False
79,"**Typus: **Magie
**Element: **---
**Rang: **★★★★★
","Sophias Strafe.
Die Ikone Sophia duldet keine Störenfriede, die die Balance aller Dinge aus dem Gleichgewicht werfen. Wo Harmonie fehlt, herrscht Zerstörung - und im Zweifelsfall sorgt Sophia selbst dafür.",72280,0,0,183,79,4,True,False,False,False,False,False,False,False,False,False,False,False
80,"**Typus: **Physisch/Schlag
**Element: **---
**Rang: **★★★★★
","Brutalus' Superattacke.
Schwingen der Gerechtigkeit, tragt uns hoch hinauf! Liebe, Freund­schaft und Hoffnung besiegen selbst den stärksten Feind! Hier ... kommt ... der ... GEWISSENSTRITT!",72281,0,0,139,80,4,True,False,False,False,False,False,False,False,False,False,False,False
81,"**Typus: **Physisch/Stich
**Element: **---
**Rang: **★
","Speerfischtechnik der Namazuo.
Dieser schnelle, dreifache Angriff hat sich als äußerst effektiv gegen Kreaturen erwiesen, die den Fischer verspeisen wollten.",72282,0,0,2410,81,1,True,False,False,False,False,False,False,False,False,False,False,False
82,"**Typus: **Magie
**Element: **Blitz
**Rang: **★★
","Blitzschläge der Namazuo.
Vermutlich eher nach dem wohligen Gefühl, das den Ausführenden überkommt, benannt als nach der blitzartigen Zerstörung des fernen Ziels. Von Jägern ersonnen, die es sich am Fluss gemütlich machen und einfach angreifen, was gerade anschwimmt.",72283,69527,69526,2410,82,1,True,True,False,False,False,False,False,False,False,False,False,False
