#,Text,String,Genre,LegacyQuestID,SortKey
146,Rück-Eioberung (Gridania),,345,794,146
147,Das Fest mit dem Feuer,,345,798,147
148,Impertinente Imps,,345,799,148
149,Das Schneeballsystem,,345,800,149
150,Das kalte Herz,,345,801,150
151,Das Ei der Weisen (Limsa Lominsa),,345,803,151
152,Rück-Eioberung (Limsa Lominsa),,345,804,152
153,Gildenaufgaben,,345,808,153
154,"Shposhae, öffne dich",,345,809,154
155,Riskante Geschäfte,,345,810,155
156,Das Formen der Seele,,345,811,156
157,Das Vereinen der Seele,,345,812,157
158,Das Erwecken der Seele,,345,813,158
159,Im Zwielicht der Barriere,,345,815,159
160,Nachschublieferung & Materialbeschaffung,,345,816,160
161,Das Grab der Helden,,345,817,161
162,"Es ist nicht alles Gold, was glänzt",,345,818,162
163,Operation Kerkermeister,,345,820,163
164,Operation Burgfriede,,345,821,164
165,Operation Nebelmarsch,,345,822,165
166,Operation Sandsturm,,345,823,166
167,Wer den Ranzen nicht ehrt,,345,827,167
168,Irgendwas im Busch,,345,828,168
169,Tintennachschub,,345,837,169
170,Ein Schaf unter Wölfen,,345,838,170
171,Investigativer Journalismus,,345,839,171
172,Prophetische Kriminologie,,345,840,172
173,Der verschwundene Ehering,,345,847,173
174,Ein stichfestes Alibi,,345,848,174
175,Saisonales Ereignis,,345,857,175
176,"Jagd nach dem Ei, Teil Zwei",,345,858,176
177,Feuermond-Reigen - Die Rache der Knallomaten,,345,859,177
178,Saisonales Ereignis (Alle Stadtstaaten),,345,860,178
179,Weiler-Versorgung,,345,861,179
180,Professor Eriks Vorlesung,,345,862,180
181,Im Auge des Sturms,,345,866,181
182,Restauration der Reliktwaffen,,345,867,182
183,Pilgerfahrt,,345,868,183
184,Das Schicksal der Silberschwinge,,345,869,184
185,Der Prophet aus den Bergen,,347,1200,254
186,Man wächst mit seinen Aufgaben,,347,1201,255
187,Ein Zeichen von Schwäche,,347,1202,256
188,Das Kreuz mit alten Bräuchen,,347,1203,257
189,Indirektes Kräftemessen,,347,1204,258
190,Wahre Stärke,,347,1205,259
191,Der Professor und dein Lehrmeister,,347,1220,260
192,Spuren der Geschichte,,347,1221,261
193,Auf der Suche nach Macht,,347,1222,262
194,Ätherische Harmonie,,347,1223,263
195,Das Schicksal der Mönche,,347,1224,264
196,Das siebte Chakra,,347,1225,265
197,Ass der Stäbe,,347,1240,266
198,Weicher Wüterich,,347,1241,267
199,"Sticht, sticht, sticht",,347,1242,268
200,Die Spirale des Zorns,,347,1243,269
201,Fünffache Milde,,347,1244,270
202,In Freiheit verbunden,,347,1245,271
203,Der die Stimme vernimmt,,347,1260,272
204,Dürstender Sand,,347,1261,273
205,Fremde Freunde,,347,1262,274
206,Das dunkle Atmen,,347,1263,275
207,"Finde, was dein ist",,347,1264,276
208,Im Nichts vereint,,347,1265,277
209,Freier Paladin,,347,1280,278
210,Leuchtendes Vorbild,,347,1281,279
211,Intrige und Verrat,,347,1282,280
212,Gift im Herzen,,347,1283,281
213,Der rechte Weg,,347,1284,282
214,Das heilige Schwert,,347,1285,283
215,Ouvertüre,,347,1300,284
216,Die Wiege der Poesie,,347,1301,285
217,Das Erbe der Barden,,347,1302,286
218,Der hochmütige Narr,,347,1303,287
219,Des Barden neue Kleider,,347,1304,288
220,Requiem,,347,1305,289
221,Das Auge des Drachen,,347,1320,290
222,Lanzenlegenden,,347,1321,291
223,Narben der Seele,,347,1322,292
224,Doppel-Dragoon,,347,1323,293
225,Fatale Versuchung,,347,1324,294
226,Klüfte der Feindschaft,,347,1325,295
227,Zwei Seiten der Wahrheit,,348,1400,185
228,Aspirant beim Mahlstrom,,348,1401,186
229,Flottentaler du musst wandern,,348,1402,187
230,Elektronische Kriegsführung,,348,1403,188
231,Rede zur Freiheit,,348,1404,189
232,Blut für Erdseim,,348,1405,190
233,Treueeid für den Mahlstrom,,348,1406,191
234,Der Kerker von Toto-Rak (Limsa Lominsa),,348,1409,192
235,Die unterirdische Feste (Limsa Lominsa),,348,1410,193
236,Feuertaufe (Limsa Lominsa),,348,1415,194
237,Träume sind Schäume,,348,1416,195
238,"Der Gute, die Bösen und die Kobolde",,348,1417,196
239,Manche mögen's scharf,,348,1418,197
240,Kobold-Ränkeschmiede,,348,1419,198
241,Ölkrise,,348,1425,199
242,Cid und der Wolf,,348,1426,200
243,Ausbluten lassen,,348,1427,201
244,Deus ex Machina,,348,1428,202
245,Die grausame Herrin der Stürme (Limsa Lominsa),,348,1429,203
246,Am Scheideweg (Limsa Lominsa),,348,1430,204
247,Auf der Siegerstraße (Limsa Lominsa),,348,1431,205
248,Mondsüchtig (Limsa Lominsa),,348,1432,206
249,Offizier zur See,,348,1433,207
250,"Ich bin die Axt, ich bin die Flamme",,348,1600,208
251,Aspirant der Bruderschaft,,348,1601,209
252,"Ordenstaler, du musst wandern",,348,1602,210
253,Unter Schutz und Undercover,,348,1603,211
254,Die Summe der einzelnen Teile,,348,1604,212
255,Traumatische Erlebnisse,,348,1605,213
256,Treueeid für die Bruderschaft,,348,1606,214
257,Der Kerker von Toto-Rak (Gridania),,348,1609,215
258,Die unterirdische Feste (Gridania),,348,1610,216
259,Feuertaufe (Gridania),,348,1615,217
260,"Der Wald gibt, der Wald nimmt",,348,1616,218
261,Individuelle Stärken,,348,1617,219
262,Die Leiden der Gärtner,,348,1618,220
263,Vom Winde verweht,,348,1619,221
264,Eine Vorliebe für Totes,,348,1625,222
265,Die linke und die rechte Hand des Schicksals,,348,1626,223
266,Party platzen lassen,,348,1627,224
267,Schuldlose Sühne,,348,1628,225
268,Die grausame Herrin der Stürme (Gridania),,348,1629,226
269,Am Scheideweg (Gridania),,348,1630,227
270,Auf der Siegerstraße (Gridania),,348,1631,228
271,Mondsüchtig (Gridania),,348,1632,229
272,Immun gegen Pocken und Narben,,348,1633,230
273,Stolz und Vorurteil,,348,1800,231
274,Aspirant der Unsterblichen,,348,1801,232
275,"Legionstaler, du musst wandern",,348,1802,233
276,Der Weg und seine Belagerer,,348,1803,234
277,Wirklicher Wohlstand,,348,1804,235
278,Der Verräter,,348,1805,236
279,Treueeid für die Legion,,348,1806,237
280,Der Kerker von Toto-Rak (Ul'dah),,348,1809,238
281,Die unterirdische Feste (Ul'dah),,348,1810,239
282,Feuertaufe (Ul'dah),,348,1815,240
283,Der böse Blick,,348,1816,241
284,"Wie du mir, so ich dir",,348,1817,242
285,Nur das Beste auf die Bühne,,348,1818,243
286,Nymeias Gnade,,348,1819,244
287,Herausforderung angenommen,,348,1825,245
288,Konfrontation mit der Vergangenheit,,348,1826,246
289,Den Hahn zudrehn,,348,1827,247
290,Fanal der Entscheidung,,348,1828,248
291,Die grausame Herrin der Stürme (Ul'dah),,348,1829,249
292,Am Scheideweg (Ul'dah),,348,1830,250
293,Auf der Siegerstraße (Ul'dah),,348,1831,251
294,Mondsüchtig (Ul'dah),,348,1832,252
295,Ins Bockshorn gejagt,,348,1833,253
