#,FolkloreBook,Quest,Item,Division,GatheringType,ClassJob,Unknown0
2033,Bergbau-Almanach der Unzersplitterten Welt,8,36601,2012,1,16,0
2034,Botanik-Almanach der Unzersplitterten Welt,8,36605,2012,2,17,0
2035,Botanik-Almanach der Unzersplitterten Welt,8,36605,2012,2,17,0
2036,Bergbau-Almanach von Yok Tural,9,43878,2015,1,16,0
2037,Bergbau-Almanach von Yok Tural,9,43878,2015,1,16,0
2038,Botanik-Almanach von Yok Tural,9,43881,2015,2,17,0
2039,Botanik-Almanach von Yok Tural,9,43881,2015,2,17,0
2040,Bergbau-Almanach von Xak Tural (Shaaloani),10,43879,2016,1,16,0
2041,Bergbau-Almanach von Xak Tural (Shaaloani),10,43879,2016,1,16,0
2042,Botanik-Almanach von Xak Tural (Shaaloani),10,43882,2016,2,17,0
2043,Botanik-Almanach von Xak Tural (Shaaloani),10,43882,2016,2,17,0
2044,Bergbau-Almanach von Alexandria,11,43880,2017,1,16,0
2045,Bergbau-Almanach von Alexandria,11,43880,2017,1,16,0
2046,Botanik-Almanach von Alexandria,11,43883,2017,2,17,0
2047,Botanik-Almanach von Alexandria,11,43883,2017,2,17,0
2200,Bergbau-Almanach der Himmelsstadt,74,0,2006,1,16,2
2201,Bergbau-Almanach der Himmelsstadt,74,0,2006,1,16,2
2202,Botanik-Almanach der Himmelsstadt,74,0,2006,2,17,2
2203,Botanik-Almanach der Himmelsstadt,74,0,2006,2,17,2
2204,Bergbau-Almanach der Himmelsstadt,74,0,2006,1,16,3
2205,Bergbau-Almanach der Himmelsstadt,74,0,2006,1,16,3
2206,Botanik-Almanach der Himmelsstadt,74,0,2006,2,17,3
2207,Botanik-Almanach der Himmelsstadt,74,0,2006,2,17,3
2208,Bergbau-Almanach der Werkstätte (1),69384,0,2007,1,16,0
2209,Bergbau-Almanach der Werkstätte (1),69384,0,2007,1,16,0
2210,Botanik-Almanach der Werkstätte (1),69384,0,2007,2,17,0
2211,Botanik-Almanach der Werkstätte (1),69384,0,2007,2,17,0
2212,Bergbau-Almanach der Himmelsstadt,74,0,2006,1,16,4
2213,Bergbau-Almanach der Himmelsstadt,74,0,2006,1,16,4
2214,Botanik-Almanach der Himmelsstadt,74,0,2006,2,17,4
2215,Botanik-Almanach der Himmelsstadt,74,0,2006,2,17,4
2216,Bergbau-Almanach der Werkstätte (2),69428,0,2007,1,16,0
2217,,69428,0,0,1,16,0
2218,Botanik-Almanach der Werkstätte (2),69428,0,2007,2,17,0
2219,,69428,0,0,2,17,0
2220,St. 51,67631,0,2008,1,16,0
2221,St. 51,67631,0,2008,1,16,0
2222,St. 51,67631,0,2008,2,17,0
2223,St. 51,67631,0,2008,2,17,0
2224,St. 56,67631,0,2008,1,16,0
2225,St. 56,67631,0,2008,1,16,0
2226,St. 56,67631,0,2008,2,17,0
2227,St. 56,67631,0,2008,2,17,0
2228,St. 61,67631,0,2008,1,16,0
2229,St. 61,67631,0,2008,1,16,0
2230,St. 61,67631,0,2008,2,17,0
2231,St. 61,67631,0,2008,2,17,0
2232,St. 66,67631,0,2008,1,16,0
2233,St. 66,67631,0,2008,1,16,0
2234,St. 66,67631,0,2008,2,17,0
2235,St. 66,67631,0,2008,2,17,0
2236,St. 71,67631,0,2009,1,16,0
2237,St. 71,67631,0,2009,1,16,0
2238,St. 71,67631,0,2009,2,17,0
2239,St. 71,67631,0,2009,2,17,0
2240,St. 76,67631,0,2009,1,16,0
2241,St. 76,67631,0,2009,1,16,0
2242,St. 76,67631,0,2009,2,17,0
2243,St. 76,67631,0,2009,2,17,0
2244,St. 81,67631,0,2013,1,16,0
2245,St. 81,67631,0,2013,1,16,0
2246,St. 81,67631,0,2013,2,17,0
2247,St. 81,67631,0,2013,2,17,0
2248,Bergbau-Almanach der Himmelsstadt,74,0,2006,1,16,5
2249,Bergbau-Almanach der Himmelsstadt,74,0,2006,1,16,5
2250,Botanik-Almanach der Himmelsstadt,74,0,2006,2,17,5
2251,Botanik-Almanach der Himmelsstadt,74,0,2006,2,17,5
2252,Bergbau-Almanach der Werkstätte (3),69518,0,2007,1,16,0
2253,,69518,0,0,1,16,0
2254,Botanik-Almanach der Werkstätte (3),69518,0,2007,2,17,0
2255,,69518,0,0,2,17,0
2256,St. 86,67631,0,2013,1,16,0
2257,St. 86,67631,0,2013,1,16,0
2258,St. 86,67631,0,2013,2,17,0
2259,St. 86,67631,0,2013,2,17,0
2260,,70137,0,0,1,16,0
2261,,70137,0,0,1,16,0
2262,,70137,0,0,2,17,0
2263,,70137,0,0,2,17,0
2264,,70138,0,0,1,16,0
2265,,70138,0,0,1,16,0
2266,,70138,0,0,2,17,0
2267,,70138,0,0,2,17,0
2268,,70139,0,0,1,16,0
2269,,70139,0,0,1,16,0
2270,,70139,0,0,2,17,0
2271,,70139,0,0,2,17,0
2272,Bergbau-Almanach d. Handelsgesellschaft (1),70266,0,2014,1,16,0
2273,,70266,0,2014,1,16,0
2274,Botanik-Almanach d. Handelsgesellschaft (1),70266,0,2014,2,17,0
2275,,70266,0,2014,2,17,0
2276,Bergbau-Almanach d. Handelsgesellschaft (2),70303,0,2014,1,16,0
2277,,70303,0,2014,1,16,0
2278,Botanik-Almanach d. Handelsgesellschaft (2),70303,0,2014,2,17,0
2279,,70303,0,2014,2,17,0
2280,Bergbau-Almanach d. Handelsgesellschaft (3),70338,0,2014,1,16,0
2281,,70338,0,2014,1,16,0
2282,Botanik-Almanach d. Handelsgesellschaft (3),70338,0,2014,2,17,0
2283,,70338,0,2014,2,17,0
2284,St. 91,67631,0,2018,1,16,0
2285,St. 91,67631,0,2018,1,16,0
2286,St. 91,67631,0,2018,2,17,0
2287,St. 91,67631,0,2018,2,17,0
2288,St. 96,67631,0,2018,1,16,0
2289,St. 96,67631,0,2018,1,16,0
2290,St. 96,67631,0,2018,2,17,0
2291,St. 96,67631,0,2018,2,17,0
2292,,70495,0,0,1,16,0
2293,,70495,0,0,1,16,0
2294,,70495,0,0,2,17,0
2295,,70495,0,0,2,17,0
2296,,70791,0,0,1,16,0
2297,,70791,0,0,1,16,0
2298,,70791,0,0,2,17,0
2299,,70791,0,0,2,17,0
2300,,0,0,0,0,0,0
2301,,0,0,0,0,0,0
2302,,0,0,0,0,0,0
2303,,0,0,0,0,0,0
2304,,0,0,0,0,0,0
2305,,0,0,0,0,0,0
2306,,0,0,0,0,0,0
2307,,0,0,0,0,0,0
2308,,0,0,0,0,0,0
2309,,0,0,0,0,0,0
2310,,0,0,0,0,0,0
2311,,0,0,0,0,0,0
2312,,0,0,0,0,0,0
2313,,0,0,0,0,0,0
2314,,0,0,0,0,0,0
2315,,0,0,0,0,0,0
2316,,0,0,0,0,0,0
2317,,0,0,0,0,0,0
2318,,0,0,0,0,0,0
2319,,0,0,0,0,0,0
2320,,0,0,0,0,0,0
2321,,0,0,0,0,0,0
2322,,0,0,0,0,0,0
2323,,0,0,0,0,0,0
2324,,0,0,0,0,0,0
2325,,0,0,0,0,0,0
2326,,0,0,0,0,0,0
2327,,0,0,0,0,0,0
2328,,0,0,0,0,0,0
2329,,0,0,0,0,0,0
2330,,0,0,0,0,0,0
2331,,0,0,0,0,0,0
2332,,0,0,0,0,0,0
2333,,0,0,0,0,0,0
2334,,0,0,0,0,0,0
2335,,0,0,0,0,0,0
2336,,0,0,0,0,0,0
2337,,0,0,0,0,0,0
2338,,0,0,0,0,0,0
2339,,0,0,0,0,0,0
2340,,0,0,0,0,0,0
2341,,0,0,0,0,0,0
2342,,0,0,0,0,0,0
2343,,0,0,0,0,0,0
2344,,0,0,0,0,0,0
2345,,0,0,0,0,0,0
2346,,0,0,0,0,0,0
2347,,0,0,0,0,0,0
2348,,0,0,0,0,0,0
2349,,0,0,0,0,0,0
2350,,0,0,0,0,0,0
2500,Coerthischer Fischer-Almanach,0,12701,0,3,18,0
2501,Dravanischer Fischer-Almanach,1,12702,0,3,18,0
2502,Abalathischer Fischer-Almanach,2,12703,0,3,18,0
2503,Abanischer Fischer-Almanach,3,17842,0,3,18,0
2504,Abanischer Fischer-Almanach,3,17842,0,3,18,0
2505,Othardischer Fischer-Almanach,4,17843,0,3,18,0
2506,Othardischer Fischer-Almanach,4,17843,0,3,18,0
2507,Vrandtischer Fischer-Almanach,5,26810,0,3,18,0
2508,Vrandtischer Fischer-Almanach,5,26810,0,3,18,0
2509,Fischer-Alman. d. Nördl. Meere u. Ilsabard,6,36606,2010,3,18,0
2510,Fischer-Alman. d. Nördl. Meere u. Ilsabard,6,36606,2010,3,18,0
2511,Fischer-Almanach des Kosmos,7,36608,2011,3,18,0
2512,Fischer-Almanach des Kosmos,7,36608,2011,3,18,0
2513,Fischer-Alman. d. Unzersplitterten Welt,8,36609,2012,3,18,0
2514,Fischer-Alman. d. Unzersplitterten Welt,8,36609,2012,3,18,0
2515,Fischer-Almanach von Yok Tural,9,43884,2015,3,18,0
2516,Fischer-Almanach von Yok Tural,9,43884,2015,3,18,0
2517,Fischer-Almanach von Xak Tural,10,43885,2016,3,18,0
2518,Fischer-Almanach von Xak Tural,10,43885,2016,3,18,0
2519,Fischer-Almanach von Alexandria,11,43886,2017,3,18,0
2520,Fischer-Almanach von Alexandria,11,43886,2017,3,18,0
