#,Item,Unknown1,Unknown2,WKSItemSubCategory,Unknown3
84,45732,2000,1,2,False
85,45733,2000,1,2,False
86,45734,2000,1,2,False
87,45735,2000,1,2,False
88,45736,2000,1,2,False
89,45737,2000,1,2,False
90,45738,2000,1,2,False
91,45739,2000,1,2,False
92,45740,2000,1,2,False
93,45741,2000,1,2,False
94,45742,2000,1,2,False
95,45743,2000,1,2,False
96,45744,2000,1,2,False
97,45745,2000,1,2,False
98,45746,2000,1,2,False
99,45747,2000,1,2,False
100,45748,2000,1,2,False
101,45749,2000,1,2,False
102,45750,2000,1,2,False
103,45751,2000,1,2,False
104,45752,2000,1,2,False
105,45753,2000,1,2,False
106,45754,2000,1,2,False
107,45755,2000,1,2,False
108,45756,2000,1,2,False
109,45757,2000,1,2,False
110,45758,2000,1,2,False
111,45759,2000,1,2,False
112,45760,2000,1,2,False
113,45761,2000,1,2,False
114,45762,2000,1,2,False
115,45763,2000,1,2,False
116,45764,2000,1,2,False
117,45765,2000,1,2,False
118,45766,2000,1,2,False
119,45767,2000,1,2,False
120,45768,2000,1,2,False
121,45769,2000,1,2,False
122,45770,2000,1,2,False
123,45771,2000,1,2,False
124,45772,2000,1,2,False
125,45773,2000,1,2,False
126,45774,2000,1,2,False
127,45775,2000,1,2,False
128,45776,2000,1,2,False
129,45777,2000,1,2,False
130,45778,2000,1,2,False
131,45779,2000,1,2,False
132,45780,2000,1,2,False
133,45781,2000,1,2,False
134,45782,2000,1,2,False
135,45783,2100,1,2,True
136,45784,2000,1,2,False
137,45785,2000,1,2,False
138,45786,2000,1,2,False
139,45787,2000,1,2,False
140,45788,2100,1,2,False
141,45789,2000,1,2,False
142,45790,2000,1,2,False
143,45791,2000,1,2,False
144,45792,2000,1,2,False
145,45793,2100,1,2,False
146,45794,2000,1,2,False
147,45795,2000,1,2,False
148,45796,2000,1,2,False
149,45797,2000,1,2,False
150,45798,2100,1,2,False
151,45799,2000,1,2,False
152,45800,2000,1,2,False
153,45801,2000,1,2,False
154,45802,2000,1,2,False
155,45803,2100,1,2,False
156,45804,2000,1,2,False
157,45805,2000,1,2,False
158,45806,2000,1,2,False
159,45807,2000,1,2,False
160,45808,2000,1,2,False
161,45809,2100,1,2,False
162,45810,2000,1,2,False
163,45811,2000,1,2,False
164,45812,2000,1,2,False
165,45813,2000,1,2,False
166,45814,2100,1,2,False
167,45815,2000,1,2,False
168,45816,2000,1,2,False
169,45817,2000,1,2,False
170,45818,2000,1,2,False
171,45819,2100,1,2,False
172,45820,2000,1,2,False
173,45821,2000,1,2,False
174,45822,2000,1,2,False
175,45823,2000,1,2,False
176,45824,2000,1,2,False
177,45825,2100,1,2,False
178,45826,2000,1,2,False
179,45827,2000,1,2,False
180,45828,2000,1,2,False
181,45829,2000,1,2,False
182,45830,2100,1,2,False
183,45831,2000,1,2,False
184,45832,2000,1,2,False
185,45833,2000,1,2,False
186,45834,2000,1,2,False
187,45835,2100,1,2,False
188,45836,2000,1,2,False
189,45837,2000,1,2,False
190,45838,2000,1,2,False
191,45839,2000,1,2,False
192,45840,2100,1,2,False
193,45841,2000,1,2,False
194,45842,2000,1,2,False
195,45843,2000,1,2,False
196,45844,2000,1,2,False
197,45845,2000,1,2,False
198,45846,2100,1,2,True
199,45847,2000,1,2,False
200,45848,2000,1,2,False
201,45849,2000,1,2,False
202,45850,2100,1,2,False
203,45851,2000,1,2,False
204,0,0,0,0,False
205,45853,2000,1,2,False
206,45854,2000,1,2,False
207,45855,2000,1,2,False
208,45856,2100,1,2,False
209,45857,2000,1,2,False
210,45858,2000,1,2,False
211,45859,2000,1,2,False
212,45860,2000,1,2,False
213,45861,2000,1,2,False
214,45862,2000,1,2,False
215,45863,2000,1,2,False
216,45864,2100,1,2,False
217,45865,2000,1,2,False
218,45866,2000,1,2,False
219,45867,2000,1,2,False
220,45868,2000,1,2,False
221,45869,2000,1,2,False
222,45870,2100,1,2,True
223,45871,2000,1,2,False
224,45872,2000,1,2,False
225,45873,2000,1,2,False
226,45874,2000,1,2,False
227,45875,2000,1,2,False
228,45876,2100,1,2,False
229,45877,2000,1,2,False
230,45878,2000,1,2,False
231,45879,2000,1,2,False
232,45880,2000,1,2,False
233,45881,2000,1,2,False
234,45882,2100,1,2,False
235,45883,2000,1,2,False
236,45884,2000,1,2,False
237,45885,2000,1,2,False
238,45886,2000,1,2,False
239,45887,2000,1,2,False
240,45888,2100,1,2,False
241,45889,2000,1,2,False
242,45890,2000,1,2,False
243,45891,2000,1,2,False
244,45892,2000,1,2,False
245,45893,2000,1,2,False
246,45894,2100,1,2,False
247,45895,2000,1,2,False
248,45896,2000,1,2,False
249,45897,2000,1,2,False
250,45898,2000,1,2,False
251,45899,2000,1,2,False
252,45900,2100,1,2,False
253,45901,2000,1,2,False
254,45902,2000,1,2,False
255,45903,2000,1,2,False
256,45904,2100,1,2,False
257,45905,2000,1,2,False
258,45906,2100,1,2,False
259,45907,2000,1,2,False
260,45908,2000,1,2,False
261,45909,2000,1,2,False
262,45910,2000,1,2,False
263,45911,2000,1,2,False
264,45912,2100,1,2,False
265,45913,2000,1,2,False
266,45914,2000,1,2,False
267,45915,2000,1,2,False
268,45916,2000,1,2,False
269,45917,2100,1,2,False
270,45918,2000,1,2,False
271,45919,2000,1,2,False
272,45920,2000,1,2,False
273,45921,2000,1,2,False
274,45922,2100,1,2,False
275,45923,2000,1,2,False
276,45924,2000,1,2,False
277,45925,2000,1,2,False
278,45926,2000,1,2,False
279,45927,2000,1,2,False
280,45928,2100,1,2,False
281,45929,2000,1,2,False
282,45930,2000,1,2,False
283,45931,2000,1,2,False
284,45932,2000,1,2,False
285,45933,2000,1,2,False
286,45934,2100,1,2,False
287,45935,2000,1,2,False
288,45936,2000,1,2,False
289,45937,2000,1,2,True
290,45938,2000,1,2,False
291,45939,2000,1,2,True
292,0,0,0,0,False
293,0,0,0,0,False
294,0,0,0,0,False
295,0,0,0,0,False
296,0,0,0,0,False
297,45945,2000,1,2,True
298,45946,2000,1,2,False
299,45947,0,1,5,False
300,45948,0,1,5,False
301,45949,0,1,5,False
302,45950,0,1,5,False
303,45951,0,1,5,False
304,45952,0,1,5,False
305,45953,0,1,5,False
306,45954,0,1,5,False
307,45955,0,1,5,False
308,45956,0,1,5,False
309,45957,0,1,5,False
310,45958,0,1,5,False
311,45959,0,1,5,False
312,45960,0,1,5,False
313,45961,0,1,5,False
314,45962,0,1,5,False
315,45963,0,1,5,False
316,45964,0,1,5,False
317,45965,0,1,5,False
318,45966,0,1,5,False
319,45967,0,1,5,False
320,46181,0,1,1,False
321,46182,0,1,1,False
322,46184,0,1,1,False
323,46279,0,1,1,False
324,46281,0,1,1,False
325,46282,0,1,1,False
326,46849,0,1,4,False
327,46851,0,1,4,False
328,46853,0,1,4,False
329,46858,0,1,4,False
330,46859,0,1,4,False
331,46972,0,1,4,False
332,46973,0,1,4,False
333,46975,0,1,4,False
334,46977,0,1,4,False
335,46983,0,1,4,False
336,47096,0,1,4,False
337,47097,0,1,4,False
338,47099,0,1,4,False
339,47103,0,1,4,False
340,47107,0,1,4,False
341,47220,0,1,4,False
342,47221,0,1,4,False
343,47223,0,1,4,False
344,47225,0,1,4,False
345,47229,0,1,4,False
346,47344,0,1,4,False
347,47345,0,1,4,False
348,47347,0,1,4,False
349,47351,0,1,4,False
350,47353,0,1,4,False
351,47468,0,1,4,False
352,47469,0,1,4,False
353,47473,0,1,4,False
354,47475,0,1,4,False
355,0,0,0,0,False
356,47592,0,1,4,False
357,47593,0,1,4,False
358,47595,0,1,4,False
359,47601,0,1,4,False
360,47603,0,1,4,False
361,47716,0,1,4,False
362,47717,0,1,4,False
363,47719,0,1,4,False
364,47721,0,1,4,False
365,47723,0,1,4,False
366,48635,0,1,1,False
367,48636,0,1,1,False
368,48637,0,1,1,False
369,48638,0,1,1,False
370,48639,0,1,1,False
371,48640,0,1,1,False
372,48641,0,1,1,False
373,48642,0,1,1,False
374,48643,0,1,1,False
375,48644,0,1,1,False
376,48645,0,1,1,False
377,48646,0,1,1,False
378,48647,0,1,1,False
379,48648,0,1,1,False
380,48649,0,1,1,False
381,48650,0,1,1,False
382,48651,0,1,1,False
383,48652,0,1,1,False
384,48653,0,1,1,False
385,48654,0,1,1,False
386,48655,0,1,1,False
387,48656,0,1,1,False
388,48657,0,1,1,False
389,48658,0,1,1,False
390,48659,0,1,1,False
391,0,0,0,0,False
392,48661,0,1,1,False
393,48662,0,1,1,False
394,48663,0,1,1,False
395,48664,0,1,1,False
396,48665,0,1,1,False
397,48666,0,1,1,False
398,48667,0,1,1,False
399,0,0,0,0,False
400,48669,0,1,1,False
401,48670,0,1,1,False
402,48671,0,1,1,False
403,48672,0,1,1,False
404,48673,0,1,1,False
405,48674,0,1,1,False
406,48675,0,1,1,False
407,48676,0,1,1,False
408,48677,0,1,1,False
409,48678,0,1,1,False
410,48679,0,1,1,False
411,48680,0,1,1,False
412,48681,0,1,1,False
413,48682,0,1,1,False
414,48683,0,1,1,False
415,48684,0,1,1,False
416,48685,0,1,1,False
417,48686,0,1,1,False
418,48687,0,1,1,False
419,48688,0,1,1,False
420,48689,0,1,1,False
421,48690,0,1,1,False
422,48691,0,1,1,False
423,48692,0,1,1,False
424,48693,0,1,1,False
425,0,0,0,0,False
426,0,0,0,0,False
427,48696,0,1,1,False
428,48697,0,1,1,False
429,48698,0,1,1,False
430,0,0,0,0,False
431,48700,0,1,1,False
432,48701,0,1,1,False
433,48702,0,1,1,False
434,48703,0,1,1,False
435,48704,0,1,1,False
436,48705,0,1,1,False
437,48706,0,1,1,False
438,48707,0,1,1,False
439,48708,0,1,1,False
440,48709,0,1,1,False
441,48710,0,1,1,False
442,48711,0,1,1,False
443,48712,0,1,1,False
444,48713,0,1,1,False
445,48714,0,1,1,False
446,0,0,0,0,False
447,48716,0,1,1,False
448,48717,0,1,1,False
449,48718,0,1,1,False
450,48719,0,1,1,False
451,48720,0,1,1,False
452,48721,0,1,1,False
453,48722,0,1,1,False
454,48723,0,1,1,False
455,48233,0,1,3,False
456,0,0,0,0,False
457,0,0,0,0,False
458,48236,0,1,3,False
459,0,0,0,0,False
460,48238,0,1,4,False
461,48239,0,1,4,False
462,48240,0,1,4,False
463,48241,0,1,4,False
464,48242,0,1,4,False
465,48243,0,1,4,False
466,48244,0,1,4,False
467,48245,0,1,4,False
468,48246,0,1,4,False
469,48247,0,1,4,False
470,48248,0,1,4,False
471,48249,0,1,4,False
472,48250,0,1,4,False
473,48251,0,1,3,False
474,48252,0,1,3,False
475,48253,0,1,3,False
476,48254,0,1,3,False
477,48255,0,1,3,False
478,48256,0,1,3,False
479,48257,0,1,3,False
480,48258,0,1,4,False
481,48259,0,1,4,False
482,48260,0,1,4,False
483,48261,0,1,4,False
484,48262,0,1,3,False
485,48263,0,1,3,False
486,48264,0,1,3,False
487,48265,0,1,3,False
488,48266,0,1,3,False
489,48267,0,1,3,False
490,48268,0,1,4,False
491,48269,0,1,4,False
492,48270,0,1,4,False
493,48271,0,1,4,False
494,48272,0,1,4,False
495,48273,0,1,4,False
496,48274,0,1,3,False
497,48275,0,1,3,False
498,48276,0,1,4,False
499,48277,0,1,4,False
500,48278,0,1,4,False
501,48279,0,1,4,False
502,48280,0,1,4,False
503,48281,0,1,4,False
504,48282,0,1,4,False
505,48283,0,1,4,False
506,48284,0,1,4,False
507,48285,0,1,4,False
508,48286,0,1,4,False
509,48287,0,1,3,False
510,48288,0,1,3,False
511,48289,0,1,3,False
512,48290,0,1,3,False
513,48291,0,1,4,False
514,48292,0,1,4,False
515,48293,0,1,4,False
516,48294,0,1,4,False
517,48295,0,1,4,False
518,48296,0,1,4,False
519,48297,0,1,4,False
520,48298,0,1,4,False
521,48299,0,1,4,False
522,48300,0,1,4,False
523,48301,0,1,4,False
524,48302,0,1,4,False
525,48303,0,1,4,False
526,48304,0,1,4,False
527,48305,0,1,4,False
528,48306,0,1,4,False
529,48307,0,1,4,False
530,48308,0,1,4,False
531,48309,0,1,4,False
532,48310,0,1,4,False
533,48311,0,1,4,False
534,48312,0,1,4,False
535,48313,0,1,4,False
536,48314,0,1,4,False
537,48315,0,1,4,False
538,48316,0,1,4,False
539,48317,0,1,4,False
540,48318,0,1,4,False
541,48319,0,1,4,False
542,48320,0,1,4,False
543,48321,0,1,4,False
544,48322,0,1,3,False
545,48323,0,1,4,False
546,48324,0,1,3,False
547,48325,0,1,4,False
548,48326,0,1,4,False
549,48327,0,1,4,False
550,48328,0,1,4,False
551,48329,0,1,4,False
552,48330,0,1,4,False
553,48331,0,1,4,False
554,48332,0,1,4,False
555,48333,0,1,3,False
556,48334,0,1,4,False
557,48335,0,1,4,False
558,48336,0,1,4,False
559,48337,0,1,4,False
560,48338,0,1,4,False
561,48339,0,1,4,False
562,48340,0,1,4,False
563,48341,0,1,4,False
564,48342,0,1,4,False
565,48343,0,1,4,False
566,48344,0,1,4,False
567,48345,0,1,4,False
568,48346,0,1,4,False
569,48347,0,1,4,False
570,48348,0,1,4,False
571,48349,0,1,4,False
572,48350,0,1,4,False
573,48351,0,1,4,False
574,48352,0,1,4,False
575,48353,0,1,4,False
576,48354,0,1,4,False
577,48355,0,1,4,False
578,48356,0,1,4,False
579,48357,0,1,4,False
580,48358,0,1,4,False
581,48359,0,1,3,False
582,48360,0,1,3,False
583,48361,0,1,4,False
584,48362,0,1,3,False
585,48363,0,1,4,False
586,48364,0,1,4,False
587,48365,0,1,4,False
588,48366,0,1,4,False
589,48367,0,1,4,False
590,48368,0,1,4,False
591,48369,0,1,4,False
592,48370,0,1,3,False
593,48371,0,1,4,False
594,48372,0,1,4,False
595,48373,0,1,4,False
596,48374,0,1,4,False
597,48375,0,1,4,False
598,48376,0,1,4,False
599,48377,0,1,4,False
600,48378,0,1,4,False
601,48379,0,1,4,False
602,48380,0,1,4,False
603,48381,0,1,4,False
604,48382,0,1,4,False
605,48383,0,1,4,False
606,48384,0,1,4,False
607,48385,0,1,4,False
608,48386,0,1,4,False
609,48387,0,1,4,False
610,48388,0,1,4,False
611,48389,0,1,4,False
612,48390,0,1,4,False
613,48391,0,1,4,False
614,48392,0,1,4,False
615,48393,0,1,4,False
616,48394,0,1,4,False
617,48395,0,1,4,False
618,48396,0,1,3,False
619,48397,0,1,4,False
620,48398,0,1,3,False
621,48399,0,1,4,False
622,48400,0,1,4,False
623,48401,0,1,4,False
624,48402,0,1,4,False
625,48403,0,1,4,False
626,48404,0,1,4,False
627,48405,0,1,4,False
628,48406,0,1,4,False
629,48407,0,1,4,False
630,48408,0,1,4,False
631,48409,0,1,4,False
632,48410,0,1,4,False
633,48411,0,1,4,False
634,48412,0,1,4,False
635,48413,0,1,4,False
636,48414,0,1,4,False
637,48415,0,1,4,False
638,48416,0,1,4,False
639,48417,0,1,4,False
640,48418,0,1,4,False
641,48419,0,1,4,False
642,48420,0,1,4,False
643,48421,0,1,4,False
644,48422,0,1,4,False
645,48423,0,1,4,False
646,48424,0,1,4,False
647,48425,0,1,4,False
648,48426,0,1,4,False
649,48427,0,1,4,False
650,48428,0,1,4,False
651,48429,0,1,4,False
652,48430,0,1,4,False
653,48431,0,1,4,False
654,48432,0,1,3,False
655,48433,0,1,3,False
656,48434,0,1,4,False
657,48435,0,1,3,False
658,48436,0,1,4,False
659,48437,0,1,4,False
660,48438,0,1,4,False
661,48439,0,1,4,False
662,48440,0,1,4,False
663,48441,0,1,4,False
664,48442,0,1,4,False
665,48443,0,1,4,False
666,48444,0,1,4,False
667,48445,0,1,4,False
668,48446,0,1,4,False
669,48447,0,1,4,False
670,48448,0,1,3,False
671,48449,0,1,3,False
672,48450,0,1,3,False
673,48451,0,1,3,False
674,48452,0,1,4,False
675,48453,0,1,4,False
676,48454,0,1,4,False
677,48455,0,1,4,False
678,48456,0,1,4,False
679,48457,0,1,4,False
680,48458,0,1,4,False
681,48459,0,1,4,False
682,48460,0,1,4,False
683,48461,0,1,4,False
684,48462,0,1,4,False
685,48463,0,1,4,False
686,48464,0,1,4,False
687,48465,0,1,4,False
688,48466,0,1,4,False
689,48467,0,1,4,False
690,48468,0,1,4,False
691,48469,0,1,4,False
692,48470,0,1,4,False
693,48471,0,1,4,False
694,48472,0,1,4,False
695,48473,0,1,4,False
696,48474,0,1,4,False
697,48475,0,1,4,False
698,48476,0,1,4,False
699,48477,0,1,4,False
700,48478,0,1,4,False
701,48479,0,1,4,False
702,48480,0,1,4,False
703,48481,0,1,4,False
704,48482,0,1,4,False
705,48483,0,1,3,False
706,48484,0,1,4,False
707,48485,0,1,3,False
708,48486,0,1,4,False
709,48487,0,1,4,False
710,48488,0,1,4,False
711,48489,0,1,4,False
712,48490,0,1,4,False
713,48491,0,1,4,False
714,48492,0,1,4,False
715,48493,0,1,4,False
716,48494,0,1,4,False
717,48495,0,1,4,False
718,48496,0,1,4,False
719,48497,0,1,4,False
720,48498,0,1,3,False
721,48499,0,1,3,False
722,48500,0,1,3,False
723,48501,0,1,3,False
724,48502,0,1,4,False
725,48503,0,1,4,False
726,48504,0,1,4,False
727,48505,0,1,4,False
728,48506,0,1,4,False
729,48507,0,1,4,False
730,48508,0,1,4,False
731,48509,0,1,4,False
732,48510,0,1,4,False
733,48511,0,1,4,False
734,48512,0,1,4,False
735,48513,0,1,4,False
736,48514,0,1,4,False
737,48515,0,1,4,False
738,48516,0,1,4,False
739,48517,0,1,4,False
740,48518,0,1,4,False
741,48519,0,1,4,False
742,48520,0,1,4,False
743,48521,0,1,4,False
744,48522,0,1,4,False
745,48523,0,1,4,False
746,48524,0,1,4,False
747,48525,0,1,4,False
748,48526,0,1,4,False
749,48527,0,1,4,False
750,48528,0,1,4,False
751,48529,0,1,4,False
752,48530,0,1,4,False
753,48531,0,1,4,False
754,48532,0,1,4,False
755,48533,0,1,3,False
756,48534,0,1,4,False
757,48535,0,1,3,False
758,48536,0,1,4,False
759,48537,0,1,4,False
760,48538,0,1,4,False
761,48539,0,1,4,False
762,48540,0,1,4,False
763,48541,0,1,4,False
764,48542,0,1,4,False
765,48543,0,1,4,False
766,48544,0,1,4,False
767,48545,0,1,4,False
768,48546,0,1,3,False
769,48547,0,1,3,False
770,48548,0,1,3,False
771,48549,0,1,3,False
772,48550,0,1,4,False
773,48551,0,1,4,False
774,48552,0,1,4,False
775,48553,0,1,4,False
776,48554,0,1,4,False
777,48555,0,1,4,False
778,48556,0,1,4,False
779,48557,0,1,3,False
780,48558,0,1,3,False
781,48559,0,1,4,False
782,48560,0,1,4,False
783,48561,0,1,4,False
784,48562,0,1,4,False
785,48563,0,1,4,False
786,48564,0,1,4,False
787,48565,0,1,4,False
788,48566,0,1,4,False
789,48567,0,1,4,False
790,48568,0,1,4,False
791,48569,0,1,4,False
792,48570,0,1,4,False
793,48571,0,1,4,False
794,48572,0,1,4,False
795,48573,0,1,4,False
796,48574,0,1,4,False
797,48575,0,1,4,False
798,48576,0,1,4,False
799,48577,0,1,4,False
800,48578,0,1,4,False
801,48579,0,1,4,False
802,48580,0,1,4,False
803,48581,0,1,4,False
804,48582,0,1,3,False
805,48583,0,1,4,False
806,48584,0,1,3,False
807,48585,0,1,4,False
808,48586,0,1,4,False
809,48587,0,1,4,False
810,48588,0,1,4,False
811,48589,0,1,4,False
812,48590,0,1,4,False
813,48591,0,1,4,False
814,48592,0,1,4,False
815,48593,0,1,4,False
816,48594,0,1,4,False
817,48595,0,1,3,False
818,48596,0,1,3,False
819,48597,0,1,3,False
820,48598,0,1,3,False
821,48599,0,1,4,False
822,48600,0,1,4,False
823,48601,0,1,4,False
824,48602,0,1,4,False
825,48603,0,1,4,False
826,48604,0,1,4,False
827,48605,0,1,4,False
828,48606,0,1,3,False
829,48607,0,1,3,False
830,48608,0,1,4,False
831,48609,0,1,4,False
832,48610,0,1,4,False
833,48611,0,1,4,False
834,48612,0,1,4,False
835,48613,0,1,4,False
836,48614,0,1,4,False
837,48615,0,1,4,False
838,48616,0,1,4,False
839,48617,0,1,4,False
840,48618,0,1,4,False
841,48619,0,1,4,False
842,48620,0,1,4,False
843,48621,0,1,4,False
844,48622,0,1,4,False
845,48623,0,1,4,False
846,48624,0,1,4,False
847,48625,0,1,4,False
848,48626,0,1,4,False
849,48627,0,1,4,False
850,48628,0,1,4,False
851,48629,0,1,4,False
852,48630,0,1,4,False
853,48631,0,1,3,False
854,48632,0,1,4,False
855,48633,0,1,3,False
856,48634,0,1,4,False
857,48725,0,1,1,False
858,48726,0,1,1,False
859,47471,0,1,4,False
860,47422,2000,1,2,False
861,47423,2000,1,2,False
862,47424,2000,1,2,False
863,47425,2000,1,2,False
864,47426,2000,1,2,False
865,47427,2000,1,2,False
866,47428,2000,1,2,False
867,47429,2000,1,2,False
868,47430,2000,1,2,True
869,47431,2000,1,2,False
870,47432,2000,1,2,False
871,47433,2000,1,2,False
872,47434,2000,1,2,False
873,47435,2000,1,2,False
874,47436,2000,1,2,False
875,47437,2000,1,2,False
876,47438,2000,1,2,False
877,47439,2000,1,2,False
878,47440,2000,1,2,False
879,47441,2000,1,2,False
880,47442,2000,1,2,False
881,47443,2000,1,2,False
882,47444,2000,1,2,False
883,47445,2000,1,2,False
884,47446,2000,1,2,False
885,47447,2000,1,2,True
886,47448,2000,1,2,False
887,47449,2000,1,2,False
888,47450,2000,1,2,False
889,47451,2000,1,2,False
890,47452,2000,1,2,False
891,47453,2000,1,2,False
892,47454,2000,1,2,False
893,47455,2000,1,2,False
894,47456,2000,1,2,False
895,47457,2000,1,2,False
896,47458,2000,1,2,False
897,47459,2000,1,2,False
898,47460,2000,1,2,False
899,47461,2000,1,2,False
900,47462,2000,1,2,False
901,47463,2000,1,2,False
902,47464,2000,1,2,False
903,47465,2000,1,2,False
904,47466,2000,1,2,False
905,47467,2000,1,2,False
906,47480,2000,1,2,False
907,47481,2000,1,2,False
908,47482,2000,1,2,False
909,47483,2000,1,2,False
910,47484,2000,1,2,False
911,47485,2000,1,2,False
912,47486,2000,1,2,False
913,47487,2000,1,2,False
914,47488,2000,1,2,False
915,47489,2000,1,2,False
916,47490,2000,1,2,False
917,47491,2000,1,2,False
918,47492,2000,1,2,False
919,47493,2000,1,2,False
920,47494,2000,1,2,False
921,47495,2000,1,2,False
922,47496,2000,1,2,False
923,47497,2000,1,2,False
924,47498,2000,1,2,False
925,47499,2000,1,2,False
926,47500,2000,1,2,False
927,47501,2000,1,2,False
928,47502,2000,1,2,False
929,47503,2000,1,2,False
930,47504,2000,1,2,False
931,47505,2000,1,2,False
932,47506,2000,1,2,False
933,47507,2000,1,2,False
934,47508,2000,1,2,False
935,47509,2000,1,2,False
936,47510,2000,1,2,False
937,47511,2000,1,2,False
938,47512,2000,1,2,False
939,47513,2000,1,2,False
940,47514,2000,1,2,False
941,47515,2000,1,2,False
942,47516,2000,1,2,False
943,47517,2000,1,2,False
944,47518,2000,1,2,False
945,47519,2000,1,2,False
946,47520,2000,1,2,False
947,47521,2000,1,2,False
948,47522,2000,1,2,False
949,47523,2000,1,2,False
950,47524,2100,1,2,True
951,47525,2000,1,2,False
952,47526,2000,1,2,False
953,47527,2000,1,2,False
954,47528,2000,1,2,False
955,47529,2100,1,2,False
956,47530,2000,1,2,False
957,47531,2000,1,2,False
958,47532,2000,1,2,False
959,47533,2000,1,2,False
960,47534,2100,1,2,False
961,47535,2000,1,2,False
962,47536,2000,1,2,False
963,47537,2000,1,2,False
964,47538,2000,1,2,False
965,47539,2100,1,2,False
966,47540,2000,1,2,False
967,47541,2000,1,2,False
968,47542,2000,1,2,False
969,47543,2000,1,2,False
970,47544,2100,1,2,False
971,47545,2000,1,2,False
972,47546,2000,1,2,False
973,47547,2000,1,2,False
974,47548,2000,1,2,False
975,47549,2000,1,2,False
976,47550,2100,1,2,False
977,47551,2000,1,2,False
978,47552,2000,1,2,False
979,47553,2000,1,2,False
980,47554,2000,1,2,False
981,47555,2100,1,2,False
982,47556,2000,1,2,False
983,47557,2000,1,2,False
984,47558,2000,1,2,False
985,47559,2000,1,2,False
986,47560,2100,1,2,False
987,47561,2000,1,2,False
988,47562,2000,1,2,False
989,47563,2000,1,2,False
990,47564,2000,1,2,False
991,47565,2000,1,2,False
992,47566,2100,1,2,False
993,47567,2000,1,2,False
994,47568,2000,1,2,False
995,47569,2000,1,2,False
996,47570,2000,1,2,False
997,47571,2000,1,2,False
998,47572,2100,1,2,True
999,47573,2000,1,2,False
1000,47574,2000,1,2,False
1001,47575,2000,1,2,False
1002,47576,2000,1,2,False
1003,47577,2100,1,2,False
1004,0,0,0,0,False
1005,47579,2000,1,2,False
1006,47580,2000,1,2,False
1007,47581,2000,1,2,False
1008,47582,2000,1,2,False
1009,47583,2000,1,2,False
1010,47584,2100,1,2,False
1011,0,0,0,0,False
1012,0,0,0,0,False
1013,0,0,0,0,False
1014,0,0,0,0,False
1015,0,0,0,0,False
1016,47609,2000,1,2,False
1017,47610,2000,1,2,False
1018,47611,2000,1,2,False
1019,47612,2000,1,2,False
1020,47613,2100,1,2,False
1021,47614,2000,1,2,False
1022,47615,2000,1,2,False
1023,47616,2000,1,2,False
1024,47617,2000,1,2,False
1025,47618,2000,1,2,False
1026,47619,2100,1,2,False
1027,0,0,0,0,False
1028,0,0,0,0,False
1029,0,0,0,0,False
1030,0,0,0,0,False
1031,0,0,0,0,False
1032,0,0,0,0,False
1033,47626,2000,1,2,False
1034,47627,2000,1,2,False
1035,47628,2000,1,2,False
1036,47629,2000,1,2,False
1037,47630,2000,1,2,False
1038,47631,2100,1,2,False
1039,47632,2000,1,2,False
1040,47633,2000,1,2,False
