#,StageFull,Stage,IndexText2,IndexText,IndexNpc,Unknown3,Unknown4,Unknown12,Unknown13,Unknown5,Unknown14,Unknown6,Unknown7,Unknown8,Unknown9,Unknown10,Unknown11,Unknown15,Unknown16,Unknown17,Unknown18,Unknown19,Unknown20,Unknown21,Unknown22,Unknown23,Unknown24
10,"Habitationsmodul: Bauunterstützung I in Vorbereitung
**Bereite dich auf das Projekt vor!",Habitationsmodul: Bauunterstützung I - In Vorbereitung,"Für die Errichtung der Habitationsmodule ist gerade ein Gemeinschaftsprojekt in Vorbereitung. Wir hoffen, dass sich so viele Unterstützer wie möglich daran beteiligen werden!",Für die Errichtung der Habitationsmodule ist gerade ein Gemeinschaftsprojekt in Vorbereitung. Hilf doch bitte auch mit!,Searchingway,241005,0,0,1451,158,0,2,10,0,0,2,3,0,0,0,0,0,0,0,0,0,False
11,"Habitationsmodul: Bauunterstützung I im Gange
**Beteilige dich am Projekt!",Habitationsmodul: Bauunterstützung I - Im Gange,Für die Errichtung der Habitationsmodule ist ein Gemeinschaftsprojekt im Gange! Wir können jede freie Hand gebrauchen!,Für die Errichtung der Habitationsmodule ist ein Gemeinschaftsprojekt im Gange! Wir können jede freie Hand gebrauchen!,Searchingway,241005,0,0,0,158,0,2,11,0,0,2,3,0,0,0,0,0,0,0,0,0,False
12,"Kosmoport: Bauunterstützung I in Vorbereitung
**Bereite dich auf das Projekt vor!",Kosmoport: Bauunterstützung I - In Vorbereitung,"Für die Errichtung des Kosmoports ist gerade ein Gemeinschaftsprojekt in Vorbereitung. Wir hoffen, dass sich so viele Unterstützer wie möglich daran beteiligen werden!",Für die Errichtung des Kosmoports ist gerade ein Gemeinschaftsprojekt in Vorbereitung. Hilf doch bitte auch mit!,Searchingway,241006,18,2,1401,158,0,3,12,5,0,2,3,0,0,0,0,0,0,0,0,0,False
13,"Kosmoport: Bauunterstützung I im Gange
**Beteilige dich am Projekt!",Kosmoport: Bauunterstützung I - Im Gange,Für die Errichtung des Kosmoports ist ein Gemeinschaftsprojekt im Gange! Wir können jede freie Hand gebrauchen!,Für die Errichtung des Kosmoports ist ein Gemeinschaftsprojekt im Gange! Wir können jede freie Hand gebrauchen!,Searchingway,241006,0,0,0,158,0,3,12,0,0,2,3,0,0,0,0,0,0,0,0,0,False
14,"Habitationsmodul & Kosmoport fertiggestellt
**Unterstütze weiter die Erkundung!",Habitationsmodul & Kosmoport - Fertiggestellt,Sowohl die Habitationsmodule als auch der Kosmoport sind fertig! So langsam sieht die Station nach etwas aus. Danke für die hoppeltastische Hilfe!,Sowohl die Habitationsmodule als auch der Kosmoport sind fertig! Danke für die hoppeltastische Hilfe!,Searchingway,241007,18,3,1401,158,0,4,13,5,0,2,3,0,0,0,0,0,0,0,0,0,False
15,"Sternenhangar: Erweiterung I in Planung
 **Schließe Stellarmissionen ab!",Sternenhangar: Erweiterung I - In Planung,"Wir wollen den Sternenhangar überarbeiten, wofür gerade noch Materialien gesammelt werden! Jede einzelne Stellarmission hilft dabei, diesem Ziel näher zu kommen!","Wir wollen den Sternenhangar überarbeiten. Gerade werden noch Materialien gesammelt, wobei wir für jede Unterstützung dankbar sind!",Searchingway,241008,0,0,0,158,0,4,14,0,0,2,3,0,0,0,0,0,0,0,0,0,False
16,"Sternenhangar: Erweiterung I in Vorbereitung
**Bereite dich auf das Projekt vor!",Sternenhangar: Erweiterung I - In Vorbereitung,"Für die Überarbeitung des Sternenhangars ist gerade ein Gemeinschaftsprojekt in Vorbereitung. Wir hoffen, dass sich so viele Unterstützer wie möglich daran beteiligen werden!",Für die Überarbeitung des Sternenhangars ist gerade ein Gemeinschaftsprojekt in Vorbereitung. Hilf doch bitte auch mit!,Searchingway,241008,0,0,1451,158,0,4,15,0,0,2,3,0,0,0,0,0,0,0,0,0,False
17,"Sternenhangar: Erweiterung I im Gange
**Beteilige dich am Projekt!",Sternenhangar: Erweiterung I - Im Gange,Für die Überarbeitung des Sternenhangars ist ein Gemeinschaftsprojekt im Gange! Wir können jede freie Hand gebrauchen!,Für die Überarbeitung des Sternenhangars ist ein Gemeinschaftsprojekt im Gange! Wir können jede freie Hand gebrauchen!,Searchingway,241008,0,0,0,158,0,4,16,0,0,2,3,0,0,0,0,0,0,0,0,0,False
18,"Sternenhangar Beta fertiggestellt
**Unterstütze weiter die Erkundung!",Sternenhangar Beta - Fertiggestellt,"Der Sternenhangar ist fertig überarbeitet! Vielleicht motiviert das ja die Sternenläufer, jetzt noch härter zu arbeiten. Danke für die hoppeltastische Hilfe!",Der Sternenhangar ist fertig überarbeitet! Danke für die hoppeltastische Hilfe!,Searchingway,241009,18,4,1402,158,0,5,17,5,0,2,3,0,0,0,0,0,0,0,0,0,False
19,"Kosmozapper: Nordwestlicher Radius in Planung
 **Schließe Stellarmissionen ab!",Kosmozapper: Nordwestlicher Radius - In Planung,"Der Kosmozapper soll um einen nordwestlichen Radius erweitert werden! Jede einzelne Stellarmission hilft dabei, diesem Ziel näher zu kommen!","Der Kosmozapper soll um einen nordwestlichen Radius erweitert werden! Gerade werden noch Materialien gesammelt, wobei wir für jede Unterstützung dankbar sind!",Searchingway,241010,0,0,0,158,0,5,18,0,0,2,3,0,0,0,0,0,0,0,0,0,False
20,"Kosmozapper: Nordwestlicher Radius im Ausbau
**Warte die Fertigstellung ab!",Kosmozapper: Nordwestlicher Radius - Im Ausbau,"Der Zeitpunkt der Fertigstellung für den nordwestlichen Radius des Kosmozappers steht nun fest! Nur noch ein bisschen Geduld, dann können wir uns direkt auf die Bretter schwingen!",Der Zeitpunkt der Fertigstellung für den nordwestlichen Radius des Kosmozappers steht nun fest!,Searchingway,241010,0,0,1452,158,0,5,18,0,0,2,3,0,0,0,0,0,0,0,0,0,False
21,"Kosmozapper: Nordwestlicher Radius fertiggestellt
**Unterstütze weiter die Erkundung!",Kosmozapper: Nordwestlicher Radius - Fertiggestellt,"Der nordwestliche Radius des Kosmozappers ist fertig! Wenn das die Erkundung in dem Gebiet nicht ankurbelt, weiß ich auch nicht. Danke für die hoppeltastische Hilfe!",Der nordwestliche Radius des Kosmozappers ist fertig! Danke für die hoppeltastische Hilfe!,Searchingway,241011,18,5,1407,158,0,6,19,6,0,2,3,0,0,0,0,0,0,0,0,0,False
22,"Kosmozapper: Südöstlicher Radius in Planung
 **Schließe Stellarmissionen ab!",Kosmozapper: Südöstlicher Radius - In Planung,"Der Kosmozapper soll um einen südöstlichen Radius erweitert werden! Jede einzelne Stellarmission hilft dabei, diesem Ziel näher zu kommen!","Der Kosmozapper soll um einen südöstlichen Radius erweitert werden! Gerade werden noch Materialien gesammelt, wobei wir für jede Unterstützung dankbar sind!",Searchingway,241012,0,0,0,158,0,6,20,0,0,2,3,0,0,0,0,0,0,0,0,0,False
23,"Kosmozapper: Südöstlicher Radius im Ausbau
**Warte die Fertigstellung ab!",Kosmozapper: Südöstlicher Radius - Im Ausbau,"Der Zeitpunkt der Fertigstellung für den südöstlichen Radius des Kosmozappers steht nun fest! Nur noch ein bisschen Geduld, dann können wir uns direkt auf die Bretter schwingen!",Der Zeitpunkt der Fertigstellung für den südöstlichen Radius des Kosmozappers steht nun fest!,Searchingway,241012,0,0,1452,158,0,6,20,0,0,2,3,0,0,0,0,0,0,0,0,0,False
24,"Kosmozapper: Südöstlicher Radius fertiggestellt
**Unterstütze weiter die Erkundung!",Kosmozapper: Südöstlicher Radius - Fertiggestellt,"Der südöstliche Radius des Kosmozappers ist fertig! Wenn das die Erkundung in dem Gebiet nicht ankurbelt, weiß ich auch nicht. Danke für die hoppeltastische Hilfe!",Der südöstliche Radius des Kosmozappers ist fertig! Danke für die hoppeltastische Hilfe!,Searchingway,241013,18,6,1409,158,0,7,21,6,0,2,3,4,6,7,0,0,0,0,0,0,False
25,"Piercingways Tunnel in Planung
 **Schließe Stellarmissionen ab!",Piercingways Tunnel - In Planung,"Wir wollen einen Tunnel in den Berg hauen! Jede einzelne Stellarmission hilft dabei, diesem Ziel näher zu kommen!","Wir wollen einen Tunnel in den Berg hauen! Gerade werden noch Materialien gesammelt, wobei wir für jede Unterstützung dankbar sind!",Searchingway,241014,0,0,0,158,0,7,22,0,0,2,3,4,6,7,0,0,0,0,0,0,False
26,"Tunnel: Aushubarbeiten I in Vorbereitung
**Bereite dich auf das Projekt vor!",Tunnel: Aushubarbeiten I - In Vorbereitung,"Für die erste Etappe der Aushubarbeiten des Tunnels ist gerade ein Gemeinschaftsprojekt in Vorbereitung. Wir hoffen, dass sich so viele Unterstützer wie möglich daran beteiligen werden!",Für die erste Etappe der Aushubarbeiten des Tunnels ist gerade ein Gemeinschaftsprojekt in Vorbereitung. Hilf doch bitte auch mit!,Searchingway,241014,0,0,1451,158,0,7,23,0,0,2,3,4,6,7,0,0,0,0,0,0,False
27,"Tunnel: Aushubarbeiten I im Gange
**Beteilige dich am Projekt!",Tunnel: Aushubarbeiten I - Im Gange,Für die erste Etappe der Aushubarbeiten des Tunnels ist ein Gemeinschaftsprojekt im Gange! Wir können jede freie Hand gebrauchen!,Für die erste Etappe der Aushubarbeiten des Tunnels ist ein Gemeinschaftsprojekt im Gange! Wir können jede freie Hand gebrauchen!,Searchingway,241014,0,0,0,158,0,7,24,0,0,2,3,4,6,7,0,0,0,0,0,0,False
28,"Tunnel: Aushubarbeiten II in Vorbereitung
**Bereite dich auf das Projekt vor!",Tunnel: Aushubarbeiten II - In Vorbereitung,"Für die zweite Etappe der Aushubarbeiten des Tunnels ist gerade ein Gemeinschaftsprojekt in Vorbereitung. Wir hoffen, dass sich so viele Unterstützer wie möglich daran beteiligen werden!",Für die zweite Etappe der Aushubarbeiten des Tunnels ist gerade ein Gemeinschaftsprojekt in Vorbereitung. Hilf doch bitte auch mit!,Searchingway,241015,18,7,1401,158,0,8,25,5,0,2,3,4,6,7,0,0,0,0,0,0,False
29,"Tunnel: Aushubarbeiten II im Gange
**Beteilige dich am Projekt!",Tunnel: Aushubarbeiten II - Im Gange,Für die zweite Etappe der Aushubarbeiten des Tunnels ist ein Gemeinschaftsprojekt im Gange! Wir können jede freie Hand gebrauchen!,Für die zweite Etappe der Aushubarbeiten des Tunnels ist ein Gemeinschaftsprojekt im Gange! Wir können jede freie Hand gebrauchen!,Searchingway,241015,0,0,0,158,0,8,25,0,0,2,3,4,6,7,0,0,0,0,0,0,False
30,"Piercingways Tunnel fertiggestellt
**Unterstütze weiter die Erkundung!",Piercingways Tunnel - Fertiggestellt,"Piercingways Tunnel ist fertig! Ich bin gespannt, was die Erkundung dort alles entdecken wird. Danke für die hoppeltastische Hilfe!",Piercingways Tunnel ist fertig! Danke für die hoppeltastische Hilfe!,Searchingway,241016,18,8,1408,158,0,9,26,6,0,2,3,4,6,7,0,0,0,0,0,0,False
31,"Kosmozapper: Südwestlicher Radius in Planung
 **Schließe Stellarmissionen ab!",Kosmozapper: Südwestlicher Radius - In Planung,"Der Kosmozapper soll um einen südwestlichen Radius erweitert werden! Jede einzelne Stellarmission hilft dabei, diesem Ziel näher zu kommen!","Der Kosmozapper soll um einen südwestlichen Radius erweitert werden! Gerade werden noch Materialien gesammelt, wobei wir für jede Unterstützung dankbar sind!",Searchingway,241017,0,0,0,158,0,9,27,0,0,2,3,4,6,7,0,0,0,0,0,0,False
32,"Kosmozapper: Südwestlicher Radius im Ausbau
**Warte die Fertigstellung ab!",Kosmozapper: Südwestlicher Radius - Im Ausbau,"Der Zeitpunkt der Fertigstellung für den südwestlichen Radius des Kosmozappers steht nun fest! Nur noch ein bisschen Geduld, dann können wir uns direkt auf die Bretter schwingen!",Der Zeitpunkt der Fertigstellung für den südwestlichen Radius des Kosmozappers steht nun fest!,Searchingway,241017,0,0,1452,158,0,9,27,0,0,2,3,4,6,7,0,0,0,0,0,0,False
33,"Kosmozapper: Südwestlicher Radius fertiggestellt
**Unterstütze weiter die Erkundung!",Kosmozapper: Südwestlicher Radius - Fertiggestellt,"Der südwestliche Radius des Kosmozappers ist fertig! Wenn das die Erkundung in dem Gebiet nicht ankurbelt, weiß ich auch nicht. Danke für die hoppeltastische Hilfe!",Der südwestliche Radius des Kosmozappers ist fertig! Danke für die hoppeltastische Hilfe!,Searchingway,241018,18,9,1412,158,0,10,28,6,0,2,3,4,6,7,8,0,0,0,0,0,False
34,"Mondtor-Station: Erweiterung II in Planung
 **Schließe Stellarmissionen ab!",Mondtor-Station: Erweiterung II - In Planung,"Die Mondtor-Station wird noch grandioser erweitert. Jede einzelne Stellarmission hilft dabei, diesem Ziel näher zu kommen!","Die Mondtor-Station wird noch grandioser erweitert. Gerade werden noch Materialien gesammelt, wobei wir für jede Unterstützung dankbar sind!",Searchingway,241019,0,0,0,158,0,10,29,0,0,2,3,4,6,7,8,0,0,0,0,0,False
35,"Mondtor-Station: Erweiterung II in Vorbereitung
**Bereite dich auf das Projekt vor!",Mondtor-Station: Erweiterung II - In Vorbereitung,"Für die grandiose Erweiterung der Mondtor-Station ist gerade ein Gemeinschaftsprojekt in Vorbereitung. Wir hoffen, dass sich so viele Unterstützer wie möglich daran beteiligen werden!",Für die grandiose Erweiterung der Mondtor-Station ist gerade ein Gemeinschaftsprojekt in Vorbereitung. Hilf doch bitte auch mit!,Searchingway,241019,0,0,1451,158,0,10,30,0,0,2,3,4,6,7,8,0,0,0,0,0,False
36,"Mondtor-Station: Erweiterung II im Gange
**Beteilige dich am Projekt!",Mondtor-Station: Erweiterung II - Im Gange,Für die grandiose Erweiterung der Mondtor-Station ist ein Gemeinschaftsprojekt im Gange! Wir können jede freie Hand gebrauchen!,Für die grandiose Erweiterung der Mondtor-Station ist ein Gemeinschaftsprojekt im Gange! Wir können jede freie Hand gebrauchen!,Searchingway,241019,0,0,0,158,0,10,31,0,0,2,3,4,6,7,8,0,0,0,0,0,False
37,"Mondtor-Station: Basislager Gamma fertiggestellt
**Unterstütze weiter die Erkundung!",Mondtor-Station: Basislager Gamma - Fertiggestellt,Die Erweiterung der Mondtor-Station ist fertig und grandios! Das sollte der Erkundung einen ordentlichen Schwung verpassen. Danke für die hoppeltastische Hilfe!,Die Erweiterung der Mondtor-Station ist fertig und grandios! Danke für die hoppeltastische Hilfe!,Searchingway,241020,18,10,1410,158,0,11,32,6,1,2,3,5,6,7,8,0,0,0,0,0,False
38,"Energisierungswerke & Hydrofizierungswerke in Planung
 **Schließe Stellarmissionen ab!",Energisierungswerke & Hydrofizierungswerke - In Planung,"Wir wollen die Infrastruktur mit Strom- und Wasserwerken aufbessern. Jede einzelne Stellarmission hilft dabei, diesem Ziel näher zu kommen!","Wir wollen die Infrastruktur mit Strom- und Wasserwerken aufbessern. Gerade werden noch Materialien gesammelt, wobei wir für jede Unterstützung dankbar sind!",Searchingway,241021,0,0,0,158,0,11,33,0,1,2,3,5,6,7,8,0,0,0,0,0,False
39,"Energisierungswerke: Erweiterung in Vorbereitung
**Bereite dich auf das Projekt vor!",Energisierungswerke: Erweiterung - In Vorbereitung,"Für die Errichtung der Stromwerke ist gerade ein Gemeinschaftsprojekt in Vorbereitung. Wir hoffen, dass sich so viele Unterstützer wie möglich daran beteiligen werden!",Für die Errichtung der Stromwerke ist gerade ein Gemeinschaftsprojekt in Vorbereitung. Hilf doch bitte auch mit!,Searchingway,241021,0,0,1451,158,0,11,34,0,1,2,3,5,6,7,8,0,0,0,0,0,False
40,"Energisierungswerke: Erweiterung im Gange
**Beteilige dich am Projekt!",Energisierungswerke: Erweiterung - Im Gange,Für die Errichtung der Stromwerke ist ein Gemeinschaftsprojekt im Gange! Wir können jede freie Hand gebrauchen!,Für die Errichtung der Stromwerke ist ein Gemeinschaftsprojekt im Gange! Wir können jede freie Hand gebrauchen!,Searchingway,241021,0,0,0,158,0,11,35,0,1,2,3,5,6,7,8,0,0,0,0,0,False
41,"Hydrofizierungswerke: Erweiterung in Vorbereitung
**Bereite dich auf das Projekt vor!",Hydrofizierungswerke: Erweiterung - In Vorbereitung,"Für die Errichtung der Wasserwerke ist gerade ein Gemeinschaftsprojekt in Vorbereitung. Wir hoffen, dass sich so viele Unterstützer wie möglich daran beteiligen werden!",Für die Errichtung der Wasserwerke ist gerade ein Gemeinschaftsprojekt in Vorbereitung. Hilf doch bitte auch mit!,Searchingway,241022,18,11,1401,158,0,12,36,5,1,2,3,5,6,7,8,0,0,0,0,0,False
42,"Hydrofizierungswerke: Erweiterung im Gange
**Beteilige dich am Projekt!",Hydrofizierungswerke: Erweiterung - Im Gange,Für die Errichtung der Wasserwerke ist ein Gemeinschaftsprojekt im Gange! Wir können jede freie Hand gebrauchen!,Für die Errichtung der Wasserwerke ist ein Gemeinschaftsprojekt im Gange! Wir können jede freie Hand gebrauchen!,Searchingway,241022,0,0,0,158,0,12,36,0,1,2,3,5,6,7,8,0,0,0,0,0,False
43,"Energisierungswerke & Hydrofizierungswerke fertiggestellt
**Unterstütze weiter die Erkundung!",Energisierungswerke & Hydrofizierungswerke - Fertiggestellt,"Sowohl die Energisierungswerke als auch die Hydrofizierungswerke sind fertig! Zwei Sorgen weniger, mit denen wir uns herumschlagen müssen. Danke für die hoppeltastische Hilfe!",Sowohl die Energisierungswerke als auch die Hydrofizierungswerke sind fertig! Danke für die hoppeltastische Hilfe!,Searchingway,241023,18,12,1401,158,0,13,37,5,1,2,3,5,6,7,8,0,0,0,0,0,False
44,"Sternenhangar Gamma & Kosmoport Beta in Planung
 **Schließe Stellarmissionen ab!",Sternenhangar Gamma & Kosmoport Beta - In Planung,"Wir wollen Sternenhangar und Kosmoport überarbeiten. Jede einzelne Stellarmission hilft dabei, diesem Ziel näher zu kommen!","Wir wollen Sternenhangar und Kosmoport überarbeiten. Gerade werden noch Materialien gesammelt, wobei wir für jede Unterstützung dankbar sind!",Searchingway,241024,0,0,0,158,0,13,38,0,1,2,3,5,6,7,8,0,0,0,0,0,False
45,"Sternenhangar: Erweiterung II in Vorbereitung
**Bereite dich auf das Projekt vor!",Sternenhangar: Erweiterung II - In Vorbereitung,"Für die Überarbeitung des Sternenhangars ist gerade ein Gemeinschaftsprojekt in Vorbereitung. Wir hoffen, dass sich so viele Unterstützer wie möglich daran beteiligen werden!",Für die Überarbeitung des Sternenhangars ist gerade ein Gemeinschaftsprojekt in Vorbereitung. Hilf doch bitte auch mit!,Searchingway,241024,0,0,1451,158,0,13,39,0,1,2,3,5,6,7,8,0,0,0,0,0,False
46,"Sternenhangar: Erweiterung II im Gange
**Beteilige dich am Projekt!",Sternenhangar: Erweiterung II - Im Gange,Für die Überarbeitung des Sternenhangars ist ein Gemeinschaftsprojekt im Gange! Wir können jede freie Hand gebrauchen!,Für die Überarbeitung des Sternenhangars ist ein Gemeinschaftsprojekt im Gange! Wir können jede freie Hand gebrauchen!,Searchingway,241024,0,0,0,158,0,13,40,0,1,2,3,5,6,7,8,0,0,0,0,0,False
47,"Kosmoport: Bauunterstützung II in Vorbereitung
**Bereite dich auf das Projekt vor!",Kosmoport: Bauunterstützung II - In Vorbereitung,"Für die Überarbeitung des Kosmoports ist gerade ein Gemeinschaftsprojekt in Vorbereitung. Wir hoffen, dass sich so viele Unterstützer wie möglich daran beteiligen werden!",Für die Überarbeitung des Kosmoports ist gerade ein Gemeinschaftsprojekt in Vorbereitung. Hilf doch bitte auch mit!,Searchingway,241025,18,13,1402,158,0,14,41,5,1,2,3,5,6,7,8,0,0,0,0,0,False
48,"Kosmoport: Bauunterstützung II im Gange
**Beteilige dich am Projekt!",Kosmoport: Bauunterstützung II - Im Gange,Für die Überarbeitung des Kosmoports ist ein Gemeinschaftsprojekt im Gange! Wir können jede freie Hand gebrauchen!,Für die Überarbeitung des Kosmoports ist ein Gemeinschaftsprojekt im Gange! Wir können jede freie Hand gebrauchen!,Searchingway,241025,0,0,0,158,0,14,41,0,1,2,3,5,6,7,8,0,0,0,0,0,False
49,"Sternenhangar Gamma & Kosmoport Beta fertiggestellt
**Unterstütze weiter die Erkundung!",Sternenhangar Gamma & Kosmoport Beta - Fertiggestellt,Sowohl Sternenhangar als auch Kosmoport sind fertig überarbeitet! Da spürt man direkt einen Schwall an Motivation in der Brust. Danke für die hoppeltastische Hilfe!,Sowohl Sternenhangar als auch Kosmoport sind fertig überarbeitet! Danke für die hoppeltastische Hilfe!,Searchingway,241026,18,14,1402,158,0,15,42,5,1,2,3,5,6,7,8,0,0,0,0,0,False
50,"Nadir-Lift in Planung
 **Schließe Stellarmissionen ab!",Nadir-Lift - In Planung,"Wir wollen einen Lift errichten, der uns ganz tief nach unten bringen kann! Jede einzelne Stellarmission hilft dabei, diesem Ziel näher zu kommen!","Wir wollen einen Lift errichten, der uns ganz tief nach unten bringen kann! Gerade werden noch Materialien gesammelt, wobei wir für jede Unterstützung dankbar sind!",Searchingway,241027,0,0,0,158,0,15,43,0,1,2,3,5,6,7,8,0,0,0,0,0,False
51,"Lift: Vorbereitungsarbeiten I in Vorbereitung
**Bereite dich auf das Projekt vor!",Lift: Vorbereitungsarbeiten I - In Vorbereitung,"Für die erste Etappe der Aushubarbeiten des Lifts ist gerade ein Gemeinschaftsprojekt in Vorbereitung. Wir hoffen, dass sich so viele Unterstützer wie möglich daran beteiligen werden!",Für die erste Etappe der Aushubarbeiten des Lifts ist gerade ein Gemeinschaftsprojekt in Vorbereitung. Hilf doch bitte auch mit!,Searchingway,241027,0,0,1451,158,0,15,44,0,1,2,3,5,6,7,8,0,0,0,0,0,False
52,"Lift: Vorbereitungsarbeiten I im Gange
**Beteilige dich am Projekt!",Lift: Vorbereitungsarbeiten I - Im Gange,Für die erste Etappe der Aushubarbeiten des Lifts ist ein Gemeinschaftsprojekt im Gange! Wir können jede freie Hand gebrauchen!,Für die erste Etappe der Aushubarbeiten des Lifts ist ein Gemeinschaftsprojekt im Gange! Wir können jede freie Hand gebrauchen!,Searchingway,241027,0,0,0,158,0,15,45,0,1,2,3,5,6,7,8,0,0,0,0,0,False
53,"Lift: Vorbereitungsarbeiten II in Vorbereitung
**Bereite dich auf das Projekt vor!",Lift: Vorbereitungsarbeiten II - In Vorbereitung,"Für die zweite Etappe der Aushubarbeiten des Lifts ist gerade ein Gemeinschaftsprojekt in Vorbereitung. Wir hoffen, dass sich so viele Unterstützer wie möglich daran beteiligen werden!",Für die zweite Etappe der Aushubarbeiten des Lifts ist gerade ein Gemeinschaftsprojekt in Vorbereitung. Hilf doch bitte auch mit!,Searchingway,241028,18,15,1401,158,0,16,46,5,1,2,3,5,6,7,8,0,0,0,0,0,False
