#,Unknown0,GayaSoundId,ChatRule,Unknown3,EnableCrafting,EnableGathering,EnableRepairs,Unknown7,Unknown8,EnableJobChangeToLimitedJob,EnableCompanion,EnablePets,EnableRidePillion,DisableLogoutTimer,EnableTeleport,EnableReturn,Unknown16,Unknown17,EnableRecommendList,Unknown19,Unknown20,DisableMapDiscovery,DisableFieldMarkers,Unknown23,EnableActions,EnableConsumableItems,Unknown26,EnableTripleTriadMatches,EnableTripleTriadMatchesAnywhere,Unknown29,Unknown30,Unknown31,CanPauseTimeWeather,Unknown33,EnablePvPQuickChat,Unknown35,Unknown36,CanApplyGlamourPlatesAnywhere,Unknown38,EnableFieldMarkerPresets,IgnoreCombatFlagForMarkers,Unknown41,Unknown42
31,1000,0,5,0,True,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
32,1000,0,0,0,True,True,True,True,False,True,False,True,True,True,True,True,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True
33,1000,0,5,0,True,True,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
34,1000,0,5,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
35,1000,1,5,0,False,True,True,True,False,True,False,True,False,False,False,True,True,False,True,False,False,False,False,False,True,True,False,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False
36,1000,0,5,0,True,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False
37,1000,0,3,0,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,True,True,False,False
38,1000,2,5,0,True,False,True,True,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
39,1000,0,7,0,True,True,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False
40,1000,0,0,0,True,True,True,True,False,True,False,True,True,True,True,True,False,True,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
41,1000,0,8,0,False,True,True,True,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False
42,1000,0,9,0,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,True,True,False,False
43,1000,0,8,0,False,True,True,True,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
44,1000,0,8,0,False,True,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
45,1000,0,5,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
46,1000,0,5,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
47,1000,0,8,0,True,True,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
48,1000,0,8,0,False,True,True,True,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False
49,1000,0,0,8,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,False,False,False,False,True,True,False,True,True,True,True,False,False,False,False
50,1000,0,1,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
51,1000,0,5,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
52,1000,0,8,0,False,True,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,True,True,False,False,True,False,False,True,True,False,False,False
53,1000,0,8,0,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,True,True,False,False,True,False,False,True,True,False,False,False
54,1000,0,0,0,True,True,True,True,False,True,False,False,True,True,True,True,False,True,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
55,1000,0,0,0,True,True,True,True,False,True,False,True,True,True,True,True,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True
56,1000,0,0,0,True,True,True,True,False,True,False,True,True,True,True,True,False,True,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False
57,1000,0,5,0,True,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False
58,1000,0,5,0,True,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False
59,1000,0,10,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
60,1000,1,0,8,True,True,True,True,False,True,False,False,True,True,True,True,True,True,True,True,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,True,True,True,True,False,False,False,True
61,1000,0,8,0,False,True,True,True,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,True
62,1000,0,5,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
63,1000,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
64,1000,0,0,0,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
