#,Text,LogKind,DisplayFlags,Unknown1,Duration,Unknown2
112,Du kannst dich neben dir vor Müdigkeit kaum auf den Beinen halten.,29,1,0,0,False
113,Du bist echt frustriert wegen dir.,29,1,0,0,False
114,Du winkst dir zum Abschied zu.,29,1,0,0,False
115,Du winkst dir zu.,29,1,0,0,False
116,Du zuckst vor dir mit den Schultern.,29,1,0,0,False
117,Du drückst dir gegenüber freudige Entzückung aus.,29,1,0,0,False
118,Du kniest vor dir nieder.,29,1,0,0,False
119,Du lachst herzlich mit dir.,29,1,0,0,False
120,Du brichst vor dir in Gelächter aus.,29,1,0,0,False
121,Du siehst dir das Gebiet um dich herum genau an.,29,1,0,0,False
122,Du zeigst auf dich selbst.,29,1,0,0,False
123,Du stimmst dir nicht zu.,29,1,0,0,False
124,Du stimmst mit dir überhaupt nicht überein.,29,1,0,0,False
125,Du siehst dich und brichst in Panik aus.,29,1,0,0,False
126,Du zeigst auf dich.,29,1,0,0,False
127,Du stupst dich an.,29,1,0,0,False
128,Du lobst dich in den höchsten Tönen.,29,1,0,0,False
129,Du willst wahren Kampfgeist in dir entfachen.,29,1,0,0,False
130,Du salutierst vor dir.,29,1,0,0,False
131,Du siehst dich schockiert an.,29,1,0,0,False
132,Du zuckst vor dir ratlos mit den Schultern.,29,1,0,0,False
133,Du munterst dich auf.,29,1,0,0,False
134,"Du versuchst, dich zu beruhigen.",29,1,0,0,False
135,Du torkelst auf dich zu.,29,1,0,0,False
136,Du reckst dich vor dir.,29,1,0,0,False
137,Du wendest schmollend den Blick von dir ab.,29,1,0,0,False
138,Du versinkst beim Anblick von dir in Gedanken.,29,1,0,0,False
139,Du bist schwer enttäuscht von dir.,29,1,0,0,False
140,Du heißt dich herzlich willkommen.,29,1,0,0,False
141,Du nickst dir zu.,29,1,0,0,False
142,Du stimmst dir voll und ganz zu.,29,1,0,0,False
143,Du betrachtest dich vor dir.,29,1,0,0,False
144,Du posierst vor dir.,29,1,0,0,False
145,Du grüßt dich mit dem Salut des Mahlstroms.,29,1,0,0,False
146,Du grüßt dich mit dem Salut der Bruderschaft.,29,1,0,0,False
147,Du grüßt dich mit dem Salut der Legion.,29,1,0,0,False
148,Du wirfst dir eine Kusshand zu.,29,1,0,0,False
149,Du wirfst einen Schneeball auf dich.,29,1,0,0,False
150,Du fällst vor dir ehrerbietig auf die Knie.,29,1,0,0,False
151,Du drückst dir gegenüber unbändige Freude aus.,29,1,0,0,False
152,Du zeigst deine unsagbare Enttäuschung vor dir.,29,1,0,0,False
153,"Du animierst dich dazu, sich für den Kampf aufzuwärmen.",29,1,0,0,False
154,Du zeigst dir deine Freude über den Triumph.,29,1,0,0,False
155,Du machst einen Rückwärtssalto vor dir.,29,1,0,0,False
156,Du grüßt dich mit einem fernöstlichen Gruß.,29,1,0,0,False
157,Du siehst dich an und plötzlich wird dir alles klar.,29,1,0,0,False
158,,0,0,0,0,False
159,,0,0,0,0,False
160,,0,0,0,0,False
161,Du blickst dich neutral an.,29,1,0,0,False
162,Du lächelst dich an.,29,1,0,0,False
163,Du grinst dich an.,29,1,0,0,False
164,Du blickst dich voll Zuversicht an.,29,1,0,0,False
165,Du funkelst dich siegessicher an.,29,1,0,0,False
166,Du schließt die Augen vor dir.,29,1,0,0,False
167,Du blickst dich traurig an.,29,1,0,0,False
168,Du starrst dich angsterfüllt an.,29,1,0,0,False
169,Du blickst dich sprachlos an.,29,1,0,0,False
170,Du blickst dich schmerzerfüllt an.,29,1,0,0,False
171,Du schaust dich genervt an.,29,1,0,0,False
172,Du wirfst dir einen alarmierten Blick zu.,29,1,0,0,False
173,Du wirfst dir einen besorgten Blick zu.,29,1,0,0,False
174,Du strahlst dich überglücklich an.,29,1,0,0,False
175,Du wirst zornrot vor dir.,29,1,0,0,False
176,Du siehst dich betreten an.,29,1,0,0,False
177,Du siehst dich erschrocken an.,29,1,0,0,False
178,Du betest vor dir.,29,1,0,0,False
179,Du grüßt dich mit dem Salut der Garlear.,29,1,0,0,False
180,Du wirfst etwas auf dich.,29,1,0,0,False
181,Hier haben nur Lalafell Zutritt.,60,8,0,0,False
182,Du legst für dich einen flotten Stepptanz aufs Parkett.,29,1,0,0,False
183,Du zeigst dir den Tanz der Fruchtbarkeit.,29,1,0,0,False
184,Du zeigst dir den Tanz der Höflinge.,29,1,0,0,False
185,Du zeigst dir den Tanz der Chevaliers.,29,1,0,0,False
186,Du streichelst dich sanft.,29,1,0,0,False
187,Du überreichst dir etwas.,29,1,0,0,False
188,Du fütterst dich.,29,1,0,0,False
189,Du zeigst dir deinen Feuertanz.,29,1,0,0,False
190,Du grüßt dich mit einem Triumphschrei!,29,1,0,0,False
191,Du gibst dir eine Ohrfeige.,29,1,0,0,False
192,Du umarmst dich.,29,1,0,0,False
193,Du drückst dich liebevoll ans Herz.,29,1,0,0,False
194,Du versuchst dich mit der anmutigen Pose eines gewissen Kriminologen zu beeindrucken.,29,1,0,0,False
195,Du streckst dir die Faust zur Begrüßung entgegen.,29,1,0,0,False
196,,0,0,0,0,False
197,Du zeigst dir den Thavnair-Tanz.,29,1,0,0,False
198,Du zeigst dir den Goldtanz.,29,1,0,0,False
199,Du zeigst dir den Sonnentanz.,29,1,0,0,False
200,Du bist überrascht.,29,1,0,0,False
201,Du schaust sehr verärgert.,29,1,0,0,False
202,Du schnaubst wütend.,29,1,0,0,False
203,Du bist verlegen und errötest.,29,1,0,0,False
204,Du verbeugst dich.,29,1,0,0,False
205,Du stößt einen An­feu­erungs­schrei aus!,29,1,0,0,False
206,Du klatschst begeistert Beifall.,29,1,0,0,False
207,Du winkst einladend in die Runde.,29,1,0,0,False
208,Du suchst nach jemandem zum Trösten.,29,1,0,0,False
209,Du kannst die Tränen nicht zurückhalten.,29,1,0,0,False
210,Du tanzt fröhlich.,29,1,0,0,False
211,Du stellst den Schuldigen geistig zur Rede.,29,1,0,0,False
212,Du kannst dich vor Müdigkeit kaum auf den Beinen halten.,29,1,0,0,False
213,Du bist echt frustriert.,29,1,0,0,False
214,Du winkst zum Abschied.,29,1,0,0,False
215,Du winkst.,29,1,0,0,False
216,Du siehst überfragt aus.,29,1,0,0,False
217,Du bist glücklich.,29,1,0,0,False
218,Du kniest respektvoll nieder.,29,1,0,0,False
219,Du lachst herzlich.,29,1,0,0,False
220,Du schüttelst dich vor Lachen.,29,1,0,0,False
221,Du siehst dir deine Umgebung ganz genau an.,29,1,0,0,False
222,Du zeigst auf dich selbst.,29,1,0,0,False
223,Du schüttelst den Kopf.,29,1,0,0,False
224,Du verneinst vehement.,29,1,0,0,False
225,Du brichst in Panik aus.,29,1,0,0,False
226,Du zeigst in die Ferne.,29,1,0,0,False
227,Du stupst in die Luft.,29,1,0,0,False
228,Du applaudierst.,29,1,0,0,False
229,Du demonstrierst vollste Ent­schlos­sen­heit.,29,1,0,0,False
230,Du salutierst.,29,1,0,0,False
231,Du siehst schockiert aus.,29,1,0,0,False
232,Du zuckst mit den Achseln.,29,1,0,0,False
233,Du machst dir selbst Mut.,29,1,0,0,False
234,"Du versuchst, die Lage zu entspannen.",29,1,0,0,False
235,Du torkelst.,29,1,0,0,False
236,Du reckst dich.,29,1,0,0,False
237,Du schmollst.,29,1,0,0,False
238,Du denkst angestrengt nach.,29,1,0,0,False
239,Du bist zutiefst enttäuscht.,29,1,0,0,False
240,Du begrüßt die gesamte Runde.,29,1,0,0,False
241,Du nickst.,29,1,0,0,False
242,Du stimmst nickend zu.,29,1,0,0,False
243,Du betrachtest dich.,29,1,0,0,False
244,Du posierst.,29,1,0,0,False
245,Du grüßt mit dem Salut des Mahlstroms.,29,1,0,0,False
246,Du grüßt mit dem Salut der Bruderschaft.,29,1,0,0,False
247,Du grüßt mit dem Salut der Legion.,29,1,0,0,False
248,Du machst eine Kusshand.,29,1,0,0,False
249,Du wirfst einen Schneeball.,29,1,0,0,False
250,Du gehst ehrerbietig auf die Knie.,29,1,0,0,False
251,Du drückst unbändige Freude aus.,29,1,0,0,False
252,Du bist am Boden zerstört.,29,1,0,0,False
253,Du wärmst dich für den Kampf auf.,29,1,0,0,False
254,Du freust dich über den Triumph.,29,1,0,0,False
255,Du machst einen Rückwärtssalto.,29,1,0,0,False
256,Du grüßt mit einem fernöstlichen Gruß.,29,1,0,0,False
257,Dir wird plötzlich alles klar.,29,1,0,0,False
258,,0,0,0,0,False
259,,0,0,0,0,False
260,,0,0,0,0,False
261,Du schaust neutral.,29,1,0,0,False
262,Du lächelst.,29,1,0,0,False
263,Du grinst.,29,1,0,0,False
264,Du schaust zuversichtlich.,29,1,0,0,False
265,Du bist dir deines Sieges gewiss.,29,1,0,0,False
266,Du schließt deine Augen.,29,1,0,0,False
267,Du bist den Tränen nahe.,29,1,0,0,False
268,Du starrst angsterfüllt vor dich hin.,29,1,0,0,False
269,Du bist sprachlos.,29,1,0,0,False
270,Du unterdrückst deine Schmerzen.,29,1,0,0,False
271,Du schaust genervt.,29,1,0,0,False
272,Du blickst alarmiert auf.,29,1,0,0,False
273,Du blickst sorgenvoll.,29,1,0,0,False
274,Du strahlst übers ganze Gesicht.,29,1,0,0,False
275,Du wirst rot vor Zorn.,29,1,0,0,False
276,Du schaust betreten.,29,1,0,0,False
277,Du bist dich erschrocken.,29,1,0,0,False
278,Du sprichst ein Gebet.,29,1,0,0,False
279,Du grüßt mit dem Salut der Garlear.,29,1,0,0,False
280,Du wirfst etwas.,29,1,0,0,False
281,"Da du kein Lalafell bist, wirst du an einen deiner Größe angemessenen Ort gebracht.",60,8,0,0,False
282,Du legst einen flotten Stepptanz aufs Parkett.,29,1,0,0,False
283,Du tanzt den Tanz der Fruchtbarkeit.,29,1,0,0,False
284,Du tanzt den Tanz der Höflinge.,29,1,0,0,False
285,Du tanzt den Tanz der Chevaliers.,29,1,0,0,False
286,Du streichelst etwas Unsichtbares.,29,1,0,0,False
287,Du bietest etwas an.,29,1,0,0,False
288,Du tanzt den Feuertanz.,29,1,0,0,False
289,Du stößt einen Triumphschrei aus.,29,1,0,0,False
290,Du gibst jemand Unsichtbarem eine Ohrfeige.,29,1,0,0,False
291,Du umarmst etwas Unsichtbares.,29,1,0,0,False
292,Du drückst jemand Unsichtbaren liebevoll ans Herz.,29,1,0,0,False
293,Du vollführst eine höchst anmutige Bewegung.,29,1,0,0,False
294,Du streckst die Faust zur Begrüßung aus.,29,1,0,0,False
295,,0,0,0,0,False
296,Du tanzt den Thavnair-Tanz.,29,1,0,0,False
297,Du tanzt den Goldtanz.,29,1,0,0,False
298,Du tanzt den Sonnentanz.,29,1,0,0,False
299,,0,0,0,0,False
300,Die Schwarze Liste konnte nicht bearbeitet werden.,60,8,0,0,False
301,Konnte nicht zur Schwarzen Liste hinzugefügt werden.,60,8,0,0,False
302,Konnte nicht von der Schwarzen Liste entfernt werden.,60,8,0,0,False
303,Die Schwarze Liste ist voll.,60,8,0,0,False
304,Der Spieler steht bereits auf der Schwarzen Liste.,60,8,0,0,False
305,Freunde können nicht auf die Schwarze Liste gesetzt werden. Der Spieler muss erst von der Freundesliste entfernt werden.,60,8,0,0,False
306,Pro Tag können maximal sieben Freund­schaftsanfragen gesendet werden.,60,8,0,0,False
307,"Keine weitere Einladung möglich, da das vor­über­gehende Maximum erreicht wurde.",60,8,0,0,False
308,Einladung verschickt. ( Du kannst noch UNKNOWN Einladung verschicken.),57,33,0,0,False
309,Die Kampagne ist bereits abgelaufen.,60,8,0,0,False
310,Die Freundesliste konnte nicht bearbeitet werden.,60,8,0,0,False
311,Freund­schaftsanfrage konnte nicht gesendet werden.,60,8,0,0,False
312,Diesem Spieler hast du bereits eine Anfrage gesendet oder ihr seid bereits befreundet.,60,8,0,0,False
313,Die Freundesliste ist voll.,60,8,0,0,False
314,Freund­schaftsanfrage konnte nicht gesendet werden. Die Freundesliste des anderen Spielers ist voll.,60,8,0,0,False
315,Spielern auf der Schwarzen Liste kann man keine Freund­schaftsanfrage schicken.,60,8,0,0,False
316,"Deine Freund­schaftsanfrage konnte nicht angenommen werden, weil der Onlinestatus des anderen Spielers „Beschäftigt“ ist.",60,8,0,0,False
317,UNKNOWN wurde „UNKNOWN“ zugeordnet.,57,32,0,0,False
318,Der Freundeskreis wurde umbenannt.,57,32,0,0,False
319,Fehlerhaftes Ziel. Bitte überprüfe die Variable zur Zielbestimmung.,60,8,0,0,False
320,Die Gruppe konnte nicht bearbeitet werden.,60,8,0,0,False
321,Einladung in Gruppe fehlgeschlagen.,60,8,0,0,False
322,Rauswurf aus Gruppe ist fehlgeschlagen.,60,8,0,0,False
323,Anführer der Gruppe konnte nicht geändert werden.,60,8,0,0,False
324,Austritt aus Gruppe fehlgeschlagen.,60,8,0,0,False
325,Auflösung der Gruppe fehlgeschlagen.,60,8,0,0,False
326,Der Spieler ist bereits Mitglied einer Gruppe.,60,8,0,0,False
327,Der Spieler wurde bereits von einer anderen Gruppe eingeladen.,60,8,0,0,False
328,Diesen Spieler hast du bereits eingeladen.,60,8,0,0,False
329,Die Gruppe ist voll. Es können keine weiteren Spieler eingeladen werden.,60,8,0,0,False
330,Bearbeitung der Charaktereinstellungen fehlgeschlagen.,60,8,0,0,False
331,"Einladung fehlgeschlagen.
Der Spieler nimmt gerade an einem Inhalt teil oder ist in einem anderen Areal.",60,8,0,0,False
332,"Das Grup­pen­mit­glied konnte nicht befördert werden, da es momentan offline ist.",60,8,0,0,False
333,"Gib an, welche Klasse bzw. Job du spielen möchtest.",60,8,0,0,False
334,Einladung fehlgeschlagen. Der Spieler hat den Onlinestatus „Beschäftigt“.,60,8,0,0,False
335,"Du kannst nicht eintreten, weil du gerade an einem Inhalt teilnimmst oder in einem anderen Areal als der Gruppenanführer bist.",60,8,0,0,False
336,Einladung fehlgeschlagen. Der Spieler sieht gerade eine Videosequenz.,60,8,0,0,False
337,"Kann nicht zum Gruppenanführer werden.
Der Spieler ist in einem Inhalt oder hat das Spiel verlassen.",60,8,0,0,False
338,Der Name des Kontaktkreises darf nicht nur aus Symbolen bestehen.,60,8,0,0,False
339,Die Einladung in den Kontaktkreis ist fehlgeschlagen.,60,8,0,0,False
340,Der Kontaktkreis konnte nicht erstellt werden.,60,8,0,0,False
341,Der Name des Kontaktkreises muss zwischen 3 und 20 Zeichen lang sein.,60,8,0,0,False
342,Der Name des Kontaktkreises enthält unnötige Leerzeichen.,60,8,0,0,False
343,Der Name des Kontaktkreises enthält unbekannte Sonderzeichen.,60,8,0,0,False
344,Der Name des Kontaktkreises enthält unbekannte Sonderzeichen.,60,8,0,0,False
345,Der Name des Kontaktkreises muss mit einem Großbuchstaben beginnen.,60,8,0,0,False
346,Der Name des Kontaktkreises ist bereits vergeben. Wähle bitte einen anderen Namen.,60,8,0,0,False
347,Der Name des Kontaktkreises entspricht nicht den Regeln. Wähle bitte einen anderen Namen.,60,8,0,0,False
348,Es können keine weiteren Kontaktkreise erstellt werden.,60,8,0,0,False
349,Eintrag in Kontaktkreis konnte nicht bearbeitet werden.,60,8,0,0,False
350,Dieser Charakter kann keinen weiteren Kontaktkreisen mehr beitreten.,60,8,0,0,False
351,Der Spieler ist bereits Mitglied des Kontaktkreises.,60,8,0,0,False
352,"Es können keine neuen Mitglieder aufgenommen werden, da die maximale Mitgliederzahl des Kontaktkreises erreicht wurde.",60,8,0,0,False
353,Aufnahme in Kontaktkreis fehlgeschlagen.,60,8,0,0,False
354,Austritt aus Kontaktkreis fehlgeschlagen.,60,8,0,0,False
355,Austritt aus Kontaktkreis ist dem Meister nicht möglich. Die Privilegien müssen erst auf einen anderen Spieler transferiert werden.,60,8,0,0,False
356,Rauswurf aus Kontaktkreis ist fehlgeschlagen.,60,8,0,0,False
357,Einstellungen für Anführer des Kontaktkreises konnten nicht verändert werden.,60,8,0,0,False
358,Mitglieder auf Probe können nicht zu einem Anführer des Kontaktkreises ernannt werden.,60,8,0,0,False
359,Auflösung des Kontaktkreises fehlgeschlagen.,60,8,0,0,False
360,Übertragung der Privilegien als Kontaktkreismeister fehlgeschlagen.,60,8,0,0,False
361,Mitglieder auf Probe können keine Privilegien als Kontaktkreismeister erhalten.,60,8,0,0,False
362,"Der Name des Kontaktkreises enthält Wörter, die nicht verwendet werden können.",60,8,0,0,False
363,"Die Einladung in deinen Kontaktkreis ist fehlgeschlagen, weil der Onlinestatus des anderen Spielers „Beschäftigt“ ist.",60,8,0,0,False
364,Der Name des Kontaktkreises konnte nicht geändert werden.,60,8,0,0,False
365,"Dieser Name ist nicht möglich, weil er unerlaubte Zeichen enthält.",60,8,0,0,False
366,Es wurde kein Charakter mit diesem Namen gefunden.,60,8,0,0,False
367,Du bist als Anführer des Kontaktkreises „UNKNOWN“ zurückgetreten.,57,33,0,0,False
368,Du hast den Namen des Kontaktkreises von „UNKNOWN“ in „UNKNOWN“ geändert.,57,33,0,0,False
369,Der Name des Kontaktkreises wurde von „UNKNOWN“ in „UNKNOWN“ geändert.,57,33,1,0,False
370,Der Brief konnte nicht bearbeitet werden.,60,9,0,0,False
371,Der Brief konnte nicht an dich zugestellt werden.,60,9,0,0,False
372,"Der Brief konnte nicht abgeschickt werden, da er keinen Text enthält.",60,8,0,0,False
373,Der Text ist zu lang.,60,8,0,0,False
374,"Der Brief wurde nicht abgeschickt, weil der Gegenstand nicht angehängt werden konnte.",60,9,0,0,False
375,"Der Brief wurde nicht abgeschickt, weil der Gil-Betrag nicht angehängt werden konnte.",60,9,0,0,False
376,Der Brief konnte nicht gelöscht werden.,60,8,0,0,False
377,Der Brief konnte nicht gelöscht werden. Es befindet sich noch mindestens ein Gegenstand im Anhang.,60,8,0,0,False
378,Der Brief konnte nicht gelöscht werden. Es befindet sich noch ein Gil-Betrag im Anhang.,60,8,0,0,False
379,Das Inventar ist voll. Der Gegenstand aus dem Anhang kann nicht aufgenommen werden.,60,9,0,0,False
380,Der Gil-Betrag aus dem Anhang kann nicht aufgenommen werden.,60,8,0,0,False
381,Das Inventar ist voll oder du besitzt diesen seltenen Gegenstand bereits. Der Gegenstand aus dem Anhang kann nicht aufgenommen werden.,60,8,0,0,False
382,"Du kannst keinen Brief schreiben, da niemand in deiner Freundesliste registriert ist, der sich auf der gleichen Stammwelt befindet.",60,8,0,0,False
383,Du bist als Anführer des Kontaktkreises zurückgetreten.,57,33,1,0,False
384,All deine Waren auf dem Markt von  wurden verkauft. ,71,33,1,0,False
385,Die Markt-Suche konnte nicht ausgeführt werden.,60,8,0,0,False
386,Der Kauf auf dem Markt war nicht möglich.,60,8,0,0,False
387,Der Kauf auf dem Markt ist nicht möglich. Warte bitte und versuche es später erneut.,60,8,0,0,False
388,"Der Kauf ist nicht möglich, weil dein Inventar voll ist.",60,8,0,0,False
389,Du hast diesen seltenen Gegenstand bereits und kannst daher keinen weiteren kaufen.,60,8,0,0,False
390,Der Kauf auf dem Markt konnte nicht abgeschlossen werden.,60,8,0,0,False
391,Der Kauf auf dem Markt konnte nicht abgeschlossen werden. Bitte versuch es später erneut.,60,8,0,0,False
392,Du hast nicht genügend Gil.,60,8,0,0,False
393,Der Vorgang konnte nicht ausgeführt werden.,60,8,0,0,False
394,Du hast UNKNOWN als Gehilfen eingestellt.,57,33,0,0,False
395,Du hast UNKNOWN entlassen.,57,33,0,0,False
396,Du hast UNKNOWN in die Marktbezirke von  geschickt.,57,33,0,0,False
397,Du hast UNKNOWN von den Marktbezirken von  zurückgerufen.,57,33,0,0,False
