#,Text,Label,Unknown0,Param,Platform,Category,BacklightColor,Required
53,Kamera nach links,CAMERA_LEFT,19,255,255,1,6,False
54,Kamera nach rechts,CAMERA_RIGHT,20,255,255,1,6,False
55,Ego-/Verfolgerperspektive umschalten,CAMERA_MODE,21,255,255,1,6,False
56,Flip-Funktion (Bild gespiegelt),CAMERA_BACKWARD,22,255,255,1,6,False
57,Kamera heranzoomen/Zurückblättern,CAMERA_ZOOMIN,23,255,255,1,6,False
58,Kamera herauszoomen/Umblättern,CAMERA_ZOOMOUT,24,255,255,1,6,False
59,Kamera zurück auf Standardposition,CAMERA_LOAD,25,255,255,1,6,False
60,Kameraposition speichern,CAMERA_SAVE,26,255,255,1,6,False
61,Zur gespeicherten Kameraposition springen,CAMERA_RESET,27,255,255,1,6,False
62,Bildausschnitt nach oben,CAM_TILT_UP,28,255,255,1,6,False
63,Bildausschnitt nach unten,CAM_TILT_DOWN,29,255,255,1,6,False
64,In die Kamera schauen,CAMERA_LOOKING,30,255,255,1,6,False
65,Gruppenfotomodus starten,GROUP_POSE,32,255,255,1,1,False
66,Schnappschuss-Sucher starten,IDLING_CAMERA,31,255,255,1,1,False
67,,,0,0,0,0,0,False
68,,,0,0,0,0,0,False
69,,,0,0,0,0,0,False
70,,,0,0,0,0,0,False
71,,,0,0,0,0,0,False
72,,,0,0,0,0,0,False
73,,,0,0,0,0,0,False
74,,,0,0,0,0,0,False
75,,,0,0,0,0,0,False
76,,,0,0,0,0,0,False
77,,,0,0,0,0,0,False
78,,,0,0,0,0,0,False
79,,,0,0,0,0,0,False
80,,,0,0,0,0,0,False
81,,,0,0,0,0,0,False
82,,,0,0,0,0,0,False
83,,,0,0,0,0,0,False
84,,,0,0,0,0,0,False
85,,,0,0,0,0,0,False
86,,,0,0,0,0,0,False
87,,,0,0,0,0,0,False
88,,,0,0,0,0,0,False
89,,,0,0,0,0,0,False
90,,,0,0,0,0,0,False
91,,,0,0,0,0,0,False
92,,,0,0,0,0,0,False
93,,,0,0,0,0,0,False
94,,,0,0,0,0,0,False
95,,,0,0,0,0,0,False
96,,,0,0,0,0,0,False
97,,,0,0,0,0,0,False
98,,,0,0,0,0,0,False
99,,,0,0,0,0,0,False
100,,,0,0,0,0,0,False
101,,,0,0,0,0,0,False
102,,,0,0,0,0,0,False
103,Gegner durchschalten (nahe → entfernt),TARGET_NEXT,1,255,255,2,2,False
104,Gegner durchschalten (entfernt → nahe),TARGET_PREV,2,255,255,2,2,False
105,Grup­pen­mit­glied 1 der Liste anvisieren,TARGET_P1,3,255,255,2,2,False
106,Grup­pen­mit­glied 2 der Liste anvisieren,TARGET_P2,4,255,255,2,2,False
107,Grup­pen­mit­glied 3 der Liste anvisieren,TARGET_P3,5,255,255,2,2,False
108,Grup­pen­mit­glied 4 der Liste anvisieren,TARGET_P4,6,255,255,2,2,False
109,Grup­pen­mit­glied 5 der Liste anvisieren,TARGET_P5,7,255,255,2,2,False
110,Grup­pen­mit­glied 6 der Liste anvisieren,TARGET_P6,8,255,255,2,2,False
111,Grup­pen­mit­glied 7 der Liste anvisieren,TARGET_P7,9,255,255,2,2,False
112,Grup­pen­mit­glied 8 der Liste anvisieren,TARGET_P8,10,255,255,2,2,False
113,Eigenes Familiar anvisieren,TARGET_PET,11,255,255,2,2,False
114,Das Ziel deines Ziels anvisieren,TARGET_TTOT,13,255,255,2,2,False
115,Zuletzt anvisiertes Ziel anvisieren,TARGET_LASTTARGET,14,255,255,2,2,False
116,Zuletzt anvisierten Gegner anvisieren,TARGET_LASTENEMY,15,255,255,2,2,False
117,Attackierenden Feind anvisieren,TARGET_LASTATTACKER,16,255,255,2,2,False
118,Nächststehenden Feind anvisieren,TARGET_CLOSEST_ENEMY,17,255,255,2,2,False
119,Nächststehenden PC anvisieren,TARGET_CLOSEST_PC,18,255,255,2,2,False
120,Nächststehenden NPC/Objekt anvisieren,TARGET_CLOSEST_NPC,19,255,255,2,2,False
121,Fokusziel setzen,TARGET_FOCUS,20,255,255,2,2,False
122,Momentanes Fokusziel anvisieren,TARGET_SELECT,21,255,255,2,2,False
123,Zum Ziel hinwenden,FACE,22,255,255,2,2,False
124,Zielmodus auf „Alle“,CIRCLE_ALL,23,255,255,2,2,False
125,Zielmodus auf „PC“,CIRCLE_ENEMY,24,255,255,2,2,False
126,Zielmodus auf „Gruppe“,CIRCLE_PARTY,25,255,255,2,2,False
127,Zielmodus auf „Gegner“,CIRCLE_PC,26,255,255,2,2,False
128,,,0,0,0,0,0,False
129,,,0,0,0,0,0,False
130,,,0,0,0,0,0,False
131,,,0,0,0,0,0,False
132,,,0,0,0,0,0,False
133,,,0,0,0,0,0,False
134,,,0,0,0,0,0,False
135,,,0,0,0,0,0,False
136,Feindselige Gegner nach oben durchschalten,TARGET_ENEMY_LIST_UP_KEY,27,255,255,2,2,False
137,Feindselige Gegner nach unten durchschalten ,TARGET_ENEMY_LIST_DOWN_KEY,28,255,255,2,2,False
138,Allianzliste durchschalten (nahe → entfernt),TARGET_ALLIANCE_NEXT_KEY,29,255,255,2,2,False
139,Allianzliste durchschalten (entfernt → nahe),TARGET_ALLIANCE_PREV_KEY,30,255,255,2,2,False
140,Allianzliste 1 durchschalten (nahe → entfernt),TARGET_ALLIANCE1_NEXT,31,255,255,2,2,False
141,Allianzliste 1 durchschalten (entfernt → nahe),TARGET_ALLIANCE1_PREV,32,255,255,2,2,False
142,Allianzliste 2 durchschalten (nahe → entfernt),TARGET_ALLIANCE2_NEXT,33,255,255,2,2,False
143,Allianzliste 2 durchschalten (entfernt → nahe),TARGET_ALLIANCE2_PREV,34,255,255,2,2,False
144,Allianzmitglied 1-1 anvisieren,TARGET_ALLIANCE1_1,35,255,255,2,2,False
145,Allianzmitglied 1-2 anvisieren,TARGET_ALLIANCE1_2,36,255,255,2,2,False
146,Allianzmitglied 1-3 anvisieren,TARGET_ALLIANCE1_3,37,255,255,2,2,False
147,Allianzmitglied 1-4 anvisieren,TARGET_ALLIANCE1_4,38,255,255,2,2,False
148,Allianzmitglied 1-5 anvisieren,TARGET_ALLIANCE1_5,39,255,255,2,2,False
149,Allianzmitglied 1-6 anvisieren,TARGET_ALLIANCE1_6,40,255,255,2,2,False
150,Allianzmitglied 1-7 anvisieren,TARGET_ALLIANCE1_7,41,255,255,2,2,False
151,Allianzmitglied 1-8 anvisieren,TARGET_ALLIANCE1_8,42,255,255,2,2,False
152,Allianzmitglied 2-1 anvisieren,TARGET_ALLIANCE2_1,43,255,255,2,2,False
153,Allianzmitglied 2-2 anvisieren,TARGET_ALLIANCE2_2,44,255,255,2,2,False
154,Allianzmitglied 2-3 anvisieren,TARGET_ALLIANCE2_3,45,255,255,2,2,False
155,Allianzmitglied 2-4 anvisieren,TARGET_ALLIANCE2_4,46,255,255,2,2,False
156,Allianzmitglied 2-5 anvisieren,TARGET_ALLIANCE2_5,47,255,255,2,2,False
157,Allianzmitglied 2-6 anvisieren,TARGET_ALLIANCE2_6,48,255,255,2,2,False
158,Allianzmitglied 2-7 anvisieren,TARGET_ALLIANCE2_7,49,255,255,2,2,False
159,Allianzmitglied 2-8 anvisieren,TARGET_ALLIANCE2_8,50,255,255,2,2,False
160,Eigenen Mitstreiter anvisieren,BUDDY_TARGET,12,255,255,2,2,False
161,Crystalline Conflict: Gegner 1 der Gruppenliste anvisieren,TARGET_PVP_OPP_P1,51,255,255,2,2,False
162,Crystalline Conflict: Gegner 2 der Gruppenliste anvisieren,TARGET_PVP_OPP_P2,52,255,255,2,2,False
163,Crystalline Conflict: Gegner 3 der Gruppenliste anvisieren,TARGET_PVP_OPP_P3,53,255,255,2,2,False
164,Crystalline Conflict: Gegner 4 der Gruppenliste anvisieren,TARGET_PVP_OPP_P4,54,255,255,2,2,False
165,Crystalline Conflict: Gegner 5 der Gruppenliste anvisieren,TARGET_PVP_OPP_P5,55,255,255,2,2,False
166,,,0,0,0,0,0,False
167,,,0,0,0,0,0,False
168,,,0,0,0,0,0,False
169,,,0,0,0,0,0,False
170,,,0,0,0,0,0,False
171,Zum Chat springen,CMD_CHAT,1,255,255,4,5,False
172,Textbefehl-Eingabe beginnen,CMD_COMMAND,2,255,255,4,5,False
173,Chatmodus kurzzeitig auf „Antworten“ (dem letzten),CMD_REPLY,3,255,255,4,5,False
174,Chatmodus kurzzeitig auf „Antworten“ (dem ersten),CMD_REPLY_REV,4,255,255,4,5,False
175,Chatmodus kurzzeitig auf „Sagen“,CMD_SAY,5,255,255,4,5,False
176,Chatmodus kurzzeitig auf „Rufen“,CMD_YELL,6,255,255,4,5,False
177,Chatmodus kurzzeitig auf „Schreien“,CMD_SHOUT,7,255,255,4,5,False
178,Chatmodus kurzzeitig auf „Gruppe“,CMD_PARTY,8,255,255,4,5,False
179,Chatmodus kurzzeitig auf „Allianz“,CMD_ALLIANCE,9,255,255,4,5,False
180,Chatmodus kurzzeitig auf „Freie Ge­sell­schaft“,CMD_FREECOM,10,255,255,4,5,False
181,Chatmodus kurzzeitig auf „Kontaktkreis“,CMD_LINKSHELL,22,255,255,4,5,False
182,Chatmodus kurzzeitig auf „Kontaktkreis“ (umgekehrt),CMD_LINKSHELL_REV,23,255,255,4,5,False
183,Chatmodus kurzzeitig auf „Kontaktkreis [1]“,CMD_LINKSHELL_1,24,255,255,4,5,False
184,Chatmodus kurzzeitig auf „Kontaktkreis [2]“,CMD_LINKSHELL_2,25,255,255,4,5,False
185,Chatmodus kurzzeitig auf „Kontaktkreis [3]“,CMD_LINKSHELL_3,26,255,255,4,5,False
186,Chatmodus kurzzeitig auf „Kontaktkreis [4]“,CMD_LINKSHELL_4,27,255,255,4,5,False
187,Chatmodus kurzzeitig auf „Kontaktkreis [5]“,CMD_LINKSHELL_5,28,255,255,4,5,False
188,Chatmodus kurzzeitig auf „Kontaktkreis [6]“,CMD_LINKSHELL_6,29,255,255,4,5,False
189,Chatmodus kurzzeitig auf „Kontaktkreis [7]“,CMD_LINKSHELL_7,30,255,255,4,5,False
190,Chatmodus kurzzeitig auf „Kontaktkreis [8]“,CMD_LINKSHELL_8,31,255,255,4,5,False
191,Antworten (dem letzten),CMD_REPLY_ALWAYS,103,255,255,4,5,False
192,Antworten (dem ersten),CMD_REPLY_REV_ALWAYS,104,255,255,4,5,False
193,Chatmodus auf „Sagen“,CMD_SAY_ALWAYS,105,255,255,4,5,False
194,Chatmodus auf „Rufen“,CMD_YELL_ALWAYS,106,255,255,4,5,False
195,,,0,0,0,0,0,False
196,Chatmodus auf „Gruppe“,CMD_PARTY_ALWAYS,108,255,255,4,5,False
197,Chatmodus auf „Allianz“,CMD_ALLIANCE_ALWAYS,109,255,255,4,5,False
198,Chatmodus auf „Freie Ge­sell­schaft“,CMD_FREECOM_ALWAYS,110,255,255,4,5,False
199,Chatmodus auf „Kontaktkreis“,CMD_LINKSHELL_ALWAYS,122,255,255,4,5,False
200,Chatmodus auf „Kontaktkreis“ (umgekehrt),CMD_LINKSHELL_REV_ALWAYS,123,255,255,4,5,False
201,Chatmodus auf „Kontaktkreis [1]“,CMD_LINKSHELL_1_ALWAYS,124,255,255,4,5,False
202,Chatmodus auf „Kontaktkreis [2]“,CMD_LINKSHELL_2_ALWAYS,125,255,255,4,5,False
203,Chatmodus auf „Kontaktkreis [3]“,CMD_LINKSHELL_3_ALWAYS,126,255,255,4,5,False
204,Chatmodus auf „Kontaktkreis [4]“,CMD_LINKSHELL_4_ALWAYS,127,255,255,4,5,False
205,Chatmodus auf „Kontaktkreis [5]“,CMD_LINKSHELL_5_ALWAYS,128,255,255,4,5,False
206,Chatmodus auf „Kontaktkreis [6]“,CMD_LINKSHELL_6_ALWAYS,129,255,255,4,5,False
207,Chatmodus auf „Kontaktkreis [7]“,CMD_LINKSHELL_7_ALWAYS,130,255,255,4,5,False
208,Chatmodus auf „Kontaktkreis [8]“,CMD_LINKSHELL_8_ALWAYS,131,255,255,4,5,False
209,,,0,0,0,0,0,False
210,,,0,0,0,0,0,False
211,Bestätigen,OK,1,255,255,5,1,True
212,Abbrechen,CANCEL,2,255,255,5,1,True
213,Alle UI-Elemente schließen,ESC,3,255,255,5,1,True
214,Kommando,PAD_MAINMENUFOCUS,4,255,255,5,1,True
215,Unterkommando,MENU,5,255,255,5,1,False
216,Cursor nach oben/In Gruppenliste nach oben,UP,6,255,255,5,1,False
217,Cursor nach unten/In Gruppenliste nach unten,DOWN,7,255,255,5,1,False
218,Cursor/Zielcursor nach links ,LEFT,8,255,255,5,1,False
219,Cursor/Zielcursor nach rechts,RIGHT,9,255,255,5,1,False
220,Reiter durchschalten,TAB_NEXT,10,255,255,5,1,False
221,Reiter durchschalten (rückwärts),TAB_PREV,11,255,255,5,1,False
222,Kommandomenü nach oben,HOTBAR_UP,12,255,253,5,1,False
223,Kommandomenü nach unten,HOTBAR_DOWN,13,255,253,5,1,False
224,Screenshot aufnehmen,KEY_SCREENSHOT,14,255,243,5,1,False
225,UI ein-/ausblenden,HIDE,15,255,255,5,1,False
226,HUD-Layout bearbeiten,MENU_LAYOUT,16,255,255,5,1,False
227,HUD-Elemente durchschalten,PAD_HUDFOCUS,21,255,255,5,1,False
228,HUD-Elemente durchschalten (rückwärts),PAD_HUDFOCUS_PREV,22,255,255,5,1,False
229,Zielmodus,TARGET_CLICK_FILTER,23,255,255,5,1,False
230,Fenster vergrößern/verkleinern,MENU_SCALE,24,255,255,5,1,False
231,Kommandomenü umschalten: Set 1,HOTBAR_SET_1,33,255,253,5,1,False
232,Kommandomenü umschalten: Set 2,HOTBAR_SET_2,34,255,253,5,1,False
233,Kommandomenü umschalten: Set 3,HOTBAR_SET_3,35,255,253,5,1,False
234,Kommandomenü umschalten: Set 4,HOTBAR_SET_4,36,255,253,5,1,False
235,Kommandomenü umschalten: Set 5,HOTBAR_SET_5,37,255,253,5,1,False
236,Kommandomenü umschalten: Set 6,HOTBAR_SET_6,38,255,253,5,1,False
237,Kommandomenü umschalten: Set 7,HOTBAR_SET_7,39,255,253,5,1,False
238,Kommandomenü umschalten: Set 8,HOTBAR_SET_8,40,255,253,5,1,False
239,Kommandomenü umschalten: Set 9,HOTBAR_SET_9,41,255,253,5,1,False
240,Kommandomenü umschalten: Set 10,HOTBAR_SET_10,42,255,253,5,1,False
241,Makro abbrechen,MACRO_FORCED_OUTAGE,26,255,255,5,1,False
242,Helfer-Kommandomenü,HOTBAR_SET_EX,43,255,253,5,1,False
243,Cursor finden,MOUSE_CURSOR_SONAR,27,255,253,5,1,False
244,Ton an/aus,MASTER_VOLUME_MUTE,28,255,255,5,1,False
245,Allgemeine Funktionstaste in Inhalten,MENU_CONTENTS_GENERAL,30,255,255,5,1,False
246,Zu Bildschirm-Layout 1 wechseln,HUDLAYOUT_SET1,17,255,255,5,1,False
247,Zu Bildschirm-Layout 2 wechseln,HUDLAYOUT_SET2,18,255,255,5,1,False
248,Zu Bildschirm-Layout 3 wechseln,HUDLAYOUT_SET3,19,255,255,5,1,False
249,Zu Bildschirm-Layout 4 wechseln,HUDLAYOUT_SET4,20,255,255,5,1,False
250,,,0,0,0,0,0,False
251,Charakter,MENU_STATUS,1,255,255,3,0,False
252,Inventar,MENU_BAG,6,255,255,3,0,False
253,Arsenal,MENU_ARMORY,7,255,255,3,0,False
254,Schlüsselgegenstände,MENU_EVENT_BAG,9,255,255,3,0,False
255,Karte,MENU_MAP,11,255,255,3,0,False
256,Kommandos & Eigenschaften,MENU_ACTION,12,255,255,3,0,False
257,Emotes,MENU_EMOTE,13,255,255,3,0,False
258,Reittier-Verzeichnis,MENU_MOUNT_NOTEBOOK,14,255,255,3,0,False
259,Begleiter-Verzeichnis,MENU_MINION_NOTEBOOK,15,255,255,3,0,False
260,PvP-Profil,MENU_PVP_PROFILE,19,255,255,3,0,False
261,Kontakte,MENU_SOCIAL,21,255,255,3,0,False
262,Grup­pen­mit­glieder,MENU_PARTY_MEMBER,22,255,255,3,0,False
263,Freunde,MENU_FRIEND_LIST,24,255,255,3,0,False
264,Schwarze Liste,MENU_BLACK_LIST,26,255,255,3,0,False
265,Spielersuche,MENU_PC_SEARCH,30,255,255,3,0,False
266,Gruppen­suche,MENU_LFG,32,255,255,3,0,False
267,Bereitschaftsanfrage,MENU_READY_CHECK,33,255,255,3,0,False
268,Freie Ge­sell­schaft ,MENU_FREECOM,36,255,255,3,0,False
269,Unterkunft,MENU_HOUSING,37,255,255,3,0,False
270,Kontaktkreise,MENU_LINKSHELL,39,255,255,3,0,False
271,Inhaltssuche,MENU_CONTENT,41,255,255,3,0,False
272,Timer,MENU_CONTENT_INFO,46,255,255,3,0,False
273,Archiv,MENU_JOURNAL,47,255,255,3,0,False
274,Handwerker-Notizbuch,MENU_CRAFT,51,255,255,3,0,False
275,Sammler-Notizbuch,MENU_GATHER,52,255,255,3,0,False
276,Bestiarium,MENU_MONSTER,53,255,255,3,0,False
277,Fischer-Notizbuch,MENU_FISH,54,255,255,3,0,False
278,Fischverzeichnis,MENU_FISH_GUIDE,55,255,255,3,0,False
279,Aktuelle Agenda,MENU_CONTENTS_NOTEBOOK,57,255,255,3,0,False
280,Eorzea Incognita,MENU_ADVENTURE_NOTEBOOK,56,255,255,3,0,False
281,Feindmarkierungen,MENU_MARK,59,255,255,3,0,False
282,Geländemarkierungen,MENU_FIELD_MARK,60,255,255,3,0,False
283,Mitstreiter,MENU_BUDDY,63,255,255,3,0,False
284,Rückführung,MENU_RETURN,62,255,255,3,0,False
285,Teleport,MENU_TELEPO,64,255,255,3,0,False
286,Errungenschaften,MENU_ACHIVE,65,255,255,3,0,False
287,System,MENU_SYSTEM,66,255,253,3,0,False
288,Tutorial-Hilfstexte,MENU_HOWTO,70,255,255,3,0,False
289,Empfehlungen,MENU_RECOMMEND_LIST,71,255,255,3,0,False
290,Spielermakros,MENU_MACRO,72,255,255,3,0,False
291,Kundendienst / Infos,MENU_SUPPORT,73,255,255,3,0,False
292,Charakter­konfiguration,MENU_CONFIG,76,255,255,3,0,False
293,Systemkonfiguration,MENU_SYSCONFIG,77,255,255,3,0,False
294,Chatlog-Textfarben,MENU_LOGCOLOR,78,255,255,3,0,False
295,Tastenbelegung,MENU_PADCUSTOMIZE,79,255,255,3,0,False
296,Gold Saucer,MENU_GOLD_SAUCER,20,255,255,3,0,False
297,Windätherquellen,MENU_AETHER_CURRENT,67,255,255,3,0,False
298,Vermögen,MENU_CURRENCY,3,255,255,3,0,False
299,Ausrüstungssets,MENU_GEAR_SET,2,255,255,3,0,False
300,,,0,0,0,0,0,False
301,Kommandomenü 1 - Slot 1,HOTBAR_1_1,1,255,253,6,4,False
302,Kommandomenü 1 - Slot 2,HOTBAR_1_2,2,255,253,6,4,False
303,Kommandomenü 1 - Slot 3,HOTBAR_1_3,3,255,253,6,4,False
304,Kommandomenü 1 - Slot 4,HOTBAR_1_4,4,255,253,6,4,False
305,Kommandomenü 1 - Slot 5,HOTBAR_1_5,5,255,253,6,4,False
306,Kommandomenü 1 - Slot 6,HOTBAR_1_6,6,255,253,6,4,False
307,Kommandomenü 1 - Slot 7,HOTBAR_1_7,7,255,253,6,4,False
308,Kommandomenü 1 - Slot 8,HOTBAR_1_8,8,255,253,6,4,False
309,Kommandomenü 1 - Slot 9,HOTBAR_1_9,9,255,253,6,4,False
310,Kommandomenü 1 - Slot 10,HOTBAR_1_0,10,255,253,6,4,False
311,Kommandomenü 1 - Slot 11,HOTBAR_1_A,11,255,253,6,4,False
312,Kommandomenü 1 - Slot 12,HOTBAR_1_B,12,255,253,6,4,False
313,Kommandomenü 2 - Slot 1,HOTBAR_2_1,13,255,253,6,4,False
314,Kommandomenü 2 - Slot 2,HOTBAR_2_2,14,255,253,6,4,False
315,Kommandomenü 2 - Slot 3,HOTBAR_2_3,15,255,253,6,4,False
316,Kommandomenü 2 - Slot 4,HOTBAR_2_4,16,255,253,6,4,False
317,Kommandomenü 2 - Slot 5,HOTBAR_2_5,17,255,253,6,4,False
318,Kommandomenü 2 - Slot 6,HOTBAR_2_6,18,255,253,6,4,False
319,Kommandomenü 2 - Slot 7,HOTBAR_2_7,19,255,253,6,4,False
320,Kommandomenü 2 - Slot 8,HOTBAR_2_8,20,255,253,6,4,False
321,Kommandomenü 2 - Slot 9,HOTBAR_2_9,21,255,253,6,4,False
322,Kommandomenü 2 - Slot 10,HOTBAR_2_0,22,255,253,6,4,False
323,Kommandomenü 2 - Slot 11,HOTBAR_2_A,23,255,253,6,4,False
324,Kommandomenü 2 - Slot 12,HOTBAR_2_B,24,255,253,6,4,False
325,Kommandomenü 3 - Slot 1,HOTBAR_3_1,25,255,253,6,4,False
326,Kommandomenü 3 - Slot 2,HOTBAR_3_2,26,255,253,6,4,False
327,Kommandomenü 3 - Slot 3,HOTBAR_3_3,27,255,253,6,4,False
328,Kommandomenü 3 - Slot 4,HOTBAR_3_4,28,255,253,6,4,False
329,Kommandomenü 3 - Slot 5,HOTBAR_3_5,29,255,253,6,4,False
330,Kommandomenü 3 - Slot 6,HOTBAR_3_6,30,255,253,6,4,False
331,Kommandomenü 3 - Slot 7,HOTBAR_3_7,31,255,253,6,4,False
332,Kommandomenü 3 - Slot 8,HOTBAR_3_8,32,255,253,6,4,False
333,Kommandomenü 3 - Slot 9,HOTBAR_3_9,33,255,253,6,4,False
334,Kommandomenü 3 - Slot 10,HOTBAR_3_0,34,255,253,6,4,False
335,Kommandomenü 3 - Slot 11,HOTBAR_3_A,35,255,253,6,4,False
336,Kommandomenü 3 - Slot 12,HOTBAR_3_B,36,255,253,6,4,False
337,Kommandomenü 4 - Slot 1,HOTBAR_4_1,37,255,253,6,4,False
338,Kommandomenü 4 - Slot 2,HOTBAR_4_2,38,255,253,6,4,False
339,Kommandomenü 4 - Slot 3,HOTBAR_4_3,39,255,253,6,4,False
340,Kommandomenü 4 - Slot 4,HOTBAR_4_4,40,255,253,6,4,False
341,Kommandomenü 4 - Slot 5,HOTBAR_4_5,41,255,253,6,4,False
342,Kommandomenü 4 - Slot 6,HOTBAR_4_6,42,255,253,6,4,False
343,Kommandomenü 4 - Slot 7,HOTBAR_4_7,43,255,253,6,4,False
344,Kommandomenü 4 - Slot 8,HOTBAR_4_8,44,255,253,6,4,False
345,Kommandomenü 4 - Slot 9,HOTBAR_4_9,45,255,253,6,4,False
346,Kommandomenü 4 - Slot 10,HOTBAR_4_0,46,255,253,6,4,False
347,Kommandomenü 4 - Slot 11,HOTBAR_4_A,47,255,253,6,4,False
348,Kommandomenü 4 - Slot 12,HOTBAR_4_B,48,255,253,6,4,False
349,Kommandomenü 5 - Slot 1,HOTBAR_5_1,49,255,253,6,4,False
350,Kommandomenü 5 - Slot 2,HOTBAR_5_2,50,255,253,6,4,False
351,Kommandomenü 5 - Slot 3,HOTBAR_5_3,51,255,253,6,4,False
352,Kommandomenü 5 - Slot 4,HOTBAR_5_4,52,255,253,6,4,False
353,Kommandomenü 5 - Slot 5,HOTBAR_5_5,53,255,253,6,4,False
354,Kommandomenü 5 - Slot 6,HOTBAR_5_6,54,255,253,6,4,False
355,Kommandomenü 5 - Slot 7,HOTBAR_5_7,55,255,253,6,4,False
356,Kommandomenü 5 - Slot 8,HOTBAR_5_8,56,255,253,6,4,False
357,Kommandomenü 5 - Slot 9,HOTBAR_5_9,57,255,253,6,4,False
358,Kommandomenü 5 - Slot 10,HOTBAR_5_0,58,255,253,6,4,False
359,Kommandomenü 5 - Slot 11,HOTBAR_5_A,59,255,253,6,4,False
360,Kommandomenü 5 - Slot 12,HOTBAR_5_B,60,255,253,6,4,False
361,Kommandomenü 6 - Slot 1,HOTBAR_6_1,61,255,253,6,4,False
362,Kommandomenü 6 - Slot 2,HOTBAR_6_2,62,255,253,6,4,False
363,Kommandomenü 6 - Slot 3,HOTBAR_6_3,63,255,253,6,4,False
364,Kommandomenü 6 - Slot 4,HOTBAR_6_4,64,255,253,6,4,False
365,Kommandomenü 6 - Slot 5,HOTBAR_6_5,65,255,253,6,4,False
366,Kommandomenü 6 - Slot 6,HOTBAR_6_6,66,255,253,6,4,False
367,Kommandomenü 6 - Slot 7,HOTBAR_6_7,67,255,253,6,4,False
368,Kommandomenü 6 - Slot 8,HOTBAR_6_8,68,255,253,6,4,False
369,Kommandomenü 6 - Slot 9,HOTBAR_6_9,69,255,253,6,4,False
370,Kommandomenü 6 - Slot 10,HOTBAR_6_0,70,255,253,6,4,False
371,Kommandomenü 6 - Slot 11,HOTBAR_6_A,71,255,253,6,4,False
372,Kommandomenü 6 - Slot 12,HOTBAR_6_B,72,255,253,6,4,False
373,Kommandomenü 7 - Slot 1,HOTBAR_7_1,73,255,253,6,4,False
374,Kommandomenü 7 - Slot 2,HOTBAR_7_2,74,255,253,6,4,False
375,Kommandomenü 7 - Slot 3,HOTBAR_7_3,75,255,253,6,4,False
376,Kommandomenü 7 - Slot 4,HOTBAR_7_4,76,255,253,6,4,False
377,Kommandomenü 7 - Slot 5,HOTBAR_7_5,77,255,253,6,4,False
378,Kommandomenü 7 - Slot 6,HOTBAR_7_6,78,255,253,6,4,False
379,Kommandomenü 7 - Slot 7,HOTBAR_7_7,79,255,253,6,4,False
380,Kommandomenü 7 - Slot 8,HOTBAR_7_8,80,255,253,6,4,False
381,Kommandomenü 7 - Slot 9,HOTBAR_7_9,81,255,253,6,4,False
382,Kommandomenü 7 - Slot 10,HOTBAR_7_0,82,255,253,6,4,False
