#,Unknown0,Unknown1,Unknown2
1303,,Eine Zeit des Umbruchs naht. Trenne dich von Altem und heiße Neues willkommen.,True
1304,,"Lerne, günstige Möglichkeiten zu erkennen, und Reichtum wird wie von selbst folgen.",True
1305,,Begib dich unter dem Mond und den Sternen auf deinen Weg. In ihrer Führung liegt das Glück. ,True
1306,,Statte deinen Kunden einen Besuch ab. Solide Gewinne erwarten dich.,True
1400,Konflikte,"Stürze dich in den hitzigen Wettstreit mit deinen Gefährten, euer Bund wird sich nur stärken.",True
1401,,"Gut gewählt ist deine Waffe, übe stetig und Ergebnisse werden bald eintreten.",True
1402,,Die Steine sind dir wohlgesinnt. Das Talent eines Mahjong-Meisters ruht in dir.,True
1403,,"Fokussiere deine Jagd auf die berüchtigsten Bestien in allen Landen, so soll dir Glück beschert sein.",True
1404,,"Gut gewählt ist deine Waffe, übe stetig und Ergebnisse werden bald eintreten.",True
1405,,,False
1406,,,False
1500,Schicksal,"Fülle deinen Geist mit Weisheit gleich Nymeia, so wird sich dein Blatt stets zum Guten wenden.",True
1501,,"Fülle dein Herz mit Kühnheit gleich Rhalgr, so wird kein Feind dir übermächtig sein.",True
1502,,"Fülle deinen Geist mit Kreativität gleich Byregot, so sei dein Wachstum als Handwerker grenzenlos.",True
1503,,"Fülle deinen Geist mit Scharfsinn gleich Nald'thal, so wird keinerlei günstige Gelegenheit dir mehr entgehen.",True
1504,,"Fülle dein Herz mit Toleranz gleich Nophica, so werden allerlei neue Begegnungen zu keimen beginnen.",True
2100,Abenteuer,Bleibe treu deinem Glauben und ein neuer Weg wird sich öffnen.,True
2101,,"Ein mysteriöses Ereignis steht bevor, erbitte die Hilfe des Meisterkriminologen.",True
2102,,Lass deinen Blick schweifen über Szenerie und Geschichte. Bisher Unentdecktes mag dir so ins Auge fallen.,True
2103,,Posiere mit deinen Kameraden und schaffe weitere unschätzbare Erinnerungen.,True
2104,,"Lass dich leiten von den Strängen des Schicksals, sie werden dich zu Wachstum führen.",True
2105,,"Auf einer einsamen Insel kannst du sie finden, die Ruhe.",True
2106,,"Begib dich auf eine Wallfahrt zu den Orten, die mit den Zwölf in Verbindung gebracht werden.",True
2200,Beziehungen,"Untrennbare Bünde seien jenen gewiss, die stets ihre Dankbarkeit zeigen.",True
2201,,"Unermesslichen Wertes sind deine momentanen Kameraden, lass dein Benehmen dies widerspiegeln.",True
2202,,"Ein Seelenverwandter wartet in fremden Ländern, mache dich umgehend auf den Weg.",True
2203,,"Seien auch Gesten vonnöten, sei unbesorgt. Deine Gedanken und Gefühle werden dein Gegenüber erreichen.",True
2204,,Ewiges Warten wird keinerlei Veränderung bringen. Suche die Ge­sell­schaft von gleichgesinnten Abenteurern.,True
2205,,Teile ohne Vorbehalt. Deine Tugenden werden mit der Zeit erstrahlen.,True
2206,,"Suche nach Waffenbrüdern, und deine Heldentaten werden immer größere Höhen erreichen.",True
2300,Vermögen,"Auch der kleinste Lohn ist Teil des Weges zum Reichtum, daher vernachlässige nicht deine täglichen Pflichten.",True
2301,,"Ein Umzug in ein neues Heim wird dir Glück bescheren, also handle rasch, ehe die Chance vertan ist!",True
2302,,"Sammle frische Gaben der Berge und Täler, große Gewinne werden sich so erzielen lassen.",True
2303,,"Günstige Gelegenheiten nähern sich in Gestalt eines treuen Kameraden, lausche seinem Rat.",True
2304,,"Schätze liegen verborgen über den Wolken und tief im Meer, sende unverzüglich Luftschiffe und Tauchboote los.",True
2305,,Unter Wölfen wir das Glück dir hold sein. Hol dir den verdienten Sieg.,True
2306,,Du sollst Material anhäufen. Achte gut auf die Gezeiten.,True
2400,Konflikte,"Trage stets reichlich Proviant und Heilmittel mit dir, so wird sich jeder Kampf zu deinen Gunsten entscheiden.",True
2401,,"Scheint der Sieg im Kampf unerreichbar, so erneuere deine Ausrüstung und deine Gegner werden mit Leichtigkeit fallen.",True
2402,,Zu hoher Stolz auf bestandene Kämpfe führt zu Niederlagen im kommenden Gefecht.,True
2403,,"Deine Stärke kann dir den Sieg bescheren, kämpfe im Einklang mit deinen Gefährten.",True
2404,,"Deine Stärke kann dir den Sieg bescheren, kämpfe im Einklang mit deinen Gefährten.",True
2405,,,False
2406,,,False
2500,Schicksal,"Fülle deinen Geist mit Überzeugung gleich Althyk, so wird niemand dich beirren können.",True
2501,,"Fülle dein Herz mit Einsicht gleich Thaliak, und du wirst einen Weg durch jegliches Unglück finden.",True
2502,,"Fülle deinen Geist mit Willenskraft gleich Halone, so wird deine Kampfeskraft nie versiegen.",True
2503,,"Fülle deinen Geist mit der Sichtweise Menphinas, so wirst du nie den Überlick verlieren.",True
2504,,"Fülle dein Herz mit Unerschrockenheit gleich Azeyma, so wirst du deine Kameraden stets sicher leiten.",True
3100,Abenteuer,"Lege dein Ziel fest, ehe du aufbrichst.",True
3101,,"Trage Sorge dafür, dass die Wünsche der Freundesvölker erhört werden.",True
3102,,"Wer bereit ist, ausgetretene Pfade zu verlassen, wird mit Glück gesegnet sein.",True
3103,,"Reise stets an der Seite von Freunden, um Gefahren zu meiden, die des Weges lauern.",True
3104,,"Kehre in die erste Stadt zurück, die du besucht hast. Dort wird sich dir Glück offenbaren.",True
3105,,"In dem Land, durch das die alten Kämpen zuhauf ziehen, sollst du dein Können unter Beweis stellen.",True
3106,,Schmiede deine Waffen in der heißen Esse. Strebe nach Stärke mit ebenso heißem Feuer.,True
3200,Beziehungen,"Pflege den Kontakt zu Gleichgesinnten, so soll dein Weg stets sicher sein.",True
3201,,Lass alte Freund­schaften wieder aufleben.,True
3202,,Übe dich in Geduld: Die Zukunft hält eine Begegnung für dich bereit.,True
3203,,Deine Hilfs­bereit­schaft wird mit einer neuen Freund­schaft belohnt werden.,True
3204,,Schätze und festige bestehende Freund­schaften.,True
3205,,Für manch einen ist der Weg der Unabhängigkeit mit Wonne gepflastert.,True
3206,,Schärfe deine Wahrnehmung und verstehe die Gefühle der anderen.,True
3300,Vermögen,"Wartest du zu lange mit dem Verkauf deiner Waren, werden dir Verluste sicher sein.",True
3301,,"Es ist an der Zeit, dein Hab und Gut neu zu ordnen.",True
3302,,"Wer keine Verluste fürchtet, wird große Gewinne erzielen.",True
3303,,"Geize nicht mit deinen Ausgaben und du wirst erhalten, was du begehrst.",True
3304,,Die Hilfe eines Freundes wird dir von Nutzen sein.,True
3305,,Aus kleinen Ländereien werden große Reichtümer erwachsen.,True
3306,,Feierlichkeiten locken wir reichen Belohnungen. Nimm mit Hingabe teil.,True
3400,Konflikte,"Je öfter du verlierst, desto stärker wirst du aus deinen Kämpfen hervorgehen.",True
3401,,Bleibe achtsam. Das Blatt kann sich bis zum Schluss noch wenden.,True
3402,,Gib dich keinen Ablenkungen hin. Widme dich voll und ganz deinen Übungen.,True
3403,,Übe unermüdlich mit deinen Kameraden.,True
3404,,Übe unermüdlich mit deinen Kameraden.,True
3405,,,False
3406,,,False
3500,Schicksal,Mit Llymlaens Ungestüm wirst du den stürmischen Wogen des Schicksals trotzen können.,True
3501,,Mit Oschons Unbeschwertheit wirst du dich von Fehlschlägen nicht aus der Ruhe bringen lassen.,True
3502,,Mit Nymeias Weitsicht wirst du dem Schicksal niemals ausgeliefert sein.,True
3503,,Mit Rhalgrs Unnachgiebigkeit wirst du jede Notlage zu überwinden wissen.,True
3504,,Mit Byregots Geschick wirst du dir bei beschädigten Aus­rüstungs­gegen­ständen stets zu helfen wissen.,True
4100,Abenteuer,Sei stets auf alles vorbereitet.,True
4101,,"Untätigkeit fordert ihren Tribut: Achte auf deine Gesundheit, bevor du eine Reise antrittst.",True
4102,,"Nimm dich in Acht vor welsartigen Kreaturen, die sich dir in den Weg stellen könnten.",True
4103,,Bewahre Ruhe und alles wird reibungslos vonstattengehen.,True
4104,,"Handle bei einem Unglück zum Wohle derer, die dir am nächsten sind.",True
4105,,"Dein nächstes Ziel sollte ein Ort sein, an dem es viele Kaninchen gibt.",True
4106,,Schweife mit deinem Geist in die Ferne. Befreie dich von alten Gedanken.,True
4200,Beziehungen,"Du wirst in alten Freund­schaften Gutes finden, doch bleibe stets wachsam.",True
4201,,Eine dir ent­gegen­ge­brachte Zuneigung wird dich zögern lassen.,True
4202,,Vertraue deinen Freunden und lasse dich nicht von Gerüchten auf die falsche Fährte locken.,True
4203,,Lasse bei Aus­einander­set­zungen stets Milde walten.,True
4204,,Halte im Falle eines Miss­ver­ständ­nisses an deiner Aufrichtigkeit fest.,True
4205,,Lass dich nicht vom Echo des Weltenlärms täuschen. Dein Glaube sei dein Anker.,True
4206,,In den Schatten unerforschter Gefilde liegen unbekannte Begegnungen verborgen.,True
4300,Vermögen,Bewahre einen kühlen Kopf bei der Einschätzung der Marktpreise.,True
4301,,"Wenn das Losglück dich verlässt, bleibe geduldig.",True
4302,,Du wirst einen Nutzen für deine unverkauften Waren finden.,True
4303,,"Verleihe deinem Gehilfen ein neues Aussehen, um dein Geschäft anzukurbeln.",True
4304,,Wähle den richtigen Zeitpunkt mit Bedacht und ein guter Fang wird dir gewiss sein.,True
4305,,Das Lagerhaus wird überquellen. Gewöhne dich daran.,True
4306,,Mit Unbedachtheit sollst du in der Mode schwelgen.,True
4400,Konflikte,Zeige dich deinen Mitstreitern gegenüber stets nachsichtig.,True
4401,,Sei jederzeit bereit zu kämpfen. Angst wird dich ins Verderben stürzen.,True
4402,,"Übe dich in Geduld. Der Weg zum Sieg ist weiter, wenn du überstürzt handelst.",True
4403,,"Bleibe hartnäckig, damit du für deine Erfolge gerecht belohnt wirst.",True
4404,,"Bleibe hartnäckig, damit du für deine Erfolge gerecht belohnt wirst.",True
4405,,,False
4406,,,False
4500,Schicksal,Halte dich bereit: Das Unglück wird dich treffen wie der Blitz von Rhalgr.,True
4501,,Selbst eine Mauer so massiv wie Halones Schild ist nicht unüberwindbar.,True
4502,,"Bereite dich gut vor, ehe du dich Feinden stellst, die kaltblütig sind wie Menphinas Wachhund.",True
4503,,"Selbst Heraus­forde­rungen, die so unbezwingbar scheinen wie Llymlaens Wellen, lassen sich meistern, wenn du die Gunst der Stunde nutzt.",True
4504,,"Selbst Fragen so komplex wie Thaliaks Schriftrollen lassen sich beantworten, wenn du dir neues Wissen aneignest.",True
5100,Abenteuer,"Übe dich in Geduld, bis der Himmel sich gelichtet hat.",True
5101,,"Nutze die Gelegenheit, an Festen teilzunehmen, sonst geht aller Trubel an dir vorbei.",True
5102,,"Übe dich in Geduld und warte, bis du am Zug bist.",True
5103,,"Überdenke dein Verhalten, sonst drohst du im Kerker zu enden.",True
5104,,Hüte dich vor den fallenden Sternen! Sie führen dich ins sichere Verderben.,True
5105,,In einem Land der Finsternis wird sich dein Glück zum Guten wenden.,True
5106,,Besinne dich voller Wehmut auf den Anfang vor langer Zeit.,True
5200,Beziehungen,"Wähle deine Worte mit Bedacht, wenn du eine alte Bekanntschaft wiedertriffst.",True
5201,,"Hüte dich vor Dingen, die zu schön wirken, um wahr zu sein.",True
5202,,"Wahre deine Distanz, sonst wirst du in die Tiefe des Sumpfes gezogen.",True
5203,,"Hüte dich vor unglücklichen Worten, die du später bereuen könntest.",True
5204,,"Sei stets ehrlich und aufrichtig, sonst droht das Kartenhaus in sich zusammenzustürzen.",True
5205,,Im Gespräch liegt der Schlüssel zum gegenseitigen Verständnis. Wer schweigt verharrt in der Dissonanz.,True
5206,,"Eitelkeit ist der Schatten, der dein Ansehen verdunkelt. Erkenne und ehre dein wahres Ich.",True
5300,Vermögen,Vertraue auf dein Glück. Gier wird dir nur Unglück bringen.,True
5301,,"Willst du ein magisches Portal durchschreiten, so vertraue auf die Karten deiner Freunde.",True
5302,,Mach dich frei von jeglicher Gier und vergnüge dich auf goldenem Teller.,True
5303,,"Reinige dich, bevor du mit hochwertiger Materia hantierst. Die Gefahr, sie zu zerbrechen, ist hoch.",True
5304,,Vergiss deine Jagd nach Steinen. Tritt stattdessen früher als üblich den Heimweg an.,True
5305,,Dein Hab und Gut wird davongetragen. Eile nach Hause.,True
5306,,"Auf dem Markt reifen hohe Gewinne. Streck dich, um sie zu pflücken.",True
5400,Konflikte,"Perfektioniere deinen Schlachtplan, anstatt kopflos ins Verderben zu rennen.",True
5401,,Lass dich nicht ablenken und behalte stets dein Ziel im Blick.,True
5402,,"Wenn du im Kampf nicht weiterkommst, wird es Zeit, deine Strategie zu überdenken.",True
5403,,"Wenn das Glück dir und deinen Kameraden nicht hold ist, so ermutigt euch gegenseitig.",True
5404,,"Perfektioniere deinen Schlachtplan, anstatt kopflos ins Verderben zu rennen.",True
5405,,,False
5406,,,False
5500,Schicksal,"Jagst du wie Nymeia einer verbotenen Liebe nach, so läufst du in dein sicheres Verderben.",True
5501,,"Zeigst du zwei Gesichter wie Nald'thal, so wirst du Vertrauen einbüßen.",True
5502,,"Gibst du dich wie Nophica deinem Zorn hin, so werden sich deine Kämpfe in die Länge ziehen.",True
5503,,"Wirst du wie Althyk dem Chaos nicht Herr, so wird sich die Situation nur weiter verschlimmern.",True
5504,,"Gibst du dich wie Azeyma zügellos deinen Kräften hin, so wirst du alles in deiner Umgebung verbrennen.",True
