#,NewPlayerBonusGil,NewPlayerBonusExp,FinalBossExp,Unknown0,BossExp[0],BossExp[1],BossExp[2],BossExp[3],BossExp[4],InstanceClearExp,InstanceClearGil,InstanceContentRewardItem,NewPlayerBonusA,NewPlayerBonusB,FinalBossCurrencyA,FinalBossCurrencyB,FinalBossCurrencyC,BossCurrencyA[0],BossCurrencyA[1],BossCurrencyA[2],BossCurrencyA[3],BossCurrencyA[4],BossCurrencyB[0],BossCurrencyB[1],BossCurrencyB[2],BossCurrencyB[3],BossCurrencyB[4],BossCurrencyC[0],BossCurrencyC[1],BossCurrencyC[2],BossCurrencyC[3],BossCurrencyC[4],Unknown1,Unknown8,LimitedTimeBonus,Cutscene,LGBEventRange,InstanceContentTextDataBossStart,InstanceContentTextDataBossEnd,BNpcBaseBoss,InstanceContentTextDataObjectiveStart,InstanceContentTextDataObjectiveEnd,Unknown2,ReqInstance,InstanceContentBuff,TimeLimitmin,BGM,WinBGM,ContentFinderCondition,SortKey,ContentRoute,ContentDirectorManagedSG,ContentTodo,Unknown6,LookupIndex,ContentEventItem,ContentDirectorBattleTalk,PartyCondition,InstanceContentType,WeekRestriction,Colosseum,Unknown9,QTE1,QTE2,Unknown12,ContentAttributeRect,Unknown13,Unknown14,Unknown15,Unknown16,Unknown17,Unknown18,AllowPhoenixDown
10,0,0,24460,0,10870,19030,0,0,0,135900,3000,2,30,0,10,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,False,301,4177426,0,0,1547,2800,2804,0,0,0,90,0,18,10,13,0,0,0,23,0,0,0,-1,2,0,0,0,0,0,0,0,0,False,False,True,False,False,True
11,5100,8400,42390,75400,18840,32970,0,0,0,94200,1800,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,False,298,4239689,0,0,1680,4400,4402,0,0,0,90,0,18,11,10,0,0,44,24,0,0,0,-1,2,0,0,0,0,0,0,0,5,False,False,True,False,False,True
12,4800,7500,37850,67300,16820,29440,0,0,0,84100,1500,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,False,310,3690171,0,0,1590,3400,3402,0,0,0,90,0,18,12,9,0,0,0,25,0,0,0,-1,2,0,0,0,0,0,0,0,5,False,False,True,False,False,True
13,5400,8900,44820,79700,19920,34860,0,0,0,99600,2100,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,False,313,4229622,0,0,1396,2904,2906,0,0,0,90,0,18,13,11,0,0,0,26,0,0,0,-1,2,0,0,0,0,0,0,0,5,False,False,True,False,False,True
14,0,0,27520,0,12230,21400,0,0,0,135900,3000,9,30,0,10,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,False,307,4246570,0,0,1696,4500,4502,0,0,0,90,0,18,14,16,0,0,0,27,0,0,0,-1,2,0,0,0,0,0,0,0,0,False,False,True,False,False,True
15,0,0,77666,0,34518,60407,0,0,0,135900,3000,16,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,False,266,9088363,0,0,0,33500,33526,0,0,0,90,148,18,15,14,0,86,47,28,0,0,0,-1,2,0,0,0,0,0,0,0,5,False,False,True,False,False,True
16,0,0,159000,0,24460,14680,17120,0,29350,135900,3000,17,100,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,False,279,9058465,0,0,0,32900,32921,0,0,0,120,149,18,16,15,0,77,49,0,0,0,0,-1,2,0,0,0,0,0,58,0,0,False,False,True,False,False,True
17,0,0,27520,0,12230,21400,0,0,0,135900,3000,8,40,0,15,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,False,405,4378111,0,0,2265,4600,4612,0,0,0,90,1115,18,17,17,0,0,0,30,0,0,0,-1,2,0,0,0,0,0,0,0,0,False,False,True,False,False,True
18,0,0,27520,0,12230,21400,0,0,0,135900,3000,69,40,0,15,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,False,419,4481318,0,0,2289,4800,4812,0,0,0,90,17,18,18,18,0,0,0,31,0,0,0,-1,2,0,0,0,0,0,0,0,0,False,False,True,False,False,True
19,0,0,27520,0,12230,21400,0,0,0,135900,3000,12,40,0,15,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,False,422,4497567,0,0,2346,5000,5007,0,0,0,90,17,18,19,19,0,0,0,32,0,0,0,-1,2,0,0,0,0,0,0,0,0,False,False,True,False,False,True
20,0,0,30580,0,13590,23780,0,0,0,135900,3000,0,50,0,20,0,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,False,499,4543710,5305,5306,2547,5300,5308,0,0,0,90,17,18,20,22,0,153,0,33,0,0,0,-1,2,0,0,0,0,0,0,0,0,False,False,True,False,False,True
21,0,0,30580,0,13590,23780,0,0,0,135900,3000,0,50,0,20,0,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,False,496,4569373,0,0,1197,5100,5116,0,0,0,90,1123,18,21,21,0,0,0,34,0,0,0,-1,2,0,0,0,0,0,0,0,0,False,False,True,False,False,True
22,0,0,30580,0,13590,23780,0,0,0,135900,3000,80,50,0,20,0,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,False,493,4574827,0,0,2564,5400,5406,0,0,0,90,1120,18,22,20,0,0,0,35,0,0,0,-1,2,0,0,0,0,0,0,0,0,False,False,True,False,False,True
23,0,0,33640,0,14950,26160,0,0,0,135900,3000,0,60,0,25,0,0,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,False,565,4685110,0,0,0,6000,6005,0,0,0,90,216,18,23,23,0,0,0,36,0,0,0,-1,2,0,0,0,0,0,0,0,0,False,False,True,False,False,True
24,0,0,33640,0,14950,26160,0,0,0,135900,3000,68,60,0,25,0,0,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,False,571,4660222,0,0,0,6400,6414,0,0,0,90,217,18,24,24,0,0,0,37,0,0,0,-1,2,0,0,0,0,0,0,0,0,False,False,True,False,False,True
25,0,0,33640,0,14950,26160,0,0,0,135900,3000,15,60,0,25,0,0,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,False,568,4616677,0,0,0,6100,6106,0,0,0,90,17,18,25,25,0,0,0,38,0,0,0,-1,2,0,0,0,0,0,0,0,0,False,False,True,False,False,True
26,0,0,36690,0,16310,28540,0,0,0,135900,3000,75,70,0,35,0,0,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,False,650,4877226,0,0,0,6500,6507,0,0,0,90,234,18,26,28,0,0,0,39,0,0,0,-1,2,0,0,0,0,0,0,0,0,False,False,True,False,False,True
27,0,0,36690,0,16310,28540,0,0,0,135900,3000,74,70,0,35,0,0,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,False,647,4725496,0,0,0,6800,6804,0,0,0,90,233,18,27,26,0,0,0,40,0,0,0,-1,2,0,0,0,0,0,0,0,5,False,False,True,False,False,True
28,0,0,36690,0,16310,28540,0,0,0,135900,3000,7,70,0,35,0,0,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,False,653,4878743,0,0,0,6600,6617,0,0,0,90,235,18,28,27,0,127,0,41,0,0,0,-1,2,0,0,0,0,0,0,0,0,False,False,True,False,False,True
29,0,0,39750,0,17670,30920,0,0,0,135900,3000,10,80,0,50,0,0,20,30,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,False,738,5018469,0,0,0,7300,7309,0,0,0,90,246,18,29,31,0,0,0,42,0,0,0,-1,2,0,0,0,0,0,0,0,0,False,False,True,False,False,True
30,0,0,39750,0,17670,30920,0,0,0,135900,3000,3,80,0,50,0,0,20,30,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,False,742,4898011,0,0,0,6700,6719,0,0,0,90,245,18,30,30,0,0,0,43,0,0,0,-1,2,0,0,0,0,0,0,0,0,False,False,True,False,False,True
31,6000,15900,79920,355200,35520,62160,0,0,0,177600,3600,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,False,923,5330512,0,0,3930,7700,7704,0,0,0,90,303,18,31,44,0,0,0,44,0,0,0,-1,2,0,0,0,0,0,0,0,5,False,False,True,False,False,True
32,0,0,39750,0,17670,30920,0,0,0,135900,3000,101,80,0,50,0,0,20,30,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,False,736,5073636,0,0,0,7500,7516,0,0,0,90,243,18,32,29,0,0,0,45,0,0,0,-1,2,0,0,0,0,0,59,0,5,False,False,True,False,False,True
33,0,0,34520,0,15340,26850,0,0,0,191800,3600,85,30,0,10,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,False,928,5614685,0,0,3740,9100,9107,0,0,0,90,300,18,33,46,0,0,0,46,0,0,0,-1,2,0,0,0,0,0,0,0,0,False,False,True,False,False,True
34,6000,15400,77180,343000,34300,60030,0,0,0,171500,3480,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,False,920,5578485,0,0,3642,8200,8208,0,0,0,90,0,18,34,43,0,0,0,47,0,0,0,-1,2,0,0,0,0,0,0,0,5,False,False,True,False,False,True
35,0,0,34520,0,15340,26850,0,0,0,191800,3600,84,30,0,10,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,False,931,5615552,0,0,3434,8300,8309,0,0,0,90,308,18,35,47,0,0,0,48,0,0,0,-1,2,0,0,0,0,0,0,0,0,False,False,True,False,False,True
36,6000,13600,68450,304200,30420,53240,0,0,0,152100,3120,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,False,912,5653695,0,0,3409,8100,8104,0,0,0,90,299,18,36,40,0,0,0,49,0,0,0,-1,2,0,0,0,0,0,0,0,0,False,False,True,False,False,True
37,6000,14200,71420,317400,31740,55550,0,0,0,158700,3240,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,False,915,5777405,0,0,3798,8700,8705,0,0,0,90,301,18,37,41,0,0,0,50,0,0,0,-1,2,0,0,0,0,0,0,0,5,False,False,True,False,False,True
38,0,0,43160,0,9590,14390,28770,0,0,191800,3600,70,100,0,60,0,0,15,30,45,0,0,0,0,0,0,0,0,0,0,0,0,50,0,False,926,5783033,0,0,3823,8600,8642,0,0,0,90,304,18,38,45,0,0,0,51,0,0,0,-1,2,0,0,0,0,0,71,0,5,False,False,True,False,False,True
39,6000,14800,74390,330600,33060,57860,0,0,0,165300,3360,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,False,837,5724514,0,0,3458,8500,8524,0,0,0,90,302,18,39,42,0,92,0,52,0,0,0,-1,2,0,0,0,0,0,62,0,5,False,False,True,False,False,True
40,0,0,34520,0,15340,26850,0,0,0,191800,3600,52,40,0,15,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,False,1069,5963638,0,0,4576,9500,9507,0,0,0,90,346,18,40,49,0,0,0,53,0,0,0,-1,2,0,0,0,0,0,0,0,0,False,False,True,False,False,True
41,0,0,34520,0,15340,26850,0,0,0,191800,3600,53,40,0,15,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,False,1066,6034561,0,0,4658,9700,9704,0,0,0,90,345,18,41,48,0,0,0,54,0,0,0,-1,2,0,0,0,0,0,0,0,0,False,False,True,False,False,True
42,0,0,38840,0,17260,30210,0,0,0,191800,3600,72,50,0,20,0,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,False,1115,6159126,0,0,4747,10000,10011,0,0,0,90,368,18,140,51,0,0,0,55,0,0,0,-1,2,0,0,0,0,0,0,0,0,False,False,True,False,False,True
43,0,0,38840,0,17260,30210,0,0,0,191800,3600,71,50,0,20,0,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,False,1112,6168797,0,0,0,9800,9806,0,0,0,90,361,18,141,50,0,0,0,56,0,0,0,-1,2,0,0,0,0,0,0,0,5,False,False,True,False,False,True
44,0,0,38840,0,17260,30210,0,0,0,191800,3600,83,60,0,25,0,0,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,False,1238,6258659,0,0,4954,12400,12419,0,0,0,90,386,18,171,52,0,111,0,57,0,0,0,-1,2,0,0,0,0,0,0,0,5,False,False,True,False,False,True
45,0,0,38840,0,17260,30210,0,0,0,191800,3600,82,60,0,25,0,0,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,False,1241,6245779,0,0,0,12300,12350,0,0,0,90,387,18,172,53,0,0,0,58,0,0,0,-1,2,0,0,0,0,0,0,0,0,False,False,True,False,False,True
46,0,0,38840,0,17260,30210,0,0,0,191800,3600,91,70,0,35,0,0,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,False,1330,6399476,0,0,5272,13000,13016,0,0,0,90,405,18,182,54,0,82,0,59,0,0,0,-1,2,0,0,0,0,0,0,0,5,False,False,True,False,False,True
47,0,0,38840,0,17260,30210,0,0,0,191800,3600,90,70,0,35,0,0,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,False,1333,6331749,0,0,5219,13800,13816,0,0,0,90,407,18,196,55,0,0,0,60,0,0,0,-1,2,0,0,0,0,0,0,0,0,False,False,True,False,False,True
48,0,0,43160,0,19180,33570,0,0,0,191800,3600,104,80,0,50,0,0,20,30,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,False,1370,6562680,0,0,5564,14000,14008,0,0,0,90,420,18,219,56,0,0,0,61,0,0,0,-1,2,0,0,0,0,0,0,0,5,False,False,True,False,False,True
49,0,0,43160,0,19180,33570,0,0,0,191800,3600,103,80,0,50,0,0,20,30,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,False,1373,6610258,0,0,5531,14400,14404,0,0,0,90,421,18,221,57,0,0,0,62,0,0,0,-1,2,0,0,0,0,0,0,0,0,False,False,True,False,False,True
50,6000,25400,127490,566600,56660,99160,0,0,0,283300,3840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,False,1544,6526606,0,0,6243,14900,14914,0,0,0,90,472,18,235,0,0,0,0,63,0,0,0,-1,2,0,0,0,0,0,0,0,0,False,False,True,False,False,True
51,0,0,75060,0,33360,58380,0,0,0,417000,4200,0,30,0,10,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,False,1559,6797021,0,0,6117,14600,14623,0,0,0,90,477,18,236,0,0,0,0,64,0,0,0,-1,2,0,0,0,0,0,0,0,0,False,False,True,False,False,True
52,6000,22500,112500,500000,50000,87500,0,0,0,250000,3720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,False,1541,6793825,0,0,6074,14500,14517,0,0,0,90,471,18,238,0,0,0,0,65,0,0,0,-1,2,0,0,0,0,0,0,0,5,False,False,True,False,False,True
53,6000,28500,142920,635200,63520,111160,0,0,0,317600,3960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,False,1547,6797773,0,0,6155,14700,14722,0,0,0,90,473,18,240,0,0,0,0,66,0,0,0,-1,2,0,0,0,0,0,2,0,5,False,False,True,False,False,True
54,6000,31700,158900,706200,70620,123590,0,0,0,353100,4080,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,False,1550,6881322,0,0,6205,16100,16111,0,0,0,90,474,18,241,0,0,143,0,67,0,0,0,-1,2,0,0,0,0,0,0,0,5,False,False,True,False,False,True
55,6000,35000,175370,779400,77940,136400,0,0,0,389700,4200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,False,1553,6828756,0,0,6268,15500,15533,0,0,0,90,475,18,242,0,0,0,0,68,0,0,0,-1,2,0,0,0,0,0,0,0,5,False,False,True,False,False,True
56,0,0,75060,0,33360,58380,0,0,0,417000,4200,121,30,0,10,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,False,1556,6879598,0,0,6039,17300,17317,0,0,0,90,476,18,247,0,0,0,0,69,0,0,0,-1,2,0,0,0,0,0,4,0,5,False,False,True,False,False,True
57,0,0,75060,0,33360,58380,0,0,0,417000,4200,0,30,0,10,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,False,1562,6881036,0,0,6089,16200,16230,0,0,0,90,478,18,262,0,0,0,0,70,0,0,0,-1,2,0,0,0,0,0,6,0,0,False,False,True,False,False,True
58,0,0,75060,0,33360,58380,0,0,0,417000,4200,125,40,0,15,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,False,1643,7042419,0,0,6910,17900,17908,0,0,0,90,504,18,279,0,0,0,0,71,0,0,0,-1,2,0,0,0,0,0,0,0,5,False,False,True,False,False,True
59,0,0,84440,0,37530,65680,0,0,0,417000,4200,138,50,0,20,0,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,False,1711,7167447,0,0,6996,18400,18411,0,0,0,90,526,18,284,0,0,0,0,72,0,0,0,-1,2,0,0,0,0,0,14,0,0,False,False,True,False,False,True
60,0,0,84440,0,37530,65680,0,0,0,417000,4200,139,50,0,20,0,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,False,1714,7170996,0,0,7058,18500,18516,0,0,0,90,527,18,285,0,0,0,0,73,0,0,0,-1,2,0,0,0,0,0,0,0,0,False,False,True,False,False,True
61,0,0,84440,0,37530,65680,0,0,0,417000,4200,142,60,0,25,0,0,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,False,1794,7335267,0,0,7203,19200,19230,0,0,0,90,551,18,536,0,0,0,0,74,0,0,0,-1,2,0,0,0,0,0,18,0,0,False,False,True,False,False,True
62,0,0,84440,0,37530,65680,0,0,0,417000,4200,149,70,0,35,0,0,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,False,1828,7403523,0,0,7662,19800,19804,0,0,0,90,584,18,584,0,0,0,0,75,0,0,0,-1,2,0,0,0,0,0,0,0,0,False,False,True,False,False,True
63,0,0,84440,0,37530,65680,0,0,0,417000,4200,150,70,0,35,0,0,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,False,1825,7558761,0,0,7672,19700,19714,0,0,0,90,583,18,585,0,0,0,0,76,0,0,0,-1,2,0,0,0,0,0,0,0,5,False,False,True,False,False,True
64,0,0,93830,0,41700,72980,0,0,0,417000,4200,162,80,0,50,0,0,20,30,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,False,1921,7705971,0,0,7859,20800,20819,0,0,0,90,639,18,611,0,0,0,0,12,0,0,0,-1,2,0,0,0,0,0,0,0,5,False,False,True,False,False,True
65,6000,54500,272700,1212000,121200,212100,0,0,0,606000,4380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,False,2127,7814768,0,0,8146,21300,21323,0,0,0,90,688,18,649,0,0,10,0,2,0,0,0,-1,2,0,0,0,0,0,0,18,5,False,False,True,False,False,True
66,6000,60100,300920,1337400,133740,234050,0,0,0,668700,4500,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,False,2130,7881156,0,0,8233,21800,21808,0,0,0,90,689,18,651,0,0,5,3,3,0,0,0,-1,2,0,0,0,0,0,0,0,5,False,False,True,False,False,True
67,0,0,153900,0,68400,119700,0,0,0,855000,4800,0,30,0,10,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,False,2139,7886218,0,0,8210,21400,21426,0,0,0,90,692,18,652,0,0,3,5,6,0,0,0,-1,2,0,0,0,0,0,0,16,5,False,False,True,False,False,True
68,0,0,153900,0,68400,119700,0,0,0,855000,4800,0,30,0,10,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,False,2142,7917862,0,0,8167,21600,21609,0,0,0,90,694,18,655,0,0,11,0,7,0,0,0,-1,2,0,0,0,0,0,0,0,0,False,False,True,False,False,True
69,6000,66100,330660,1469600,146960,257180,0,0,0,734800,4620,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,False,2133,7903197,0,0,257,21500,21505,0,0,0,90,690,18,656,0,0,7,2,4,0,0,0,-1,2,0,0,0,0,0,0,0,5,False,False,True,False,False,True
70,6000,72100,360590,1602600,160260,280460,0,0,0,801300,4740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,False,2136,7926262,0,0,8262,20400,20414,0,0,0,90,691,18,659,0,0,6,4,5,0,0,0,-1,2,0,0,0,0,0,0,0,5,False,False,True,False,False,True
71,0,0,153900,0,68400,119700,0,0,0,855000,4800,0,30,0,10,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,False,2145,7923123,0,0,8273,21700,21707,0,0,0,90,693,18,661,0,0,4,1,8,0,0,0,-1,2,0,0,0,0,0,0,0,0,False,False,True,False,False,True
72,6000,48900,244580,1087000,108700,190230,0,0,0,543500,4260,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,False,2124,7919152,0,0,0,22100,22107,0,0,0,90,687,18,676,0,0,9,6,1,0,0,0,-1,2,0,0,0,0,0,0,0,5,False,False,True,False,False,True
73,0,0,153900,0,68400,119700,0,0,0,855000,4800,181,40,0,15,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,False,2220,8101435,0,0,9046,23400,23440,0,0,0,90,727,18,692,0,0,12,0,9,0,0,0,-1,2,0,0,0,0,0,0,0,5,False,False,True,False,False,True
74,0,0,173137,0,76950,134662,0,0,0,855000,4800,190,50,0,20,0,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,False,2294,8241592,0,0,9264,24100,24117,0,0,0,90,749,18,714,0,0,17,14,10,0,0,0,-1,2,0,0,0,0,0,0,0,5,False,False,True,False,False,True
75,0,0,173137,0,76950,134662,0,0,0,855000,4800,0,60,0,25,0,0,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,False,2341,8366253,0,0,0,25000,25042,0,0,0,90,777,18,737,0,0,33,18,11,0,0,0,-1,2,0,0,0,0,0,0,31,5,False,False,True,False,False,True
76,0,0,173137,0,76950,134662,0,0,0,855000,4800,226,70,0,35,0,0,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,False,2445,8532638,0,0,0,25900,25943,0,0,0,90,798,18,746,0,0,38,20,13,0,0,0,-1,2,0,0,0,0,0,42,37,5,False,False,True,False,False,True
77,0,0,192375,0,85500,149625,0,0,0,855000,4800,230,80,0,50,0,0,20,30,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,False,2549,8638193,0,0,0,25100,25129,0,0,0,90,810,18,777,0,0,48,28,77,0,0,0,-1,2,0,0,0,0,0,0,0,5,False,False,True,False,False,True
