#,Icon,BNpcName,PlaceNameZone[0],PlaceNameZone[1],PlaceNameZone[2],PlaceNameLocation[0],PlaceNameLocation[1],PlaceNameLocation[2],Town
123,63019,7,0,55,0,0,74,0,2
124,63051,250,0,0,44,0,0,251,3
125,63051,247,0,0,44,0,0,251,3
126,63030,240,0,55,0,0,74,0,2
127,63042,241,0,55,0,0,74,0,2
128,63044,239,0,55,0,0,74,0,2
129,63024,16,0,55,0,0,75,0,2
130,63060,219,0,56,0,0,78,0,2
131,63020,38,0,55,0,0,75,0,2
132,63070,223,0,55,0,0,74,0,2
133,63002,3,0,56,0,0,78,0,2
134,63007,214,0,55,0,0,74,0,2
135,63018,232,0,55,0,0,75,0,2
136,63083,234,0,56,0,0,78,0,2
137,63023,23,0,56,0,0,78,0,2
138,63007,215,0,56,0,0,78,0,2
139,63010,228,0,56,0,0,78,0,2
140,63075,229,0,55,0,0,75,0,2
141,63075,230,0,55,0,0,75,0,2
142,63075,231,0,55,0,0,75,0,2
143,63011,211,0,55,0,0,75,0,2
144,63016,44,0,55,0,0,75,0,2
145,63042,172,0,56,0,0,78,0,2
146,63030,83,0,56,0,0,78,0,2
147,63042,52,0,56,0,0,78,0,2
148,63026,226,0,56,0,0,81,0,2
149,63013,40,0,57,0,0,85,0,2
150,63086,17,0,57,0,0,85,0,2
151,63002,4,0,56,0,0,81,0,2
152,63015,11,0,57,0,0,85,0,2
153,63003,209,0,57,0,0,85,0,2
154,63003,210,0,57,0,0,85,0,2
155,63003,208,0,57,0,0,85,0,2
156,63069,30,0,57,0,0,85,0,2
157,63070,224,0,57,0,0,85,0,2
158,63009,50,0,56,0,0,81,0,2
159,63022,48,0,54,0,0,71,0,2
160,63030,139,0,56,0,0,81,0,2
161,63042,169,0,56,0,0,81,0,2
162,63044,140,0,56,0,0,81,0,2
163,63070,221,0,54,0,0,71,0,2
164,63005,566,0,56,0,0,79,0,2
165,63049,207,0,54,0,0,71,0,2
166,63001,34,0,56,0,0,79,0,2
167,63083,235,0,56,0,0,79,0,2
168,63090,238,0,54,0,0,71,0,2
169,63027,130,0,54,0,0,71,0,2
170,63084,236,0,54,0,0,71,0,2
171,63078,55,0,54,0,0,71,0,2
172,63087,91,0,54,0,0,72,0,2
173,63020,171,0,56,0,0,80,0,2
174,63028,170,0,56,0,0,80,0,2
175,63018,25,0,57,0,0,86,0,2
176,63018,24,0,56,0,0,80,0,2
177,63007,33,0,55,0,0,76,0,2
178,63070,222,0,55,0,0,76,0,2
179,63018,233,0,55,0,0,76,0,2
180,63075,64,0,55,0,0,76,0,2
181,63075,65,0,55,0,0,76,0,2
182,63075,66,0,55,0,0,76,0,2
183,63118,53,0,55,0,0,76,0,2
184,63118,59,0,55,0,0,76,0,2
185,63118,58,0,55,0,0,76,0,2
186,63069,131,0,54,0,0,72,0,2
187,63090,237,0,55,0,0,76,0,2
188,63118,60,0,55,0,0,76,0,2
189,63118,61,0,55,0,0,76,0,2
190,63024,15,0,56,0,0,82,0,2
191,63020,112,0,56,0,0,82,0,2
192,63052,174,0,57,0,0,86,0,2
193,63059,164,0,55,0,0,77,0,2
194,63005,567,0,55,0,0,77,0,2
195,63003,436,0,57,0,0,86,0,2
196,63003,103,0,57,0,0,86,0,2
197,63075,67,0,55,0,0,77,0,2
198,63075,68,0,55,0,0,77,0,2
199,63075,69,0,55,0,0,77,0,2
200,63017,29,0,57,0,0,86,0,2
201,63019,8,0,56,0,0,82,0,2
202,63007,165,0,55,0,0,77,0,2
203,63022,166,0,55,0,0,77,0,2
204,63018,163,0,55,0,0,77,0,2
205,63023,162,0,55,0,0,77,0,2
206,63028,262,0,0,43,0,0,247,3
207,63048,632,0,0,43,0,0,247,3
208,63073,287,0,0,42,0,0,261,3
209,63089,318,0,0,43,0,0,247,3
210,63055,113,0,0,42,0,0,243,3
211,63070,282,0,0,42,0,0,243,3
212,63026,284,0,0,42,0,0,243,3
213,63076,294,0,0,43,0,0,248,3
214,63083,308,0,0,43,0,0,248,3
215,63012,201,0,0,43,0,0,248,3
216,63092,276,0,0,42,0,0,243,3
217,63087,317,0,0,43,0,0,248,3
218,63009,283,0,0,42,0,0,243,3
219,63059,265,0,0,42,0,0,243,3
220,63060,266,0,0,43,0,0,248,3
221,63020,279,0,0,43,0,0,249,3
222,63010,289,0,0,43,0,0,249,3
223,63076,292,0,0,43,0,0,249,3
224,63052,302,0,0,42,0,0,244,3
225,63080,305,0,0,42,0,0,244,3
226,63012,298,0,0,42,0,0,244,3
227,63073,288,0,0,43,0,0,249,3
228,63086,316,0,0,42,0,0,244,3
229,63092,277,0,0,42,0,0,244,3
230,63043,326,0,0,43,0,0,249,3
231,63043,330,0,0,43,0,0,249,3
232,63001,244,0,0,42,0,0,261,3
233,63076,293,0,0,43,0,0,248,3
234,63032,636,0,0,42,0,0,245,3
235,63031,635,0,0,42,0,0,245,3
236,63059,216,0,0,43,0,0,249,3
237,63082,306,0,0,44,0,0,251,3
238,63004,1198,0,0,44,0,0,250,3
239,63012,1199,0,0,44,0,0,250,3
240,63093,273,0,0,44,0,0,250,3
241,63093,274,0,0,44,0,0,250,3
242,63014,322,0,0,44,0,0,250,3
243,63014,319,0,0,44,0,0,250,3
244,63084,309,0,0,42,0,0,245,3
245,63092,278,0,0,42,0,0,245,3
246,63026,227,0,0,42,0,0,245,3
247,63059,217,0,0,42,0,0,245,3
248,63039,314,0,0,42,0,0,245,3
249,63051,256,0,0,45,0,0,254,3
250,63051,259,0,0,45,0,0,254,3
251,63068,272,0,0,44,0,0,252,3
252,63073,286,0,0,45,0,0,254,3
253,63005,301,0,0,44,0,0,252,3
254,63012,564,0,0,45,0,0,254,3
255,63060,268,0,0,44,0,0,252,3
256,63070,281,0,0,44,0,0,252,3
257,63080,303,0,0,45,0,0,254,3
258,63014,323,0,0,45,0,0,254,3
259,63051,251,0,0,44,0,0,252,3
260,63045,331,0,0,45,0,0,254,3
261,63046,332,0,0,45,0,0,254,3
262,63069,280,0,0,45,0,0,254,3
263,63054,116,0,0,45,0,0,256,3
264,63026,285,0,0,45,0,0,257,3
265,63094,290,0,0,45,0,0,257,3
266,63051,252,0,0,45,0,0,257,3
267,63051,260,0,0,45,0,0,257,3
268,63053,264,0,0,45,0,0,257,3
269,63086,132,0,0,45,0,0,257,3
270,63051,2155,0,0,45,0,0,257,3
271,63014,324,0,0,45,0,0,257,3
272,63014,321,0,0,45,0,0,257,3
273,63068,271,0,0,44,0,0,253,3
274,63040,634,0,0,44,0,0,253,3
275,63092,275,0,0,44,0,0,253,3
276,63051,253,0,0,45,0,0,255,3
277,63051,245,0,0,45,0,0,255,3
278,63001,243,0,0,45,0,0,255,3
279,63042,337,0,0,45,0,0,255,3
280,63043,339,0,0,45,0,0,255,3
281,63051,249,0,0,45,0,0,255,3
282,63053,1841,0,0,45,0,0,320,3
283,63118,1818,0,0,42,0,0,246,3
284,63118,1815,0,0,42,0,0,246,3
285,63049,242,0,0,46,0,0,258,3
286,63051,1839,0,0,45,0,0,320,3
287,63051,1838,0,0,45,0,0,320,3
288,63051,1840,0,0,45,0,0,320,3
289,63100,1820,0,0,42,0,0,246,3
290,63080,304,0,0,46,0,0,258,3
291,63003,660,63,0,0,380,0,0,1
292,63003,663,63,0,0,380,0,0,1
293,63003,662,63,0,0,380,0,0,1
294,63052,659,63,0,0,380,0,0,1
295,63096,114,63,0,0,380,0,0,1
296,63062,1612,63,0,0,380,0,0,1
297,63074,795,63,0,0,380,0,0,1
298,63108,784,63,0,0,380,0,0,1
299,63011,45,0,56,0,0,80,0,2
300,63058,794,63,0,0,381,0,0,1
301,63097,658,63,0,0,381,0,0,1
302,63105,1849,63,0,0,381,0,0,1
303,63062,1611,63,0,0,383,0,0,1
304,63109,1182,63,0,0,381,0,0,1
305,63005,1183,63,0,0,383,0,0,1
306,63067,790,63,0,0,383,0,0,1
307,63108,1850,63,0,0,383,0,0,1
308,63037,637,63,0,0,383,0,0,1
309,63053,788,63,0,0,382,0,0,1
310,63059,27,67,0,0,409,0,0,1
311,63041,1851,67,0,0,410,0,0,1
312,63052,653,63,0,0,382,0,0,1
313,63098,786,63,0,0,382,0,0,1
314,63098,787,63,0,0,382,0,0,1
315,63098,785,63,0,0,382,0,0,1
316,63107,648,67,0,0,410,0,0,1
317,63107,647,67,0,0,410,0,0,1
318,63067,789,67,0,0,410,0,0,1
319,63010,645,67,0,0,409,0,0,1
320,63118,1812,67,0,0,409,0,0,1
321,63118,1809,67,0,0,409,0,0,1
322,63118,1813,67,0,0,409,0,0,1
323,63118,1811,67,0,0,409,0,0,1
324,63118,1810,67,0,0,409,0,0,1
325,63100,1814,67,0,0,409,0,0,1
326,63058,793,67,0,0,410,0,0,1
327,63052,1846,63,0,0,393,0,0,1
328,63003,1842,63,0,0,393,0,0,1
329,63003,1845,63,0,0,393,0,0,1
330,63003,1844,63,0,0,393,0,0,1
331,63003,1843,63,0,0,393,0,0,1
332,63107,649,67,0,0,410,0,0,1
333,63014,650,67,0,0,409,0,0,1
334,63014,651,67,0,0,409,0,0,1
335,63004,1354,0,0,44,0,0,49,3
336,63017,1188,0,0,44,0,0,49,3
337,63054,1194,0,0,44,0,0,49,3
338,63033,1189,0,0,44,0,0,49,3
339,63041,1190,0,0,44,0,0,49,3
340,63053,1196,0,0,44,0,0,49,3
341,63103,35,34,0,0,37,0,0,1
342,63021,1559,34,0,0,37,0,0,1
343,63062,1548,34,0,0,37,0,0,1
344,63085,1549,34,0,0,37,0,0,1
345,63020,1592,0,0,43,0,0,47,3
346,63073,1594,0,0,43,0,0,47,3
347,63076,1585,0,0,43,0,0,47,3
348,63084,1557,34,0,0,37,0,0,1
349,63029,1565,34,0,0,37,0,0,1
350,63020,1574,0,0,45,0,0,50,3
351,63048,1575,0,0,45,0,0,50,3
352,63084,1580,0,0,45,0,0,50,3
353,63109,1567,0,0,45,0,0,50,3
354,63069,1569,0,0,45,0,0,50,3
355,63081,401,30,0,0,162,0,0,1
356,80260,67,55,0,0,77,0,0,0
357,80266,650,67,0,0,409,0,0,0
358,80256,785,63,0,0,382,0,0,0
359,80257,2523,33,0,0,363,0,0,0
360,80210,1814,67,0,0,409,0,0,0
361,80264,1836,350,0,0,238,0,0,0
362,80208,1815,42,0,0,246,0,0,0
363,80251,1880,45,0,0,255,0,0,0
364,80277,304,46,0,0,258,0,0,0
365,80204,1821,32,0,0,169,0,0,0
366,80285,651,67,0,0,409,0,0,0
367,80279,788,63,0,0,382,0,0,0
368,80258,2526,33,0,0,363,0,0,0
369,80269,337,45,0,0,255,0,0,0
370,80267,29,57,0,0,86,0,0,0
371,80283,165,55,0,0,77,0,0,0
372,80289,347,33,0,0,172,0,0,0
373,80243,1838,45,0,0,320,0,0,0
374,80227,2522,350,0,0,238,0,0,0
375,80276,1843,63,0,0,393,0,0,0
376,80286,15,56,0,0,82,0,0,0
377,80281,652,67,0,0,409,0,0,0
378,80254,786,63,0,0,382,0,0,0
379,80268,339,45,0,0,255,0,0,0
380,80241,646,67,0,0,410,0,0,0
381,80230,1832,350,0,0,238,0,0,0
382,80262,166,55,0,0,77,0,0,0
383,80287,345,33,0,0,172,0,0,0
384,80246,2303,45,0,0,320,0,0,0
385,80205,1822,32,0,0,169,0,0,0
386,80253,386,33,0,0,172,0,0,0
387,80282,645,67,0,0,409,0,0,0
388,80223,245,45,0,0,255,0,0,0
389,80284,1851,67,0,0,410,0,0,0
390,80255,787,63,0,0,382,0,0,0
391,80226,1833,350,0,0,238,0,0,0
392,80263,163,55,0,0,77,0,0,0
393,80252,360,33,0,0,172,0,0,0
394,80290,269,46,0,0,259,0,0,0
395,80201,1823,32,0,0,169,0,0,0
396,80259,68,55,0,0,77,0,0,0
397,80217,243,45,0,0,255,0,0,0
398,80214,1809,67,0,0,409,0,0,0
399,80265,653,63,0,0,382,0,0,0
400,80242,8,56,0,0,82,0,0,0
401,80228,1834,350,0,0,238,0,0,0
402,80288,559,33,0,0,172,0,0,0
403,80209,1816,42,0,0,246,0,0,0
404,80240,649,67,0,0,410,0,0,0
405,80248,1827,33,0,0,363,0,0,0
406,80222,1388,45,0,0,255,0,0,0
407,80237,112,56,0,0,82,0,0,0
408,80215,1810,67,0,0,409,0,0,0
409,80239,648,67,0,0,410,0,0,0
410,80224,436,57,0,0,86,0,0,0
411,80229,1835,350,0,0,238,0,0,0
412,80207,1818,42,0,0,246,0,0,0
413,80273,1846,63,0,0,393,0,0,0
414,80232,2319,55,0,0,77,0,0,0
415,80247,1828,33,0,0,363,0,0,0
416,80261,69,55,0,0,77,0,0,0
417,80220,258,45,0,0,255,0,0,0
418,80211,1811,67,0,0,409,0,0,0
419,80250,2527,33,0,0,363,0,0,0
420,80280,789,67,0,0,410,0,0,0
421,80271,565,33,0,0,172,0,0,0
422,80272,1842,63,0,0,393,0,0,0
423,80236,2518,350,0,0,238,0,0,0
424,80216,242,46,0,0,258,0,0,0
425,80203,1824,32,0,0,169,0,0,0
426,80238,647,67,0,0,410,0,0,0
427,80212,1813,67,0,0,409,0,0,0
428,80270,164,55,0,0,77,0,0,0
429,80233,174,57,0,0,86,0,0,0
430,80219,249,45,0,0,255,0,0,0
431,80206,1819,42,0,0,246,0,0,0
432,80244,1841,45,0,0,320,0,0,0
433,80249,1830,33,0,0,363,0,0,0
434,80275,1845,63,0,0,393,0,0,0
435,80235,2520,350,0,0,238,0,0,0
436,80221,1389,45,0,0,255,0,0,0
437,80213,1812,67,0,0,409,0,0,0
438,80225,103,57,0,0,86,0,0,0
439,80245,1839,45,0,0,320,0,0,0
440,80218,1831,33,0,0,363,0,0,0
441,80278,793,67,0,0,410,0,0,0
442,80234,2519,350,0,0,238,0,0,0
443,80274,1844,63,0,0,393,0,0,0
444,80231,2317,55,0,0,77,0,0,0
445,80202,1825,32,0,0,169,0,0,0
446,80401,73,54,0,0,1051,0,0,0
447,80407,1680,63,0,0,1060,0,0,0
448,80405,2564,56,0,0,1069,0,0,0
449,80411,1279,32,0,0,1057,0,0,0
450,80412,1547,34,0,0,1059,0,0,0
451,80418,2289,42,0,0,1065,0,0,0
452,80417,1570,45,0,0,1058,0,0,0
453,80404,2346,54,0,0,1066,0,0,0
454,80419,2602,44,0,0,1068,0,0,0
455,80415,101,42,0,0,1052,0,0,0
456,80408,1396,63,0,0,1062,0,0,0
457,80414,2547,32,0,0,1067,0,0,0
458,80406,444,56,0,0,1050,0,0,0
459,80403,1696,56,0,0,1063,0,0,0
460,80420,1590,43,0,0,1061,0,0,0
461,80413,2265,33,0,0,1064,0,0,0
462,80410,1206,33,0,0,1053,0,0,0
463,80409,1532,63,0,0,1054,0,0,0
464,80402,422,54,0,0,1055,0,0,0
465,80416,1197,44,0,0,1056,0,0,0
466,0,785,63,0,0,382,0,0,0
467,0,1809,67,0,0,409,0,0,0
468,0,1829,33,0,0,363,0,0,0
469,0,869,42,0,0,246,0,0,0
470,0,447,54,0,0,70,0,0,0
471,0,131,54,0,0,72,0,0,0
472,0,653,63,0,0,380,0,0,0
473,0,260,45,0,0,257,0,0,0
474,0,0,57,0,0,83,0,0,0
475,0,0,55,0,0,77,0,0,0
476,0,386,33,0,0,172,0,0,0
477,0,660,63,0,0,380,0,0,0
478,0,2155,45,0,0,257,0,0,0
479,0,0,44,0,0,253,0,0,0
480,0,0,43,0,0,248,0,0,0
481,0,1838,45,0,0,320,0,0,0
482,0,361,32,0,0,167,0,0,0
483,0,67,55,0,0,77,0,0,0
484,0,0,55,0,0,77,0,0,0
485,0,0,42,0,0,244,0,0,0
486,0,162,55,0,0,77,0,0,0
487,0,353,32,0,0,168,0,0,0
488,0,1851,67,0,0,410,0,0,0
489,0,0,33,0,0,172,0,0,0
490,0,0,63,0,0,393,0,0,0
491,0,784,63,0,0,380,0,0,0
492,0,25,57,0,0,86,0,0,0
493,0,351,32,0,0,167,0,0,0
494,0,0,31,0,0,164,0,0,0
495,0,0,63,0,0,393,0,0,0
496,0,106,350,0,0,175,0,0,0
497,0,1854,33,0,0,173,0,0,0
498,0,8,56,0,0,82,0,0,0
499,0,0,63,0,0,393,0,0,0
500,0,0,55,0,0,74,0,0,0
501,0,1313,32,0,0,167,0,0,0
502,0,658,63,0,0,381,0,0,0
503,0,164,55,0,0,77,0,0,0
504,0,0,43,0,0,249,0,0,0
505,0,0,350,0,0,238,0,0,0
506,0,271,44,0,0,253,0,0,0
507,0,1835,350,0,0,238,0,0,0
508,0,222,55,0,0,76,0,0,0
509,0,0,31,0,0,166,0,0,0
510,0,0,33,0,0,170,0,0,0
511,0,1822,32,0,0,169,0,0,0
512,0,238,54,0,0,71,0,0,0
513,0,243,45,0,0,255,0,0,0
514,0,0,350,0,0,238,0,0,0
515,0,0,63,0,0,393,0,0,0
516,0,58,55,0,0,76,0,0,0
517,0,324,45,0,0,257,0,0,0
518,0,795,63,0,0,380,0,0,0
519,0,0,34,0,0,177,0,0,0
520,0,0,54,0,0,71,0,0,0
521,0,130,54,0,0,71,0,0,0
522,0,384,33,0,0,172,0,0,0
523,0,1844,63,0,0,393,0,0,0
524,0,0,31,0,0,165,0,0,0
525,0,0,63,0,0,383,0,0,0
526,0,1849,63,0,0,381,0,0,0
527,0,249,45,0,0,255,0,0,0
528,0,270,350,0,0,176,0,0,0
529,0,0,57,0,0,86,0,0,0
530,0,0,45,0,0,255,0,0,0
531,0,1611,63,0,0,383,0,0,0
532,0,643,34,0,0,177,0,0,0
533,0,236,54,0,0,71,0,0,0
534,0,0,350,0,0,175,0,0,0
535,0,0,33,0,0,363,0,0,0
536,0,559,33,0,0,172,0,0,0
537,0,1820,42,0,0,246,0,0,0
538,0,253,45,0,0,255,0,0,0
539,0,0,45,0,0,255,0,0,0
540,0,0,33,0,0,363,0,0,0
541,0,786,63,0,0,382,0,0,0
542,0,391,34,0,0,177,0,0,0
543,0,1826,32,0,0,169,0,0,0
544,0,0,32,0,0,167,0,0,0
545,0,0,45,0,0,320,0,0,0
546,0,252,45,0,0,257,0,0,0
547,0,649,67,0,0,410,0,0,0
548,0,562,350,0,0,176,0,0,0
549,0,0,34,0,0,177,0,0,0
550,0,0,56,0,0,78,0,0,0
551,0,1811,67,0,0,409,0,0,0
552,0,235,56,0,0,79,0,0,0
553,0,1842,63,0,0,393,0,0,0
554,0,0,31,0,0,166,0,0,0
555,0,0,57,0,0,84,0,0,0
556,0,566,56,0,0,79,0,0,0
557,0,634,44,0,0,253,0,0,0
558,0,64,55,0,0,76,0,0,0
559,0,0,54,0,0,72,0,0,0
560,0,0,45,0,0,255,0,0,0
561,0,34,56,0,0,79,0,0,0
562,0,650,67,0,0,409,0,0,0
563,0,275,44,0,0,253,0,0,0
564,0,0,67,0,0,410,0,0,0
565,0,0,32,0,0,168,0,0,0
566,0,304,46,0,0,258,0,0,0
567,0,24,56,0,0,80,0,0,0
568,0,645,67,0,0,409,0,0,0
569,0,0,350,0,0,238,0,0,0
570,0,0,54,0,0,101,0,0,0
571,0,65,55,0,0,76,0,0,0
572,0,1853,33,0,0,173,0,0,0
573,0,436,57,0,0,86,0,0,0
574,0,0,34,0,0,174,0,0,0
575,0,0,54,0,0,93,0,0,0
576,0,163,55,0,0,77,0,0,0
577,0,46,350,0,0,176,0,0,0
578,0,242,46,0,0,258,0,0,0
579,0,0,350,0,0,175,0,0,0
580,0,0,63,0,0,393,0,0,0
581,0,1834,350,0,0,238,0,0,0
582,0,53,55,0,0,76,0,0,0
583,0,1843,63,0,0,393,0,0,0
584,0,0,30,0,0,163,0,0,0
585,0,0,46,0,0,258,0,0,0
586,0,1830,33,0,0,363,0,0,0
587,0,376,34,0,0,177,0,0,0
588,0,339,45,0,0,255,0,0,0
589,0,0,63,0,0,383,0,0,0
590,0,0,42,0,0,245,0,0,0
591,0,1845,63,0,0,393,0,0,0
592,0,413,34,0,0,177,0,0,0
593,0,369,32,0,0,167,0,0,0
594,0,0,56,0,0,82,0,0,0
595,0,0,67,0,0,410,0,0,0
596,0,790,63,0,0,383,0,0,0
597,0,373,32,0,0,167,0,0,0
598,0,26,67,0,0,409,0,0,0
599,0,0,43,0,0,248,0,0,0
600,0,0,350,0,0,238,0,0,0
601,0,567,55,0,0,77,0,0,0
602,0,1850,63,0,0,383,0,0,0
603,0,1825,32,0,0,169,0,0,0
604,0,0,33,0,0,171,0,0,0
605,0,0,30,0,0,162,0,0,0
606,0,639,32,0,0,167,0,0,0
607,0,1841,45,0,0,320,0,0,0
608,0,66,55,0,0,76,0,0,0
609,0,0,63,0,0,383,0,0,0
610,0,0,42,0,0,244,0,0,0
611,0,637,63,0,0,383,0,0,0
612,0,375,350,0,0,176,0,0,0
613,0,61,55,0,0,76,0,0,0
614,0,0,54,0,0,68,0,0,0
615,0,0,63,0,0,382,0,0,0
616,0,788,63,0,0,382,0,0,0
617,0,352,32,0,0,168,0,0,0
618,0,91,54,0,0,72,0,0,0
619,0,0,42,0,0,245,0,0,0
620,0,0,54,0,0,92,0,0,0
621,0,1836,350,0,0,238,0,0,0
622,0,360,33,0,0,172,0,0,0
623,0,69,55,0,0,77,0,0,0
624,0,0,45,0,0,257,0,0,0
625,0,0,46,0,0,258,0,0,0
626,0,29,57,0,0,86,0,0,0
627,0,166,55,0,0,77,0,0,0
628,0,565,33,0,0,172,0,0,0
629,0,0,45,0,0,257,0,0,0
630,0,0,43,0,0,248,0,0,0
631,0,285,45,0,0,257,0,0,0
632,0,787,63,0,0,382,0,0,0
633,0,55,54,0,0,71,0,0,0
634,0,0,63,0,0,383,0,0,0
635,0,0,350,0,0,176,0,0,0
636,0,132,45,0,0,257,0,0,0
637,0,371,350,0,0,176,0,0,0
638,0,1823,32,0,0,169,0,0,0
639,0,0,45,0,0,255,0,0,0
640,0,0,44,0,0,252,0,0,0
641,0,1833,350,0,0,238,0,0,0
642,0,1612,63,0,0,380,0,0,0
643,0,793,67,0,0,410,0,0,0
644,0,0,67,0,0,409,0,0,0
645,0,0,34,0,0,177,0,0,0
646,0,165,55,0,0,77,0,0,0
647,0,1840,45,0,0,320,0,0,0
648,0,1813,67,0,0,409,0,0,0
649,0,0,43,0,0,248,0,0,0
650,0,0,63,0,0,380,0,0,0
651,0,233,55,0,0,76,0,0,0
652,0,1852,33,0,0,173,0,0,0
653,0,45,56,0,0,80,0,0,0
654,0,0,55,0,0,76,0,0,0
655,0,0,63,0,0,383,0,0,0
656,0,112,56,0,0,82,0,0,0
657,0,560,32,0,0,167,0,0,0
658,0,662,63,0,0,380,0,0,0
