#,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7,Unknown8,Unknown9,Unknown10,Unknown11,Unknown12,Unknown13,Unknown14,Unknown15,Unknown16,Unknown17,Unknown18,Unknown19,Unknown20,Unknown21,Unknown22,Unknown23,Unknown24,Unknown25,Unknown26,Unknown27,Unknown28,Unknown29,Unknown30,Unknown31,Unknown32,Unknown33,Unknown34,Unknown35,Talk[0],Talk[1],Talk[2],Talk[3],Talk[4],Talk[5]
10,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,"Besonders geschickt siehst du mir ja nicht aus, aber ich bezahl dich ja auch nicht fürs Aussehen. Hauptsache ist, du lieferst, was ich bestelle, dann können wir alle in Frieden unseren Geschäften nachgehen.","Ja, das entspricht meinen Vorstellungen. Wenn du weiter so gute Arbeit lieferst, werden wir gut zu­sammen­arbeiten.",Bist du immer noch nicht fertig? Dann spute dich mal ein bisschen!,0,0,0
11,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,"Bist du die Handwerkerin, die die Aben­teurer­gilde schickt? Ich bin H'rhanbolo, Kapitänin der *Eisprinzessin*, dem drittschnellsten Handelsschiff in ganz Limsa Lominsa.",Das nenne ich mal gute Arbeit! Willst du das karge Abenteurerleben nicht aufgeben und mit mir die Meere besegeln? Leute wie dich könnte ich gebrauchen.,Hast du Fragen zu dem Auftrag? Nicht? Dann brauche ich bestimmt nicht mehr lang auf die Lieferung zu warten. Oder etwa doch?,"Potzblitz, das kann sich sehen lassen! Würdest du mir noch mehr davon herstellen?","Verstehe, du bist vielbeschäftigt. Ich kann leider nicht warten, weil ich bald ablege. Vielleicht ein anderes Mal!","Das lobe ich mir! Das ist genau der Arbeitsgeist, den ich auch von meinen Seeleuten erwarte. Du würdest dich auf der *Eisprinzessin* wirklich gut machen."
12,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,Wo bleibst du denn? Ich warte schon eine Ewigkeit auf dich! Es gibt viel zu tun und Meister Gegeruju ist ein vielbeschäftigter Lalafell.,"Bist du endlich fertig? Ich dachte schon, du hättest den Auftrag vergessen. Dann schieb mal rüber, was du hast.","Gut Ding will Weile haben, aber die Weile ist nun langsam rum ... Wird das noch was?","Moment, wohin des Wegs? Ich bin noch nicht fertig. Könntest du noch ein paar davon herstellen? Meister Gegeruju ist ein vorausschauender Lalafell, der einen soliden Vorrat zu schätzen weiß.","Nein? Ich weiß nicht, wie der Meister darauf reagieren wird ... Aber gut, es ist deine Entscheidung.",Sehr gut. Meister Gegeruju wird hocherfreut sein.
13,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,"Einen schönen guten Abend! Bist du hier, um etwas anzuliefern oder abzuholen?",Eine Lieferung? Lad die Waren hier ab. Danke sehr und einen schönen Tag noch. Nächster!,"Komm wieder, wenn du die bestellte Ware fertiggestellt hast. Nächster!","Das Ashgana-Überseedepartment würde den Auftrag gerne erweitern. Für ein entsprechendes Entgelt, versteht sich.",Vielleicht später? Wie du meinst. Nächster!,Das können wir gut gebrauchen. Danke sehr und einen schönen Tag noch.
14,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,"Ich hoffe, du kennst dich aus in deinem Metier. Die Karawane stellt höchste Ansprüche.","Hm, kein Meisterstück, aber gut, es soll reichen. Hier, dein Lohn.","Was macht meine Bestellung? Die Handelskarawane kann es sich nicht leisten, auf tranige Handwerker Rücksicht zu nehmen. Leg dich ins Zeug!",0,0,0
15,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,"Und? Hast du mir etwas mitgebracht oder bist du nur hier, um mich anzuglotzen?","Hm, sieht ja ganz ordentlich aus. Hier ist dein Geld.","Was macht meine Bestellung? Ich will ja nicht, dass du in der Eile irgendeinen Schund produzierst, aber so langsam solltest du fertig werden.",0,0,0
16,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,"Wer bist du? Was machst du hier? Ach, du bist die Handwerkerin, die diese Gilde geschickt hat. Wie hieß sie noch? Ich weiß, die Aben­teurer­gilde. Worum ging es noch mal? Ach ja, der Auftrag!","Was ist das? Das habe ich bei dir bestellt? Na gut, wenn du es sagst, wird es schon seine Richtigkeit haben. Danke!","Du bist noch nicht fertig? Du wirst ja wohl meine Bestellung nicht vergessen haben? Ein gutes Gedächtnis ist unentbehrlich für jeden Geschäftsmann. Also, gib mir die bestellte Ware. Ach, du bist noch nicht fertig? Du hast doch wohl meine Bestellung nicht vergessen? Ein gutes Gedächtnis ... Hm, ich glaube, ich hatte gerade ein Déjà vu. Seltsames Gefühl. Wovon hatten wir gesprochen?","Würdest du mir noch mehr davon herstellen? Nur für den Fall, dass ich etwas verlegen sollte. Das kommt aber nie vor. So gut wie nie. Eigentlich nur selten. Manchmal, wenn ich viel zu tun habe. Oder müde werde, am Nachmittag.",Nicht? Dann passe ich eben besonders gut auf. Auf den ... die ... Was war es noch gleich?,Sehr schön! Dann bestelle ich noch mehr von den ... die ... Du weißt schon!
17,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,0,0,0,0,0
18,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,"Die Gilde schickt dich?
Ah, du hast meinen Auftrag angenommen? Der Weg durch die Kälte bis hierher muss dich ziemlich mitgenommen haben.","Das habe ich wirklich dringend gebraucht, um meine Geschäfte fortführen zu können. Wenn es nur nicht so kalt wäre ...","Bitte erledige meinen Auftrag so schnell du kannst. Sonst erfriere ich hier noch, während ich auf dich warte.",Eigentlich brauche ich eine noch größere Menge. Könntest du das über­nehmen?,"Da kann man erst mal nichts machen. Hauptsache, du hast den Auftrag wie gewünscht erledigt. In dieser Kälte kann man natürlich niemanden zu Überstunden zwingen.",Du hast mir sehr geholfen. Jetzt kann ich mir bald einen dicken Pelzmantel leisten. In dieser Kälte unverzichtbar.
19,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,"Du bist also die Abenteurerin, die meinen Auftrag angenommen hat? Nun denn, so sei es ...","Eine beachtliche Leistung, Abenteurerin! Damit lässt es sich arbeiten. Meine Entscheidung, die Aben­teurer­gilde damit zu beauftragen, war die richtige!",Über deinen Lohn habe ich mich bereits mit der Gilde geeinigt. Lass mich nicht zu lange auf die Gegenleistung warten.,Du hast feine Arbeit geleistet. Wärst du vielleicht an einer Erweiterung deines Auftrages interessiert? An der entsprechenden Vergütung soll es nicht scheitern.,"Ich hätte erwarten müssen, dass eine Frau deines Schlages vielbeschäftigt ist. Nun denn, so sei es ...",Eine sehenswerte Leistung! Dir sei gedankt. 
20,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,"Du hast also unseren Auftrag angenommen? Wir haben bereits auf dich gewartet, Abenteurerin.",Alles wie gewünscht vorhanden. Im Namen der Sankt Coinach-Stiftung sei dir gedankt.,"Hast du etwa deinen Auftrag vergessen? Beeile dich bitte, wir brauchen die angeforderten Güter dringend für unsere Forschungen.","Wir würden übrigens gerne noch mehr bestellen, falls du die Zeit dafür finden könntest.",Das ist bedauerlich. Auf bald!,Eine Meisterleistung! Im Namen der Sankt Coinach-Stiftung danke ich dir von ganzem Herzen.
21,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,"Ha, du musst die Fischerin sein, auf die ich gewartet habe! Bitte enttäusche mich nicht.",Genau darauf hab ich gewartet! Damit werde ich jetzt was Feines brutzeln. Danke dir!,Was ist mit meiner Bestellung? Beißen sie heute nicht oder sind die Gewässer plötzlich ausgetrocknet?,Da du gerade hier bist ... hast du vielleicht Zeit für eine Nachbestellung?,"Kein Problem, war nur eine Frage.","Herzlichen Dank! Jetzt hab ich sogar genug, um ein paar neue Rezepte auszuprobieren!"
22,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,"Die Fischerin, die mir die Aben­teurer­gilde geschickt hat. Endlich! Hast du meine Bestellung mitgebracht?",Danke! Hoffentlich hast du nicht zu sehr daran rumgetatscht. ,Wie bitte? Ist dir dein Fang etwa zurück ins Meer geflutscht?,"Auch wenn ich etwas Angst davor habe, dass du meine Bestellung zu sehr antatschst, hätte ich gerne noch mehr davon.","Gut, dann geh dir erst mal die Hände waschen.","Gut gemacht, ich kann keine Mängel an dem Fang erkennen!"
23,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,"Du bist also die Fischerin, die sich meiner Bestellung angenommen hat? Zeig mal, was du hast. Ich bin schon total gespannt!","Wow, toll! Vielen, vielen Dank!","Ich hab Zeit, geh einfach fischen und komm wieder, wenn du so weit bist, ja?","Auf dich kann man sich verlassen. Hast du vielleicht Lust, mir noch mehr davon zu bringen?","Ach so. Na, ich bin immer hier zu finden, falls du mich suchst.",Wow! Du musst einer der Besten deiner Zunft sein! Dafür bekommst du eine tolle Belohnung! Danke vielmals!
24,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,"Hallo, du musst die Fischerin sein, auf die ich gewartet habe. Hast du alles dabei?",Sehr schön! Wie bestellt. ,"Äh, könntest du dich vielleicht ein bisschen beeilen?","Falls du Zeit hast, kannst du mir gerne noch mehr davon bringen ... Was meinst du?",Das ist ganz allein deine Entscheidung. Wie du möchtest ...,Das übertrifft meine kühnsten Erwartungen! Deine Belohnung hast du dir redlich verdient.
25,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,"Willkommen an der Sonnenküste, Fischerin! Hast du den Auftrag erledigt?","Gegeruju wird begeistert sein! Hier, deine Belohnung.",Du hast noch nicht alles? Dann mal los zum Fischen!,"Ich weiß, deine Zeit ist kostbar, aber könntest du mir vielleicht noch mehr davon bringen?","Ich habe verstanden. Weiterhin viel Erfolg, Fischerin!",Ich bin dir sehr dankbar. Deine Belohnung wird entsprechend angepasst werden.
26,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,"Danke, dass du dich um den Auftrag gekümmert hast. Warst du erfolgreich?",Prachtvoll! Die Aben­teurer­gilde kann stolz auf dich sein! Hier ist deine Belohnung.,"Was soll das heißen? Bitte beeile dich, ich drauche die Bestellung wirklich dringend!","Du hast doch sicher noch ein Weilchen Zeit, um noch mehr davon zu besorgen, oder?",Wie dir beliebt. Mich kannst du jederzeit hier finden.,"Die Götter sollen dich beschützen! Danke für die Lieferung, hier ist deine Belohnung."
27,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,"Das sieht man gerne, eine Abenteurerin, die der Kälte trotzt. Hast du meine Bestellung dabei?",Wunderbar. Ohne Fischerinnen wie dich wäre unsere Profession schon am Ende.,"Hmm, da war ich wohl etwas zu voreilig. Die Kälte macht dir also doch zu schaffen. Gib dein Bestes, ich werde hier auf dich warten.","Deinem Fleiß gebührt Hochachtung! Bist du bereit, noch eine weitere Bestellung zu erledigen?",Die Kälte verwirrt deine Gedanken. Das passiert hier so manchem.,"Es sei dir gedankt. Aber von Dank allein kann niemand leben, deshalb gibt es noch eine Belohnung obendrauf."
28,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,"Du musst die Fischerin sein, auf die ich gewartet habe. Hast du den Auftrag ausgeführt?","Genau, wie ich es mir gewünscht habe. Vielen Dank. Mit dir hat deine Gilde einen Volltreffer gelandet.",Hast du etwa die ganze Zeit auf der faulen Haut gelegen? Beeil dich bitte.,Mit Leuten wie dir macht man gerne Geschäfte. Willst du mir noch mehr davon bringen?,"Gut, es gibt auch noch andere, die ich fragen kann. ","Du bist eine Lebensretterin. Vielen Dank. Ich hoffe, deine Belohnung stellt dich zufrieden."
29,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,"Du bist die Handwerkerin, die den Auftrag übernommen hat? Dann bitte ich doch sehr um eine zügige Bearbeitung!",Hervorragende Arbeit. Genau so habe ich es mir vorgestellt. Vielen Dank!,"Bitte erledige den Auftrag so schnell wie möglich. Wir haben ihn ja über die Freibriefe ausgeschrieben, gerade weil wir so dringend Hilfe benötigen.","Hervorragende Arbeit. Genau so habe ich es mir vorgestellt. Kann ich dich vielleicht darum bitten, mir noch mehr davon zu bringen? Natürlich erhältst du einen Ausgleich dafür!","Verstehe. Als Abenteurerin hast du natürlich genug um die Ohren. Falls du deine Meinung änderst, findest du mich hier!",Ich danke dir vielmals für deine Hilfe! Deine Belohnung habe ich natürlich nicht vergessen.
30,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,"Du musst die Fischerin sein, die den Auftrag übernommen hat, ja? Hast du ihn schon ausgeführt?",Hervorragend! Vielen Dank! Du machst der Fischergilde alle Ehre.,"Immer noch nicht? Langsam würde ich mir doch wünschen, dass du dich an den Auftrag machst ...",Wie sieht es aus? Kannst du mir vielleicht noch mehr davon besorgen?,Nein? Verstehe. Dann suche ich mir eben eine andere Fischerin.,Vielen Dank! Das sollte erst einmal reichen. Und hier natürlich deine Belohnung!
31,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,"Alles, was du wissen musst, steht in dem Freibrief, einschließlich der geforderten Menge und Qualität. Wenn du deine Arbeit vollrichtet hast, liefere die Waren bei mir ab und ich lasse sie zum Kunden liefern.","Du hast dich wirklich selbst übertroffen, Player. Der Kunde wird sicher begeistert sein.","Ich verstehe ja, dass da draußen noch andere Abenteuer auf eine Frau wie dich warten. Aber meine Kunden sind dringend auf die gewünschten Waren angewiesen. Für manche geht es sogar um ihre Existenz, vergiss das nicht.","Du hast dich selbst übertroffen, Player! Ich bin mir sicher, dass der Kunde sehr zufrieden sein wird. *Sehr* zufrieden. Stücke von dieser Qualität kann ich immer verkaufen. Würdest du noch mehr davon machen? Gegen ein entsprechendes Entgelt, versteht sich.",Ich verstehe. Du hast schon genug geleistet.,"Ich danke dir, auch im Namen meines Kunden. Du hast dir die zusätzliche Vergütung redlich verdient."
32,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,"Sag, bist du die Fischerin, die bei den Erlassen helf'n will? Das lob ich mir! Wenn es mehr von deinem Schlag gäb', wär die Welt nicht halb so verrucht. Also, wenn du dein'n Fang gemacht hast, dann komm hier vorbei und wir besprech'n den Rest.","Jau, sieht alles gut aus. Und hier ist auch die versproch'ne Belohnung. Soll ja keiner umsonst arbeit'n.","Was ist? Kein Glück gehabt? Macht ja nichts, kann ja nicht immer alles glatt lauf'n. Komm wieder, wenn du dein'n Fang gemacht hast.","Jau, Llymlaen und Nophica mein'n es gut mit dir. Du hast mehr als genug gefang'n. Wenn du willst, nehm ich dir den Rest auch noch ab. Gegen bare Münze, versteht sich.",Dann eben nicht. 'S ist ja deine Entscheidung.,"Du kannst was, soviel ist klar. Und schnell bist du auch. Vielleicht bist du die beste Fischerin, die ich je geseh'n habe. Doch, ich schwör's! <spuck> Leck auf, schwimm durch!"
33,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,"Hast du deine Arbeit erledigt? Ich nehme alles entgegen, was du für die Manufaktur herstellst.","Gut, alles wie bestellt. Die Gemeinschaft dankt.","Äh, und wo ist dein Meisterwerk? Du hast es doch nicht irgendwo liegen gelassen?","Gute Arbeit. Hör mal, was würdest du sagen, wenn ich dir noch mehr abnehmen möchte? Ich würde natürlich auch dafür bezahlen.","Na gut, vielleicht ein anderes Mal. Dann bleibt es also bei unserer Absprache.","Wirklich gute Arbeit. Auf dich ist Verlass. Hier ist deine Belohnung, wie versprochen."
34,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,"<schnüff> <schnüff> Du bist Fischerin, nicht wahr? Wenn du einen Fang abgeben möchtest, bist du bei mir an der richtigen Stelle.",Das sieht doch lecker aus. Ich schick's direkt an die Küche. Aber zuerst gebe ich dir noch deine Belohnung.,"Tja, kann es sein, dass du etwas an deinem Angelplatz liegen gelassen hast? Hier fehlt noch was.",Vielen Dank. Eigentlich ... bräuchten wir noch mehr davon. Was sagst du? Ich würde natürlich etwas drauflegen.,"Du hast wohl auch noch andere Dinge zu erledigen, was? Einverstanden, vielleicht ein anderes Mal.","Das wäre dann alles, einschließlich der Nachbestellung. Hier, wie abgemacht habe ich die Belohnung erhöht."
35,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,"Hast du mitgebracht, wofür du beauftragt wurdest?
Falls ja, kannst du es hier abgeben.","Das sieht großartig aus.
Genau, was für die Lieferung gefordert wurde!","He, willst du mich veräppeln? Du musst schon was liefern, wenn du die Belohnung abgreifen willst.",0,0,0
36,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,"Du bist Fischerin, nicht wahr? Wusste ich's doch! Man sieht es dir gleich an. Vergiss nicht deinen Fang bei mir abzugeben, wenn du was Gutes geangelt hast!","Was für ein Prachtexemplar!
Sehr gut. Hier, deine Belohnung. Sollst ja nicht umsonst arbeiten.","Äh, hast du nicht irgendwas vergessen? Gewöhnlich mit Schuppen und Kiemen versehen und so?
Ohne Fleiß kein Preis!",0,0,0
37,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,"Möchtest du eine Bestellung abliefern? Ich nehme alles entgegen, was fertig ist.","Ja, das sieht nach ordentlicher Arbeit aus. Damit ist dein Auftrag abgeschlossen.","Hm, das scheint nicht das Richtige zu sein. Hast du dich etwa vertan? Bitte sieh doch noch einmal nach.",0,0,0
38,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,"Na, willst du etwas abliefern? Immer her damit!","Ja, das sieht doch genau richtig aus! Hier, nimm das als kleine Anerkennung.","Sag bloß, du warst in Gedanken ganz woanders und hast vergessen, warum du hergekommen bist!",0,0,0
