#,Name,Unknown0,Description,Unknown1,Unknown2,StartsWithVowel,Unknown3,Unknown4,Unknown5
41,Titan,NONE,"Titan wurde von den Kobolden von O'Ghomoro beschworen und ist von einer Aura der Duldsamkeit umgeben, wie man sie von den anderen Primae kaum kennt. Spürt er jedoch, dass das Leben seiner loyalen Akolythen in Gefahr ist, zögert er nicht, im wahrsten Sinne des Wortes Berge zu versetzen, um jene zu zerquetschen, die ihnen Böses wollen.",3,1,0,0,0,1
42,Garuda,NONE,"Die Windgöttin Garuda wurde von den Ixal von Xelphatol beschworen. Sie hat die verblüffende Fähigkeit, die Luft um sie herum zu manipulieren, jedoch haben die Winde, die sie wie eine Waffe führt, ihr Herz und ihren Verstand verdreht und sie zu einer unbarmherzigen Tyrannin mit einem unersättlichen Appetit für Zerstörung gemacht.",3,1,0,0,0,1
43,Mogul Mog,NONE,"Der legendäre Mogry-König Mogul Mog wurde von einer irregeleiteten Splittergruppe von Mogrys aus dem Finsterwald beschworen. Sie glauben, dass er es war, der ihr Volk von ihrem Zuhause im sternbedeckten Himmelsgewölbe nach Eorzea geführt hat. Mogrygroßkönig Mogul Mog XII. ist gut zu seiner Handvoll Untertanen und teilt königliche Strafen nur an andere aus, die es wagen, sich ihm in den Weg zu stellen.",3,1,0,0,0,1
44,Raya-O-Senna & A-Ruhn-Senna,NONE,„Den Namen Senna hast du bestimmt schon einmal gehört. Die Anführerin der Bruderschaft der Morgenviper und Älteste Saatseherin Kan-E-Senna ist meine ältere Schwester. Zusammen mit meinem jüngeren Bruder A-Ruhn-Senna sind wir die drei Saatseher.“,3,1,0,0,1,1
45,Godbert Manderville,NONE,"„Der Riesenbüffel sah das anders und hat es doch tatsächlich gewagt, Eorzeas bedeutendsten Goldschmied aufs Übelste zuzurichten. Eine skandalöse, ja geradezu peinliche Geschichte ist das aber auch!“",3,1,0,0,0,1
46,Thancred,NONE,"„Ab und zu muss man eben auch mal zeigen, was man so draufhat.“",3,1,0,0,0,1
47,Nero tol Scaeva,NONE,"„Wir werden schon sehen, wer von uns beiden mehr auf dem Kasten hat ... Garlond.“",3,1,0,0,0,1
48,Papalymo & Yda,NONE,"„Na *endlich*, Yda!“
„Ah, so ein Glück! Ihr seid alle unverletzt!“",3,1,0,0,0,1
49,Y'shtola,NONE,"„Wie auch immer, mit dem hier werden wir schon fertig!“",3,1,0,0,1,1
50,Urianger,NONE,„Nun kommt ganz gewiss die Dämmerung am Morgen ... Deine strahlende Präsenz wird ihr den Weg bereiten.“,3,1,0,0,0,1
51,Ultima-Waffe,Ultima-Waffe,"Die Ultima-Waffe ist ein Relikt aus der Dritten Ära des Lichts und beruht auf alter allagischer Technologie - jene Technologie, die es ermöglichte, dass sich das Allagische Reich über ganz Hydaelyn erstrecken konnte. Nach der Wiederentdeckung des mechanischen Monstrums, das tief unter der Erde kurz hinter Ala Mhigo begraben lag, hat die XIV. Legion die Ultima-Waffe wieder in Schuss gebracht, damit sie als Gegenmaßnahme gegen die stets wachsende Bedrohung durch die Primae herhalten kann.",3,1,0,1,1,0
52,Odin,NONE,"Niemand weiß genau, wann oder von wem Odin beschworen wurde, doch der Dunkle Reiter durchstreift ohne Unterlass den Finsterwald auf seinem treuen Schlachtross Sleipnir und wartet geduldig auf die Gelegenheit zur Abrechnung für etwas, das ihm vor langer Zeit widerfahren ist.",3,1,0,0,0,1
53,Ramuh,NONE,"Die Sylphen des Finsterwaldes verehren Ramuh, sind regelrecht von ihm besessen. Der Herr der Blitze ist eine mächtige, Ehrfurcht gebietende Gestalt mit grenzenlosem Wissen über vergangene Zeiten. Er ist ebenso streng wie gerecht und sein Urteil ist endgültig: Wer sich einer Todsünde schuldig gemacht hat, wird von ihm mit gleißenden Blitzen niedergestreckt.",3,1,0,0,0,1
54,Leviathan,NONE,"Der Herr der Wogen wurde von den Sahagin der Indigotiefen beschworen. Er lauert unter der Meeresoberfläche und wartet nur darauf, Schiffe im Ganzen zu verschlucken und die Seefahrer in die Ränge seiner ertrunkenen Gefolgsleute aufzunehmen. Fischer glauben seit jeher, dass zerstörerische Wellen von dem mächtigen Schwanz eines erzürnten Leviathan ausgehen, und bringen seit Jahrhunderten Opfer dar in der Hoffnung, die tobende Kreatur der Tiefe zu besänftigen.",3,1,0,0,0,1
55,Shiva,NONE,"Im *Enchiridion*, der heiligen Schrift des Ishgarder Glaubens, wird Shiva als die Urverräterin beschreiben, die Erste, die der Versuchung durch die Drachen erlegen ist. Ihre Anhänger verehren sie jedoch als Heilige, die versucht hat, die Ishgarder und die Drachen durch ihr selbstloses Opfer zusammenzubringen, dabei jedoch gescheitert ist.",3,1,0,0,1,1
56,Minfilia,NONE,"„Die größte Gefahr sehen wir in den göttlichen Wesen, die Primae genannt werden.“",3,1,0,0,1,1
57,Lahabrea,NONE,„Deshalb muss die Geschichte von dir und dem Kristall nun ein jähes Ende nehmen!“,3,1,0,0,0,1
58,Cid Garlond,NONE,"„Dieses Schiff wurde dafür gemacht, um Helden wie dich an die Front zu bringen!“",3,1,0,0,0,1
59,Alphinaud & Alisaie,NONE,"„Schwesterherz, wir beide haben doch das gleiche Ziel. Auch wenn wir unter­schied­liche Wege gehen, ziehen wir hoffentlich an einem Strang.“
„Das wird sich zeigen.“ ",3,1,0,0,0,1
60,Louisoix Leveilleur,NONE,"„Es ist genug, Silberschwinge. Du wirst diese Welt nun endlich verlassen!“",3,1,0,0,0,1
61,Bahamut,NONE,"Der Primae Bahamut war für Jahrtausende vergessen, bevor er schließlich im 1572. Jahr der 6. Ära des Lichts durch die Machenschaften des garleischen Legatus Nael van Darnus aus seinem himmlischen Gefängnis, dem unseligen Mond Dalamud, befreit wurde. Endlich entfesselt ließ der Götterdrache einen endlosen Regen aus Feuer auf das Land darniederprasseln und läutete damit eine neue Ära von Tod und Leid ein.",3,1,0,0,0,1
62,Hildibrand & Nashu,NONE,"„Verzeiht, werte Dame, verzeiht. Wie konnte ich so unhöflich sein? Vor Euch steht der einzigartige, unnachahmliche, listige und schlaue, in allen Herbergen dies- und jenseits von Ul'dah bekannte Kriminologe Hildibrand!“",3,1,0,0,0,1
63,Nanamo,NONE,„Eure Courage und eure Klugheit ist die Quelle aller Prosperität! Und für mich ist euer Leben das wertvollste Gut!“,3,1,0,0,1,1
64,Gaius van Baelsar,NONE,"„Warum klammern sich dumme Völker an die Idee, erlogene Götter würden sie beschützen? Weil ihre Politiker, Anführer und Könige es nicht können!“",3,1,0,0,0,1
65,Merlwyb,NONE,"„Ein Schlachtfeld ist wie das Meer ... Nur wer den Wind liest und die Strömungen kennt, wird abends sicher zurück im eigenen Hafen einlaufen.“",3,1,0,0,1,1
66,Kan-E-Senna,NONE,"„Nutze die Talente, die du hast. Die Wälder wären sehr still, wenn nur die begabtesten Vögel sängen.“",3,1,0,0,1,1
67,Raubahn,NONE,"„Man soll das Feuer in seiner Seele nie ausgehen lassen, sondern es schüren. Und wo ginge dies besser als in der Hitze des Gefechts?“",3,1,0,0,0,1
68,Krieger des Lichts,Krieger des Lichts,„Das Licht soll nie erlöschen!“,4,2,0,1,0,0
69,Firion,NONE,„Mein Traum ... ist eine Welt voll von Wildrosen.“,3,1,0,0,0,1
70,Zwiebelritter,NONE,„Klein zu sein hat seine Vorteile.“,3,1,0,0,0,1
71,Cecil Harvey,NONE,„Dieser Kampf ist auch unser Kampf.“,3,1,0,0,0,1
72,Bartz Klauser,NONE,"„Es war immerhin der letzte Wunsch meines Vaters, dass ich die Welt bereise ... und diesmal spüre ich ganz deutlich, wie der Wind mich ruft.“",3,1,0,0,0,1
73,Terra Branford,NONE,„Sicher herrscht bald wieder Frieden. Ganz bestimmt ...“,3,1,0,0,1,1
74,Cloud Strife,NONE,„Ich kann nicht länger gefangen in einer Illusion verweilen.“,3,1,0,0,0,1
75,Squall Leonhart,NONE,„Sprich nicht über mich in der Ver­gangen­heit!“,3,1,0,0,0,1
76,Zidane Tribal,NONE,"„Braucht es wirklich einen Grund, jemandem zu helfen?“",3,1,0,0,0,1
77,Tidus,NONE,"„Wenn Yuna dort ist, werde ich sie mir holen. So einfach ist das!“",3,1,0,0,1,1
78,Shantotto,NONE,"„Hoho! Die Hoffnung scheint noch nicht verloren,
bei diesem hier so dünkt es mir.
So will ich's sagen diesen Toren,
Shantotto ist der Name hier.
*Doktor* Shantotto!“",3,1,0,0,1,1
79,Vaan,NONE,"„Wer sagt denn, dass du dafür stark sein musst? Du schaffst das schon. Du hast schließlich gute Freunde.“",3,1,0,0,1,1
80,Lightning,NONE,„Das ist keine Frage des Könnens. Manche Dinge im Leben tut man einfach.“,3,1,0,0,1,1
81,Geira-Katze,Geira-Katzen,"Ein neugieriges, liebenswürdiges Geschöpf mit einem katzenähnlichen Körper und Fledermausflügeln. Die meisten Forscher ordnen es der eorzäischen Fauna zu, aber es gibt solche, die in der Geira-Katze einen Nichts­gesand­ten des elften Ranges sehen. Einigkeit besteht darüber, dass die Katze einen scharfen und bösartigen Intellekt besitzt.",3,1,0,1,1,0
82,Vanu Vanu,Vanu Vanu,"Ein flugfähiger Wilder Stamm, der die schwebenden Inseln des Wolkenmeers sein Zuhause nennt. Bis die Luftschiff-Technologie den Ishgardern den Himmel erschloss, lebten die Vanu von ihnen isoliert, doch jetzt fühlen sie sich mehr und mehr dazu herausgefordert, ihr Revier zu verteidigen.",3,1,0,1,0,0
83,Gnath,Gnath,"Die Gnath sind ein insektenartiger Stamm, der die südlichen Bereiche des Dravanischen Vorlands besiedelt. Sie sind geschickte Jäger und halten die Drachen mit einer besonderen Art von Räucherwerk auf Distanz. Die Gnath sind durch einen „Der Verbindende“ genannten Stammesführer dazu in der Lage, sich gedanklich miteinander zu verständigen.",3,1,0,1,0,0
84,Yugiri Nebelschleicher,NONE,„Gerechtigkeit ... wonach die Philosophen aller Völker fragen und worauf die Herrscher aller Länder pochen.“,3,1,0,0,1,1
85,Chocomoppel,Chocomoppel,"Ein Chocobo, dessen unstillbare Fresssucht und Mangel an Selbstwertgefühl ihm einen Körper gaben, der eher dem eines Behemoths als eines Vogels ähnelt. Einer Legende der Goblins zufolge wird dieser beleibte Chocobo in der Unterwelt als Gott verehrt, aber es ist fraglich, ob diese Erzählung überhaupt ein Fünkchen Wahrheit enthält.",4,2,0,1,0,0
86,Greif,Greife,"Diese majestätischen Flugtiere nisten und jagen in der Wildnis von Abalathias Rückgrat. Ihre unübertroffene Sehschärfe erlaubt es ihnen, Beute aus großer Höhe auszumachen und blitzartig aus dem Himmel auf sie herabzustoßen, um sie in ihren kräftigen Krallen davonzutragen. Als Symbol für Mut und Unzähmbarkeit ziert ein Greif das Wappen der gefallenen Nation Ala Mhigo.",6,2,0,1,0,0
87,Tioman,Tioman,"Ein mächtiger und rachsüchtiger Drache, der seinen Hort auf dem gespenstischen Gipfel von Sohm Al hat. Tioman, von weiblichem Geschlecht, ist die Gemahlin des Hohen Drachen Nidhogg, und den Ishgardern aufgrund der Färbung ihrer Schuppenhaut bekannt als der dunkle Drache, „dunkler als die sternenlose Nacht“.",3,1,0,1,0,0
88,Estinien,NONE,"„Ich bin bereit. Ich erwarte dich, Nidhogg! Sobald du dich zeigst, lösche ich dein Lebenslicht aus!“",3,1,0,0,0,1
89,Lucia goe Junius,NONE,"„Denn wer ewig der Ver­gangen­heit nachhängt, droht den Blick auf die Zukunft zu verlieren.“",3,1,0,0,1,1
90,Ysayle,NONE,"„Wir haben keinen Gott, zu dem wir flehen könnten. So müssen wir uns selbst erlösen!“",3,1,0,0,1,1
91,Hilda,NONE,"„Wer von uns ist hier Abschaum, du verlogener Köter?“",3,1,0,0,1,1
92,Matoya,NONE,"„Schon gut, Junge. Und jetzt mal raus mit der Sprache. Was wollt ihr von einer alten Einsiedlerin wie mir? Ihr seid doch nicht hierher gekommen, nur um zu plaudern, hm?“",3,1,0,0,1,1
