#,Name,Impression,Description,Level,MinLevel,PlaceName,IconList,IconDiscovered,IconUndiscovered,Emote,MinTime,MaxTime,MaxLevel,IsInitial
2162703,Ul'dah,Von der Spitze des Baugerüsts an Nophicas Brunnen bietet sich Abenteurern ein imposanter Anblick. Inmitten der Wüste glänzt die Perle der Wüste mit den Sternen am Nachthimmel um die Wette.,"Das ul'dhische Handelszentrum ist konzentrisch um die kuppelförmige Zitadelle angelegt. Die hohen Mauern und Türme der Stadt, die von Myriaden bunter Fenster und Mosaike geziert werden, sind malmenweit zu sehen und flößen Ehrfurcht ein.",4877077,0,42,81548,81048,81453,22,1800,459,0,True
2162704,Sil'dih-Ruinen,"Als eine Abenteurerin einst in dichtem Nebel vom Wege abkam und einen Steilhang hinunterrutschte, fand sie sich unerwartet vor den Ruinen der verlorenen Stadt wieder. Vor Schreck wäre ihr fast das Herz in die Hose gerutscht.",Vor 400 Jahren wurde die Sultansstadt Sil'dih im „Krieg der Schwestern“ von Ul'dah vernichtet und fast vollständig vom Sand verschluckt. Das heutige Ul'dah steht teilweise auf ihren Ruinen.,4877078,0,43,81551,81051,81453,22,800,1159,0,True
2162705,Versteinerte Goobbue,"Der Regen, der den trockenen Wüstenboden benetzt, lässt bunte Blumen sprießen. Fast scheint es, als wollten sie der versteinerten Gestalt, die hier ihre letzte Ruhestätte gefunden hat, Trost spenden.",Der Geist eines sil'dhischen Sultans oder doch garleisches Kriegsgerät? Um den einsamen Giganten ranken sich viele Mythen. Vermutlich floh die Goobbue während einer Katastrophe aus Coerthas und starb nach dem langen Marsch durch den Finsterwald erschöpft in Thanalan.,4877079,0,44,81554,81054,81453,9,1700,1759,0,True
2162706,Die Unsichtbare Stadt,"Nach siegreichem Kampf ließ ein Abenteurer sich auf den Trümmern einer Stadt nieder. Als er aufblickte, ragte unter dem wolkenverhangenen Himmel ihr Gesicht hervor und war nicht länger unsichtbar.","Die Wucht des Aufpralls von Dalamud-Bruchstücken auf den Feuerwall legte auch diese prächtige Ruine frei. Forschern zufolge könnte es sich bei ihr um das Grab von Lalafuto I. handeln, einem belah'dischen Sultan.",4877081,0,44,81555,81055,81453,22,800,1159,0,True
2162707,Hohenbrück,Händler auf dem Weg von Thanalan zum Finsterwald rasten gerne an dieser Brücke. Der Blick auf die gewaltigen Könige im roten Licht der Morgensonne ist die Übernachtung in der Tat mehr als wert.,"Eine gewaltige Steinbrücke verbindet Thanalan mit dem Finsterwald. Die Orchideenkompanie der Messingklingen wacht über den Handelsplatz, der auch Basis für die Erforschung der Unsichtbaren Stadt ist.",4877082,0,44,81556,81056,81453,58,500,759,0,True
2162708,Flüsterklamm,"Geheimtipp unter den Feldarbeitern: Nicht etwa eine Taverne, sondern hier sei der beste Ort, um sich - allein oder in geselliger Runde - eine Erfrischung zu gönnen. Die Dunstschleier schirmen die Hitze selbst an heißen Sommertagen ab.","Vom in O'Ghomoro entspringenden Nym ins karge Gestein eingeschnitten entstand diese Schlucht mit ihren zahlreichen Wasserfällen, nachdem die Katastrophe den Fluss in neue Bahnen gezwungen hatte. Eine kühle Zuflucht vor der glühenden Sommerhitze.",4877083,0,30,81506,81006,81451,22,1200,1659,0,False
2162709,Sommerfurt-Höfe,"Wie man ehemalige Piraten von ehrbaren Arbeitern unterscheidet? Ein Honigwein, und alle Manieren sind vergessen! Da sollte man die Lage lieber von Anfang an aus sicherer Höhe beobachten: von der Lampe aus.",Im Zuge der Besiedlungspolitik Merlwybs erschlossen und nun von ehemaligen Piraten und erfahrenen Bauern (zumeist) in Eintracht bestellt. Prächtige La Noscea-Orangen zeugen von der Fruchtbarkeit des Bodens.,4877084,0,30,81507,81007,81451,22,500,759,0,False
2162710,Die Graue Flotte,"Als ein Händler, der dort nachmittags vor Regen Zuflucht suchte, von Räubern überfallen wurde, flüchtete er aufs Dach und sah sich verzweifelt nach einem Fluchtweg um.",Mithilfe der Windmühlen wird das Korn der Gockelburg-Felder gemahlen und Schafswolle zu Filz gewalkt. Ihre mit kräftigem Segeltuch bespannten Flügel lassen sie im Dämmerlicht wie Schiffe erscheinen.,4877085,0,31,81510,81010,81451,22,1200,1659,0,False
2162711,Verborgener Wasserfall,"Ob ihr die Blicke derjenigen, die es sich hinter ihr bequem gemacht haben, nicht im Rücken brennen würden? - „Doch, schon ...“ (Aber der Blick aufs sanft wogende Meer entschädigt für vieles.)","Vor dem Hintergrund des als Wasserfall herabstürzenden Agelyss ließ der vermögende Gegeruju eine Ferienanlage für handverlesene Gäste errichten, die nicht zuletzt wegen ihrer bildschönen Tänzerinnen gerühmt wird.",4877087,0,32,81511,81011,81451,52,800,1159,0,False
2162712,Sturmvogelturm,"Unwetter auf See rauben die Sicht und können auch großen Schiffen zum Verhängnis werden. Umso schwerer lastet die Verantwortung auf seinen Schultern, denn seine Warnzeichen von höchster Warte lotsen verlässlich auf sicheren Kurs.",Ein aus dem weißen Vulkangestein La Nosceas errichteter Leuchtturm. Er warnt passierende Schiffe vor den Untiefen und die Küstenbevölkerung vor nahenden Piraten und Sahagin-Scharen.,4877088,0,32,81512,81012,81451,22,1800,459,0,False
2162713,Llymlaen-Statue in Bierhafen,"Gespräch mit einem Braumeister: Nichts sei erhebender anzusehen als das Auslaufen der Schiffe, schwer beladen mit ihrer kostbaren Fracht; wie sie unter dem beschützenden Blick der kühlen Göttin ihrem Bestimmungsort zuschippern. Gar nicht genug könne er ihr danken!","Die „Lotsin“, Göttin der Weltmeere und der Seefahrer, von Meisterhand in weißen Marmor gemeißelt, wacht über die Überseeschiffer, die in Bierhafen nach strapaziöser Überfahrt ihre Vorräte aufstocken. ",4877089,0,33,81514,81014,81451,58,1700,1759,0,False
2162714,Schiffsfriedhof,"Der Leuchtturmwärter: Vom Treibgut solle man lieber die Finger lassen, da bringe man nur Unglück über sich, und das Heulen und Pfeifen sei das Wehklagen verlorener Seelen. Kein Ort für einen Nachtspaziergang.","In der abgelegenen Bucht treibt die Strömung die Wracks verlassener Schiffe zusammen, von denen man munkelt, ihre Besatzungen hätten sich von der legendären Sirene ins Verderben locken lassen.",4877090,0,33,81515,81015,81451,22,1800,459,0,False
2162715,Camp Schädeltal,"Tavernenlegende zum Stützpunkt: Der Name gründet in einer wahren Begebenheit! Feinde können sich bei dem guten Ausblick gar nicht erst annähern, aber auch Verbündete dürfte das Betreten gehörigen Mut kosten.","Vor dem Mahlstrom-Militärlager reihte man einst Kobold-Schädel auf, um die nach Süden vorstoßenden Kobolde abzuschrecken. Heute dient das Camp vor allem dem Schutz gegen die Sahagin in Halbstein. ",4877091,0,33,81516,81016,81451,22,800,1159,0,False
2162716,Nord- und Süddamm,"Auf den Baldachin zu springen, soll ein beliebter Zeitvertreib der Wachen sein, und einer von ihnen ist darin absolute Spitze. Beeindruckend aber auch, wie robust der Stoff ist. Echte Qualitätsarbeit!","Der Nord- und Süddamm ist ein Schutzwall des Mahlstroms zwischen dem von den Sahagin eroberten Halbstein und Schädeltal, der die Horden der Sahagin von La Noscea abhalten soll - bisher erfolgreich.",4877092,0,33,81517,81017,81451,22,1200,1659,0,False
2162717,Camp Bronzesee,"Wen nach zu langem heißem Bad Benommenheit befällt, dem soll die kühle Abendbrise schnell wieder zu einem klaren Kopf verhelfen. Die grandiose Aussicht könnte allerdings aufs Neue schwindeln machen ...",Das Sinken des Wasserspiegels ließ die malerischen Ruinen der Stadt Nym auftauchen. Heute lockt das heilsame Thermalwasser und der Warmwein des gleichnamigen Sanatoriums Kranke und Ruhesuchende von weither an.,4877099,0,34,81518,81018,81451,22,1700,1759,0,False
2162718,Thalaos,"Gespräch mit einem Paläontologen: Wenn man dem grellen Himmel so nahe ist, durch nichts vom Erdboden getrennt als dem imposanten Rest eines so überwältigenden Wesens - dann scheinen die Grenzen von Naturgeschichte und Mythos zu verschwimmen. ","Das riesige Skelett eines marinen Urwesens, nach jahrtausendelanger Umklammerung vom Erdreich freigegeben. Man taufte das Fossil „Thalaos“, nach der einen der mythischen Seeschlangen, die Llymlaen einst losließ, um die leere See zu füllen. Die andere war übrigens Perykos.",4877101,0,34,81519,81019,81451,22,1200,1659,0,False
2162719,Jijiroons Handelsposten,"Zweifellos außer Muschel-Reichweite, aber auch nicht der gemütlichste Ort, um eine nasskalte Nacht zu verbringen. Runterzukommen soll dagegen einfach gewesen sein.","Der Qiqirn-Händler Jijiroon betreibt diesen Handelsposten in heftiger Konkurrenz mit dem seines Bruders Memeroon. Wie er an einem so abgelegenen Ort Profit machen kann, ist äußerst schleierhaft.",4877103,0,34,81520,81020,81451,22,1800,459,0,False
2162720,Schwebende Stadt Nym,"Wie sich so massive Felsen in der Luft halten können, ist wahrlich rätselhaft - ein unvergesslicher Anblick, wenn die glimmenden Kristallspitzen vom opulenten Gold der Sonne überflutet werden, um danach erneut mit sanftem Schein die Nacht zu erhellen.","Nym erlebte in der Fünften Ära des Lichts ihre Hochblüte. Dass ein Teil der Ruinen in die Luft emporgehoben wurde, liegt an der starken Windaspektiertheit der hier verfestigten denaturierten Kristalle.",4877105,0,350,81521,81021,81451,22,1800,459,0,False
2162721,Camp Ausblick,"Kein offizieller Aussichtsposten, aber zweifellos ein geeigneter Ort, um Gefahren für die Handelsstraße sofort zu sichten und zu beseitigen. Das Gestrüpp auf der Mauer bietet Sichtschutz (und der Frühschicht noch Gelegenheit für ein kurzes Schläfchen).","Im äußeren La Noscea hat der Mahlstrom die Rotschwalben-Kundschafter postiert, um ein wachsames Auge auf die Aktivitäten der Kobolde zu haben. Im Süden erkennt man den Palast des Wanderers aus der nymischen Kultur.",4877106,0,350,81522,81022,81451,22,500,759,0,False
2162722,U'Ghamaro-Minen,"Soldatenlegende: Der allerhöchste Triumph sei es gewesen, die Besiegten nach einer am helllichtem Tage geführten Attacke auf ihren Stützpunkt von ihrem eigenen Schmelzofen herab zu verhöhnen. ",Von den Kobolden immer weiter ausgebaut und ausgebeutet scheinen diese Minen unerschöpflich. Fremdlinge sind nicht willkommen und Schwefel und Verhüttungsabwässer schaffen eine unwirtliche Umgebung.,4877107,0,350,81523,81023,81451,22,1200,1659,0,False
2162723,Einsiedlerhütte,"Ein Abenteurer erzählte mir, da der Einsiedler ohnehin nie da sei, könne man bei schlechtem Wetter ruhig in seine Hütte flüchten und es sich auf einem Stuhl bequem machen. Selbst die Nacht verbringe man dort ungestört.","Von der abgeschiedenen Hütte überblickt man den nördlich gelegenen Vulkan O'Ghomoro, doch den scheuen Bewohner bekommt man kaum zu Gesicht. Heißes Wasser quillt aus der Erde in ein gemütliches Badebecken.",4877108,0,350,81524,81024,81451,50,1800,459,0,False
2162724,Hexenstübchen und Wasserrad,"Man muss schon ein bisschen klettern, um den besten Blick auf das Hexenstübchen und das sich unermüdlich drehende Wasserrad zu haben. Aber wie jeder Wanderer weiß: Das eigentliche Ziel jeder Reise ist der Weg selbst.",Miounnes Hexenstübchen ist ein behagliches Rasthaus für Reisende und Abenteurer. Nebenan plätschert gemütlich Figagas Wasserrad und versorgt die Zimmerer der nahe gelegenen Gilde mit Wasserkraft.,4877111,0,39,81526,81026,81452,22,800,1159,0,False
2162725,Pikeniergilde,"Als mich ein Schauer überraschte, wollte ich die Zeit nutzen und mir Tricks im Umgang mit der Lanze abschauen, aber ein unwirscher Pikenier verscheuchte mich von meinem - zugegebenermaßen unangemessenen - Beobachtungsposten.","Die Gilde wurde von dem berühmten Lanzenkämpfer Mistalle gegründet. Hier befindet sich auch das Hauptquartier des Klageregiments, das regelmäßig Übungen mit den Pikenieren durchführt.",4868037,0,39,81529,81029,81452,22,500,759,0,False
2162726,Der Stubben,"Wenn er erst mal einen Punkt gefunden hat, der höher als der namensgebende Baumstumpf liegt, entgeht dem Besucher nichts mehr von dem geschäftigen Treiben - auch wenn die Soldaten eine Schlechtwetterpause einlegen.","Ausbildungsort für Rekruten der Bruderschaft der Morgenviper. Der Name Stubben bezieht sich auf den Stumpf eines Mammutbaums, der zu den legendären Himmelssäulen gehörte und nun als Trainingsstätte dient.",4877112,0,54,81531,81031,81452,22,500,759,0,False
2162727,Haukke-Herrenhaus,"Ein unheimliches Licht sieht man aus den Fenstern des verfluchten Herrenhauses scheinen, wenn man auf die klauenartige Wurzel des großen Baums steigt. Aber wer hat dazu schon den Mut?","Das Herrenhaus gehörte den Saatsehern, bis Stimmen laut wurden, eine derart luxuriöse Residenz sei zu weltlich für eine spirituelle Leitfigur. Daraufhin wurde das Haus an die Dartancours-Familie abgegeben. Haukke ist ein altes Padjal-Wort und bedeutet: „ohne Worte kommunizieren“.",4877113,0,54,81532,81032,81452,22,1800,459,0,False
2162728,Wächterbaum,"Bei schönem Wetter geht der Druide in den Wald, um den Stimmen der Gebieter zu lauschen. Am liebsten dorthin, von wo aus er auf den heiligen Baum herabblicken kann.","Den Druiden zufolge ist der älteste noch lebende Urbaum Gridanias von einem mächtigen Gebieter beseelt und über tausend Jahre alt, weshalb seine wertvollen Früchte Tausendjahrpflaumen genannt werden.",4877163,0,54,81533,81033,81452,22,1200,1659,0,False
2162729,Regenbogenfall,"Ein Druide sagte mir, der von Licht und Wasser gezauberte Brückenbogen wäre ein Zeichen der Harmonie zwischen uns und den Gebietern.","Im Tiefen Wald fällt das Wasser der „Östlichen Blattader“ einige Yalme tief und verbirgt dabei einen Felsdurchgang, der zum Mogry-Stubben führt. Ab und an zaubert das Sonnenlicht dort Regenbögen.",4877165,0,54,81534,81034,81452,22,1100,1359,0,False
2162730,Sprösslings-Wiege,"„Egal welches Lebewesen ich erforscht habe, eins hatten sie alle gemein: den Instinkt, neugeborenes Leben zu schützen"", verriet mir der Gelehrte an diesem hell erleuchteten Ort.",Der Kokon birgt die Saat der Sylphen und ist für deren Fortpflanzung unerlässlich. Beschützt wird dieser äußerst wichtige Ort daher von den gespenstisch leuchtenden Mondsporen.,4878703,0,55,81537,81037,81452,22,1800,459,0,False
2162731,Buscarrons Horst,"Ein Patron erzählte mir, wie er nach einem Zechgelage nicht in seinem Bett erwachte, sondern unter freiem Himmel von Regen und Donner geweckt wurde. Eine missliche Situation, und der Abstieg stand noch bevor.","Buscarron muss der geselligste Soldat sein, der jemals eine Schenke eröffnete. Abenteurer und gelegentlich auch Räuber kehren hier ein, um ihre Krüge zu leeren. Ein Zufluchtsort der besonderen Art.",4878736,0,56,81538,81038,81452,22,800,1159,0,False
2162732,Luftschiff-Landeplatz (Südwald),"In der Taverne wurde gemunkelt, dass die Betreiber des Landeplatzes sicher nicht abgezogen wären, wenn sie geahnt hätten, wer sich später darin einnisten würde.","Aufgrund der Gefährdung durch die vorrückenden Garlear sah sich die Highwind-Fluggesellschaft gezwungen, den Landeplatz aufzugeben. Nun wird er von Wilderern als Umschlagsplatz genutzt.",4878759,0,56,81539,81039,81452,22,800,1159,0,False
2162733,Urths Segen,"Eine schweigsame Druidin geleitete mich an diesen Ort im heiligen Wald, der in ein fahles Licht getaucht ist. Besonders geheimnisvoll wirkte die Szenerie, als Nebel aufzog.","Diese natürliche Quelle strotzt nur so von ätherischer Energie. Die Schriften behaupten, dass Odin hier einst die heilige Urth mit seinem Schwert erschlug, und er dafür von der Kraft eines Kristalls in Urths Quelle gefesselt wurde, wo er immer noch schlummern soll.",4878763,0,56,81540,81040,81452,22,1200,1659,0,False
2162734,Mühlenbruch,"Mit leuchtenden Augen erzählte mir der Jäger davon, wie er in den frühen Morgenstunden alles vom Ruß reinigt und dabei verzückt auf die Siedlung blickt. Zu Hause ist es doch am schönsten!","Einst wurden hier im Südwald mithilfe eines Wasserrads Steine für den Aufbau Gridanias geschliffen, doch diese Funktion gehört der Geschichte an. Heute leben in dem kleinen Weiler Jäger und Sammler.",4878764,0,56,81541,81041,81452,22,500,759,0,False
2162735,Ixal-Kahlhieb,"Eine aufgebrachte Wachfrau erzählte mir, wie sie das Ausmaß des Unrechts, das die Ixal dem Wald zufügen, zum ersten Mal begriff: Auf einem in die Erde getriebenen Baumstamm stehend musste sie dem räuberischen Abtransport hilflos zusehen.",Ein Feldlager der vogelartigen Ixal. Die Ixal fällen die erhabenen Bäume des Waldes der Einkehr und transportieren das geraubte Holz mit gepanzerten Ballons nach Natalan in Coerthas oder bis ins ferne Xelphatol-Tal.,4878773,0,57,81542,81042,81452,22,1200,1659,0,False
2162736,Meteoritenkrater,"Eine der Wachen sprach ehrfurchtsvoll von dem sichelförmigen Gebilde, das hier vom Himmel gefallen war. Seine fremdartige Präsenz sei einfach überwältigend.","Als Bahamut sein kosmisches Gefängnis absprengte, um Eorzea zu verwüsten, stürzte ein Fragment davon auf den Südwald herab. Der Krater zeugt bis heute von den Schrecken der Siebten Katastrophe.",4878784,0,57,81543,81043,81452,22,1800,459,0,False
2162737,Erlenbrunnen,"Ein Bergmann riet mir, bis an das Ende einer freiliegenden Wurzel zu gehen, um das stille, in Wolken gehüllte Tal zu betrachten - solange ich nur festen Schrittes und schwindelfrei sei.","Einst stand in dieser Gegend ein uralter Erlenwald, doch während der Siebten Katastrophe gingen Splitter von Dalamud zu Boden und verwüsteten die Landschaft bis heute.",4878790,0,57,81544,81044,81452,22,800,1159,0,False
2162738,Castrum Marinum,"Von einem Soldaten hörte ich, dass die Befestigungsanlage in der Abendsonne unheimlich leuchtet, wenn man sie von einem hohen Punkt aus betrachtet. Wie Recht er doch hatte.","Der südlichste Versorgungsstützpunkt der Garlear thront über der Rhotano-See, die Vylbrand von Aldenard trennt. Die X. Kohorte der XIV. Legion ist hier stationiert. Sie beliefert Truppen in La Noscea und Thanalan.",4879319,0,42,81549,81049,81453,22,1700,1759,0,False
2162739,Bucht des Abendsterns,"Angeblich soll es den Gilbeutel füllen, wenn man sich in dieser malerischen Stadt auf das Dach der Residenz eines wohlhabenden Geschäftsmannes stellt, um einen noch wohlhabenderen Geschäftsmann nachzuahmen.","Ul'dahs Tor zu Eorzeas Märkten. Der Vorsitzende der Ostaldenard-Handelsgesellschaft, Lolorito, hat hier viel Geld investiert. Ihm zu Ehren errichtete man eine Statue, die viele allerdings für zu schmeichelhaft halten.",4879321,0,42,81550,81050,81453,27,1200,1659,0,False
2162740,Kohlenstaub-Bahnhof,"Die Bahninspekteure hier haben es wahrlich nicht leicht. Manchmal werden sie sogar mitternachts die Hänge hinauf gejagt, um von oben zu überprüfen, ob alles mit rechten Dingen zugeht. Und erst all der Staub.","Ursprünglich bloß ein Stützpunkt der Messingklingen, floriert die Siedlung seit dem Anschluss an das Schienennetz der Amajina Bergbau AG. Mit einem modernen Schmelzofen werden die Bodenschätze direkt verarbeitet.",4879611,0,43,81552,81052,81453,22,1800,459,0,False
2162741,Tor des Nald,"Ein Trinker riet mir, wenn ich weder Arbeit noch genügend Geld für die Taverne hätte, ließe es sich auf dem Stoffdach hervorragend entspannen. Die umliegende Wildnis böte einen herrlichen Anblick.","Eines der Haupttore Ul'dahs ist Nald geweiht, dem diesseitigen Aspekt der dualen Gottheit Nald'thal. Das Tor ist so breit, dass es zwei Chocobo-Kutschen nebeneinander passieren können.",4879612,0,43,81553,81053,81453,52,1200,1659,0,False
2162742,Der Feuerwall,"Bei einem kühlen Bier erzählt man sich gerne, dass die Aussicht hier am schönsten sei, wenn man seinen Blick oben von einer Kristallspitze in die Runde schweifen lässt.",Ein Bruchstück des Mondes Dalamud riss den Erdboden auf und setzte Unmengen an Äther frei. Dieser kristallisierte flammenförmig und erzählt so selbst heute noch eindrucksvoll von der Siebten Katastrophe.,4879625,0,44,81557,81057,81453,22,1200,1659,0,False
2162743,Goldbasar,Fleißige Minenarbeiter suchen ihr Glück in luftiger Höhe. Vom Palisadenzaun aus halten sie Ausschau nach vielversprechenden Erzadern. Davon hält sie auch die sengende Mittagshitze nicht ab. Der Ruf des Goldes ist zu verlockend.,"Seit Stilllegung der östlichen Handelsroute ist vom einstigen Glanz dieses ul'dhischen Weilers nicht mehr viel zu spüren. Aufschwung erhofft man sich von angeblich reichen Erzadern, die hier im Gestein schlummern sollen.",4879626,0,44,81558,81058,81453,22,800,1159,0,False
