#,Name,Icon,JournalCategory,Unknown0
130,Nebenaufträge Azim-Steppe,61411,69,True
131,Nebenaufträge Crystarium,61411,71,True
132,Nebenaufträge Eulmore,61411,72,True
133,Nebenaufträge Seenland,61411,71,True
134,Nebenaufträge Kholusia,61411,72,True
135,Nebenaufträge Amh Araeng,61411,73,True
136,Nebenaufträge Il Mheg,61411,74,True
137,Nebenaufträge Rak'tika,61411,75,True
138,Nebenaufträge Tempest,61411,76,True
139,Nebenaufträge Alt-Sharlayan,61411,77,True
140,Nebenaufträge Radz-at-Han,61411,78,True
141,Nebenaufträge Labyrinthos,61411,77,True
142,Nebenaufträge Thavnair,61411,78,True
143,Nebenaufträge Garlemald,61411,79,True
144,Nebenaufträge Mare Lamentorum,61411,80,True
145,Nebenaufträge Elpis,61411,81,True
146,Nebenaufträge Ultima Thule,61411,82,True
147,Nebenaufträge Tuliyollal,61411,83,True
148,Nebenaufträge Urqopacha,61411,83,True
149,Nebenaufträge Kozama'uka,61411,83,True
150,Nebenaufträge Yak T'el,61411,83,True
151,Nebenaufträge Shaaloani,61411,84,True
152,Nebenaufträge Ewiges Erbe,61411,84,True
153,Nebenaufträge Lösung Neun,61411,84,True
154,Nebenaufträge Lebende Erinnerung,61411,85,True
155,Gildenaufträge der Gladiatoren,62301,86,True
156,Gildenaufträge der Faustkämpfer,62302,86,True
157,Gildenaufträge der Marodeure,62303,86,True
158,Gildenaufträge der Pikeniere,62304,86,True
159,Gildenaufträge der Waldläufer,62305,86,True
160,Gildenaufträge der Schurken,62309,86,True
161,Gildenaufträge der Druiden,62306,87,True
162,Gildenaufträge der Thaumaturgen,62307,87,True
163,Gildenaufträge der Hermetiker,62308,87,True
164,Gildenaufträge der Zimmerer,62310,88,True
165,Gildenaufträge der Grobschmiede,62311,88,True
166,Gildenaufträge der Plattner,62312,88,True
167,Gildenaufträge der Goldschmiede,62313,88,True
168,Gildenaufträge der Gerber,62314,88,True
169,Gildenaufträge der Weber,62315,88,True
170,Gildenaufträge der Alchemisten,62316,88,True
171,Gildenaufträge der Gourmets,62317,88,True
172,Gildenaufträge der Minenarbeiter,62318,89,True
173,Gildenaufträge der Gärtner,62319,89,True
174,Gildenaufträge der Fischer,62320,89,True
175,Paladin-Jobaufträge,62401,93,True
176,Mönch-Jobaufträge,62402,93,True
177,Krieger-Jobaufträge,62403,93,True
178,Dragoon-Jobaufträge,62404,93,True
179,Barden-Jobaufträge,62405,93,True
180,Ninja-Jobaufträge,62410,93,True
181,Weißmagier-Jobaufträge,62406,94,True
182,Schwarzmagier-Jobaufträge,62407,94,True
183,Beschwörer-Jobaufträge,62408,94,True
184,Gelehrten-Jobaufträge,62409,94,True
185,Dunkelritter-Jobaufträge,62412,93,True
186,Maschinisten-Jobaufträge,62411,93,True
187,Astrologen-Jobaufträge,62413,94,True
188,Samurai-Jobaufträge,62414,93,True
189,Rotmagier-Jobaufträge,62415,94,True
190,Revolverklingen-Jobaufträge,62417,93,True
191,Tänzer-Jobaufträge,62418,93,True
192,Weiser-Jobaufträge,62420,94,True
193,Schnitter-Jobaufträge,62419,93,True
194,Viper-Jobaufträge,62421,93,True
195,Piktomanten-Jobaufträge,62422,94,True
196,Blaumagier-Jobaufträge,62416,94,True
197,Lieferaufträge: Schwarzeisen-Schmiede,61411,90,True
198,Lieferaufträge: Erinnerungswerkstatt,61411,90,True
199,"Lieferaufträge: Kräuter, Düfte & Aromen",61411,90,True
200,Lieferaufträge: Materialbeschaffung ,61411,90,True
201,Lieferaufträge: Fischerei,61411,90,True
202,Manufaktur der Gesellschaft,61411,90,True
203,Aufträge des Archäologischen Instituts,62521,91,True
204,Aufträge des Astronomischen Instituts,62521,91,True
205,Aufträge des Medizinischen Instituts,62521,91,True
206,Aufträge des Kulturwissenschaftlichen Instituts,62521,91,True
207,Aufträge des Ätherologischen Instituts,62521,91,True
208,Magieakademie,62521,91,True
209,Aufträge von XRral Soj Metallwaren,62523,92,True
210,Aufträge von Pamekas Briefwerkstatt,62523,92,True
211,Aufträge von Xeerol Jas Safterei,62523,92,True
212,Aufträge von Shunyes Apotheke,62523,92,True
213,Aufträge von Donuhanus Fabelhaften Fischen,62523,92,True
214,Markt von Wachumeqimeqi,62523,92,True
215,Rollenaufträge (Shadowbringers): Verteidiger,62522,95,True
216,Rollenaufträge (Shadowbringers): Heiler,62522,95,True
217,Rollenaufträge (Shadowbringers): Phys. Angreifer,62522,95,True
218,Rollenaufträge (Shadowbringers): Mag. Angreifer,62522,95,True
219,Rollenaufträge (Shadowbringers): Abschluss,62522,95,True
220,Rollenaufträge (Endwalker): Verteidiger,62522,95,True
221,Rollenaufträge (Endwalker): Heiler,62522,95,True
222,Rollenaufträge (Endwalker): Nahkämpfer,62522,95,True
223,Rollenaufträge (Endwalker): Phy. Fernkämpfer,62522,95,True
224,Rollenaufträge (Endwalker): Mag. Fernkämpfer,62522,95,True
225,Rollenaufträge (Endwalker): Abschluss,62522,95,True
226,Rollenaufträge (Dawntrail): Verteidiger,62522,95,True
227,Rollenaufträge (Dawntrail): Heiler,62522,95,True
228,Rollenaufträge (Dawntrail): Nahkämpfer,62522,95,True
229,Rollenaufträge (Dawntrail): Phy. Fernkämpfer,62522,95,True
230,Rollenaufträge (Dawntrail): Mag. Fernkämpfer,62522,95,True
231,Rollenaufträge (Dawntrail),62522,95,True
232,Aufträge des Mahlstroms,61401,96,True
233,Aufträge der Bruderschaft der Morgenviper,61402,96,True
234,Aufträge der Legion der Unsterblichen,61403,96,True
235,Saisonale Aufträge,61411,97,True
236,Himmelswende,61411,97,True
237,Prüfungen des Ostens,61411,97,True
238,Valentiontag,61411,97,True
239,Valention- und Prinzessinnentag,61411,97,True
240,Prinzessinnentag,61411,97,True
241,Prinzessinnentag und Wundereiersuche,61411,97,True
242,Wundereiersuche,61411,97,True
243,Gold Saucer-Festival,61411,97,True
244,Feuermond-Reigen,61411,97,True
245,Fest der Wiedergeburt,61411,97,True
246,Allerschutzheiligen,61411,97,True
247,Sternenlichtfest,61411,97,True
248,Andere saisonale Ereignisse,61411,97,True
249,Spezial-Aufträge,61411,98,True
250,Besuch aus anderen Welten,61411,98,True
251,,0,0,False
252,,0,0,False
253,,0,0,False
254,,0,0,False
255,,0,0,False
256,,0,0,False
257,,0,0,False
258,,0,0,False
259,,0,0,False
260,,0,0,False
261,,0,0,False
262,,0,0,False
263,,0,0,False
264,,0,0,False
265,,0,0,False
266,,0,0,False
267,,0,0,False
268,,0,0,False
269,Gefechtserlasse,62501,99,False
270,Zimmerer-Fertigungserlasse,62502,103,False
271,Grobschmied-Fertigungserlasse,62503,104,False
272,Plattner-Fertigungserlasse,62504,105,False
273,Goldschmied-Fertigungserlasse,62505,106,False
274,Gerber-Fertigungserlasse,62506,107,False
275,Weber-Fertigungserlasse,62507,108,False
276,Alchemisten-Fertigungserlasse,62508,109,False
277,Gourmet-Fertigungserlasse,62509,110,False
278,Minenarbeiter-Sammelerlasse,62510,100,False
279,Gärtner-Sammelerlasse,62511,101,False
280,Fischer-Sammelerlasse,62512,102,False
281,Mahlstrom-Staatserlasse,62513,124,False
282,Bruderschaft-Staatserlasse,62514,124,False
283,Legion-Staatserlasse,62515,124,False
284,Dungeons,61801,125,False
285,Instanziierte Raids,61802,125,False
286,Prüfungen,61804,125,False
287,Dungeons,61801,126,False
288,Instanziierte Raids,61802,126,False
289,Prüfungen,61804,126,False
290,Tiefe Gewölbe,61824,126,False
291,Dungeons,61801,127,False
292,Instanziierte Raids,61802,127,False
293,Prüfungen,61804,127,False
294,Tiefe Gewölbe,61824,127,False
295,Eureka,61833,127,False
296,Dungeons,61801,128,False
297,Instanziierte Raids,61802,128,False
298,Prüfungen,61804,128,False
299,Die Königinnenwache,61838,128,False
300,Dungeons,61801,129,False
301,Instanziierte Raids,61802,129,False
302,Prüfungen,61804,129,False
303,Tiefe Gewölbe,61824,129,False
304,Kuriose Gewölbe,61846,129,False
305,Dungeons,61801,130,False
306,Instanziierte Raids,61802,130,False
307,Prüfungen,61804,130,False
308,Kreszentia,61851,130,False
309,Tiefe Gewölbe,61824,130,False
310,,0,0,False
311,Gildengeheiße,61803,125,False
312,,0,0,False
313,,0,0,False
314,,0,0,False
315,,0,0,False
316,,0,0,False
317,,0,0,False
318,,0,0,False
319,,0,0,False
320,,0,0,False
321,,0,0,False
322,,0,0,False
323,,0,0,False
324,,0,0,False
325,,0,0,False
326,,0,0,False
327,,0,0,False
328,,0,0,False
329,,0,0,False
330,,0,0,False
331,,0,0,False
332,,0,0,False
333,,0,0,False
334,,0,0,False
335,,0,0,False
336,,0,0,False
337,,0,0,False
338,,0,0,False
339,,0,0,False
340,,0,0,False
341,,0,0,False
342,Hauptszenario - 6. Ära des Lichts,0,131,False
343,Nebenaufträge - 6. Ära des Lichts,0,131,False
344,Gildenaufträge - 6. Ära des Lichts,0,131,False
345,Jobaufträge - 6. Ära des Lichts,0,131,False
346,Staatliche Gesellschaften - 6. Ära des Lichts,0,131,False
