#,Name,Description,NameJP,Quest,Unknown0,Icon,Image,Number,Unknown1,Link,Rarity
10,Clarricie quo Priscus,"Volk: Elezen
Alter: 33
Herkunft: Unbekannt

Clarricie quo Priscus ist Centurio des Bestientrupps der IV. Kaiserlichen Legion. Sie spricht stets mit überheblicher Arroganz und pflegt ein auffälliges Äußeres - ein Bild ihrer selbst, das sie wie eine Maske aufträgt und gezielt kultiviert. Die gewiefte Elezen trat der IV. Legion vor etwa zehn Jahren bei und ist die einzige weibliche Bestienbändigerin in der gesamten Legion, die den uneingeschränkten Respekt von Lyon dem Bestienkönig genießt.
Bei vielen Soldaten der Legion ist sie als Hexe bekannt und wird nicht selten auch gefürchtet. Gerüchte, die in der Legion kursieren, besagen, sie könne mit den ihr anvertrauten Kreaturen in einer mysteriösen, gutturalen Sprache kommunizieren und so die wilden Bestien nach Belieben befehligen. Andere wiederum behaupten, das seien alles nichts weiter als infame Gerüchte. Die als Hexe verunglimpfte Centurio sei in Wirklichkeit eine Schutzheilige! Auf dem Schlachtfeld verwandele sie sich zu einer wahren Kriegsgöttin, die sich schützend vor verwundete Soldaten und Bestien zugleich stelle.
Wahr ist in beiden Fällen, dass Clarricie quo Priscus auf dem Schlachtfeld eine tödliche Gegnerin ist, die schon unzählige Siege davongetragen hat. Sie ist sich nicht zu schade, ihren Kameraden im Kampf beizustehen und hat schon so manchem Soldaten in Bedrängnis das Leben gerettet. Ihre Feinde jagt sie unerbittlich und zielstrebig mit ihren Bestien, bis sie in Stücke gerissen sind. Clarricie ist somit Schutzheilige und Hexe gleichermaßen, und wer ihr in die Augen schaut, wird unweigerlich erkennen, dass in ihnen ein kaltes Feuer brennt, das faszinierend und furcht­ein­flö­ßend zugleich ist. 
Über die Ver­gangen­heit von Clarricie quo Priscus ist wenig bis gar nichts bekannt. Einzig gesichert ist, dass sie zu einem Eschva genannten Nomadenvolk gehört, das keine Grenzen und keine Heimat kennt. Das Kaiserreich versuchte mehrmals erfolglos ihr Volk zur Ansiedlung zu zwingen. General Gabranth akzeptierte schließlich die Nomaden als solche, unter der Bedingung, dass die Mitglieder des Volksstamms sich für eine bestimmte Zeit dem Militärdienst verpflichteten. Die Eschva entledigten sich daraufhin des weniger angesehenen Teils unter ihren jungen Männern, um der Abmachung Genüge zu tun. Unter ihnen war auch Clarricies Ehemann, den sie erst kurz zuvor geheiratet hatte. Er wurde Lyons Bestientrupp zugeteilt und fiel bereits im ersten Gefecht. Doch es war nicht irgendein Soldat, der ihr die Nachricht vom Tod ihres Gatten übermittelte, sondern Lyon rem Helsos persönlich, der sie um Vergebung bat. Zu seiner Überraschung forderte Clarricie, in seine Dienste treten zu dürfen und verlangte dafür, dass ihre Familie fortan vom Kriegsdienst verschont bliebe. Lyon willigte ein, denn er hatte ein Feuer in ihren Augen erkannt, das er nur von seinen tödlichsten Bestien kannte. Schnell erwarb Clarricie sich ihren Ruf als Schutzheilige und Hexe und schwor, den Tod ihres Geliebten zu rächen und ihre Familie vor der Barbarei des Krieges zu schützen.",クラリシー・クォ・プリスクス,69478,0,72566,72511,13,0,0,2
11,Sartauvoir quo Soranus,"Volk: Elezen
Alter: 61
Herkunft: Mannatheihwo, Landis

Sartauvoir quo Soranus ist Anführer des magischen Spezialbataillons der IV. Legion. Nachdem seine Legion Bozja erobert hatte, bereitete sie die Invasion des Königreichs Dalmasca vor. Basch van Gabranth, der damalige Befehlshaber der Legion, sah die Magiereinheiten der Armee von Dalmasca als größtes Hindernis. Um Feuer mit Feuer zu bekämpfen, stellte Basch in der IV. Legion ein spezielles Bataillon aus Magiern auf. Zunächst wollte er dafür Magier aus der elitären Ritterschaft des jüngst eroberten Landis rekrutieren. Die Stadt Mannatheihwo war berühmt für ihre magisch begabten Ritter, die ihre Zauberkraft effektiv als Waffe einsetzten. Viele von ihnen waren jedoch entweder im Krieg gefallen oder nach der Niederlage geflüchtet. Basch ließ die Überlebenden suchen, um sie für seine Zwecke einzuspannen.
Sartauvoir war einer von ihnen. Die Garlear fanden ihn in einem kleinen Dorf in der Nähe von Mannatheihwo, wo er sich versteckt hatte und eine kleine Akademie leitete. Zunächst weigerte er sich, die Unterdrücker seiner Heimat zu unterstützen, doch die Garlear ließen nicht locker. Nach einiger Zeit tauchte ein fremder Krieger vor Sartauvoirs Akademie auf. Er war alt und trug weder Waffen noch eine Rüstung, und dennoch spürte Sartauvoir sofort, dass er den Fremden nicht mit seiner Magie bezwingen könnte. Der Fremde war niemand anderes als Basch van Gabranth. Sartauvoir war so beeindruckt von Basch und seinem visionären Plan, dass er ihm die Treue schwor.
Seitdem sind über dreißig Jahre vergangen. Das magische Spezialbataillon wurde durch den mächtigen Hexer Albeleo verstärkt, doch im Kern besteht es immer noch aus den Magiern aus Mannatheihwo. Sartauvoir bewahrt stolz die Traditionen seiner Heimat und lernt doch bereitwillig von Albeleo. Zusammen mit dem neuen Befehlshaber der IV. Legion, Legatus Noah van Gabranth, versucht er, das Vermächtnis von Basch van Gabranth zu verwirklichen.",サルトヴォアール・クォ・ソラノス,69478,0,72567,72512,14,0,0,5
12,Sicinius mal Vellutus,"Volk: Garlear
Alter: 42
Herkunft: Garlemald

Sicinius ist Magitechnicus der mobilen Infanterie der IV. Legion. Er lernte sein Metier als Assistent von Aulus mal Asina, dem Leiter des garleischen Transzendenz-Laboratoriums. Mit der Aufgabe von Ala Mhigo wurde das Laboratorium aufgelöst und die Forschungsdatenbank nach Garlemald gebracht. Auch Sicinius sollte in die Kaiserstadt zurückkehren, doch er bat um seine Versetzung in die IV. Legion. Er hatte sich schon lange mit der Erforschung allagischer Artefakte und Maschinen beschäftigt und ihm war das Gerücht zu Ohren gekommen, dass die IV. Legion einige solcher alten Schätze besaß. Seinem Gesuch wurde stattgegeben. Legatus Gabranth und der mit der Suche nach allagischen Artefakten betraute Menenius sas Lanatus erkannten schnell das Potential, das in Sicinius steckt, und ernannten ihn zum leitenden Magitechnicus der mobilen Infanterie.
Momentan erforscht Sicinius eine antike Waffe, die aus dem Richtfeuer von Ridorana an der Valnard-See in Dalmasca geborgen wurde. Er hat bereits ihre Grundmechanismen analysiert und diese für die Entwicklung eines neuen Prototyps genutzt, die auf ihren ersten Einsatz wartet. Sicinius hat sich nun an die Südfront von Bozja begeben, um dort den Test und die Auswertung der Daten zu überwachen. Er ist kein Wissenschaftler, der sich in seinem Labor einschließt, sondern legt Wert darauf, Kampfdaten aus erster Hand zu gewinnen.",シシニアス・マル・ヴェリュータス,69478,0,72568,72513,15,0,0,3
13,Llofii pyr Potitus,"Volk: Miqo'te
Alter: 19
Herkunft: Valnain in Dalmasca

Llofii ist Elitesoldatin des Spezialbataillons der IV. Legion. Sie ist eine Deserteurin, und Fahnenflucht wird von der garleischen Armee in den meisten Fällen mit dem Tod bestraft. Zu allem Übel hat sie auch noch einen Monozeros entwendet, um sich darauf in Sicherheit zu bringen. Der Monozeros ist eine wertvolle experimentelle Bestie der IV. Legion, und sein Verlust wiegt beinahe ebenso schwer wie die Fahnenflucht. Sollte Llofii aufgegriffen werden, droht ihr eine schnelle Hinrichtung. Umso mehr stellt sich die Frage: Warum ist sie dieses Risiko bloß eingegangen?
Die Garlear gingen bei der Einführung von Magie sehr vorsichtig vor. Das Wissen darüber wurde aus Eorzea und anderen Regionen übernommen, doch die Garlear waren damit noch nicht vertraut und mussten sich erst langsam daran gewöhnen. Sie begannen also zunächst mit einfacher Grundlagenforschung und führten Experimente an magischen Wesen und Bestien durch.
Llofii war eine talentierte Beschwörerin. Niemand sonst in ihrem Alter verstand sich so gut wie sie auf die Manipulation und Kanalisierung des Äthers. Nachdem sie die Magieakademie in Rekordzeit abgeschlossen hatte, trat sie in die IV. Legion ein. Dort erhielt sie eine strenge Grundausbildung und wurde dann dem Spezialbataillon unter dem Kommando von Albeleo zugeteilt. Ihre Aufgabe bestand darin, neue magische Wesen zu züchten und zu trainieren. In Bozja erlebte sie dann zum ersten Mal die Schrecken des Krieges und war gezwungen, viele ihrer Geschöpfe in den Kampf zu schicken.
Der Monozeros war eines der magischen Geschöpfe, die Llofii für den Kriegseinsatz erforschen sollte. Er verfügte über die wundersame Fähigkeit, Untote mit einem reinigenden Lichtstrahl zu vernichten. Von seiner Art gab es nur wenige Exemplare, und dem­ent­spre­chend wertvoll war er. Dennoch sollte er im Kampf geopfert werden. Als Llofii den Befehl erhielt, den Monozeros in den sicheren Tod zu schicken, lastete die Verantwortung für das Wesen, das sie geschaffen hatte, schwer auf ihren Schultern. Aus tiefer Reue und Ver­zweif­lung fasste sie einen folgenschweren Entschluss: Sie wollte den Monozeros aus der Gefangenschaft befreien und mit ihm zusammen der garleischen Armee den Rücken kehren!",ロフィー・ピル・ポティトゥス,69478,0,72564,72509,9,0,3,2
14,Dabog aan Inivisch,"Volk: Hrothgar
Alter: 34 (geschätzt)
Herkunft: Bozja-Zitadelle

Dabog ist Spezialist der mobilen Infanterie der IV. Legion.
Er ist der Pilot der feuerstarken Magitek-Kampfmaschine Vigil und des neuen Magitek-Jägers Gabriel. Um diese hochentwickelten Wunderwerke der Technik steuern zu können, erhielt er nicht nur eine spezielle Ausbildung, sondern wurde auch körperlich und geistig modifiziert.
Das Garleische Kaiserreich hat viele der neu entwickelten Magitek-Kampf­maschinen im dalmascanischen Valnain stationiert. Unter dem Kommando von Magitechnicus Sicinius wurden sie noch weiter optimiert und für den Kampfeinsatz vorbereitet. Die Modelle Vigil und Gabriel haben die Besonderheit, dass sie nicht nur mit den Händen, sondern zusätzlich über eine geistige Verbindung gesteuert werden, wodurch die Steuerung viel schneller und präziser erfolgen kann. Allerdings sind dafür hyperverstärkte Soldaten wie Dabog erforderlich. Ihre geistigen Fä­hig­kei­ten wurden so weit verstärkt, dass sie eine telepathische Verbindung zu den Maschinen aufbauen können.
Sicinius hatte die theoretische Forschung abgeschlossen, aber noch nicht in der Praxis erprobt. Er wusste noch nicht genau, wie sich die Belastungen auf den Körper auswirken würden und rechnete mit unvorhergesehenen Problemen. Als es darum ging, den Widerstand in Dalmasca niederzuschlagen, sah er eine gute Gelegenheit für einen Praxistest gekommen. Dafür wurde Dabog als Testsubjekt ausgewählt.
Dabog hatte sich nicht freiwillig gemeldet. Er gehörte nicht einmal der IV. Legion an, sondern dem Widerstand. Vor fünfzehn Jahren starben seine Eltern und seine Geschwister bei dem Vorfall in Bozja, woraufhin er sich dem Widerstand anschloss. Seitdem kämpfte er gegen die Garlear, um seine verstorbenen Verwandten zu rächen, doch vor zwei Jahren geriet er in Kriegsgefangenschaft. Bei einem Fluchtversuch stürzte er von einer Burgmauer und zog sich dabei mehrere schwere Knochenbrüche zu, die wohl unter normalen Umständen unweigerlich zu seinem Tod geführt hätten.
Die IV. Legion hatte lebens­ge­fähr­liche Tests an Soldaten verboten, doch in diesem Fall erschien der Test als angemessenes Mittel, das Leben von Dabog zu retten. Wobei es Sicinius vermutlich nicht um eine Wohltat ging, sondern um seine eigenen Ziele, für die er Dabogs Unglück missbrauchte.
Und so kehrte Dabog als hyperverstärkter Pilot der Magitek-Kampf­maschinen auf das Schlachtfeld zurück. Gegen die Ver­zweif­lung darüber, dass er nun gegen seine ehemaligen Gefährten und Freunde kämpfen musste, gewährte ihm Sicinius eine weitere Gnade: Der Magitechnicus löschte kurzerhand das Gedächtnis seines Testsubjekts.",ダボグ・アン・イニヴァシュ,69478,0,72569,72514,11,0,4,5
15,Dyunbu pyr Potitus,"Volk: Miqo'te
Alter: 24
Herkunft: Ravena in Dalmasca

Dyunbu ist eine junge Elitesoldatin des Spezialbataillons, die sich als Heilerin schon in vielen Kampfeinsätzen bewährt hat.
Mit der Ermordung von Kaiser Varis brach die Befehlsstruktur der Armee zusammen und das gesamte Kaiserreich drohte zu zerfallen. In dieser Zeit des Umbruchs erkannte Dyunbu eine Chance, die Pläne von Legatus Gabranth in die Tat umzusetzen. Es war in ihren Augen die perfekte Gelegenheit, eine neue Monarchie aus dem Boden zu stampfen. Ihr ging es weder um die Neuordnung der Republik Landis, noch um die Reformation von Dalmasca oder Bozja. Sie wollte ein neues Reich erschaffen, denn durch den Zusammenbruch des Kaiserreichs waren viele Soldaten ihrer Zukunft beraubt und die Bewohner der Provinzen zutiefst verunsichert. Ihnen wollte sie in ihrer Gutmütigkeit ein neues Zuhause bieten.
Der Nachname Potitus war unter den Miqo'te, die garleische Bürgerrechte erlangt hatten, recht weit verbreitet. Dyunbu hatte früh ihre Eltern verloren und war als Waise aufgewachsen. Das Leben auf der Straße war hart, doch Dyunbu war anders als die anderen Straßenkinder. Sie träumte von einem besseren Leben als anerkannte Bürgerin der Provinz. Sie schlich sich in die Schule und lauschte heimlich dem Unterricht. Eines Tages wurde sie in ein Waisenheim gebracht und dort fiel auf, dass sie lesen und schreiben kann. Daraufhin wurde sie auf die Militärakademie geschickt, um dort die höhere Bildung zu durchlaufen. Dort kam Dyunbu in Kontakt mit Legatus Gabranth. Sie ließ sich von seinen Überzeugungen inspirieren und wurde zu seiner treuen Anhängerin. Sie wollte für Legatus Gabranth kämpfen, um das Leben ihrer Landsleute zu verbessern.
Mittlerweile ist sie zu einer fähigen Heilerin geworden, die ihren Kameraden treu zur Seite steht.",ユンブ・ピル・ポティトゥス,69478,0,72570,72515,12,0,0,4
16,Misija Votyasch,"Volk: Roegadyn
Alter: 29
Herkunft: Bozja-Zitadelle

Misija ist eine als Widerstandskämpfer getarnte Spionin der IV. Legion. Sie fiel früh als begabte Schülerin auf und erhielt ein Stipendium, um auf der kaiserlichen Akademie zu studieren. Dort spezialisierte sie sich auf Volkskunde und Frühgeschichte. Daher kennt sie sich bestens mit der Kultur und Geschichte von Bozja aus, und von ihr stammt der Vorschlag, die berühmten Waffen der Königinnenwache neu zu schmieden.
Ihre Feindseligkeit gegen den Widerstand hat mehrere Ursachen. Erstens lehnt sie den in der Ge­sell­schaft tief verankerten Unterschied zwischen Arm und Reich ab. Oft waren es Hrothgar, die das Kapital besaßen und sich einflussreiche Ämter sicherten. Die Armen wurden benachteiligt und unterdrückt. In der Siebten Ära des Lichts wurde diese Struktur zwar aufgebrochen, aber viele Angehörige der ehemaligen Oberschicht sahen sich nach wie vor als natürliche Herrscher. In ihrer Kindheit musste Misja viele Demütigungen und sogar körperliche Gewalt über sich ergehen lassen, wodurch sie einen tief sitzenden Hass auf die Oberschicht entwickelte.
Des Weiteren stammt Misija in direkter Linie von der letzten Königin Gunnhildr ab und kennt ihr tragisches Schicksal. Die ungerechte Ermordung der Königin verstärkte in Misija das Gefühl, kein Teil der Ge­sell­schaft zu sein.
Von der Ideologie der IV. Legion fühlt sich Misija hingegen angesprochen, denn dort zählen nur die Fä­hig­kei­ten und die Treue der Soldaten. Herkunft, Kultur, Religion und Geschlecht spielen keine Rolle. Jeder, der seine Fä­hig­kei­ten und seine Treue unter Beweis stellt, ist gleichermaßen willkommen. Und so fand Misija dort vermeintlich ihren Platz.",ミーシィヤ・ヴォートヤシュ,69478,0,72574,72519,19,0,1,3
17,Lyon rem Helsos,"Volk: Hochländer
Alter: 68
Herkunft: Arnsbeirgs, Landis

Lyon ist ein Pilus Prior der IV. Legion, der wie der verstorbene Legatus Basch van Gabranth aus der ehemaligen Republik Landis stammt und nun unter dessen Sohn dient. Schon bei der Eroberung von Bozja vor einem halben Jahrhundert, als er noch keine zwanzig Jahre alt war, wurde er zum Centurio ernannt. Er kennt Legatus Noah van Gabranth seit Kindesbeinen an und nennt ihn noch heute bei seinem Vornamen.
Lyon dient in Bozja unter Menenius rem Lanatus und befehligt den Bestientrupp. Man nennt ihn auch den Bestienkönig, denn er zieht mit den von ihm gezüchteten Bestien in den Kampf gegen den Widerstand.
Trotz seines fort­ge­schrit­te­nen Alters von achtundsechzig Jahren ist er ein mächtiger Krieger, vor allem einer der erfahrensten. Allerdings neigt er zu spontanen Aktionen, anstatt sich an die vorher vereinbarte Taktik zu halten, wenn sich ihm die Gelegenheit zu einem Zweikampf gegen einen mächtigen Gegner bietet. Sein Mut und sein Kampfeifer sind über jeden Zweifel erhaben, doch für sein eigenmächtiges Handeln wird er immer wieder von Menenius zurechtgewiesen, der präzise Pläne und taktisches Vorgehen bevorzugt. Lyon reagiert darauf stets mit seinem Wahlspruch: „Wahre Krieger lassen ihre Waffen sprechen.“",ライアン・レム・ヘルソス,69478,0,72572,72517,17,0,5,5
18,Menenius sas Lanatus,"Volk: Elezen
Alter: 55
Herkunft: Garlemald

Menenius ist Tribunus der IV. Legion. Bei ihm laufen alle Informationskanäle zusammen und er kümmert sich um die Ausarbeitung der Schlachtpläne für Legatus Gabranth. Außerdem leitet er die Suche nach alten Artefakten in den südlichen Provinzen Dalmasca und Bozja, um in Vergessenheit geratene Technologie und arkanes Wissen der Allager und des Königreichs Ivalice für die Legion zu entdecken.
Als der Kampf gegen den Widerstand in Bozja begann, übernahm Menenius das Kommando über Castrum Lacus Litore. Dort sind ihm drei Bataillone unterstellt: Der Bestientrupp unter dem Befehl des Bestienkönigs Lyon rem Helsos, das Spezialbataillon unter dem Befehl des Hexers Albeleo und die mobile Infanterie mit ihren Magitek-Maschinen.
Zur Zeit der Garleischen Republik war die Familie Lanatus angesehen und einflussreich, doch Menenius' Großvater Thyrus geriet in Ungnade, als er sich dem Anspruch von Solus zos Galvus auf die Kaiserwürde widersetzte. Thyrus verstarb kurz darauf an einer Krankheit, doch sein Sohn Lucius überlebte, floh aus der Stadt und wurde schließlich in die IV. Legion aufgenommen, die frische Rekruten für ihre Kämpfe in den Grenzregionen suchte. Dort diente er zunächst als Unteroffizier unter Basch van Gabranth. In der Hoffnung, die Familie Lanatus zu rehabilitieren, heiratete Lucius eine adlige Elezen, die ihm von Basch van Gabranth vorgestellt wurde. Seine Frau brachte einen Sohn mit in die Ehe ein, der von Lucius anerkannt wurde. Dieser Sohn war Menenius.
Menenius kennt Legatus Noah van Gabranth seit seiner Kindheit und ist ihm, ebenso wie seinem Vater vor ihm, treu ergeben. Daher übernahm er gerne den Posten des Nachrichtenoffiziers und schreckt auch nicht davor zurück, die schmutzigen Aufgaben für den Legatus zu über­nehmen. Dabei legt er eine kühle Effizienz an den Tag, die ihm in der Armee den Ruf eingebracht hat, dass ihm zur Erreichung seiner Ziele jedes Mittel recht ist. Doch dahinter steckt die aufrichtige Hingabe und Fürsorge für den Legatus. Für ihn würde er in der Tat alles tun.
Mit dem Ausbruch des Bürgerkriegs fasste Legatus Gabranth den Entschluss, sich von dem Kaiserreich loszusagen. Das bedeutete, dass damit die Versorgung und Unterstützung aus Garlemald abbrechen würde. Der Kampf gegen den Widerstand musste also so schnell wie möglich beendet werden, um nicht auf lange Sicht ins Hintertreffen zu geraten. Menenius entwarf einen Plan, wie die eigenen Soldaten möglichst geschont und stattdessen der Widerstand ins Chaos gestürzt werden könnte. Dabei spielte die Legende der Königinnenwache eine wichtige Rolle.",メネニウス・サス・ラナトゥス,69478,0,72573,72518,18,0,6,3
19,Sadr rem Albeleo,"Volk: Elezen
Alter: 37
Herkunft: Ul'dah

Albeleo ist Pilus Prior der IV. Legion. Er dient in Bozja unter Tribunus Menenius und befehligt das Spezialbataillon. Er widmet sich der Erforschung alter, in Vergessenheit geratener Magie, um seine Macht zu vergrößern. Dafür führt er Experimente an Gefangenen durch, die einige von ihnen nicht überleben. Den Tod eines Gefangenen nimmt er für die Erreichung seiner Ziele lächelnd in Kauf. Seine Kaltherzigkeit hat ihm auch unter seinen Verbündeten den Beinamen Hexer eingebracht.
In Ul'dah war Sadr Mitglied der Thaumaturgengilde, doch der damalige Gildenmeister Mumuepo erkannte, wie grausam und gefährlich Sadr war, und verstieß ihn aus der Gilde. Sadr floh aus Ul'dah, fest entschlossen, auf anderem Weg mächtige Zerstörungs- und Beschwörungsmagie zu erlernen. Sein Weg führte ihn nach Dalmasca, wo die IV. Legion gerade Soldaten aus vielen unter­schied­lichen Bereichen rekrutierte. Sadr melde sich zum Dienst im Spezialbataillon. Schon kurz darauf wurde ihm von Legatus Gabranth das Kommando des Bataillons übertragen, woraufhin Sadr in den letzten fünfzehn Jahren zahlreiche Magier ausbildete und die Einheit zu einer ernstzunehmenden Gefahr für die Magier Eorzeas formte.
Da Sadr ein großes Interesse an den alten Artefakten hat, die Menenius in Bozja sucht, bat er um seine Versetzung in das Kampfgebiet. Mit sich brachte er einen Kristall, in dem arkanes Wissen aus Ivalice gespeichert ist.",サドル・レム・アルビレオ,69478,0,72571,72516,16,0,0,3
20,Gunnhildr,"Die legendäre Königin von Bozja

Um die nie enden wollenden Kriege zwischen den Völkern im Bozja der Vorzeit zu beenden, wurde ein vereinigtes Königreich mit Königin Gunnhildr auf dem Thron geschaffen. Dabei ist Königin Gunnhildr ein Titel, der von jeder Herrscherin an ihre jeweilige Nachfolgerin weitergegeben wurde. Die Auswahl der Königin erfolgte nicht dem Blute nach, stattdessen wurde die fähigste Priesterin zur Königin ernannt. Obwohl dies das einzige Kriterium sein sollte, fiel die Wahl häufig auf eine Hrothgar, da es in der bozianischen Ge­sell­schaft meist die Hrothgar waren, welche einflussreiche Positionen innehielten.
Durch die von den Allagern verursachte Vierte Katastrophe drohte Bozja die Vernichtung. Die Anführer der Volksstämme und die Priesterinnen wollten die Macht der Könniginnenwache entfesseln, um die Zerstörung ihres Landes abzuwenden. Doch Königin Gunnhildr war im Kampf gegen die Allager schwer verletzt worden. Ihr Leben stand auf Messers Schneide. Die Priesterschaft und die Königinnenwache machten eine junge Roegadyn zur neuen Königin, welche sich zur Errettung des Landes opfern sollte. Sie entfesselte die Kraft ihres heiligen Schwertes, das ebenfalls den Namen „Königinnenwache“ trug, und verwandelte sich in eine Kriegsgöttin, und rettete so Bozja vor der Katastrophe.
Die Königin hatte die Bevölkerung vor dem Untergang bewahrt, doch die Priester hatten nicht bedacht, was hinterher passieren würde. Die Göttin nahm ihre humanoide Gestalt an, behielt jedoch ihre göttliche Kraft. Die Machthaber fürchteten sich vor ihr und planten, sie hinterrücks mit ihrem eigenen Schwert zu ermorden. Sie sahen in der Roegadyn-Königin einen Spielstein, der seinen Zweck erfüllt hatte und nun aus dem Weg geräumt werden sollte.
Und so hauchte die junge Königin ihren letzten Atemzug aus. Dabei ging unbemerkt von ihren Mördern ein Teil ihrer Seele in die heilige Klinge über.",グンヒルド,69478,0,72575,72520,20,0,2,3
21,Lilja Sjasaris,"Volk: Viera
Alter: 19
Herkunft: Rabanastre, Dalmasca 

Lilja zeigte während ihrer Ausbildung in Rabanastre ein ausgesprochenes Talent für die Ingenieurskunst. Ihr Weg zur Magitek-Akademie in der kaiserlichen Hauptstadt schien vorherbestimmt, als sich in Dalmasca - inspiriert durch die Befreiung von Doma und Ala Mhigo - eine Wi­der­stands­be­we­gung formierte und der Kriegszustand ausgerufen wurde. Um nicht in die Kriegswirren hineingezogen zu werden, floh Lilja nach Doma. Das Leben als Flüchtling war hart, doch sie hielt sich mit der Reparatur von Luftschiffen über Wasser und entwickelte nebenher Erdseim-Maschinen. Jessie, Präsidentin der Gar­lond-Me­tall­wer­ke, hörte von der talentierten jungen Dame und rekrutierte sie umgehend. Lilja wusste zwar, dass die Metallwerke in die Wi­der­stands­be­we­gung verwickelt waren, schloss sich aber dennoch ohne zu zögern an.
Auch wenn Lilja von Natur aus positiv und zuversichtlich ist, leidet sie unter einem inneren Konflikt.
Als gebürtige Bürgerin Dalmascas ist sie unter der Herrschaft des Kaiserreichs aufgewachsen. Die Hauptstadt war in jüngster Ver­gangen­heit im permanenten Aus­nahme­zustand und mehrfach den Säuberungsaktionen der kaiserlichen Armee ausgesetzt. Als Kriegswaise wuchs Lilja in der Obhut der kaiserlichen Behörden auf und genoss eine anständige Bildung. Selbstverständlich beinhaltete diese auch die Erziehung zu Gehorsam gegenüber dem Reich und die Indoktrination mit seinen Ideologien. Doch die Mehrheit der Studenten sympathisierte mit dem Widerstand und widerstrebte den Lehren des Reiches. Lilja selbst war nie eine Rebellin und stets friedfertig. Sie war auch keine glühende Verfechterin des Reiches, aber ihr war bewusst, dass der Widerstand Dalmasca zur ursprünglichen Monarchie zurückführen wollte. Wer am Ende das Sagen hatte, machte aus ihrer Sicht für die einfachen Leute keinen Unterschied.
Außerdem hegte Lilja Interesse am Anführer der IV. Legion, der ihr sehr imponierte. Legatus Gabranth schien das Herz am rechten Fleck zu haben. Sie hatte gehört, dass der Legatus ein Ohr für die Anliegen der einfachen Bürger hatte und davon sprach, dass es in der Verantwortung eines jeden selbst liege, seine Talente zu nutzen und sein Leben zu gestalten. Es war für sie der Beweis, dass nicht alles schlecht war im Kaiserreich. Und doch konnte sie nicht ignorieren, wie Garlemald auf die Provinzen herabblickte und war sich schmerzlich bewusst, dass das Reich letzten Endes ihre Heimat mit Gewalt unter seine Kontrolle gebracht hatte. So konnte sie sich nie vollen Herzens auf die Seite des Widerstands schlagen und war doch mitten drin ...
Aber nun hatte sie sich in die Dienste der Gar­lond-Me­tall­wer­ke begeben und war fest entschlossen, die begonnene Reise zu Ende zu führen. Selbstverantwortlich will sie ihr Leben in die eigenen Hände nehmen. Cid und Jessie hatten ihr eine Chance gegeben und sie würde sie nutzen, komme was wolle. Sie fühlte, dass sie ihrer Berufung näher war als jemals zuvor und hatte sich vorgenommen, ihre Talente voll zu entfalten. Ob Kaiserreich oder Dalmasca, was jetzt zählte, war ihr eigenes Schicksal. 

„Schluss mit dem Gejammer. Wirst es schon allen zeigen, Lilja. Das ist deine Stunde ...“ 
„Hörst du mir überhaupt zu, Kleine? Oder was soll das Gemurmel? Mach dich nützlich! Klar, du hast Talent, aber deshalb dulde ich noch lange keinen Schlendrian, verstanden?“ 
„Geht klar, Chef. Habe alles notiert. Jedes Wort ist hier oben abgespeichert. Kannst dich auf mich verlassen, Chef!“ 
„Und lass dieses ständige Chef, Chef, Chef!”
„Geht klar, Chef.“",リリヤ・シアサリス,69561,0,72577,72522,21,1,0,3
